Month,Natural Gas Imports from Algeria,Natural Gas Imports from Australia,Natural Gas Imports from Canada,Natural Gas Imports from Egypt,Natural Gas Imports from Mexico,Natural Gas Imports from Nigeria,Natural Gas Imports from Norway,Natural Gas Imports from Oman,Natural Gas Imports from Qatar,Natural Gas Imports from Trinidad and Tobago,Natural Gas Imports from United Arab Emirates,Natural Gas Imports from Yemen,Natural Gas Imports from Other Countries,Natural Gas Imports
1996-04-01,4.559,0.0,230.928,0.0,1.369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.857
1996-05-01,2.612,0.0,245.522,0.0,4.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.158
1996-06-01,0.0,0.0,225.875,0.0,0.711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.587
1996-07-01,2.642,0.0,232.908,0.0,1.313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.864
1996-08-01,2.629,0.0,235.199,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237.858
1996-09-01,0.0,0.0,234.206,0.0,0.77,0.0,0.0,0.0,0.0,0.0,2.524,0.0,0.0,237.5
1996-10-01,5.116,0.0,241.294,0.0,1.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247.52
1996-11-01,5.031,0.0,245.795,0.0,0.982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.807
1996-12-01,5.164,0.0,263.681,0.0,0.096,0.0,0.0,0.0,0.0,0.0,2.425,0.0,0.0,271.366
1997-01-01,7.56,0.0,266.756,0.0,1.555,0.0,0.0,0.0,0.0,0.0,2.417,0.0,0.0,278.288
1997-02-01,7.667,0.0,230.352,0.0,2.526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.545
1997-03-01,2.53,0.0,251.328,0.0,3.127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256.985
1997-04-01,2.557,0.0,235.431,0.0,0.189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,238.178
1997-05-01,2.552,2.455,234.345,0.0,2.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241.732
1997-06-01,5.059,0.0,225.366,0.0,1.692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232.118
1997-07-01,5.026,0.0,229.479,0.0,1.088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,235.593
1997-08-01,7.535,0.0,237.142,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244.684
1997-09-01,5.03,2.337,232.09,0.0,0.029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239.486
1997-10-01,5.05,0.0,245.742,0.0,0.965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.758
1997-11-01,7.542,4.893,257.782,0.0,1.874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,272.091
1997-12-01,7.567,0.0,253.338,0.0,1.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262.716
1998-01-01,10.105,0.0,276.118,0.0,0.055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,286.278
1998-02-01,7.606,2.171,239.091,0.0,2.184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.052
1998-03-01,5.166,0.0,257.485,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,263.032
1998-04-01,2.549,0.0,247.363,0.0,3.249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253.161
1998-05-01,7.596,0.0,243.868,0.0,0.845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.31
1998-06-01,5.149,2.441,235.847,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,243.442
1998-07-01,5.086,0.0,259.412,0.0,1.821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,266.319
1998-08-01,2.54,2.321,268.535,0.0,1.413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,274.809
1998-09-01,5.133,0.0,254.752,0.0,2.257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262.142
1998-10-01,5.023,0.0,260.135,0.0,0.905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,266.063
1998-11-01,5.042,2.353,247.971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.667,0.0,0.0,258.033
1998-12-01,7.572,2.348,261.495,0.0,1.418,0.0,0.0,0.0,0.0,0.0,2.585,0.0,0.0,275.417
1999-01-01,13.066,0.0,292.833,0.0,4.891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310.79
1999-02-01,7.684,2.557,269.126,0.0,4.398,0.0,0.0,0.0,2.647,0.0,0.0,0.0,0.0,286.412
1999-03-01,13.09,0.0,287.769,0.0,0.751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,301.61
1999-04-01,7.637,0.0,257.065,0.0,4.193,0.0,0.0,0.0,2.492,0.0,0.0,0.0,0.0,271.387
1999-05-01,3.898,0.0,275.219,0.0,6.844,0.0,0.0,0.0,0.0,5.493,0.0,0.0,0.0,291.454
1999-06-01,2.528,2.314,260.24,0.0,4.978,0.0,0.0,0.0,2.417,6.619,0.0,0.0,0.0,279.096
1999-07-01,5.134,0.0,278.424,0.0,3.877,0.0,0.0,0.0,2.388,6.599,0.0,0.0,0.0,296.422
1999-08-01,2.554,2.302,288.717,0.0,6.028,0.0,0.0,0.0,0.0,9.904,0.0,0.0,2.576,312.081
1999-09-01,7.593,0.0,280.798,0.0,4.643,0.0,0.0,0.0,4.987,4.393,0.0,0.0,0.0,302.414
1999-10-01,5.118,2.309,287.177,0.0,4.168,0.0,0.0,0.0,0.0,5.865,0.0,0.0,0.0,304.637
1999-11-01,2.44,0.0,284.514,0.0,6.463,0.0,0.0,0.0,2.374,6.648,2.713,0.0,0.0,305.152
1999-12-01,5.021,2.422,305.663,0.0,3.296,0.0,0.0,0.0,2.392,5.256,0.0,0.0,0.0,324.05
2000-01-01,5.026,0.0,310.181,0.0,2.911,0.0,0.0,0.0,0.0,7.78,0.0,0.0,0.0,325.897
2000-02-01,4.987,0.0,289.222,0.0,0.73,0.0,0.0,0.0,0.0,5.168,0.0,0.0,0.0,300.107
2000-03-01,3.99,0.0,291.469,0.0,0.316,0.0,0.0,0.0,2.428,8.393,0.0,0.0,0.0,306.596
2000-04-01,2.566,2.274,273.881,0.0,0.756,0.0,0.0,0.0,7.254,7.285,0.0,0.0,2.274,294.016
2000-05-01,2.453,0.0,274.616,0.0,0.0,0.0,0.0,0.0,0.0,10.723,0.0,0.0,0.0,287.793
2000-06-01,2.529,0.0,278.529,0.0,0.0,2.488,0.0,0.0,2.385,7.39,2.725,0.0,2.725,296.046
2000-07-01,2.562,2.285,293.353,0.0,0.027,2.496,0.0,2.464,4.793,14.307,0.0,0.0,4.748,322.285
2000-08-01,2.37,0.0,295.355,0.0,0.01,2.51,0.0,2.461,7.167,8.435,0.0,0.0,2.461,318.308
2000-09-01,2.556,1.27,282.921,0.0,0.209,2.658,0.0,2.74,7.625,4.864,0.0,0.0,4.01,304.843
2000-10-01,7.57,0.0,296.022,0.0,1.115,2.503,0.0,0.0,7.165,7.392,0.0,0.0,2.76,324.527
2000-11-01,2.552,0.116,309.337,0.0,1.231,0.0,0.0,2.333,7.241,6.95,0.0,0.0,2.449,329.759
2000-12-01,7.786,0.0,349.079,0.0,4.297,0.0,0.0,0.0,0.0,10.262,0.0,0.0,0.0,371.425
2001-01-01,5.02,0.0,352.457,0.0,2.416,2.478,0.0,0.0,0.0,10.707,0.0,0.0,0.0,373.077
2001-02-01,7.658,0.0,305.051,0.0,1.139,5.068,0.0,2.738,0.0,6.635,0.0,0.0,2.738,328.289
2001-03-01,7.606,0.0,333.376,0.0,1.482,2.535,0.0,0.0,2.4,10.704,0.0,0.0,0.0,358.103
2001-04-01,5.009,0.0,294.458,0.0,2.102,4.822,0.0,1.702,2.452,8.028,0.0,0.0,1.702,318.573
2001-05-01,7.572,0.0,294.577,0.0,0.157,5.067,0.0,0.0,4.975,9.53,0.0,0.0,0.0,321.878
2001-06-01,3.943,0.0,290.824,0.0,0.0,7.547,0.0,1.616,3.076,10.407,0.0,0.0,1.616,317.414
2001-07-01,7.754,1.187,339.472,0.0,0.0,2.888,0.0,1.635,4.934,6.701,0.0,0.0,2.822,364.571
2001-08-01,5.058,1.207,334.22,0.0,0.0,2.606,0.0,2.728,0.0,7.519,0.0,0.0,3.935,353.338
2001-09-01,5.087,0.0,293.037,0.0,0.0,4.955,0.0,1.635,4.919,5.23,0.0,0.0,1.635,314.864
2001-10-01,2.491,0.0,314.389,0.0,0.0,0.0,0.0,0.0,0.0,9.234,0.0,0.0,0.0,326.114
2001-11-01,2.51,0.0,283.035,0.0,0.16,0.0,0.0,0.0,0.0,5.34,0.0,0.0,0.0,291.044
2001-12-01,5.237,0.0,293.64,0.0,2.821,0.0,0.0,0.0,0.0,7.975,0.0,0.0,0.0,309.673
2002-01-01,2.726,0.0,334.481,0.0,0.956,0.0,0.0,0.0,0.0,5.318,0.0,0.0,0.0,343.481
2002-02-01,0.0,0.0,297.548,0.0,0.798,0.0,0.0,0.0,0.0,7.571,0.0,0.0,0.0,305.917
2002-03-01,0.0,0.0,322.445,0.0,0.0,0.0,0.0,0.0,0.0,10.151,0.0,0.0,0.0,332.596
2002-04-01,1.912,0.0,297.903,0.0,0.0,0.0,0.0,0.0,5.03,10.271,0.0,0.0,0.0,315.116
2002-05-01,7.344,0.0,291.312,0.0,0.0,0.0,0.0,0.0,5.612,10.312,0.0,0.0,4.824,319.404
2002-06-01,4.665,0.0,292.178,0.0,0.0,0.0,0.0,0.0,13.903,7.256,0.0,0.0,0.0,318.002
2002-07-01,4.665,0.0,323.24,0.0,0.0,0.0,0.0,0.0,5.375,11.36,0.0,0.0,0.0,344.641
2002-08-01,0.0,0.0,331.839,0.0,0.0,2.72,0.0,3.013,2.644,15.796,0.0,0.0,3.013,356.013
2002-09-01,0.0,0.0,318.707,0.0,0.0,0.0,0.0,0.0,2.517,14.369,0.0,0.0,0.0,335.594
2002-10-01,0.0,0.0,316.006,0.0,0.0,5.403,0.0,0.0,0.0,22.018,0.0,0.0,0.0,343.427
2002-11-01,2.636,0.0,308.739,0.0,0.0,0.0,0.0,0.0,0.0,19.169,0.0,0.0,0.0,330.544
2002-12-01,2.636,0.0,350.581,0.0,0.0,0.0,0.0,0.0,0.0,17.512,0.0,0.0,0.0,370.729
2003-01-01,0.0,0.0,336.055,0.0,0.0,0.0,0.0,0.0,0.0,23.113,0.0,0.0,0.0,359.168
2003-02-01,0.0,0.0,287.797,0.0,0.0,0.0,0.0,0.0,0.0,21.007,0.0,0.0,0.0,308.804
2003-03-01,2.778,0.0,293.362,0.0,0.0,0.0,0.0,0.0,1.871,26.353,0.0,0.0,0.0,324.364
2003-04-01,10.893,0.0,281.973,0.0,0.0,2.604,0.0,0.0,0.0,19.184,0.0,0.0,0.0,314.655
2003-05-01,4.19,0.0,279.344,0.0,0.0,11.288,0.0,0.0,0.0,30.336,0.0,0.0,0.0,325.157
2003-06-01,2.788,0.0,258.964,0.0,0.0,11.237,0.0,0.0,0.0,33.889,0.0,0.0,0.0,306.878
2003-07-01,5.462,0.0,282.729,0.0,0.0,2.77,0.0,0.0,2.993,43.874,0.0,0.0,2.704,340.532
2003-08-01,2.768,0.0,282.616,0.0,0.0,8.132,0.0,2.646,0.0,35.466,0.0,0.0,2.646,331.628
2003-09-01,8.191,0.0,266.841,0.0,0.0,8.25,0.0,2.322,5.76,29.312,0.0,0.0,2.322,320.676
2003-10-01,10.91,0.0,273.482,0.0,0.0,5.787,0.0,0.0,2.999,37.828,0.0,0.0,0.0,331.005
2003-11-01,2.784,0.0,269.978,0.0,0.0,0.0,0.0,3.664,0.0,40.295,0.0,0.0,3.664,316.721
2003-12-01,2.659,0.0,324.089,0.0,0.0,0.0,0.0,0.0,0.0,37.414,0.0,0.0,0.0,364.161
2004-01-01,7.223,0.0,319.783,0.0,0.0,0.0,0.0,3.041,0.0,43.148,0.0,0.0,3.041,373.195
2004-02-01,8.075,0.0,296.97,0.0,0.0,0.0,0.0,0.0,0.0,40.884,0.0,0.0,0.0,345.93
2004-03-01,10.909,0.0,299.959,0.0,0.0,0.0,0.0,0.0,0.0,38.124,0.0,0.0,0.0,348.992
2004-04-01,7.998,0.0,279.043,0.0,0.0,0.0,0.0,0.0,2.925,35.138,0.0,0.0,0.0,325.105
2004-05-01,5.367,2.945,273.379,0.0,0.0,0.0,0.0,3.203,2.999,35.98,0.0,0.0,8.815,326.541
2004-06-01,15.559,2.918,284.744,0.0,0.0,2.983,0.0,0.0,0.0,34.23,0.0,0.0,4.417,341.934
2004-07-01,10.803,5.984,299.561,0.0,0.0,2.931,0.0,3.167,2.926,37.942,0.0,0.0,20.487,374.651
2004-08-01,21.788,0.0,300.74,0.0,0.0,0.0,0.0,0.0,0.0,37.716,0.0,0.0,0.0,360.244
2004-09-01,7.418,0.0,287.583,0.0,0.0,2.917,0.0,0.0,0.0,40.708,0.0,0.0,5.996,344.621
2004-10-01,8.407,0.0,287.786,0.0,0.0,0.0,0.0,0.0,3.004,36.337,0.0,0.0,0.0,335.533
2004-11-01,2.81,0.0,327.506,0.0,0.0,0.0,0.0,0.0,0.0,38.369,0.0,0.0,0.0,368.685
2004-12-01,13.986,3.143,349.489,0.0,0.0,2.986,0.0,0.0,0.0,43.523,0.0,0.0,3.143,413.128
2005-01-01,5.964,0.0,347.187,0.0,0.0,2.681,0.0,2.464,0.0,43.735,0.0,0.0,5.45,405.016
2005-02-01,11.309,0.0,302.957,0.0,0.0,0.0,0.0,0.0,2.986,39.244,0.0,0.0,0.0,356.495
2005-03-01,2.817,0.0,333.485,0.0,0.28,0.0,0.0,0.0,0.0,40.444,0.0,0.0,2.624,379.65
2005-04-01,9.004,0.0,278.501,2.854,0.08,0.0,0.0,0.0,0.0,35.709,0.0,0.0,0.0,326.147
2005-05-01,11.42,0.0,281.172,0.0,0.197,0.0,0.0,0.0,0.0,41.207,0.0,0.0,0.0,333.997
2005-06-01,12.007,0.0,265.332,2.865,0.0,0.0,0.0,0.0,0.0,41.505,0.0,0.0,0.0,321.71
2005-07-01,6.028,0.0,332.683,5.926,0.269,0.0,0.0,0.0,0.0,41.187,0.0,0.0,0.0,386.093
2005-08-01,3.17,0.0,308.175,11.127,0.0,2.574,0.0,0.0,0.0,26.759,0.0,0.0,0.0,351.805
2005-09-01,6.016,0.0,293.028,11.036,1.055,0.0,0.0,0.0,0.0,34.772,0.0,0.0,0.0,345.907
2005-10-01,11.837,0.0,305.823,8.523,0.906,2.895,0.0,0.0,0.0,33.212,0.0,0.0,3.109,366.305
2005-11-01,8.954,0.0,298.722,18.945,2.689,0.0,0.0,0.0,0.0,30.077,0.0,0.0,0.0,359.387
2005-12-01,8.63,0.0,353.39,11.263,3.844,0.0,0.0,0.0,0.0,31.394,0.0,0.0,0.0,408.522
2006-01-01,2.988,0.0,319.501,2.97,1.349,3.028,0.0,0.0,0.0,30.48,0.0,0.0,0.0,360.316
2006-02-01,2.802,0.0,281.822,5.261,0.486,3.053,0.0,0.0,0.0,27.62,0.0,0.0,0.0,321.045
2006-03-01,3.019,0.0,314.374,0.0,0.691,0.0,0.0,0.0,0.0,30.209,0.0,0.0,0.0,348.293
2006-04-01,2.804,0.0,273.386,13.56,0.07,5.991,0.0,0.0,0.0,36.437,0.0,0.0,0.0,332.248
2006-05-01,0.0,0.0,283.133,19.826,0.13,3.1,0.0,0.0,0.0,44.346,0.0,0.0,0.0,350.535
2006-06-01,2.808,0.0,286.389,14.334,0.0,5.996,0.0,0.0,0.0,38.568,0.0,0.0,0.0,348.095
2006-07-01,3.028,0.0,313.374,15.004,0.0,6.129,0.0,0.0,0.0,33.39,0.0,0.0,0.0,370.925
2006-08-01,0.0,0.0,312.849,8.88,0.0,6.199,0.0,0.0,0.0,37.043,0.0,0.0,0.0,364.972
2006-09-01,0.0,0.0,290.227,8.782,3.283,6.025,0.0,0.0,0.0,25.197,0.0,0.0,0.0,333.514
2006-10-01,0.0,0.0,296.395,2.551,1.436,8.957,0.0,0.0,0.0,24.677,0.0,0.0,0.0,334.016
2006-11-01,0.0,0.0,290.48,16.921,1.403,5.732,0.0,0.0,0.0,24.583,0.0,0.0,0.0,339.118
2006-12-01,0.0,0.0,328.063,11.44,3.901,3.082,0.0,0.0,0.0,36.718,0.0,0.0,0.0,383.205
2007-01-01,2.521,0.0,335.584,8.803,4.115,5.325,0.0,0.0,0.0,36.792,0.0,0.0,0.0,393.14
2007-02-01,0.0,0.0,321.258,5.778,7.515,5.743,0.0,0.0,0.0,32.581,0.0,0.0,0.0,372.874
2007-03-01,8.686,0.0,308.619,14.783,6.312,9.085,0.0,0.0,0.0,54.295,0.0,0.0,0.0,401.779
2007-04-01,24.496,0.0,278.7,14.218,9.395,9.042,0.0,0.0,0.0,50.986,0.0,0.0,0.0,386.837
2007-05-01,23.648,0.0,283.124,14.914,2.77,14.97,0.0,0.0,3.04,37.747,0.0,0.0,0.0,380.213
2007-06-01,12.309,0.0,291.209,14.804,3.674,20.312,0.0,0.0,5.926,30.327,0.0,0.0,2.91,381.47
2007-07-01,0.0,0.0,314.851,11.948,5.381,12.442,0.0,0.0,3.098,61.866,0.0,0.0,8.989,418.576
2007-08-01,2.817,0.0,334.705,11.585,4.357,15.005,0.0,0.0,6.287,45.881,0.0,0.0,5.896,426.534
2007-09-01,2.822,0.0,317.767,11.985,1.963,3.105,0.0,0.0,0.0,23.741,0.0,0.0,0.0,361.383
2007-10-01,0.0,0.0,313.685,2.789,1.601,0.0,0.0,0.0,0.0,29.149,0.0,0.0,0.0,347.224
2007-11-01,0.0,0.0,311.065,2.973,3.003,0.0,0.0,0.0,0.0,23.566,0.0,0.0,0.0,340.607
2007-12-01,0.0,0.0,372.142,0.0,3.976,0.0,0.0,0.0,0.0,20.826,0.0,0.0,0.0,396.945
2008-01-01,0.0,0.0,360.093,2.961,1.144,0.0,0.0,0.0,0.0,25.453,0.0,0.0,0.0,389.651
2008-02-01,0.0,0.0,326.061,0.0,0.0,0.0,2.973,0.0,0.0,20.626,0.0,0.0,2.973,349.66
2008-03-01,0.0,0.0,341.692,0.0,1.412,0.0,2.944,0.0,0.0,20.763,0.0,0.0,2.944,366.81
2008-04-01,0.0,0.0,289.791,3.106,0.113,3.042,0.0,0.0,0.0,26.07,0.0,0.0,0.0,322.122
2008-05-01,0.0,0.0,261.429,3.091,4.128,0.0,3.034,0.0,0.0,25.472,0.0,0.0,3.034,297.154
2008-06-01,0.0,0.0,251.211,6.317,2.635,3.062,0.0,0.0,3.108,20.587,0.0,0.0,0.0,286.919
2008-07-01,0.0,0.0,288.256,6.423,3.536,0.0,0.0,0.0,0.0,24.596,0.0,0.0,0.0,322.81
2008-08-01,0.0,0.0,288.893,3.035,4.389,3.153,2.863,0.0,0.0,26.33,0.0,0.0,2.863,328.663
2008-09-01,0.0,0.0,275.598,9.02,6.502,2.792,0.0,0.0,0.0,19.956,0.0,0.0,0.0,313.868
2008-10-01,0.0,0.0,287.649,3.044,6.265,0.0,0.0,0.0,0.0,24.371,0.0,0.0,0.0,321.328
2008-11-01,0.0,0.0,291.427,9.181,6.025,0.0,0.0,0.0,0.0,13.621,0.0,0.0,0.0,320.254
2008-12-01,0.0,0.0,326.99,8.663,7.164,0.0,3.067,0.0,0.0,18.978,0.0,0.0,3.067,364.862
2009-01-01,0.0,0.0,324.189,5.142,5.629,0.0,2.965,0.0,0.0,18.825,0.0,0.0,2.965,356.749
2009-02-01,0.0,0.0,293.238,5.846,0.419,0.0,6.0,0.0,0.0,16.019,0.0,0.0,6.0,321.522
2009-03-01,0.0,0.0,293.074,11.627,0.506,0.0,2.894,0.0,0.0,17.064,0.0,0.0,2.894,325.165
2009-04-01,0.0,0.0,259.187,21.898,6.621,8.05,5.88,0.0,0.0,20.212,0.0,0.0,5.88,321.848
2009-05-01,0.0,0.0,215.573,14.996,1.428,0.0,2.911,0.0,0.0,30.885,0.0,0.0,2.911,265.793
2009-06-01,0.0,0.0,229.853,14.274,1.363,0.0,2.906,0.0,0.0,33.574,0.0,0.0,2.906,281.97
2009-07-01,0.0,0.0,269.971,14.376,2.492,2.772,5.771,0.0,0.0,21.334,0.0,0.0,5.771,316.715
2009-08-01,0.0,0.0,299.003,17.432,3.252,0.0,0.0,0.0,0.0,17.161,0.0,0.0,0.0,336.848
2009-09-01,0.0,0.0,274.277,14.208,0.563,2.484,0.0,0.0,0.0,15.493,0.0,0.0,0.0,307.026
2009-10-01,0.0,0.0,243.648,14.51,2.419,0.0,0.0,0.0,0.0,12.547,0.0,0.0,0.0,273.124
2009-11-01,0.0,0.0,257.807,11.694,0.379,0.0,0.0,0.0,8.495,16.543,0.0,0.0,0.0,294.918
2009-12-01,0.0,0.0,311.287,14.432,3.225,0.0,0.0,0.0,4.192,16.545,0.0,0.0,0.0,349.682
2010-01-01,0.0,0.0,326.688,16.826,1.488,0.0,5.82,0.0,11.901,21.863,0.0,0.0,5.82,384.586
2010-02-01,0.0,0.0,277.369,11.572,0.939,0.0,5.888,0.0,6.429,15.979,0.0,5.948,11.837,324.124
2010-03-01,0.0,0.0,276.432,8.78,5.245,2.564,5.765,0.0,0.734,16.165,0.0,3.085,8.849,318.769
2010-04-01,0.0,0.0,252.008,5.823,4.901,8.745,2.813,0.0,8.946,15.228,0.0,0.0,2.813,298.464
2010-05-01,0.0,0.0,256.576,9.118,4.417,8.805,0.0,0.0,0.0,16.274,0.0,2.611,2.611,297.801
2010-06-01,0.0,0.0,247.573,5.714,2.165,11.093,0.0,0.0,0.0,10.701,0.0,5.013,5.013,282.26
2010-07-01,0.0,0.0,290.904,6.054,1.479,5.295,0.0,0.0,0.0,16.604,0.0,8.319,8.319,328.655
2010-08-01,0.0,0.0,281.847,0.0,1.475,0.0,0.0,0.0,0.0,16.512,0.0,5.067,5.067,304.901
2010-09-01,0.0,0.0,249.805,6.15,3.121,2.857,0.0,0.0,0.0,16.357,0.0,0.0,3.229,281.518
2010-10-01,0.0,0.0,257.075,2.955,3.605,2.374,5.728,0.0,4.535,15.238,0.0,0.0,8.962,294.744
2010-11-01,0.0,0.0,241.567,0.0,0.015,0.0,0.0,0.0,8.75,13.653,0.0,5.975,9.181,273.165
2010-12-01,0.0,0.0,321.91,0.0,1.145,0.0,0.0,0.0,4.288,15.175,0.0,2.879,9.255,351.773
2011-01-01,0.0,0.0,331.565,2.971,0.09,0.0,2.909,0.0,12.82,15.701,0.0,2.688,8.771,371.919
2011-02-01,0.0,0.0,278.731,5.78,0.416,0.0,5.81,0.0,0.0,11.488,0.0,5.591,14.739,311.154
2011-03-01,0.0,0.0,276.557,5.8,0.313,0.0,0.0,0.0,13.896,9.9,0.0,5.465,8.942,315.408
2011-04-01,0.0,0.0,244.667,5.885,0.145,0.0,0.0,0.0,4.1,10.554,0.0,5.958,12.587,277.936
2011-05-01,0.0,0.0,235.883,2.889,0.149,0.0,0.0,0.0,24.205,8.126,0.0,0.0,0.0,271.252
2011-06-01,0.0,0.0,239.223,5.869,0.047,0.0,0.0,0.0,4.9,10.971,0.0,5.608,5.608,266.617
2011-07-01,0.0,0.0,273.097,0.0,0.153,0.0,0.0,0.0,4.565,12.792,0.0,2.869,2.869,293.477
2011-08-01,0.0,0.0,249.934,0.0,0.093,2.362,0.0,0.0,8.084,10.715,0.0,9.095,9.095,280.284
2011-09-01,0.0,0.0,231.392,0.0,0.074,0.0,0.0,0.0,3.546,8.106,0.0,8.728,8.728,251.846
2011-10-01,0.0,0.0,250.746,2.969,0.704,0.0,2.9,0.0,8.106,8.088,0.0,8.646,11.547,282.159
2011-11-01,0.0,0.0,233.339,0.0,0.301,0.0,0.0,0.0,3.214,12.054,0.0,0.0,0.0,248.908
2011-12-01,0.0,0.0,271.946,2.956,0.187,0.0,3.556,0.0,3.536,10.127,0.0,5.424,8.98,297.733
2012-01-01,0.0,0.0,265.292,0.0,0.031,0.0,0.0,0.0,3.521,9.482,0.0,2.805,2.805,281.131
2012-02-01,0.0,0.0,249.731,2.811,0.031,0.0,3.286,0.0,0.0,11.283,0.0,2.765,6.051,269.906
2012-03-01,0.0,0.0,245.844,0.0,0.037,0.0,0.0,0.0,3.522,13.029,0.0,2.721,2.721,265.152
2012-04-01,0.0,0.0,235.43,0.0,0.036,0.0,0.0,0.0,3.515,1.447,0.0,2.589,2.589,243.018
2012-05-01,0.0,0.0,242.781,0.0,0.03,0.0,0.0,0.0,5.601,10.611,0.0,0.0,0.0,259.023
2012-06-01,0.0,0.0,251.447,0.0,0.029,0.0,0.0,0.0,0.0,8.256,0.0,0.0,0.0,259.732
2012-07-01,0.0,0.0,265.792,0.0,0.017,0.0,0.0,0.0,3.012,12.345,0.0,0.0,0.0,281.166
2012-08-01,0.0,0.0,262.219,0.0,0.031,0.0,0.0,0.0,3.017,16.084,0.0,0.0,0.0,281.35
2012-09-01,0.0,0.0,246.487,0.0,0.002,0.0,0.0,0.0,3.017,8.484,0.0,0.0,0.0,257.99
2012-10-01,0.0,0.0,243.031,0.0,0.02,0.0,0.0,0.0,5.603,4.748,0.0,0.0,0.0,253.402
2012-11-01,0.0,0.0,219.615,0.0,0.028,0.0,0.0,0.0,3.015,8.297,0.0,2.899,2.899,233.853
2012-12-01,0.0,0.0,235.157,0.0,0.022,0.0,2.927,0.0,0.0,8.143,0.0,5.816,8.743,252.066
2013-01-01,0.0,0.0,264.561,0.0,0.019,0.0,0.0,0.0,0.0,10.77,0.0,2.728,0.0,278.078
2013-02-01,0.0,0.0,225.479,0.0,0.018,0.0,0.0,0.0,3.657,7.722,0.0,0.0,0.0,236.875
2013-03-01,0.0,0.0,239.979,0.0,0.02,0.0,0.0,0.0,3.663,4.629,0.0,0.0,0.0,248.29
2013-04-01,0.0,0.0,215.418,0.0,0.02,0.0,0.0,0.0,0.0,5.171,0.0,0.0,0.0,220.608
2013-05-01,0.0,0.0,228.544,0.0,0.014,0.0,0.0,0.0,0.0,5.626,0.0,0.0,0.0,234.183
2013-06-01,0.0,0.0,228.616,0.0,0.028,0.0,0.0,0.0,0.0,8.046,0.0,0.0,0.0,236.69
2013-07-01,0.0,0.0,227.993,0.0,0.182,0.0,0.0,0.0,0.0,8.023,0.0,0.0,0.0,236.199
2013-08-01,0.0,0.0,227.414,0.0,0.164,0.0,2.709,0.0,0.0,5.961,0.0,0.0,0.0,236.248
2013-09-01,0.0,0.0,226.922,0.0,0.148,2.59,2.918,0.0,0.0,8.54,0.0,2.763,-0.001,243.881
2013-10-01,0.0,0.0,214.786,0.0,0.164,0.0,0.0,0.0,0.0,2.674,0.0,2.806,0.0,220.43
2013-11-01,0.0,0.0,215.966,0.0,0.144,0.0,0.0,0.0,0.0,2.583,0.0,0.0,0.0,218.693
2013-12-01,0.0,0.0,270.304,0.0,0.148,0.0,0.0,0.0,0.0,0.0,0.0,2.728,0.0,273.181
2014-01-01,0.0,0.0,286.683,0.0,0.137,0.0,0.0,0.0,0.0,6.207,0.0,2.329,0.0,295.356
2014-02-01,0.0,0.0,241.502,0.0,0.137,0.0,0.0,0.0,0.0,3.783,0.0,0.0,0.0,245.422
2014-03-01,0.0,0.0,231.362,0.0,0.125,0.0,0.0,0.0,0.0,2.701,0.0,0.0,0.0,234.189
2014-04-01,0.0,0.0,197.549,0.0,0.114,0.0,0.0,0.0,0.0,3.006,0.0,0.0,0.0,200.669
2014-05-01,0.0,0.0,203.722,0.0,0.128,0.0,0.0,0.0,0.0,0.0,0.0,2.806,0.0,206.657
