Month,Wood Energy Production,Biofuels Production,Total Biomass Energy Production,Total Renewable Energy Production,Hydroelectric Power Consumption,Geothermal Energy Consumption,Solar Energy Consumption,Wind Energy Consumption,Wood Energy Consumption,Waste Energy Consumption,Biofuels Consumption,Total Biomass Energy Consumption,Total Renewable Energy Consumption
2015-06-01,189.831,187.421,419.237,564.148,69.653,9.66,19.804,45.793,189.831,41.985,189.441,421.258,566.168
2015-07-01,198.543,190.746,434.897,583.94,71.701,10.022,20.66,46.661,198.543,45.608,192.173,436.324,585.368
2015-08-01,199.379,188.213,431.663,572.235,65.245,9.979,20.72,44.629,199.379,44.071,192.445,435.895,576.468
2015-09-01,189.132,178.667,409.666,539.599,54.913,9.323,18.026,47.671,189.132,41.867,185.619,416.618,546.552
2015-10-01,187.289,186.315,418.147,556.624,56.743,9.907,15.938,55.889,187.289,44.543,187.005,418.836,557.314
2015-11-01,188.795,184.786,418.73,575.262,65.981,9.77,13.628,67.154,188.795,45.15,181.63,415.574,572.107
2015-12-01,196.949,193.08,436.774,607.029,79.041,10.091,12.547,68.576,196.949,46.745,187.801,431.495,601.75
2016-01-01,196.334,188.598,427.096,599.152,87.397,9.923,11.728,63.007,191.418,42.164,174.702,408.285,580.34
2016-02-01,186.755,178.671,405.894,581.67,82.362,9.274,15.428,68.712,180.133,40.467,176.11,396.711,572.487
2016-03-01,190.58,194.48,428.603,626.078,93.454,9.866,19.297,74.857,184.706,43.543,191.319,419.568,617.043
2016-04-01,177.862,179.125,399.665,589.659,88.296,9.33,21.401,70.967,172.954,42.678,177.536,393.169,583.163
2016-05-01,186.848,193.545,423.333,609.017,86.96,9.957,24.459,64.309,180.346,42.94,197.174,420.46,606.144
2016-06-01,190.027,194.201,424.295,593.636,79.284,9.475,24.955,55.627,181.818,40.067,196.602,418.487,587.828
2016-07-01,192.183,200.412,434.044,604.272,73.206,9.852,27.056,60.114,188.064,41.448,205.111,434.624,604.852
2016-08-01,195.828,203.744,441.53,591.306,66.771,9.897,26.741,46.367,189.791,41.958,209.353,441.102,590.877
2016-09-01,185.493,191.624,416.425,562.17,55.847,9.732,24.199,55.969,178.494,39.307,198.018,415.82,561.566
2016-10-01,185.151,198.5,424.366,584.344,59.16,9.995,21.438,69.384,179.046,40.714,199.452,419.212,579.19
2016-11-01,187.054,197.554,427.93,586.159,64.174,9.858,17.985,66.212,182.245,43.322,200.084,425.651,583.88
2016-12-01,214.955,208.942,468.507,650.886,76.865,10.339,16.202,78.973,207.478,44.61,207.817,459.905,642.283
2017-01-01,192.994,202.09,439.505,627.073,90.854,10.194,15.555,70.965,186.431,44.422,186.214,417.067,604.635
2017-02-01,174.77,182.094,396.448,580.264,81.485,9.098,17.857,75.375,169.34,39.585,171.424,380.349,564.164
2017-03-01,192.303,201.743,437.424,663.855,101.04,10.126,27.472,87.793,185.349,43.377,195.863,424.59,651.022
2017-04-01,179.294,188.334,408.163,635.068,100.345,9.795,30.175,86.59,173.454,40.534,189.532,403.52,630.425
2017-05-01,182.822,202.668,426.858,661.222,111.255,9.835,34.567,78.707,177.444,41.368,206.683,425.495,659.859
2017-06-01,187.238,196.266,423.548,642.277,104.323,9.599,36.083,68.724,180.559,40.044,203.243,423.847,642.576
2017-07-01,192.971,201.023,435.021,625.487,90.753,10.077,34.635,55.001,187.423,41.027,201.51,429.96,620.427
2017-08-01,195.79,209.101,446.019,612.088,75.18,10.044,33.492,47.355,189.284,41.128,210.863,441.275,607.344
2017-09-01,181.2,197.274,416.699,583.803,65.346,9.762,30.881,61.115,173.817,38.225,195.269,407.311,574.415
2017-10-01,186.527,206.518,433.481,614.591,60.386,9.536,28.042,83.146,180.249,40.436,202.523,423.208,604.318
2017-11-01,188.071,208.792,438.539,613.732,67.859,9.671,20.501,77.162,181.025,41.676,199.618,422.32,597.513
2017-12-01,199.536,210.966,453.938,635.064,75.91,10.105,19.362,75.749,190.51,43.437,201.642,435.589,616.715
2018-01-01,201.5,204.218,449.046,652.294,85.519,9.97,20.417,87.343,195.919,43.328,190.956,430.203,633.451
2018-02-01,183.447,189.139,412.743,609.263,84.967,9.218,23.213,79.123,175.622,40.156,171.592,387.371,583.891
2018-03-01,197.852,207.86,448.952,668.458,88.236,10.057,30.918,90.294,192.032,43.24,195.311,430.583,650.088
2018-04-01,187.094,197.237,424.993,656.425,95.929,9.272,36.049,90.182,179.801,40.661,186.07,406.532,637.965
2018-05-01,196.263,207.564,444.58,680.571,103.876,10.111,40.277,81.728,188.335,40.753,209.285,438.373,674.364
2018-06-01,194.521,204.553,438.066,668.645,94.163,9.654,42.476,84.286,185.724,38.993,198.474,423.19,653.769
2018-07-01,202.07,213.7,455.27,647.806,85.64,10.066,40.715,56.116,195.334,39.5,204.554,439.388,631.924
2018-08-01,201.908,217.345,459.141,651.821,75.122,10.058,39.785,67.716,193.661,39.888,211.642,445.191,637.871
2018-09-01,189.461,200.911,426.893,600.58,65.393,9.75,35.355,63.189,180.933,36.521,190.086,407.54,581.227
2018-10-01,195.242,212.511,448.699,627.834,66.698,9.737,30.386,72.314,185.845,40.945,203.303,430.094,609.229
2018-11-01,192.615,206.403,439.958,623.07,74.766,9.76,23.468,75.118,183.886,40.939,195.978,420.804,603.916
2018-12-01,204.01,209.304,455.737,647.358,77.784,10.327,20.576,82.933,194.834,42.423,197.917,435.174,626.794
2019-01-01,201.773,203.505,444.763,644.675,84.61,10.136,22.249,82.917,195.73,39.485,185.476,420.692,620.603
2019-02-01,183.792,185.199,404.542,593.023,78.068,9.282,23.942,77.189,175.396,35.551,180.279,391.225,579.706
2019-03-01,195.8,199.101,433.33,656.855,89.852,10.247,35.49,87.936,188.686,38.429,195.324,422.439,645.964
2019-04-01,185.244,201.785,422.589,665.815,94.922,9.498,40.146,98.659,177.123,35.559,194.087,406.769,649.995
2019-05-01,192.64,210.963,439.614,689.814,109.123,9.971,43.146,87.959,184.672,36.011,210.633,431.316,681.515
2019-06-01,190.939,205.536,432.664,661.001,95.801,9.751,46.198,76.586,181.596,36.19,202.714,420.5,648.836
2019-07-01,200.031,212.331,448.899,666.84,84.875,10.086,47.572,75.408,191.675,36.537,207.635,435.847,653.787
2019-08-01,203.079,206.151,446.231,647.495,77.038,10.147,45.914,68.165,192.628,37.001,203.426,433.055,634.319
2019-09-01,190.926,190.553,416.083,612.975,63.21,9.885,40.157,83.64,181.205,34.604,188.932,404.742,601.634
2019-10-01,192.855,201.551,431.685,633.41,62.459,9.286,35.724,94.255,184.113,37.279,201.94,423.332,625.057
2019-11-01,192.591,200.854,430.407,620.528,68.982,8.575,26.634,85.929,183.208,36.963,198.4,418.571,608.691
2019-12-01,201.221,214.068,454.125,650.319,73.284,9.429,22.573,90.909,191.214,38.836,207.403,437.453,633.647
2020-01-01,180.191,212.834,432.686,648.257,83.587,9.294,26.741,95.95,173.041,39.66,197.871,410.572,626.143
2020-02-01,170.869,195.914,403.222,632.086,88.262,9.229,32.049,99.325,162.736,36.438,186.27,385.445,614.309
2020-03-01,178.895,193.158,411.076,641.509,81.284,10.378,38.731,100.039,168.873,39.023,171.918,379.815,610.247
2020-04-01,166.81,120.626,323.946,560.555,79.139,9.91,46.045,101.515,158.427,36.51,121.36,316.296,552.905
2020-05-01,171.348,146.255,354.84,618.177,102.279,10.026,54.208,96.824,163.313,37.236,155.142,355.691,619.028
2020-06-01,166.18,174.201,374.66,637.05,95.534,9.552,54.219,103.085,156.607,34.279,182.889,373.775,636.165
2020-07-01,169.108,190.522,395.536,632.878,91.243,9.921,58.159,78.019,161.961,35.906,188.408,386.274,623.616
2020-08-01,172.933,188.514,397.879,618.503,79.443,9.893,52.712,78.576,164.385,36.432,185.527,386.344,606.968
2020-09-01,166.779,185.067,386.097,583.472,63.732,9.6,44.933,79.111,156.599,34.251,184.739,375.59,572.965
2020-10-01,170.689,191.915,398.927,611.896,64.181,9.772,40.674,98.343,161.918,36.323,180.746,378.987,591.957
2020-11-01,170.623,196.187,402.541,629.909,71.286,9.978,33.068,113.038,161.737,35.73,186.803,384.27,611.638
2020-12-01,181.143,199.207,418.294,640.842,73.385,10.165,29.778,109.22,169.936,37.944,194.079,401.959,624.507
2021-01-01,179.233,190.541,408.145,636.532,83.799,9.988,32.034,102.566,170.69,38.371,168.745,377.807,606.194
2021-02-01,161.702,151.904,347.47,552.157,68.706,9.263,35.565,91.153,152.817,33.864,154.424,341.105,545.792
2021-03-01,177.76,194.31,409.925,677.204,72.404,9.63,51.477,133.768,166.599,37.855,193.94,398.394,665.673
2021-04-01,170.112,186.571,392.199,650.405,66.155,9.613,59.068,123.37,160.889,35.515,186.132,382.536,640.743
2021-05-01,175.121,205.831,417.354,688.67,79.53,9.947,66.559,115.28,166.648,36.403,206.591,409.641,680.956
2021-06-01,174.214,201.081,409.532,656.02,80.025,9.577,65.882,91.003,163.161,34.238,200.072,397.471,643.958
2021-07-01,180.087,208.896,424.652,650.413,75.397,10.002,66.269,74.093,172.205,35.669,204.12,411.994,637.755
2021-08-01,181.571,195.29,412.133,648.043,69.36,9.955,64.229,92.367,170.694,35.272,199.877,405.843,641.753
2021-09-01,174.214,185.399,394.091,619.939,58.08,9.802,59.026,98.941,163.175,34.478,186.209,383.861,609.71
2021-10-01,171.431,214.436,421.241,649.287,58.458,9.893,49.778,109.918,162.929,35.374,214.011,412.314,640.36
2021-11-01,171.745,215.768,422.748,662.792,66.102,9.879,42.082,121.983,159.755,35.234,207.391,402.381,642.426
2021-12-01,181.97,224.092,444.056,705.767,80.393,10.458,34.895,135.965,169.797,37.994,209.36,417.151,678.862
2022-01-01,183.539,214.134,434.269,696.686,82.562,10.409,41.781,127.664,173.659,36.596,192.653,402.908,665.325
2022-02-01,170.442,189.673,393.379,651.094,72.746,9.112,47.414,128.443,158.689,33.263,177.312,369.264,626.979
2022-03-01,180.414,212.366,429.548,732.321,83.377,9.782,62.793,146.82,167.815,36.768,206.878,411.46,714.233
2022-04-01,172.399,198.5,404.987,711.645,68.465,9.594,71.077,157.522,163.076,34.089,195.256,392.421,699.078
2022-05-01,180.894,213.805,429.29,742.103,79.7,9.921,79.465,143.726,169.017,34.591,207.636,411.244,724.056
2022-06-01,181.519,213.841,428.681,724.756,88.67,9.574,82.616,115.215,167.201,33.32,212.799,413.32,709.396
2022-07-01,183.961,217.509,435.46,712.392,83.824,9.97,82.569,100.569,174.369,33.99,205.64,413.999,690.932
2022-08-01,183.479,210.729,428.012,671.642,72.106,10.013,77.172,84.339,173.104,33.804,213.1,420.009,663.638
2022-09-01,175.714,192.753,400.695,631.913,58.093,9.755,70.117,93.254,161.574,32.227,192.137,385.939,617.157
2022-10-01,173.124,217.084,424.58,658.345,49.022,9.824,63.195,111.725,161.842,34.372,215.696,411.911,645.676
2022-11-01,173.092,219.441,426.665,684.997,61.068,9.985,46.708,140.57,163.07,34.132,208.685,405.887,664.219
2022-12-01,181.657,210.943,427.775,679.561,69.706,10.45,39.656,131.975,168.426,35.176,204.889,408.49,660.276
2023-01-01,179.324,219.223,433.513,696.038,77.637,10.238,43.772,130.877,171.525,34.966,208.08,414.572,677.097
2023-02-01,160.507,197.886,389.71,659.518,68.107,9.312,51.049,141.34,152.225,31.316,189.492,373.034,642.842
2023-03-01,181.434,220.988,436.05,735.318,72.783,10.313,67.465,148.708,166.58,33.627,220.404,420.611,719.879
2023-04-01,161.247,211.891,404.83,708.522,67.625,9.844,80.376,145.848,153.298,31.692,206.811,391.8,695.492
2023-05-01,173.752,227.681,435.219,740.89,94.346,9.983,91.383,109.959,162.817,33.786,233.877,430.48,736.151
2023-06-01,167.209,229.485,428.283,698.192,73.604,9.632,92.683,93.99,155.425,31.589,230.948,417.962,687.872
2023-07-01,172.948,232.089,437.718,715.729,74.988,9.815,97.656,95.552,162.954,32.681,223.994,419.629,697.64
2023-08-01,179.013,229.814,441.412,713.484,72.652,9.716,92.824,96.881,165.281,32.584,234.683,432.548,704.621
2023-09-01,170.736,225.733,427.094,672.812,57.716,9.705,81.556,96.742,157.414,30.626,221.911,409.95,655.669
2023-10-01,168.251,231.785,433.043,693.952,53.475,10.238,74.296,122.9,156.827,33.007,233.926,423.76,684.669
2023-11-01,169.98,229.86,432.608,682.056,58.092,10.131,56.874,124.352,160.387,32.768,219.473,412.628,662.076
2023-12-01,181.825,248.078,465.432,720.952,64.922,10.418,50.393,129.787,166.199,35.53,235.15,436.878,692.398
2024-01-01,168.163,224.972,427.243,684.313,74.805,10.226,53.206,118.833,160.104,34.108,211.904,406.116,663.186
2024-02-01,156.543,226.791,414.326,698.914,68.583,9.528,65.064,141.413,144.865,30.992,221.424,397.281,681.87
2024-03-01,169.344,241.366,443.242,771.513,79.551,9.773,83.696,155.252,156.403,32.533,232.909,421.845,750.116
2024-04-01,162.792,222.079,415.784,750.907,66.116,9.76,98.077,161.17,151.656,30.913,218.837,401.406,736.529
2024-05-01,167.777,231.668,431.972,762.088,77.156,9.627,111.667,131.666,156.128,32.527,239.549,428.205,758.321
2024-06-01,160.284,237.359,427.619,757.944,72.234,9.538,118.688,129.865,148.835,29.976,233.215,412.026,742.351
2024-07-01,165.913,251.826,449.261,746.007,72.288,9.904,119.326,95.229,154.41,31.522,251.01,436.942,733.689
2024-08-01,172.005,249.981,453.456,751.485,72.875,9.857,117.388,97.908,159.162,31.47,243.776,434.409,732.437
2024-09-01,165.472,234.89,430.045,695.378,56.844,9.546,100.303,98.641,153.703,29.683,230.724,414.111,679.444
