Month,"Electricity Net Generation From Coal, All Sectors","Electricity Net Generation From Petroleum, All Sectors","Electricity Net Generation From Natural Gas, All Sectors","Electricity Net Generation From Other Fossil Gases, All Sectors","Electricity Net Generation From Nuclear Electric Power, All Sectors","Electricity Net Generation From Hydroelectric Pumped Storage, All Sectors","Electricity Net Generation From Conventional Hydroelectric Power, All Sectors","Electricity Net Generation From Wood, All Sectors","Electricity Net Generation From Waste, All Sectors","Electricity Net Generation From Geothermal, All Sectors","Electricity Net Generation From Solar, All Sectors","Electricity Net Generation From Wind, All Sectors","Electricity Net Generation Total (including from sources not shown), All Sectors"
1996-06-01,150947.294,6747.343,48037.369,1176.706,57497.751,-253.105,31924.874,2950.78,1868.144,1060.028,91.281,375.705,302716.899
1996-07-01,163639.74,9166.751,56112.264,1215.93,60953.431,-182.96,28874.27,3504.264,1996.354,1519.593,71.215,535.125,327708.462
1996-08-01,167075.001,7651.769,57934.426,1215.93,61476.508,-212.965,26266.156,4048.13,1509.979,1572.002,31.907,415.001,329286.33
1996-09-01,147125.838,5869.231,45812.113,1176.706,54592.87,-405.79,22138.442,3053.269,1775.375,1359.024,10.033,351.425,283151.263
1996-10-01,147467.719,4060.685,37737.94,1215.93,50612.356,-382.11,22594.923,4033.749,2069.133,1452.37,28.289,253.026,271446.494
1996-11-01,150048.015,5192.028,29896.985,1176.706,52131.809,-507.372,23556.301,3825.691,1916.64,1473.885,19.901,98.718,269122.035
1996-12-01,157956.61,7171.771,23993.739,1215.93,57158.525,-101.175,30304.941,2863.653,1995.538,1247.965,17.269,122.36,284249.613
1997-01-01,166253.884,9791.209,25288.772,1133.889,58914.427,-507.206,32959.532,3618.223,1566.285,1115.892,11.748,120.475,300573.901
1997-02-01,139411.673,5332.069,25057.291,1024.158,50657.615,-332.491,31514.61,2516.003,1695.986,833.894,34.215,108.923,258131.029
1997-03-01,142318.611,5172.52,32199.488,1133.889,50414.084,-217.216,34993.299,2869.299,1695.149,1178.867,44.935,148.531,272258.227
1997-04-01,136166.77,4672.907,32843.806,1097.312,44882.839,-273.586,32075.407,2904.384,1927.865,1303.916,61.969,324.018,258284.482
1997-05-01,140554.952,5298.966,37630.482,1133.889,47031.786,-19.477,34183.862,3124.838,1996.774,1267.653,52.864,350.423,272913.783
1997-06-01,150747.51,8009.352,46733.965,1097.312,52094.784,-227.064,34455.979,2451.681,1800.205,1035.731,78.122,517.108,299091.561
1997-07-01,172213.043,10798.867,64503.406,1133.889,57352.132,-274.004,31656.156,2992.046,1874.612,1377.737,72.395,509.406,344516.455
1997-08-01,167540.145,9178.644,59986.774,1133.889,61083.7,-298.055,26905.678,3215.398,1894.266,1360.902,60.207,530.31,332898.63
1997-09-01,156278.769,9151.334,52415.164,1097.312,52586.11,-371.14,23398.631,2992.895,1617.949,1298.792,33.774,260.204,301056.672
1997-10-01,156902.377,8444.048,39245.731,1133.889,46981.239,-440.578,24734.468,4149.441,1922.175,1283.962,32.6,274.507,284970.629
1997-11-01,150754.835,7927.551,30220.78,1097.312,51188.914,-534.935,23710.58,3271.923,1818.689,1279.228,16.447,72.615,271120.816
1997-12-01,165873.168,8777.408,33273.011,1133.889,55456.541,-544.151,25865.094,2842.311,1899.118,1389.527,11.894,71.515,296356.097
1998-01-01,162283.624,7471.475,30395.548,1145.915,57888.88,-44.501,28818.271,3964.038,1605.391,1402.262,8.78,17.395,295260.404
1998-02-01,141543.723,6648.006,24678.192,1035.02,50998.718,125.32,29996.112,2539.567,1622.679,1113.638,6.785,8.186,260589.918
1998-03-01,149790.257,10151.173,33822.136,1145.915,53711.047,-15.434,31687.94,2924.417,1912.332,1388.853,49.888,6.139,286877.989
1998-04-01,137324.321,7970.08,32984.055,1108.95,47502.988,-439.095,28607.936,2947.403,1873.49,914.509,55.476,85.951,261229.604
1998-05-01,150679.218,11147.655,46219.588,1145.915,51496.327,-731.443,33195.914,3116.387,2062.647,823.407,37.715,143.252,299639.908
1998-06-01,163107.639,14194.732,58048.921,1108.95,55731.853,-679.183,32341.119,1618.008,1666.305,1009.301,66.85,394.967,328903.002
1998-07-01,178962.217,15914.906,69241.98,1145.915,61499.085,-670.138,28659.122,3060.514,1911.025,1280.061,81.018,547.429,361936.46
1998-08-01,178504.985,15249.038,70347.992,1145.915,60368.984,-707.132,25110.855,3254.707,1914.999,1377.533,72.837,421.571,357365.61
1998-09-01,160694.909,12322.733,59848.418,1108.95,57205.864,-273.845,20826.475,3174.13,1842.697,1352.908,51.884,475.803,318924.466
1998-10-01,149853.817,8580.562,41362.494,1145.915,57429.377,-504.304,18884.65,3530.69,2028.999,1493.723,37.516,298.784,284445.547
1998-11-01,143094.577,8653.922,31158.245,1108.95,57372.39,-531.517,20020.589,2765.586,1667.87,1330.988,20.155,181.112,267136.408
1998-12-01,157676.402,10495.893,33149.535,1145.915,62496.591,3.991,25186.678,3442.939,2339.501,1286.734,13.57,445.106,297986.181
1999-01-01,164875.549,13313.163,34285.594,1199.708,65689.472,-558.863,29520.584,3774.353,1704.427,1323.272,7.667,337.019,315813.69
1999-02-01,141731.078,10578.607,29466.572,1083.607,57489.279,-362.803,28693.468,2635.994,1806.741,1066.11,14.029,308.918,274820.273
1999-03-01,150737.71,11308.196,38338.9,1199.708,58838.125,-383.865,32079.682,2101.248,1843.395,1254.848,38.334,446.692,298144.718
1999-04-01,142214.22,9535.086,45495.049,1161.008,48529.139,-470.855,27338.714,3086.823,2015.288,1055.693,54.81,373.317,280719.013
1999-05-01,148536.568,9861.898,47927.441,1199.708,56056.776,-684.81,28996.404,4080.301,2133.331,1309.989,63.292,275.548,300098.19
1999-06-01,161781.572,10875.177,56071.577,1161.008,62300.248,-569.075,30566.934,2823.05,2050.06,1212.609,66.065,253.887,328923.833
1999-07-01,183181.866,15707.721,72957.639,1199.708,66814.583,-606.2,29685.837,3581.451,1927.65,1223.695,66.555,456.059,376538.308
1999-08-01,177326.788,13041.119,72105.133,1199.708,68142.717,-760.631,25726.288,3411.936,1810.142,1249.497,54.647,382.294,364031.383
1999-09-01,158189.209,8174.215,49681.931,1161.008,60935.054,-414.793,20891.816,3042.048,1853.409,1255.613,38.008,377.415,305515.654
1999-10-01,150773.584,6823.117,43904.53,1199.708,55343.056,-462.683,19902.821,2498.423,1841.375,1301.961,48.611,418.591,283934.839
1999-11-01,144243.552,4671.356,32654.442,1161.008,60552.304,-442.143,21163.42,3324.716,1821.917,1235.067,25.121,354.192,271095.672
1999-12-01,157495.528,4171.184,33507.317,1199.708,67563.373,-380.178,24970.062,2680.39,1764.441,1338.658,17.944,504.066,295174.237
2000-01-01,178149.861,7351.895,39166.593,1181.96,70762.352,-524.814,25342.434,2343.487,1887.412,1272.318,9.119,645.286,327993.944
2000-02-01,159302.963,4906.675,35256.903,1105.705,64178.502,-448.0,22483.508,3143.72,1958.593,1173.817,21.147,705.904,294169.282
2000-03-01,156885.142,4582.109,42587.995,1181.96,62736.512,-596.22,26702.928,3297.273,2232.228,1186.479,27.356,350.019,301579.821
2000-04-01,142133.022,4791.489,43788.542,1143.833,58259.145,-382.332,28489.646,3127.404,2224.222,1242.898,36.862,330.074,285577.749
2000-05-01,155531.097,8849.874,59054.183,1181.96,63975.913,-485.562,27420.747,2978.414,2388.097,1190.11,54.712,408.095,322953.681
2000-06-01,168867.552,11394.855,59138.323,1143.833,67298.55,-558.728,25185.04,2600.356,1921.682,1164.041,58.204,447.007,339053.66
2000-07-01,174535.865,10791.657,69938.168,1181.96,68971.667,-276.34,24130.435,3177.157,2009.215,1199.699,82.456,379.937,356527.917
2000-08-01,181461.803,13388.617,76542.345,1181.96,67226.15,-354.414,21980.956,3267.807,1923.675,1201.654,66.352,376.417,368669.365
2000-09-01,162057.856,11538.601,55688.29,1143.833,58266.574,-636.243,17800.568,2955.604,1836.5,1008.004,61.696,332.42,312446.647
2000-10-01,159132.19,8872.019,43498.595,1181.96,52469.741,-395.512,17186.059,3581.407,1980.497,1087.326,40.161,411.419,289451.903
2000-11-01,155601.33,7572.449,37362.342,1143.833,56471.424,-350.494,19160.795,3501.598,1824.594,1146.445,19.983,823.033,284670.275
2000-12-01,172605.915,17180.725,39015.88,1181.96,63276.41,-530.2,19689.48,3620.64,944.6,1220.367,15.327,383.652,319010.798
2001-01-01,177287.111,18111.842,42388.663,718.442,68707.077,-588.626,18852.048,3191.212,1208.647,1229.325,6.5,389.25,332493.16
2001-02-01,149735.484,10341.503,37966.927,675.659,61272.407,-706.956,17472.889,2697.151,1096.331,1073.044,12.568,431.242,282940.198
2001-03-01,155269.011,11733.006,44364.414,769.181,62140.712,-773.345,20477.189,2852.54,1189.04,1190.023,31.498,532.12,300706.544
2001-04-01,140670.654,10863.376,45842.746,697.843,56003.026,-795.915,18012.994,2821.007,1187.239,1094.991,38.759,684.695,278078.871
2001-05-01,151592.914,10389.989,50934.205,784.555,61512.445,-622.526,19175.635,2739.933,1210.741,1071.38,81.053,635.029,300491.621
2001-06-01,162615.804,11822.84,57603.154,733.198,68023.098,-773.65,20727.63,2891.025,1224.773,1087.828,91.143,669.634,327693.978
2001-07-01,179060.41,11042.027,73030.142,840.102,69166.04,-870.786,18079.119,3053.179,1285.783,1178.533,91.994,634.992,357613.7
2001-08-01,183116.073,14229.427,78409.804,847.69,68389.496,-714.613,18913.768,3178.69,1284.821,1167.238,85.299,577.206,370532.828
2001-09-01,154158.317,7342.486,60181.14,767.366,63378.451,-928.405,15256.027,2874.169,1201.462,1139.01,64.803,490.229,306928.866
2001-10-01,148930.816,6533.933,56376.441,737.007,60460.967,-615.247,15234.503,3046.466,1214.638,1161.727,20.813,606.829,294733.613
2001-11-01,144116.998,5930.721,44490.622,698.537,62341.711,-810.802,15412.929,2879.107,1191.821,1157.17,14.289,470.448,278933.942
2001-12-01,157402.35,6539.071,47540.861,769.893,67430.878,-622.574,19346.314,2975.426,1252.855,1190.232,4.036,615.657,305496.328
2002-01-01,164358.019,6690.369,48412.832,922.714,70925.863,-750.105,21794.931,3255.322,1233.474,1287.483,11.32,811.402,319941.472
2002-02-01,143048.821,5663.816,44308.43,759.66,61658.274,-586.188,20191.683,2843.961,1086.12,1132.195,23.565,713.931,281825.708
2002-03-01,151485.651,8217.375,51214.463,903.928,63040.647,-684.133,21008.813,2960.789,1251.774,1244.968,44.397,852.102,302549.007
2002-04-01,142304.594,7833.581,49146.409,889.941,58437.062,-584.772,24246.604,3196.346,1161.6,1114.735,45.858,1024.417,289848.252
2002-05-01,151406.4,8126.867,50275.238,909.565,63032.192,-538.788,26662.695,3161.186,1247.185,1215.874,57.64,1077.641,307674.569
2002-06-01,164667.696,7795.86,65631.018,1008.659,66371.896,-863.077,28212.847,3395.489,1297.599,1150.799,95.543,1126.316,341023.145
2002-07-01,183194.702,9912.994,83917.269,1071.146,70420.827,-997.855,25470.647,3440.226,1377.975,1262.246,85.537,890.455,381542.109
2002-08-01,179955.447,9736.862,84476.868,1116.718,70777.688,-934.63,21083.924,3369.114,1396.219,1227.097,74.925,976.691,374585.823
2002-09-01,165366.309,8075.35,68161.131,1053.313,64480.79,-776.518,17086.782,3312.989,1285.409,1195.081,52.608,735.829,331279.434
2002-10-01,159099.295,8115.98,54200.82,907.6,60493.052,-680.998,17171.335,3345.97,1212.841,1235.076,30.956,734.355,307059.462
2002-11-01,156053.655,6286.735,45160.874,894.161,61520.324,-666.344,19730.03,3161.171,1214.993,1189.365,28.175,655.947,296289.561
2002-12-01,172189.765,8111.606,46100.392,1025.279,68905.472,-679.52,21668.54,3222.474,1278.523,1236.391,4.307,755.194,324833.704
2003-01-01,181313.153,12642.106,50175.746,1282.895,69211.084,-802.368,20600.078,3269.296,1327.981,1257.64,13.217,632.339,341988.899
2003-02-01,156982.482,10770.465,43546.573,1131.543,60941.869,-758.887,19779.859,2904.744,1163.352,1130.352,17.83,745.375,299248.775
2003-03-01,155001.775,10222.381,46699.026,1266.782,59933.261,-777.512,24202.272,3080.075,1339.597,1212.859,50.027,1036.104,304317.263
2003-04-01,141959.981,8580.652,45195.384,1304.55,56775.591,-545.625,24758.963,3035.914,1318.288,1166.455,60.309,1092.766,285755.7
2003-05-01,150262.977,8052.721,49372.964,1309.998,62201.96,-596.848,29395.256,2928.286,1301.322,1168.695,67.962,1006.383,307544.887
2003-06-01,162284.631,10999.563,54452.95,1235.341,64180.727,-762.338,28586.3,3027.764,1289.752,1222.791,90.682,1047.145,328693.699
2003-07-01,181852.319,12200.845,76938.278,1292.085,69652.754,-745.14,24843.094,3361.135,1404.174,1227.969,62.407,953.396,374396.049
2003-08-01,185331.824,12478.21,83249.693,1284.069,69023.878,-805.987,22972.029,3309.866,1383.317,1219.447,61.992,815.429,381816.318
2003-09-01,164910.002,8663.542,59089.941,1309.402,63583.645,-769.142,18480.455,3079.381,1303.166,1203.498,55.857,895.054,323135.536
2003-10-01,159322.942,8610.223,51824.169,1291.247,60016.207,-615.06,18428.422,3138.89,1280.751,1195.451,35.436,897.161,306740.934
2003-11-01,158223.194,6479.533,45327.918,1451.497,59600.02,-695.409,19715.265,3118.975,1284.958,1151.237,14.031,961.433,297866.713
2003-12-01,176291.472,9705.402,44034.897,1440.613,68611.699,-660.749,24044.33,3274.77,1415.334,1267.837,4.251,1104.881,331680.431
2004-01-01,180657.421,15434.061,48253.372,1182.127,70806.16,-768.241,22983.306,3317.861,1262.997,1294.777,12.61,999.445,346545.627
2004-02-01,161503.092,9365.821,50319.875,1193.543,64101.949,-691.561,20913.617,3019.538,1223.129,1214.123,10.862,1021.569,314279.91
2004-03-01,154288.419,9731.843,49801.187,1291.7,63285.116,-653.318,22914.281,3124.117,1291.317,1241.004,52.929,1291.224,308812.096
2004-04-01,141470.956,9041.815,51821.988,1345.232,58620.255,-668.89,20887.975,3091.004,1291.138,1161.384,56.902,1294.857,290559.914
2004-05-01,157016.377,10235.93,62021.808,1302.442,64917.412,-688.911,24019.718,2989.193,1359.191,1207.536,81.776,1701.651,327380.264
2004-06-01,167641.906,10841.416,64685.669,1333.262,67734.073,-718.404,25252.345,3082.529,1305.824,1224.702,87.876,1397.206,345085.079
2004-07-01,181491.821,12097.792,79290.022,1284.034,71975.04,-693.449,23318.28,3416.472,1326.582,1277.531,82.103,1164.37,377331.697
2004-08-01,178181.343,11078.134,77820.688,1290.015,71068.483,-817.999,21591.967,3317.351,1328.558,1257.163,72.846,1050.719,368439.037
2004-09-01,164252.923,8677.125,67853.993,1340.976,65932.057,-769.637,20525.261,3119.416,1238.518,1188.383,60.632,1089.615,335622.198
2004-10-01,157605.095,7666.202,57228.814,1268.635,62530.352,-703.186,18862.795,3263.623,1248.387,1276.349,33.521,1028.873,312450.223
2004-11-01,157435.994,6874.438,49693.034,1215.595,58940.863,-664.846,20937.044,3074.165,1257.977,1212.013,15.342,932.203,302101.256
2004-12-01,176755.201,10100.481,51309.565,1204.868,68616.627,-649.768,26210.718,3301.615,1286.95,1256.009,7.758,1172.009,341947.963
2005-01-01,177013.907,12190.178,51337.627,1126.191,69828.239,-725.387,24272.165,3333.076,1278.347,1252.144,8.668,1131.569,343121.453
2005-02-01,155818.014,7314.51,44912.617,1076.051,60946.934,-345.608,21606.774,3055.295,1123.407,1063.014,13.082,966.482,298500.316
2005-03-01,163612.7,8351.9,51896.973,1214.487,61538.53,-496.889,22936.068,3287.717,1277.929,1204.252,38.157,1560.626,317458.276
2005-04-01,143083.239,6952.153,52016.286,1121.459,55484.01,-337.538,23058.359,3035.547,1222.542,1187.134,58.263,1697.504,289562.4
2005-05-01,153957.962,6713.918,54826.004,1191.303,62970.464,-466.254,27278.511,3100.697,1351.152,1264.308,81.153,1746.43,315062.11
2005-06-01,174866.997,10783.859,75635.493,1149.14,66144.275,-414.615,26782.99,3173.505,1329.134,1248.056,88.476,1796.924,363671.636
2005-07-01,186090.757,13033.243,96819.41,1160.882,71070.011,-624.662,25956.842,3417.445,1381.227,1272.697,72.329,1420.942,402273.846
2005-08-01,187573.754,14527.519,100786.654,1171.811,71381.55,-623.097,21565.679,3420.414,1348.025,1253.785,75.845,1138.032,404940.681
2005-09-01,171656.215,12279.15,73355.483,1145.276,66738.979,-680.144,17363.684,3258.783,1283.007,1222.659,61.108,1468.347,350217.801
2005-10-01,162436.793,10177.971,55940.881,1080.067,61235.597,-611.21,18006.36,3245.61,1205.376,1247.204,37.665,1446.19,316397.924
2005-11-01,158797.527,6867.442,49440.226,965.19,62912.709,-554.21,19352.668,3189.85,1290.21,1219.61,12.755,1609.691,306115.236
2005-12-01,177965.18,13033.172,53992.601,1062.287,71735.067,-678.175,22141.157,3338.477,1330.037,1256.88,2.793,1827.814,348101.071
2006-01-01,169236.081,6135.957,43806.921,1156.888,71911.532,-532.829,27436.656,3421.613,1388.234,1229.567,12.935,2382.633,328657.739
2006-02-01,158616.189,4923.427,47408.989,1113.774,62615.654,-446.518,24761.683,3051.36,1270.35,1110.817,19.533,1921.958,307333.43
2006-03-01,161325.115,4013.464,54921.742,1233.513,63720.849,-435.173,24624.609,3201.388,1344.34,1261.29,33.404,2358.632,318729.8
2006-04-01,141426.234,4690.155,56090.856,1180.022,57567.204,-587.331,28555.683,2980.116,1226.903,1129.089,52.074,2471.762,297858.078
2006-05-01,157009.755,4419.887,65585.605,1295.444,62775.701,-444.378,30818.443,3039.296,1371.355,1095.602,70.735,2458.683,330615.57
2006-06-01,169693.478,5766.446,81060.21,1167.067,68391.472,-423.163,29757.284,3133.77,1328.039,1199.177,69.702,2051.766,364259.798
2006-07-01,187820.872,7002.078,108093.514,1267.284,72186.494,-637.767,25439.392,3444.309,1399.065,1261.352,61.656,1955.064,410420.793
2006-08-01,189454.93,8359.695,106591.666,1291.592,72016.095,-694.881,21728.354,3477.913,1388.888,1288.959,82.993,1655.187,407762.536
2006-09-01,161590.354,4645.373,72673.348,1152.884,66642.327,-628.94,17201.461,3260.169,1307.632,1219.458,53.99,1879.144,332055.321
2006-10-01,161389.659,4892.61,70640.039,1185.392,57509.306,-506.995,17055.177,3212.569,1332.484,1275.227,32.283,2442.13,321567.091
2006-11-01,159439.517,4746.863,53439.693,1064.601,61392.321,-552.544,20271.723,3181.931,1358.822,1207.438,15.686,2540.489,309158.826
2006-12-01,173508.951,4570.461,56128.186,1068.348,70489.681,-667.323,21595.951,3357.661,1382.411,1290.052,2.713,2471.69,336283.246
2007-01-01,175739.438,5994.168,61474.532,1154.119,74006.184,-571.563,26044.711,3536.108,1370.712,1295.617,12.842,2452.315,353531.095
2007-02-01,163602.813,8883.674,57622.071,981.405,65224.794,-446.964,18566.633,3015.127,1200.214,1122.49,19.244,2519.793,323230.395
2007-03-01,159811.074,5415.643,56203.821,1233.891,64305.153,-458.17,24163.456,3105.695,1373.07,1204.13,48.488,3047.092,320471.243
2007-04-01,146249.541,5080.29,60152.848,1163.092,57301.424,-373.845,23890.583,3055.239,1253.621,1157.975,54.464,3171.703,303129.064
2007-05-01,157513.281,4873.443,66469.701,1174.573,65024.555,-546.955,26046.976,3081.027,1348.72,1154.708,84.192,2952.341,330202.758
2007-06-01,173512.884,5777.045,81511.451,1153.691,68923.074,-522.707,22816.608,3213.441,1392.436,1238.178,84.458,2620.416,362754.877
2007-07-01,185053.788,5493.795,97482.676,1154.127,72738.535,-594.694,22477.761,3433.635,1443.056,1250.382,85.793,2158.372,393226.432
2007-08-01,190134.816,7186.621,121338.427,1131.65,72750.91,-650.678,19940.551,3426.035,1439.539,1254.578,75.163,2699.365,421796.659
2007-09-01,169391.273,4935.786,88531.615,1119.735,67578.578,-743.432,14742.534,3289.762,1400.205,1217.726,68.212,2866.722,355393.912
2007-10-01,162234.356,4746.874,78358.024,1133.549,61689.542,-760.235,14796.434,3245.601,1425.648,1264.546,49.233,3376.54,332615.416
2007-11-01,159382.455,3136.467,60636.799,1031.212,64899.278,-661.727,15682.053,3273.318,1425.131,1210.973,24.302,3095.036,314102.543
2007-12-01,173829.866,4215.171,66807.828,1022.31,71982.726,-565.382,18341.675,3339.037,1452.203,1265.909,5.402,3490.232,346290.331
2008-01-01,182875.504,4497.816,72599.901,1063.171,70734.57,-745.514,20779.131,3337.739,1406.708,1208.838,16.289,4273.185,362998.429
2008-02-01,166666.355,3669.344,60042.012,972.332,65130.385,-451.129,18788.886,3010.026,1364.461,1086.683,35.842,3851.749,325105.597
2008-03-01,160743.243,3151.5,62170.58,1049.452,64716.468,-552.974,21668.938,3123.216,1472.452,1250.801,74.6,4782.02,324629.85
2008-04-01,146983.024,3400.463,63046.098,1021.23,57332.716,-131.7,22233.932,2929.938,1503.519,1218.121,94.141,5225.282,305865.031
2008-05-01,154915.901,3397.928,62270.447,1043.991,64825.901,-586.857,27221.147,2926.978,1474.908,1258.915,98.744,5340.284,325244.802
2008-06-01,171043.279,4961.967,84619.977,1132.189,70319.366,-371.618,29177.427,3114.106,1501.889,1260.302,128.164,5140.376,373109.027
2008-07-01,186733.456,4156.6,100320.878,1174.4,74318.27,-799.08,25555.086,3326.752,1608.425,1278.754,110.878,4008.401,402900.336
2008-08-01,180576.493,3810.829,99673.493,1146.944,72617.066,-647.864,21229.277,3342.45,1529.496,1272.715,105.282,3264.406,388986.719
2008-09-01,161356.347,4170.995,79136.03,822.953,67053.867,-517.254,16178.192,3059.171,1426.644,1233.687,92.597,3111.452,338056.13
2008-10-01,151840.715,3286.13,73283.339,806.078,62820.353,-496.943,15469.942,3063.953,1489.617,1276.855,60.243,4756.401,318547.343
2008-11-01,154281.198,3345.161,61454.199,720.951,63408.145,-489.183,15667.934,3077.395,1449.293,1233.292,28.848,4993.646,310046.241
2008-12-01,167785.73,4393.879,64363.646,753.185,72931.328,-497.946,20861.491,2988.131,1506.347,1261.013,18.687,6615.899,343898.254
2009-01-01,171925.15,6103.606,66390.113,806.743,74102.489,-501.48,23490.296,3030.141,1462.399,1288.81,7.19,5950.825,354992.636
2009-02-01,140915.785,3317.74,62138.853,783.979,64227.211,-413.424,17812.032,2822.827,1357.453,1167.779,30.444,5852.175,300887.398
2009-03-01,135530.328,3349.302,68202.743,834.474,67240.567,-314.985,21827.454,2918.935,1553.092,1300.335,78.107,7099.063,310602.964
2009-04-01,125934.973,2806.622,61158.674,757.875,59408.407,-272.198,25769.807,2664.371,1542.336,1222.104,99.416,7457.696,289537.255
2009-05-01,131673.058,3208.707,68145.647,772.676,65395.452,-348.823,29559.655,2734.677,1522.219,1235.186,110.425,6261.961,311305.872
2009-06-01,148086.771,3243.032,84205.182,875.787,69734.736,-226.41,29233.395,2997.452,1558.397,1208.799,103.413,5599.422,347658.241
2009-07-01,158233.869,3357.822,101893.833,966.258,72948.979,-491.31,23384.748,3227.118,1628.483,1255.4,121.188,4954.941,372542.226
2009-08-01,163260.483,3641.995,109239.554,1011.646,72244.597,-612.532,19580.417,3355.135,1603.78,1251.219,116.291,5464.474,381221.417
2009-09-01,137144.648,2853.031,92126.618,1022.27,65751.794,-348.039,17358.714,3060.667,1501.263,1216.783,94.994,4650.708,327400.612
2009-10-01,139955.577,2560.113,72602.726,959.788,58020.927,-385.127,19691.068,3032.086,1533.186,1221.079,68.101,6813.626,307040.341
2009-11-01,136809.575,2072.284,63285.132,910.432,59069.208,-329.53,21007.701,3048.911,1572.312,1273.265,40.402,6875.183,296634.67
2009-12-01,166434.036,2422.261,71589.607,930.179,70710.218,-383.487,24729.808,3157.818,1607.676,1367.9,21.209,6906.058,350507.295
2010-01-01,173320.161,4348.2,74172.736,909.391,72569.341,-564.946,22383.072,3126.163,1502.763,1311.84,9.866,6854.337,360957.167
2010-02-01,153044.159,2373.098,66198.08,825.156,65245.37,-350.643,20589.83,2894.564,1382.241,1159.038,32.824,5431.858,319734.727
2010-03-01,144405.633,2470.212,63430.66,1009.675,64634.721,-324.588,20885.663,3090.278,1591.67,1306.596,75.999,8589.077,312167.64
2010-04-01,126951.885,2286.351,64644.025,942.625,57611.073,-335.277,19096.663,2932.095,1558.147,1240.251,112.279,9764.456,287800.227
2010-05-01,143272.494,2994.02,73665.438,1017.214,66658.365,-440.745,25079.217,2892.948,1576.629,1310.548,153.172,8697.525,327936.492
2010-06-01,165491.489,3989.252,92268.431,964.284,68301.322,-471.738,29853.827,3093.706,1626.765,1263.676,176.053,8049.021,375759.478
2010-07-01,179600.499,4411.384,114624.202,963.07,71913.468,-557.093,24516.761,3308.174,1640.073,1273.616,161.382,6723.891,409725.44
2010-08-01,177745.32,3575.462,121151.269,1060.909,71574.103,-600.278,20119.232,3318.726,1642.191,1296.912,156.393,6685.855,408884.155
2010-09-01,148745.672,2782.682,93004.177,953.692,69371.195,-421.284,17265.206,3157.071,1574.687,1252.569,137.581,7105.502,346045.172
2010-10-01,132269.835,2227.557,77738.337,807.935,62750.833,-437.7,17682.976,3002.77,1547.063,1222.0,75.436,7943.808,307920.691
2010-11-01,135185.045,2079.442,69226.56,907.138,62655.206,-466.993,19561.55,3080.205,1625.338,1252.33,76.795,9747.619,306009.629
2010-12-01,167258.086,3523.354,77573.32,951.698,73683.304,-529.847,23169.071,3275.46,1649.639,1329.837,44.401,9059.297,362119.081
2011-01-01,170802.679,3457.108,74254.334,929.788,72742.813,-659.194,25531.094,3289.926,1514.838,1346.945,39.782,8550.495,362871.893
2011-02-01,138311.157,2434.16,65923.983,807.475,64789.078,-412.649,24131.226,2937.029,1426.672,1215.006,85.299,10451.562,313126.607
2011-03-01,134845.231,2692.463,65947.12,945.344,65661.598,-348.692,31134.471,3080.551,1565.031,1337.484,122.3,10544.646,318709.941
2011-04-01,124488.257,2423.777,70028.999,917.536,54547.338,-465.589,31194.307,2797.961,1502.544,1239.063,164.006,12421.657,302400.724
2011-05-01,137101.565,2378.474,75242.797,874.641,57012.914,-416.908,32586.926,2794.342,1563.179,1317.548,190.669,11772.161,323628.238
2011-06-01,158055.213,2593.715,90691.112,1012.788,65270.134,-567.088,32151.214,3230.061,1631.657,1214.562,222.773,10985.069,367727.015
2011-07-01,176585.82,3154.067,119623.591,1098.043,72344.85,-707.662,31284.635,3361.934,1689.74,1269.04,191.102,7488.629,418692.755
2011-08-01,171280.534,2594.309,119855.793,1087.147,71338.566,-692.329,25763.578,3383.756,1692.393,1274.632,229.163,7473.594,406511.315
2011-09-01,140941.149,2423.86,91739.07,1004.496,66848.854,-583.392,21377.592,3178.464,1589.088,1225.547,185.72,6869.029,337931.318
2011-10-01,126626.973,2062.076,78819.207,941.066,63336.97,-600.542,19787.39,2953.911,1630.97,1280.628,158.86,10525.429,308698.504
2011-11-01,121462.711,1782.601,75441.298,942.856,64473.88,-457.754,20680.527,3087.888,1684.402,1271.218,107.37,12438.553,304102.155
2011-12-01,132928.716,2185.635,86121.626,1005.019,71837.372,-508.719,23731.944,3353.243,1731.249,1324.395,120.654,10655.775,335740.463
2012-01-01,129090.99,2477.221,90760.884,1016.599,72381.186,-348.465,23107.144,3313.682,1601.149,1263.252,95.32,13630.856,339526.48
2012-02-01,113872.047,1901.533,90609.782,1044.233,63847.023,-236.66,20283.964,3111.455,1503.976,1193.33,135.24,11051.714,309389.433
2012-03-01,105525.547,1541.33,92250.653,1076.272,61728.613,-280.701,25906.634,3033.985,1623.467,1285.149,231.228,14027.345,309089.552
2012-04-01,96285.441,1503.228,94828.596,1057.215,55870.931,-265.273,26295.398,2703.907,1583.234,1248.299,318.723,12709.033,295229.205
2012-05-01,115982.647,1729.731,107351.812,1002.136,62081.445,-370.778,28641.312,2937.316,1653.683,1303.996,462.597,12540.324,336516.156
2012-06-01,131261.036,2068.13,115597.503,972.41,65140.085,-506.741,26657.662,3081.189,1611.53,1277.48,527.068,11972.16,360825.381
2012-07-01,160450.263,2339.877,138862.85,1042.026,69129.329,-618.974,26491.046,3351.847,1721.225,1320.648,509.51,8823.083,414641.218
