Month,"Electricity Net Generation From Coal, All Sectors","Electricity Net Generation From Petroleum, All Sectors","Electricity Net Generation From Natural Gas, All Sectors","Electricity Net Generation From Other Fossil Gases, All Sectors","Electricity Net Generation From Nuclear Electric Power, All Sectors","Electricity Net Generation From Hydroelectric Pumped Storage, All Sectors","Electricity Net Generation From Conventional Hydroelectric Power, All Sectors","Electricity Net Generation From Wood, All Sectors","Electricity Net Generation From Waste, All Sectors","Electricity Net Generation From Geothermal, All Sectors","Electricity Net Generation From Solar, All Sectors","Electricity Net Generation From Wind, All Sectors","Electricity Net Generation Total (including from sources not shown), All Sectors"
2012-08-01,152181.055,2117.967,131735.864,1049.94,69602.111,-528.912,23033.726,3370.279,1725.547,1303.839,461.411,8469.419,395699.749
2012-09-01,125588.608,1860.229,108012.301,903.67,64510.882,-430.544,17603.964,3227.466,1626.089,1299.983,458.103,8789.865,334585.563
2012-10-01,120999.339,1804.896,91725.371,894.958,59743.218,-378.213,16501.697,3112.879,1715.821,1329.149,431.427,12635.901,311651.931
2012-11-01,128727.066,1809.791,80169.461,875.495,56712.757,-408.968,18733.319,3190.3,1684.008,1347.052,347.276,11648.497,305975.851
2012-12-01,134078.908,2035.609,83989.097,962.63,68583.669,-576.268,22984.352,3364.827,1773.308,1390.249,348.772,14523.518,334634.749
2013-01-01,138104.821,2774.72,88559.05,1143.596,71405.817,-464.948,24828.528,3399.749,1688.273,1381.88,309.824,14738.504,348967.378
2013-02-01,123546.805,1997.086,80283.074,968.226,61483.385,-319.58,20418.465,3083.028,1502.89,1236.235,432.643,14075.591,309728.08
2013-03-01,130633.56,1997.037,84725.259,1070.052,62947.389,-462.214,20534.358,3299.772,1757.147,1378.216,619.399,15755.653,325398.834
2013-04-01,111834.683,1885.463,78036.432,1019.726,56766.882,-292.192,25097.105,2863.139,1680.538,1274.158,666.739,17476.274,299332.868
2013-05-01,119512.5,2411.588,83815.592,1087.94,62848.155,-334.035,28450.094,3173.934,1781.204,1307.711,752.707,16238.702,322155.64
2013-06-01,138283.216,2342.07,99615.064,1047.531,66429.69,-358.223,27384.067,3330.231,1726.958,1278.254,870.685,13748.106,356822.647
2013-07-01,152866.853,2812.306,120770.981,1148.253,70539.238,-340.468,27254.572,3536.197,1797.266,1336.882,828.847,11093.614,394845.621
2013-08-01,149426.053,2448.499,121156.397,1143.066,71344.379,-464.51,21633.316,3634.034,1847.46,1322.436,944.092,9633.884,385285.745
2013-09-01,133110.437,2186.182,102063.233,1086.627,65798.971,-438.55,16961.152,3353.389,1715.768,1299.3,948.779,11674.081,340940.902
2013-10-01,120996.393,2018.436,88587.402,1071.518,63183.533,-372.598,17198.594,3340.975,1730.517,1363.499,987.533,13635.018,314925.463
2013-11-01,120939.73,1839.734,84286.785,1060.373,64975.456,-413.042,17676.834,3407.005,1765.37,1230.481,824.352,15803.26,314539.642
2013-12-01,141859.665,2451.324,92936.291,1006.028,71293.578,-420.673,21128.299,3606.085,1837.098,1365.619,850.021,13967.059,353021.248
2014-01-01,157097.369,7071.556,91062.482,932.863,73162.609,-289.685,21633.795,3626.348,1849.523,1355.016,751.119,17911.214,377251.379
2014-02-01,143294.487,2762.805,75945.21,817.236,62638.95,-445.152,17396.129,3264.603,1686.438,1206.13,834.992,14008.66,324347.016
2014-03-01,136442.601,3187.887,78154.341,865.6,62397.08,-421.403,24257.129,3609.094,1850.942,1337.666,1317.094,17735.883,331820.969
2014-04-01,109280.592,1753.197,76784.849,854.188,56384.588,-378.109,25439.907,3230.046,1809.578,1313.535,1487.097,18635.549,297628.262
2014-05-01,118785.801,2043.959,89120.783,944.397,62947.43,-600.752,26543.885,3289.759,1849.164,1332.361,1749.655,15601.367,324719.307
2014-06-01,137576.922,2020.594,98469.556,968.675,68138.232,-653.046,25743.878,3622.271,1826.34,1293.375,1923.326,15798.817,357840.179
2014-07-01,149627.058,2042.143,115083.446,1068.642,71940.126,-544.656,24357.402,3807.424,1942.098,1319.572,1787.699,12187.392,385775.45
2014-08-01,148451.623,2050.309,122350.005,1135.134,71128.746,-840.357,19807.247,3761.241,1880.356,1329.209,1879.482,10170.521,384336.561
2014-09-01,126110.385,1948.466,106583.68,1126.369,67534.5,-541.876,16074.327,3462.226,1771.584,1307.519,1832.261,11519.768,339882.666
2014-10-01,111295.958,1517.731,97684.697,1082.258,62390.988,-447.609,17159.212,3422.229,1726.276,1345.091,1716.923,14507.931,314518.009
2014-11-01,119127.439,1738.049,84355.857,1073.455,65140.185,-531.042,18624.923,3507.919,1690.518,1362.469,1379.64,18866.929,317491.365
2014-12-01,124620.116,2095.166,91040.21,1152.97,73362.548,-479.861,22328.789,3736.565,1766.901,1374.999,1031.744,14711.249,337952.981
2015-01-01,132450.521,2972.967,101690.973,1246.343,74269.974,-551.05,24138.384,3716.868,1724.77,1361.915,1155.351,15162.146,360452.843
2015-02-01,126976.832,6320.621,91440.169,1024.98,63461.493,-456.06,22286.076,3371.942,1524.176,1260.099,1483.554,14921.545,334595.611
2015-03-01,108487.539,1778.491,99550.145,1090.601,64546.799,-409.305,24280.905,3456.839,1712.288,1393.994,2072.257,15307.929,324313.517
2015-04-01,88989.143,1727.682,92855.546,979.333,59784.495,-214.411,22470.977,3246.405,1729.256,1272.428,2379.118,17867.149,294177.187
2015-05-01,104584.527,1938.775,101624.698,1098.725,65826.525,-370.209,20125.416,3337.808,1798.756,1390.151,2504.149,17151.341,322189.101
2015-06-01,125673.114,1860.497,121567.811,1117.609,68516.165,-397.811,20414.084,3496.103,1784.078,1301.608,2557.598,13421.266,362493.066
2015-07-01,139099.869,2304.18,141241.246,1235.443,71412.176,-513.417,21014.221,3806.479,1988.778,1356.727,2627.064,13675.449,400534.568
2015-08-01,134670.309,2133.207,139215.885,1195.578,72415.352,-625.878,19122.105,3788.241,1921.428,1344.143,2687.553,13080.028,392241.719
2015-09-01,117985.632,2034.306,123110.831,1210.12,66476.372,-544.042,16094.122,3450.341,1805.487,1202.861,2217.124,13971.567,350190.226
2015-10-01,96758.504,1771.192,110109.753,906.478,60570.921,-443.327,16630.402,3252.216,1843.156,1323.032,1909.58,16380.039,312210.416
2015-11-01,87227.136,1709.888,102368.842,901.669,60263.941,-285.276,19337.831,3417.873,1901.943,1333.628,1729.661,19681.716,300779.394
2015-12-01,89495.073,1696.944,109892.103,1109.818,69633.664,-280.702,23165.562,3587.391,1969.256,1376.988,1569.895,20098.373,324536.124
2016-01-01,113459.38,2361.453,110043.747,1194.85,72524.775,-311.758,25614.542,3600.264,1794.55,1332.006,1485.802,18466.402,352713.719
2016-02-01,92704.808,2209.303,98688.199,1061.558,65638.141,-398.558,24139.015,3406.39,1708.303,1243.384,2241.563,20138.228,313816.4
2016-03-01,72172.527,1801.055,103933.123,1197.353,66148.894,-384.067,27389.877,3402.833,1809.218,1315.159,2617.452,21939.409,304427.422
2016-04-01,72112.862,1839.05,98973.799,1132.001,62731.845,-451.878,25878.029,2967.005,1811.485,1208.97,2879.682,20799.303,292986.598
2016-05-01,81694.51,1958.154,110518.533,1053.317,66576.493,-320.717,25486.381,3187.128,1909.011,1341.84,3425.183,18847.899,316866.992
2016-06-01,116034.384,1976.789,131522.997,1043.219,67175.324,-497.303,23236.867,3413.563,1794.466,1251.393,3473.498,16303.441,367903.542
2016-07-01,136316.434,2321.549,151716.164,1076.852,70349.347,-783.894,21455.321,3657.698,1840.408,1311.215,3944.793,17618.357,412043.365
2016-08-01,135634.733,2335.463,154926.025,1063.922,71526.405,-902.068,19569.549,3722.236,1860.309,1324.264,3969.186,13589.326,409861.386
2016-09-01,114137.768,1926.135,125683.451,1020.329,65448.176,-715.35,16367.684,3407.358,1756.636,1326.676,3635.069,16403.64,351560.044
2016-10-01,99193.944,1571.377,102897.986,913.244,60733.343,-560.77,17338.857,3176.083,1693.104,1353.167,3191.224,20335.39,312939.728
2016-11-01,86940.462,1869.072,93950.833,1013.326,65178.776,-606.895,18808.265,3391.222,1891.249,1363.85,2767.144,19405.642,297065.261
2016-12-01,118746.842,2035.406,96416.065,1037.462,71662.429,-752.869,22527.765,3615.449,1944.492,1453.884,2423.523,23145.525,345389.344
2017-01-01,115332.808,2045.775,95661.247,1046.564,73120.612,-435.366,26627.881,3502.178,1897.391,1406.967,2323.986,20798.771,344413.97
2017-02-01,86822.19,1591.883,82836.975,977.644,63560.371,-507.911,23881.765,3185.521,1697.118,1238.872,2751.199,22091.109,291112.638
2017-03-01,89364.62,1655.495,95214.2,1060.248,65093.2,-521.035,29613.195,3455.802,1847.569,1387.185,4514.085,25730.617,319469.28
2017-04-01,81335.313,1290.668,88562.37,1001.36,56743.352,-438.729,29409.466,3146.376,1741.69,1341.221,4906.678,25377.943,295461.518
2017-05-01,92776.541,1816.995,98074.116,1055.752,61312.753,-423.168,32607.115,3188.454,1849.796,1301.858,5785.027,23067.639,323494.022
2017-06-01,107508.322,1892.864,117351.493,992.976,67010.782,-567.516,30575.296,3437.011,1796.52,1283.75,6115.379,20141.747,358630.102
2017-07-01,127697.82,1809.594,147041.803,1047.488,71314.219,-759.494,26598.247,3702.896,1823.779,1372.704,5569.106,16119.996,404537.01
2017-08-01,119488.385,1733.107,141307.828,1133.26,72384.218,-638.234,22033.856,3750.568,1824.891,1362.996,5368.537,13878.848,384837.276
2017-09-01,98202.046,1643.037,118131.705,1059.443,68097.918,-606.081,19151.755,3291.751,1702.546,1331.503,5059.441,17911.775,336003.836
2017-10-01,89775.524,1545.345,106895.199,998.167,65994.785,-462.982,17698.179,3303.263,1727.853,1214.124,4649.673,24368.703,318731.201
2017-11-01,90986.339,1669.858,95072.307,1001.041,66617.853,-478.107,19888.334,3426.085,1804.841,1304.684,3208.749,22614.867,308188.682
2017-12-01,106545.367,2695.323,111553.286,1095.024,73699.572,-655.925,22247.842,3733.613,1895.898,1380.91,3035.005,22200.681,350563.359
2018-01-01,119284.115,6519.897,110441.982,1096.622,74649.04,-547.331,25064.077,3685.99,1816.607,1341.307,3318.975,25598.822,373379.353
2018-02-01,82050.182,1557.634,98675.286,1092.121,64790.03,-315.144,24902.258,3234.951,1716.064,1274.093,3896.414,23189.489,307057.658
2018-03-01,80625.663,1471.84,106742.016,1158.37,67032.656,-489.962,25860.604,3547.442,1821.764,1366.753,5056.238,26463.704,321765.19
2018-04-01,73346.006,1538.279,98671.585,1098.511,59133.155,-376.898,28115.155,3101.87,1725.698,1187.937,6056.727,26430.857,301056.945
2018-05-01,85227.3,1556.805,115564.638,1167.264,67320.248,-390.083,30444.284,3351.715,1731.562,1382.62,6849.012,23953.128,339228.262
2018-06-01,101503.427,1900.568,131085.723,1091.26,69687.556,-433.324,27597.488,3470.749,1719.995,1299.835,7414.667,24702.856,372145.084
2018-07-01,115376.376,1901.008,165075.426,1171.62,72456.009,-644.469,25099.529,3749.456,1750.031,1369.611,6754.876,16446.574,411616.686
2018-08-01,115129.456,1926.706,162000.634,1301.002,72282.467,-747.235,22016.905,3629.802,1757.519,1367.055,6695.408,19846.437,408352.15
2018-09-01,96543.992,1854.029,142085.186,1104.358,64724.753,-603.113,19165.621,3280.616,1589.557,1327.908,5960.901,18519.671,356557.96
2018-10-01,87263.627,1576.709,123280.446,1016.002,59396.905,-492.202,19548.191,3215.944,1743.386,1273.09,4969.691,21193.898,325070.15
2018-11-01,92818.594,1661.133,108265.012,1045.119,63954.37,-342.707,21912.716,3263.571,1724.295,1330.844,3742.765,22015.734,322466.034
2018-12-01,100318.6,1761.02,109955.097,1120.499,71657.288,-522.071,22797.161,3404.054,1799.287,1446.081,3109.64,24306.284,342292.233
2019-01-01,100904.704,2212.757,121808.277,1024.676,73700.844,-323.009,24797.808,3465.284,1672.248,1389.937,3580.208,24301.45,359728.835
2019-02-01,79929.409,1506.804,112397.159,947.634,64714.894,-388.719,22880.538,3042.253,1497.71,1292.578,3835.773,22622.753,315281.732
2019-03-01,78351.62,1390.094,116059.146,1085.548,65079.691,-408.942,26333.985,3216.638,1624.593,1422.499,5898.626,25772.678,326903.253
2019-04-01,59922.46,1182.627,104348.632,947.682,60580.927,-103.221,27820.177,2807.175,1509.57,1254.003,6752.276,28915.306,296952.611
2019-05-01,71884.625,1673.947,117296.649,1054.012,67123.546,-368.281,31982.042,3050.619,1563.806,1341.836,7161.897,25779.387,330660.823
2019-06-01,78539.504,1519.476,138087.419,1009.041,68804.879,-385.296,28077.763,3158.713,1581.342,1328.263,7971.093,22445.97,353239.355
2019-07-01,100770.785,1794.767,172281.645,1185.362,72198.595,-622.347,24875.398,3498.409,1616.881,1375.36,8132.641,22100.722,410364.891
2019-08-01,94039.706,1731.224,175270.248,1147.351,71910.684,-579.012,22578.668,3538.62,1635.717,1393.152,7876.554,19978.031,401731.655
2019-09-01,85706.692,1503.848,149938.132,1111.97,66063.58,-671.214,18525.76,3210.845,1529.597,1367.612,6817.22,24513.468,360759.569
2019-10-01,66777.231,1141.813,131113.378,923.964,62032.622,-372.614,18305.813,3062.939,1573.394,1141.052,6093.466,27624.519,320517.645
2019-11-01,75549.339,1232.342,117958.726,1046.536,64125.425,-508.775,20217.597,3136.843,1525.457,983.532,4363.993,25184.359,315897.352
2019-12-01,72580.736,1451.045,131973.428,1107.318,73073.575,-529.314,21478.181,3355.044,1633.256,1182.894,3453.075,26643.84,338536.158
2020-01-01,65139.759,1548.373,136083.78,1155.423,74169.646,-376.791,24497.857,3326.081,1654.169,1147.531,4458.877,28121.411,342019.11
2020-02-01,56201.468,1289.149,128017.928,1152.064,65910.574,-246.677,25868.062,3119.953,1512.221,1230.178,5561.409,29110.495,319698.106
2020-03-01,50730.628,1395.139,126186.58,1047.384,63997.21,-353.064,23823.017,3170.138,1646.54,1465.168,6349.645,29319.783,309869.696
2020-04-01,40675.202,1239.419,110563.815,802.062,59170.016,-325.03,23194.355,2843.801,1557.601,1378.947,7920.729,29752.229,279846.214
2020-05-01,46526.626,1301.418,117185.646,884.258,64337.97,-366.733,29976.161,2918.802,1589.522,1362.269,9653.406,28377.505,304836.826
2020-06-01,65283.17,1618.276,143055.423,866.538,67205.083,-498.931,27999.384,2822.908,1456.396,1274.121,9654.006,30212.405,351967.19
2020-07-01,89709.483,1751.327,181568.064,937.327,69385.44,-685.626,26741.779,3022.18,1541.453,1331.287,10609.773,22866.198,409871.26
2020-08-01,91145.411,1674.322,173644.417,1093.539,68982.187,-783.638,23283.558,3159.941,1560.81,1323.024,9315.422,23029.332,398535.593
2020-09-01,68406.745,1194.016,141397.455,1012.924,65727.317,-524.729,18678.81,2895.426,1482.879,1288.005,7732.322,23185.978,333493.037
2020-10-01,59804.589,1227.145,131412.579,917.747,59362.465,-423.243,18810.406,2840.222,1489.002,1287.561,7085.185,28822.663,313703.439
2020-11-01,61182.186,1411.539,109810.78,949.818,61759.977,-369.222,20892.659,2951.334,1452.646,1398.789,5766.519,33129.405,301402.964
2020-12-01,78587.629,1690.894,127863.172,999.396,69870.978,-367.521,21507.847,3148.157,1549.434,1402.816,5091.423,32010.645,344523.413
2021-01-01,81239.779,1637.659,126529.598,1034.865,71732.463,-424.346,24560.041,3228.902,1594.955,1346.783,5559.245,30060.471,349209.709
2021-02-01,87470.5,2248.965,111182.915,819.639,62954.16,-425.07,20136.509,2859.182,1398.92,1287.25,6330.407,26715.501,323899.529
2021-03-01,61903.964,1435.989,107018.711,860.147,63708.238,-235.581,21220.434,3108.433,1573.807,1241.838,9296.182,39205.248,311397.276
2021-04-01,53956.134,1224.045,107416.268,870.929,57092.024,-197.219,19388.828,2784.988,1465.497,1287.755,10891.714,36157.807,293307.944
2021-05-01,63872.72,1369.117,114675.792,914.346,63394.115,-416.186,23308.964,2966.397,1514.154,1334.537,12457.16,33786.508,320180.962
2021-06-01,87264.602,1384.861,149375.556,973.797,66070.373,-375.57,23454.079,3087.725,1469.595,1277.292,12196.777,26671.534,373856.478
2021-07-01,101536.537,1563.343,170189.363,1046.387,68831.593,-684.75,22097.512,3248.116,1496.883,1350.693,12191.681,21715.552,405624.091
2021-08-01,101854.599,1943.41,172716.005,1030.513,69471.331,-669.751,20328.147,3314.672,1469.54,1336.958,11966.828,27071.122,412864.768
2021-09-01,78876.84,1587.94,138214.409,984.188,64520.031,-433.843,17022.267,3005.47,1436.605,1343.211,11214.25,28997.803,347743.775
2021-10-01,62572.143,1549.239,131851.681,1062.116,58401.112,-426.772,17132.936,2835.164,1439.97,1318.816,9268.039,32215.111,320201.778
2021-11-01,57426.347,1669.528,122433.259,870.791,62749.318,-377.48,19373.25,2890.035,1393.144,1365.572,7795.101,35751.091,314309.521
2021-12-01,60024.596,1559.115,127586.43,929.52,70719.837,-445.116,23561.876,3133.588,1536.484,1484.422,6090.865,39849.028,337103.561
2022-01-01,87588.227,3669.271,134947.531,1004.745,70576.875,-493.31,24197.613,3105.855,1431.74,1470.141,7821.626,37416.321,373765.705
2022-02-01,70966.378,1735.5,114945.428,885.934,61852.177,-412.258,21320.568,2897.104,1305.616,1242.884,9026.759,37644.626,324310.772
2022-03-01,61018.774,1458.737,112477.268,952.981,63153.701,-317.508,24436.416,2933.647,1426.34,1286.337,11694.222,43030.548,324530.481
2022-04-01,55329.134,1277.061,105505.847,921.052,55289.54,-265.226,20065.836,2736.436,1341.947,1282.079,13401.633,46167.095,303993.649
2022-05-01,62531.744,1430.772,127091.023,1036.42,63381.624,-466.746,23358.78,2907.377,1370.733,1327.051,15120.208,42123.698,342183.642
2022-06-01,73463.104,1580.309,155516.996,986.728,65715.42,-589.065,25987.795,3044.566,1372.862,1276.39,16052.333,33767.531,379133.824
2022-07-01,86414.971,1532.484,189042.194,1083.484,68856.919,-768.422,24567.455,3276.117,1406.002,1341.477,15765.471,29474.978,422974.982
2022-08-01,85214.65,1576.996,188859.669,1008.195,68896.917,-639.609,21132.949,3206.241,1378.754,1354.01,14502.351,24718.416,412133.195
2022-09-01,64998.319,1590.029,156947.863,986.52,63733.186,-597.956,17026.147,2864.313,1314.822,1329.384,13286.135,27331.134,351654.944
2022-10-01,54228.457,1561.444,133491.524,967.826,58945.383,-434.352,14367.418,2624.365,1368.347,1298.472,11941.502,32744.634,313948.991
2022-11-01,56376.963,1479.354,127523.439,910.746,62041.287,-495.12,17898.148,2865.043,1318.203,1396.719,8402.513,41198.847,321780.347
2022-12-01,73380.892,4039.286,140715.959,977.642,69094.147,-548.286,20429.541,3004.843,1348.041,1481.984,6777.136,38679.532,360257.031
2023-01-01,61357.033,1404.287,138339.103,944.909,70870.08,-620.471,22754.217,2919.612,1341.64,1420.005,7806.045,38357.977,347784.396
2023-02-01,46374.16,1628.444,124891.944,891.338,60806.857,-455.809,19961.142,2532.526,1205.76,1301.543,9434.588,41424.269,310776.229
2023-03-01,50095.603,1238.123,133557.702,1028.28,62820.443,-519.018,21331.401,2704.426,1278.25,1441.86,12212.812,43583.753,331564.661
2023-04-01,40232.605,1169.065,119877.764,866.363,56662.458,-289.849,19819.608,2335.538,1186.28,1355.521,15061.641,42745.507,301767.666
2023-05-01,43803.659,1209.959,137295.678,1011.409,61155.193,-459.1,27651.291,2653.573,1340.277,1345.291,17281.048,32227.181,327373.674
2023-06-01,57771.5,1267.148,161851.005,974.2,64819.195,-551.309,21572.239,2578.939,1305.453,1293.384,17833.7,27546.974,359101.32
2023-07-01,78903.217,1615.165,199288.816,1045.821,69887.588,-656.332,21977.734,2757.504,1333.196,1296.089,18894.312,28004.561,425220.302
2023-08-01,78111.713,1609.273,198999.935,1087.71,69744.023,-652.994,21293.087,2884.173,1333.892,1266.944,17744.051,28394.178,422681.774
2023-09-01,59958.865,1485.888,166150.878,983.422,65559.71,-552.65,16915.728,2572.741,1226.614,1314.594,15582.824,28353.331,360327.906
2023-10-01,50932.743,1283.215,140654.675,923.533,61435.632,-371.666,15672.56,2317.341,1303.4,1419.91,14120.712,36019.865,326549.475
2023-11-01,51209.356,1084.584,135357.719,958.603,62257.644,-346.938,17025.682,2583.843,1302.84,1439.638,10446.11,36445.377,320609.809
2023-12-01,56364.824,1237.87,149797.852,1062.207,68854.346,-513.892,19027.649,2774.372,1427.334,1472.619,9112.507,38038.363,349513.46
2024-01-01,75690.968,1863.018,160174.445,1071.377,69079.735,-412.218,21924.164,2851.091,1306.915,1420.704,9730.058,34828.059,380334.888
2024-02-01,44058.096,980.611,130989.125,766.234,64583.812,-403.751,20100.569,2538.613,1189.976,1317.889,12476.108,41445.809,320763.357
2024-03-01,38389.642,976.467,130609.444,718.792,63345.769,-348.762,23315.021,2618.086,1225.251,1287.913,15797.095,45501.674,324136.292
2024-04-01,37323.498,1163.44,121406.274,766.672,57621.498,-338.148,19377.497,2520.57,1153.19,1335.118,19054.012,47236.279,309269.428
2024-05-01,45914.363,1187.513,143620.528,773.873,64972.965,-292.231,22613.089,2742.044,1280.305,1245.278,22114.443,38589.047,345572.238
2024-06-01,61393.135,1315.874,169314.985,880.229,68192.147,-586.137,21170.46,2696.821,1221.881,1270.048,24193.437,38061.214,389865.065
2024-07-01,71686.642,1446.217,207734.765,854.108,69885.242,-649.118,21186.476,2726.252,1291.389,1326.358,24114.778,27909.955,430287.611
2024-08-01,68838.498,1461.06,203094.015,861.453,69760.288,-812.166,21358.533,2780.177,1303.312,1312.689,23959.744,28695.179,423354.769
2024-09-01,54526.04,1133.355,169381.958,740.771,62660.468,-653.819,16659.967,2565.615,1231.038,1272.163,20098.767,28909.934,359190.123
