Month,Petroleum Exports,Petroleum Imports,Petroleum Balance,Energy Exports,Energy Imports,Energy Balance,Non-Energy Balance,Total Merchandise Exports,Total Merchandise Imports,Total Merchandise Balance
1974-01-01,59.2,1273.5,-1214.3,144.2,1325.6,-1181.4,1333.3,6872.3,6720.4,151.9
1974-02-01,46.4,1542.3,-1495.9,178.8,1588.1,-1409.3,1999.7,7334.4,6744.0,590.4
1974-03-01,60.5,1765.9,-1705.4,162.3,1820.0,-1657.7,2237.2,8529.6,7950.1,579.5
1974-04-01,65.5,2240.0,-2174.5,223.2,2294.2,-2071.0,2011.8,8413.1,8472.3,-59.2
1974-05-01,72.8,2232.4,-2159.6,281.0,2290.8,-2009.8,1564.9,8491.1,8936.0,-444.9
1974-06-01,67.8,2039.8,-1972.0,310.4,2090.2,-1779.8,1472.8,8394.0,8701.0,-307.0
1974-07-01,78.4,2356.1,-2277.7,306.7,2417.2,-2110.5,619.0,7695.6,9187.1,-1491.5
1974-08-01,75.8,2432.1,-2356.3,338.0,2508.5,-2170.5,946.3,7999.3,9223.5,-1224.2
1974-09-01,60.1,2060.0,-1999.9,332.8,2128.9,-1796.1,908.2,7676.8,8564.7,-887.9
1974-10-01,72.5,2191.1,-2118.6,450.3,2278.1,-1827.8,1612.2,9001.5,9217.1,-215.6
1974-11-01,66.1,2129.7,-2063.6,464.4,2214.7,-1750.3,2129.4,9400.4,9021.3,379.1
1974-12-01,67.4,2404.9,-2337.5,251.9,2497.6,-2245.7,1564.4,8743.6,9424.9,-681.3
1975-01-01,72.4,3313.0,-3240.6,357.4,3421.0,-3063.6,2097.9,9324.0,10289.7,-965.7
1975-02-01,67.2,1810.5,-1743.3,337.4,1940.1,-1602.7,2868.5,8599.8,7334.0,1265.8
1975-03-01,73.9,1375.3,-1301.4,399.6,1480.7,-1081.1,2992.2,9479.7,7568.6,1911.1
1975-04-01,68.4,2340.2,-2271.8,391.4,2441.3,-2049.9,2826.3,9151.8,8375.4,776.4
1975-05-01,84.7,1846.7,-1762.0,436.5,1945.0,-1508.5,3001.0,8981.3,7488.8,1492.5
1975-06-01,83.3,1348.3,-1265.0,406.2,1436.1,-1029.9,2360.7,8732.7,7401.9,1330.8
1975-07-01,74.8,2052.7,-1977.9,310.3,2137.3,-1827.0,1947.0,8261.3,8141.3,120.0
1975-08-01,98.1,2161.6,-2063.5,379.8,2245.6,-1865.8,2626.4,8516.0,7755.4,760.6
1975-09-01,79.7,2337.8,-2258.1,323.5,2446.1,-2122.6,2235.8,8391.7,8278.5,113.2
1975-10-01,81.1,2237.2,-2156.1,318.5,2345.5,-2027.0,3001.5,9772.0,8797.5,974.5
1975-11-01,63.8,1967.5,-1903.7,457.9,2089.4,-1631.5,3079.3,9543.6,8095.8,1447.8
1975-12-01,89.4,2405.8,-2316.4,350.9,2547.5,-2196.6,2579.4,9359.0,8976.2,382.8
1976-01-01,60.0,2653.8,-2593.8,268.4,2790.7,-2522.3,2012.3,8779.5,9289.5,-510.0
1976-02-01,84.8,2161.5,-2076.7,280.2,2302.3,-2022.1,2474.3,8757.2,8305.0,452.2
1976-03-01,76.5,2618.9,-2542.4,301.5,2748.2,-2446.7,1898.3,9845.0,10393.4,-548.4
1976-04-01,95.6,2643.9,-2548.3,412.0,2797.1,-2385.1,2142.1,9847.1,10090.1,-243.0
1976-05-01,76.6,1992.9,-1916.3,373.0,2134.9,-1761.9,2612.1,9984.7,9134.5,850.2
1976-06-01,72.5,2692.7,-2620.2,403.8,2835.8,-2432.0,1442.5,9875.5,10865.0,-989.5
1976-07-01,91.2,2900.6,-2809.4,347.4,3036.8,-2689.4,1261.1,9355.7,10784.0,-1428.3
1976-08-01,75.2,3018.9,-2943.7,304.5,3164.6,-2860.1,1220.9,8982.8,10622.0,-1639.2
1976-09-01,82.9,2812.0,-2729.1,387.8,2959.6,-2571.8,1241.2,9263.5,10594.1,-1330.6
1976-10-01,90.9,2659.9,-2569.0,407.2,2823.1,-2415.9,2376.1,10168.2,10208.0,-39.8
1976-11-01,88.8,2900.3,-2811.5,379.1,3069.9,-2690.8,1103.8,9707.1,11294.1,-1587.0
1976-12-01,110.0,3170.3,-3060.3,361.1,3332.8,-2971.7,1921.3,10846.9,11897.3,-1050.4
1977-01-01,80.7,3365.5,-3284.8,217.6,3521.4,-3303.8,1639.7,9147.5,10811.6,-1664.1
1977-02-01,97.9,3713.7,-3615.8,268.0,3856.5,-3588.5,1189.2,9475.1,11874.4,-2399.3
1977-03-01,101.0,4591.8,-4490.8,291.5,4774.8,-4483.3,2127.4,11061.3,13417.2,-2355.9
1977-04-01,97.3,3333.7,-3236.4,397.6,3511.9,-3114.3,1484.5,10548.6,12178.4,-1629.8
1977-05-01,134.1,2622.0,-2487.9,432.4,2792.8,-2360.4,1881.1,10977.2,11456.5,-479.3
1977-06-01,98.3,4126.1,-4027.8,398.1,4305.8,-3907.7,-78.3,10288.0,14274.0,-3986.0
1977-07-01,108.8,3751.7,-3642.9,398.4,3911.3,-3512.9,741.3,9750.6,12522.2,-2771.6
1977-08-01,109.2,3503.6,-3394.4,333.7,3651.4,-3317.7,-103.1,9001.8,12422.6,-3420.8
1977-09-01,134.1,3485.2,-3351.1,401.8,3720.5,-3318.7,1092.1,10376.3,12602.9,-2226.6
1977-10-01,92.3,3450.0,-3357.7,367.0,3634.9,-3267.9,11.8,9563.9,12820.0,-3256.1
1977-11-01,103.9,3490.0,-3386.1,362.1,3702.9,-3340.8,484.7,9700.8,12556.9,-2856.1
1977-12-01,118.0,2934.9,-2816.9,315.3,3153.0,-2837.7,786.9,11402.2,13453.0,-2050.8
1978-01-01,115.8,3205.2,-3089.4,188.9,3422.2,-3233.3,-664.7,9372.4,13270.4,-3898.0
1978-02-01,86.4,3296.4,-3210.0,141.0,3502.3,-3361.3,-750.8,9521.6,13633.7,-4112.1
1978-03-01,119.4,3233.0,-3113.6,165.2,3431.2,-3266.0,478.0,12086.3,14874.3,-2788.0
1978-04-01,137.6,3267.4,-3129.8,284.5,3513.5,-3229.0,533.3,12074.5,14770.2,-2695.7
1978-05-01,112.9,2986.4,-2873.5,363.6,3233.8,-2870.2,892.3,12507.6,14485.5,-1977.9
1978-06-01,121.1,3267.0,-3145.9,426.4,3471.7,-3045.3,763.0,12493.9,14776.2,-2282.3
1978-07-01,118.9,3170.8,-3051.9,321.7,3376.8,-3055.1,-1040.1,10959.4,15054.6,-4095.2
1978-08-01,139.1,3475.5,-3336.4,335.4,3675.0,-3339.6,666.2,11626.1,14299.5,-2673.4
1978-09-01,156.8,3498.7,-3341.9,348.0,3698.9,-3350.9,1247.1,12728.0,14831.8,-2103.8
1978-10-01,152.7,3289.8,-3137.1,422.1,3491.6,-3069.5,874.7,13164.6,15359.4,-2194.8
1978-11-01,137.3,3332.2,-3194.9,465.9,3536.2,-3070.3,1279.8,13681.7,15472.2,-1790.5
1978-12-01,163.3,3503.7,-3340.4,417.9,3742.6,-3324.7,1650.5,13549.9,15224.1,-1674.2
1979-01-01,138.2,3989.1,-3850.9,350.2,4228.0,-3877.8,327.9,12577.2,16127.1,-3549.9
1979-02-01,119.7,3288.5,-3168.8,292.0,3527.2,-3235.2,2096.7,12944.4,14082.9,-1138.5
1979-03-01,152.3,3712.4,-3560.1,435.7,3947.9,-3512.2,3048.2,15607.4,16071.4,-464.0
1979-04-01,169.1,4046.3,-3877.2,467.0,4240.6,-3773.6,1653.4,14277.1,16397.3,-2120.2
1979-05-01,139.3,3833.4,-3694.1,471.2,4164.9,-3693.7,1657.0,14842.7,16879.4,-2036.7
1979-06-01,157.4,4273.4,-4116.0,499.8,4528.1,-4028.3,1602.2,15378.6,17804.7,-2426.1
1979-07-01,188.4,4817.3,-4628.9,534.0,5074.3,-4540.3,1863.9,14749.0,17425.4,-2676.4
1979-08-01,148.8,5198.9,-5050.1,500.9,5460.4,-4959.5,1703.6,15053.5,18309.4,-3255.9
1979-09-01,150.6,5804.9,-5654.3,438.0,6084.4,-5646.4,2312.3,14962.6,18296.7,-3334.1
1979-10-01,167.3,6275.1,-6107.8,567.4,6549.3,-5981.9,3808.7,17304.8,19478.0,-2173.2
1979-11-01,186.2,5079.1,-4892.9,521.5,5409.3,-4887.8,3094.8,17331.0,19124.0,-1793.0
1979-12-01,196.4,6396.3,-6199.9,542.8,6783.4,-6240.6,2947.7,16996.4,20289.3,-3292.9
1980-01-01,219.3,6721.7,-6502.4,481.4,7118.2,-6636.8,2265.5,16371.7,20743.0,-4371.3
1980-02-01,186.9,7709.7,-7522.8,435.8,8152.4,-7716.6,3583.9,16976.5,21109.2,-4132.7
1980-03-01,234.9,7109.4,-6874.5,566.9,7563.5,-6996.6,5397.3,19693.9,21293.2,-1599.3
1980-04-01,204.8,6323.4,-6118.6,630.5,6796.6,-6166.1,5162.4,19154.3,20158.0,-1003.7
1980-05-01,249.7,6833.7,-6584.0,736.5,7150.4,-6413.9,4343.4,18771.9,20842.4,-2070.5
1980-06-01,250.1,6941.9,-6691.8,730.1,7275.8,-6545.7,4281.1,18681.6,20946.2,-2264.6
1980-07-01,268.3,5683.1,-5414.8,707.0,5986.0,-5279.0,2912.7,17217.1,19583.4,-2366.3
1980-08-01,204.6,6163.9,-5959.3,702.9,6461.0,-5758.1,4574.3,17946.5,19130.3,-1183.8
1980-09-01,227.7,5971.2,-5743.5,709.7,6278.3,-5568.6,3870.8,17835.3,19533.1,-1697.8
1980-10-01,238.1,6303.6,-6065.5,755.3,6600.5,-5845.2,5184.0,19964.6,20625.8,-661.2
1980-11-01,269.4,5782.0,-5512.6,785.3,6128.2,-5342.9,4168.6,18618.3,19792.6,-1174.3
1980-12-01,279.7,7093.3,-6813.6,740.9,7413.2,-6672.3,4718.3,19550.7,21504.7,-1954.0
1981-01-01,278.1,7520.7,-7242.6,619.5,8006.5,-7387.0,2792.2,17964.0,22558.8,-4594.8
1981-02-01,323.5,7458.9,-7135.4,705.3,7939.0,-7233.7,4969.4,18845.3,21109.6,-2264.3
1981-03-01,296.5,6062.8,-5766.3,826.2,6471.3,-5645.1,7225.6,22928.5,21348.0,1580.5
1981-04-01,285.8,7426.3,-7140.5,745.5,7831.1,-7085.6,4850.1,20511.9,22747.4,-2235.5
1981-05-01,307.1,5718.3,-5411.2,637.7,6074.9,-5437.2,3991.6,19988.8,21434.4,-1445.6
1981-06-01,220.5,6919.2,-6698.7,613.8,7252.1,-6638.3,4386.3,20261.5,22513.5,-2252.0
1981-07-01,297.7,5338.9,-5041.2,918.6,5686.9,-4768.3,3009.6,18569.0,20327.7,-1758.7
1981-08-01,243.5,6517.9,-6274.4,919.0,6876.1,-5957.1,1135.8,17767.4,22588.7,-4821.3
1981-09-01,238.4,6242.8,-6004.4,958.4,6554.6,-5596.2,3700.4,18819.2,20715.0,-1895.8
1981-10-01,422.5,6295.6,-5873.1,1131.1,6638.4,-5507.3,1893.8,19896.9,23510.4,-3613.5
1981-11-01,368.8,6191.5,-5822.7,1097.7,6607.6,-5509.9,2050.8,19047.7,22506.8,-3459.1
1981-12-01,413.6,4966.1,-4552.5,1106.2,5421.8,-4315.6,3833.9,19139.9,19621.6,-481.7
1982-01-01,635.9,6963.8,-6327.9,1048.5,7439.3,-6390.8,1300.1,17515.3,22606.0,-5090.7
1982-02-01,471.5,4617.6,-4146.1,1050.9,5107.2,-4056.3,3428.9,17637.2,18264.6,-627.4
1982-03-01,577.5,4567.7,-3990.2,1246.3,5008.9,-3762.6,3100.1,20160.9,20823.4,-662.5
1982-04-01,526.8,3922.3,-3395.5,1190.2,4311.9,-3121.7,3850.2,18610.6,17882.1,728.5
1982-05-01,517.0,3806.1,-3289.1,1143.5,4167.4,-3023.9,1220.0,19000.6,20804.5,-1803.9
1982-06-01,407.0,5097.3,-4690.3,1090.4,5426.6,-4336.2,1941.4,19416.1,21810.9,-2394.8
1982-07-01,423.6,5526.3,-5102.7,996.8,5942.7,-4945.9,2441.9,17259.2,19763.2,-2504.0
1982-08-01,458.0,6013.8,-5555.8,954.9,6353.1,-5398.2,-1205.0,16264.6,22867.8,-6603.2
1982-09-01,522.7,4849.1,-4326.4,1073.3,5200.6,-4127.3,656.1,16716.6,20187.8,-3471.2
1982-10-01,554.0,5592.0,-5038.0,1206.1,5946.5,-4740.4,795.6,17274.5,21219.3,-3944.8
1982-11-01,362.1,4554.3,-4192.2,846.0,5037.4,-4191.4,884.4,15695.0,19002.0,-3307.0
1982-12-01,491.2,4947.9,-4456.7,881.9,5467.6,-4585.7,2589.4,16723.9,18720.2,-1996.3
1983-01-01,649.5,4567.9,-3918.4,1006.3,5141.6,-4135.3,191.3,16205.0,20149.0,-3944.0
1983-02-01,365.8,3085.4,-2719.6,681.1,3704.4,-3023.3,971.3,15540.6,17592.6,-2052.0
1983-03-01,381.5,3338.4,-2956.9,843.6,3864.9,-3021.3,1039.9,18329.8,20311.2,-1981.4
1983-04-01,439.6,3347.9,-2908.3,872.6,3763.1,-2890.5,-205.3,16712.0,19807.8,-3095.8
1983-05-01,328.2,4703.1,-4374.9,759.4,5033.2,-4273.8,-1424.5,16234.6,21932.9,-5698.3
1983-06-01,382.4,4393.1,-4010.7,816.3,4767.3,-3951.0,-254.3,17557.7,21763.0,-4205.3
1983-07-01,279.9,4844.3,-4564.4,652.6,5164.0,-4511.4,-1177.4,15895.1,21583.9,-5688.8
1983-08-01,376.1,5425.1,-5049.0,837.5,5703.1,-4865.6,-2553.3,15639.7,23058.6,-7418.9
1983-09-01,333.5,5301.4,-4967.9,821.0,5571.3,-4750.3,-140.7,16845.3,21736.3,-4891.0
1983-10-01,314.1,5583.7,-5269.6,777.0,5871.6,-5094.6,-2784.8,17250.8,25130.2,-7879.4
1983-11-01,343.1,4658.3,-4315.2,680.6,4950.7,-4270.1,-2217.5,16817.1,23304.7,-6487.6
1983-12-01,363.6,3968.3,-3604.7,751.8,4417.1,-3665.3,-502.4,17509.9,21677.6,-4167.7
1984-01-01,278.8,4625.1,-4346.3,582.4,5089.2,-4506.8,-3661.5,16765.7,24934.0,-8168.3
1984-02-01,228.1,4563.6,-4335.5,502.2,5006.2,-4504.0,-3435.7,17038.8,24978.5,-7939.7
1984-03-01,423.0,4916.1,-4493.1,790.1,5323.0,-4532.9,-3800.3,19358.8,27692.0,-8333.2
1984-04-01,302.0,5323.7,-5021.7,758.8,5628.6,-4869.8,-3790.3,17900.1,26560.2,-8660.1
1984-05-01,436.1,4356.9,-3920.8,901.1,4695.9,-3794.8,-6508.9,19008.9,29312.6,-10303.7
1984-06-01,417.3,4890.5,-4473.2,871.6,5206.2,-4334.6,-5556.8,18734.3,28625.7,-9891.4
1984-07-01,281.1,5166.8,-4885.7,764.8,5434.2,-4669.4,-6270.3,17657.2,28596.9,-10939.7
1984-08-01,409.4,4631.6,-4222.2,877.6,4886.0,-4008.4,-6107.1,18219.4,28334.9,-10115.5
1984-09-01,330.6,4402.7,-4072.1,819.6,4663.4,-3843.8,-5091.8,17411.9,26347.5,-8935.6
1984-10-01,350.2,4905.8,-4555.6,757.1,5168.0,-4410.9,-7321.4,18736.8,30469.1,-11732.3
1984-11-01,441.9,4913.4,-4471.5,712.3,5207.2,-4494.9,-5880.6,18630.0,29005.5,-10375.5
1984-12-01,571.1,4227.9,-3656.8,972.8,4671.9,-3699.1,-2864.3,19260.9,25824.3,-6563.4
1985-01-01,437.9,4093.9,-3656.0,804.3,4434.1,-3629.8,-6200.3,17427.8,27257.9,-9830.1
1985-02-01,420.8,3611.4,-3190.6,785.5,3988.5,-3203.0,-3150.7,17846.3,24200.0,-6353.7
1985-03-01,374.8,3013.1,-2638.3,753.9,3351.1,-2597.2,-4266.7,19765.0,26628.9,-6863.9
1985-04-01,328.2,4502.2,-4174.0,738.4,4875.8,-4137.4,-6108.1,17984.3,28229.8,-10245.5
1985-05-01,332.9,4463.4,-4130.5,837.2,4748.2,-3911.0,-6818.8,18915.4,29645.2,-10729.8
1985-06-01,272.1,4808.3,-4536.2,707.8,5087.8,-4380.0,-4959.0,18067.7,27406.7,-9339.0
1985-07-01,326.4,3888.0,-3561.6,759.9,4146.4,-3386.5,-9114.2,16553.0,29053.7,-12500.7
1985-08-01,374.3,3717.1,-3342.8,933.6,3936.8,-3003.2,-7435.4,16401.3,26839.9,-10438.6
1985-09-01,420.4,4370.7,-3950.3,868.1,4596.8,-3728.7,-6643.9,16790.1,27162.7,-10372.6
1985-10-01,426.9,4461.2,-4034.3,902.9,4699.2,-3796.3,-9008.7,17867.9,30672.9,-12805.0
1985-11-01,518.6,4584.3,-4065.7,991.1,4824.2,-3833.1,-7621.7,17742.9,29197.7,-11454.8
1985-12-01,473.8,4961.5,-4487.7,888.4,5228.2,-4339.8,-8484.7,17417.2,30241.7,-12824.5
1986-01-01,483.0,5033.7,-4550.7,812.1,5344.4,-4532.3,-7633.5,17605.3,29771.1,-12165.8
1986-02-01,367.9,3609.0,-3241.1,675.6,3874.3,-3198.7,-5828.9,18052.8,27080.4,-9027.6
1986-03-01,295.4,3112.7,-2817.3,621.7,3330.7,-2709.0,-7251.9,19426.6,29387.5,-9960.9
1986-04-01,349.2,1999.1,-1649.9,790.7,2175.5,-1384.8,-10233.2,19038.7,30656.7,-11618.0
1986-05-01,295.7,2566.5,-2270.8,728.1,2700.3,-1972.2,-8733.7,19471.2,30177.1,-10705.9
1986-06-01,208.7,3046.4,-2837.7,584.1,3184.6,-2600.5,-7612.2,20496.7,30709.4,-10212.7
1986-07-01,243.4,2794.3,-2550.9,652.8,2933.3,-2280.5,-10775.4,18829.4,31885.3,-13055.9
1986-08-01,256.3,2376.1,-2119.8,661.1,2510.6,-1849.5,-10306.9,17323.2,29479.6,-12156.4
1986-09-01,253.9,2793.9,-2540.0,657.4,2933.0,-2275.6,-10867.9,17785.3,30928.8,-13143.5
1986-10-01,302.5,2506.7,-2204.2,670.0,2662.2,-1992.2,-10477.3,20357.2,32826.7,-12469.5
1986-11-01,292.0,2800.8,-2508.8,641.2,3014.3,-2373.1,-10767.4,19354.7,32495.2,-13140.5
1986-12-01,291.5,2502.9,-2211.4,619.7,2646.7,-2027.0,-8595.5,19417.4,30039.9,-10622.5
1987-01-01,322.0,2389.8,-2067.8,573.3,2564.2,-1990.9,-11461.7,17345.9,30798.5,-13452.6
1987-02-01,329.4,3170.1,-2840.7,564.3,3439.9,-2875.6,-8080.8,18853.9,29810.3,-10956.4
1987-03-01,290.3,3014.2,-2723.9,619.9,3119.5,-2499.6,-8129.2,21835.5,32464.3,-10628.8
1987-04-01,329.6,2831.8,-2502.2,633.1,2979.3,-2346.2,-9267.2,20677.7,32291.1,-11613.4
1987-05-01,310.1,3286.7,-2976.6,623.3,3425.4,-2802.1,-9608.4,20759.5,33170.0,-12410.5
1987-06-01,321.8,3814.9,-3493.1,653.9,3894.6,-3240.7,-10480.6,21636.7,35358.0,-13721.3
1987-07-01,295.6,4409.8,-4114.2,604.9,4593.3,-3988.4,-10442.5,21379.0,35809.9,-14430.9
1987-08-01,310.9,4461.0,-4150.1,674.7,4581.7,-3907.0,-9840.1,20079.1,33826.2,-13747.1
1987-09-01,327.0,3709.6,-3382.6,658.6,3829.7,-3171.1,-9312.7,21183.7,33667.5,-12483.8
1987-10-01,322.6,4081.9,-3759.3,630.1,4240.2,-3610.1,-11687.7,22777.8,38075.6,-15297.8
1987-11-01,326.7,3774.2,-3447.5,660.1,3904.2,-3244.1,-8688.1,23278.7,35210.9,-11932.2
1987-12-01,436.2,3341.4,-2905.2,816.8,3611.5,-2794.7,-8649.6,24314.4,35758.7,-11444.3
1988-01-01,347.6,3308.5,-2960.9,560.0,3575.6,-3015.6,-6858.2,23161.6,33035.4,-9873.8
1988-02-01,312.6,3528.8,-3216.2,548.0,3795.1,-3247.1,-7931.4,24315.6,35494.1,-11178.5
1988-03-01,285.2,3022.5,-2737.3,645.2,3190.3,-2545.1,-5110.8,29342.8,36998.7,-7655.9
1988-04-01,268.0,3118.5,-2850.5,678.4,3280.6,-2602.2,-5631.1,26727.8,34961.1,-8233.3
1988-05-01,369.5,3625.4,-3255.9,763.2,3799.7,-3036.5,-4878.3,28192.7,36107.5,-7914.8
1988-06-01,353.7,3366.2,-3012.5,727.8,3524.8,-2797.0,-8941.3,26802.5,38540.8,-11738.3
1988-07-01,282.4,3138.0,-2855.6,676.8,3292.9,-2616.1,-7594.8,25186.4,35397.3,-10210.9
1988-08-01,309.3,3457.3,-3148.0,730.6,3636.2,-2905.6,-8100.8,26539.0,37545.4,-11006.4
1988-09-01,229.6,2992.8,-2763.2,690.9,3124.3,-2433.4,-6803.6,27066.6,36303.6,-9237.0
1988-10-01,240.7,2932.5,-2691.8,676.2,3072.0,-2395.8,-7855.3,28544.1,38795.2,-10251.1
1988-11-01,256.7,2957.5,-2700.8,673.5,3161.6,-2488.1,-8336.0,27565.2,38389.3,-10824.1
1988-12-01,437.3,3338.5,-2901.2,863.3,3605.2,-2741.9,-7659.9,28982.1,39383.9,-10401.8
1989-01-01,403.4,3504.9,-3101.5,678.2,3816.0,-3137.8,-5500.7,27540.8,36179.3,-8638.5
1989-02-01,337.4,3275.7,-2938.3,673.0,3567.3,-2894.3,-5727.9,27926.6,36548.8,-8622.2
1989-03-01,371.7,3750.7,-3379.0,783.0,4024.4,-3241.4,-3712.2,33243.3,40196.9,-6953.6
1989-04-01,383.9,4170.1,-3786.2,813.9,4392.2,-3578.3,-3612.5,31052.4,38243.2,-7190.8
1989-05-01,434.8,4788.9,-4354.1,904.7,5056.8,-4152.1,-5310.8,31495.7,40958.6,-9462.9
1989-06-01,413.0,4274.9,-3861.9,853.8,4523.4,-3669.6,-5054.2,31820.4,40544.2,-8723.8
1989-07-01,383.9,4397.2,-4013.3,675.8,4629.1,-3953.3,-6629.0,28707.7,39290.0,-10582.3
1989-08-01,486.9,4664.9,-4178.0,865.0,4924.7,-4059.7,-6974.5,29405.9,40440.1,-11034.2
1989-09-01,407.0,3846.3,-3439.3,852.4,4073.9,-3221.5,-5749.1,29709.5,38680.1,-8970.6
1989-10-01,410.8,4518.6,-4107.8,853.0,4757.0,-3904.0,-7876.0,31756.2,43536.2,-11780.0
1989-11-01,522.8,4387.2,-3864.4,989.9,4615.8,-3625.9,-7128.1,30279.0,41033.0,-10754.0
1989-12-01,465.5,4125.0,-3659.5,885.0,4429.5,-3544.5,-3142.0,30874.0,37560.5,-6686.5
1990-01-01,486.1,5923.0,-5436.9,880.6,6170.9,-5290.3,-4349.4,30664.1,40303.8,-9639.7
1990-02-01,435.5,4704.1,-4268.6,781.3,4938.2,-4156.9,-1993.2,30961.8,37111.9,-6150.1
1990-03-01,514.4,4866.6,-4352.2,976.1,5205.3,-4229.2,-2139.5,35970.6,42339.3,-6368.7
1990-04-01,391.6,3970.0,-3578.4,827.8,4101.4,-3273.6,-3326.5,32617.1,39217.2,-6600.1
1990-05-01,390.3,4649.7,-4259.4,872.4,4913.0,-4040.6,-3339.1,33538.7,40918.4,-7379.7
1990-06-01,388.0,4061.5,-3673.5,866.0,4286.3,-3420.3,-3137.9,34470.2,41028.4,-6558.2
1990-07-01,385.3,4238.0,-3852.7,837.2,4482.4,-3645.2,-7233.6,30736.2,41615.0,-10878.8
1990-08-01,567.8,5380.2,-4812.4,1054.6,5600.9,-4546.3,-6039.3,31722.9,42308.5,-10585.6
1990-09-01,681.7,5796.5,-5114.8,1175.1,6050.4,-4875.3,-4375.2,31444.3,40694.8,-9250.5
1990-10-01,892.7,6330.8,-5438.1,1332.3,6659.1,-5326.8,-6857.5,35310.3,47494.6,-12184.3
1990-11-01,960.9,6370.7,-5409.8,1426.3,6672.8,-5246.5,-5377.0,33267.0,43890.5,-10623.5
1990-12-01,806.6,5291.8,-4485.2,1203.6,5580.7,-4377.1,-1900.0,32889.0,39166.1,-6277.1
1991-01-01,881.0,5361.1,-4480.1,1188.4,5697.7,-4509.3,-2569.4,33165.0,40243.7,-7078.7
1991-02-01,927.7,3740.9,-2813.2,1326.9,4032.3,-2705.4,-1495.8,32774.7,36975.9,-4201.2
1991-03-01,565.0,3728.7,-3163.7,951.1,4002.5,-3051.4,1162.9,36819.8,38708.3,-1888.5
1991-04-01,396.9,4029.7,-3632.8,747.9,4286.3,-3538.4,127.7,36137.0,39547.7,-3410.7
1991-05-01,561.9,4699.1,-4137.2,1030.7,4957.1,-3926.4,-231.3,36023.6,40181.3,-4157.7
1991-06-01,506.0,4176.7,-3670.7,935.7,4408.2,-3472.5,-475.9,35479.8,39428.2,-3948.4
1991-07-01,513.1,4132.8,-3619.7,986.9,4387.8,-3400.9,-4493.0,33443.9,41337.8,-7893.9
1991-08-01,494.5,4640.9,-4146.4,997.8,4876.3,-3878.5,-3571.2,33632.7,41082.4,-7449.7
1991-09-01,414.9,4474.7,-4059.8,883.8,4723.0,-3839.2,-3271.4,34391.3,41501.9,-7110.6
1991-10-01,584.3,4225.9,-3641.6,1031.1,4533.3,-3502.2,-5232.3,37896.5,46631.0,-8734.5
1991-11-01,488.4,4111.6,-3623.2,942.7,4398.5,-3455.8,-1485.8,36969.6,41911.2,-4941.6
1991-12-01,620.3,4027.8,-3407.5,1058.2,4326.2,-3268.0,-2639.6,34996.1,40903.7,-5907.6
1992-01-01,601.8,3683.4,-3081.6,1007.1,4015.9,-3008.8,-2461.3,34514.2,39984.3,-5470.1
1992-02-01,454.2,3164.7,-2710.5,879.0,3452.2,-2573.2,395.7,36897.9,39075.4,-2177.5
1992-03-01,418.8,3477.1,-3058.3,831.0,3761.5,-2930.5,-596.1,39817.4,43344.0,-3526.6
1992-04-01,511.1,3930.6,-3419.5,931.6,4214.6,-3283.0,-2488.6,37153.5,42925.1,-5771.6
1992-05-01,535.1,4273.5,-3738.4,967.5,4572.5,-3605.0,-1804.0,36736.6,42145.6,-5409.0
1992-06-01,547.9,4712.6,-4164.7,957.8,5006.7,-4048.9,-2668.6,39094.3,45811.8,-6717.5
1992-07-01,654.3,4912.1,-4257.8,1067.0,5222.1,-4155.1,-5737.9,35979.4,45872.4,-9893.0
1992-08-01,503.0,4702.3,-4199.3,867.3,5034.2,-4166.9,-6050.7,34837.8,45055.4,-10217.6
1992-09-01,428.1,4679.6,-4251.5,839.2,5026.1,-4186.9,-5505.6,36810.9,46503.4,-9692.5
1992-10-01,506.4,5047.0,-4540.6,873.9,5455.5,-4581.6,-5124.3,40114.5,49820.4,-9705.9
1992-11-01,550.4,4462.3,-3911.9,939.9,4873.0,-3933.1,-4711.1,37670.2,46314.4,-8644.2
1992-12-01,700.4,4171.6,-3471.2,1092.8,4621.4,-3528.6,-3747.4,38536.8,45812.8,-7276.0
1993-01-01,601.3,4281.9,-3680.6,923.3,4710.9,-3787.6,-2313.0,35957.7,42058.3,-6100.6
1993-02-01,477.3,3718.3,-3241.0,806.6,4074.6,-3268.0,-2478.1,36070.4,41816.5,-5746.1
1993-03-01,470.2,4498.1,-4027.9,752.9,4903.5,-4150.6,-4595.9,41998.5,50745.1,-8746.5
1993-04-01,589.9,4814.4,-4224.5,844.1,5193.7,-4349.6,-4081.0,39420.5,47851.1,-8430.6
1993-05-01,640.8,4619.1,-3978.3,938.8,4989.5,-4050.7,-2410.3,39869.8,46330.8,-6461.0
1993-06-01,442.5,4714.0,-4271.5,843.3,5068.9,-4225.6,-7512.5,38623.9,50361.9,-11738.1
1993-07-01,513.9,4463.9,-3950.0,818.9,4845.0,-4026.1,-8825.6,35464.8,48316.5,-12851.7
1993-08-01,453.4,4000.3,-3546.9,713.7,4426.0,-3712.3,-8022.3,36876.2,48610.8,-11734.6
1993-09-01,422.4,4055.9,-3633.5,711.6,4480.4,-3768.8,-8801.5,37955.6,50525.9,-12570.3
1993-10-01,466.6,4448.7,-3982.1,760.7,4876.1,-4115.4,-8626.1,41147.8,53889.4,-12741.5
