Month,Petroleum Exports,Petroleum Imports,Petroleum Balance,Energy Exports,Energy Imports,Energy Balance,Non-Energy Balance,Total Merchandise Exports,Total Merchandise Imports,Total Merchandise Balance
2018-07-01,13833.0,21609.0,-7776.0,17531.0,22628.0,-5097.0,-77949.0,133808.0,216854.0,-83046.0
2018-08-01,12342.0,21597.0,-9255.0,15964.0,22621.0,-6657.0,-75022.0,140218.0,221897.0,-81679.0
2018-09-01,12756.0,19282.0,-6526.0,16140.0,20123.0,-3983.0,-67946.0,139389.0,211317.0,-71929.0
2018-10-01,14623.0,19760.0,-5137.0,18343.0,20760.0,-2417.0,-86359.0,147082.0,235858.0,-88776.0
2018-11-01,13147.0,15809.0,-2662.0,16730.0,17112.0,-382.0,-73833.0,139278.0,213493.0,-74215.0
2018-12-01,12332.0,13937.0,-1605.0,16192.0,15579.0,613.0,-73255.0,133936.0,206578.0,-72642.0
2019-01-01,12041.0,14023.0,-1982.0,15682.0,15621.0,61.0,-74173.0,129869.0,203981.0,-74112.0
2019-02-01,11649.0,12293.0,-644.0,14563.0,13602.0,961.0,-56153.0,130075.0,185268.0,-55192.0
2019-03-01,12796.0,15325.0,-2529.0,16289.0,16697.0,-408.0,-58554.0,148549.0,207511.0,-58962.0
2019-04-01,12946.0,17775.0,-4829.0,16685.0,18598.0,-1913.0,-71752.0,135077.0,208742.0,-73665.0
2019-05-01,13308.0,20116.0,-6808.0,16942.0,20888.0,-3946.0,-73730.0,142531.0,220208.0,-77676.0
2019-06-01,12828.0,16938.0,-4110.0,16264.0,17617.0,-1353.0,-66895.0,138284.0,206532.0,-68248.0
2019-07-01,12656.0,18335.0,-5679.0,16039.0,19106.0,-3067.0,-81808.0,133436.0,218311.0,-84875.0
2019-08-01,13258.0,16224.0,-2966.0,16163.0,16993.0,-830.0,-75750.0,138665.0,215246.0,-76580.0
2019-09-01,12824.0,14424.0,-1600.0,16204.0,15159.0,1045.0,-72812.0,134382.0,206149.0,-71767.0
2019-10-01,13889.0,15023.0,-1134.0,17330.0,15794.0,1536.0,-77959.0,142479.0,218901.0,-76423.0
2019-11-01,13123.0,13278.0,-155.0,16714.0,14282.0,2432.0,-64269.0,137137.0,198975.0,-61837.0
2019-12-01,15072.0,15284.0,-212.0,18863.0,16472.0,2391.0,-68813.0,135456.0,201877.0,-66422.0
2020-01-01,14062.0,14862.0,-800.0,17982.0,15869.0,2113.0,-68790.0,129120.0,195796.0,-66677.0
2020-02-01,12800.0,12645.0,155.0,16182.0,13413.0,2769.0,-49760.0,131117.0,178108.0,-46991.0
2020-03-01,11232.0,11128.0,104.0,14591.0,11789.0,2802.0,-63429.0,133296.0,193923.0,-60627.0
2020-04-01,6716.0,5989.0,727.0,9590.0,6494.0,3096.0,-73999.0,94709.0,165612.0,-70903.0
2020-05-01,5192.0,5909.0,-717.0,7835.0,6496.0,1339.0,-73806.0,91027.0,163494.0,-72467.0
2020-06-01,6742.0,7565.0,-823.0,9182.0,8122.0,1060.0,-75076.0,105122.0,179138.0,-74016.0
2020-07-01,8723.0,8627.0,96.0,11430.0,9332.0,2098.0,-88722.0,113304.0,199928.0,-86624.0
2020-08-01,9062.0,9447.0,-385.0,11845.0,10255.0,1590.0,-86350.0,118352.0,203112.0,-84760.0
2020-09-01,8800.0,9156.0,-356.0,11698.0,9883.0,1815.0,-86451.0,121448.0,206084.0,-84636.0
2020-10-01,8481.0,9051.0,-570.0,12107.0,9920.0,2187.0,-88501.0,132638.0,218953.0,-86314.0
2020-11-01,8110.0,8748.0,-638.0,12443.0,9731.0,2712.0,-87933.0,127232.0,212453.0,-85221.0
2020-12-01,10453.0,9952.0,501.0,15189.0,11182.0,4007.0,-86253.0,132631.0,214877.0,-82246.0
2021-01-01,10253.0,11035.0,-782.0,15160.0,12361.0,2799.0,-79274.0,128153.0,204628.0,-76475.0
2021-02-01,8976.0,10724.0,-1748.0,16376.0,12681.0,3695.0,-72941.0,124189.0,193435.0,-69246.0
2021-03-01,10837.0,14708.0,-3871.0,16491.0,15937.0,554.0,-84817.0,152654.0,236917.0,-84263.0
2021-04-01,12062.0,15133.0,-3071.0,17352.0,16059.0,1293.0,-83741.0,144013.0,226462.0,-82448.0
2021-05-01,12779.0,16813.0,-4034.0,18179.0,17803.0,376.0,-84961.0,145829.0,230414.0,-84585.0
2021-06-01,14761.0,18254.0,-3493.0,20369.0,19390.0,979.0,-95235.0,148067.0,242322.0,-94256.0
2021-07-01,13658.0,18564.0,-4906.0,19597.0,19936.0,-339.0,-92678.0,144285.0,237302.0,-93017.0
2021-08-01,14515.0,18642.0,-4127.0,21222.0,19994.0,1228.0,-98154.0,148305.0,245232.0,-96926.0
2021-09-01,12204.0,18528.0,-6324.0,19036.0,19934.0,-898.0,-101111.0,142347.0,244356.0,-102009.0
2021-10-01,14780.0,18041.0,-3261.0,22889.0,19714.0,3175.0,-90266.0,164120.0,251212.0,-87091.0
2021-11-01,16104.0,19854.0,-3750.0,24651.0,21708.0,2943.0,-105834.0,156499.0,259390.0,-102891.0
2021-12-01,16601.0,18352.0,-1751.0,24911.0,20218.0,4693.0,-102257.0,159282.0,256845.0,-97564.0
2022-01-01,16419.0,18180.0,-1761.0,24205.0,20777.0,3428.0,-102184.0,148312.0,247067.0,-98756.0
2022-02-01,16083.0,19117.0,-3034.0,24185.0,21207.0,2978.0,-85937.0,150966.0,233926.0,-82959.0
2022-03-01,21186.0,24083.0,-2897.0,30405.0,25978.0,4427.0,-120185.0,179913.0,295671.0,-115758.0
2022-04-01,23196.0,24787.0,-1591.0,33113.0,26730.0,6383.0,-104706.0,174107.0,272430.0,-98323.0
2022-05-01,23090.0,28330.0,-5240.0,34086.0,30513.0,3573.0,-110097.0,178786.0,285309.0,-106524.0
2022-06-01,24698.0,29557.0,-4859.0,35952.0,31858.0,4094.0,-107485.0,182602.0,285993.0,-103391.0
2022-07-01,25207.0,28886.0,-3679.0,34938.0,31199.0,3739.0,-97922.0,176254.0,270437.0,-94183.0
2022-08-01,23268.0,26280.0,-3012.0,34087.0,28821.0,5266.0,-107098.0,181450.0,283282.0,-101832.0
2022-09-01,22054.0,22031.0,23.0,32786.0,24257.0,8529.0,-107231.0,176312.0,275014.0,-98702.0
2022-10-01,21088.0,21640.0,-552.0,30500.0,23276.0,7224.0,-108613.0,180050.0,281439.0,-101389.0
2022-11-01,20677.0,21043.0,-366.0,29184.0,23064.0,6120.0,-91117.0,170583.0,255580.0,-84997.0
2022-12-01,20146.0,19301.0,845.0,29047.0,22678.0,6369.0,-92974.0,167120.0,253725.0,-86605.0
2023-01-01,18329.0,20191.0,-1862.0,27094.0,23215.0,3879.0,-94226.0,164603.0,254950.0,-90347.0
2023-02-01,17462.0,17922.0,-460.0,24974.0,19953.0,5021.0,-76523.0,158770.0,230272.0,-71502.0
2023-03-01,20342.0,18852.0,1490.0,28400.0,20312.0,8088.0,-86213.0,183433.0,261558.0,-78125.0
2023-04-01,18444.0,18627.0,-183.0,25279.0,19669.0,5610.0,-93070.0,162579.0,250039.0,-87460.0
2023-05-01,18255.0,19736.0,-1481.0,24849.0,20643.0,4206.0,-100933.0,166969.0,263697.0,-96727.0
2023-06-01,17401.0,18764.0,-1363.0,23351.0,19681.0,3670.0,-94081.0,167128.0,257538.0,-90411.0
2023-07-01,19413.0,19024.0,389.0,25437.0,20176.0,5261.0,-100641.0,160080.0,255460.0,-95380.0
2023-08-01,21557.0,21899.0,-342.0,27878.0,23037.0,4841.0,-98106.0,172531.0,265796.0,-93265.0
2023-09-01,20521.0,20753.0,-232.0,26847.0,21811.0,5036.0,-95141.0,171036.0,261141.0,-90105.0
2023-10-01,20303.0,20034.0,269.0,27376.0,21093.0,6283.0,-105079.0,177653.0,276449.0,-98796.0
2023-11-01,19368.0,20218.0,-850.0,26362.0,21550.0,4812.0,-95255.0,165416.0,255859.0,-90443.0
2023-12-01,21960.0,19216.0,2744.0,29209.0,20726.0,8483.0,-88033.0,167861.0,247412.0,-79550.0
2024-01-01,18784.0,18422.0,362.0,25789.0,20382.0,5407.0,-98628.0,160579.0,253800.0,-93221.0
2024-02-01,19098.0,16656.0,2442.0,26320.0,18147.0,8173.0,-83613.0,167171.0,242611.0,-75440.0
2024-03-01,20964.0,18026.0,2938.0,27459.0,19104.0,8355.0,-88112.0,179391.0,259147.0,-79757.0
2024-04-01,20446.0,20803.0,-357.0,25917.0,21733.0,4184.0,-104157.0,171453.0,271427.0,-99973.0
2024-05-01,20588.0,22437.0,-1849.0,26455.0,23119.0,3336.0,-105082.0,173421.0,275167.0,-101746.0
2024-06-01,20693.0,20482.0,211.0,26994.0,21247.0,5747.0,-96883.0,174419.0,265554.0,-91136.0
2024-07-01,20760.0,22579.0,-1819.0,26997.0,23420.0,3577.0,-122805.0,168769.0,287997.0,-119228.0
2024-08-01,20700.0,19795.0,905.0,26773.0,20861.0,5912.0,-103090.0,180463.0,277641.0,-97178.0
2024-09-01,18163.0,17976.0,187.0,24234.0,18855.0,5379.0,-120110.0,171427.0,286158.0,-114731.0
2024-10-01,18231.0,17126.0,1105.0,24710.0,17960.0,6750.0,-118701.0,176876.0,288827.0,-111951.0
