Month,Crude Oil Refinery and Blender Net Input,Natural Gas Liquids Refinery and Blender Net Inputs,Other Liquids Refinery and Blender Net Inputs,Total Petroleum Refinery and Blender Net Inputs,Distillate Fuel Oil Refinery and Blender Net Production,Propane Refinery and Blender Net Production,Propylene Refinery and Blender Net Production,Propane/Propylene Refinery and Blender Net Production,Total Hydrocarbon Gas Liquids Refinery and Blender Net Production,Jet Fuel Refinery and Blender Net Production,Finished Motor Gasoline Refinery and Blender Net Production,Residual Fuel Oil Refinery and Blender Net Production,Other Petroleum Products Refinery and Blender Net Production,Total Petroleum Refinery and Blender Net Production
1996-10-01,14276.516,494.742,838.032,15609.29,3627.161,369.226,150.968,520.194,570.613,1485.387,7441.032,694.355,2620.581,16439.129
1996-11-01,14204.4,557.333,932.5,15694.233,3641.467,371.633,147.533,519.167,465.1,1500.9,7760.7,713.967,2517.5,16599.633
1996-12-01,14185.484,517.71,1061.097,15764.29,3535.677,389.129,169.806,558.935,540.419,1574.677,7733.71,778.323,2483.742,16646.548
1997-01-01,13664.0,503.613,671.452,14839.065,3118.71,325.226,193.742,518.968,528.129,1491.419,7287.903,800.742,2376.452,15603.355
1997-02-01,13485.357,473.071,791.321,14749.75,3090.107,319.821,179.214,499.036,514.036,1510.571,7229.929,795.179,2427.143,15566.964
1997-03-01,14046.71,397.903,542.677,14987.29,3243.677,332.0,188.258,520.258,651.645,1488.323,7278.226,637.774,2466.29,15765.935
1997-04-01,14302.8,347.5,1066.267,15716.567,3279.967,376.567,208.567,585.133,842.667,1492.867,7678.233,616.767,2617.6,16528.1
1997-05-01,15123.355,338.226,950.806,16412.387,3527.129,379.355,206.581,585.935,864.613,1515.161,7959.581,618.452,2791.774,17276.71
1997-06-01,15170.0,362.467,1185.533,16718.0,3523.267,383.0,201.567,584.567,869.033,1581.033,8035.067,727.167,2836.6,17572.167
1997-07-01,14993.903,347.419,916.645,16257.968,3364.613,365.613,197.806,563.419,844.032,1618.774,7806.516,643.194,2838.323,17115.452
1997-08-01,15270.968,350.29,833.097,16454.355,3439.129,376.097,191.032,567.129,846.032,1579.774,7942.677,643.71,2872.516,17323.839
1997-09-01,15307.633,402.5,685.333,16395.467,3444.867,374.833,205.833,580.667,685.933,1592.6,7995.967,687.333,2869.2,17275.9
1997-10-01,14854.032,456.871,759.419,16070.323,3480.419,376.871,206.742,583.613,582.0,1580.645,7860.323,723.226,2738.903,16965.516
1997-11-01,14705.5,506.967,756.767,15969.233,3565.8,381.867,199.367,581.233,501.867,1609.1,7784.867,788.6,2611.033,16861.267
1997-12-01,14927.613,506.968,828.581,16263.161,3603.774,396.903,204.839,601.742,547.742,1588.194,8019.258,817.71,2594.194,17170.871
1998-01-01,14319.419,477.742,563.839,15361.0,3322.968,350.742,176.452,527.194,497.387,1512.516,7593.194,764.839,2519.903,16210.806
1998-02-01,14022.714,436.464,525.107,14984.286,3279.929,345.964,159.143,505.107,536.929,1443.071,7382.286,672.0,2489.607,15803.821
1998-03-01,14639.032,377.935,620.548,15637.516,3397.419,367.581,177.548,545.129,712.29,1504.29,7462.065,789.677,2626.935,16492.677
1998-04-01,15085.233,353.233,1048.3,16486.767,3467.7,376.167,193.733,569.9,860.167,1523.667,7949.967,857.067,2698.567,17357.133
1998-05-01,15320.613,347.129,941.387,16609.129,3559.742,379.968,186.968,566.935,847.129,1494.258,8039.419,765.516,2799.323,17505.387
1998-06-01,15484.8,362.533,985.133,16832.467,3520.467,380.233,172.333,552.567,819.4,1554.667,8177.967,739.233,2894.567,17706.3
1998-07-01,15554.161,336.194,1033.613,16923.968,3568.548,365.355,183.355,548.71,828.645,1503.742,8140.71,778.097,2969.065,17788.806
1998-08-01,15717.29,321.806,821.387,16860.484,3482.032,385.742,169.419,555.161,817.29,1607.871,8081.032,781.548,3026.129,17795.903
1998-09-01,14851.433,363.167,871.067,16085.667,3398.8,370.567,178.567,549.133,626.2,1482.1,7814.467,749.267,2894.267,16965.1
1998-10-01,13994.161,470.323,1101.839,15566.323,3215.065,344.387,192.806,537.194,547.935,1447.677,7831.71,676.032,2720.581,16439.0
1998-11-01,14772.467,515.833,841.333,16129.633,3438.267,370.3,194.5,564.8,483.567,1616.567,8068.967,753.4,2741.7,17102.467
1998-12-01,14840.129,470.71,858.645,16169.484,3431.194,365.419,211.677,577.097,497.839,1610.871,8125.29,804.677,2638.548,17108.419
1999-01-01,14441.806,454.29,612.903,15509.0,3175.903,366.129,187.0,553.129,493.871,1594.355,7747.484,774.71,2575.194,16361.516
1999-02-01,14308.786,388.821,639.75,15337.357,3253.071,353.821,188.643,542.464,550.643,1566.536,7568.536,726.071,2531.071,16195.929
1999-03-01,14497.839,364.452,453.581,15315.871,3182.806,336.645,178.871,515.516,662.516,1520.516,7459.194,682.742,2557.839,16065.613
1999-04-01,15093.667,318.2,923.633,16335.5,3406.967,374.967,176.033,551.0,840.633,1641.533,7950.733,678.733,2681.533,17200.133
1999-05-01,14972.613,335.839,1286.419,16594.871,3457.871,368.065,204.129,572.194,846.548,1545.226,8110.968,725.258,2736.871,17422.742
1999-06-01,14958.767,312.6,1251.333,16522.7,3373.667,374.5,198.933,573.433,834.333,1541.9,8128.4,705.767,2819.733,17403.8
1999-07-01,15237.387,303.968,1167.548,16708.903,3520.839,375.097,192.129,567.226,847.29,1550.903,8044.613,736.161,2878.968,17578.774
1999-08-01,15298.968,310.452,951.032,16560.452,3419.452,377.355,206.677,584.032,847.0,1575.484,8000.935,701.194,2912.71,17456.774
1999-09-01,15107.433,358.567,958.233,16424.233,3481.667,378.033,212.633,590.667,729.333,1600.067,8029.933,702.3,2806.933,17350.233
1999-10-01,14589.032,415.516,964.258,15968.806,3505.871,365.935,216.839,582.774,585.129,1500.677,7990.129,658.323,2701.161,16941.29
1999-11-01,14703.9,432.033,729.333,15865.267,3608.033,351.167,226.267,577.433,473.567,1530.4,7919.7,596.167,2675.1,16802.967
1999-12-01,14410.452,467.968,1166.065,16044.484,3401.355,386.806,225.871,612.677,486.032,1615.774,8234.0,690.0,2615.194,17042.355
2000-01-01,13778.71,448.516,680.839,14908.065,3123.097,357.968,224.129,582.097,537.0,1594.677,7483.419,640.258,2463.903,15842.355
2000-02-01,14028.172,435.241,555.621,15019.034,3347.724,351.31,217.828,569.138,583.448,1449.931,7403.517,627.0,2509.552,15921.172
2000-03-01,14613.0,366.839,681.774,15661.613,3342.484,366.548,213.452,580.0,719.516,1561.065,7792.516,649.29,2579.355,16644.226
2000-04-01,15052.933,303.4,911.333,16267.667,3532.8,372.6,218.2,590.8,864.833,1614.833,7909.333,619.667,2648.2,17189.667
2000-05-01,15493.774,322.226,969.71,16785.71,3650.129,372.355,235.387,607.742,899.032,1588.935,8123.581,640.452,2827.29,17729.419
2000-06-01,15642.967,325.067,1041.7,17009.733,3480.833,398.5,226.7,625.2,920.267,1600.133,8372.167,678.933,2929.9,17982.233
2000-07-01,15818.871,325.032,813.871,16957.774,3520.419,375.774,214.968,590.742,896.581,1649.677,8172.484,741.032,2882.484,17862.677
2000-08-01,15640.419,326.774,950.129,16917.323,3678.097,369.484,208.065,577.548,864.839,1636.161,8019.839,759.516,2888.903,17847.355
2000-09-01,15407.367,385.533,1036.367,16829.267,3844.2,358.267,211.067,569.333,654.733,1643.6,8137.1,701.8,2835.533,17816.967
2000-10-01,15028.677,415.871,855.742,16300.29,3773.968,352.161,208.871,561.032,561.613,1645.452,7849.968,746.839,2648.387,17226.226
2000-11-01,15023.233,494.867,975.067,16493.167,3785.433,364.8,217.567,582.367,454.567,1619.767,8237.433,777.633,2615.333,17490.167
2000-12-01,15232.452,408.71,714.032,16355.194,3872.323,349.065,212.065,561.129,496.645,1665.194,7902.484,768.387,2620.742,17325.774
2001-01-01,14789.452,420.613,395.097,15605.161,3608.677,329.387,201.161,530.548,497.226,1507.548,7544.065,808.903,2563.452,16529.871
2001-02-01,14813.429,419.536,443.5,15676.464,3612.357,344.25,198.393,542.643,551.214,1496.893,7634.964,743.107,2571.679,16610.214
2001-03-01,14648.935,378.387,735.839,15763.161,3483.29,339.581,203.903,543.484,674.903,1512.258,7660.452,749.548,2533.387,16613.839
2001-04-01,15536.2,398.333,794.1,16728.633,3649.667,377.767,206.367,584.133,843.7,1548.3,8087.733,816.8,2682.933,17629.133
2001-05-01,15762.903,399.742,921.903,17084.548,3652.226,369.129,211.0,580.129,883.484,1620.387,8390.258,785.677,2665.194,17997.226
2001-06-01,15649.567,393.167,1193.767,17236.5,3701.767,368.033,183.467,551.5,835.1,1636.8,8386.833,782.9,2771.033,18114.433
2001-07-01,15368.71,396.581,1231.613,16996.903,3837.065,362.032,194.258,556.29,839.871,1632.677,8172.0,638.645,2776.935,17897.194
2001-08-01,15258.677,379.903,970.677,16609.258,3654.484,351.645,203.903,555.548,828.839,1597.065,7979.871,622.419,2777.581,17460.258
2001-09-01,15005.4,436.833,839.333,16281.567,3624.767,350.133,213.167,563.3,655.4,1420.367,8113.833,653.2,2688.433,17156.0
2001-10-01,15002.097,459.484,858.806,16320.387,3796.29,337.968,223.258,561.226,527.806,1457.935,8159.129,709.677,2635.71,17286.548
2001-11-01,15001.367,523.4,753.767,16278.533,3967.967,352.7,213.433,566.133,429.2,1397.733,8127.367,685.433,2638.467,17246.167
2001-12-01,14688.097,538.839,736.839,15963.774,3743.903,343.097,199.839,542.935,424.839,1520.839,7990.935,654.806,2510.129,16845.452
2002-01-01,14486.871,503.516,533.742,15524.129,3507.742,325.839,210.516,536.355,452.968,1477.419,7914.871,624.548,2492.774,16470.323
2002-02-01,14306.107,463.786,880.821,15650.714,3497.536,341.929,207.821,549.75,565.429,1450.679,7836.107,613.179,2639.571,16602.5
2002-03-01,14525.742,387.645,785.774,15699.161,3359.935,349.419,209.129,558.548,696.774,1505.355,7857.645,616.581,2639.935,16676.226
2002-04-01,15325.167,369.367,1019.733,16714.267,3647.0,370.3,216.433,586.733,829.9,1491.767,8317.6,601.367,2755.1,17642.733
2002-05-01,15300.645,352.097,1086.355,16739.097,3708.903,362.032,238.387,600.419,858.323,1479.129,8311.065,582.387,2793.839,17733.645
2002-06-01,15397.2,347.7,1042.933,16787.833,3679.167,338.767,242.833,581.6,849.433,1512.4,8307.467,540.233,2847.233,17735.933
2002-07-01,15429.806,382.677,1060.516,16873.0,3561.032,361.516,230.871,592.387,886.742,1568.548,8329.871,565.548,2912.194,17823.935
2002-08-01,15337.548,381.29,1054.032,16772.871,3538.355,346.774,233.742,580.516,860.161,1538.645,8365.581,582.774,2833.355,17718.871
2002-09-01,14861.0,405.667,944.9,16211.567,3536.067,324.2,222.833,547.033,617.5,1552.333,8087.733,606.667,2749.267,17149.567
2002-10-01,14302.935,486.581,800.548,15590.065,3380.065,318.226,222.935,541.161,501.548,1495.032,7959.419,593.065,2568.968,16498.097
2002-11-01,15155.2,528.7,829.233,16513.133,3768.167,362.4,227.933,590.333,434.067,1543.367,8449.8,648.467,2641.233,17485.1
2002-12-01,14900.387,535.226,1251.581,16687.194,3921.645,367.29,234.452,601.742,489.968,1547.742,8437.613,640.71,2665.419,17703.097
2003-01-01,14337.645,457.742,676.839,15472.226,3402.677,312.871,203.839,516.71,412.161,1494.516,7870.194,658.065,2567.806,16405.419
2003-02-01,14380.75,445.643,614.929,15441.321,3458.679,326.964,212.821,539.786,483.143,1415.821,7800.214,682.821,2521.821,16362.5
2003-03-01,14932.71,385.71,630.742,15949.161,3731.806,332.742,221.355,554.097,679.387,1422.194,7724.387,651.742,2704.839,16914.355
2003-04-01,15575.0,358.8,730.333,16664.133,3796.4,324.3,258.467,582.767,843.033,1445.0,8160.5,632.133,2723.633,17600.7
2003-05-01,15910.484,361.774,918.194,17190.452,3832.613,344.548,259.258,603.806,891.645,1484.484,8310.806,729.0,2897.097,18145.645
2003-06-01,15620.333,365.033,769.4,16754.767,3728.233,340.067,242.867,582.933,853.433,1393.167,8293.3,666.1,2804.8,17739.033
2003-07-01,15546.355,367.645,962.161,16876.161,3673.194,340.548,229.323,569.871,841.323,1491.065,8320.484,631.774,2853.129,17810.968
2003-08-01,15693.097,391.677,958.774,17043.548,3730.419,343.677,225.484,569.161,831.935,1550.871,8354.871,662.839,2921.645,18052.581
2003-09-01,15446.133,411.867,776.667,16634.667,3720.5,351.533,220.0,571.533,626.033,1513.567,8227.6,661.833,2900.333,17649.867
2003-10-01,15342.0,452.065,746.226,16540.29,3750.29,339.032,214.323,553.355,509.452,1509.548,8253.29,640.419,2798.323,17461.323
2003-11-01,15455.167,505.833,701.667,16662.667,3799.667,356.167,225.533,581.7,433.967,1522.233,8449.833,616.433,2837.633,17659.767
2003-12-01,15344.645,520.129,979.774,16844.548,3845.161,380.387,229.258,609.645,474.742,1604.645,8540.355,686.065,2805.935,17956.903
2004-01-01,14782.194,478.065,492.419,15752.677,3592.452,341.871,232.452,574.323,456.355,1484.71,7955.806,655.968,2627.839,16773.129
2004-02-01,14706.345,457.586,488.31,15652.241,3445.793,333.414,224.034,557.448,472.207,1462.0,7979.448,658.586,2674.414,16692.448
2004-03-01,14786.774,398.065,990.548,16175.387,3550.452,339.065,237.484,576.548,655.903,1501.387,8101.968,634.774,2733.419,17177.903
2004-04-01,15541.467,363.433,1066.9,16971.8,3873.833,359.633,223.667,583.3,839.0,1499.267,8232.6,701.133,2897.433,18043.267
2004-05-01,15992.355,380.839,944.097,17317.29,3857.129,344.839,240.871,585.71,848.0,1542.839,8447.258,667.774,3002.871,18365.871
2004-06-01,16239.633,367.967,706.6,17314.2,3955.867,332.133,249.0,581.133,830.267,1532.367,8336.167,647.933,3016.933,18319.533
2004-07-01,16142.194,360.065,885.516,17387.774,3901.903,337.258,243.742,581.0,827.935,1627.839,8369.968,617.613,3058.097,18403.355
2004-08-01,16142.258,374.29,902.258,17418.806,3981.484,347.677,251.645,599.323,838.194,1649.677,8356.871,630.903,3044.452,18501.581
2004-09-01,14979.933,399.133,935.767,16314.833,3624.967,329.133,234.833,563.967,616.6,1553.133,7992.5,616.6,2898.9,17302.7
2004-10-01,14940.71,476.774,1164.742,16582.226,3807.774,327.129,248.032,575.161,463.935,1494.742,8383.581,610.0,2882.742,17642.774
2004-11-01,15664.167,509.5,702.267,16875.933,4003.767,343.7,272.033,615.733,435.733,1612.967,8345.5,703.0,2891.533,17992.5
2004-12-01,15749.677,495.935,1082.71,17328.323,4159.0,351.29,261.806,613.097,446.226,1596.677,8659.419,723.226,2903.484,18488.032
2005-01-01,15254.226,458.677,663.935,16376.839,3777.097,327.258,232.742,560.0,426.677,1552.226,8156.871,701.032,2764.613,17378.516
2005-02-01,15142.0,469.821,925.893,16537.714,3797.286,326.357,252.179,578.536,484.393,1576.286,8193.857,691.071,2814.464,17557.357
2005-03-01,15214.226,382.29,1046.903,16643.419,3873.774,314.29,234.645,548.935,606.516,1541.29,8118.774,619.419,2825.484,17585.258
2005-04-01,15493.533,372.5,1608.533,17474.567,4028.033,339.8,246.067,585.867,819.8,1637.533,8548.8,598.333,2894.4,18526.9
2005-05-01,15905.258,382.323,1286.677,17574.258,4179.194,339.323,247.323,586.645,812.419,1631.161,8474.516,644.774,2872.516,18614.581
2005-06-01,16401.433,400.167,1242.933,18044.533,4274.267,346.733,229.3,576.033,838.233,1701.233,8589.233,672.733,2987.633,19063.333
2005-07-01,15850.226,401.871,1365.806,17617.903,4236.419,324.613,227.097,551.71,795.677,1584.935,8352.226,613.516,2960.968,18543.742
2005-08-01,15664.065,345.484,1330.839,17340.387,4107.968,314.677,224.935,539.613,763.452,1590.065,8325.613,594.065,2945.516,18326.677
2005-09-01,13985.767,434.4,1230.967,15651.133,3569.933,277.167,188.433,465.6,392.767,1368.267,8129.433,555.367,2592.567,16608.333
2005-10-01,13646.097,534.032,1035.097,15215.226,3584.516,248.548,192.355,440.903,259.0,1336.742,7953.0,530.419,2409.742,16073.419
2005-11-01,15032.2,560.033,922.433,16514.667,3965.933,288.3,225.133,513.433,321.7,1519.7,8467.5,641.533,2629.0,17545.367
2005-12-01,15045.516,555.613,1123.774,16724.903,4043.581,289.548,251.323,540.871,345.645,1514.806,8503.258,673.71,2690.065,17771.065
2006-01-01,14804.935,552.806,952.452,16310.194,3840.194,286.129,241.903,528.032,392.903,1515.258,8189.484,670.355,2703.226,17311.419
2006-02-01,14580.536,507.964,1047.071,16135.571,3940.893,277.607,232.536,510.143,486.643,1438.429,7968.75,634.964,2694.286,17163.964
2006-03-01,14581.839,448.452,934.935,15965.226,3735.903,276.065,208.968,485.032,586.774,1461.226,7764.968,643.516,2679.581,16871.968
2006-04-01,14927.7,442.3,1150.733,16520.733,3832.667,303.633,233.3,536.933,778.8,1446.633,8032.1,643.4,2731.333,17464.933
2006-05-01,15516.258,470.774,1522.71,17509.742,4104.774,323.194,243.968,567.161,855.806,1434.935,8612.839,580.355,2899.677,18488.387
2006-06-01,15843.067,466.333,1682.567,17991.967,4107.433,292.9,250.0,542.9,813.7,1492.967,8956.667,645.2,2943.933,18959.9
2006-07-01,15702.29,422.645,1474.516,17599.452,4064.871,299.774,248.742,548.516,829.0,1539.742,8624.387,657.935,2883.032,18598.968
2006-08-01,15792.452,447.097,1518.645,17758.194,4233.903,343.097,230.839,573.935,860.484,1485.065,8610.258,651.935,2993.387,18835.032
2006-09-01,15739.033,497.767,1284.5,17521.3,4300.133,312.333,247.5,559.833,621.733,1511.433,8465.0,618.967,3030.467,18547.733
2006-10-01,15007.935,548.065,1187.0,16743.0,4090.452,287.677,243.516,531.194,511.226,1489.935,8210.355,596.613,2836.484,17735.065
2006-11-01,15008.733,572.633,1121.667,16703.033,4069.8,302.6,245.933,548.533,393.367,1421.7,8334.967,624.4,2817.667,17661.9
2006-12-01,15353.742,636.935,968.516,16959.194,4158.774,312.871,268.097,580.968,386.581,1528.613,8567.29,655.742,2710.129,18007.129
2007-01-01,14991.581,557.419,1038.677,16587.677,4026.71,324.032,250.935,574.968,468.419,1480.226,8347.935,666.968,2631.968,17622.226
2007-02-01,14435.143,473.429,1169.643,16078.214,3883.321,328.143,205.786,533.929,502.393,1421.464,8011.964,649.5,2570.5,17039.143
2007-03-01,14839.968,462.71,1291.484,16594.161,4008.806,325.065,237.452,562.516,692.226,1402.677,8100.742,655.516,2677.774,17537.742
2007-04-01,15045.333,443.933,1362.033,16851.3,4102.2,338.9,223.233,562.133,823.8,1368.367,8121.9,657.933,2725.367,17799.567
2007-05-01,15380.323,462.323,1641.194,17483.839,4142.258,337.71,238.613,576.323,881.677,1450.71,8491.258,647.419,2809.355,18422.677
2007-06-01,15247.733,456.9,1809.5,17514.133,4049.533,333.867,234.233,568.1,870.633,1459.067,8686.267,627.9,2828.133,18521.533
2007-07-01,15671.194,465.226,1410.29,17546.71,4145.323,340.419,221.613,562.032,834.548,1483.645,8504.29,707.968,2893.484,18569.258
2007-08-01,15685.226,448.548,1508.0,17641.774,4244.161,314.548,227.032,541.581,809.71,1470.226,8547.065,697.71,2882.968,18651.839
2007-09-01,15225.9,496.433,1294.733,17017.067,4158.133,326.9,233.233,560.133,624.3,1436.2,8320.4,698.4,2770.867,18008.3
2007-10-01,14933.097,561.71,1262.548,16757.355,4208.032,317.419,221.29,538.71,498.935,1445.935,8276.129,689.355,2621.806,17740.194
2007-11-01,15151.167,630.3,1056.933,16838.4,4278.233,324.867,242.7,567.567,393.333,1462.767,8353.4,694.333,2667.5,17849.567
2007-12-01,15202.129,600.129,1188.903,16991.161,4326.452,352.806,242.387,595.194,442.71,1488.613,8500.968,676.29,2648.903,18083.935
2008-01-01,14804.226,539.677,1414.355,16758.258,4129.806,328.581,240.516,569.097,477.677,1535.387,8516.032,588.419,2581.613,17828.935
2008-02-01,14625.172,502.172,1537.621,16664.966,3979.724,308.552,226.793,535.345,506.552,1466.69,8495.138,642.759,2536.414,17627.276
2008-03-01,14364.161,461.097,1901.29,16726.548,3952.645,314.226,212.032,526.258,675.806,1475.355,8372.581,661.742,2517.774,17655.903
2008-04-01,14798.867,448.6,2279.467,17526.933,4287.433,309.067,210.833,519.9,809.133,1491.867,8559.933,709.733,2606.667,18464.767
2008-05-01,15263.065,444.742,2211.29,17919.097,4459.097,337.484,208.323,545.806,877.548,1557.677,8699.581,734.419,2657.548,18985.871
2008-06-01,15417.4,435.1,2183.267,18035.767,4587.467,333.1,211.1,544.2,867.433,1605.1,8563.9,694.5,2731.1,19049.5
2008-07-01,15255.452,438.968,2144.065,17838.484,4523.161,323.903,210.258,534.161,837.29,1646.903,8523.194,584.355,2754.452,18869.355
2008-08-01,14947.29,413.129,2235.903,17596.323,4465.581,309.355,217.032,526.387,814.355,1609.387,8512.613,578.645,2660.097,18640.677
2008-09-01,12759.367,408.933,2039.933,15208.233,3681.467,265.1,155.033,420.133,512.533,1311.533,7855.433,485.367,2227.1,16073.433
2008-10-01,14552.419,562.645,2161.516,17276.581,4435.129,290.032,213.419,503.452,460.161,1401.419,8889.065,574.71,2532.581,18293.065
2008-11-01,14606.133,576.167,1925.033,17107.333,4488.633,320.467,194.433,514.9,368.5,1425.0,8722.367,587.567,2515.567,18107.633
2008-12-01,14352.226,589.161,2177.548,17118.935,4511.258,305.71,183.355,489.065,341.452,1382.613,8850.323,597.452,2405.742,18088.839
2009-01-01,14146.161,552.484,1777.097,16475.742,4283.516,278.387,200.677,479.065,383.032,1408.742,8444.839,584.581,2321.29,17426.0
2009-02-01,14133.75,492.857,1882.571,16509.179,4231.321,264.429,218.5,482.929,471.107,1391.429,8407.571,571.321,2367.286,17440.036
2009-03-01,14118.452,446.774,2088.774,16654.0,3938.71,280.29,239.0,519.29,617.774,1373.419,8646.097,583.097,2406.935,17566.032
2009-04-01,14382.3,415.733,2263.667,17061.7,4131.8,306.067,236.133,542.2,782.033,1431.6,8724.167,474.933,2499.467,18044.0
2009-05-01,14482.613,432.226,2266.161,17181.0,4092.903,303.677,249.935,553.613,798.323,1378.226,8792.935,604.935,2487.774,18155.097
2009-06-01,14850.233,429.167,2322.9,17602.3,4047.467,314.1,252.333,566.433,846.567,1403.8,9068.2,613.067,2661.6,18640.7
2009-07-01,14636.355,436.645,2278.871,17351.871,3928.871,298.903,255.065,553.968,809.323,1515.129,8951.839,585.968,2546.258,18337.387
2009-08-01,14592.645,403.806,2217.71,17214.161,3964.839,295.097,258.742,553.839,838.355,1389.419,8856.419,631.129,2537.355,18217.516
2009-09-01,14710.133,482.4,1825.333,17017.867,4098.8,285.167,273.967,559.133,623.767,1396.067,8828.533,604.467,2493.433,18045.067
2009-10-01,14095.29,544.968,1932.839,16573.097,3983.645,275.548,251.548,527.097,476.387,1291.484,8770.29,671.581,2341.194,17534.581
2009-11-01,13897.6,609.233,2050.733,16557.567,4018.467,295.667,254.333,550.0,379.267,1310.833,8905.4,624.4,2264.0,17502.367
2009-12-01,13983.419,579.806,2066.032,16629.258,3877.226,292.065,261.581,553.645,442.29,1464.71,9006.129,623.742,2245.548,17659.645
2010-01-01,13666.484,503.065,1500.581,15670.129,3551.323,264.452,266.968,531.419,479.677,1337.839,8348.0,633.097,2280.903,16630.839
2010-02-01,13949.75,401.571,1653.857,16005.179,3658.107,284.25,277.607,561.857,539.714,1340.107,8510.179,631.75,2385.393,17065.25
2010-03-01,14313.677,413.129,2166.226,16893.032,3835.032,288.742,286.323,575.065,725.581,1379.032,8913.226,581.29,2522.548,17956.71
2010-04-01,15130.833,373.767,2135.367,17639.967,4156.467,298.133,286.7,584.833,850.133,1470.267,9061.9,597.5,2531.333,18667.6
2010-05-01,15215.097,399.484,2347.935,17962.516,4374.839,303.71,267.516,571.226,857.419,1449.484,9112.516,614.968,2622.258,19031.484
2010-06-01,15381.8,396.833,2348.567,18127.2,4407.8,287.333,284.333,571.667,869.933,1494.567,9211.1,558.867,2669.6,19211.867
2010-07-01,15518.935,384.419,2595.032,18498.387,4424.677,292.0,282.129,574.129,860.323,1542.452,9500.194,575.806,2703.548,19607.0
2010-08-01,15109.935,390.226,2606.71,18106.871,4403.935,280.839,271.548,552.387,778.452,1462.903,9426.065,553.581,2605.387,19230.323
2010-09-01,14740.133,443.0,2294.333,17477.467,4341.4,280.867,270.133,551.0,613.767,1403.633,9142.9,588.333,2449.367,18539.4
2010-10-01,14000.032,504.452,2516.613,17021.097,4315.323,258.581,267.387,525.968,501.129,1317.032,9048.742,528.419,2322.581,18033.226
2010-11-01,14637.0,531.467,2222.5,17390.967,4502.9,265.9,277.567,543.467,390.067,1394.067,9134.133,563.7,2457.333,18442.2
2010-12-01,14976.097,562.742,2185.226,17724.065,4669.677,279.0,292.806,571.806,430.484,1416.935,9251.71,595.161,2546.71,18910.677
2011-01-01,14422.806,549.065,1835.258,16807.129,4303.323,261.226,299.387,560.613,430.548,1361.871,8714.452,552.484,2463.677,17826.355
2011-02-01,13676.036,515.464,2387.643,16579.143,4033.179,243.0,268.75,511.75,471.893,1298.071,8865.893,529.393,2334.821,17533.25
2011-03-01,14451.226,459.742,2349.774,17260.742,4326.032,265.065,263.097,528.161,635.548,1430.71,8908.194,525.71,2454.0,18280.194
2011-04-01,14230.567,448.1,2606.367,17285.033,4188.767,263.3,278.8,542.1,781.233,1421.6,8978.333,534.267,2394.133,18298.333
2011-05-01,14717.806,431.581,2535.323,17684.71,4283.323,272.774,290.484,563.258,815.065,1479.355,9157.452,538.161,2496.161,18769.516
2011-06-01,15294.167,443.967,2522.0,18260.133,4470.767,281.1,285.867,566.967,846.867,1568.1,9289.0,553.467,2637.933,19366.133
2011-07-01,15589.387,416.839,2287.613,18293.839,4656.387,276.065,281.419,557.484,820.29,1549.903,9166.323,562.645,2660.677,19416.226
2011-08-01,15556.097,436.548,2395.742,18388.387,4667.742,280.194,272.387,552.581,791.097,1543.0,9263.581,604.0,2652.129,19521.548
2011-09-01,15274.933,494.4,2100.3,17869.633,4576.467,262.567,306.4,568.967,602.567,1553.367,9139.5,516.067,2604.567,18992.533
2011-10-01,14569.645,524.129,2204.581,17298.355,4538.71,259.419,280.129,539.548,479.548,1377.613,8931.548,529.806,2525.0,18382.226
2011-11-01,14960.067,598.933,2117.833,17676.833,4902.4,286.3,277.633,563.933,376.733,1341.367,9140.6,515.7,2513.1,18789.9
2011-12-01,14842.258,565.613,2270.097,17677.968,4918.839,285.452,280.774,566.226,368.452,1448.903,9128.129,485.903,2461.839,18812.065
2012-01-01,14374.065,512.355,1644.161,16530.581,4500.387,269.645,261.452,531.097,420.774,1437.194,8384.516,499.774,2341.387,17584.032
2012-02-01,14615.379,531.793,1626.621,16773.793,4407.69,266.586,275.103,541.69,502.655,1401.793,8606.172,547.759,2371.966,17838.034
2012-03-01,14476.29,444.839,2008.355,16929.484,4262.774,258.258,286.323,544.581,687.516,1412.0,8704.645,577.29,2359.452,18003.677
2012-04-01,14609.433,451.433,2207.7,17268.567,4351.7,258.2,299.833,558.033,835.0,1433.9,8720.1,524.933,2429.567,18295.2
2012-05-01,15096.677,432.484,2317.161,17846.323,4547.29,266.774,301.71,568.484,857.968,1469.097,8949.581,508.613,2603.161,18935.71
2012-06-01,15636.533,442.1,2182.1,18260.733,4631.8,285.833,299.567,585.4,841.167,1609.533,9157.033,538.233,2582.6,19360.367
2012-07-01,15665.29,438.645,2149.129,18253.065,4660.065,294.516,274.065,568.581,847.645,1612.548,9072.613,486.032,2639.645,19318.548
2012-08-01,15324.581,436.419,2435.645,18196.645,4599.71,284.516,258.742,543.258,779.161,1560.29,9236.613,495.097,2570.968,19241.839
2012-09-01,14910.133,523.467,2002.833,17436.433,4565.5,268.433,253.633,522.067,552.833,1449.733,8888.0,507.733,2473.7,18437.5
2012-10-01,14843.452,621.839,1996.903,17462.194,4509.839,282.226,258.355,540.581,469.516,1418.71,9175.839,480.516,2413.677,18468.097
2012-11-01,15085.3,627.467,1747.133,17459.9,4668.8,280.0,270.133,550.133,364.3,1374.467,9156.1,457.5,2470.8,18491.967
