Month,Crude Oil Refinery and Blender Net Input,Natural Gas Liquids Refinery and Blender Net Inputs,Other Liquids Refinery and Blender Net Inputs,Total Petroleum Refinery and Blender Net Inputs,Distillate Fuel Oil Refinery and Blender Net Production,Propane Refinery and Blender Net Production,Propylene Refinery and Blender Net Production,Propane/Propylene Refinery and Blender Net Production,Total Hydrocarbon Gas Liquids Refinery and Blender Net Production,Jet Fuel Refinery and Blender Net Production,Finished Motor Gasoline Refinery and Blender Net Production,Residual Fuel Oil Refinery and Blender Net Production,Other Petroleum Products Refinery and Blender Net Production,Total Petroleum Refinery and Blender Net Production
2012-12-01,15330.226,646.129,1627.419,17603.774,4884.419,293.355,285.258,578.613,390.226,1465.581,9050.581,387.677,2577.774,18756.258
2013-01-01,14567.226,543.29,1727.0,16837.516,4479.839,268.387,274.29,542.677,410.484,1414.452,8717.613,395.387,2480.548,17898.323
2013-02-01,14230.357,506.321,2270.214,17006.893,4280.5,254.821,281.107,535.929,477.393,1401.714,8925.964,504.143,2383.464,17973.179
2013-03-01,14702.613,490.29,2107.677,17300.581,4283.806,276.613,282.71,559.323,647.548,1461.452,8971.355,569.419,2378.839,18312.419
2013-04-01,14864.433,429.233,2342.433,17636.1,4416.433,268.433,292.967,561.4,814.1,1524.433,9042.0,508.2,2423.833,18729.0
2013-05-01,15304.839,379.484,2682.71,18367.032,4767.129,288.71,285.387,574.097,860.387,1449.548,9299.129,488.097,2542.226,19406.516
2013-06-01,15833.033,425.7,2442.9,18701.633,4791.5,291.9,273.667,565.567,840.7,1521.7,9472.167,468.967,2693.733,19788.767
2013-07-01,16041.677,426.677,2358.355,18826.71,4933.806,290.387,285.065,575.452,858.258,1560.806,9374.0,481.419,2750.323,19958.613
2013-08-01,15793.194,443.871,2470.774,18707.839,4929.968,296.194,287.419,583.613,829.097,1604.871,9340.258,416.871,2701.71,19822.774
2013-09-01,15635.8,560.433,2005.933,18202.167,4888.367,292.5,281.267,573.767,629.833,1543.967,9190.333,433.833,2651.767,19338.1
2013-10-01,14991.129,566.839,2398.258,17956.226,4814.806,273.129,269.129,542.258,418.387,1425.871,9483.613,420.29,2478.097,19041.065
2013-11-01,15632.967,595.267,1935.033,18163.267,5049.667,287.133,270.1,557.233,301.267,1491.1,9476.067,466.167,2505.267,19289.533
2013-12-01,16069.29,588.774,1790.839,18448.903,5121.613,314.129,285.645,599.774,376.0,1585.935,9495.194,454.774,2594.484,19628.0
2014-01-01,15311.065,523.968,1411.677,17246.71,4685.29,302.71,281.226,583.935,405.516,1479.226,8849.0,476.323,2458.645,18354.0
2014-02-01,15127.571,530.857,1789.893,17448.321,4594.464,294.893,277.321,572.214,504.75,1452.679,9110.536,427.464,2422.786,18512.679
2014-03-01,15115.742,494.903,2476.032,18086.677,4779.677,289.71,274.548,564.258,666.097,1420.968,9367.516,460.839,2383.065,19078.161
2014-04-01,15864.133,432.567,2529.3,18826.0,4987.9,321.2,279.1,600.3,860.1,1498.233,9652.2,420.433,2485.1,19903.967
2014-05-01,15945.548,432.129,2761.323,19139.0,5026.129,322.194,274.032,596.226,886.742,1467.516,9834.097,454.29,2483.129,20151.903
2014-06-01,15817.3,430.767,2727.4,18975.467,4896.0,317.367,278.633,596.0,870.433,1521.433,9809.367,454.7,2545.033,20096.967
2014-07-01,16534.452,413.677,2614.548,19562.677,5021.194,330.065,282.484,612.548,909.161,1636.742,9983.065,402.129,2717.581,20669.871
2014-08-01,16460.355,424.387,2440.194,19324.935,5042.452,317.935,283.968,601.903,887.742,1674.839,9740.968,438.677,2702.935,20487.613
2014-09-01,16073.5,543.233,2025.5,18642.233,4939.8,297.8,253.967,551.767,610.233,1618.567,9403.567,409.767,2675.733,19657.667
2014-10-01,15361.032,593.581,2035.355,17989.968,4662.0,264.161,264.677,528.839,444.258,1484.613,9552.065,415.645,2459.774,19018.355
2014-11-01,16043.433,658.233,1700.5,18402.167,5011.633,296.667,306.767,603.433,386.767,1569.567,9607.433,462.0,2542.467,19579.867
2014-12-01,16469.032,659.065,2019.129,19147.226,5322.871,320.484,314.742,635.226,398.097,1664.839,9897.548,401.161,2562.71,20247.226
2015-01-01,15456.129,588.871,1721.194,17766.194,4835.226,288.419,272.645,561.065,392.452,1513.355,9259.516,376.677,2464.097,18841.323
2015-02-01,15341.571,544.786,2111.5,17997.857,4752.357,273.893,255.179,529.071,401.0,1525.286,9503.536,419.5,2417.536,19019.214
2015-03-01,15640.0,494.226,2281.0,18415.226,4893.71,299.097,236.419,535.516,609.71,1498.484,9523.871,478.323,2424.323,19428.419
2015-04-01,16272.8,406.433,2292.133,18971.367,4991.433,313.7,275.6,589.3,815.133,1590.733,9719.5,466.833,2455.233,20038.867
2015-05-01,16401.613,393.613,2317.161,19112.387,4982.806,297.032,284.871,581.903,885.161,1608.0,9771.194,435.516,2512.742,20195.419
2015-06-01,16701.133,418.4,2130.867,19250.4,5031.8,278.133,291.233,569.367,863.833,1640.233,9846.2,413.333,2482.667,20278.067
2015-07-01,16878.645,431.968,2280.097,19590.71,5101.194,282.613,297.71,580.323,852.839,1669.903,9988.935,426.065,2644.161,20683.097
2015-08-01,16700.226,448.935,2377.194,19526.355,5106.581,275.161,298.871,574.032,839.419,1600.226,9997.516,403.677,2677.452,20624.871
2015-09-01,16167.6,546.167,2294.4,19008.167,5060.8,265.2,263.833,529.033,582.733,1546.533,9878.4,414.133,2571.8,20054.4
2015-10-01,15439.871,600.484,2572.903,18613.258,4816.516,257.032,263.097,520.129,441.613,1553.516,9934.903,419.323,2487.484,19653.355
2015-11-01,16458.033,683.433,1668.633,18810.1,5169.033,284.4,274.833,559.233,342.667,1633.7,9798.833,376.5,2554.233,19874.967
2015-12-01,16741.548,649.484,1377.194,18768.226,5042.097,284.871,292.71,577.581,332.677,1698.032,9805.677,376.419,2621.419,19876.323
2016-01-01,15951.29,672.387,994.484,17618.161,4530.258,284.452,304.129,588.581,354.323,1581.419,9378.387,395.032,2495.355,18734.774
2016-02-01,15842.828,568.517,1864.276,18275.621,4667.793,289.862,283.897,573.759,425.966,1577.897,9834.31,403.379,2436.655,19346.0
2016-03-01,16082.452,487.258,2284.387,18854.097,4848.29,306.645,288.516,595.161,665.548,1574.613,9931.774,399.935,2483.065,19903.226
2016-04-01,15920.267,452.2,2450.933,18823.4,4658.8,313.633,283.8,597.433,828.6,1592.433,9876.267,434.967,2527.433,19918.5
2016-05-01,16236.806,420.161,2492.871,19149.839,4760.419,327.548,285.226,612.774,897.226,1606.419,10057.968,427.0,2561.161,20310.194
2016-06-01,16432.6,432.467,2825.3,19690.367,4953.6,326.1,272.333,598.433,888.167,1661.833,10279.733,389.433,2631.567,20804.333
2016-07-01,16621.194,424.968,2679.839,19726.0,4933.419,320.645,268.968,589.613,872.516,1736.548,10224.032,400.613,2749.129,20916.258
2016-08-01,16593.355,426.613,2812.677,19832.645,4939.194,303.258,272.323,575.581,838.29,1795.806,10292.548,419.839,2695.742,20981.419
2016-09-01,16339.833,547.333,2311.933,19199.1,4888.133,301.6,273.2,574.8,645.2,1737.933,10020.367,435.967,2593.867,20321.467
2016-10-01,15454.355,632.742,2411.29,18498.387,4614.129,291.194,265.194,556.387,476.355,1591.161,10059.032,454.806,2391.742,19587.226
2016-11-01,16235.233,698.867,1966.533,18900.633,5065.967,308.667,280.633,589.3,348.9,1680.4,9968.767,450.133,2499.033,20013.2
2016-12-01,16515.871,673.548,1755.194,18944.613,5147.645,307.645,287.258,594.903,329.839,1661.194,10012.871,400.903,2535.484,20087.935
2017-01-01,16118.226,649.29,1102.484,17870.0,4785.452,297.645,266.29,563.935,354.903,1614.226,9281.097,485.194,2488.129,19009.0
2017-02-01,15493.107,586.679,2011.321,18091.107,4656.643,282.464,261.679,544.143,412.964,1602.714,9506.929,482.464,2491.893,19153.607
2017-03-01,16047.935,519.419,2212.742,18780.097,4792.516,295.194,291.258,586.452,677.903,1674.452,9802.129,405.677,2539.484,19892.161
2017-04-01,16954.433,477.933,1918.333,19350.7,5018.867,297.5,303.433,600.933,856.933,1735.067,9855.167,416.567,2614.067,20496.667
2017-05-01,17222.387,483.677,2172.71,19878.774,5215.516,324.387,297.71,622.097,908.032,1713.161,10125.548,407.71,2643.968,21013.935
2017-06-01,17204.067,473.333,2491.033,20168.433,5283.767,332.8,282.433,615.233,915.2,1763.533,10270.0,406.267,2688.867,21327.633
2017-07-01,17317.452,445.742,2241.355,20004.548,5161.871,311.903,294.871,606.774,877.161,1816.516,10164.161,390.484,2695.387,21105.581
2017-08-01,16980.516,480.323,2340.29,19801.129,5044.065,308.935,279.677,588.613,833.774,1763.581,10176.484,452.548,2643.516,20913.968
2017-09-01,15460.2,605.5,2201.133,18266.833,4559.733,278.3,235.033,513.333,477.333,1664.6,9778.1,459.233,2337.633,19276.633
2017-10-01,16061.194,593.065,2390.742,19045.0,4972.032,303.129,291.032,594.161,519.645,1610.516,10128.581,442.194,2453.516,20126.484
2017-11-01,16839.6,730.867,1847.767,19418.233,5362.1,314.7,301.2,615.9,348.433,1670.633,10219.733,407.767,2555.733,20564.4
2017-12-01,17274.387,750.194,1450.129,19474.71,5407.871,331.581,310.516,642.097,341.194,1784.484,10103.903,372.548,2590.484,20600.484
2018-01-01,16599.194,629.871,1233.452,18462.516,5005.935,295.742,304.226,599.968,392.774,1686.935,9528.839,467.419,2483.032,19564.935
2018-02-01,15936.25,629.25,1717.893,18283.393,4584.143,294.536,273.857,568.393,409.393,1688.143,9797.143,461.5,2439.571,19379.893
2018-03-01,16665.129,556.097,1923.161,19144.387,4822.516,295.29,275.742,571.032,631.613,1780.645,10052.516,403.161,2549.677,20240.129
2018-04-01,16766.2,497.233,2325.9,19589.333,5119.533,307.0,285.767,592.767,800.333,1795.467,9974.2,450.433,2562.633,20702.6
2018-05-01,16968.742,453.71,2464.516,19886.968,5214.129,299.548,291.677,591.226,855.065,1803.742,10138.323,414.806,2602.323,21028.387
2018-06-01,17665.667,455.667,2308.733,20430.067,5410.367,321.367,285.733,607.1,873.933,1893.167,10313.633,347.567,2724.3,21562.967
2018-07-01,17357.0,442.323,2413.581,20212.903,5257.065,320.161,286.355,606.516,870.097,1894.194,10174.097,444.226,2742.129,21381.806
2018-08-01,17622.903,504.194,2316.226,20443.323,5369.484,310.194,293.387,603.581,880.484,1954.71,10242.613,391.323,2790.194,21628.806
2018-09-01,16990.867,565.433,2034.733,19591.033,5230.0,296.1,294.033,590.133,650.333,1855.833,9926.9,429.367,2639.467,20731.9
2018-10-01,16412.226,686.645,2196.065,19294.935,5035.387,279.484,294.29,573.774,464.032,1690.871,10300.71,397.194,2522.323,20410.516
2018-11-01,17162.1,746.333,1703.867,19612.3,5350.1,293.833,314.433,608.267,395.133,1768.667,10240.0,449.767,2558.067,20761.733
2018-12-01,17409.387,731.968,1474.0,19615.355,5575.645,302.71,313.0,615.71,373.032,1855.71,10020.032,440.258,2561.032,20825.71
2019-01-01,16782.968,674.935,1414.806,18872.71,5249.516,297.129,291.839,588.968,367.677,1771.032,9747.0,397.806,2448.387,19981.419
2019-02-01,15845.75,591.714,1934.571,18372.036,4904.679,256.786,288.571,545.357,428.75,1689.393,9744.179,308.964,2303.143,19379.107
2019-03-01,15934.677,511.871,2580.419,19026.968,4968.419,287.613,261.484,549.097,628.645,1727.968,10060.226,357.355,2322.71,20065.323
2019-04-01,16341.2,485.733,2481.7,19308.633,5059.2,295.033,271.7,566.733,804.167,1727.6,10019.567,388.967,2374.233,20373.733
2019-05-01,16719.452,459.903,2519.452,19698.806,5211.71,294.516,282.903,577.419,867.355,1728.581,10229.419,363.484,2362.484,20763.032
2019-06-01,17235.8,431.467,2468.933,20136.2,5350.7,300.4,290.167,590.567,859.4,1882.567,10235.8,429.933,2453.967,21212.367
2019-07-01,17175.194,447.935,2593.226,20216.355,5245.806,292.387,286.419,578.806,852.0,1922.323,10240.226,389.903,2632.129,21282.387
2019-08-01,17296.839,480.742,2579.968,20357.548,5266.484,294.935,284.129,579.065,806.194,1924.258,10436.935,409.548,2612.806,21456.226
2019-09-01,16403.1,600.667,2177.967,19181.733,5035.0,271.8,281.633,553.433,613.067,1798.7,9916.133,382.8,2453.533,20199.233
2019-10-01,15680.871,711.806,2356.613,18749.29,4793.935,251.774,280.903,532.677,409.226,1653.387,10258.645,339.968,2308.355,19763.516
2019-11-01,16481.767,743.633,1971.667,19197.067,5231.1,293.933,287.133,581.067,272.3,1833.467,10228.867,313.633,2448.9,20328.267
2019-12-01,16792.548,715.645,1735.419,19243.613,5309.419,315.806,280.226,596.032,347.903,1890.032,9991.71,249.097,2588.871,20377.032
2020-01-01,16228.516,697.903,1611.613,18538.032,5086.548,296.548,269.097,565.645,387.839,1854.419,9625.968,225.742,2485.613,19666.129
2020-02-01,15865.414,639.655,1816.276,18321.345,4812.862,280.724,233.621,514.345,381.241,1666.345,9742.414,251.034,2408.793,19262.69
2020-03-01,15230.452,498.903,1375.419,17104.774,4952.935,278.484,245.452,523.935,621.0,1359.258,8575.839,240.871,2329.0,18078.903
2020-04-01,12772.333,317.233,1128.0,14217.567,5078.8,229.9,264.4,494.3,682.8,619.033,6365.4,138.567,2106.7,14991.3
2020-05-01,12968.032,336.097,1619.097,14923.226,4818.161,233.548,258.387,491.935,671.032,505.419,7476.452,142.742,2117.452,15731.258
2020-06-01,13734.367,402.467,2207.067,16343.9,4579.667,248.5,255.7,504.2,710.4,733.133,8747.967,238.4,2205.0,17214.567
2020-07-01,14333.581,455.806,2287.677,17077.065,4842.742,264.516,257.903,522.419,732.161,835.71,9026.097,218.677,2350.355,18005.742
2020-08-01,14151.71,422.161,2674.677,17248.548,4822.742,274.387,252.355,526.742,712.032,851.0,9311.903,192.677,2282.097,18172.452
2020-09-01,13572.833,536.267,2262.633,16371.733,4493.5,259.933,269.7,529.633,555.467,799.5,9090.133,167.333,2213.867,17319.8
2020-10-01,13444.742,586.903,2033.516,16065.161,4204.161,258.194,279.613,537.806,409.839,821.258,9252.355,147.516,2154.323,16989.452
2020-11-01,14123.7,637.367,1476.0,16237.067,4522.0,274.8,284.9,559.7,333.3,1061.7,8883.2,153.2,2218.1,17171.5
2020-12-01,14139.806,570.548,1645.452,16355.806,4632.903,265.871,292.065,557.935,346.968,1125.194,8809.29,145.677,2210.71,17270.742
2021-01-01,14541.839,593.419,1065.806,16201.065,4560.161,259.129,296.097,555.226,367.258,1226.355,8522.645,178.871,2234.419,17089.71
2021-02-01,12370.929,482.786,1939.464,14793.179,3781.964,219.107,244.821,463.929,342.679,949.143,8395.429,187.679,1916.571,15573.464
2021-03-01,14387.129,520.323,2077.742,16985.194,4519.258,270.742,267.484,538.226,594.226,1101.0,9285.839,223.774,2125.742,17849.839
2021-04-01,15162.167,451.467,2227.3,17840.933,4595.933,280.1,299.1,579.2,778.667,1262.633,9643.8,187.133,2309.933,18778.1
2021-05-01,15595.677,430.29,2423.194,18449.161,4745.0,301.065,324.032,625.097,899.742,1308.065,9873.968,209.452,2450.484,19486.71
2021-06-01,16190.233,414.233,2395.267,18999.733,4980.5,301.467,306.4,607.867,880.9,1383.133,9960.933,229.3,2517.967,19952.733
2021-07-01,15851.839,432.032,2538.0,18821.871,4855.903,289.0,298.29,587.29,849.806,1423.387,9934.097,245.161,2462.161,19770.516
2021-08-01,15726.0,433.387,2429.903,18589.29,4741.613,288.129,295.903,584.032,805.484,1435.258,9865.71,231.097,2499.097,19578.258
2021-09-01,15231.667,544.3,2037.533,17813.5,4555.167,259.733,278.733,538.467,606.7,1355.667,9686.4,184.9,2359.6,18748.433
2021-10-01,15045.355,696.419,1956.903,17698.677,4727.258,276.484,269.0,545.484,486.581,1321.097,9697.71,222.258,2256.903,18711.806
2021-11-01,15683.967,774.7,1604.4,18063.067,4950.233,286.7,300.8,587.5,383.167,1423.567,9731.467,246.4,2341.0,19075.833
2021-12-01,15756.903,805.935,1437.419,18000.258,4926.226,294.484,304.645,599.129,388.097,1512.129,9666.258,210.355,2389.129,19092.194
2022-01-01,15467.677,653.226,763.839,16884.742,4670.419,271.129,278.548,549.677,381.871,1516.548,8758.194,270.355,2275.839,17873.226
2022-02-01,15397.286,592.536,1528.214,17518.036,4682.143,271.607,275.607,547.214,454.107,1503.679,9372.571,228.0,2201.571,18442.071
2022-03-01,15846.806,531.516,1804.516,18182.839,5004.097,274.516,284.032,558.548,631.323,1435.935,9524.581,300.581,2290.387,19186.903
2022-04-01,15648.3,469.5,2284.5,18402.3,4835.267,298.367,284.533,582.9,810.067,1699.233,9546.833,231.7,2329.367,19452.467
2022-05-01,16238.774,452.613,2271.935,18963.323,4987.903,289.226,286.387,575.613,849.484,1740.677,9825.419,245.129,2401.419,20050.032
2022-06-01,16571.0,438.9,2120.133,19130.033,5196.5,296.1,273.133,569.233,861.467,1686.233,9834.3,205.367,2457.067,20240.933
2022-07-01,16358.0,473.871,2022.516,18854.387,5124.484,292.323,276.129,568.452,846.903,1723.548,9579.903,217.387,2462.645,19954.871
2022-08-01,16427.677,486.968,2204.806,19119.452,5142.387,294.097,263.0,557.097,800.065,1683.323,9872.452,274.194,2357.161,20129.581
2022-09-01,16141.2,607.467,2000.967,18749.633,5183.233,282.6,252.0,534.6,611.033,1601.2,9759.867,295.733,2380.567,19831.633
2022-10-01,15775.806,649.806,1806.581,18232.194,5077.161,274.065,223.645,497.71,404.29,1567.839,9653.839,253.161,2289.71,19246.0
2022-11-01,16450.467,737.667,1435.7,18623.833,5338.4,287.6,234.333,521.933,338.433,1658.8,9682.1,218.9,2410.5,19647.133
2022-12-01,15376.935,725.065,1575.871,17677.871,4872.871,262.419,229.355,491.774,337.129,1561.516,9415.355,272.387,2204.323,18663.581
2023-01-01,15086.548,743.161,1255.161,17084.871,4702.29,266.0,233.194,499.194,351.548,1623.097,8951.0,261.484,2226.903,18116.323
2023-02-01,15125.607,685.643,1681.679,17492.929,4696.929,269.107,226.143,495.25,409.536,1565.679,9316.607,275.929,2183.107,18447.786
2023-03-01,15512.516,555.258,2099.258,18167.032,4682.452,278.484,247.194,525.677,633.065,1679.323,9607.323,276.194,2213.065,19091.419
2023-04-01,15839.833,497.5,2155.467,18492.8,4743.233,286.0,260.933,546.933,806.6,1701.6,9683.667,287.3,2279.033,19501.433
2023-05-01,16215.032,475.419,2386.968,19077.419,4948.097,287.774,256.29,544.065,843.032,1690.516,9876.839,277.774,2373.129,20009.387
2023-06-01,16406.133,501.2,2193.5,19100.833,4975.867,283.5,251.9,535.4,847.033,1775.733,9929.767,229.833,2392.233,20150.467
2023-07-01,16627.968,468.581,1952.742,19049.29,4978.452,289.355,254.839,544.194,809.323,1779.742,9827.742,264.484,2433.677,20093.419
2023-08-01,16689.484,521.419,1988.839,19199.742,5017.516,287.613,254.806,542.419,825.806,1823.742,9912.29,269.226,2421.968,20270.548
2023-09-01,16239.3,681.567,1556.267,18477.133,4896.7,274.1,245.367,519.467,612.867,1749.667,9681.7,261.667,2345.6,19548.2
2023-10-01,15356.903,752.226,1817.194,17926.323,4734.742,268.968,233.742,502.71,414.742,1611.677,9732.032,270.613,2193.548,18957.355
2023-11-01,15937.167,796.167,1626.333,18359.667,5100.967,262.0,273.067,535.067,333.167,1699.767,9707.567,290.5,2282.367,19414.333
2023-12-01,16501.839,796.806,1147.323,18445.968,5244.032,283.419,275.742,559.161,345.258,1828.065,9508.032,287.387,2298.806,19511.581
2024-01-01,15399.387,723.0,1123.032,17245.419,4646.258,268.065,249.194,517.258,368.355,1691.516,8976.097,320.323,2220.032,18222.581
2024-02-01,14881.862,691.966,1723.138,17296.966,4318.207,252.966,221.345,474.31,380.828,1644.345,9306.862,398.517,2095.31,18144.069
2024-03-01,15864.613,643.71,1751.419,18259.742,4728.806,273.968,261.871,535.839,632.839,1757.903,9451.742,406.323,2192.452,19170.065
2024-04-01,15881.767,597.667,2063.3,18542.733,4790.533,268.6,276.0,544.6,804.033,1753.867,9675.933,296.1,2193.133,19513.6
2024-05-01,16718.484,541.774,1955.484,19215.742,5009.871,278.226,277.71,555.935,842.355,1834.903,9883.806,322.677,2286.258,20179.871
2024-06-01,16814.867,526.833,1976.0,19317.7,5037.8,281.433,270.333,551.767,821.4,1930.7,9827.8,303.467,2372.433,20293.6
2024-07-01,16568.29,514.161,2228.032,19310.484,5137.613,279.419,251.226,530.645,776.677,1922.548,9779.387,308.903,2315.871,20241.0
2024-08-01,16838.71,572.419,1954.613,19365.742,5117.0,287.161,261.871,549.032,792.581,1908.71,9878.387,303.355,2374.194,20374.226
2024-09-01,16200.567,710.767,1567.933,18479.267,4991.933,266.033,256.333,522.367,611.8,1788.967,9521.433,264.933,2287.767,19466.833
2024-10-01,16011.355,701.731,1963.191,18676.277,4936.516,,,514.538,443.136,1735.871,9817.065,320.516,2414.98,19668.084
2024-11-01,16497.067,758.408,1429.587,18685.062,5065.9,,,527.246,319.566,1795.3,9564.867,315.233,2638.629,19699.495
