Month,Natural Gas Exports to Brazil,Natural Gas Exports to Canada,Natural Gas Exports to Chile,Natural Gas Exports to China,Natural Gas Exports to France,Natural Gas Exports to India,Natural Gas Exports to Japan,Natural Gas Exports to Mexico,Natural Gas Exports to South Korea,Natural Gas Exports to Spain,Natural Gas Exports to Turkey,Natural Gas Exports to United Kingdom,Natural Gas Exports to Other Countries,Total Natural Gas Exports
2022-12-01,0.0,100.012,0.0,6.992,38.311,14.139,20.535,159.338,24.7,33.847,17.979,69.332,112.351,597.535
2023-01-01,0.0,105.422,3.307,17.896,34.124,6.956,17.696,169.38,24.507,13.987,39.283,63.032,113.015,608.605
2023-02-01,0.0,95.691,0.0,2.565,39.457,14.064,14.058,152.913,22.672,32.138,13.444,71.702,116.067,574.773
2023-03-01,1.334,106.185,7.271,5.132,28.581,10.23,20.102,180.8,10.807,38.096,11.866,70.499,159.481,650.384
2023-04-01,3.598,75.681,0.0,3.426,53.211,14.585,13.687,169.237,24.734,13.68,13.908,75.836,159.113,620.697
2023-05-01,4.196,77.991,6.419,6.593,51.355,7.14,31.208,193.649,10.958,12.266,0.0,25.242,211.365,638.382
2023-06-01,8.628,75.337,4.011,20.261,45.569,14.488,28.031,204.149,17.044,12.274,0.0,0.0,177.517,607.307
2023-07-01,0.0,76.576,7.144,35.337,20.589,20.494,44.016,210.605,16.462,34.106,0.0,0.0,169.156,634.485
2023-08-01,3.287,68.399,3.065,14.252,34.332,13.713,31.302,213.069,34.932,20.023,0.0,3.655,194.468,634.499
2023-09-01,6.561,76.635,0.0,10.222,32.016,24.452,33.375,202.437,24.112,10.234,3.531,7.464,194.586,625.625
2023-10-01,3.72,66.936,0.0,18.013,54.072,13.698,24.357,202.27,28.224,49.792,4.507,24.9,161.316,651.805
2023-11-01,3.563,88.974,0.0,25.601,58.907,7.441,24.896,179.028,26.14,17.28,27.56,47.642,147.2,654.23
2023-12-01,3.708,111.275,0.0,13.949,40.692,17.062,27.461,178.282,35.187,15.629,42.304,60.209,163.046,708.805
2024-01-01,8.292,92.171,3.696,7.944,28.049,10.685,19.34,185.587,20.64,38.812,42.693,42.928,173.159,673.998
2024-02-01,6.18,114.039,3.522,16.312,49.363,13.53,22.827,170.031,16.193,13.66,20.454,34.724,162.698,643.532
2024-03-01,0.0,115.666,6.439,17.376,60.572,13.842,28.923,182.437,21.023,21.849,8.963,13.663,177.235,667.989
2024-04-01,1.364,72.603,5.441,10.025,37.672,20.843,22.227,190.866,17.457,10.127,3.057,6.887,168.655,567.223
2024-05-01,5.941,66.605,7.33,25.863,19.797,45.269,41.155,215.293,28.401,8.399,0.0,7.1,175.249,646.403
2024-06-01,14.0,66.624,7.101,17.042,6.63,28.782,27.862,203.782,44.575,17.364,0.0,6.398,186.611,626.772
2024-07-01,3.531,66.389,10.64,29.7,14.207,28.326,30.453,217.884,24.15,12.532,0.0,3.703,166.612,608.126
2024-08-01,16.737,66.018,3.695,28.15,8.293,24.876,30.289,221.451,42.728,20.877,0.0,13.891,173.273,650.277
2024-09-01,21.787,69.707,0.0,31.907,24.388,31.99,31.578,205.542,25.412,14.107,0.0,3.575,178.273,638.266
