Month,Natural Gas Exports to Brazil,Natural Gas Exports to Canada,Natural Gas Exports to Chile,Natural Gas Exports to China,Natural Gas Exports to France,Natural Gas Exports to India,Natural Gas Exports to Japan,Natural Gas Exports to Mexico,Natural Gas Exports to South Korea,Natural Gas Exports to Spain,Natural Gas Exports to Turkey,Natural Gas Exports to United Kingdom,Natural Gas Exports to Other Countries,Total Natural Gas Exports
2004-09-01,0.0,29.681,0.0,0.0,0.0,0.0,7.445,37.313,0.0,0.0,0.0,0.0,0.0,74.439
2004-10-01,0.0,21.827,0.0,0.0,0.0,0.0,5.296,34.05,0.0,0.0,0.0,0.0,0.0,61.174
2004-11-01,0.0,45.803,0.0,0.0,0.0,0.0,5.573,35.055,0.0,0.0,0.0,0.0,0.0,86.431
2004-12-01,0.0,42.774,0.0,0.0,0.0,0.0,5.563,34.312,0.0,0.0,0.0,0.0,0.0,82.649
2005-01-01,0.0,53.059,0.0,0.0,0.0,0.0,5.565,32.771,0.0,0.0,0.0,0.0,0.0,91.395
2005-02-01,0.0,52.597,0.0,0.0,0.0,0.0,5.56,31.419,0.0,0.0,0.0,0.0,0.0,89.576
2005-03-01,0.0,64.725,0.0,0.0,0.0,0.0,5.559,25.936,0.0,0.0,0.0,0.0,0.0,96.22
2005-04-01,0.0,29.221,0.0,0.0,0.0,0.0,5.63,20.688,0.0,0.0,0.0,0.0,0.0,55.538
2005-05-01,0.0,28.465,0.0,0.0,0.0,0.0,3.734,26.745,0.0,0.0,0.0,0.0,0.0,58.944
2005-06-01,0.0,18.392,0.0,0.0,0.0,0.0,3.744,32.671,0.0,0.0,0.0,0.0,0.0,54.807
2005-07-01,0.0,17.957,0.0,0.0,0.0,0.0,7.454,29.636,0.0,0.0,0.0,0.0,0.0,55.048
2005-08-01,0.0,19.254,0.0,0.0,0.0,0.0,5.587,27.146,0.0,0.0,0.0,0.0,0.0,51.987
2005-09-01,0.0,16.123,0.0,0.0,0.0,0.0,5.577,22.124,0.0,0.0,0.0,0.0,0.0,43.824
2005-10-01,0.0,15.169,0.0,0.0,0.0,0.0,5.574,20.283,0.0,0.0,0.0,0.0,0.0,41.025
2005-11-01,0.0,20.488,0.0,0.0,0.0,0.0,5.574,18.902,0.0,0.0,0.0,0.0,0.0,44.964
2005-12-01,0.0,22.828,0.0,0.0,0.0,0.0,5.568,16.876,0.0,0.0,0.0,0.0,0.0,45.272
2006-01-01,0.0,31.979,0.0,0.0,0.0,0.0,5.572,18.05,0.0,0.0,0.0,0.0,0.0,55.6
2006-02-01,0.0,32.718,0.0,0.0,0.0,0.0,5.563,20.484,0.0,0.0,0.0,0.0,0.0,58.766
2006-03-01,0.0,37.407,0.0,0.0,0.0,0.0,5.556,26.47,0.0,0.0,0.0,0.0,0.0,69.434
2006-04-01,0.0,15.651,0.0,0.0,0.0,0.0,5.57,23.96,0.0,0.0,0.0,0.0,0.0,45.181
2006-05-01,0.0,21.343,0.0,0.0,0.0,0.0,5.575,35.639,0.0,0.0,0.0,0.0,0.0,62.557
2006-06-01,0.0,22.974,0.0,0.0,0.0,0.0,5.586,37.148,0.0,0.0,0.0,0.0,0.0,65.708
2006-07-01,0.0,16.624,0.0,0.0,0.0,0.0,5.595,36.655,0.0,0.0,0.0,0.0,0.0,58.874
2006-08-01,0.0,17.187,0.0,0.0,0.0,0.0,5.628,31.924,0.0,0.0,0.0,0.0,0.0,54.739
2006-09-01,0.0,22.936,0.0,0.0,0.0,0.0,3.726,25.921,0.0,0.0,0.0,0.0,0.0,52.583
2006-10-01,0.0,30.44,0.0,0.0,0.0,0.0,3.171,25.293,0.0,0.0,0.0,0.0,0.0,58.904
2006-11-01,0.0,44.928,0.0,0.0,0.0,0.0,4.806,19.955,0.0,0.0,0.0,0.0,0.0,69.688
2006-12-01,0.0,46.878,0.0,0.0,0.0,0.0,4.417,20.628,0.0,0.0,0.0,0.0,0.0,71.923
2007-01-01,0.0,40.663,0.0,0.0,0.0,0.0,4.87,23.688,0.0,0.0,0.0,0.0,0.0,69.221
2007-02-01,0.0,34.287,0.0,0.0,0.0,0.0,5.001,17.251,0.0,0.0,0.0,0.0,0.0,56.539
2007-03-01,0.0,53.43,0.0,0.0,0.0,0.0,4.745,18.861,0.0,0.0,0.0,0.0,0.0,77.036
2007-04-01,0.0,31.748,0.0,0.0,0.0,0.0,3.502,15.486,0.0,0.0,0.0,0.0,0.0,50.736
2007-05-01,0.0,35.031,0.0,0.0,0.0,0.0,3.568,23.878,0.0,0.0,0.0,0.0,0.0,62.477
2007-06-01,0.0,28.197,0.0,0.0,0.0,0.0,3.342,25.77,0.0,0.0,0.0,0.0,0.0,57.309
2007-07-01,0.0,37.898,0.0,0.0,0.0,0.0,4.239,28.523,0.0,0.0,0.0,0.0,0.0,70.66
2007-08-01,0.0,27.608,0.0,0.0,0.0,0.0,4.31,29.951,0.0,0.0,0.0,0.0,0.0,61.87
2007-09-01,0.0,32.984,0.0,0.0,0.0,0.0,3.604,28.49,0.0,0.0,0.0,0.0,0.0,65.077
2007-10-01,0.0,31.094,0.0,0.0,0.0,0.0,1.68,28.907,0.0,0.0,0.0,0.0,1.895,63.576
2007-11-01,0.0,57.587,0.0,0.0,0.0,0.0,3.204,25.666,0.0,0.0,0.0,0.0,0.0,86.458
2007-12-01,0.0,71.671,0.0,0.0,0.0,0.0,4.436,25.389,0.0,0.0,0.0,0.0,0.0,101.495
2008-01-01,0.0,66.585,0.0,0.0,0.0,0.0,2.835,39.882,0.0,0.0,0.0,0.0,0.0,109.302
2008-02-01,0.0,59.189,0.0,0.0,0.0,0.0,2.733,37.451,0.0,0.0,0.0,0.0,0.0,99.374
2008-03-01,0.0,66.4,0.0,0.0,0.0,0.0,2.926,31.025,0.0,0.0,0.0,0.0,0.0,100.351
2008-04-01,0.0,43.367,0.0,0.0,0.0,0.0,2.86,28.115,0.0,0.0,0.0,0.0,0.0,74.343
2008-05-01,0.0,40.356,0.0,0.0,0.0,0.0,3.485,25.14,0.0,0.0,0.0,0.0,0.0,68.981
2008-06-01,0.0,27.484,0.0,0.0,0.0,0.0,3.849,30.369,0.0,0.0,0.0,0.0,0.0,61.702
2008-07-01,0.0,29.551,0.0,0.0,0.0,0.0,3.613,30.181,0.0,0.0,0.0,0.0,0.0,63.345
2008-08-01,0.0,27.579,0.0,0.0,0.0,0.0,4.994,34.585,0.0,0.0,0.0,0.0,0.0,67.157
2008-09-01,0.0,25.683,0.0,0.0,0.0,0.0,3.129,26.518,0.0,0.0,0.0,0.0,0.0,55.33
2008-10-01,0.0,35.446,0.0,0.0,0.0,0.0,2.939,28.458,0.0,0.0,0.0,0.0,0.0,66.843
2008-11-01,0.0,61.464,0.0,0.0,0.0,0.0,3.139,25.829,0.0,0.0,0.0,0.0,0.0,90.432
2008-12-01,0.0,75.545,0.0,0.0,0.0,0.0,2.66,27.896,0.0,0.0,0.0,0.0,0.0,106.101
2009-01-01,0.0,83.544,0.0,0.0,0.0,0.0,1.847,27.598,0.0,0.0,0.0,0.0,0.0,112.989
2009-02-01,0.0,75.174,0.0,0.0,0.0,0.0,2.759,25.263,0.0,0.0,0.0,0.0,0.0,103.196
2009-03-01,0.0,76.564,0.0,0.0,0.0,0.0,2.938,24.198,0.0,0.0,0.0,0.0,0.0,103.699
2009-04-01,0.0,55.45,0.0,0.0,0.0,0.0,1.915,22.651,0.0,0.0,0.0,0.0,0.0,80.016
2009-05-01,0.0,46.007,0.0,0.0,0.0,0.0,1.912,29.154,0.0,0.0,0.0,0.0,0.0,77.072
2009-06-01,0.0,36.558,0.0,0.0,0.0,0.0,1.913,27.789,0.0,0.0,0.0,0.0,0.0,66.259
2009-07-01,0.0,41.794,0.0,0.0,0.0,0.0,3.832,30.646,0.0,0.0,0.0,0.0,0.0,76.273
2009-08-01,0.0,45.214,0.0,0.0,0.0,0.0,1.918,31.624,0.0,0.0,0.0,0.0,0.0,78.755
2009-09-01,0.0,46.852,0.0,0.0,0.0,0.0,3.835,33.099,0.0,0.0,0.0,0.0,0.0,83.786
2009-10-01,0.0,47.086,0.0,0.0,0.0,0.0,1.914,29.092,0.0,0.0,0.0,0.0,0.0,78.092
2009-11-01,0.0,65.747,0.0,0.0,0.0,0.0,1.917,29.228,0.0,0.0,0.0,0.0,0.0,96.892
2009-12-01,0.0,80.608,0.0,0.0,0.0,0.0,3.836,28.149,2.735,0.0,0.0,0.0,2.735,115.328
2010-01-01,0.0,68.232,0.0,0.0,0.0,0.0,1.92,23.418,0.0,0.0,0.0,0.0,0.0,93.57
2010-02-01,0.0,60.31,0.0,0.0,0.0,0.0,1.922,22.439,0.0,3.149,0.0,0.0,3.149,87.82
2010-03-01,0.0,76.977,0.0,0.0,0.0,0.0,1.914,20.683,0.0,0.0,0.0,0.0,0.0,99.574
2010-04-01,0.0,50.454,0.0,0.0,0.0,0.0,3.836,21.648,0.0,0.0,0.0,0.0,0.0,75.938
2010-05-01,0.0,54.676,0.0,0.0,0.0,0.0,1.915,29.135,0.0,0.0,0.0,0.0,0.0,85.725
2010-06-01,0.0,51.219,0.0,0.0,0.0,0.0,1.915,33.802,3.103,0.0,0.0,0.0,3.103,90.04
2010-07-01,0.0,49.558,0.0,0.0,0.0,0.0,3.829,32.465,0.0,0.0,0.0,0.0,0.0,85.851
2010-08-01,0.0,48.899,0.0,0.0,0.0,0.0,1.916,33.349,0.0,0.0,0.0,0.0,0.0,84.164
2010-09-01,0.0,49.604,0.0,0.0,0.0,0.0,6.651,23.22,0.0,0.0,0.0,0.0,0.0,79.475
2010-10-01,0.0,63.371,0.0,0.0,0.0,0.0,1.915,24.718,5.97,0.0,0.0,0.0,5.97,95.974
2010-11-01,3.279,83.875,0.0,0.0,0.0,0.0,1.918,30.118,0.0,0.968,0.0,3.379,7.626,123.537
2010-12-01,0.0,81.572,0.0,0.0,0.0,2.873,3.271,38.464,2.735,0.0,0.0,6.206,11.814,135.121
2011-01-01,0.0,85.171,0.0,0.0,0.0,3.477,1.856,36.191,3.157,3.007,0.0,2.862,12.503,135.721
2011-02-01,0.0,83.577,0.0,0.0,0.0,3.12,1.908,36.408,0.0,0.0,0.0,0.0,3.12,125.014
2011-03-01,0.0,98.465,0.0,0.0,0.0,3.072,1.915,40.908,0.0,0.0,0.0,0.0,3.072,144.36
2011-04-01,0.0,75.75,0.0,0.0,0.0,0.0,1.913,42.899,2.901,2.911,0.0,0.0,5.812,126.374
2011-05-01,1.68,79.646,0.0,1.127,0.0,2.873,2.741,43.729,0.0,0.0,0.0,0.0,5.68,131.797
2011-06-01,0.0,71.099,0.0,0.0,0.0,0.0,1.915,46.457,0.0,0.0,0.0,0.0,0.0,119.47
2011-07-01,2.581,63.754,0.0,0.0,0.0,0.0,0.0,46.946,0.0,0.0,0.0,0.0,2.581,113.28
2011-08-01,0.0,67.49,0.0,0.0,0.0,0.0,1.911,42.003,0.0,0.0,0.0,0.0,0.0,111.404
2011-09-01,4.681,77.496,0.0,3.354,0.0,0.0,1.916,39.298,0.0,0.0,0.0,0.0,8.034,126.744
2011-10-01,0.0,63.997,0.0,2.848,0.0,0.0,0.0,42.668,0.0,0.0,0.0,0.0,2.848,109.513
2011-11-01,0.0,83.861,2.91,0.0,0.0,0.0,1.936,38.891,0.0,0.0,0.0,0.0,2.91,127.599
2011-12-01,2.108,86.688,0.0,0.0,0.0,0.0,0.0,42.494,3.085,0.0,0.0,0.0,5.192,134.374
2012-01-01,0.0,83.852,0.0,0.0,0.0,3.004,3.174,40.434,0.0,0.0,0.0,0.0,3.004,130.464
2012-02-01,0.0,86.627,0.0,0.0,0.0,0.0,1.863,41.686,0.0,0.0,0.0,0.0,0.0,130.175
2012-03-01,2.601,92.962,0.0,0.0,0.0,0.0,0.0,45.602,0.0,0.0,0.0,0.0,2.601,141.164
2012-04-01,0.0,77.652,0.0,0.0,0.0,0.0,0.0,45.498,0.0,0.0,0.0,0.0,0.0,123.15
2012-05-01,0.0,78.008,0.0,0.0,0.0,0.0,2.794,52.176,0.0,0.0,0.0,0.0,0.0,132.979
2012-06-01,0.0,64.262,0.0,0.0,0.0,0.0,2.386,58.492,0.0,0.0,0.0,0.0,0.0,125.14
2012-07-01,0.0,61.822,0.0,0.0,0.0,0.0,0.0,56.546,0.0,0.0,0.0,0.0,0.0,118.367
2012-08-01,0.0,77.088,0.0,0.0,0.0,0.0,2.443,59.718,0.0,0.0,0.0,0.0,0.0,139.248
2012-09-01,0.0,79.795,0.0,0.0,0.0,0.0,0.0,57.579,0.0,0.0,0.0,0.0,0.0,137.374
2012-10-01,2.644,75.043,0.0,0.0,0.0,0.0,1.719,60.523,0.0,0.0,0.0,0.0,2.644,139.93
2012-11-01,0.0,92.926,0.0,0.0,0.0,0.0,0.0,49.372,0.0,0.0,0.0,0.0,0.0,142.299
2012-12-01,2.897,100.694,0.0,0.0,0.0,0.0,0.0,52.328,0.0,0.0,0.0,0.0,5.515,158.538
2013-01-01,0.0,98.826,0.0,0.0,0.0,0.0,0.0,55.616,0.0,0.0,0.0,0.0,0.0,154.442
2013-02-01,0.0,84.226,0.0,0.0,0.0,0.0,0.0,48.778,0.0,0.0,0.0,0.0,0.0,133.003
2013-03-01,0.0,92.417,0.0,0.0,0.0,0.0,0.0,56.126,0.0,0.0,0.0,0.0,0.0,148.544
2013-04-01,0.0,70.915,0.0,0.0,0.0,0.0,0.0,54.855,0.0,0.0,0.0,0.0,0.0,125.771
2013-05-01,0.0,81.728,0.0,0.0,0.0,0.0,0.0,60.344,0.0,0.0,0.0,0.0,0.0,142.071
2013-06-01,0.0,75.901,0.0,0.0,0.0,0.0,0.0,57.907,0.0,0.0,0.0,0.0,0.0,133.808
2013-07-01,0.0,66.493,0.0,0.0,0.0,0.0,0.0,62.119,0.0,0.0,0.0,0.0,0.0,128.612
2013-08-01,0.0,68.34,0.0,0.0,0.0,0.0,0.0,61.984,0.0,0.0,0.0,0.0,0.0,130.324
2013-09-01,0.0,69.74,0.0,0.0,0.0,0.0,0.0,52.681,0.0,0.0,0.0,0.0,0.0,122.421
2013-10-01,0.0,69.658,0.0,0.0,0.0,0.0,0.0,52.748,0.0,0.0,0.0,0.0,0.0,122.406
2013-11-01,0.0,59.933,0.0,0.0,0.0,0.0,0.0,53.749,0.0,0.0,0.0,0.0,0.0,113.682
2013-12-01,0.0,73.015,0.0,0.0,0.0,0.0,0.0,44.314,0.0,0.0,0.0,0.0,0.0,117.329
2014-01-01,0.0,81.979,0.0,0.0,0.0,0.0,0.0,52.827,0.0,0.0,0.0,0.0,0.0,134.807
2014-02-01,2.664,84.576,0.0,0.0,0.0,0.0,0.0,51.309,0.0,0.0,0.0,0.0,0.0,138.55
2014-03-01,0.0,91.472,0.0,0.0,0.0,0.0,0.0,58.036,0.0,0.0,0.0,0.0,0.0,149.508
2014-04-01,0.0,65.193,0.0,0.0,0.0,0.0,0.0,56.735,0.0,0.0,0.0,0.0,0.0,121.928
2014-05-01,0.0,50.007,0.0,0.0,0.0,0.0,1.886,62.212,0.0,0.0,0.0,0.0,0.0,114.105
2014-06-01,0.0,54.607,0.0,0.0,0.0,0.0,0.0,65.257,0.0,0.0,0.0,0.0,0.0,119.864
2014-07-01,0.0,55.115,0.0,0.0,0.0,0.0,2.809,69.377,0.0,0.0,0.0,0.0,0.0,127.301
2014-08-01,0.0,46.895,0.0,0.0,0.0,0.0,2.846,65.634,0.0,0.0,0.0,0.0,0.0,115.376
2014-09-01,0.0,52.159,0.0,0.0,0.0,0.0,2.886,64.846,0.0,0.0,0.0,0.0,0.0,119.891
2014-10-01,0.0,51.854,0.0,0.0,0.0,0.0,2.884,60.332,0.0,0.0,0.0,0.0,0.0,115.069
2014-11-01,0.0,62.354,0.0,0.0,0.0,0.0,0.0,58.507,0.0,0.0,0.0,0.0,0.0,120.861
2014-12-01,0.0,73.361,0.0,0.0,0.0,0.0,0.0,63.621,0.0,0.0,0.0,0.0,0.0,136.982
2015-01-01,2.805,73.061,0.0,0.0,0.0,0.0,0.0,68.656,0.0,0.0,0.0,0.0,0.0,144.522
2015-02-01,2.728,77.615,0.0,0.0,0.0,0.0,0.0,64.612,0.0,0.0,0.0,0.0,0.0,144.955
2015-03-01,0.0,89.665,0.0,0.0,0.0,0.0,0.0,74.303,0.0,0.0,0.0,0.0,0.0,163.967
2015-04-01,0.0,53.114,0.0,0.0,0.0,0.0,0.0,77.214,0.0,0.0,0.0,0.0,0.0,130.328
2015-05-01,0.0,44.706,0.0,0.0,0.0,0.0,0.0,86.82,0.0,0.0,0.0,0.0,2.748,134.274
2015-06-01,0.0,44.687,0.0,0.0,0.0,0.0,0.0,90.738,0.0,0.0,0.0,0.0,2.754,138.179
2015-07-01,0.0,40.022,0.0,0.0,0.0,0.0,2.753,101.044,0.0,0.0,0.0,0.0,0.0,143.82
2015-08-01,0.0,40.991,0.0,0.0,0.0,0.0,2.753,101.141,0.0,0.0,0.0,0.0,0.0,144.885
2015-09-01,0.0,59.697,0.0,0.0,0.0,0.0,0.0,100.121,0.0,0.0,0.0,0.0,2.755,162.573
2015-10-01,0.0,57.434,0.0,0.0,0.0,0.0,2.755,98.328,0.0,0.0,0.0,0.0,0.0,158.517
2015-11-01,0.0,61.281,0.0,0.0,0.0,0.0,0.0,91.511,0.0,0.0,0.0,0.0,2.947,155.739
2015-12-01,0.0,58.63,0.0,0.0,0.0,0.0,0.0,99.98,0.0,0.0,3.145,0.0,0.0,161.754
2016-01-01,0.0,69.655,0.0,0.0,0.0,0.0,0.0,98.866,0.0,0.0,0.0,0.0,0.0,168.521
2016-02-01,3.284,62.213,0.0,0.0,0.0,0.0,0.0,97.258,0.0,0.0,0.0,0.0,0.002,162.757
2016-03-01,3.27,81.424,0.0,0.0,0.0,3.39,0.0,103.437,0.0,0.0,0.0,0.0,3.394,194.915
2016-04-01,0.0,62.96,0.0,0.0,0.0,0.0,0.0,104.881,0.0,0.0,0.0,0.0,10.013,177.853
2016-05-01,0.0,62.794,6.23,0.0,0.0,0.0,0.0,115.639,0.0,0.0,0.0,0.0,3.611,188.274
2016-06-01,0.0,50.733,4.643,0.0,0.0,3.617,0.0,115.857,0.0,0.0,0.0,0.0,8.163,183.013
2016-07-01,0.0,49.77,6.074,3.132,0.0,0.0,0.0,123.201,0.0,2.93,0.0,0.0,3.575,188.682
2016-08-01,4.075,55.012,9.518,0.0,0.0,3.701,0.0,136.162,0.0,0.0,0.0,0.0,5.758,214.226
2016-09-01,0.0,61.499,0.0,0.0,0.0,3.639,0.0,127.073,0.0,0.0,2.941,0.0,6.834,201.986
2016-10-01,0.0,43.483,0.0,0.0,0.0,0.0,0.0,130.026,0.0,0.0,0.0,0.0,2.957,176.466
2016-11-01,0.0,74.565,2.94,7.341,0.0,3.115,0.0,133.726,0.0,0.0,2.886,0.0,3.346,227.919
2016-12-01,0.0,97.196,0.0,6.747,0.0,0.0,11.137,119.025,10.166,0.0,2.936,0.0,3.629,250.836
2017-01-01,0.0,98.83,0.0,3.391,0.0,3.623,10.533,133.883,0.0,10.002,0.0,0.0,9.699,269.96
2017-02-01,0.0,87.815,2.95,10.338,0.0,3.399,3.705,127.821,0.0,1.766,7.402,0.0,8.03,253.227
2017-03-01,0.0,99.944,2.951,0.0,0.0,0.0,0.0,140.64,7.042,0.0,3.521,0.0,19.247,273.345
2017-04-01,0.0,80.555,5.894,0.0,0.0,0.0,7.398,125.0,3.295,0.0,0.0,0.0,20.281,242.424
2017-05-01,3.676,63.972,0.0,3.514,0.0,0.0,3.667,134.163,6.818,0.0,0.0,0.0,33.058,248.867
2017-06-01,0.0,66.742,3.657,0.0,0.0,3.413,3.683,158.9,7.431,0.0,0.0,3.41,6.086,253.322
2017-07-01,3.642,59.768,3.256,7.218,0.0,0.0,0.0,149.917,14.238,0.217,0.0,0.0,10.545,248.801
2017-08-01,0.0,66.337,0.0,0.0,0.0,0.0,3.614,142.39,10.32,3.712,0.0,0.0,20.929,247.302
2017-09-01,3.364,69.631,0.0,10.056,0.0,0.0,0.0,134.892,17.514,3.666,3.443,0.0,6.351,248.916
2017-10-01,6.967,68.147,3.675,24.588,0.0,0.0,6.725,138.607,21.577,2.98,0.0,0.0,6.51,279.775
2017-11-01,0.0,73.878,0.0,20.871,0.0,7.057,0.0,144.596,21.141,3.617,7.076,0.0,9.491,287.727
2017-12-01,0.0,80.937,3.362,23.433,0.0,3.427,13.893,140.337,20.81,3.37,3.413,0.0,7.155,300.138
2018-01-01,0.0,91.133,2.938,13.584,0.0,3.596,3.615,147.174,21.286,0.0,3.714,0.0,13.193,300.234
2018-02-01,0.0,76.355,3.249,6.75,0.0,0.0,7.099,140.461,28.322,0.0,3.279,0.0,10.138,275.652
2018-03-01,3.272,67.676,6.994,10.739,0.0,10.834,0.0,161.182,11.079,0.0,0.0,6.267,13.425,291.468
2018-04-01,3.255,62.671,4.987,17.509,0.0,3.254,10.967,141.665,17.996,0.0,0.0,0.0,16.636,278.941
2018-05-01,1.153,39.719,0.0,10.416,0.0,7.118,12.782,151.118,17.735,0.0,0.0,0.0,32.075,272.116
2018-06-01,0.0,51.005,5.865,2.926,0.0,6.717,9.82,164.062,13.994,0.0,0.0,0.0,7.606,261.995
2018-07-01,12.54,56.902,6.525,10.644,0.0,5.918,13.438,172.119,14.04,3.23,0.0,0.0,10.642,305.997
2018-08-01,15.425,65.692,0.0,3.588,0.0,0.0,10.286,174.972,17.467,0.0,0.0,0.0,24.019,311.449
2018-09-01,0.0,70.402,3.675,0.0,0.0,5.91,16.698,160.538,24.179,0.0,0.0,3.624,16.717,301.742
2018-10-01,0.0,64.735,0.0,7.269,4.846,7.131,3.017,159.139,34.923,3.551,3.281,7.213,11.548,306.653
2018-11-01,0.0,89.808,3.676,3.451,9.991,0.0,23.835,147.305,17.635,3.529,2.956,20.695,14.906,337.789
2018-12-01,0.0,100.125,3.276,3.598,3.453,7.156,13.977,151.619,33.567,0.0,9.976,13.499,23.561,363.806
2019-01-01,0.0,87.286,0.0,3.387,7.303,7.03,17.495,164.957,16.981,6.631,9.829,10.373,33.515,364.787
2019-02-01,3.234,91.576,2.933,3.464,0.0,6.989,10.32,142.242,17.75,6.748,6.483,3.711,34.505,329.954
2019-03-01,3.283,93.211,10.005,0.0,20.853,7.446,7.143,156.625,18.013,10.678,0.0,3.669,42.613,373.539
2019-04-01,1.201,71.361,9.429,0.0,17.092,6.742,14.231,150.242,13.0,10.139,2.969,0.0,41.806,338.213
2019-05-01,4.905,70.204,6.188,0.0,6.621,13.942,7.149,173.771,18.069,14.325,0.0,0.0,53.394,368.568
2019-06-01,9.116,61.829,19.012,0.0,0.0,3.215,14.582,173.487,20.402,13.506,0.0,0.0,45.078,360.226
2019-07-01,6.949,68.633,9.382,0.0,0.0,3.485,21.242,192.212,32.663,3.297,0.0,0.0,55.537,393.4
2019-08-01,12.868,78.317,6.297,0.0,3.249,7.294,17.506,181.882,16.995,15.861,0.0,1.335,43.38,384.983
2019-09-01,6.117,71.598,9.811,0.0,6.74,14.355,28.084,173.186,10.818,37.938,0.0,3.303,32.56,394.511
2019-10-01,3.345,76.287,6.608,0.0,14.228,6.961,24.504,178.111,42.233,13.704,3.528,26.26,30.005,425.775
2019-11-01,3.279,92.702,3.484,0.0,26.946,6.933,17.603,161.992,24.962,19.985,7.266,39.957,36.835,441.944
2019-12-01,0.0,109.803,7.207,0.0,14.758,7.09,21.226,161.097,38.139,13.874,0.536,30.054,77.972,481.757
2020-01-01,8.438,99.266,6.087,0.0,6.563,3.309,32.28,167.761,44.625,24.412,32.637,30.428,54.637,510.444
2020-02-01,10.433,77.388,10.731,0.0,20.52,0.0,21.36,154.325,11.071,20.24,24.303,28.884,74.991,454.245
2020-03-01,6.891,86.618,3.216,17.699,23.491,17.245,21.845,173.711,28.095,23.657,6.489,20.202,68.278,497.437
2020-04-01,0.0,71.757,14.098,21.14,16.336,16.674,18.387,138.567,24.258,22.943,14.03,0.0,62.576,420.767
2020-05-01,0.0,67.791,11.068,14.535,9.546,10.534,13.729,145.26,20.921,29.36,6.661,0.0,66.066,395.472
2020-06-01,0.0,66.558,3.313,0.0,0.0,10.1,21.836,162.987,28.171,9.64,0.0,0.0,35.881,338.486
2020-07-01,0.0,71.815,1.515,10.358,0.0,7.404,10.618,181.224,10.492,13.679,3.222,2.908,35.931,349.167
2020-08-01,3.52,61.901,7.428,13.699,0.0,10.319,22.541,189.646,13.814,3.222,0.0,0.0,34.14,360.23
2020-09-01,0.0,62.228,3.277,11.245,0.0,10.514,6.855,185.425,32.126,15.206,3.611,3.664,61.273,395.424
2020-10-01,22.508,72.859,6.836,35.115,6.639,17.762,31.636,193.265,14.321,14.118,0.0,17.191,49.371,481.621
2020-11-01,30.191,81.393,3.252,45.083,3.39,10.299,32.967,169.244,49.103,9.907,12.817,26.544,54.021,528.21
2020-12-01,29.927,84.344,9.793,45.525,3.752,10.241,54.004,164.623,39.617,13.583,20.188,30.378,47.201,553.176
2021-01-01,21.132,84.959,9.784,38.94,3.587,20.367,64.331,173.444,55.936,7.377,26.659,21.436,35.563,563.515
2021-02-01,13.118,78.23,6.524,3.415,14.851,13.776,18.271,150.797,18.094,3.733,20.652,34.343,48.199,424.004
2021-03-01,21.977,91.337,21.32,28.476,33.678,17.381,27.673,183.07,32.203,13.9,3.619,17.44,103.336,595.411
2021-04-01,11.615,74.611,10.293,50.474,36.12,13.752,28.756,182.966,21.683,22.974,0.0,13.877,97.211,564.333
2021-05-01,19.726,70.604,17.598,37.731,11.926,28.259,25.058,192.597,46.033,5.234,3.017,10.586,109.687,578.056
2021-06-01,32.293,69.562,0.0,42.319,3.683,16.503,39.783,198.346,55.918,7.833,0.0,0.0,72.925,539.165
2021-07-01,39.637,68.296,19.913,42.222,0.0,13.09,24.895,198.478,39.314,8.63,5.591,0.0,105.978,566.046
2021-08-01,34.204,71.618,16.262,51.662,7.111,20.592,19.979,193.857,50.101,23.068,0.0,0.0,75.118,563.573
2021-09-01,38.282,72.042,7.929,48.584,6.578,23.941,10.29,178.896,31.375,31.274,24.176,3.099,59.118,535.583
2021-10-01,40.769,62.471,6.364,42.202,9.333,10.548,37.666,185.743,33.836,35.638,19.385,3.302,57.797,545.055
2021-11-01,10.715,85.145,2.956,50.228,10.021,14.807,33.947,165.609,30.787,22.821,47.33,30.648,51.968,556.982
2021-12-01,24.246,108.588,2.938,17.05,33.892,3.203,24.297,167.104,38.201,32.579,38.42,60.315,70.053,620.886
2022-01-01,17.322,81.59,3.162,0.0,50.084,6.866,21.527,175.615,21.824,49.379,45.081,60.06,78.55,611.059
2022-02-01,10.66,74.634,0.0,3.357,39.646,7.21,10.214,155.188,27.489,39.359,43.697,25.301,109.872,546.628
2022-03-01,2.236,105.074,3.214,7.527,64.415,10.438,17.697,170.029,19.289,59.224,16.629,56.799,106.739,639.308
2022-04-01,3.448,80.49,3.53,10.217,56.343,14.223,13.231,176.569,13.813,40.259,6.637,39.775,129.065,587.601
2022-05-01,15.303,79.223,9.943,0.0,47.15,7.152,24.024,186.118,17.538,40.337,7.281,10.608,172.215,616.891
2022-06-01,3.857,70.113,0.0,7.329,37.564,10.653,21.561,186.393,25.054,29.639,7.542,3.326,150.931,553.963
2022-07-01,5.192,69.775,6.917,0.784,53.443,13.902,18.189,189.728,34.342,34.396,0.0,3.797,129.583,560.047
2022-08-01,10.542,75.22,0.0,10.272,33.885,10.265,20.156,182.699,36.033,26.14,0.0,21.263,131.76,558.235
2022-09-01,0.0,61.926,3.365,10.275,57.943,10.528,7.005,169.254,19.736,21.263,5.458,51.467,108.438,526.658
2022-10-01,3.439,72.759,0.0,22.598,41.959,7.005,10.684,171.941,38.844,26.369,10.333,46.04,102.56,554.531
2022-11-01,0.0,91.423,0.0,17.308,50.655,10.138,24.396,161.14,14.069,26.445,31.43,76.693,50.277,553.977
