Month,Distillate Fuel Oil Consumed by the Residential Sector,Propane Consumed by the Residential Sector,Kerosene Consumed by the Residential Sector,Total Petroleum Consumed by the Residential Sector,Distillate Fuel Oil Consumed by the Commercial Sector,Propane Consumed by the Commercial Sector,Kerosene Consumed by the Commercial Sector,Motor Gasoline Consumed by the Commercial Sector,Petroleum Coke Consumed by the Commercial Sector,Residual Fuel Oil Consumed by the Commercial Sector,Total Petroleum Consumed by the Commercial Sector
2017-06-01,28.503,14.188,0.205,42.896,21.273,7.487,0.029,31.07,0.018,0.253,60.129
2017-07-01,18.114,13.183,0.07,31.366,13.519,7.367,0.01,31.524,0.011,0.161,52.591
2017-08-01,23.555,13.907,0.124,37.587,17.58,7.548,0.018,32.038,0.066,0.209,57.458
2017-09-01,22.923,15.633,1.872,40.428,17.108,7.849,0.264,29.815,0.062,0.203,55.301
2017-10-01,29.991,26.885,0.186,57.062,22.383,10.796,0.026,30.741,0.043,0.266,64.256
2017-11-01,44.833,48.265,0.435,93.534,33.461,16.014,0.061,28.965,0.027,0.397,78.926
2017-12-01,62.568,71.162,0.119,133.85,46.697,21.875,0.017,30.378,0.061,0.554,99.583
2018-01-01,83.264,84.006,4.517,171.787,52.996,24.802,0.733,29.313,0.063,0.51,108.416
2018-02-01,53.592,61.705,0.337,115.635,34.111,18.993,0.055,26.502,0.054,0.328,80.043
2018-03-01,44.531,61.927,0.769,107.226,28.343,19.492,0.125,31.571,0.05,0.273,79.853
2018-04-01,41.123,46.178,0.374,87.675,26.174,15.556,0.061,29.718,0.019,0.252,71.779
2018-05-01,25.166,21.625,0.99,47.781,16.018,9.799,0.161,31.74,0.0,0.154,57.872
2018-06-01,19.495,16.592,0.216,36.303,12.409,8.44,0.035,31.626,0.0,0.119,52.629
2018-07-01,18.298,15.33,0.289,33.916,11.647,8.285,0.047,32.158,0.0,0.112,52.248
2018-08-01,15.477,15.588,0.279,31.344,9.851,8.347,0.045,32.617,0.0,0.095,50.955
2018-09-01,21.357,17.46,0.05,38.868,13.594,8.649,0.008,29.545,0.03,0.131,51.957
2018-10-01,45.678,34.565,0.131,80.373,29.073,12.911,0.021,31.001,0.029,0.28,73.315
2018-11-01,58.903,60.243,0.166,119.312,37.491,18.938,0.027,29.99,0.053,0.36,86.86
2018-12-01,80.679,71.328,0.124,152.131,51.351,21.752,0.02,30.617,0.057,0.494,104.292
2019-01-01,68.449,89.805,3.506,161.76,47.598,24.844,0.6,29.557,0.06,0.34,102.998
2019-02-01,57.046,76.306,2.073,135.426,39.668,21.364,0.355,27.589,0.036,0.283,89.295
2019-03-01,50.453,70.508,0.058,121.019,35.084,20.528,0.01,30.923,0.048,0.251,86.843
2019-04-01,32.419,40.696,0.216,73.33,22.543,13.706,0.037,30.663,0.042,0.161,67.152
2019-05-01,25.365,30.201,0.19,55.755,17.638,11.512,0.032,31.978,0.0,0.126,61.286
2019-06-01,21.371,19.1,0.101,40.573,14.861,8.876,0.017,31.617,0.0,0.106,55.477
2019-07-01,20.651,17.194,0.118,37.963,14.36,8.603,0.02,32.097,0.0,0.103,55.183
2019-08-01,31.625,17.611,0.007,49.242,21.991,8.696,0.001,33.11,0.0,0.157,63.955
2019-09-01,17.706,19.704,0.734,38.144,12.312,9.011,0.125,29.969,0.0,0.088,51.505
2019-10-01,27.513,38.345,0.289,66.147,19.132,13.334,0.049,31.341,0.0,0.137,63.992
2019-11-01,54.028,66.34,1.592,121.959,37.57,19.442,0.272,30.006,0.0,0.268,87.558
2019-12-01,63.958,77.596,1.87,143.423,44.475,22.113,0.32,30.206,0.024,0.318,97.455
2020-01-01,52.67,75.583,3.014,131.266,35.639,26.495,0.471,34.082,0.069,0.302,97.057
2020-02-01,43.288,67.42,3.306,114.015,29.291,23.861,0.516,33.078,0.042,0.248,87.037
2020-03-01,40.435,54.55,0.626,95.611,27.361,20.58,0.098,30.391,0.0,0.232,78.662
2020-04-01,36.355,43.763,0.297,80.416,24.6,17.378,0.046,22.177,0.0,0.208,64.41
2020-05-01,41.035,27.571,0.016,68.621,27.766,12.993,0.002,28.121,0.0,0.235,69.118
2020-06-01,25.838,16.29,0.111,42.238,17.483,9.652,0.017,31.349,0.0,0.148,58.649
2020-07-01,17.381,15.055,0.012,32.448,11.761,9.473,0.002,33.053,0.0,0.1,54.389
2020-08-01,15.304,15.266,1.141,31.712,10.356,9.533,0.178,33.302,0.0,0.088,53.457
2020-09-01,25.573,18.986,0.891,45.45,17.304,10.41,0.139,32.292,0.0,0.146,60.292
2020-10-01,29.66,35.071,0.318,65.049,20.07,15.102,0.05,32.491,0.0,0.17,67.882
2020-11-01,35.877,48.946,0.125,84.948,24.277,18.835,0.02,30.252,0.0,0.205,73.588
2020-12-01,44.909,76.433,0.98,122.322,30.388,26.734,0.153,30.69,0.0,0.257,88.222
2021-01-01,61.635,78.752,0.986,141.373,42.704,30.104,0.151,27.87,0.0,0.411,101.24
2021-02-01,64.667,76.506,4.216,145.389,44.804,28.859,0.644,25.5,0.03,0.432,100.269
2021-03-01,53.663,55.05,0.317,109.029,37.18,22.75,0.048,30.865,0.002,0.358,91.204
2021-04-01,36.622,38.583,0.662,75.866,25.373,17.458,0.101,30.869,0.0,0.244,74.046
2021-05-01,31.685,26.475,0.1,58.259,21.953,13.884,0.015,32.769,0.0,0.211,68.833
2021-06-01,26.96,14.913,0.013,41.887,18.679,10.114,0.002,32.693,0.0,0.18,61.668
2021-07-01,18.714,14.756,0.134,33.605,12.966,10.248,0.021,33.549,0.0,0.125,56.909
2021-08-01,16.062,14.869,0.295,31.226,11.129,10.283,0.045,33.135,0.0,0.107,54.7
2021-09-01,27.248,17.129,0.273,44.65,18.879,10.802,0.042,31.194,0.0,0.182,61.098
2021-10-01,36.877,28.788,1.662,67.328,25.55,14.602,0.254,32.575,0.039,0.246,73.266
2021-11-01,41.962,54.672,0.606,97.24,29.074,22.45,0.093,31.503,0.06,0.28,83.46
2021-12-01,57.848,63.638,0.145,121.631,40.08,25.415,0.022,32.042,0.061,0.386,98.006
2022-01-01,66.803,85.591,4.404,156.798,46.284,28.961,0.678,34.195,0.06,0.452,110.629
2022-02-01,75.543,68.524,0.288,144.355,52.34,23.727,0.044,33.139,0.058,0.511,109.819
2022-03-01,54.221,55.509,0.09,109.82,37.567,20.635,0.014,38.195,0.059,0.367,96.837
2022-04-01,35.186,40.893,0.398,76.477,24.379,16.419,0.061,36.116,0.051,0.238,77.264
2022-05-01,30.443,24.435,0.863,55.741,21.092,12.033,0.133,38.679,0.064,0.206,72.207
2022-06-01,25.903,16.509,0.096,42.509,17.947,9.669,0.015,37.251,0.056,0.175,65.112
2022-07-01,17.981,15.272,0.388,33.641,12.458,9.497,0.06,37.374,0.039,0.122,59.55
2022-08-01,15.433,15.44,0.027,30.9,10.693,9.543,0.004,38.663,0.0,0.104,59.007
2022-09-01,26.18,17.941,0.41,44.53,18.139,10.065,0.063,36.313,0.011,0.177,64.768
2022-10-01,35.432,34.883,0.072,70.387,24.549,14.925,0.011,37.354,0.0,0.24,77.079
2022-11-01,40.317,53.994,0.658,94.969,27.934,20.045,0.101,36.231,0.023,0.273,84.608
2022-12-01,55.58,75.313,0.779,131.672,38.509,26.116,0.12,36.46,0.046,0.376,101.627
2023-01-01,65.212,71.696,3.895,140.803,45.182,24.776,0.6,35.167,0.05,0.375,106.148
2023-02-01,73.744,62.775,2.386,138.904,51.093,21.829,0.367,33.311,0.011,0.424,107.035
2023-03-01,52.93,61.268,0.509,114.707,36.672,21.889,0.078,38.5,0.007,0.305,97.452
2023-04-01,34.348,37.557,1.326,73.231,23.798,15.167,0.204,36.713,0.0,0.198,76.079
2023-05-01,29.718,25.742,2.009,57.469,20.59,12.056,0.309,38.512,0.0,0.171,71.638
2023-06-01,25.287,17.014,0.704,43.005,17.52,9.48,0.108,38.443,0.0,0.146,65.697
2023-07-01,17.553,14.41,1.739,33.701,12.161,8.919,0.268,38.085,0.0,0.101,59.533
2023-08-01,15.065,14.815,0.081,29.962,10.438,9.031,0.012,39.211,0.0,0.087,58.779
2023-09-01,25.556,17.276,1.499,44.331,17.707,9.553,0.231,36.298,0.0,0.147,63.936
2023-10-01,34.588,30.68,0.148,65.416,23.964,13.422,0.023,38.597,0.0,0.199,76.205
2023-11-01,39.357,54.271,0.146,93.774,27.269,19.793,0.022,36.572,0.0,0.226,83.883
2023-12-01,54.257,64.316,2.612,121.184,37.592,22.733,0.402,37.308,0.041,0.312,98.387
2024-01-01,63.44,81.768,2.137,147.345,43.954,27.55,0.329,34.94,0.043,0.401,107.218
2024-02-01,71.74,59.453,1.155,132.348,49.705,21.056,0.178,34.128,0.019,0.453,105.539
2024-03-01,51.492,53.422,1.033,105.947,35.676,19.704,0.159,37.696,0.0,0.325,93.56
2024-04-01,33.415,36.124,1.667,71.206,23.151,14.757,0.257,36.249,0.0,0.211,74.626
2024-05-01,28.91,23.111,1.67,53.691,20.03,11.314,0.257,39.853,0.035,0.183,71.672
2024-06-01,24.6,15.122,1.179,40.9,17.044,8.944,0.181,37.434,0.037,0.155,63.796
2024-07-01,17.076,14.311,0.232,31.619,11.831,8.878,0.036,39.433,0.0,0.108,60.285
2024-08-01,14.656,14.721,0.955,30.332,10.154,8.991,0.147,39.267,0.0,0.093,58.652
2024-09-01,24.862,16.511,0.013,41.386,17.226,9.328,0.002,36.916,0.0,0.157,63.629
