Month,Distillate Fuel Oil Consumed by the Residential Sector,Propane Consumed by the Residential Sector,Kerosene Consumed by the Residential Sector,Total Petroleum Consumed by the Residential Sector,Distillate Fuel Oil Consumed by the Commercial Sector,Propane Consumed by the Commercial Sector,Kerosene Consumed by the Commercial Sector,Motor Gasoline Consumed by the Commercial Sector,Petroleum Coke Consumed by the Commercial Sector,Residual Fuel Oil Consumed by the Commercial Sector,Total Petroleum Consumed by the Commercial Sector
1973-01-01,308.231,92.111,36.213,436.556,99.02,18.525,10.316,6.759,,102.378,236.999
1973-02-01,263.315,80.942,31.031,375.287,84.591,16.42,8.84,6.423,,87.459,203.733
1973-03-01,205.95,59.985,17.904,283.839,66.161,14.072,5.1,7.196,,68.403,160.932
1973-04-01,144.1,47.684,14.082,205.866,46.292,12.182,4.012,6.994,,47.863,117.342
1973-05-01,122.203,33.668,11.803,167.675,39.261,10.425,3.363,7.631,,40.589,101.268
1973-06-01,92.589,18.437,10.155,121.181,29.743,8.128,2.893,7.446,,30.756,78.965
1973-07-01,87.381,17.551,13.242,118.175,28.071,8.191,3.772,7.759,,29.021,76.814
1973-08-01,101.315,17.812,13.081,132.208,32.55,8.227,3.726,8.017,,33.654,86.176
1973-09-01,104.757,22.168,15.924,142.849,33.651,8.645,4.536,7.036,,34.792,88.661
1973-10-01,148.195,36.092,16.007,200.294,47.608,10.761,4.56,7.377,,49.221,119.527
1973-11-01,186.686,59.62,26.381,272.687,59.975,13.836,7.515,7.295,,62.009,150.63
1973-12-01,238.628,84.572,21.253,344.453,76.663,17.48,6.054,6.891,,79.261,186.349
1974-01-01,249.677,79.618,27.586,356.881,80.658,16.203,8.188,6.257,,80.327,191.634
1974-02-01,225.678,71.864,22.47,320.011,72.905,14.628,6.67,5.939,,72.607,172.75
1974-03-01,186.295,59.047,15.763,261.104,60.184,13.378,4.679,6.643,,59.933,144.815
1974-04-01,143.697,39.775,11.138,194.609,46.419,10.561,3.306,6.736,,46.233,113.256
1974-05-01,104.675,29.68,6.313,140.669,33.814,9.345,1.874,7.271,,33.679,85.983
1974-06-01,85.779,18.712,9.832,114.323,27.709,7.668,2.919,7.218,,27.599,73.114
1974-07-01,85.389,16.219,11.038,112.645,27.587,7.496,3.276,7.502,,27.474,73.335
1974-08-01,85.167,16.943,12.455,114.565,27.511,7.595,3.697,7.612,,27.398,73.814
1974-09-01,110.285,23.135,11.815,145.235,35.626,8.276,3.507,6.664,,35.483,89.555
1974-10-01,147.704,40.157,17.037,204.898,47.718,10.784,5.057,7.236,,47.522,118.317
1974-11-01,167.585,55.924,16.757,240.266,54.137,12.779,4.974,6.829,,53.916,132.636
1974-12-01,251.867,75.826,21.624,349.317,81.363,15.682,6.419,7.069,,81.031,191.565
1975-01-01,240.441,75.515,18.861,334.816,78.078,15.371,5.788,7.026,,65.436,171.698
1975-02-01,217.408,68.362,19.591,305.362,70.598,13.905,6.013,6.234,,59.167,155.917
1975-03-01,184.31,66.215,14.343,264.868,59.851,14.104,4.402,7.161,,50.164,135.683
1975-04-01,157.76,48.387,12.135,218.281,51.231,11.511,3.724,7.36,,42.934,116.76
1975-05-01,110.192,24.365,8.351,142.908,35.783,8.402,2.563,7.779,,29.989,84.516
1975-06-01,93.772,17.572,10.964,122.308,30.453,7.312,3.365,7.753,,25.519,74.402
1975-07-01,83.758,15.708,8.365,107.832,27.197,7.222,2.567,7.971,,22.797,67.754
1975-08-01,92.001,16.31,9.181,117.492,29.876,7.304,2.818,7.934,,25.041,72.974
1975-09-01,111.567,22.946,10.38,144.893,36.225,8.044,3.186,7.372,,30.366,85.194
1975-10-01,127.883,33.371,12.533,173.787,41.526,9.629,3.846,7.673,,34.805,97.48
1975-11-01,143.768,49.319,12.187,205.274,46.687,11.638,3.74,7.001,,39.131,108.196
1975-12-01,243.714,74.281,23.622,341.616,79.138,15.203,7.25,7.707,,66.328,175.626
1976-01-01,282.537,86.047,27.529,396.112,93.282,17.141,6.533,7.528,,80.688,205.172
1976-02-01,226.605,59.017,18.822,304.445,74.817,13.083,4.467,6.894,,64.712,163.973
1976-03-01,191.166,55.499,14.66,261.324,63.114,12.943,3.479,8.107,,54.59,142.233
1976-04-01,127.772,38.422,12.422,178.616,42.185,10.424,2.948,8.152,,36.49,100.199
1976-05-01,119.32,29.609,7.208,156.137,39.395,9.385,1.711,8.063,,34.076,92.629
1976-06-01,107.448,17.451,10.78,135.68,35.474,7.543,2.559,8.519,,30.687,84.781
1976-07-01,90.41,16.493,9.192,116.095,29.847,7.582,2.182,8.607,,25.821,74.039
1976-08-01,91.762,17.423,8.706,117.891,30.296,7.71,2.066,8.434,,26.204,74.71
1976-09-01,102.381,21.876,13.367,137.623,33.803,8.151,3.172,8.06,,29.241,82.426
1976-10-01,134.028,43.395,14.377,191.799,44.247,11.279,3.412,8.152,,38.275,105.366
1976-11-01,218.59,64.086,19.29,301.966,72.166,13.951,4.578,8.014,,62.424,161.133
1976-12-01,294.647,83.493,28.146,406.286,97.278,16.79,6.68,8.398,,84.145,213.291
1977-01-01,349.709,100.894,28.975,479.578,118.557,19.416,9.02,7.705,,103.11,257.808
1977-02-01,270.262,68.568,19.398,358.228,91.658,14.381,6.039,7.419,,79.685,199.182
1977-03-01,181.204,54.082,11.697,246.982,61.428,12.867,3.641,8.223,,53.425,139.584
1977-04-01,127.317,35.483,9.295,172.095,43.161,10.094,2.894,8.462,,37.539,102.149
1977-05-01,122.534,24.626,8.596,155.757,41.542,8.746,2.676,8.368,,36.13,97.462
1977-06-01,105.368,17.936,7.714,131.018,35.723,7.639,2.402,8.747,,31.069,85.58
1977-07-01,93.305,15.938,11.011,120.253,31.628,7.53,3.428,8.856,,27.511,78.954
1977-08-01,101.495,16.69,9.501,127.686,34.407,7.635,2.958,8.833,,29.925,83.758
1977-09-01,109.283,19.696,10.143,139.121,37.045,7.885,3.158,8.429,,32.22,88.736
1977-10-01,138.693,37.878,15.376,191.947,47.017,10.6,4.787,8.488,,40.889,111.781
1977-11-01,152.883,51.675,13.332,217.89,51.829,12.359,4.151,8.285,,45.076,121.699
1977-12-01,242.162,76.909,22.334,341.405,82.094,16.06,6.953,8.779,,71.399,185.286
1978-01-01,237.824,83.948,22.99,344.762,81.153,16.921,8.232,8.161,,64.818,179.285
1978-02-01,235.43,75.916,21.324,332.671,80.337,15.297,7.636,7.587,,64.164,175.02
1978-03-01,214.588,59.96,14.828,289.376,73.225,13.558,5.309,8.862,,58.487,159.441
1978-04-01,121.568,38.242,7.737,167.547,41.485,10.347,2.77,8.514,,33.132,96.248
1978-05-01,128.512,26.068,9.243,163.823,43.85,8.806,3.31,9.436,,35.024,100.425
1978-06-01,110.955,16.781,6.515,134.252,37.862,7.337,2.333,9.354,,30.24,87.127
1978-07-01,97.592,15.609,6.978,120.18,33.301,7.339,2.499,9.254,,26.6,78.993
1978-08-01,125.628,15.842,8.332,149.802,42.866,7.372,2.983,9.616,,34.238,97.075
1978-09-01,122.553,18.86,12.527,153.939,41.817,7.629,4.486,8.746,,33.402,96.08
1978-10-01,152.47,34.499,12.802,199.771,52.028,9.988,4.584,9.098,,41.556,117.254
1978-11-01,172.782,48.941,12.692,234.415,58.96,11.847,4.545,8.87,,47.089,131.31
1978-12-01,230.805,69.936,16.873,317.614,78.759,14.957,6.042,9.102,,62.907,171.766
1979-01-01,235.371,58.993,19.832,314.196,84.467,12.634,11.72,8.613,,73.104,190.538
1979-02-01,223.517,52.483,18.329,294.328,80.209,11.291,10.832,8.262,,69.42,180.013
1979-03-01,167.265,36.696,9.53,213.491,60.026,9.271,5.632,9.116,,51.948,135.993
1979-04-01,114.986,27.061,9.098,151.145,41.264,7.698,5.377,8.609,,35.709,98.657
1979-05-01,102.118,17.414,8.318,127.85,36.645,6.363,4.916,9.096,,31.717,88.737
1979-06-01,84.993,11.663,8.114,104.77,30.499,5.375,4.795,8.775,,26.399,75.844
1979-07-01,81.789,10.501,7.822,100.112,29.352,5.321,4.622,8.703,,25.405,73.403
1979-08-01,91.622,10.946,9.497,112.065,32.882,5.388,5.613,9.243,,28.454,81.58
1979-09-01,93.957,12.817,9.282,116.057,33.715,5.55,5.486,8.397,,29.184,82.33
1979-10-01,119.448,23.143,10.857,153.448,42.866,7.227,6.416,8.853,,37.099,102.461
1979-11-01,139.369,34.302,8.899,182.57,50.013,8.79,5.259,8.287,,43.285,115.634
1979-12-01,171.581,44.362,13.246,229.19,61.575,10.427,7.828,8.487,,53.287,141.605
1980-01-01,193.494,46.767,13.61,253.871,76.116,10.574,5.182,8.716,,83.027,183.615
1980-02-01,162.033,43.928,12.36,218.321,63.737,9.919,4.706,8.506,,69.528,156.398
1980-03-01,120.227,38.333,9.961,168.521,47.293,9.289,3.793,8.831,,51.585,120.791
1980-04-01,79.016,23.864,7.757,110.637,31.082,6.973,2.954,9.071,,33.906,83.986
1980-05-01,81.55,15.721,6.4,103.67,32.078,5.844,2.437,9.277,,34.994,84.629
1980-06-01,73.546,11.241,6.51,91.297,28.933,5.05,2.479,8.881,,31.555,76.897
1980-07-01,59.514,9.505,6.536,75.554,23.411,4.896,2.489,9.295,,25.538,65.628
1980-08-01,55.215,9.741,7.811,72.766,21.722,4.932,2.974,9.164,,23.69,62.482
1980-09-01,72.8,11.452,7.227,91.48,28.636,5.082,2.752,8.684,,31.24,76.394
1980-10-01,110.494,23.214,8.265,141.973,43.466,6.985,3.147,9.184,,47.411,110.193
1980-11-01,133.648,33.325,6.843,173.816,52.577,8.415,2.606,8.316,,57.344,129.257
1980-12-01,174.58,44.589,13.357,232.525,68.677,10.243,5.086,9.142,,74.91,168.057
1981-01-01,207.567,50.485,12.897,270.948,82.715,11.276,10.478,7.593,,75.507,187.569
1981-02-01,134.72,37.346,8.205,180.271,53.683,8.897,6.666,6.719,,49.007,124.973
1981-03-01,85.324,35.374,6.453,127.152,34.001,8.918,5.243,7.442,,31.039,86.642
1981-04-01,58.78,20.243,5.221,84.244,23.422,6.447,4.242,7.544,,21.382,63.037
1981-05-01,63.073,16.425,4.878,84.376,25.135,5.961,3.963,7.81,,22.948,65.816
1981-06-01,59.31,9.833,4.62,73.763,23.632,4.822,3.753,8.03,,21.577,61.815
1981-07-01,53.683,9.234,5.195,68.112,21.395,4.838,4.22,8.056,,19.527,58.037
1981-08-01,60.69,9.487,5.378,75.555,24.185,4.878,4.369,7.836,,22.074,63.342
1981-09-01,60.585,12.144,5.166,77.896,24.145,5.183,4.197,7.612,,22.036,63.172
1981-10-01,110.144,23.293,7.649,141.086,43.891,7.032,6.214,7.766,,40.067,104.971
1981-11-01,115.445,30.449,8.446,154.34,46.006,8.04,6.862,7.282,,41.997,110.186
1981-12-01,137.801,44.673,11.239,193.713,54.912,10.369,9.131,7.888,,50.126,132.427
1982-01-01,134.733,51.242,12.884,198.858,56.423,10.927,4.108,6.779,,51.149,129.385
1982-02-01,99.783,38.904,10.063,148.749,41.79,8.754,3.209,6.365,,37.884,98.001
1982-03-01,112.679,33.722,7.371,153.773,47.19,8.278,2.35,7.355,,42.775,107.948
1982-04-01,110.518,25.187,6.609,142.314,46.281,6.885,2.107,7.592,,41.957,104.823
1982-05-01,76.244,13.621,6.511,96.375,31.934,5.239,2.076,7.569,,28.944,75.762
1982-06-01,58.798,10.96,5.02,74.778,24.623,4.735,1.601,7.523,,22.324,60.806
1982-07-01,43.455,8.95,6.044,58.45,18.198,4.533,1.927,7.723,,16.496,48.878
1982-08-01,52.623,9.515,4.914,67.052,22.037,4.619,1.567,7.523,,19.979,55.724
1982-09-01,85.214,11.613,6.548,103.375,35.685,4.833,2.088,7.189,,32.351,82.146
1982-10-01,85.727,19.633,8.868,114.228,35.901,6.148,2.828,7.268,,32.546,84.691
1982-11-01,68.52,29.35,8.493,106.363,28.695,7.515,2.708,7.236,,26.033,72.187
1982-12-01,121.551,36.29,11.765,169.607,50.9,8.666,3.752,7.448,,46.144,116.911
1983-01-01,110.094,51.917,9.954,171.964,77.582,11.634,12.975,7.942,,24.818,134.951
1983-02-01,90.557,42.985,7.811,141.352,63.818,9.918,10.182,7.113,,20.417,111.447
1983-03-01,97.465,38.595,7.08,143.141,68.687,9.621,9.229,8.972,,21.97,118.479
1983-04-01,83.339,30.53,7.405,121.275,58.733,8.279,9.653,8.196,,18.788,103.649
1983-05-01,54.185,19.845,5.828,79.857,38.188,6.786,7.597,8.685,,12.217,73.473
1983-06-01,60.394,11.706,3.682,75.783,42.563,5.434,4.8,8.883,,13.613,75.293
1983-07-01,53.655,10.591,4.872,69.118,37.815,5.387,6.351,8.88,,12.098,70.531
1983-08-01,63.319,10.536,5.081,78.935,44.625,5.379,6.623,9.103,,14.273,80.003
1983-09-01,55.612,12.699,5.727,74.037,39.19,5.584,7.465,8.544,,12.538,73.321
1983-10-01,63.621,22.704,6.171,92.496,44.834,7.218,8.044,8.647,,14.342,83.086
1983-11-01,77.835,34.721,8.772,121.327,54.853,8.913,11.435,8.387,,17.549,101.137
1983-12-01,114.335,57.229,13.004,184.568,80.576,12.437,16.951,8.986,,25.774,144.724
1984-01-01,150.126,48.01,24.519,222.655,101.203,10.96,5.487,8.495,,36.547,162.691
1984-02-01,100.305,33.489,12.372,146.165,67.613,8.421,2.768,7.905,,24.419,111.127
1984-03-01,121.339,36.531,14.893,172.763,81.792,9.119,3.333,8.852,,29.543,132.64
1984-04-01,85.62,23.266,12.69,121.576,57.716,6.887,2.84,8.761,,20.842,97.046
1984-05-01,77.225,15.632,7.399,100.256,52.057,5.768,1.656,9.344,,18.799,87.623
1984-06-01,62.447,9.289,9.726,81.462,42.097,4.646,2.176,9.326,,15.202,73.448
1984-07-01,62.03,8.682,10.469,81.18,41.814,4.654,2.343,9.262,,15.102,73.174
1984-08-01,73.914,8.646,9.485,92.045,49.825,4.648,2.122,9.619,,17.994,84.208
1984-09-01,74.252,11.875,13.137,99.264,50.051,5.06,2.94,8.646,,18.076,84.773
1984-10-01,77.086,17.525,9.798,104.408,51.963,6.072,2.192,9.125,,18.767,88.119
1984-11-01,92.651,30.897,19.659,143.207,62.457,8.111,4.399,8.924,,22.558,106.449
1984-12-01,113.606,36.353,16.139,166.098,76.58,9.091,3.611,8.889,,27.657,125.828
1985-01-01,126.892,55.128,28.237,210.258,73.288,12.715,5.849,7.586,,26.449,125.887
1985-02-01,118.03,43.556,18.673,180.26,68.17,10.468,3.868,7.11,,24.601,114.216
1985-03-01,105.012,33.862,8.238,147.111,60.645,9.25,1.706,7.963,,21.891,101.456
1985-04-01,76.251,20.974,8.512,105.737,44.036,7.03,1.763,8.043,,15.893,76.766
1985-05-01,67.982,15.181,7.58,90.743,39.259,6.206,1.57,8.436,,14.171,69.642
1985-06-01,61.97,11.274,9.324,82.568,35.794,5.449,1.931,8.091,,12.92,64.185
1985-07-01,65.158,9.638,6.118,80.914,37.629,5.303,1.267,8.374,,13.58,66.154
1985-08-01,71.891,10.24,10.433,92.563,41.518,5.401,2.161,8.653,,14.982,72.715
1985-09-01,73.3,12.37,8.739,94.408,42.336,5.628,1.81,7.666,,15.277,72.718
1985-10-01,89.882,20.428,11.446,121.756,51.908,7.061,2.371,8.241,,18.735,88.316
1985-11-01,99.624,31.518,11.714,142.856,57.538,8.748,2.426,7.829,,20.766,97.307
1985-12-01,136.386,50.526,29.503,216.415,78.765,11.965,6.111,8.117,,28.43,133.388
1986-01-01,138.872,48.588,17.865,205.325,77.894,11.564,7.352,8.348,,36.201,141.359
1986-02-01,129.36,42.041,13.274,184.674,72.553,10.145,5.462,7.502,,33.723,129.386
1986-03-01,114.089,34.436,13.065,161.59,63.993,9.26,5.377,8.93,,29.744,117.303
1986-04-01,84.975,22.981,5.446,113.402,47.659,7.277,2.241,8.828,,22.149,88.155
1986-05-01,79.109,15.355,7.09,101.553,44.373,6.153,2.918,9.124,,20.621,83.19
1986-06-01,66.525,10.382,3.095,80.002,37.313,5.226,1.274,8.958,,17.346,70.116
1986-07-01,68.528,9.663,6.484,84.674,38.435,5.227,2.668,9.547,,17.861,73.738
1986-08-01,73.991,10.147,10.357,94.496,41.496,5.305,4.262,9.546,,19.289,79.898
1986-09-01,71.752,12.667,5.738,90.156,40.246,5.598,2.361,8.529,,18.704,75.438
1986-10-01,88.577,21.475,10.495,120.547,49.678,7.15,4.319,9.308,,23.092,93.547
1986-11-01,85.525,34.934,11.941,132.401,47.97,9.223,4.914,8.547,,22.294,92.949
1986-12-01,110.142,45.539,16.466,172.147,61.774,11.068,6.776,9.171,,28.713,117.501
1987-01-01,124.332,56.725,16.699,197.756,65.356,13.044,6.844,8.531,,28.242,122.017
1987-02-01,107.065,45.434,14.284,166.784,56.282,10.855,5.854,8.014,,24.319,105.324
1987-03-01,114.731,39.554,11.159,165.444,60.312,10.301,4.573,9.092,,26.06,110.339
1987-04-01,88.223,26.055,4.467,118.745,46.379,8.017,1.831,9.24,,20.043,85.511
1987-05-01,79.498,16.195,5.133,100.826,41.788,6.571,2.104,9.74,,18.057,78.259
1987-06-01,74.531,11.017,6.206,91.755,39.177,5.615,2.544,9.525,,16.931,73.792
1987-07-01,77.505,10.651,5.454,93.609,40.745,5.685,2.235,9.897,,17.604,76.167
1987-08-01,71.002,11.032,6.915,88.949,37.323,5.746,2.834,9.58,,16.127,71.61
1987-09-01,82.969,13.269,7.462,103.7,43.613,5.975,3.058,9.103,,18.849,80.598
1987-10-01,104.275,28.137,13.309,145.72,54.815,8.478,5.454,9.537,,23.69,101.975
1987-11-01,104.353,35.267,11.319,150.94,54.857,9.488,4.639,9.035,,23.703,101.722
1987-12-01,127.136,49.346,16.316,192.798,66.835,11.865,6.687,9.466,,28.883,123.737
1988-01-01,137.2,57.351,22.353,216.903,69.163,12.87,4.068,8.525,,30.415,125.04
1988-02-01,125.786,46.139,16.675,188.6,63.406,10.863,3.035,8.387,,27.881,113.572
1988-03-01,121.638,38.427,12.763,172.829,61.317,9.905,2.323,9.327,,26.964,109.835
1988-04-01,87.171,26.607,8.311,122.088,43.944,7.928,1.512,9.158,,19.325,81.868
1988-05-01,81.536,17.021,8.62,107.176,41.099,6.551,1.569,9.302,,18.074,76.595
1988-06-01,72.77,11.344,5.702,89.817,36.683,5.537,1.038,9.636,,16.132,69.025
1988-07-01,81.536,10.33,7.137,99.002,41.099,5.503,1.299,9.53,,18.074,75.505
1988-08-01,85.338,10.452,7.203,102.993,43.018,5.522,1.311,9.625,,18.917,78.392
1988-09-01,82.814,13.476,9.945,106.235,41.745,5.871,1.81,9.126,,18.357,76.909
1988-10-01,94.573,27.056,11.048,132.677,47.672,8.124,2.01,9.261,,20.966,88.033
1988-11-01,100.051,34.151,14.298,148.5,50.431,9.11,2.602,9.095,,22.179,93.418
1988-12-01,119.656,49.217,19.481,188.353,60.312,11.595,3.545,9.354,,26.524,111.33
1989-01-01,124.855,52.534,16.446,193.835,61.747,12.381,3.867,7.969,0.0,24.552,110.516
1989-02-01,103.767,53.583,13.652,171.003,51.315,12.127,3.21,7.597,0.0,20.407,94.655
1989-03-01,116.1,43.089,9.926,169.116,57.414,10.927,2.334,8.768,0.0,22.831,102.275
1989-04-01,84.992,29.53,7.466,121.988,42.031,8.702,1.755,8.183,0.0,16.711,77.382
1989-05-01,77.381,20.543,6.078,104.001,38.272,7.457,1.429,8.72,0.0,15.215,71.093
1989-06-01,77.387,12.849,7.487,97.723,38.272,6.135,1.76,8.896,0.0,15.215,70.278
1989-07-01,71.289,11.775,5.762,88.826,35.257,6.108,1.355,8.62,0.0,14.018,65.357
1989-08-01,88.434,12.283,4.9,105.617,43.735,6.186,1.152,9.118,0.0,17.39,77.581
1989-09-01,85.641,15.135,5.074,105.851,42.355,6.486,1.193,8.278,0.0,16.841,75.155
1989-10-01,90.85,25.419,10.472,126.741,44.928,8.208,2.462,8.627,0.0,17.864,82.088
1989-11-01,101.131,39.722,11.66,152.513,50.01,10.271,2.742,8.407,0.0,19.883,91.312
1989-12-01,138.252,66.932,18.352,223.536,68.372,14.597,4.315,8.755,0.0,27.182,123.221
1990-01-01,94.327,51.398,11.031,156.756,51.672,12.052,2.043,8.671,0.0,22.166,96.604
1990-02-01,86.713,46.335,10.924,143.972,47.499,10.871,2.023,8.464,0.0,20.374,89.232
1990-03-01,82.263,40.746,6.109,129.117,45.064,10.386,1.131,9.578,0.0,19.333,85.491
1990-04-01,73.608,28.757,5.659,108.024,40.327,8.381,1.048,8.995,0.0,17.299,76.051
1990-05-01,71.37,21.568,1.992,94.93,39.097,7.387,0.369,9.605,0.0,16.772,73.229
1990-06-01,74.261,11.963,1.446,87.671,40.68,5.755,0.268,9.497,0.0,17.448,73.648
1990-07-01,72.377,10.888,2.105,85.37,39.648,5.717,0.39,9.784,0.0,17.008,72.546
1990-08-01,80.753,11.167,5.049,96.968,44.237,5.76,0.935,10.176,0.0,18.973,80.081
1990-09-01,78.8,13.611,3.802,96.213,43.167,6.013,0.704,8.734,0.0,18.514,77.132
1990-10-01,83.604,24.734,2.329,110.666,45.801,7.882,0.431,9.432,0.0,19.643,83.189
1990-11-01,87.067,36.516,2.872,126.455,47.698,9.595,0.532,9.147,0.0,20.461,87.433
1990-12-01,92.987,54.914,10.59,158.491,50.941,12.601,1.961,9.109,0.0,21.85,96.463
1991-01-01,104.594,64.323,12.215,181.131,58.162,14.161,2.041,6.679,0.0,23.821,104.864
1991-02-01,83.64,46.99,6.668,137.298,46.511,11.079,1.114,6.209,0.0,19.058,83.97
1991-03-01,83.138,44.349,5.672,133.158,46.23,11.083,0.948,7.054,0.0,18.939,84.253
1991-04-01,72.058,28.245,4.975,105.278,40.072,8.464,0.831,6.943,0.0,16.414,72.724
1991-05-01,68.154,17.721,3.538,89.413,37.901,6.979,0.591,7.476,0.0,15.52,68.467
1991-06-01,68.245,12.872,2.067,83.185,37.951,6.095,0.345,7.253,0.0,15.545,67.189
1991-07-01,71.934,11.651,1.808,85.393,40.003,6.044,0.302,7.601,0.0,16.389,70.338
1991-08-01,70.833,11.804,2.262,84.899,39.39,6.067,0.378,7.567,0.0,16.139,69.541
1991-09-01,66.414,15.179,0.654,82.247,36.931,6.45,0.109,6.89,0.0,15.126,65.507
1991-10-01,78.406,25.668,3.536,107.61,43.601,8.204,0.591,7.319,0.0,17.864,77.579
1991-11-01,71.295,45.133,14.703,131.132,39.647,11.067,2.457,6.817,0.0,16.239,76.226
1991-12-01,91.656,54.703,14.243,160.602,50.966,12.679,2.38,7.261,0.0,20.877,94.163
1992-01-01,105.065,56.289,15.062,176.415,54.34,12.956,2.577,6.371,0.005,20.28,96.53
1992-02-01,89.321,44.673,9.165,143.158,46.199,10.876,1.568,6.042,0.006,17.24,81.931
1992-03-01,85.745,43.414,10.929,140.088,44.349,10.95,1.87,6.62,0.006,16.55,80.344
1992-04-01,78.19,29.505,4.34,112.034,40.437,8.647,0.743,6.497,0.005,15.089,71.418
1992-05-01,67.54,19.647,2.585,89.773,34.929,7.246,0.442,6.797,0.004,13.037,62.456
1992-06-01,69.229,13.267,1.311,83.808,35.801,6.117,0.224,6.696,0.005,13.361,62.203
1992-07-01,64.505,11.897,7.353,83.755,33.365,6.039,1.258,7.085,0.005,12.453,60.205
1992-08-01,66.742,12.469,-2.118,77.092,34.516,6.128,-0.362,6.845,0.008,12.882,60.016
1992-09-01,85.758,14.972,2.584,103.314,44.355,6.383,0.442,6.592,0.007,16.55,74.329
1992-10-01,77.444,27.475,4.465,109.384,40.049,8.466,0.764,6.806,0.008,14.946,71.039
1992-11-01,82.822,41.206,4.325,128.353,42.835,10.471,0.74,6.374,0.007,15.984,76.411
1992-12-01,107.301,55.077,5.003,167.381,55.491,12.767,0.856,6.86,0.008,20.709,96.691
1993-01-01,101.752,57.349,8.038,167.139,51.519,12.948,1.492,2.217,0.012,18.05,86.237
1993-02-01,95.756,54.437,11.643,161.836,48.479,12.093,2.162,2.145,0.01,16.983,81.872
1993-03-01,105.127,47.013,6.974,159.114,53.228,11.387,1.295,2.467,0.011,18.645,87.033
1993-04-01,84.552,31.45,3.661,119.663,42.808,8.899,0.68,2.402,0.01,14.997,69.795
1993-05-01,74.939,19.118,1.637,95.694,37.941,7.175,0.304,2.533,0.011,13.291,61.254
1993-06-01,77.68,13.524,-2.039,89.164,39.328,6.192,-0.379,2.488,0.012,13.775,61.416
1993-07-01,74.231,12.34,2.877,89.449,37.582,6.151,0.534,2.599,0.016,13.167,60.049
1993-08-01,81.153,12.243,4.249,97.645,41.086,6.137,0.789,2.626,0.014,14.395,65.047
1993-09-01,72.696,16.314,5.14,94.151,36.808,6.613,0.954,2.458,0.016,12.894,59.744
1993-10-01,57.36,28.149,1.623,87.132,29.044,8.538,0.301,2.465,0.014,10.176,50.539
1993-11-01,61.182,42.569,15.708,119.459,30.976,10.578,2.917,2.434,0.013,10.852,57.769
1993-12-01,87.373,55.573,16.103,159.049,44.238,12.679,2.99,2.558,0.015,15.493,77.974
1994-01-01,114.127,67.669,9.002,190.798,59.569,14.397,2.698,1.961,0.017,20.461,99.103
1994-02-01,103.285,54.855,7.358,165.498,53.905,12.06,2.206,1.846,0.014,18.517,88.547
1994-03-01,92.951,44.173,5.825,142.949,48.512,10.86,1.746,2.077,0.014,16.665,79.874
1994-04-01,69.248,27.801,5.578,102.628,36.142,8.259,1.672,2.056,0.011,12.417,60.557
1994-05-01,71.108,21.605,1.703,94.416,37.115,7.462,0.51,2.147,0.009,12.751,59.996
1994-06-01,68.169,12.38,-0.343,80.206,35.577,5.938,-0.103,2.154,0.011,12.225,55.801
1994-07-01,60.406,11.81,2.424,74.64,31.527,5.988,0.727,2.215,0.012,10.831,51.3
1994-08-01,67.096,12.499,4.869,84.465,35.018,6.092,1.459,2.24,0.01,12.033,56.852
1994-09-01,69.68,14.932,1.694,86.306,36.368,6.322,0.508,2.07,0.01,12.491,57.769
1994-10-01,71.553,26.767,5.868,104.188,37.348,8.24,1.759,2.12,0.01,12.832,62.307
1994-11-01,75.501,38.243,8.919,122.663,39.407,9.831,2.673,2.029,0.009,13.538,67.488
1994-12-01,95.852,51.442,12.027,159.321,50.025,11.954,3.605,2.226,0.009,17.185,85.004
