Month,Petroleum Imports From Brazil,Petroleum Imports From Canada,Petroleum Imports From Colombia,Petroleum Imports from Ecuador,Petroleum Imports From Mexico,Petroleum Imports From Netherlands,Petroleum Imports From Norway,Petroleum Imports From Russia,Petroleum Imports From United Kingdom,Petroleum Imports From U.S. Virgin Islands,Petroleum Imports From Other Non-OPEC,Petroleum Imports From Total Non-OPEC Countries
2000-03-01,9.774,1672.516,463.548,121.839,1382.226,39.355,345.935,62.968,282.71,225.677,1390.71,5997.258
2000-04-01,57.3,1750.333,402.233,113.867,1417.167,21.033,396.567,82.7,444.033,312.1,1389.7,6387.033
2000-05-01,32.677,1907.194,345.645,90.677,1361.71,15.742,307.387,43.839,559.548,307.355,1539.774,6511.548
2000-06-01,102.267,1829.733,282.8,105.667,1498.767,43.467,273.967,74.733,349.0,355.667,1557.767,6473.833
2000-07-01,87.903,1774.645,236.613,111.968,1310.677,7.903,544.903,77.806,476.032,267.129,1514.613,6410.194
2000-08-01,72.194,1789.613,312.516,189.871,1425.839,21.645,377.097,73.419,405.355,297.129,1303.742,6268.419
2000-09-01,22.333,1789.233,360.133,204.633,1493.767,39.333,363.167,88.5,290.933,323.3,1454.933,6430.267
2000-10-01,37,1716.419,207.452,166.484,1262.903,39.839,305.71,110.548,381.323,237.097,1518.387,5983.161
2000-11-01,79.967,1735.567,324.133,141.133,1340.033,34.033,292.933,49.5,331.967,298.6,1445.067,6072.933
2000-12-01,36.387,1947.613,358.548,103.774,1404.871,40.871,220.032,55.161,342.452,317.839,1650.742,6478.29
2001-01-01,143.29,1934.935,378.516,103.161,1456.097,77.355,321.355,190.452,417.161,339.097,1666.742,7028.161
2001-02-01,88.107,1866.929,320.893,91.893,1120.143,47.821,394.857,183.071,378.25,273.357,1807.286,6572.607
2001-03-01,81.387,1937.581,227.903,103.484,1453.839,48,400.419,52.935,252.71,262.774,1479.806,6300.839
2001-04-01,86.667,1851.533,300.933,122.8,1572.467,23.033,381.833,114.6,253.933,201,1640.233,6549.033
2001-05-01,126.516,1780.065,323.194,154.613,1312.129,60.581,410.645,87.613,418.0,222.548,1553.839,6449.742
2001-06-01,66.533,1899.8,308.4,111.267,1234.033,56.067,284.467,47.433,241.0,338.667,1503.7,6091.367
2001-07-01,86,1689.903,239,126.484,1347.677,25,447.871,81.29,367.516,319.677,1521.161,6251.581
2001-08-01,54.419,1722.742,350.387,125.581,1471.29,39.806,286.71,117.806,313.645,202.355,1647.839,6332.581
2001-09-01,79.9,1685.467,306.967,132.5,1489.967,34.4,388.333,124.167,229.267,282.9,1471.267,6225.133
2001-10-01,84.161,1734.387,233.677,184.355,1431.581,50.032,258.581,33.677,365.387,263.194,1197.516,5836.548
2001-11-01,56,1898.567,277.7,96.5,1765.033,21.567,387.3,22.1,366.533,259.267,1380.467,6531.033
2001-12-01,32.613,1943.581,282.516,80.097,1603.129,32.71,139.839,30.032,285.548,247.226,1291.968,5969.258
2002-01-01,47.548,1900.645,260.032,116.032,1415.903,24.935,154.903,60.548,365.806,278.323,1434.194,6058.871
2002-02-01,84.429,1896.857,352.107,84.0,1611.107,48.214,263.536,50.714,359.893,241.571,1178.786,6171.214
2002-03-01,130.968,1843.581,241.677,109.581,1472.742,77.129,337.839,95.355,271.548,198.226,1428.806,6207.452
2002-04-01,163.267,2031.933,290.7,92.733,1485.533,111.1,576.7,191.667,453.9,167.8,1594.3,7159.633
2002-05-01,144,1969.419,209.903,90.742,1564.71,103.129,519.161,370.548,436.29,165.097,1635.387,7208.387
2002-06-01,148.733,1913.6,228.5,117.133,1518.9,68.733,527.233,231.467,726.333,236.267,1679.7,7396.6
2002-07-01,114.323,1901.355,224.097,110.194,1604.032,39.161,494.742,219.806,529.355,239.548,1781.097,7257.71
2002-08-01,191.419,2019.645,239.484,78.968,1499.516,87.29,477.871,235.645,574.161,233.774,1614.355,7252.129
2002-09-01,90.4,1882.633,274.867,113.533,1452.933,20.633,342.033,225.433,353.033,230.533,1636.133,6622.167
2002-10-01,132.452,2110.097,254.516,156.065,1574.258,74.935,317.742,295.258,581.903,235.355,1474.194,7206.774
2002-11-01,72.867,2083.167,269.9,152.833,1580.067,70,409.333,255.433,669.033,321.167,1702.133,7585.933
2002-12-01,65.742,2090.161,289,100.452,1780.548,61.065,288,276.065,415.387,281.452,1287.419,6935.29
2003-01-01,113.903,2272.258,159.935,84.935,1603.742,122.71,210.29,180.935,493.452,178.774,1379.71,6800.645
2003-02-01,119.143,1996.714,269.107,92.607,1645.571,62.393,279.893,270.75,462.786,253.357,1417.036,6869.357
2003-03-01,75.903,1894.839,220.161,82.387,1355.387,107.677,241.935,257.452,388.871,327.903,1659.097,6611.613
2003-04-01,75.2,1779.067,211.933,101.067,1662.567,89.467,282.267,132.033,407.033,244.5,1664.967,6650.1
2003-05-01,66.742,2014.935,161.871,148.613,1556.323,76.226,302.935,208.226,556.871,258.161,1816.452,7167.355
2003-06-01,83.5,1956.133,170.033,135.933,1530.267,97.467,375.433,526.967,511.933,278.333,1808.8,7474.8
2003-07-01,143.613,2131.161,187.806,143.774,1694.161,99.71,265,550.419,512.194,351.065,1921.387,8000.29
2003-08-01,198.355,2131.677,226.258,172.806,1618.032,91.484,352.129,411.323,380.968,344.806,1907.806,7835.645
2003-09-01,132.167,2082.067,199.8,172.833,1665.233,102.333,287.7,274.8,557.667,325.9,1673.033,7473.533
2003-10-01,95.484,2178.548,230.968,245.452,1692.419,78.774,295.677,93.355,318.581,306.903,1494.419,7030.581
2003-11-01,93.433,2185.833,128.933,103.267,1656.967,92.567,188.033,70.8,299.933,291.1,1364.0,6474.867
2003-12-01,98.516,2226.677,174.839,243.516,1800.548,18.839,161.871,72.226,389.871,286.968,1334.065,6807.935
2004-01-01,158.323,2203.968,299.677,196.71,1652.194,33.871,240.581,136.355,232.935,302.419,1313.258,6770.29
2004-02-01,120.621,2134.552,110.31,235.483,1591.345,131.448,263.207,184.379,402.483,292.897,1905.034,7371.759
2004-03-01,122.613,2118.226,124.226,113.419,1662.065,173.065,286.839,194.419,448.613,301.774,1970.968,7516.226
2004-04-01,70.867,2059.633,163.5,252.5,1606.667,111.233,208.1,371.833,463.267,290.3,1691.733,7289.633
2004-05-01,66.29,2087.355,202.161,271.129,1750.871,94.968,297.516,226.323,439.065,327.581,1727.29,7490.548
2004-06-01,146,2240.467,202.367,205.467,1729.167,135.167,209.333,432.1,426.833,378,1520.833,7625.733
2004-07-01,142.839,2177.516,136.161,277.323,1675.613,109.903,317.806,396.548,416.839,379.032,1695.29,7724.871
2004-08-01,83.613,2011.548,190.71,281.742,1655.484,97,321.419,256.065,282.516,355.065,1897.194,7432.355
2004-09-01,137.8,2141.0,182.767,302.267,1599.5,50.467,148.233,234.3,191.7,341.867,1733.2,7063.1
2004-10-01,92.774,2224.903,155.613,299.161,1769.129,132.032,222.806,294.935,486.968,351.613,1827.581,7857.516
2004-11-01,36.033,2107.833,159.133,237.033,1663.7,57.967,244.833,490.367,289.567,295.667,2043.033,7625.167
2004-12-01,70.097,2151.581,181.161,266.742,1612.226,84.903,165.484,364.581,480.484,343.516,1834.258,7555.032
2005-01-01,123.129,2235.387,150.419,315.323,1534.226,62.387,248.097,337.129,327.742,304.516,1876.903,7515.258
2005-02-01,152.643,2114.25,109.679,362.607,1610.25,115.179,126.143,463.536,336.571,330.071,2168.071,7889.0
2005-03-01,54.935,2037.387,126.258,305.29,1689.194,73.065,287.677,509.645,450.839,277.871,2058.032,7870.194
2005-04-01,48.867,2072.5,241.3,260.933,1649.7,131.3,245.3,659.9,398.9,357.567,1792.367,7858.633
2005-05-01,133.645,2215.774,176.484,238.032,1858.419,184.419,241.323,365.29,347.871,367.258,2004.419,8132.935
2005-06-01,225.867,2170.7,251.433,311.8,1761.2,131.767,356.7,349.567,421.567,330.633,2173.633,8484.867
2005-07-01,156.452,2080.387,204.968,227.677,1599.742,199.742,206.161,613.935,406.323,322.839,1806.645,7824.871
2005-08-01,225.613,2085.065,266.29,297.355,1744.613,108,131.129,236.903,441.774,298.71,2339.097,8174.548
2005-09-01,161.8,2214.9,158.267,197.733,1328.7,198.733,235.7,465.767,413.467,289.033,2479.8,8143.9
2005-10-01,192.097,2109.032,175.677,275.226,1588.742,225.774,307.903,435.032,455.323,413.194,2618.161,8796.161
2005-11-01,151.3,2305.2,329.767,263.867,1777.167,205.733,231.833,216.567,504.3,302.7,2424.367,8712.8
2005-12-01,242.258,2531.194,159.194,340.129,1796.71,173.226,177.032,274.581,250.871,335.097,1836.548,8116.839
2006-01-01,106.452,2385.419,195.032,379.742,1797.548,217.032,205.258,218.581,222.935,277.032,2195.355,8200.387
2006-02-01,203.214,2337.714,167.786,234.464,1891.393,142.571,199.071,304.429,205.786,318.357,2058.5,8063.286
2006-03-01,193.194,2288.226,170.161,241.613,1800.806,105.226,209.355,219.516,300.355,308.903,1978.484,7815.839
2006-04-01,169.367,2291.633,175.767,320.367,1749.933,160.833,206.333,219.633,315.2,239.167,2101.367,7949.6
2006-05-01,140.226,2359.161,203.774,245.742,1711,267.71,198.71,620.903,350.258,372.839,2025.065,8495.387
2006-06-01,150.6,2302.5,223.233,288.1,1855.467,211.833,139.667,430.133,357.533,273.467,2329.567,8562.1
2006-07-01,281.032,2204.419,155.903,194.226,1709.355,196.71,235.613,424.645,339.903,353.387,2379.097,8474.29
2006-08-01,307.871,2455.581,130.742,291.548,1793.452,259.161,273.323,485.452,272.194,377.387,2320.677,8967.387
2006-09-01,191.333,2340.433,184.567,325.6,1568.7,153.167,159.233,536.767,239.0,396.167,2553.433,8648.4
2006-10-01,221.935,2176.29,132.742,321.548,1644.323,116.129,181.484,365.548,194.677,341.677,2082.71,7779.065
2006-11-01,182.233,2636.933,46,251.0,1591.367,152.233,164.633,223.4,265.033,336.533,1973.767,7823.133
2006-12-01,161.71,2461.161,74.452,239.774,1365.613,97.903,177.968,369.355,199.194,334.355,2018.742,7500.226
2007-01-01,250.29,2528.968,147.903,272.129,1566.387,118.065,109.903,347.355,198.516,424.774,1667.29,7631.581
2007-02-01,152.821,2532.929,85.25,185.071,1495.964,62.536,130.893,241.679,261.143,311.821,1434.643,6894.75
2007-03-01,234.29,2356.871,121.097,190.774,1750.323,159.613,163.968,455.129,291.548,348.742,1582.387,7654.742
2007-04-01,223.833,2498.067,90.167,158.867,1571.8,87.267,203.467,556.067,372.733,322.067,1807.633,7891.967
2007-05-01,202.548,2499.806,121.871,215.677,1613.774,149.645,234.452,498.774,390.323,287.29,1809.774,8023.935
2007-06-01,160.833,2409.7,164.2,168.367,1529.3,171.133,193,285.267,345.0,217.6,1787.7,7432.1
2007-07-01,199.516,2386.161,231.452,172.032,1610.613,130.032,136.516,533.613,369.129,372.194,1853.968,7995.226
2007-08-01,280.161,2526.968,180.774,240.0,1473.903,126.581,111.548,416.419,173.581,319.774,1669.903,7519.613
2007-09-01,231.9,2520.133,185.567,239.367,1453.733,136.033,104.8,389.033,185.433,384.2,1585.067,7415.267
2007-10-01,196.903,2428.548,174.645,230.452,1416.677,175.645,109.935,452.323,289.935,352.968,1533.645,7361.677
2007-11-01,82.067,2404.133,219.1,160.567,1580.733,58.4,99.9,470.1,210.067,413.9,1528.133,7227.1
2007-12-01,178.258,2372.452,129.645,200.935,1321.548,157.226,110.129,305.839,237.677,386.677,1358.129,6758.516
2008-01-01,224.968,2653.548,198.032,0.0,1308.161,93.968,85.71,392.097,212.935,383.419,1600.484,7153.323
2008-02-01,172.483,2529.793,240.345,0.0,1327.862,141.414,99.931,451.138,154.862,350.69,1357.241,6825.759
2008-03-01,191.484,2563.323,164.871,0.0,1358.742,128.774,79.903,402.129,217.968,289.161,1267.548,6663.903
2008-04-01,235.467,2582.333,170.133,0.0,1381.8,185.2,137.133,401.767,228.967,340.1,1406.233,7069.133
2008-05-01,338.419,2367.032,278.065,0.0,1220.032,199.452,183.355,460.258,237.29,340.258,1346.581,6970.742
2008-06-01,314.667,2429.533,180.233,0.0,1255.567,261.933,122.333,763.8,285.767,314.333,1415.833,7344.0
2008-07-01,274.968,2417.194,191.742,0.0,1291.71,151.516,94.387,572.258,186.935,294.387,1523.871,6998.968
2008-08-01,207.613,2246.71,257.065,0.0,1400.645,143.452,83.516,489.839,221.613,297.903,1378.258,6726.613
2008-09-01,270.967,2399.467,148.5,0.0,1003.2,196.867,74.033,433.3,281.033,345.233,1282.167,6434.767
2008-10-01,354.161,2585.0,199.774,0.0,1433.581,175.806,70.129,394,385.871,266.581,1462.774,7327.677
2008-11-01,285.633,2534.233,175.533,0.0,1405.7,137.733,113.567,444.767,244.667,337.567,1402.633,7082.033
2008-12-01,225,2603.71,197.871,0.0,1228.097,203.161,80.194,382.065,176.355,288.774,1542.71,6927.935
2009-01-01,449.871,2549.226,269.29,0.0,1376.548,127.258,90.484,515.935,147.581,366.581,1544.903,7437.677
2009-02-01,380.714,2528.857,241.25,0.0,1364.179,188.786,73.643,472.286,281.321,337.143,1268.679,7136.857
2009-03-01,338.065,2445.742,283.129,0.0,1199.032,141.387,179.194,642.065,207.839,264.258,1534.129,7234.839
2009-04-01,277.667,2286.733,347.4,0.0,1289,117.133,112.067,759.067,400.667,290.067,1278.4,7158.2
2009-05-01,386.355,2214.903,242.71,0.0,1186.29,149.935,179.29,809.129,250.355,313.194,1372.548,7104.71
2009-06-01,299.267,2537.8,313.3,0.0,1190.333,157.367,172.833,617.733,267.9,275.8,1279.133,7111.467
2009-07-01,408,2663.742,288.968,0.0,1075.613,117.677,101.484,757.548,202.71,272.839,1387.29,7275.871
2009-08-01,274.613,2522.613,269.065,0.0,1159.419,159.613,51.871,504.806,225.387,223.032,1262.548,6652.968
2009-09-01,268.2,2357.9,300.833,0.0,1270.8,122.367,59.433,486,295.2,279.5,1263.167,6703.4
2009-10-01,174.032,2366.548,292.419,0.0,1135.839,83.742,97.29,385.323,278.097,214.968,1268.355,6296.613
2009-11-01,267.5,2565.4,236.8,0.0,1083.6,227.433,110.2,414.5,190.267,205.2,1218.967,6519.867
2009-12-01,183.581,2710.484,230.613,0.0,1204,98.968,64.613,384.613,198.806,289.226,998.452,6363.355
2010-01-01,353.419,2596.097,322.226,0.0,1133.484,115.774,125.677,463,282.29,298.29,1056.645,6746.903
2010-02-01,225.643,2491.071,386.179,0.0,1137.429,126.214,98.714,423.214,413.429,195.536,1074.0,6571.429
2010-03-01,306.484,2505.226,251.419,0.0,1306.226,135.839,58.645,494.032,267.323,235.097,977.226,6537.516
2010-04-01,317.567,2472.4,422.833,0.0,1281.9,88.867,166.133,586.8,303.7,331.167,1178.033,7149.4
2010-05-01,318.935,2528.097,315.032,0.0,1427.613,107.742,118.839,719.129,176.323,194.935,1180.226,7086.871
2010-06-01,308.233,2717.133,406.7,0.0,1210.967,86.933,52.067,759.7,269.167,245.767,1089.8,7146.467
2010-07-01,331.935,2548.806,404.032,0.0,1289.323,207.194,119,719.194,351.484,239.032,1287.129,7497.129
2010-08-01,250.903,2488.645,371.839,0.0,1282.097,137.387,56.871,786.161,265.968,300.903,1298.323,7239.097
2010-09-01,180.567,2478.9,363.067,0.0,1253.667,45.467,61.8,647.567,178.333,301.8,1200.467,6711.633
2010-10-01,169.323,2347.226,422.226,0.0,1347.452,107.645,111.258,654.774,152.387,269.968,1255.226,6837.484
2010-11-01,198.4,2512.567,492.333,0.0,1363.433,56.767,79.333,561.167,187.433,233.7,885.867,6571.0
2010-12-01,294.677,2735.839,230.677,0.0,1364.871,71.194,25.516,514.129,235.774,191.065,854.71,6518.452
2011-01-01,263.419,2921.032,354.935,0.0,1366.484,100.71,84.774,557.516,154.903,275.935,1176.097,7255.806
2011-02-01,179.393,2932.286,257.821,0.0,1102.643,128.643,68.607,436.571,110.214,178.857,748.821,6143.857
2011-03-01,164.71,2724.065,426.968,0.0,1319.387,91.484,156.032,689.677,197.548,149,1197.645,7116.516
2011-04-01,228.3,2693.0,548,0.0,1077.333,132.7,167.3,704.067,192.9,179,1275.067,7197.667
2011-05-01,298.355,2504.903,433.452,0.0,1302.935,128.774,100.774,683.548,244.968,193.839,1296.355,7187.903
2011-06-01,282.833,2515.033,309.1,0.0,1221.733,175.4,92.533,688.5,146.0,150.733,1329.9,6911.767
2011-07-01,329.613,2618.419,417.903,0.0,1197.129,79.935,58.387,563.742,175.065,192.097,1113.355,6745.645
2011-08-01,238.903,2622.419,394.677,0.0,1185.355,80.774,87,585.484,125.129,184.548,1000.968,6505.258
2011-09-01,190.1,2835.9,529.133,0.0,1192.067,63.867,96.967,591.6,124.167,188.9,1086.5,6899.2
2011-10-01,190.032,2671.29,578,0.0,1176.581,23.097,179.677,687.387,149.806,150.839,902.387,6709.097
2011-11-01,245.367,2797.3,424.2,0.0,1256.233,95.567,174.467,737.333,124.9,176.667,917.8,6949.833
2011-12-01,417.129,2927.129,507.871,0.0,1063.645,100.516,88.194,552.161,161.968,214.419,856.677,6889.71
2012-01-01,320.839,3031.613,430.645,0.0,1114.032,101.29,46.323,571.871,167.645,96.452,870.032,6750.742
2012-02-01,285.793,3056.793,473.862,0.0,1081.138,93.483,163.241,287.724,126.862,27.621,904.31,6500.828
2012-03-01,357.097,2952.839,482.258,0.0,1004.194,143.194,86.548,325.968,186.839,0.613,764.323,6303.871
2012-04-01,236.9,2986.5,472.1,0.0,1001.8,84.1,50.8,387.9,145.3,11.967,831.033,6208.4
2012-05-01,211.742,2965.613,429.742,0.0,1011.968,110.742,94.29,547.484,138.258,1.677,875.387,6386.903
2012-06-01,296.567,3069.667,514.967,0.0,914.9,151.033,81.667,654.833,194.233,0.267,890.933,6769.067
2012-07-01,270.032,2920.903,412.742,0.0,1024.065,138.29,47.29,490.968,130.548,0.968,970.968,6406.774
2012-08-01,288.581,2953.871,408.613,0.0,1016.097,97,94.032,367.935,197.129,No Data Reported,1071.484,6494.742
2012-09-01,152.267,2759.1,356.933,0.0,1095.733,74.733,62.967,561.767,110.6,No Data Reported,1029.367,6203.467
2012-10-01,90.032,2641.677,375.871,0.0,1062.161,69.226,67.355,552.484,116.677,3.323,881.677,5860.484
2012-11-01,123.467,2870.033,459.3,0.0,1064.767,72.233,80.067,445.133,126.3,No Data Reported,711.867,5953.167
2012-12-01,84.774,3153.032,387.387,0.0,1026.29,52.419,35.097,523.258,143.935,No Data Reported,681.645,6087.839
2013-01-01,103.323,3456.226,351.065,0.0,1068.097,120.774,47.968,327.806,115.548,No Data Reported,632.0,6222.806
2013-02-01,79.036,3456.893,366.357,0.0,977.964,120.5,10.286,454.179,94.536,No Data Reported,611.821,6171.571
2013-03-01,122.935,3037.032,479.097,0.0,676.839,122.452,57.161,453.645,111.032,No Data Reported,732.677,5792.871
2013-04-01,96.533,3208.1,464.667,0.0,973.367,76.1,39.667,584.367,131.433,No Data Reported,794.567,6368.8
2013-05-01,198.355,2853.677,388.742,0.0,885.161,88.387,30.387,554.355,179.71,No Data Reported,931.452,6110.226
2013-06-01,191.833,2884.667,355.667,0.0,845.767,73.767,79.7,519.133,197.7,No Data Reported,896.367,6044.6
2013-07-01,184.645,3013.806,587.774,0.0,929.742,68.871,67.774,455.742,191.742,No Data Reported,1010.581,6510.677
2013-08-01,240.968,3082.452,375.129,0.0,912.097,84.71,35.516,572.065,163.258,No Data Reported,881.581,6347.774
2013-09-01,261.9,3085.8,314.033,0.0,839.167,60.633,56.2,458.5,149.2,No Data Reported,890.333,6115.767
2013-10-01,95.032,3217.516,384.226,0.0,877.548,83.452,113.613,555.161,160.129,No Data Reported,710.677,6197.355
2013-11-01,133.433,3129.933,308.1,0.0,1014.067,78.1,52.5,325.367,124.333,No Data Reported,684.633,5850.467
2013-12-01,104.839,3295.871,292.871,0.0,1029.839,89.742,54,264.645,146.387,No Data Reported,648.194,5926.387
2014-01-01,127.71,3411.903,381.032,0.0,1030.484,105.548,36.387,212.387,141.613,No Data Reported,507.839,5954.903
2014-02-01,180.607,3213.143,320.143,0.0,863.857,104.607,88.179,364.536,68.143,No Data Reported,554.0,5757.214
2014-03-01,72.323,3200.613,381.968,0.0,871,90.484,70.226,423.968,130.839,No Data Reported,619.806,5861.226
2014-04-01,99.867,3139.967,333.567,0.0,753.3,109.767,71.967,404.533,170.1,No Data Reported,809.433,5892.5
2014-05-01,136.032,3275.774,246.968,0.0,798.677,126.677,39.419,350.871,178.774,No Data Reported,920.935,6074.129
2014-06-01,143.133,3257.733,209.767,0.0,776.967,14.633,29.8,274.467,97.067,No Data Reported,781.467,5585.033
2014-07-01,156.968,3288.645,202.452,0.0,752.613,31.903,54.645,405.258,128.0,No Data Reported,876.742,5897.226
2014-08-01,213.871,3432.129,335.581,0.0,797.968,61.258,44.484,394.387,84.29,No Data Reported,679.968,6043.935
2014-09-01,112.7,3542.933,333.333,0.0,859.167,56.167,7.1,281.833,57.333,No Data Reported,713.467,5964.033
2014-10-01,257.71,3429.065,353.613,0.0,833.677,119.129,28,316.452,109.065,No Data Reported,800.774,6247.484
2014-11-01,223.5,3465.933,427.267,0.0,944.867,68.267,34.833,170.067,109.667,No Data Reported,643.567,6087.967
2014-12-01,197.677,3971.355,287.355,0.0,820.71,129,42.29,355.097,118.742,No Data Reported,720.097,6642.323
2015-01-01,236.032,4010.419,417.161,0.0,831.065,77.548,11.452,400.71,139.871,No Data Reported,799.226,6923.484
2015-02-01,138.25,3942.464,353.036,0.0,784.393,80.5,58,299.929,88.179,No Data Reported,733.393,6478.143
2015-03-01,170.452,3899.484,525.065,0.0,875.452,109.806,51.645,376.355,83.226,No Data Reported,726.935,6818.419
2015-04-01,231.833,3849.267,441.8,0.0,713.9,77.6,36.8,357.9,110.967,No Data Reported,820.233,6640.3
2015-05-01,108.097,3561.968,535.452,0.0,663.129,79.548,108.355,337,138.355,No Data Reported,837.581,6369.484
2015-06-01,255.333,3625.467,377.133,0.0,856.467,23.167,66.433,500.067,133.933,No Data Reported,897.867,6735.867
2015-07-01,222.226,3487.548,440.71,0.0,754.645,53.613,86.516,445.484,142.355,No Data Reported,1027.419,6660.516
2015-08-01,396.29,3932.419,339.387,0.0,730.516,21.71,137.774,509.355,153.677,No Data Reported,887.258,7108.387
2015-09-01,275.533,3807.1,291.6,0.0,646.733,52.667,48.133,368.6,178.333,No Data Reported,834.967,6503.667
2015-10-01,228.742,3411.194,221.032,0.0,755.774,32.194,44.452,307.355,99.097,No Data Reported,842.258,5942.097
2015-11-01,98.933,3620.9,401.567,0.0,721.1,39.333,36.967,319.9,91.633,No Data Reported,651.4,5981.733
2015-12-01,207.968,4042.71,390.387,0.0,759.935,37.742,39.387,219.065,111.581,No Data Reported,660.065,6468.839
2016-01-01,168.226,4084.484,499.161,0.0,709.613,57.129,58.226,395.194,115.419,No Data Reported,565.516,6652.968
2016-02-01,148.345,4210.931,506.759,0.0,538.759,72.759,61.448,435.862,71.31,No Data Reported,790.034,6836.207
2016-03-01,112.419,3869.742,568.774,0.0,657.29,30.129,143.097,329.226,140.548,No Data Reported,573.968,6425.194
2016-04-01,160,3548.6,386.4,0.0,788,54.467,89.4,508.867,148.833,No Data Reported,783.767,6468.333
2016-05-01,110.29,3548.355,569.903,0.0,675.774,62.903,43.677,434.935,106.0,No Data Reported,963.968,6515.806
2016-06-01,200,3437.233,583.067,0.0,739.3,59.333,112.667,484.9,167.933,0.7,965.867,6751.0
2016-07-01,158.065,3451.0,535.968,0.0,732.71,43.226,109.194,538.613,92.323,No Data Reported,1101.548,6762.645
2016-08-01,273.806,3809.161,534.161,0.0,672.355,31.484,48.871,498.516,141.419,No Data Reported,885.548,6895.323
2016-09-01,154.133,3783.933,499.8,0.0,594.6,66.567,123.533,420.6,131.6,No Data Reported,849.5,6624.267
2016-10-01,198.871,3586.677,346.484,0.0,614,107.323,75.387,490.968,88.774,No Data Reported,860.968,6369.452
2016-11-01,188.667,4031.5,368.433,0.0,697.267,74.2,37.6,418.733,136.667,No Data Reported,779.367,6732.433
2016-12-01,126.419,4016.742,396.645,0.0,605.871,59.613,10.677,333.613,120.903,No Data Reported,631.355,6301.839
2017-01-01,205.935,4285.0,345.065,0.0,730.097,75.452,133.645,361.032,142.677,No Data Reported,673.355,6952.258
2017-02-01,240.429,4097.5,401.357,0.0,607.357,80.393,34.464,330.786,96.071,No Data Reported,699.571,6587.929
2017-03-01,228.71,4147.258,337.645,0.0,629.645,48.161,11.935,378.516,119.677,No Data Reported,688.71,6590.258
2017-04-01,168.2,3891.967,416.667,0.0,679.733,61.967,85.9,307.7,122.867,No Data Reported,844.033,6579.033
2017-05-01,131.613,4158.806,423.71,0.0,809.968,49.226,72.871,400.806,166.903,No Data Reported,846.645,7060.548
2017-06-01,202.233,3837.167,333.633,0.0,783.9,71.967,121.6,503.333,126.333,No Data Reported,778.6,6758.767
2017-07-01,375.742,3823.903,356.516,0.0,667.806,44.516,63.581,358.452,112.548,No Data Reported,752.323,6555.387
2017-08-01,258.258,4022.839,387.935,0.0,581.452,74.194,185.806,448,66.806,No Data Reported,924.226,6949.516
2017-09-01,250.233,3984.1,373.533,0.0,430.167,93.267,117.533,449.967,149.367,No Data Reported,1023.967,6872.133
2017-10-01,230.387,3975.613,270.419,0.0,653.645,51.258,70.968,354.839,82.774,No Data Reported,896.871,6586.774
2017-11-01,228.2,4045.733,337.233,0.0,840.767,42.933,37.767,384.067,60.9,No Data Reported,854.3,6831.9
2017-12-01,166.065,4372.871,363.161,0.0,766.645,58.677,7.355,388.581,87.645,No Data Reported,784.484,6995.484
2018-01-01,271.774,4442.0,511.516,0.0,669.452,68.161,56.774,385.516,79.258,No Data Reported,786.484,7270.935
2018-02-01,187.286,4263.464,476.75,0.0,712.643,50.25,56.464,296.571,109.857,No Data Reported,692.464,6845.75
2018-03-01,83.581,4194.548,364,0.0,783.581,91.323,91.323,356.258,84.258,No Data Reported,928.548,6977.419
2018-04-01,183.667,4277.7,281.667,0.0,631.733,64.1,121.667,243.4,204.833,No Data Reported,843.0,6851.767
2018-05-01,123.161,4466.71,437.161,0.0,608.387,78.387,71.774,490.839,179.968,No Data Reported,1039.226,7495.613
2018-06-01,283.033,4552.633,239.667,0.0,886.4,53.1,84.8,439,151.767,No Data Reported,994.9,7685.3
2018-07-01,179.194,4173.129,319.065,0.0,681.258,43.032,165.935,453.935,164.484,No Data Reported,1041.806,7221.839
2018-08-01,248.742,4239.0,319.194,0.0,935.258,68.452,38.581,514.806,175.065,No Data Reported,1037.871,7576.968
2018-09-01,77.033,4038.267,228.533,0.0,770.7,44.267,73.633,518.9,206.533,No Data Reported,935.333,6893.2
2018-10-01,229.871,4193.097,228.871,0.0,718.194,88.613,138.258,271.129,105.71,No Data Reported,765.0,6738.742
2018-11-01,92.567,4383.7,258.967,0.0,600.667,48.733,135.767,253.7,155.1,No Data Reported,639.967,6569.167
2018-12-01,91.645,4277.129,333.452,0.0,635.29,49.065,94.419,271.258,132.161,No Data Reported,620.323,6504.742
2019-01-01,140.968,4655.258,379.774,0.0,568.774,102.71,88.323,343.903,122.161,No Data Reported,813.0,7214.871
2019-02-01,90.321,4320.143,420.25,0.0,720.107,108.143,68.964,226.286,47.286,No Data Reported,866.679,6868.179
2019-03-01,171.548,4429.484,411.903,0.0,712.355,68.484,80.29,362.968,117.548,No Data Reported,907.161,7261.742
2019-04-01,153.333,4411.767,472.2,0.0,679.767,123.533,111.967,566.067,181.8,No Data Reported,1258.033,7958.467
2019-05-01,256.258,4427.613,467.935,0.0,656.419,218.387,147.032,563.516,265.742,No Data Reported,1197.516,8200.419
2019-06-01,213,4398.367,394.767,0.0,573.8,88.133,190.3,533.967,155.933,No Data Reported,1049.9,7598.167
2019-07-01,338.161,4674.258,378.677,0.0,670.097,121.065,50.581,496.355,182.29,No Data Reported,1269.645,8181.129
2019-08-01,197.323,4379.29,383.548,0.0,744.129,138.032,93.839,617.065,146.258,No Data Reported,1026.871,7726.355
