Month,Fossil Fuels Production,Nuclear Energy Consumption,"Renewable Energy Production, Fossil Fuel Equivalent","Total Energy Production, Fossil Fuel Equivalent",Total Energy Imports,Total Energy Exports,Total Energy Net Imports,Total Energy Adjustments,Fossil Fuels Consumption,Nuclear Energy Consumption.1,"Renewable Energy Consumption, Fossil Fuel Equivalent","Total Energy Consumption, Fossil Fuel Equivalent"
1994-09-01,4800.529,581.426,433.622,5815.577,1957.682,357.83,1599.853,-534.198,5857.132,581.426,430.608,6881.232
1994-10-01,4840.115,529.943,476.298,5846.357,1862.735,352.528,1510.206,-285.952,6050.67,529.943,477.8,7070.611
1994-11-01,4868.054,577.783,482.928,5928.766,1794.387,355.634,1438.752,-219.386,6075.39,577.783,482.582,7148.132
1994-12-01,5030.171,632.314,512.709,6175.195,1898.721,409.139,1489.581,339.224,6846.502,632.314,512.935,8004.0
1995-01-01,4953.83,665.531,516.503,6135.864,1737.49,350.851,1386.639,698.373,7028.515,665.531,515.414,8220.876
1995-02-01,4561.374,544.873,478.62,5584.868,1633.285,337.213,1296.072,714.827,6561.758,544.873,477.656,7595.767
1995-03-01,5021.481,545.102,550.404,6116.988,1931.916,371.297,1560.619,63.568,6633.216,545.102,550.605,7741.174
1995-04-01,4646.312,518.215,536.523,5701.05,1760.335,375.561,1384.774,19.778,6039.398,518.215,536.242,7105.602
1995-05-01,4808.047,571.444,533.618,5913.109,1847.711,381.3,1466.412,-228.859,6035.281,571.444,532.005,7150.661
1995-06-01,4708.923,592.394,560.143,5861.459,1931.513,385.814,1545.699,-175.227,6066.16,592.394,561.166,7231.931
1995-07-01,4683.37,651.824,601.274,5936.468,1868.917,351.448,1517.469,172.089,6361.742,651.824,600.261,7626.026
1995-08-01,4853.799,647.87,582.279,6083.948,1917.884,359.064,1558.82,274.605,6674.332,647.87,580.326,7917.373
1995-09-01,4766.712,585.133,499.49,5851.336,1987.278,362.921,1624.357,-340.093,6040.399,585.133,499.532,7135.6
1995-10-01,4872.342,570.461,558.494,6001.297,1838.622,390.446,1448.176,-225.219,6083.335,570.461,560.883,7224.254
1995-11-01,4826.497,553.807,554.285,5934.589,1862.515,384.029,1478.485,159.267,6451.528,553.807,559.12,7572.342
1995-12-01,4793.71,628.781,585.642,6008.133,1862.149,445.947,1416.202,986.032,7187.681,628.781,586.124,8410.367
1996-01-01,4791.416,661.075,606.65,6059.141,1988.266,382.039,1606.227,1111.26,7499.915,661.075,607.652,8776.628
1996-02-01,4637.98,587.409,571.302,5796.69,1691.399,367.855,1323.543,983.8,6934.096,587.409,572.901,8104.034
1996-03-01,4978.767,582.642,627.922,6189.331,1925.054,350.848,1574.206,428.224,6969.688,582.642,628.609,8191.761
1996-04-01,4842.086,528.566,556.065,5926.717,1915.001,373.202,1541.799,-106.645,6266.615,528.566,556.117,7361.871
1996-05-01,4911.048,584.355,594.902,6090.304,2104.389,371.114,1733.275,-360.497,6272.672,584.355,595.772,7463.082
1996-06-01,4736.299,603.899,607.613,5947.811,2003.971,380.941,1623.03,-124.808,6221.216,603.899,608.154,7446.033
1996-07-01,4893.643,640.194,610.092,6143.928,2059.825,389.241,1670.584,-56.693,6492.192,640.194,609.998,7757.82
1996-08-01,5030.173,645.688,594.874,6270.734,2087.835,375.187,1712.648,-113.921,6611.527,645.688,594.953,7869.461
1996-09-01,4795.487,573.389,513.255,5882.131,1880.212,417.916,1462.296,-197.201,6048.659,573.389,512.558,7147.226
1996-10-01,5031.76,531.582,568.74,6132.082,2063.822,413.46,1650.362,-165.079,6507.758,531.582,567.214,7617.365
1996-11-01,4802.522,547.54,561.304,5911.367,1909.379,401.802,1507.577,376.755,6676.654,547.54,561.211,7795.7
1996-12-01,4886.476,600.336,598.131,6084.943,2004.101,388.943,1615.159,704.737,7198.654,600.336,597.216,8404.839
1997-01-01,5006.932,618.248,629.796,6254.976,2069.048,390.121,1678.927,889.795,7567.747,618.248,629.123,8823.698
1997-02-01,4651.357,531.601,563.282,5746.241,1825.327,330.234,1495.092,545.694,6685.037,531.601,563.435,7787.027
1997-03-01,5034.904,529.045,628.984,6192.933,2067.558,366.35,1701.208,90.999,6818.842,529.045,628.71,7985.14
1997-04-01,4810.734,471.001,603.773,5885.508,2043.597,354.531,1689.066,-51.508,6438.344,471.001,603.641,7523.066
1997-05-01,5057.055,493.552,642.242,6192.849,2231.243,357.21,1874.033,-590.444,6334.819,493.552,640.214,7476.438
1997-06-01,4753.058,546.683,607.799,5907.539,2152.504,354.161,1798.343,-239.929,6301.964,546.683,607.07,7465.953
1997-07-01,4901.194,601.853,611.209,6114.257,2096.201,371.342,1724.859,251.829,6864.248,601.853,611.053,8090.945
1997-08-01,4899.501,641.012,566.979,6107.493,2187.522,434.819,1752.703,49.651,6688.172,641.012,567.059,7909.847
1997-09-01,4906.809,551.839,513.208,5971.856,2133.596,374.964,1758.631,-317.664,6338.503,551.839,512.463,7412.823
1997-10-01,5046.643,493.021,581.269,6120.932,2248.317,403.295,1845.021,-288.775,6594.252,493.021,582.306,7677.179
1997-11-01,4699.572,537.176,526.463,5763.211,2058.563,351.987,1706.576,280.021,6676.918,537.176,526.705,7749.808
1997-12-01,5038.524,581.961,541.764,6162.249,2005.764,404.382,1601.382,842.69,7472.125,581.961,542.302,8606.322
1998-01-01,5202.669,607.312,591.522,6401.503,2162.736,404.923,1757.813,448.116,7403.689,607.312,591.092,8607.432
1998-02-01,4641.64,535.028,534.59,5711.258,1911.604,314.846,1596.759,336.958,6569.874,535.028,535.204,7644.974
1998-03-01,5132.935,563.483,585.341,6281.759,2114.947,357.569,1757.377,129.496,7012.227,563.483,586.493,8168.632
1998-04-01,4956.706,498.354,550.08,6005.141,2239.636,368.491,1871.144,-366.189,6454.305,498.354,548.683,7510.096
1998-05-01,5005.234,540.248,606.588,6152.07,2294.969,395.844,1899.125,-476.702,6421.263,540.248,605.815,7574.494
1998-06-01,4904.914,584.683,538.488,6028.084,2206.581,366.914,1839.667,-153.003,6585.208,584.683,537.589,7714.748
1998-07-01,4915.663,645.187,565.994,6126.844,2425.219,362.567,2062.652,86.938,7053.682,645.187,565.73,8276.433
1998-08-01,4958.031,633.331,537.283,6128.645,2329.718,328.791,2000.926,96.105,7040.388,633.331,537.235,8225.676
1998-09-01,4778.397,600.147,487.106,5865.65,2139.946,341.731,1798.215,-48.794,6519.245,600.147,486.753,7615.07
1998-10-01,5033.568,602.492,485.974,6122.033,2273.754,347.724,1926.03,-439.212,6514.528,602.492,486.803,7608.851
1998-11-01,4797.821,601.894,456.083,5855.798,2198.832,302.757,1896.075,-245.998,6445.165,601.894,455.639,7505.875
1998-12-01,4938.343,655.652,553.637,6147.631,2174.578,344.582,1829.996,491.362,7254.417,655.652,554.213,8468.989
1999-01-01,4867.341,686.455,596.135,6149.931,2230.368,291.152,1939.216,822.705,7627.163,686.455,595.563,8911.852
1999-02-01,4609.765,600.763,533.202,5743.73,2053.818,239.285,1814.532,250.248,6672.181,600.763,533.098,7808.51
1999-03-01,5018.707,614.858,564.559,6198.125,2269.658,274.649,1995.008,176.366,7188.621,614.858,563.73,8369.499
1999-04-01,4714.329,507.129,551.65,5773.109,2344.189,342.861,2001.328,-118.802,6590.746,507.129,549.268,7655.634
1999-05-01,4694.461,585.793,610.248,5890.502,2397.598,291.118,2106.48,-374.705,6418.875,585.793,608.937,7622.277
1999-06-01,4716.691,651.038,571.946,5939.674,2270.249,309.18,1961.069,-96.642,6571.305,651.038,573.246,7804.101
1999-07-01,4763.469,698.212,593.676,6055.358,2444.238,311.04,2133.198,179.707,7067.383,698.212,593.631,8368.263
1999-08-01,4856.081,712.091,547.07,6115.243,2368.84,324.306,2044.535,217.118,7108.281,712.091,546.585,8376.896
1999-09-01,4764.465,636.771,482.158,5883.394,2207.964,298.718,1909.246,-181.56,6479.405,636.771,481.253,7611.081
1999-10-01,4839.475,578.335,456.712,5874.522,2261.398,334.303,1927.095,-88.142,6666.627,578.335,457.246,7713.475
1999-11-01,4808.766,632.772,492.902,5934.439,2117.997,311.809,1806.189,-107.289,6494.068,632.772,494.452,7633.339
1999-12-01,4906.244,706.037,515.274,6127.555,2185.265,340.371,1844.894,698.529,7438.38,706.037,516.682,8670.977
2000-01-01,4780.147,737.981,505.147,6023.275,2202.712,318.532,1884.179,1038.043,7692.062,737.981,505.522,8945.497
2000-02-01,4573.548,669.318,499.955,5742.821,2197.317,262.365,1934.952,724.425,7222.425,669.318,498.991,8402.198
2000-03-01,5071.853,654.279,558.0,6284.132,2358.662,360.495,1998.167,10.993,7071.465,654.279,558.472,8293.292
2000-04-01,4551.88,607.585,568.518,5727.983,2364.967,303.161,2061.805,-120.092,6486.421,607.585,567.145,7669.696
2000-05-01,4797.348,667.205,558.717,6023.271,2401.082,319.377,2081.705,-79.212,6789.661,667.205,558.822,8025.763
2000-06-01,4750.776,701.857,509.108,5961.74,2455.863,316.959,2138.904,-97.827,6783.197,701.857,507.741,8002.816
2000-07-01,4705.909,719.306,526.256,5951.47,2481.72,308.008,2173.712,105.211,6970.518,719.306,525.59,8230.393
2000-08-01,4980.585,701.102,503.68,6185.366,2592.801,377.362,2215.439,141.744,7320.572,701.102,505.421,8542.549
2000-09-01,4720.733,607.662,443.37,5771.765,2440.13,318.828,2121.303,-200.748,6629.874,607.662,443.547,7692.319
2000-10-01,4932.901,547.207,468.21,5948.318,2425.012,368.946,2056.067,-243.858,6738.354,547.207,469.43,7760.527
2000-11-01,4757.145,588.94,482.862,5828.947,2352.358,371.588,1980.77,130.264,6858.912,588.94,484.426,7939.981
2000-12-01,4683.747,659.91,477.781,5821.438,2592.629,336.045,2256.584,1120.417,8058.291,659.91,479.064,9198.44
2001-01-01,4947.112,717.508,444.966,6109.586,2684.007,343.018,2340.989,778.427,8058.063,717.508,447.067,9229.002
2001-02-01,4486.667,639.868,404.064,5530.599,2275.473,281.421,1994.052,547.824,7026.546,639.868,404.478,8072.475
2001-03-01,5075.413,648.935,455.774,6180.123,2614.857,286.021,2328.836,-35.736,7362.239,648.935,456.131,8473.223
2001-04-01,4780.893,584.84,425.359,5791.091,2596.39,310.305,2286.085,-439.099,6620.594,584.84,424.531,7638.077
2001-05-01,4985.702,642.374,435.509,6063.585,2653.393,352.24,2301.153,-735.707,6542.012,642.374,434.863,7629.031
2001-06-01,4812.772,710.365,454.608,5977.746,2431.719,299.518,2132.201,-457.387,6482.683,710.365,451.256,7652.56
2001-07-01,4829.644,722.301,436.058,5988.003,2580.344,275.281,2305.064,-148.702,6975.62,722.301,438.433,8144.365
2001-08-01,5041.467,714.192,447.894,6203.553,2533.412,334.294,2199.119,-99.427,7134.657,714.192,445.55,8303.245
2001-09-01,4748.47,661.861,396.462,5806.793,2452.07,287.774,2164.296,-570.544,6340.761,661.861,395.826,7400.545
2001-10-01,5096.975,631.394,409.912,6138.28,2453.097,310.511,2142.586,-563.444,6670.422,631.394,412.268,7717.423
2001-11-01,4870.084,651.034,401.766,5922.884,2400.776,325.163,2075.613,-454.665,6487.865,651.034,401.011,7543.832
2001-12-01,4809.547,704.181,449.323,5963.051,2376.635,325.564,2051.072,245.759,7098.3,704.181,448.475,8259.881
2002-01-01,5040.505,740.608,476.538,6257.651,2407.273,287.616,2119.657,415.375,7568.672,740.608,474.994,8792.683
2002-02-01,4508.688,643.836,428.352,5580.875,2143.063,284.62,1858.443,417.291,6777.398,643.836,428.79,7856.609
2002-03-01,4805.49,658.27,459.457,5923.218,2421.077,262.905,2158.172,277.871,7239.29,658.27,456.49,8359.26
2002-04-01,4696.089,610.2,488.503,5794.792,2427.617,288.512,2139.105,-175.403,6654.541,610.2,488.017,7758.495
2002-05-01,4847.341,658.182,527.64,6033.163,2503.646,290.081,2213.564,-446.312,6612.856,658.182,527.24,7800.416
2002-06-01,4607.591,693.055,533.563,5834.21,2435.687,304.092,2131.595,-75.766,6657.799,693.055,532.995,7890.038
2002-07-01,4713.075,735.334,525.237,5973.646,2521.561,266.196,2255.366,196.755,7152.411,735.334,525.785,8425.767
2002-08-01,4818.161,739.061,469.651,6026.873,2581.758,338.636,2243.122,74.954,7126.571,739.061,469.214,8344.95
2002-09-01,4620.841,673.308,431.886,5726.036,2343.444,296.349,2047.095,-112.825,6550.505,673.308,431.002,7660.305
2002-10-01,4729.941,631.668,445.445,5807.055,2559.275,328.264,2231.011,-236.516,6720.017,631.668,445.352,7801.55
2002-11-01,4614.375,642.395,455.848,5712.618,2542.731,308.158,2234.573,65.89,6909.449,642.395,458.053,8013.08
2002-12-01,4774.614,719.511,488.691,5982.816,2443.411,352.811,2090.6,758.735,7622.747,719.511,488.095,8832.151
2003-01-01,4809.844,721.318,470.084,6001.246,2419.513,373.346,2046.168,1185.899,8039.713,721.318,467.757,9233.312
2003-02-01,4331.875,635.136,437.329,5404.339,2170.238,294.867,1875.371,1151.579,7352.223,635.136,440.754,8431.29
2003-03-01,4786.667,624.624,508.199,5919.49,2575.172,308.318,2266.854,196.546,7250.885,624.624,506.105,8382.89
2003-04-01,4661.307,591.715,509.631,5762.653,2605.578,327.025,2278.553,-372.977,6563.808,591.715,509.85,7668.229
2003-05-01,4732.374,648.269,557.601,5938.245,2739.834,351.413,2388.42,-662.77,6456.592,648.269,557.671,7663.895
2003-06-01,4602.254,668.892,549.071,5820.217,2653.11,346.524,2306.586,-484.298,6424.067,668.892,548.212,7642.504
2003-07-01,4640.939,725.921,524.603,5891.463,2741.513,335.838,2405.675,-24.724,7014.799,725.921,523.835,8272.414
2003-08-01,4714.532,719.367,501.509,5935.407,2721.133,331.186,2389.947,65.952,7162.053,719.367,502.36,8391.306
2003-09-01,4644.104,662.669,447.102,5753.875,2656.169,320.76,2335.409,-483.519,6499.037,662.669,445.407,7605.765
2003-10-01,4819.384,625.489,451.913,5896.787,2659.108,345.301,2313.807,-429.388,6708.386,625.489,452.105,7781.205
2003-11-01,4497.115,621.151,460.803,5579.069,2448.815,335.859,2112.955,143.571,6753.287,621.151,463.787,7835.596
2003-12-01,4742.188,715.071,524.518,5981.777,2616.765,342.692,2274.073,670.417,7684.241,715.071,526.212,8926.267
2004-01-01,4768.187,738.367,514.248,6020.802,2620.406,293.786,2326.621,1002.868,8096.323,738.367,515.168,9350.291
2004-02-01,4425.521,668.455,474.088,5568.064,2557.755,305.192,2252.563,913.169,7589.798,668.455,475.941,8733.796
2004-03-01,4814.606,659.937,510.681,5985.225,2838.301,381.4,2456.902,-11.179,7263.378,659.937,510.78,8430.947
2004-04-01,4641.249,611.292,488.736,5741.277,2685.335,403.009,2282.326,-229.953,6692.449,611.292,489.895,7793.65
2004-05-01,4610.08,676.959,522.585,5809.624,2871.301,383.469,2487.833,-331.169,6765.564,676.959,523.165,7966.288
2004-06-01,4663.308,706.331,531.771,5901.41,2827.37,382.84,2444.53,-363.682,6739.287,706.331,534.45,7982.258
2004-07-01,4719.2,750.556,523.845,5993.601,2935.243,364.962,2570.281,-157.571,7121.877,750.556,523.994,8406.31
2004-08-01,4741.681,741.102,502.467,5985.25,2939.559,368.169,2571.39,-202.38,7099.052,741.102,502.409,8354.259
2004-09-01,4518.315,687.539,479.379,5685.233,2661.257,355.972,2305.285,-160.154,6659.37,687.539,480.212,7830.364
2004-10-01,4622.894,652.067,472.876,5747.836,2868.717,343.462,2525.255,-325.574,6817.708,652.067,474.117,7947.516
2004-11-01,4599.739,614.635,484.736,5699.11,2807.686,343.311,2464.374,-113.091,6945.019,614.635,485.635,8050.394
2004-12-01,4759.239,715.534,557.132,6031.906,2879.319,425.789,2453.531,670.729,7876.444,715.534,558.831,9156.165
2005-01-01,4703.669,728.728,537.024,5969.421,2844.689,359.447,2485.242,832.745,8015.701,728.728,537.936,9287.408
2005-02-01,4395.181,636.042,489.382,5520.605,2696.854,367.516,2329.338,433.747,7152.356,636.042,489.152,8283.69
2005-03-01,4964.711,642.216,524.478,6131.405,2896.878,405.872,2491.006,103.84,7551.95,642.216,523.935,8726.251
2005-04-01,4661.086,579.031,514.322,5754.439,2777.684,393.131,2384.553,-424.29,6615.682,579.031,513.716,7714.702
2005-05-01,4681.531,657.16,567.445,5906.135,2957.281,432.842,2524.439,-491.583,6708.309,657.16,568.341,7938.992
2005-06-01,4675.718,690.282,559.535,5925.535,2911.081,451.143,2459.938,-213.434,6914.146,690.282,562.183,8172.038
2005-07-01,4622.076,741.687,561.815,5925.577,3008.039,386.297,2621.742,33.392,7266.962,741.687,562.511,8580.711
2005-08-01,4723.162,744.938,514.634,5982.733,2945.546,389.833,2555.713,149.334,7413.572,744.938,517.267,8687.78
2005-09-01,4229.679,696.488,464.15,5390.317,2743.65,302.734,2440.916,-41.987,6621.822,696.488,464.637,7789.245
2005-10-01,4359.133,639.055,475.798,5473.985,3005.8,306.155,2699.645,-390.948,6660.177,639.055,477.065,7782.683
2005-11-01,4451.119,656.557,484.887,5592.563,2905.754,294.863,2610.89,-263.934,6789.02,656.557,486.932,7939.52
2005-12-01,4528.238,748.627,527.149,5804.013,2966.014,372.053,2593.961,800.39,7912.97,748.627,529.688,9198.364
2006-01-01,4693.698,750.397,590.869,6034.964,2950.482,350.341,2600.141,180.052,7470.393,750.397,589.443,8815.156
2006-02-01,4231.5,653.394,529.214,5414.109,2630.297,328.768,2301.529,474.756,7004.642,653.394,526.984,8190.394
2006-03-01,4769.844,664.927,553.135,5987.906,2796.824,372.633,2424.192,172.147,7361.981,664.927,551.681,8584.244
2006-04-01,4563.702,600.714,577.794,5742.21,2784.947,370.22,2414.727,-447.816,6523.944,600.714,579.675,7709.121
2006-05-01,4762.797,655.064,611.315,6029.176,3034.537,423.22,2611.317,-684.335,6678.094,655.064,618.04,7956.158
2006-06-01,4658.733,713.665,598.553,5970.951,2933.685,407.412,2526.273,-351.217,6819.267,713.665,608.233,8146.008
2006-07-01,4675.808,753.266,568.524,5997.598,3015.386,390.463,2624.923,9.555,7294.424,753.266,573.917,8632.076
2006-08-01,4784.173,751.488,531.419,6067.08,3149.64,407.949,2741.692,-77.553,7432.139,751.488,537.097,8731.219
2006-09-01,4579.345,695.413,478.049,5752.807,2986.634,446.167,2540.468,-507.564,6606.302,695.413,483.993,7785.711
2006-10-01,4780.906,600.11,489.33,5870.345,2861.076,422.436,2438.64,-289.351,6921.649,600.11,496.668,8019.633
2006-11-01,4631.319,640.629,515.778,5787.726,2711.032,423.896,2287.135,-46.576,6862.516,640.629,522.551,8028.285
2006-12-01,4744.882,735.56,541.985,6022.427,2794.248,383.833,2410.416,360.415,7501.847,735.56,548.308,8793.257
2007-01-01,4766.295,776.251,592.139,6134.685,2981.632,434.676,2546.956,536.106,7838.025,776.251,596.981,9217.747
2007-02-01,4300.942,684.143,487.978,5473.064,2461.838,339.708,2122.13,1155.593,7566.001,684.143,490.962,8750.787
2007-03-01,4789.46,674.497,574.729,6038.686,3044.348,410.738,2633.61,-117.21,7297.42,674.497,577.017,8555.085
2007-04-01,4591.832,601.035,566.479,5759.346,2912.455,407.77,2504.684,-348.121,6739.492,601.035,565.733,7915.909
2007-05-01,4811.407,682.043,594.169,6087.619,3054.552,438.586,2615.966,-690.071,6726.061,682.043,593.522,8013.514
2007-06-01,4667.17,722.934,555.712,5945.816,2870.868,414.777,2456.091,-311.6,6798.607,722.934,557.901,8090.308
2007-07-01,4680.978,762.954,561.991,6005.923,3029.216,490.083,2539.133,-61.847,7145.962,762.954,561.43,8483.21
2007-08-01,4831.601,763.084,542.003,6136.688,3033.339,465.623,2567.716,107.996,7495.18,763.084,542.226,8812.4
2007-09-01,4581.483,708.832,483.281,5773.595,2877.046,427.378,2449.668,-289.631,6737.768,708.832,482.317,7933.632
2007-10-01,4831.938,647.062,500.562,5979.562,2806.804,430.604,2376.2,-391.278,6807.023,647.062,503.534,7964.483
2007-11-01,4743.522,680.729,503.15,5927.4,2763.991,549.215,2214.775,-68.042,6883.434,680.729,501.327,8074.134
2007-12-01,4772.485,755.027,547.781,6075.292,2842.446,528.652,2313.794,692.675,7770.058,755.027,549.768,9081.762
2008-01-01,4859.584,739.318,597.514,6196.416,2948.052,530.649,2417.403,796.405,8066.247,739.318,593.563,9410.223
2008-02-01,4596.865,680.743,542.157,5819.765,2602.595,523.457,2079.138,750.785,7416.912,680.743,541.614,8649.687
2008-03-01,4882.69,676.417,604.343,6163.45,2759.004,600.703,2158.302,262.49,7303.725,676.417,596.779,8584.242
2008-04-01,4791.35,599.242,607.143,5997.734,2775.943,586.209,2189.734,-355.466,6617.114,599.242,606.32,7832.002
2008-05-01,4867.863,677.56,668.706,6214.129,2742.533,615.485,2127.049,-451.421,6539.491,677.56,664.818,7889.757
2008-06-01,4659.152,734.978,675.398,6069.528,2766.681,617.231,2149.45,-182.431,6618.345,734.978,673.851,8036.547
2008-07-01,4975.041,776.775,646.179,6397.995,2816.67,600.389,2216.281,-202.458,6974.474,776.775,645.852,8411.818
2008-08-01,4937.988,758.994,599.136,6296.118,2838.863,579.166,2259.697,-344.082,6840.556,758.994,597.37,8211.733
2008-09-01,4406.15,700.847,531.866,5638.863,2446.439,515.312,1931.127,-221.251,6104.693,700.847,532.761,7348.739
2008-10-01,4891.401,656.598,552.074,6100.074,2826.743,585.062,2241.681,-561.986,6563.795,656.598,553.895,7779.769
2008-11-01,4738.032,662.742,551.693,5952.466,2690.385,586.393,2103.992,-251.408,6588.885,662.742,549.254,7805.05
2008-12-01,4920.737,762.278,614.709,6297.724,2756.459,609.126,2147.332,348.46,7406.31,762.278,617.984,8793.516
2009-01-01,4894.487,775.038,626.626,6296.151,2827.832,594.788,2233.044,597.091,7722.378,775.038,621.989,9126.286
2009-02-01,4501.076,671.752,545.174,5718.002,2377.441,502.204,1875.236,273.279,6649.806,671.752,536.926,7866.518
2009-03-01,4911.425,703.269,625.216,6239.91,2664.286,554.864,2109.422,-303.906,6714.718,703.269,623.199,8045.425
2009-04-01,4654.185,621.353,651.188,5926.726,2485.878,503.105,1982.773,-575.192,6051.653,621.353,655.142,7334.307
2009-05-01,4699.176,683.971,693.066,6076.213,2435.55,532.902,1902.648,-698.731,5889.515,683.971,697.307,7280.13
2009-06-01,4659.088,729.356,685.709,6074.153,2456.688,562.048,1894.64,-438.312,6102.856,729.356,687.677,7530.481
2009-07-01,4796.858,762.973,645.551,6205.382,2550.358,615.762,1934.596,-332.476,6385.124,762.973,645.487,7807.503
2009-08-01,4804.587,755.606,617.941,6178.134,2445.573,592.081,1853.492,-76.557,6565.902,755.606,618.292,7955.069
2009-09-01,4646.178,687.698,570.828,5904.703,2453.528,595.72,1857.808,-498.925,5996.211,687.698,569.136,7263.586
2009-10-01,4756.574,606.841,628.157,5991.571,2325.738,643.756,1681.982,-210.295,6216.283,606.841,628.693,7463.259
2009-11-01,4592.522,617.805,642.508,5852.835,2315.794,597.667,1718.127,-133.078,6173.966,617.805,637.421,7437.884
2009-12-01,4695.395,739.558,692.132,6127.085,2351.669,625.304,1726.364,977.481,7394.065,739.558,686.226,8830.931
2010-01-01,4715.521,758.495,684.495,6158.51,2514.866,585.99,1928.875,1034.547,7674.596,758.495,674.717,9121.933
2010-02-01,4432.809,681.945,622.578,5737.331,2236.021,551.748,1684.273,779.115,6890.472,681.945,616.741,8200.719
2010-03-01,5007.242,675.562,696.482,6379.287,2518.272,649.691,1868.581,-58.512,6816.11,675.562,687.28,8189.356
2010-04-01,4773.54,602.151,675.51,6051.2,2578.934,681.027,1897.908,-587.608,6078.281,602.151,672.17,7361.5
2010-05-01,4776.965,696.713,732.525,6206.204,2577.522,698.946,1878.576,-419.052,6233.575,696.713,730.926,7665.728
2010-06-01,4713.787,713.885,768.768,6196.441,2555.147,679.21,1875.938,-74.475,6504.583,713.885,770.919,7997.903
2010-07-01,4867.467,751.64,717.387,6336.494,2704.398,710.795,1993.603,35.962,6887.004,751.64,717.82,8366.06
2010-08-01,4975.638,748.093,677.829,6401.56,2626.105,692.788,1933.317,95.633,6999.945,748.093,676.266,8430.51
2010-09-01,4912.295,725.068,640.886,6278.248,2430.501,670.074,1760.427,-356.587,6317.627,725.068,637.617,7682.088
2010-10-01,5017.727,655.872,661.166,6334.765,2389.302,709.115,1680.187,-525.382,6173.845,655.872,658.378,7489.57
2010-11-01,4903.486,654.872,695.87,6254.228,2288.173,754.706,1533.467,-1.725,6439.027,654.872,689.363,7785.97
2010-12-01,5062.813,770.138,738.991,6571.941,2446.525,791.941,1654.584,993.85,7707.99,770.138,733.393,9220.375
2011-01-01,4977.779,761.181,755.734,6494.694,2645.132,833.665,1811.467,980.394,7776.325,761.181,739.879,9286.555
2011-02-01,4498.148,677.953,718.251,5894.352,2117.784,753.172,1364.611,837.651,6699.789,677.953,711.298,8096.615
2011-03-01,5160.762,687.083,826.948,6674.793,2530.831,872.969,1657.863,-7.902,6812.883,687.083,816.318,8324.754
2011-04-01,4906.942,570.783,824.325,6302.05,2403.862,870.429,1533.433,-349.574,6092.503,570.783,815.13,7485.909
2011-05-01,4996.022,596.583,845.387,6437.992,2490.008,840.131,1649.877,-519.063,6120.641,596.583,839.224,7568.806
2011-06-01,4913.867,682.987,837.126,6433.98,2408.985,811.53,1597.455,-151.886,6349.218,682.987,836.54,7879.549
2011-07-01,4937.955,757.017,805.367,6500.339,2495.438,846.629,1648.81,221.49,6801.611,757.017,795.741,8370.638
2011-08-01,5205.101,746.487,755.38,6706.967,2396.65,872.185,1524.464,163.114,6877.569,746.487,754.88,8394.546
2011-09-01,5051.033,699.506,689.269,6439.808,2286.937,884.387,1402.551,-290.707,6159.359,699.506,682.483,7551.652
2011-10-01,5299.419,662.758,719.799,6681.976,2345.885,883.309,1462.575,-579.19,6182.237,662.758,710.857,7565.361
2011-11-01,5235.448,674.655,747.776,6657.879,2266.041,886.75,1379.29,-261.912,6355.753,674.655,736.861,7775.258
2011-12-01,5347.022,751.706,780.226,6878.954,2360.429,1017.562,1342.866,346.585,7034.714,751.706,770.433,8568.405
2012-01-01,5406.309,758.482,773.488,6938.28,2359.728,851.579,1508.15,219.55,7144.212,758.482,752.314,8665.979
2012-02-01,4973.44,669.053,695.574,6338.067,2141.501,823.604,1317.897,298.156,6591.734,669.053,683.883,7954.12
2012-03-01,5210.542,646.854,797.1,6654.497,2295.457,953.318,1342.139,-333.664,6215.814,646.854,790.042,7662.972
2012-04-01,4920.631,585.471,770.411,6276.513,2210.592,979.321,1231.271,-302.974,5839.891,585.471,766.688,7204.809
2012-05-01,5138.538,650.551,812.593,6601.682,2391.594,991.62,1399.975,-402.184,6124.276,650.551,809.898,7599.473
2012-06-01,4993.785,682.603,779.073,6455.461,2370.455,977.275,1393.181,-125.204,6247.402,682.603,779.241,7723.438
2012-07-01,5277.106,724.406,750.571,6752.083,2352.838,964.289,1388.549,144.404,6789.834,724.406,751.461,8285.036
2012-08-01,5347.837,729.361,719.971,6797.168,2359.815,932.236,1427.579,-4.757,6746.537,729.361,725.336,8219.99
2012-09-01,5115.761,676.01,650.762,6442.532,2198.315,898.548,1299.767,-383.864,6019.045,676.01,649.726,7358.436
2012-10-01,5375.267,626.049,683.141,6684.457,2175.903,936.499,1239.404,-359.968,6236.452,626.049,688.9,7563.893
2012-11-01,5264.784,594.293,687.349,6546.426,2118.819,923.772,1195.047,16.022,6462.099,594.293,687.814,7757.495
2012-12-01,5273.745,718.688,769.468,6761.902,2093.128,1035.291,1057.837,564.478,6886.605,718.688,767.574,8384.217
2013-01-01,5299.677,746.119,798.301,6844.097,2163.805,885.251,1278.554,849.528,7413.982,746.119,797.331,8972.18
2013-02-01,4871.826,642.44,712.286,6226.552,1804.2,853.621,950.579,830.327,6636.237,642.44,714.292,8007.458
2013-03-01,5374.476,657.737,779.737,6811.95,2026.198,1020.149,1006.049,555.34,6918.264,657.737,781.553,8373.339
2013-04-01,5194.105,593.157,828.75,6616.012,2055.32,904.987,1150.333,-252.622,6076.252,593.157,830.748,7513.723
