Month,Fossil Fuels Production,Nuclear Energy Consumption,"Renewable Energy Production, Fossil Fuel Equivalent","Total Energy Production, Fossil Fuel Equivalent",Total Energy Imports,Total Energy Exports,Total Energy Net Imports,Total Energy Adjustments,Fossil Fuels Consumption,Nuclear Energy Consumption.1,"Renewable Energy Consumption, Fossil Fuel Equivalent","Total Energy Consumption, Fossil Fuel Equivalent"
2013-05-01,5394.072,656.7,869.844,6920.617,2137.389,994.818,1142.571,-458.491,6060.583,656.7,870.304,7604.697
2013-06-01,5216.223,694.124,833.815,6744.162,2040.001,958.085,1081.916,-110.818,6163.129,694.124,839.195,7715.26
2013-07-01,5501.006,737.064,825.831,7063.901,2168.373,1013.644,1154.729,44.166,6679.546,737.064,826.151,8262.797
2013-08-01,5622.166,745.477,753.316,7120.959,2157.734,1016.858,1140.875,-100.239,6638.514,745.477,756.646,8161.596
2013-09-01,5405.929,687.533,708.225,6801.688,2064.74,955.019,1109.721,-281.657,6209.405,687.533,715.983,7629.752
2013-10-01,5473.711,660.205,751.381,6885.297,2016.373,1062.513,953.859,-132.216,6275.289,660.205,756.61,7706.94
2013-11-01,5396.436,678.929,769.799,6845.164,1923.917,983.436,940.481,334.222,6656.275,678.929,768.75,8119.866
2013-12-01,5429.896,744.947,806.743,6981.585,2064.516,1139.164,925.352,1155.903,7496.801,744.947,806.699,9062.839
2014-01-01,5577.728,765.208,831.826,7174.762,2058.377,999.612,1058.765,1352.711,7981.908,765.208,824.845,9586.238
2014-02-01,5104.065,655.141,715.072,6474.277,1798.325,923.229,875.096,1073.866,7045.436,655.141,711.933,8423.238
2014-03-01,5776.852,652.611,867.195,7296.658,1976.814,1087.87,888.944,331.627,6990.32,652.611,861.856,8517.23
2014-04-01,5670.801,589.726,874.736,7135.264,1949.044,971.592,977.452,-561.061,6077.62,589.726,872.527,7551.656
2014-05-01,5829.644,658.367,871.941,7359.952,1979.257,1013.292,965.966,-682.288,6099.528,658.367,870.163,7643.629
2014-06-01,5646.003,712.658,870.159,7228.82,1829.108,1014.303,814.805,-271.477,6178.278,712.658,866.036,7772.148
2014-07-01,5958.684,752.422,837.213,7548.319,1995.006,1060.902,934.105,-259.389,6618.97,752.422,833.667,8223.035
2014-08-01,6047.33,743.936,769.139,7560.405,1972.179,1060.628,911.551,-273.344,6662.978,743.936,771.858,8198.612
2014-09-01,5863.906,706.343,724.309,7294.558,1888.962,965.961,923.002,-579.798,6190.374,706.343,723.069,7637.762
2014-10-01,6092.614,652.547,774.838,7520.0,1899.391,1008.603,890.788,-655.885,6311.486,652.547,775.786,7754.903
2014-11-01,5866.641,681.301,819.574,7367.516,1878.978,1024.117,854.861,-29.82,6679.229,681.301,815.964,8192.557
2014-12-01,6164.924,767.299,838.76,7770.983,2015.545,1139.668,875.877,146.173,7180.598,767.299,830.496,8793.033
2015-01-01,6103.839,776.715,831.673,7712.228,2075.296,1102.799,972.497,609.227,7682.537,776.715,816.884,9293.952
2015-02-01,5435.911,663.68,773.605,6873.196,1839.729,1005.7,834.029,899.51,7159.352,663.68,769.308,8606.735
2015-03-01,6076.784,675.03,840.075,7591.89,2078.916,1035.106,1043.81,-206.271,6899.031,675.03,835.959,8429.428
2015-04-01,5867.794,625.226,836.457,7329.477,1921.578,1105.445,816.133,-681.402,5984.159,625.226,834.546,7464.208
2015-05-01,5848.068,688.414,829.813,7366.295,2000.193,1110.182,890.011,-614.788,6101.003,688.414,831.604,7641.518
2015-06-01,5609.792,716.542,794.931,7121.265,1962.594,1032.342,930.252,-156.848,6360.44,716.542,796.952,7894.669
2015-07-01,5968.799,746.829,820.965,7536.593,2031.954,1095.109,936.845,-48.14,6834.754,746.829,822.393,8425.298
2015-08-01,6095.498,757.32,794.752,7647.57,2081.931,1053.589,1028.342,-367.519,6729.872,757.32,798.985,8308.392
2015-09-01,5882.853,695.21,745.079,7323.142,1925.426,1076.211,849.215,-490.025,6214.951,695.21,752.032,7682.331
2015-10-01,5956.874,633.451,777.6,7367.925,1901.351,1069.625,831.727,-587.516,6184.823,633.451,778.289,7612.135
2015-11-01,5655.956,630.24,829.431,7115.628,1898.708,1060.174,838.534,-282.254,6197.692,630.24,826.275,7671.908
2015-12-01,5668.523,728.229,885.159,7281.911,2075.998,1155.87,920.127,165.148,6741.673,728.229,879.881,8367.186
2016-01-01,5596.285,758.537,877.612,7232.434,2103.195,1099.0,1004.195,816.894,7415.254,758.537,858.801,9053.523
2016-02-01,5258.343,686.509,866.112,6810.964,2026.808,1037.638,989.17,423.698,6663.741,686.509,856.929,8223.832
2016-03-01,5501.415,691.851,944.719,7137.986,2135.119,1167.178,967.941,-123.961,6336.9,691.851,935.684,7981.966
2016-04-01,5176.586,656.112,894.818,6727.516,2026.277,1122.731,903.546,-186.075,5886.045,656.112,888.322,7444.987
2016-05-01,5392.831,696.324,905.519,6994.674,2165.413,1242.526,922.887,-342.053,5958.827,696.324,902.645,7575.508
2016-06-01,5332.301,702.587,862.294,6897.182,2070.735,1190.165,880.57,150.077,6347.812,702.587,856.487,7927.828
2016-07-01,5528.42,735.784,873.727,7137.931,2253.79,1130.691,1123.1,197.85,6824.567,735.784,874.307,8458.88
2016-08-01,5621.914,748.095,826.237,7196.246,2211.385,1186.213,1025.171,307.883,6932.325,748.095,825.808,8529.301
2016-09-01,5379.73,684.522,791.719,6855.971,2097.864,1184.215,913.648,-26.396,6251.514,684.522,791.114,7743.224
2016-10-01,5636.43,635.21,838.914,7110.554,2058.266,1124.287,933.978,-396.719,6160.696,635.21,833.761,7647.814
2016-11-01,5510.725,681.705,839.746,7032.177,2105.279,1262.829,842.449,-163.635,6171.333,681.705,837.467,7710.99
2016-12-01,5507.153,749.517,945.861,7202.53,2123.956,1371.734,752.223,1118.651,7370.0,749.517,937.258,9073.404
2017-01-01,5602.469,764.768,930.805,7298.042,2314.684,1380.433,934.251,742.564,7279.425,764.768,908.367,8974.857
2017-02-01,5200.03,664.778,877.871,6742.679,1959.252,1389.046,570.205,307.512,6076.847,664.778,861.772,7620.397
2017-03-01,5687.775,680.81,1030.264,7398.849,2194.988,1470.174,724.814,305.857,6714.135,680.81,1017.43,8429.52
2017-04-01,5422.407,593.479,1001.552,7017.437,2111.712,1421.182,690.529,-256.205,5846.171,593.479,996.908,7451.761
2017-05-01,5656.383,641.27,1039.033,7336.687,2263.762,1452.963,810.799,-355.179,6098.856,641.27,1037.671,7792.306
2017-06-01,5610.648,700.866,993.532,7305.046,2117.259,1434.4,682.859,-30.073,6245.456,700.866,993.831,7957.832
2017-07-01,5739.657,745.875,928.124,7413.656,2129.007,1458.49,670.517,336.833,6734.308,745.875,923.063,8421.006
2017-08-01,5884.812,757.067,873.626,7515.505,2153.423,1393.328,760.095,15.908,6645.986,757.067,868.882,8291.508
2017-09-01,5668.539,712.236,848.564,7229.339,1993.26,1477.95,515.31,-127.522,6050.237,712.236,839.176,7617.127
2017-10-01,5985.5,690.239,903.931,7579.671,2064.724,1683.261,381.463,-153.624,6212.55,690.239,893.658,7807.51
2017-11-01,5951.165,696.756,895.289,7543.21,2023.431,1657.555,365.876,187.121,6509.779,696.756,879.07,8096.207
2017-12-01,6039.033,770.824,926.813,7736.67,2132.348,1726.816,405.532,1044.287,7493.366,770.824,908.464,9186.489
2018-01-01,5988.844,780.456,976.07,7745.37,2227.522,1572.446,655.075,1262.995,7911.819,780.456,957.226,9663.44
2018-02-01,5608.162,677.38,922.156,7207.698,1860.679,1524.59,336.09,518.967,6476.58,677.38,896.784,8062.754
2018-03-01,6262.895,700.826,1016.334,7980.056,2114.327,1742.406,371.921,352.487,6990.649,700.826,997.965,8704.464
2018-04-01,5959.792,618.237,1023.345,7601.374,2125.12,1791.851,333.269,-49.356,6252.246,618.237,1004.884,7885.286
2018-05-01,6208.032,703.833,1053.802,7965.667,2142.157,1774.731,367.426,-347.797,6219.886,703.833,1047.595,7985.296
2018-06-01,6104.516,728.583,1032.969,7866.069,2176.34,1762.188,414.152,-138.163,6380.783,728.583,1018.093,8142.058
2018-07-01,6407.404,757.528,948.123,8113.055,2161.45,1863.194,298.256,197.904,6904.313,757.528,932.242,8609.216
2018-08-01,6694.33,755.713,952.853,8402.896,2191.516,1737.064,454.452,-168.605,6977.06,755.713,938.903,8688.742
2018-09-01,6440.064,676.697,871.509,7988.271,1998.803,1723.356,275.447,-401.162,6322.819,676.697,852.156,7862.556
2018-10-01,6736.137,620.995,908.59,8265.722,1981.975,1893.627,88.348,-269.159,6564.261,620.995,889.985,8084.911
2018-11-01,6603.507,668.643,912.529,8184.679,1895.825,1883.561,12.264,317.285,6943.583,668.643,893.375,8514.228
2018-12-01,6784.063,749.177,951.183,8484.423,1957.559,1954.641,2.918,539.829,7336.542,749.177,930.62,9027.17
2019-01-01,6809.837,769.584,951.796,8531.217,2121.899,1910.215,211.685,804.038,7838.231,769.584,927.725,9546.94
2019-02-01,6128.797,675.753,882.136,7686.685,1700.241,1724.712,-24.471,728.776,6835.727,675.753,868.819,8390.991
2019-03-01,6663.441,679.562,998.926,8341.929,1924.651,1912.069,12.582,352.565,7031.288,679.562,988.035,8707.077
2019-04-01,6653.202,632.586,1038.858,8324.646,1924.807,1892.923,31.884,-681.066,6011.698,632.586,1023.038,7675.464
2019-05-01,6876.943,700.904,1072.883,8650.73,2045.868,1953.797,92.071,-791.148,6175.787,700.904,1064.585,7951.653
2019-06-01,6607.264,718.461,1009.025,8334.75,1889.378,1940.025,-50.648,-366.676,6189.718,718.461,996.861,7917.427
2019-07-01,6785.286,753.898,997.4,8536.583,2020.569,1888.848,131.721,-105.95,6811.535,753.898,984.348,8562.354
2019-08-01,7061.902,750.891,951.682,8764.475,1975.28,1969.309,5.971,-204.968,6862.16,750.891,938.506,8565.478
2019-09-01,6822.604,689.836,911.628,8424.067,1789.243,1976.907,-187.664,-369.901,6264.38,689.836,900.286,7866.502
2019-10-01,7061.891,647.745,940.668,8650.303,1816.105,2087.737,-271.633,-437.318,6353.8,647.745,932.315,7941.353
2019-11-01,6884.969,669.598,911.213,8465.78,1688.425,2028.612,-340.187,269.663,6814.014,669.598,899.376,8395.255
2019-12-01,7048.726,763.034,951.033,8762.793,1968.761,2190.414,-221.653,406.233,7236.205,763.034,934.36,8947.373
2020-01-01,7089.507,774.776,972.439,8836.722,1871.493,2175.213,-303.72,442.605,7239.648,774.776,950.325,8975.607
2020-02-01,6466.626,688.502,976.91,8132.038,1727.19,2088.791,-361.601,595.535,6708.676,688.502,959.133,8365.972
2020-03-01,6825.667,668.515,986.271,8480.453,1782.154,2236.072,-453.918,-144.326,6245.796,668.515,955.01,7882.21
2020-04-01,6308.5,618.09,914.317,7840.907,1507.487,1879.794,-372.307,-951.489,4981.285,618.09,906.667,6517.111
2020-05-01,5811.258,672.074,1012.501,7495.834,1651.252,1693.721,-42.47,-625.674,5129.622,672.074,1013.352,6827.69
2020-06-01,5946.635,702.024,1030.155,7678.814,1704.521,1658.983,45.539,-447.847,5531.893,702.024,1029.27,7276.505
2020-07-01,6308.32,724.8,986.063,8019.184,1691.69,1874.128,-182.439,228.91,6345.536,724.8,976.802,8065.655
2020-08-01,6319.605,720.588,945.961,7986.154,1612.727,1877.792,-265.065,291.486,6337.491,720.588,934.425,8012.576
2020-09-01,6181.692,686.588,875.891,7744.17,1544.957,1852.767,-307.809,-135.57,5736.059,686.588,865.383,7300.792
2020-10-01,6220.192,620.1,929.533,7769.826,1578.486,1975.293,-396.807,102.413,5932.484,620.1,909.594,7475.432
2020-11-01,6251.01,645.145,971.955,7868.11,1596.209,1956.907,-360.697,73.963,5970.901,645.145,953.684,7581.376
2020-12-01,6425.653,729.872,975.538,8131.063,1719.896,2194.463,-474.567,1056.672,7009.344,729.872,959.204,8713.169
2021-01-01,6499.66,748.098,985.682,8233.44,1771.525,2082.925,-311.399,1005.621,7210.077,748.098,955.343,8927.662
2021-02-01,5321.8,656.549,864.002,6842.351,1565.742,1666.903,-101.161,1396.497,6613.514,656.549,857.637,8137.687
2021-03-01,6606.29,664.413,1085.267,8355.97,1788.106,2067.107,-279.001,32.874,6358.639,664.413,1073.736,8109.844
2021-04-01,6367.462,595.413,1043.337,8006.212,1702.768,2104.47,-401.702,-87.914,5876.166,595.413,1033.674,7516.596
2021-05-01,6629.665,661.137,1101.229,8392.032,1799.127,2131.187,-332.06,-338.114,5954.598,661.137,1093.516,7721.858
2021-06-01,6437.43,689.048,1029.236,8155.714,1890.417,2204.428,-314.011,199.754,6320.079,689.048,1017.174,8041.456
2021-07-01,6645.813,717.845,990.173,8353.831,1877.723,2085.376,-207.653,263.036,6698.793,717.845,977.515,8409.213
2021-08-01,6678.144,724.517,1004.531,8407.191,1845.777,2183.267,-337.49,448.918,6784.358,724.517,998.241,8518.62
2021-09-01,6445.035,672.879,961.869,8079.783,1829.001,1924.995,-95.993,-267.295,6082.624,672.879,951.64,7716.495
2021-10-01,6795.551,609.065,995.609,8400.226,1751.844,2062.901,-311.057,-325.03,6158.663,609.065,986.682,7764.139
2021-11-01,6685.325,654.413,1029.692,8369.429,1774.257,2171.553,-397.296,167.884,6472.315,654.413,1009.325,8140.017
2021-12-01,6874.919,737.537,1107.498,8719.955,1859.1,2386.337,-527.237,557.425,6923.779,737.537,1080.593,8750.143
2022-01-01,6720.821,737.387,1097.884,8556.092,1840.994,2170.503,-329.509,1213.271,7625.717,737.387,1066.523,9439.855
2022-02-01,6123.656,646.232,1045.106,7814.994,1686.565,2016.573,-330.008,906.233,6717.784,646.232,1020.991,8391.219
2022-03-01,6922.638,659.83,1194.477,8776.945,1848.0,2305.548,-457.547,189.066,6665.434,659.83,1176.389,8508.463
2022-04-01,6636.38,577.665,1179.304,8393.35,1747.475,2302.945,-555.469,-133.669,5951.291,577.665,1166.738,7704.211
2022-05-01,6909.42,662.211,1218.285,8789.916,1795.011,2335.268,-540.257,-345.192,6032.577,662.211,1200.238,7904.467
2022-06-01,6741.29,686.595,1174.73,8602.614,1805.338,2297.081,-491.743,-22.51,6227.437,686.595,1159.37,8088.362
2022-07-01,7014.072,719.417,1131.44,8864.929,1912.766,2293.886,-381.12,39.99,6675.758,719.417,1109.979,8523.799
2022-08-01,7125.887,719.835,1038.38,8884.103,1825.897,2331.072,-505.176,100.085,6708.625,719.835,1030.377,8479.012
2022-09-01,6998.094,665.884,980.37,8644.348,1704.729,2265.934,-561.206,-347.232,6091.319,665.884,965.614,7735.911
2022-10-01,7188.374,615.861,1011.432,8815.667,1771.36,2294.522,-523.162,-558.133,6109.894,615.861,998.762,7734.372
2022-11-01,6941.642,648.207,1078.899,8668.749,1766.989,2314.688,-547.699,74.589,6480.348,648.207,1058.121,8195.639
2022-12-01,6902.775,721.896,1063.39,8688.061,1801.604,2407.026,-605.422,940.211,7243.128,721.896,1044.105,9022.849
2023-01-01,7194.405,740.734,1083.875,9019.014,1853.384,2276.203,-422.818,256.25,7035.515,740.734,1064.934,8852.446
2023-02-01,6499.61,635.553,1058.739,8193.902,1745.645,2209.874,-464.229,265.119,6310.486,635.553,1042.063,7994.792
2023-03-01,7318.279,656.599,1176.628,9151.506,1788.99,2653.496,-864.506,291.101,6751.519,656.599,1161.189,8578.102
2023-04-01,6996.401,592.236,1155.831,8744.468,1754.215,2369.596,-615.382,-511.447,5876.076,592.236,1142.801,7617.64
2023-05-01,7257.208,639.194,1189.889,9086.291,1810.39,2460.032,-649.641,-654.741,5948.61,639.194,1185.15,7781.909
2023-06-01,7043.929,677.49,1092.943,8814.362,1825.118,2387.13,-562.012,-346.628,6139.844,677.49,1082.623,7905.722
2023-07-01,7262.469,730.465,1122.174,9115.109,1803.616,2482.473,-678.857,44.075,6641.499,730.465,1104.085,8480.327
2023-08-01,7414.434,728.965,1111.105,9254.503,1915.016,2564.402,-649.386,12.651,6781.804,728.965,1102.242,8617.769
2023-09-01,7202.654,685.23,1031.657,8919.541,1785.113,2439.005,-653.892,-477.188,6088.354,685.23,1014.513,7788.46
2023-10-01,7384.48,642.125,1076.477,9103.082,1704.523,2540.441,-835.919,-338.611,6218.535,642.125,1067.193,7928.552
2023-11-01,7246.232,650.717,1048.855,8945.804,1818.131,2461.941,-643.81,-91.902,6528.316,650.717,1028.875,8210.092
2023-12-01,7424.986,719.666,1097.405,9242.057,1853.243,2800.726,-947.483,448.949,6950.439,719.666,1068.851,8743.524
2024-01-01,7108.494,722.021,1063.707,8894.222,1900.241,2558.54,-658.299,1118.473,7583.869,722.021,1042.58,9354.396
2024-02-01,6929.065,675.03,1120.358,8724.453,1710.416,2545.733,-835.317,242.183,6352.428,675.03,1103.314,8131.319
2024-03-01,7228.592,662.09,1257.014,9147.696,1736.506,2640.726,-904.22,-47.877,6299.08,662.09,1235.617,8195.598
2024-04-01,6898.456,602.26,1246.095,8746.811,1772.336,2389.473,-617.138,-489.481,5807.796,602.26,1231.717,7640.192
2024-05-01,7171.201,679.097,1248.258,9098.557,1935.037,2539.838,-604.801,-525.589,6044.424,679.097,1244.491,7968.167
2024-06-01,7083.462,712.744,1244.878,9041.085,1815.086,2603.32,-788.234,-183.941,6122.03,712.744,1229.285,8068.91
2024-07-01,7315.437,730.441,1180.887,9226.765,1967.205,2536.47,-569.265,-33.506,6714.098,730.441,1168.568,8623.993
2024-08-01,7404.622,729.135,1188.588,9322.345,1786.414,2627.304,-840.89,110.686,6683.304,729.135,1169.54,8592.141
2024-09-01,7122.513,654.927,1084.035,8861.475,1725.501,2517.414,-791.913,-284.151,6055.21,654.927,1068.101,7785.411
