Month,Coal Industrial Sector CO2 Emissions,Coal Coke Net Imports CO2 Emissions,Natural Gas Industrial Sector CO2 Emissions,Distillate Fuel Oil Industrial Sector CO2 Emissions,HGL Industrial Sector CO2 Emissions,Kerosene Industrial Sector CO2 Emissions,Lubricants Industrial Sector CO2 Emissions,"Motor Gasoline, Excluding Ethanol, Industrial Sector CO2 Emissions",Petroleum Coke Industrial Sector CO2 Emissions,Residual Fuel Oil Industrial Sector CO2 Emissions,Other Petroleum Products Industrial Sector CO2 Emissions,"Petroleum, Excluding Biofuels, Industrial Sector CO2 Emissions",Industrial Share of Electric Power Sector CO2 Emissions,Total Industrial Sector CO2 Emissions
1997-09-01,18.149,-0.079,40.024,6.468,5.703,0.052,0.558,1.227,4.893,1.771,9.958,30.631,59.799,148.524
1997-10-01,18.932,0.622,41.266,9.554,5.35,0.097,0.671,1.284,6.281,1.611,10.92,35.768,60.208,156.795
1997-11-01,19.174,0.232,42.759,8.181,4.971,0.149,0.508,1.217,6.089,1.825,10.231,33.171,57.72,153.054
1997-12-01,19.239,0.645,45.448,9.798,5.566,0.198,0.5,1.271,6.95,1.768,10.66,36.711,58.442,160.484
1998-01-01,18.882,0.912,45.465,9.668,4.453,0.237,0.575,1.099,5.143,1.531,10.182,32.887,54.917,153.064
1998-02-01,18.229,0.358,42.162,8.286,3.631,0.161,0.547,1.005,6.07,1.217,8.914,29.832,51.565,142.146
1998-03-01,18.691,0.334,43.191,9.07,4.46,0.184,0.593,1.155,5.853,1.316,11.01,33.642,56.062,151.92
1998-04-01,18.332,0.458,40.701,7.571,3.848,0.065,0.664,1.163,6.735,1.686,10.112,31.843,54.778,146.112
1998-05-01,18.404,0.53,39.345,5.333,3.678,0.097,0.594,1.198,6.63,1.233,11.744,30.506,62.864,151.649
1998-06-01,17.803,0.971,37.935,7.141,3.88,0.1,0.592,1.192,7.083,1.322,10.116,31.426,63.244,151.379
1998-07-01,17.877,0.768,40.454,5.213,4.19,0.041,0.579,1.255,6.721,1.799,10.8,30.599,63.243,152.94
1998-08-01,17.914,1.103,41.276,6.514,4.714,0.138,0.606,1.238,8.267,1.502,9.183,32.163,65.298,157.754
1998-09-01,17.476,0.722,39.599,6.844,4.392,0.06,0.605,1.161,6.94,1.574,9.255,30.831,59.279,147.907
1998-10-01,18.61,0.849,41.265,8.262,4.909,0.12,0.665,1.209,6.8,1.242,8.647,31.855,57.589,150.167
1998-11-01,18.066,0.415,41.899,7.226,4.234,0.18,0.5,1.141,6.051,1.378,9.945,30.655,56.186,147.221
1998-12-01,18.526,0.207,45.629,7.945,4.252,0.232,0.544,1.218,8.463,1.441,10.972,35.067,58.086,157.515
1999-01-01,17.662,0.604,42.587,9.451,4.698,0.14,0.512,0.825,7.014,1.395,11.383,35.418,54.87,151.142
1999-02-01,17.252,0.258,39.463,6.004,3.16,0.091,0.522,0.778,7.506,1.372,11.026,30.46,51.711,139.143
1999-03-01,17.906,0.791,40.141,9.005,4.301,0.073,0.602,0.872,8.02,1.494,11.712,36.079,56.522,151.439
1999-04-01,17.5,1.064,38.113,6.288,4.054,0.051,0.59,0.884,6.965,1.073,12.001,31.906,58.079,146.662
1999-05-01,17.365,0.317,37.055,5.956,4.24,0.047,0.57,0.904,7.322,1.448,8.876,29.362,61.949,146.049
1999-06-01,16.556,0.21,35.964,5.674,5.206,0.058,0.614,0.923,8.077,1.104,11.216,32.872,62.114,147.716
1999-07-01,16.979,0.354,37.123,5.673,5.461,0.047,0.6,0.961,7.068,1.184,9.413,30.406,65.679,150.541
1999-08-01,16.949,0.681,39.507,5.527,5.563,0.057,0.592,0.921,7.403,1.605,12.224,33.891,63.641,154.669
1999-09-01,16.942,0.192,40.883,6.709,6.121,0.058,0.63,0.862,7.496,1.173,10.15,33.199,57.128,148.345
1999-10-01,17.709,0.434,41.764,8.915,5.748,0.057,0.666,0.915,7.686,1.149,8.06,33.197,58.822,151.926
1999-11-01,17.742,0.986,41.863,7.885,4.79,0.101,0.611,0.853,6.468,1.189,8.743,30.639,56.413,147.644
1999-12-01,18.022,0.666,45.068,10.199,5.453,0.161,0.631,0.948,7.001,1.376,8.447,34.216,55.331,153.302
2000-01-01,18.102,0.461,42.822,9.179,5.512,0.213,0.631,0.811,6.611,1.384,7.952,32.294,59.127,152.806
2000-02-01,17.827,0.84,41.363,8.292,4.723,0.127,0.612,0.824,4.967,1.358,9.863,30.765,54.859,145.655
2000-03-01,18.273,0.657,40.443,8.156,4.557,0.084,0.603,0.881,6.495,1.159,10.293,32.229,59.286,150.888
2000-04-01,17.188,0.697,39.355,6.11,4.269,0.075,0.573,0.861,5.302,1.309,9.065,27.564,56.192,140.995
2000-05-01,17.314,0.88,39.358,7.61,4.669,0.042,0.633,0.919,7.767,1.193,11.257,34.089,63.09,154.731
2000-06-01,16.962,0.484,39.032,6.18,5.546,0.052,0.592,0.908,6.462,1.534,9.937,31.211,62.673,150.361
2000-07-01,17.398,0.625,37.884,4.761,5.441,0.041,0.596,0.918,6.675,1.875,9.439,29.745,61.212,146.864
2000-08-01,17.288,0.899,41.408,6.243,5.736,0.041,0.648,0.947,7.183,1.547,9.609,31.954,65.182,156.732
2000-09-01,17.213,0.792,39.053,8.129,5.479,0.096,0.599,0.875,6.232,1.431,9.117,31.958,58.01,147.026
2000-10-01,17.86,0.644,40.929,7.529,5.552,0.081,0.61,0.892,5.759,1.911,7.236,29.57,60.248,149.249
2000-11-01,17.845,0.42,41.413,8.296,4.233,0.081,0.499,0.86,5.436,1.445,7.089,27.938,59.228,146.843
2000-12-01,17.859,0.031,43.242,8.733,5.155,0.214,0.437,0.919,5.993,1.904,10.061,33.416,57.9,152.449
2001-01-01,17.846,0.328,41.029,10.331,4.309,0.233,0.533,1.65,5.367,1.461,12.34,36.224,55.177,150.604
2001-02-01,17.784,0.218,38.114,9.623,3.506,0.15,0.522,1.517,4.174,1.345,11.336,32.174,52.02,140.31
2001-03-01,18.431,0.307,39.936,10.544,3.487,0.24,0.616,1.741,7.299,1.317,11.044,36.288,56.124,151.086
2001-04-01,17.119,0.569,37.489,7.708,4.063,0.118,0.519,1.696,6.557,1.414,11.326,33.401,53.947,142.525
2001-05-01,17.16,0.392,35.253,8.109,3.937,0.086,0.589,1.779,6.994,1.298,11.834,34.627,59.021,146.452
2001-06-01,16.889,0.278,33.005,6.476,4.268,0.107,0.614,1.722,7.471,1.106,9.339,31.102,57.784,139.058
2001-07-01,17.027,-0.013,34.852,5.539,4.844,0.111,0.552,1.84,7.679,1.296,9.85,31.71,58.124,141.7
2001-08-01,17.038,0.27,35.941,7.6,5.112,0.164,0.58,1.832,6.375,0.86,10.433,32.955,60.103,146.306
2001-09-01,16.733,0.048,35.192,7.139,5.237,0.077,0.548,1.691,6.825,1.095,8.794,31.405,52.328,135.706
2001-10-01,17.027,0.466,37.417,8.868,5.501,0.046,0.472,1.763,6.628,1.495,10.33,35.103,55.241,145.254
2001-11-01,16.054,0.198,37.245,8.091,4.343,0.164,0.576,1.714,7.382,1.358,10.548,34.177,52.666,140.339
2001-12-01,15.595,0.264,38.673,6.445,4.348,0.202,0.323,1.752,7.918,1.199,12.174,34.362,52.99,141.884
2002-01-01,15.68,-0.038,40.978,9.585,4.606,0.133,0.676,1.712,7.421,1.375,12.097,37.604,50.115,144.338
2002-02-01,15.449,0.323,37.658,6.878,4.57,0.133,0.455,1.617,6.194,1.121,8.544,29.513,48.432,131.375
2002-03-01,15.868,0.895,39.386,7.817,4.308,0.1,0.526,1.805,6.892,1.424,10.982,33.853,53.015,143.017
2002-04-01,15.033,-0.132,38.694,8.286,3.67,0.03,0.592,1.766,7.428,1.202,10.696,33.67,52.425,139.69
2002-05-01,15.245,0.483,37.066,7.18,4.195,0.07,0.569,1.89,6.47,1.163,11.368,32.905,55.724,141.424
2002-06-01,15.087,0.274,36.052,5.783,4.52,0.072,0.498,1.843,6.539,1.074,10.7,31.029,56.608,139.05
2002-07-01,15.245,1.049,36.76,6.138,4.996,0.032,0.545,1.903,7.937,0.864,10.855,33.269,59.571,145.895
2002-08-01,15.46,0.821,37.004,6.307,5.141,0.033,0.505,1.938,6.458,0.842,11.587,32.81,58.795,144.89
2002-09-01,15.433,0.97,34.743,7.177,4.827,0.043,0.557,1.748,6.81,0.983,10.082,32.227,54.571,137.944
2002-10-01,16.591,0.718,36.922,7.467,5.018,0.093,0.562,1.83,6.234,1.108,9.764,32.076,55.375,141.681
2002-11-01,16.125,1.166,37.92,8.897,4.159,0.119,0.505,1.77,6.747,1.532,9.716,33.444,54.024,142.679
2002-12-01,16.136,0.377,39.655,7.864,3.906,0.153,0.377,1.845,5.859,1.571,9.147,30.722,54.012,140.903
2003-01-01,15.783,0.147,41.159,9.398,4.572,0.372,0.574,1.836,5.73,1.202,9.827,33.511,54.978,145.578
2003-02-01,15.796,1.531,38.355,8.965,3.715,0.239,0.459,1.674,5.46,1.45,10.829,32.792,50.73,139.205
2003-03-01,16.181,0.4,37.536,7.792,3.589,0.127,0.527,1.878,6.955,1.755,12.75,35.373,53.44,142.93
2003-04-01,15.409,0.451,35.151,7.807,3.845,0.106,0.504,1.864,7.068,1.458,12.508,35.16,53.493,139.664
2003-05-01,15.185,0.206,34.321,5.689,3.359,0.126,0.451,1.972,6.014,1.402,13.369,32.381,55.451,137.544
2003-06-01,15.452,0.424,31.79,5.58,3.549,-0.002,0.455,1.936,7.049,1.014,12.33,31.912,57.36,136.938
2003-07-01,15.661,0.537,35.13,4.998,4.589,0.033,0.498,2.006,7.225,1.162,12.293,32.804,58.655,142.786
2003-08-01,15.471,0.108,35.571,5.738,4.767,0.068,0.509,2.052,5.976,1.418,12.134,32.662,60.823,144.635
2003-09-01,15.526,0.413,34.522,6.851,4.92,0.108,0.488,1.884,6.515,1.114,9.613,31.495,54.565,136.521
2003-10-01,16.099,0.468,36.467,7.703,4.3,0.116,0.561,1.984,7.1,1.431,10.848,34.042,58.089,145.166
2003-11-01,16.213,0.349,36.116,7.82,3.946,0.152,0.372,1.881,6.725,1.578,10.085,32.559,57.277,142.514
2003-12-01,16.446,0.708,38.827,8.583,4.919,0.319,0.489,1.958,7.497,1.552,11.672,36.989,55.841,148.811
2004-01-01,16.425,0.461,40.615,9.867,4.293,0.388,0.457,2.103,7.159,1.722,8.979,34.968,54.493,146.962
2004-02-01,16.076,1.048,38.624,9.178,4.414,0.246,0.375,1.996,4.83,1.811,11.557,34.408,51.738,141.894
2004-03-01,16.745,1.085,37.88,9.136,4.004,0.193,0.552,2.182,6.861,1.635,12.788,37.351,53.41,146.471
2004-04-01,15.429,2.682,35.54,8.384,4.093,0.171,0.563,2.134,6.314,1.47,11.56,34.69,53.072,141.413
2004-05-01,15.359,4.234,34.643,6.368,4.05,0.08,0.49,2.218,9.725,1.291,12.608,36.829,59.005,150.069
2004-06-01,15.257,2.289,34.362,5.739,4.695,0.134,0.595,2.177,7.729,1.284,11.696,34.05,56.684,142.641
2004-07-01,15.223,1.067,34.912,5.292,4.82,0.09,0.541,2.263,6.924,1.388,13.769,35.087,59.112,145.401
2004-08-01,15.436,0.774,35.478,5.402,4.882,0.114,0.461,2.255,8.043,1.188,13.227,35.573,59.196,146.458
2004-09-01,15.326,-0.204,34.464,7.824,4.681,0.096,0.475,2.107,8.111,1.376,10.213,34.881,55.679,140.147
2004-10-01,16.237,0.721,35.919,8.198,4.742,0.117,0.523,2.196,7.145,1.69,11.221,35.832,56.506,145.215
2004-11-01,16.074,0.647,36.509,8.041,4.149,0.141,0.446,2.115,8.741,2.031,10.992,36.656,57.133,147.019
2004-12-01,16.245,0.854,39.481,6.818,4.331,0.295,0.485,2.221,8.531,1.769,11.584,36.032,56.915,149.528
2005-01-01,15.316,1.217,39.269,9.571,4.718,0.464,0.475,2.012,6.883,2.03,8.776,34.93,55.028,145.76
2005-02-01,15.137,1.484,35.679,8.103,4.263,0.222,0.438,1.828,6.247,1.884,9.97,32.956,50.325,135.582
2005-03-01,15.498,1.018,36.963,10.552,4.11,0.344,0.519,2.055,7.089,1.629,13.006,39.305,54.646,147.43
2005-04-01,15.296,0.723,34.688,8.131,3.266,0.152,0.475,2.02,7.851,1.753,9.582,33.231,52.476,136.415
2005-05-01,14.756,0.549,33.474,7.79,3.778,0.263,0.558,2.121,8.508,1.618,12.317,36.952,56.846,142.577
2005-06-01,14.597,0.117,32.117,6.159,4.021,0.181,0.539,2.069,7.037,1.361,14.7,36.067,58.734,141.632
2005-07-01,14.785,0.597,32.459,4.692,4.32,0.162,0.518,2.177,8.172,1.407,10.539,31.986,59.086,138.912
2005-08-01,15.088,-0.399,32.683,5.389,5.486,0.098,0.542,2.175,6.983,1.634,12.074,34.38,60.332,142.084
2005-09-01,15.161,-0.317,29.47,7.845,4.03,0.187,0.455,1.967,6.612,1.696,10.64,33.433,55.723,133.47
2005-10-01,15.594,-0.141,30.955,7.733,3.755,0.24,0.579,2.058,5.807,2.087,12.42,34.678,55.78,136.866
2005-11-01,15.337,0.13,32.392,8.329,3.256,0.255,0.407,2.008,7.307,2.175,12.887,36.623,55.548,140.029
2005-12-01,15.694,0.044,35.241,9.513,4.389,0.29,0.43,2.115,7.466,1.832,12.752,38.787,56.425,146.191
2006-01-01,15.143,0.229,35.884,9.225,3.68,0.26,0.424,2.12,6.486,2.172,13.885,38.251,50.868,140.375
2006-02-01,14.95,0.422,34.284,7.691,3.77,0.366,0.642,1.93,4.615,1.726,10.924,31.664,50.812,132.131
2006-03-01,15.401,0.75,36.169,9.71,3.921,0.338,0.497,2.171,7.269,1.909,11.256,37.069,52.661,142.05
2006-04-01,14.495,0.398,33.294,7.06,3.145,0.276,0.523,2.121,5.699,1.546,12.177,32.548,50.549,131.284
2006-05-01,14.755,0.408,32.726,7.075,3.642,0.163,0.446,2.221,6.827,1.354,12.825,34.553,55.58,138.021
2006-06-01,14.728,0.637,32.014,5.812,4.484,0.094,0.515,2.182,7.354,1.209,14.439,36.09,55.464,138.932
2006-07-01,14.836,0.423,32.367,5.333,4.36,0.13,0.48,2.293,6.543,1.255,11.258,31.651,58.502,137.78
2006-08-01,14.792,0.295,33.375,6.742,4.911,0.1,0.489,2.279,7.368,1.33,14.202,37.421,58.854,144.738
2006-09-01,14.857,1.46,32.669,7.548,3.882,0.089,0.412,2.127,8.695,1.166,12.31,36.229,53.094,138.309
2006-10-01,15.71,1.445,34.148,9.246,4.509,0.103,0.587,2.203,7.159,1.318,11.802,36.927,56.602,144.831
2006-11-01,15.08,0.116,34.512,8.611,4.255,0.082,0.422,2.126,7.864,1.173,12.887,37.419,53.245,140.372
2006-12-01,14.797,0.326,36.058,9.081,4.046,0.163,0.343,2.219,9.299,1.789,12.916,39.856,52.736,143.773
2007-01-01,14.692,0.364,38.336,10.269,4.418,0.134,0.542,1.702,5.894,1.428,12.52,36.907,53.453,143.752
2007-02-01,14.46,0.082,36.692,9.429,4.534,0.111,0.413,1.559,5.41,1.532,12.395,35.383,49.565,136.181
2007-03-01,15.188,-0.135,36.183,8.763,4.01,0.091,0.543,1.76,8.301,1.391,12.24,37.098,51.898,140.232
2007-04-01,14.421,0.164,33.889,8.639,3.694,0.067,0.5,1.711,5.995,1.229,13.536,35.372,52.534,136.38
2007-05-01,14.63,0.314,33.246,8.024,3.809,0.036,0.564,1.81,8.072,1.2,14.051,37.565,55.602,141.357
2007-06-01,14.61,0.633,32.492,6.882,4.294,0.037,0.465,1.76,6.43,1.152,10.98,32.0,56.996,136.731
2007-07-01,14.338,-0.165,32.616,6.207,4.456,0.017,0.528,1.847,5.833,1.032,12.394,32.314,58.124,137.227
2007-08-01,14.225,0.277,33.756,6.551,4.246,0.073,0.498,1.835,7.783,1.118,12.439,34.543,61.103,143.905
2007-09-01,14.221,0.388,32.88,7.644,4.957,0.079,0.441,1.713,7.694,1.02,10.291,33.84,54.177,135.505
2007-10-01,14.785,-0.017,34.309,7.957,4.352,0.072,0.539,1.76,6.28,0.981,11.686,33.627,56.863,139.567
2007-11-01,14.423,0.557,35.666,6.511,3.422,0.114,0.478,1.701,6.535,1.278,12.515,32.554,54.829,138.029
2007-12-01,14.776,0.402,38.372,5.736,4.025,0.15,0.458,1.76,8.378,1.133,12.183,33.824,55.768,143.142
2008-01-01,14.345,0.432,40.429,10.191,3.686,0.023,0.491,1.383,7.18,1.415,12.106,36.475,53.829,145.511
2008-02-01,14.16,0.209,37.884,9.849,3.625,0.046,0.439,1.297,5.544,1.034,11.577,33.41,50.987,136.649
2008-03-01,14.478,0.863,37.898,10.38,3.379,0.042,0.514,1.421,7.009,1.24,9.945,33.929,52.503,139.671
2008-04-01,14.237,0.861,34.906,9.593,2.638,0.001,0.504,1.375,6.797,1.408,10.751,33.067,52.324,135.394
2008-05-01,14.339,0.312,34.3,9.109,3.454,0.011,0.512,1.443,6.697,1.382,10.68,33.288,55.604,137.842
2008-06-01,14.066,1.016,32.655,6.228,4.026,0.008,0.477,1.371,6.133,1.218,10.388,29.85,55.596,133.182
2008-07-01,14.182,0.641,33.6,5.816,4.283,-0.001,0.498,1.421,7.978,1.297,9.003,30.295,56.852,135.569
2008-08-01,14.45,0.089,33.683,5.774,4.56,0.004,0.562,1.418,6.787,0.966,8.668,28.74,56.765,133.727
2008-09-01,13.861,0.245,30.135,7.214,2.748,0.019,0.336,1.27,4.663,0.902,9.836,26.989,52.798,124.028
2008-10-01,14.747,0.101,33.911,11.018,3.87,0.016,0.522,1.397,6.709,1.204,12.23,36.966,53.046,138.771
2008-11-01,13.076,0.159,34.379,8.338,2.904,0.032,0.315,1.334,6.099,0.985,11.974,31.983,51.683,131.279
2008-12-01,12.116,-0.293,34.982,5.893,2.207,0.078,0.371,1.38,7.419,1.526,12.65,31.525,48.732,127.062
2009-01-01,11.672,-0.186,36.768,10.537,2.133,0.068,0.431,1.31,6.151,1.157,11.649,33.435,46.906,128.596
2009-02-01,11.931,-0.125,33.1,7.723,2.6,0.057,0.31,1.217,5.537,0.679,10.129,28.25,41.527,114.683
2009-03-01,12.002,-0.163,34.274,7.553,2.895,0.025,0.402,1.355,5.913,0.989,8.767,27.9,43.128,117.14
2009-04-01,10.066,-0.284,31.684,5.087,2.724,0.021,0.432,1.325,7.095,1.083,8.457,26.224,42.279,109.97
2009-05-01,9.978,-0.188,30.565,5.742,2.753,0.022,0.362,1.373,7.412,0.807,9.071,27.542,44.462,112.359
2009-06-01,9.986,-0.176,29.966,5.561,3.204,0.017,0.431,1.343,7.697,0.898,8.105,27.256,45.991,113.022
2009-07-01,10.044,-0.212,30.999,4.284,3.733,0.002,0.436,1.398,5.131,0.473,10.338,25.795,47.1,113.727
2009-08-01,10.498,-0.378,32.059,4.272,4.3,0.009,0.493,1.403,5.804,0.691,9.044,26.017,50.307,118.504
2009-09-01,10.771,-0.201,31.092,5.705,3.986,-0.007,0.43,1.302,6.623,0.516,10.09,28.645,45.741,116.048
2009-10-01,11.404,-0.407,33.345,7.214,4.165,0.033,0.44,1.352,4.914,0.77,9.088,27.977,47.341,119.66
2009-11-01,11.102,-0.108,33.732,7.46,4.878,0.032,0.406,1.295,5.184,0.718,7.473,27.446,46.142,118.314
2009-12-01,11.321,-0.279,37.234,7.925,3.77,0.041,0.41,1.343,5.652,0.979,8.965,29.086,48.638,126.0
2010-01-01,12.171,-0.479,39.519,6.375,3.781,0.034,0.379,1.393,3.714,0.843,9.079,25.598,46.367,123.177
2010-02-01,12.471,0.449,36.513,6.282,2.996,0.071,0.402,1.265,4.391,0.717,8.769,24.894,44.39,118.716
2010-03-01,13.064,0.256,37.255,8.715,3.204,0.026,0.449,1.438,6.525,0.776,10.755,31.887,45.654,128.116
2010-04-01,12.49,0.064,33.854,7.709,2.846,0.015,0.415,1.441,5.729,0.831,10.911,29.898,45.24,121.546
2010-05-01,12.542,0.228,34.344,6.216,3.24,0.024,0.417,1.496,5.039,0.72,10.47,27.622,50.789,125.526
2010-06-01,12.436,0.123,33.313,5.551,3.555,0.034,0.488,1.468,5.912,0.599,10.173,27.78,51.796,125.448
2010-07-01,12.683,0.014,33.96,4.592,3.845,0.043,0.459,1.518,5.582,0.756,9.794,26.588,53.545,126.791
2010-08-01,12.834,0.163,34.153,7.081,4.129,0.021,0.421,1.51,6.769,0.596,10.898,31.426,54.792,133.369
2010-09-01,13.051,-0.063,33.892,8.599,3.918,0.018,0.429,1.44,6.566,0.701,9.842,31.512,48.176,126.567
2010-10-01,12.702,-0.228,34.748,7.115,3.694,0.034,0.415,1.468,5.11,0.732,8.956,27.523,47.284,122.029
2010-11-01,12.869,-0.653,36.135,8.189,3.207,0.102,0.392,1.387,5.994,0.788,9.17,29.228,47.92,125.5
2010-12-01,13.184,-0.576,39.86,8.954,3.54,0.114,0.366,1.449,5.637,0.732,10.292,31.085,50.276,133.828
2011-01-01,12.709,0.014,40.324,9.483,2.579,0.034,0.398,1.374,5.097,1.079,10.829,30.874,47.81,131.731
2011-02-01,12.362,0.048,36.677,7.255,3.069,0.082,0.351,1.271,3.659,0.948,7.768,24.402,42.41,115.899
2011-03-01,12.885,0.241,38.28,9.968,2.822,0.049,0.481,1.443,4.92,0.849,11.519,32.05,45.971,129.428
2011-04-01,11.535,0.032,35.676,7.274,2.654,0.015,0.424,1.399,5.367,0.841,9.797,27.771,45.209,120.223
2011-05-01,12.001,0.207,35.545,7.359,3.042,0.0,0.392,1.444,6.584,0.86,8.153,27.834,48.269,123.857
2011-06-01,11.933,0.162,33.87,7.427,3.168,0.008,0.389,1.434,5.513,0.847,8.606,27.391,50.037,123.394
2011-07-01,11.599,0.003,34.385,4.541,3.225,0.016,0.381,1.486,5.302,0.556,11.12,26.628,53.698,126.314
2011-08-01,12.054,0.469,35.042,7.245,3.797,0.01,0.44,1.457,7.138,0.602,10.405,31.094,53.264,131.924
2011-09-01,12.122,0.062,34.699,7.326,3.598,0.014,0.389,1.389,4.93,0.869,10.078,28.592,47.241,122.715
2011-10-01,12.115,-0.04,36.173,7.952,3.701,0.004,0.33,1.415,6.292,0.74,9.436,29.87,47.412,125.529
2011-11-01,12.056,-0.195,37.335,9.059,3.563,0.01,0.386,1.351,5.957,0.73,10.595,31.652,45.66,126.509
2011-12-01,12.468,0.258,40.036,6.52,3.387,0.022,0.356,1.419,3.204,0.944,9.751,25.603,45.462,123.828
2012-01-01,12.068,0.244,41.426,9.544,3.565,0.013,0.394,1.338,6.221,0.538,9.057,30.67,42.719,127.128
2012-02-01,12.056,0.011,38.652,10.0,3.016,0.06,0.422,1.312,4.305,0.437,9.737,29.288,41.659,121.666
2012-03-01,12.499,0.289,38.304,8.355,3.041,0.016,0.358,1.399,5.274,0.493,9.642,28.579,41.199,120.87
2012-04-01,11.567,0.674,36.561,7.929,2.928,0.005,0.393,1.379,5.613,0.49,7.687,26.424,40.545,115.769
2012-05-01,11.717,0.075,36.625,7.91,3.64,0.019,0.396,1.464,6.425,0.379,7.951,28.183,46.003,122.602
2012-06-01,11.185,-0.017,35.843,6.576,3.273,0.004,0.338,1.419,6.15,0.388,9.891,28.039,46.658,121.708
2012-07-01,11.497,-0.021,36.718,5.196,3.835,0.0,0.348,1.439,5.569,0.512,9.506,26.405,51.675,126.275
2012-08-01,11.841,-0.017,37.312,6.007,4.044,0.001,0.356,1.491,6.736,0.464,9.448,28.547,50.321,128.004
2012-09-01,11.179,-0.145,36.477,7.077,3.512,0.01,0.333,1.353,5.889,0.429,7.637,26.24,44.631,118.382
2012-10-01,11.705,-0.357,38.146,9.258,4.141,0.007,0.365,1.416,4.99,0.39,10.833,31.4,45.781,126.675
2012-11-01,11.977,-0.3,38.714,9.248,3.318,0.007,0.381,1.34,5.989,0.371,10.636,31.29,45.842,127.523
2012-12-01,12.224,0.018,40.577,6.932,3.545,0.005,0.299,1.368,6.002,0.22,12.118,30.489,44.524,127.832
2013-01-01,12.348,-0.065,42.365,9.921,3.804,0.019,0.413,1.389,6.449,0.308,8.871,31.173,43.794,129.615
2013-02-01,11.898,0.071,38.873,7.422,3.249,0.004,0.373,1.263,3.83,0.253,9.13,25.524,41.022,117.389
2013-03-01,12.273,-0.319,41.184,6.955,3.708,0.027,0.411,1.438,4.45,0.405,8.434,25.827,44.391,123.356
2013-04-01,11.795,-0.166,38.227,7.319,3.473,0.008,0.354,1.425,3.918,0.243,8.972,25.713,41.608,117.178
2013-05-01,11.944,0.031,38.013,7.483,3.444,0.002,0.417,1.503,6.103,0.234,10.773,29.959,45.26,125.207
2013-06-01,11.726,-0.347,36.272,6.412,3.888,0.001,0.443,1.459,5.96,0.256,9.197,27.615,47.282,122.547
2013-07-01,11.694,-0.224,37.382,5.946,3.65,0.002,0.396,1.524,5.66,0.321,11.762,29.26,49.565,127.678
2013-08-01,11.911,-0.2,38.081,6.002,3.878,0.001,0.391,1.521,6.112,0.372,8.916,27.192,50.042,127.026
2013-09-01,11.887,-0.089,36.953,6.971,4.462,0.007,0.375,1.44,6.01,0.323,11.642,31.229,45.245,125.226
2013-10-01,12.465,-0.117,39.125,10.708,4.143,0.002,0.376,1.486,4.741,0.247,9.853,31.558,44.628,127.66
2013-11-01,12.272,-0.32,41.113,9.233,4.197,0.001,0.313,1.436,6.144,0.326,11.186,32.836,43.994,129.896
2013-12-01,12.374,-0.238,44.098,9.329,4.088,0.034,0.372,1.439,4.645,0.239,10.893,31.039,44.513,131.786
2014-01-01,11.791,-0.095,44.858,12.095,4.165,0.036,0.34,1.089,7.074,0.277,8.021,33.097,46.081,135.731
2014-02-01,11.716,-0.179,40.997,8.523,3.118,0.009,0.304,1.028,4.135,0.224,8.838,26.177,42.283,120.995
2014-03-01,12.139,-0.069,42.828,8.862,2.95,0.005,0.471,1.148,2.216,0.173,9.017,24.842,44.404,124.143
2014-04-01,11.463,-0.133,39.956,9.158,3.062,0.004,0.413,1.142,5.111,0.267,10.281,29.437,40.555,121.278
2014-05-01,11.642,-0.212,38.996,7.769,2.918,0.004,0.421,1.188,5.862,0.23,9.758,28.15,45.575,124.151
2014-06-01,11.721,-0.089,37.739,6.634,3.849,0.003,0.369,1.151,5.303,0.252,8.56,26.121,47.381,122.872
2014-07-01,12.118,-0.226,39.142,6.792,3.548,0.023,0.447,1.218,6.76,0.244,9.41,28.443,49.881,129.358
2014-08-01,12.109,-0.34,39.37,6.591,4.203,0.003,0.416,1.228,5.485,0.201,9.412,27.539,51.182,129.861
2014-09-01,11.828,-0.291,38.198,7.118,4.319,0.035,0.453,1.124,6.502,0.264,10.799,30.614,44.849,125.199
2014-10-01,12.142,-0.218,39.497,10.176,4.436,0.031,0.411,1.204,6.209,0.245,9.844,32.557,43.758,127.736
2014-11-01,12.292,-0.245,41.856,7.368,3.909,0.012,0.432,1.135,6.501,0.334,9.572,29.263,43.701,126.867
2014-12-01,12.554,-0.355,43.767,10.026,4.192,0.043,0.361,1.176,3.831,0.257,8.721,28.607,41.973,126.547
2015-01-01,12.013,-0.234,45.435,9.452,3.973,0.004,0.496,1.357,6.488,0.241,8.591,30.603,41.747,129.562
2015-02-01,11.192,-0.142,41.642,9.88,3.406,0.014,0.359,1.251,2.542,0.105,9.045,26.602,40.973,120.267
2015-03-01,11.341,-0.074,42.484,8.715,3.921,0.019,0.494,1.422,6.311,0.232,9.077,30.191,38.604,122.547
2015-04-01,10.351,-0.22,39.484,8.33,3.601,0.001,0.466,1.399,6.044,0.145,9.25,29.236,37.214,116.065
2015-05-01,10.658,-0.284,39.343,6.171,3.843,0.034,0.516,1.452,6.25,0.2,11.806,30.272,42.362,122.351
2015-06-01,10.903,-0.321,37.621,6.954,4.352,0.001,0.413,1.43,6.543,0.161,10.927,30.782,46.757,125.741
2015-07-01,10.977,-0.088,38.811,6.814,4.502,0.001,0.507,1.487,6.348,0.258,11.462,31.379,48.362,129.442
