Month,Coal Transportation Sector CO2 Emissions,Natural Gas Transportation Sector CO2 Emissions,Aviation Gasoline Transportation Sector CO2 Emissions,"Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions",HGL Transportation Sector CO2 Emissions,Jet Fuel Transportation Sector CO2 Emissions,Lubricants Transportation Sector CO2 Emissions,"Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions",Residual Fuel Oil Transportation Sector CO2 Emissions,"Petroleum, Excluding Biofuels, Transportation Sector CO2 Emissions",Transportation Share of Electric Power Sector CO2 Emissions,Total Energy Transportation Sector CO2 Emissions
1996-10-01,0.0,2.698,0.201,29.717,0.083,20.712,0.512,90.865,7.088,149.179,0.276,152.153
1996-11-01,0.0,3.383,0.215,26.724,0.081,19.513,0.482,85.894,4.845,137.754,0.272,141.41
1996-12-01,0.0,4.071,0.172,26.717,0.083,19.932,0.425,87.446,5.336,140.111,0.271,144.453
1997-01-01,0.0,4.797,0.148,27.399,0.076,20.504,0.428,81.686,5.112,135.352,0.269,140.418
1997-02-01,0.0,4.28,0.229,24.302,0.069,18.03,0.501,77.422,6.887,127.44,0.237,131.957
1997-03-01,0.0,4.002,0.209,28.626,0.076,19.413,0.512,87.17,5.364,141.371,0.244,145.616
1997-04-01,0.0,3.384,0.295,28.998,0.074,19.155,0.59,87.32,6.184,142.616,0.24,146.24
1997-05-01,0.0,2.971,0.279,29.362,0.076,19.692,0.632,91.076,5.421,146.539,0.258,149.768
1997-06-01,0.0,2.711,0.224,28.762,0.074,19.334,0.452,89.838,3.786,142.47,0.276,145.456
1997-07-01,0.0,2.879,0.254,29.997,0.076,21.398,0.574,95.007,2.965,150.272,0.311,153.462
1997-08-01,0.0,2.842,0.338,29.637,0.076,20.927,0.574,92.215,3.04,146.807,0.298,149.947
1997-09-01,0.0,2.689,0.208,28.633,0.074,19.482,0.527,86.865,3.543,139.332,0.296,142.316
1997-10-01,0.0,2.862,0.25,31.452,0.076,20.3,0.633,90.888,3.137,146.736,0.294,149.892
1997-11-01,0.0,3.57,0.147,28.379,0.074,19.807,0.479,86.182,4.305,139.375,0.272,143.217
1997-12-01,0.0,4.412,0.163,29.7,0.076,20.917,0.472,90.018,3.7,145.047,0.279,149.738
1998-01-01,0.0,4.023,0.103,27.99,0.094,19.788,0.544,85.167,6.828,140.514,0.271,144.808
1998-02-01,0.0,3.536,0.224,26.063,0.085,18.415,0.517,77.951,4.94,128.195,0.232,131.963
1998-03-01,0.0,3.543,0.201,29.836,0.094,20.175,0.561,89.579,3.501,143.949,0.258,147.75
1998-04-01,0.0,2.826,0.195,29.524,0.091,20.324,0.627,90.129,7.634,148.526,0.244,151.596
1998-05-01,0.0,2.468,0.206,29.558,0.094,19.892,0.561,92.849,2.581,145.742,0.279,148.489
1998-06-01,0.0,2.406,0.296,30.922,0.091,19.791,0.559,92.427,1.586,145.672,0.295,148.373
1998-07-01,0.0,2.595,0.236,30.842,0.094,21.052,0.547,97.303,3.885,153.959,0.302,156.856
1998-08-01,0.0,2.612,0.265,31.904,0.094,20.375,0.573,96.0,1.969,151.18,0.313,154.105
1998-09-01,0.0,2.431,0.194,29.763,0.091,19.216,0.571,90.042,4.463,144.341,0.308,147.08
1998-10-01,0.0,2.438,0.245,31.401,0.094,21.17,0.629,93.733,3.956,151.228,0.274,153.94
1998-11-01,0.0,2.851,0.181,28.498,0.091,20.071,0.472,88.461,4.948,142.722,0.272,145.844
1998-12-01,0.0,3.562,0.107,29.176,0.094,22.203,0.514,94.44,4.301,150.836,0.269,154.667
1999-01-01,0.0,4.228,0.281,28.939,0.076,21.552,0.484,86.24,3.003,140.575,0.275,145.078
1999-02-01,0.0,3.548,0.157,25.583,0.069,19.369,0.493,81.306,3.941,130.918,0.252,134.717
1999-03-01,0.0,3.608,0.201,31.005,0.076,21.474,0.569,91.135,4.58,149.039,0.27,152.917
1999-04-01,0.0,2.965,0.265,29.921,0.074,20.243,0.558,92.355,2.655,146.071,0.267,149.302
1999-05-01,0.0,2.48,0.166,31.322,0.076,20.426,0.538,94.48,5.204,152.212,0.287,154.979
1999-06-01,0.0,2.345,0.265,31.284,0.074,20.045,0.58,96.448,1.962,150.658,0.296,153.298
1999-07-01,0.0,2.52,0.281,32.567,0.076,20.878,0.567,100.413,0.37,155.152,0.338,158.01
1999-08-01,0.0,2.595,0.304,32.664,0.076,22.077,0.559,96.238,4.772,156.69,0.314,159.599
1999-09-01,0.0,2.4,0.237,30.969,0.074,20.193,0.595,90.11,4.012,146.191,0.289,148.881
1999-10-01,0.0,2.599,0.193,33.162,0.076,21.889,0.629,95.645,4.716,156.311,0.288,159.198
1999-11-01,0.0,2.835,0.186,30.154,0.074,20.114,0.577,89.214,6.501,146.821,0.266,149.922
1999-12-01,0.0,3.683,0.175,31.907,0.076,21.795,0.596,99.099,8.255,161.903,0.26,165.846
2000-01-01,0.0,4.001,0.172,29.837,0.063,20.362,0.596,86.191,5.841,143.063,0.3,147.364
2000-02-01,0.0,3.715,0.126,28.125,0.059,19.904,0.578,87.508,6.878,143.179,0.274,147.168
2000-03-01,0.0,3.248,0.228,31.637,0.063,21.361,0.57,93.597,5.654,153.111,0.279,156.638
2000-04-01,0.0,2.819,0.224,31.061,0.061,20.606,0.541,91.43,6.47,150.394,0.26,153.472
2000-05-01,0.0,2.571,0.234,33.736,0.063,21.19,0.598,97.646,3.629,157.097,0.307,159.975
2000-06-01,0.0,2.377,0.235,32.955,0.061,21.075,0.559,96.474,4.364,155.724,0.312,158.413
2000-07-01,0.0,2.395,0.261,33.38,0.063,22.588,0.563,97.493,7.11,161.459,0.326,164.179
2000-08-01,0.0,2.602,0.307,34.546,0.063,23.435,0.612,100.58,3.522,163.066,0.347,166.015
2000-09-01,0.0,2.314,0.193,33.172,0.061,21.503,0.565,92.94,3.49,151.924,0.318,154.555
2000-10-01,0.0,2.46,0.221,33.54,0.063,22.575,0.576,94.76,8.255,159.991,0.307,162.757
2000-11-01,0.0,3.022,0.175,31.611,0.061,21.244,0.471,91.32,5.891,150.775,0.295,154.093
2000-12-01,0.0,4.13,0.133,32.118,0.063,22.776,0.413,97.6,5.543,158.648,0.301,163.079
2001-01-01,0.0,4.235,0.191,30.652,0.073,22.115,0.503,89.687,3.431,146.653,0.316,151.203
2001-02-01,0.0,3.649,0.217,29.083,0.066,20.101,0.493,82.465,3.815,136.24,0.279,140.169
2001-03-01,0.0,3.539,0.174,33.327,0.073,21.397,0.582,94.679,3.632,153.865,0.303,157.706
2001-04-01,0.0,2.833,0.177,32.464,0.071,20.743,0.49,92.213,4.433,150.591,0.286,153.711
2001-05-01,0.0,2.372,0.261,34.456,0.073,21.838,0.557,96.736,4.093,158.014,0.319,160.704
2001-06-01,0.0,2.25,0.228,33.664,0.071,21.498,0.58,93.617,3.035,152.693,0.331,155.274
2001-07-01,0.0,2.496,0.253,34.514,0.073,22.415,0.521,100.044,4.223,162.044,0.345,164.885
2001-08-01,0.0,2.61,0.268,35.919,0.073,21.811,0.547,99.585,1.397,159.6,0.37,162.581
2001-09-01,0.0,2.329,0.154,32.962,0.071,18.762,0.518,91.949,3.072,147.489,0.341,150.159
2001-10-01,0.0,2.575,0.171,34.748,0.073,19.922,0.446,95.852,5.33,156.541,0.323,159.439
2001-11-01,0.0,2.664,0.176,31.786,0.071,17.736,0.544,93.177,4.433,147.923,0.303,150.889
2001-12-01,0.0,3.338,0.146,31.062,0.073,19.132,0.305,95.275,3.077,149.07,0.306,152.714
2002-01-01,0.0,4.031,0.166,31.19,0.076,20.149,0.638,91.22,5.063,148.503,0.281,152.815
2002-02-01,0.0,3.631,0.118,28.302,0.069,17.57,0.43,86.197,4.318,137.003,0.263,140.898
2002-03-01,0.0,3.651,0.178,32.695,0.076,20.069,0.497,96.185,5.654,155.354,0.28,159.286
2002-04-01,0.0,3.028,0.195,33.816,0.074,20.384,0.559,94.107,4.611,153.746,0.277,157.051
2002-05-01,0.0,2.579,0.178,34.913,0.076,19.399,0.538,100.719,4.295,160.118,0.296,162.992
2002-06-01,0.0,2.547,0.227,34.193,0.074,20.242,0.47,98.195,3.906,157.308,0.316,160.17
2002-07-01,0.0,2.808,0.289,35.845,0.076,21.333,0.515,101.388,2.317,161.763,0.335,164.906
2002-08-01,0.0,2.768,0.266,36.17,0.076,20.442,0.477,103.291,2.374,163.097,0.338,166.203
2002-09-01,0.0,2.474,0.197,33.961,0.074,19.672,0.526,93.14,3.192,150.762,0.322,153.557
2002-10-01,0.0,2.639,0.222,34.943,0.076,20.501,0.531,97.499,3.618,157.389,0.322,160.351
2002-11-01,0.0,3.079,0.158,33.276,0.074,19.851,0.477,94.306,5.92,154.062,0.298,157.44
2002-12-01,0.0,3.847,0.139,32.84,0.076,21.671,0.356,98.3,5.555,158.938,0.309,163.094
2003-01-01,0.0,4.057,0.086,32.658,0.096,19.127,0.542,94.053,2.333,148.894,0.411,153.363
2003-02-01,0.0,3.757,0.139,31.108,0.086,18.126,0.433,85.75,3.707,139.35,0.349,143.456
2003-03-01,0.0,3.287,0.193,34.119,0.096,19.906,0.498,96.179,5.094,156.085,0.375,159.747
2003-04-01,0.0,2.597,0.155,34.922,0.092,18.682,0.476,95.471,3.938,153.736,0.335,156.668
2003-05-01,0.0,2.248,0.193,35.21,0.096,18.663,0.426,101.005,3.864,159.458,0.358,162.063
2003-06-01,0.0,2.027,0.15,35.277,0.092,19.231,0.43,99.174,2.289,156.644,0.364,159.035
2003-07-01,0.0,2.382,0.223,36.302,0.096,20.398,0.47,102.738,2.694,162.921,0.381,165.684
2003-08-01,0.0,2.457,0.212,37.057,0.096,21.092,0.48,105.098,3.774,167.808,0.397,170.661
2003-09-01,0.0,2.119,0.268,35.08,0.092,19.422,0.461,96.502,2.794,154.62,0.373,157.113
2003-10-01,0.0,2.307,0.145,36.52,0.096,20.066,0.53,101.642,3.828,162.827,0.388,165.523
2003-11-01,0.0,2.617,0.186,34.004,0.092,20.041,0.351,96.354,4.666,155.695,0.378,158.69
2003-12-01,0.0,3.411,0.139,34.808,0.096,21.121,0.462,100.29,3.891,160.807,0.404,164.621
2004-01-01,0.0,3.829,0.146,34.423,0.102,19.113,0.431,95.811,3.618,153.644,0.425,157.898
2004-02-01,0.0,3.594,0.181,32.639,0.095,19.859,0.354,90.943,5.713,149.784,0.405,153.784
2004-03-01,0.0,2.996,0.156,36.819,0.102,19.81,0.522,99.415,5.089,161.913,0.369,165.279
2004-04-01,0.0,2.484,0.21,37.202,0.099,19.306,0.532,97.217,4.578,159.144,0.365,161.993
2004-05-01,0.0,2.237,0.154,37.905,0.102,20.261,0.463,101.067,3.758,163.71,0.387,166.333
2004-06-01,0.0,2.107,0.175,37.661,0.099,20.507,0.562,99.196,3.549,161.748,0.381,164.237
2004-07-01,0.0,2.253,0.231,38.954,0.102,21.048,0.511,103.12,4.01,167.975,0.419,170.647
2004-08-01,0.0,2.244,0.208,39.259,0.102,21.968,0.436,102.731,3.134,167.839,0.404,170.486
2004-09-01,0.0,2.109,0.219,37.772,0.099,19.797,0.449,95.981,4.514,158.83,0.397,161.337
2004-10-01,0.0,2.214,0.205,38.905,0.102,20.836,0.494,100.062,6.284,166.888,0.397,169.499
2004-11-01,0.0,2.541,0.126,35.973,0.099,20.942,0.421,96.362,5.978,159.9,0.387,162.828
2004-12-01,0.0,3.329,0.15,35.465,0.102,20.885,0.458,101.191,5.307,163.557,0.441,167.327
2005-01-01,0.0,3.861,0.311,34.801,0.151,19.506,0.449,96.262,5.581,157.06,0.46,161.381
2005-02-01,0.0,3.377,0.175,32.499,0.136,19.985,0.414,87.494,5.825,146.526,0.418,150.321
2005-03-01,0.0,3.315,0.179,38.346,0.151,21.916,0.49,98.358,4.549,163.988,0.406,167.708
2005-04-01,0.0,2.586,0.18,37.698,0.146,19.829,0.448,96.677,5.566,160.544,0.376,163.506
2005-05-01,0.0,2.279,0.185,39.516,0.151,21.255,0.527,101.473,5.474,168.581,0.372,171.232
2005-06-01,0.0,2.296,0.212,38.648,0.146,20.748,0.509,99.01,3.676,162.949,0.414,165.658
2005-07-01,0.0,2.531,0.23,39.334,0.151,21.902,0.489,104.168,3.757,170.031,0.411,172.972
2005-08-01,0.0,2.543,0.251,40.015,0.151,22.134,0.511,104.07,4.645,171.778,0.444,174.766
2005-09-01,0.0,2.142,0.242,38.466,0.146,20.524,0.43,94.135,5.098,159.041,0.405,161.588
2005-10-01,0.0,2.147,0.166,39.309,0.151,21.008,0.547,98.497,6.112,165.789,0.396,168.332
2005-11-01,0.0,2.499,0.15,36.791,0.146,19.892,0.384,96.081,7.616,161.061,0.391,163.95
2005-12-01,0.0,3.505,0.165,37.817,0.151,22.296,0.406,101.219,4.985,167.039,0.449,170.993
2006-01-01,0.0,3.317,0.093,36.364,0.147,20.376,0.401,96.866,8.267,162.513,0.403,166.233
2006-02-01,0.0,3.287,0.157,33.906,0.133,18.146,0.607,88.17,6.396,147.515,0.39,151.192
2006-03-01,0.0,3.254,0.235,39.765,0.147,19.808,0.469,99.191,7.648,167.263,0.402,170.918
2006-04-01,0.0,2.567,0.229,38.948,0.142,20.325,0.494,96.915,6.029,163.082,0.363,166.012
2006-05-01,0.0,2.326,0.234,41.099,0.147,20.736,0.421,101.498,5.206,169.341,0.372,172.04
2006-06-01,0.0,2.362,0.185,40.439,0.142,20.939,0.486,99.693,4.646,166.53,0.39,169.282
2006-07-01,0.0,2.685,0.217,41.821,0.147,21.578,0.454,104.752,4.87,173.839,0.413,176.938
2006-08-01,0.0,2.674,0.299,43.003,0.147,21.527,0.462,104.138,5.225,174.802,0.411,177.886
2006-09-01,0.0,2.224,0.192,40.269,0.142,19.759,0.389,97.165,4.188,162.105,0.378,164.707
2006-10-01,0.0,2.504,0.2,42.35,0.147,20.38,0.554,100.65,5.135,169.417,0.4,172.32
2006-11-01,0.0,2.693,0.135,38.883,0.142,19.821,0.399,97.123,3.802,160.305,0.384,163.382
2006-12-01,0.0,3.244,0.137,39.486,0.147,20.708,0.324,101.366,6.597,168.765,0.414,172.423
2007-01-01,0.0,3.786,0.178,37.081,0.117,20.519,0.512,96.317,6.424,161.149,0.497,165.432
2007-02-01,0.0,3.929,0.13,35.076,0.106,18.735,0.39,88.186,5.834,148.457,0.455,152.841
2007-03-01,0.0,3.246,0.149,39.155,0.117,19.692,0.513,99.58,6.113,165.319,0.467,169.033
2007-04-01,0.0,2.756,0.21,40.0,0.114,20.231,0.472,96.839,5.744,163.61,0.407,166.773
2007-05-01,0.0,2.365,0.188,41.729,0.117,20.544,0.533,102.395,6.543,172.049,0.39,174.804
2007-06-01,0.0,2.36,0.232,41.139,0.114,20.43,0.439,99.557,6.312,168.222,0.433,171.015
2007-07-01,0.0,2.522,0.187,42.386,0.117,21.133,0.498,104.483,5.833,174.638,0.441,177.601
2007-08-01,0.0,2.886,0.231,42.869,0.117,21.628,0.471,103.813,6.093,175.22,0.447,178.554
2007-09-01,0.0,2.413,0.173,40.335,0.114,18.834,0.417,96.937,5.887,162.698,0.425,165.536
2007-10-01,0.0,2.468,0.229,41.505,0.117,20.781,0.509,99.612,5.606,168.359,0.417,171.245
2007-11-01,0.0,2.786,0.161,37.497,0.114,19.655,0.452,96.234,8.024,162.135,0.434,165.355
2007-12-01,0.0,3.657,0.117,37.274,0.117,20.351,0.433,99.57,6.203,164.065,0.442,168.164
2008-01-01,0.0,4.33,0.141,33.008,0.214,20.068,0.464,93.327,6.283,153.506,0.45,158.285
2008-02-01,0.0,3.962,0.126,31.51,0.2,18.444,0.415,87.506,4.39,142.591,0.413,146.966
2008-03-01,0.0,3.597,0.168,35.898,0.214,19.705,0.485,95.893,5.73,158.094,0.396,162.087
2008-04-01,0.0,2.872,0.179,36.304,0.207,19.93,0.476,92.765,6.95,156.81,0.384,160.067
2008-05-01,0.0,2.477,0.206,37.973,0.214,20.184,0.483,97.384,6.841,163.286,0.375,166.138
2008-06-01,0.0,2.52,0.172,36.538,0.207,19.945,0.451,92.529,5.907,155.749,0.395,158.665
2008-07-01,0.0,2.684,0.171,37.847,0.214,19.991,0.47,95.922,6.557,161.172,0.417,164.273
2008-08-01,0.0,2.644,0.193,38.053,0.214,20.811,0.531,95.678,4.686,160.166,0.416,163.226
2008-09-01,0.0,2.307,0.165,35.896,0.207,18.158,0.317,85.672,4.307,144.723,0.386,147.416
2008-10-01,0.0,2.573,0.13,38.864,0.214,17.992,0.493,94.244,6.073,158.01,0.402,160.985
2008-11-01,0.0,2.942,0.156,34.628,0.207,17.691,0.298,90.045,4.734,147.758,0.397,151.097
2008-12-01,0.0,3.789,0.149,33.545,0.214,17.712,0.351,93.097,7.073,152.14,0.428,156.357
2009-01-01,0.0,4.539,0.145,32.956,0.15,16.663,0.407,90.532,6.434,147.287,0.481,152.307
2009-02-01,0.0,3.873,0.101,29.579,0.135,15.553,0.293,84.096,3.514,133.271,0.39,137.534
2009-03-01,0.0,3.596,0.151,33.666,0.15,17.851,0.38,93.642,6.129,151.969,0.394,155.959
2009-04-01,0.0,2.878,0.161,32.723,0.145,17.598,0.408,91.574,7.254,149.863,0.353,153.094
2009-05-01,0.0,2.478,0.137,34.967,0.15,16.875,0.342,94.901,4.176,151.547,0.356,154.381
2009-06-01,0.0,2.519,0.185,34.98,0.145,17.503,0.407,92.844,5.721,151.785,0.372,154.676
2009-07-01,0.0,2.739,0.202,35.494,0.15,19.125,0.412,96.63,2.651,154.663,0.4,157.803
2009-08-01,0.0,2.87,0.168,35.717,0.15,18.395,0.466,96.988,4.448,156.331,0.396,159.597
2009-09-01,0.0,2.603,0.194,33.795,0.145,17.378,0.406,89.992,3.004,144.914,0.364,147.882
2009-10-01,0.0,2.752,0.123,35.533,0.15,17.296,0.416,93.482,5.109,152.108,0.357,155.218
2009-11-01,0.0,2.938,0.103,32.975,0.145,16.615,0.383,89.492,4.632,144.344,0.36,147.642
2009-12-01,0.0,4.143,0.168,33.642,0.15,17.416,0.387,92.865,6.29,150.919,0.432,155.494
2010-01-01,0.0,4.475,0.105,31.537,0.024,17.059,0.432,87.626,6.109,142.892,0.435,147.802
2010-02-01,0.0,3.946,0.1,29.985,0.022,15.399,0.458,79.534,4.961,130.46,0.408,134.814
2010-03-01,0.0,3.399,0.152,35.646,0.024,18.32,0.511,90.441,5.994,151.088,0.379,154.866
2010-04-01,0.0,2.676,0.181,35.79,0.024,17.319,0.473,90.631,6.656,151.075,0.342,154.094
2010-05-01,0.0,2.557,0.162,36.822,0.024,18.357,0.475,94.103,5.588,155.532,0.371,158.46
2010-06-01,0.0,2.612,0.188,36.578,0.024,18.962,0.556,92.316,4.642,153.264,0.405,156.281
2010-07-01,0.0,2.893,0.211,37.446,0.024,18.964,0.523,95.452,5.905,158.526,0.413,161.831
2010-08-01,0.0,2.976,0.152,39.33,0.024,18.865,0.479,94.966,4.677,158.494,0.388,161.858
2010-09-01,0.0,2.585,0.214,37.304,0.024,17.899,0.489,90.531,5.454,151.914,0.366,154.865
2010-10-01,0.0,2.625,0.163,37.262,0.024,18.151,0.472,92.317,5.518,153.907,0.352,156.883
2010-11-01,0.0,3.122,0.116,35.278,0.024,17.158,0.447,87.221,6.138,146.382,0.362,149.866
2010-12-01,0.0,4.306,0.127,36.001,0.024,17.564,0.417,91.133,5.34,150.607,0.435,155.348
2011-01-01,0.0,4.622,0.123,34.057,0.025,17.095,0.464,85.774,6.099,143.637,0.424,148.682
2011-02-01,0.0,3.921,0.135,31.226,0.022,15.509,0.408,79.354,5.567,132.221,0.354,136.496
2011-03-01,0.0,3.554,0.191,37.036,0.025,17.579,0.56,90.126,4.999,150.516,0.371,154.441
2011-04-01,0.0,2.9,0.109,35.991,0.024,17.904,0.494,87.33,5.008,146.859,0.354,150.112
2011-05-01,0.0,2.645,0.196,37.989,0.025,18.076,0.456,90.13,5.195,152.068,0.364,155.077
2011-06-01,0.0,2.632,0.176,38.096,0.024,18.923,0.454,89.506,5.064,152.242,0.383,155.257
2011-07-01,0.0,3.009,0.2,37.789,0.025,18.704,0.444,92.764,3.26,153.186,0.4,156.595
2011-08-01,0.0,3.008,0.199,39.662,0.025,19.735,0.513,90.945,3.518,154.596,0.374,157.978
2011-09-01,0.0,2.626,0.133,36.575,0.024,17.401,0.453,86.706,5.267,146.559,0.352,149.537
2011-10-01,0.0,2.762,0.172,37.979,0.025,17.569,0.384,88.377,4.341,148.847,0.347,151.956
2011-11-01,0.0,3.224,0.123,35.672,0.024,17.404,0.45,84.349,4.328,142.349,0.333,145.906
2011-12-01,0.0,4.045,0.113,34.285,0.025,17.176,0.415,88.581,5.65,146.244,0.373,150.662
2012-01-01,0.0,4.48,0.133,32.115,0.024,16.607,0.451,83.735,5.232,138.297,0.351,143.127
2012-02-01,0.0,4.066,0.111,30.888,0.023,16.044,0.482,82.141,4.295,133.984,0.335,138.385
2012-03-01,0.0,3.448,0.152,33.793,0.024,17.536,0.41,87.588,4.875,144.377,0.302,148.128
2012-04-01,0.0,3.163,0.148,34.368,0.023,16.591,0.449,86.343,4.933,142.856,0.295,146.314
2012-05-01,0.0,3.03,0.182,36.243,0.024,17.884,0.453,91.627,3.67,150.083,0.323,153.436
2012-06-01,0.0,3.024,0.137,35.632,0.023,18.999,0.387,88.805,3.954,147.937,0.333,151.294
2012-07-01,0.0,3.349,0.217,36.564,0.024,18.642,0.398,90.091,5.252,151.189,0.373,154.911
2012-08-01,0.0,3.249,0.145,37.184,0.024,18.667,0.408,93.358,4.637,154.423,0.361,158.033
2012-09-01,0.0,2.918,0.153,34.982,0.023,16.928,0.382,84.693,4.313,141.474,0.334,144.725
2012-10-01,0.0,3.07,0.155,37.141,0.024,17.177,0.417,88.63,3.559,147.103,0.331,150.504
2012-11-01,0.0,3.511,0.107,34.341,0.023,16.969,0.436,83.857,3.616,139.35,0.331,143.192
2012-12-01,0.0,4.064,0.098,33.499,0.024,17.534,0.342,85.639,2.016,139.153,0.351,143.568
2013-01-01,0.0,5.209,0.119,33.04,0.033,16.644,0.473,84.786,3.654,138.749,0.361,144.319
2013-02-01,0.0,4.644,0.079,30.15,0.029,15.409,0.428,77.081,2.919,126.096,0.352,131.092
2013-03-01,0.0,4.551,0.125,33.83,0.033,17.689,0.471,87.771,5.377,145.297,0.355,150.202
2013-04-01,0.0,3.532,0.123,34.855,0.031,17.74,0.406,86.992,3.005,143.152,0.327,147.01
2013-05-01,0.0,3.134,0.162,36.885,0.033,18.526,0.477,91.73,2.794,150.606,0.334,154.075
2013-06-01,0.0,3.12,0.156,36.166,0.031,17.863,0.508,89.051,3.271,147.046,0.359,150.524
2013-07-01,0.0,3.45,0.175,37.514,0.033,19.631,0.454,93.064,4.26,155.13,0.37,158.95
2013-08-01,0.0,3.452,0.148,37.6,0.033,19.35,0.448,92.843,5.02,155.443,0.368,159.262
2013-09-01,0.0,3.161,0.111,34.981,0.031,17.406,0.429,87.888,4.386,145.232,0.341,148.734
2013-10-01,0.0,3.341,0.121,37.754,0.033,18.475,0.431,90.728,3.164,150.706,0.318,154.365
2013-11-01,0.0,4.17,0.152,34.29,0.031,17.559,0.359,87.67,4.272,144.333,0.317,148.82
2013-12-01,0.0,5.282,0.076,34.366,0.033,18.136,0.426,87.831,1.518,142.385,0.387,148.054
2014-01-01,0.0,4.875,0.104,35.01,0.041,17.323,0.389,84.03,2.376,139.273,0.409,144.557
2014-02-01,0.0,4.166,0.065,31.686,0.037,15.831,0.347,79.306,2.11,129.381,0.392,133.939
2014-03-01,0.0,3.882,0.128,35.831,0.041,18.196,0.539,88.58,1.559,144.874,0.358,149.113
2014-04-01,0.0,2.967,0.121,37.044,0.039,17.882,0.472,88.121,3.248,146.928,0.322,150.217
2014-05-01,0.0,2.736,0.142,38.197,0.041,17.779,0.481,91.707,2.67,151.017,0.345,154.097
2014-06-01,0.0,2.637,0.115,37.612,0.039,18.965,0.422,88.839,2.929,148.922,0.337,151.895
2014-07-01,0.0,2.839,0.189,39.427,0.041,19.791,0.511,94.03,2.965,156.955,0.364,160.157
2014-08-01,0.0,2.917,0.148,39.261,0.041,19.327,0.476,94.747,2.472,156.472,0.366,159.755
2014-09-01,0.0,2.729,0.121,36.499,0.039,18.207,0.518,86.77,3.231,145.386,0.329,148.445
2014-10-01,0.0,2.884,0.123,39.257,0.041,18.784,0.47,92.902,2.92,154.495,0.322,157.701
2014-11-01,0.0,3.566,0.111,34.758,0.039,18.137,0.493,87.616,4.038,145.194,0.344,149.104
2014-12-01,0.0,4.055,0.133,36.409,0.041,19.519,0.413,90.795,3.013,150.322,0.328,154.705
2015-01-01,0.0,4.511,0.086,35.566,0.053,17.461,0.569,85.834,3.186,142.755,0.353,147.62
2015-02-01,0.0,4.236,0.082,34.052,0.048,16.574,0.412,79.094,0.457,130.719,0.373,135.329
2015-03-01,0.0,3.75,0.095,37.401,0.053,19.656,0.566,89.951,3.181,150.903,0.329,154.981
2015-04-01,0.0,2.901,0.149,37.823,0.052,18.759,0.534,88.486,1.882,147.685,0.286,150.872
2015-05-01,0.0,2.686,0.145,38.131,0.053,19.289,0.591,91.84,2.846,152.895,0.311,155.892
2015-06-01,0.0,2.747,0.13,38.598,0.052,20.323,0.473,90.402,2.244,152.223,0.33,155.3
2015-07-01,0.0,2.99,0.192,40.301,0.053,20.955,0.581,94.021,3.934,160.037,0.357,163.384
2015-08-01,0.0,2.968,0.118,40.177,0.053,20.332,0.451,93.871,3.615,158.618,0.334,161.92
2015-09-01,0.0,2.747,0.115,38.517,0.052,18.848,0.458,89.126,3.13,150.245,0.314,153.306
2015-10-01,0.0,2.873,0.15,37.762,0.053,20.491,0.54,91.797,2.825,153.618,0.309,156.8
2015-11-01,0.0,3.254,0.097,33.796,0.052,18.722,0.374,87.405,3.546,143.993,0.289,147.535
2015-12-01,0.0,3.746,0.102,34.679,0.053,20.036,0.481,90.878,3.951,150.18,0.284,154.21
2016-01-01,0.0,4.509,0.08,33.831,0.063,18.401,0.504,85.997,3.623,142.498,0.327,147.334
2016-02-01,0.0,3.866,0.109,32.409,0.059,18.224,0.513,85.58,1.746,138.64,0.29,142.796
2016-03-01,0.0,3.437,0.104,36.803,0.063,19.636,0.529,93.103,4.553,154.792,0.248,158.477
2016-04-01,0.0,3.04,0.15,36.028,0.061,19.243,0.471,88.341,5.546,149.84,0.251,153.13
2016-05-01,0.0,2.87,0.121,37.33,0.063,20.033,0.49,93.496,4.022,155.555,0.264,158.689
2016-06-01,0.0,2.922,0.127,37.989,0.061,21.166,0.524,92.228,4.031,156.125,0.328,159.375
2016-07-01,0.0,3.192,0.13,37.781,0.063,21.838,0.425,95.049,5.139,160.425,0.35,163.967
2016-08-01,0.0,3.225,0.152,39.594,0.063,21.86,0.46,96.123,3.722,161.973,0.333,165.532
2016-09-01,0.0,2.846,0.113,36.925,0.061,20.092,0.45,91.146,2.909,151.696,0.316,154.858
2016-10-01,0.0,2.814,0.105,38.052,0.063,20.436,0.488,90.142,4.159,153.445,0.295,156.554
2016-11-01,0.0,3.154,0.12,35.095,0.061,20.057,0.435,88.548,3.649,147.965,0.271,151.39
2016-12-01,0.0,4.187,0.104,35.21,0.063,20.986,0.428,91.898,3.693,152.382,0.333,156.902
2017-01-01,0.0,4.543,0.101,33.064,0.066,20.166,0.503,84.357,6.963,145.22,0.323,150.087
2017-02-01,0.0,3.649,0.09,31.967,0.06,17.397,0.427,80.862,3.093,133.898,0.278,137.825
2017-03-01,0.0,3.931,0.11,37.348,0.066,21.278,0.53,92.749,3.999,156.08,0.283,160.294
2017-04-01,0.0,3.014,0.112,35.721,0.064,20.194,0.458,89.357,3.386,149.292,0.252,152.559
2017-05-01,0.0,2.953,0.126,38.657,0.066,21.189,0.486,94.839,4.492,159.855,0.266,163.074
