Month,"Coal Consumption for Electricity Generation, Electric Power Sector","Distillate Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Other Petroleum Liquids Consumption for Electricity Generation, Electric Power Sector","Petroleum Coke Consumption for Electricity Generation, Electric Power Sector","Total Petroleum Consumption for Electricity Generation, Electric Power Sector","Natural Gas Consumption for Electricity Generation, Electric Power Sector","Other Fossil Gases Consumption for Electricity Generation, Electric Power Sector","Wood Consumption for Electricity Generation, Electric Power Sector","Waste Consumption for Electricity Generation, Electric Power Sector","Other Consumption for Electricity Generation, Electric Power Sector"
2015-07-01,76179.18,714.71,1076.854,141.525,392.119,3893.686,1019.483,2.436,19.95,24.66,11.524
2015-08-01,73430.681,682.201,947.34,112.391,369.417,3589.019,1000.505,2.546,20.456,23.921,11.391
2015-09-01,64451.955,623.878,821.888,162.096,355.045,3383.089,869.875,2.593,17.475,22.358,10.532
2015-10-01,53331.494,616.461,749.127,122.886,283.703,2906.989,767.556,1.999,15.334,22.579,10.655
2015-11-01,48635.978,786.582,828.844,57.021,239.861,2871.752,709.134,1.959,16.941,23.261,10.69
2015-12-01,49918.971,749.384,705.56,76.207,258.006,2821.181,744.481,2.514,18.689,24.087,11.198
2016-01-01,61713.775,1232.467,1031.66,147.687,317.839,4001.009,738.216,1.716,17.332,21.522,10.529
2016-02-01,50255.096,895.147,1115.127,161.712,310.091,3722.442,657.188,1.446,17.045,20.643,9.772
2016-03-01,39599.362,681.644,665.322,103.307,345.138,3175.962,711.1,1.779,16.461,21.439,9.996
2016-04-01,38852.02,626.718,674.205,74.321,368.203,3216.257,689.605,1.607,12.723,21.96,10.387
2016-05-01,44776.852,789.959,743.271,64.702,347.565,3335.757,772.474,1.666,13.019,22.374,10.738
2016-06-01,62912.284,690.939,855.082,92.895,359.525,3436.541,936.64,1.833,15.597,21.781,10.782
2016-07-01,73840.136,791.608,1336.817,96.441,379.767,4123.701,1104.065,2.021,17.298,22.029,10.891
2016-08-01,73507.962,749.001,1264.885,167.707,397.998,4171.583,1114.077,1.678,18.672,22.672,11.143
2016-09-01,62071.777,622.298,848.114,98.648,359.868,3368.4,882.732,1.918,16.634,21.112,10.239
2016-10-01,54292.564,616.929,917.404,44.072,231.844,2737.625,713.918,1.238,13.713,20.281,10.162
2016-11-01,47848.075,807.359,723.284,90.41,285.166,3046.883,632.042,1.804,14.807,22.316,10.198
2016-12-01,64569.514,917.074,881.306,141.626,315.46,3517.306,638.212,1.738,17.252,23.12,11.036
2017-01-01,63178.881,881.404,832.24,122.104,351.993,3595.713,629.308,1.835,17.142,22.978,10.622
2017-02-01,47731.01,692.702,714.264,77.175,261.689,2792.586,542.42,1.623,15.572,20.503,9.244
2017-03-01,48580.97,795.72,725.858,101.945,245.142,2849.233,642.203,1.791,17.656,22.417,9.869
2017-04-01,44058.943,656.352,707.02,97.945,151.634,2219.487,600.493,1.727,14.201,20.845,9.422
2017-05-01,50667.431,776.039,802.264,82.311,312.782,3224.524,672.507,1.777,14.419,22.264,10.088
2017-06-01,58624.565,665.097,899.081,129.798,329.989,3343.921,822.004,1.707,15.775,22.266,10.402
2017-07-01,69531.244,668.654,803.529,77.555,321.662,3158.048,1050.41,1.949,17.446,22.48,10.653
2017-08-01,65527.536,621.511,922.026,107.796,278.098,3041.823,991.277,1.772,18.054,22.423,10.751
2017-09-01,54487.448,669.673,811.784,99.425,259.855,2880.157,830.514,1.706,15.091,20.881,9.585
2017-10-01,49781.494,733.581,832.781,86.409,210.459,2705.066,743.781,1.651,15.174,21.094,9.69
2017-11-01,50651.501,747.324,690.653,119.341,274.417,2929.403,638.418,1.775,16.205,21.476,9.77
2017-12-01,58211.807,1490.144,1557.192,229.851,275.398,4654.177,753.544,1.999,17.948,22.491,10.508
2018-01-01,64579.341,5148.11,3615.366,565.905,362.454,11141.651,753.643,1.878,18.503,22.432,10.521
2018-02-01,45554.56,653.511,643.679,90.158,293.6,2855.348,660.55,1.762,15.83,21.143,9.848
2018-03-01,44241.219,712.132,637.467,94.519,240.893,2648.583,725.993,1.819,16.745,22.424,10.552
2018-04-01,40314.639,771.712,697.296,83.197,256.267,2833.54,676.74,1.903,13.563,21.462,10.039
2018-05-01,47076.029,927.536,778.951,95.83,197.475,2789.692,819.627,2.046,14.879,21.947,10.405
2018-06-01,55862.339,889.01,863.691,88.961,319.55,3439.412,923.386,1.73,16.642,21.751,10.909
2018-07-01,63599.138,715.369,867.598,87.277,350.484,3422.664,1190.186,1.91,17.931,21.626,10.956
2018-08-01,63526.219,766.582,921.711,122.265,337.85,3499.808,1153.089,2.145,17.05,21.878,10.949
2018-09-01,53707.687,715.866,969.054,126.755,309.503,3359.19,1000.383,1.736,14.618,19.435,9.757
2018-10-01,48242.648,771.717,861.625,124.82,212.371,2820.017,857.743,1.38,14.018,20.958,10.272
2018-11-01,51492.607,883.729,739.292,109.323,258.035,3022.519,732.973,1.451,14.475,20.831,10.18
2018-12-01,55396.52,840.056,663.626,167.615,305.256,3197.577,729.89,1.718,14.889,21.512,10.504
2019-01-01,55610.874,1160.259,981.716,285.69,312.763,3991.48,815.942,1.72,16.665,19.962,11.409
2019-02-01,44820.591,714.976,569.775,140.738,261.078,2730.879,751.49,1.786,13.524,17.758,9.769
2019-03-01,43798.921,707.909,601.509,113.092,221.692,2530.97,783.0,2.128,13.593,19.434,10.68
2019-04-01,33185.434,623.457,613.884,120.848,139.436,2055.369,713.421,1.717,11.176,18.47,10.41
2019-05-01,39831.515,804.954,730.766,115.536,279.725,3049.881,810.297,1.61,13.708,19.401,11.408
2019-06-01,44040.263,785.772,785.088,126.455,202.039,2707.51,962.556,1.673,13.709,19.389,11.191
2019-07-01,55664.633,741.692,891.442,130.852,285.003,3189.001,1224.679,1.953,16.434,19.935,11.557
2019-08-01,52153.231,724.698,956.525,132.043,261.267,3119.601,1246.222,1.871,16.899,20.135,12.013
2019-09-01,47007.669,687.842,781.381,138.037,216.373,2689.125,1052.355,1.66,14.672,18.755,11.075
2019-10-01,37268.454,708.805,787.453,155.14,67.773,1990.263,909.188,1.011,12.691,18.957,10.918
2019-11-01,41727.331,749.292,709.898,107.373,115.51,2144.113,789.779,1.726,13.246,18.675,10.99
2019-12-01,40273.565,844.078,753.757,158.567,182.621,2669.507,880.548,1.665,14.902,19.854,11.515
2020-01-01,36614.837,774.562,749.189,157.407,241.794,2890.128,915.836,1.682,14.704,20.056,11.399
2020-02-01,31889.606,648.616,604.615,135.028,204.498,2410.749,862.227,1.826,13.753,18.403,10.417
2020-03-01,28857.724,535.006,584.108,123.124,272.54,2604.938,859.241,1.709,13.067,20.006,11.428
2020-04-01,23506.728,461.919,546.256,104.181,236.501,2294.861,748.933,0.864,10.546,18.917,10.802
2020-05-01,26658.094,570.725,582.819,115.649,242.181,2480.098,807.458,0.928,11.708,19.394,11.063
2020-06-01,36453.949,680.258,697.777,104.156,309.737,3030.876,1010.128,0.791,11.749,17.837,10.207
2020-07-01,49605.948,734.192,793.53,113.618,318.669,3234.685,1312.028,0.998,14.068,19.013,11.459
2020-08-01,50259.462,691.588,789.76,117.774,293.748,3067.862,1242.316,1.622,15.568,19.312,11.729
2020-09-01,38527.456,523.383,705.815,126.592,161.544,2163.51,984.845,1.436,12.667,18.291,10.738
2020-10-01,33672.031,621.56,776.09,131.926,141.285,2236.001,918.779,1.206,12.062,18.208,10.732
2020-11-01,34128.109,616.32,655.36,134.965,212.234,2467.815,743.634,1.618,13.046,17.753,10.605
2020-12-01,43302.866,750.965,742.449,158.635,282.753,3065.814,852.298,1.612,14.363,19.043,11.543
2021-01-01,44948.376,704.063,819.956,146.975,270.162,3021.804,831.883,1.591,15.354,18.641,10.618
2021-02-01,47681.829,1865.222,834.27,201.832,264.38,4223.224,756.131,1.085,14.78,16.608,9.421
2021-03-01,34281.669,674.406,635.258,119.1,247.572,2666.624,713.11,1.261,14.14,18.603,10.602
2021-04-01,29867.953,744.432,581.29,118.498,162.967,2259.055,732.307,1.337,11.486,17.324,9.933
2021-05-01,35469.118,752.166,633.751,84.512,207.574,2508.299,785.783,1.373,13.249,18.014,10.095
2021-06-01,47763.232,816.476,700.435,158.521,184.828,2599.572,1057.299,1.481,14.467,17.807,10.461
2021-07-01,56110.375,702.264,721.811,155.331,267.465,2916.731,1207.736,1.559,16.647,18.26,10.857
2021-08-01,55978.735,858.579,1059.968,218.253,289.624,3584.92,1230.289,1.768,16.453,17.911,10.837
2021-09-01,44130.999,685.858,852.229,156.488,245.944,2924.295,960.116,1.559,14.424,17.514,10.486
2021-10-01,35427.062,735.552,716.09,144.943,251.632,2854.745,910.531,1.653,12.606,17.175,10.319
2021-11-01,32630.466,794.706,656.609,146.905,312.898,3162.71,838.189,0.889,13.176,16.449,9.838
2021-12-01,34324.283,912.129,695.903,146.666,236.657,2937.983,848.314,1.245,14.641,18.126,10.685
2022-01-01,48518.459,2527.057,2374.096,217.767,229.376,6265.8,916.155,1.347,15.263,14.364,6.648
2022-02-01,39807.376,1033.707,839.36,134.53,234.668,3180.937,774.9,1.175,15.037,13.205,5.873
2022-03-01,34239.469,831.152,707.12,131.137,205.161,2695.214,747.134,1.267,14.132,14.557,6.605
2022-04-01,30776.568,666.976,573.647,107.633,215.015,2423.331,717.825,1.37,11.935,13.304,6.093
2022-05-01,35058.756,803.729,661.413,61.458,234.861,2700.905,895.131,1.735,13.252,13.592,6.318
2022-06-01,41592.102,893.686,606.35,137.341,270.735,2991.052,1115.016,1.359,14.773,13.74,6.374
2022-07-01,49281.872,914.236,863.66,172.54,208.384,2992.356,1371.687,1.614,16.466,14.03,6.469
2022-08-01,48204.452,861.288,798.192,178.952,229.967,2988.267,1348.324,1.145,16.393,13.716,6.29
2022-09-01,37162.559,690.098,843.231,143.039,270.114,3026.938,1096.751,1.46,13.996,13.22,5.974
2022-10-01,31323.308,725.912,881.667,149.839,251.505,3014.943,919.805,1.341,12.477,13.474,6.011
2022-11-01,32266.633,758.078,760.202,125.084,213.967,2713.199,874.964,0.964,12.98,12.953,5.922
2022-12-01,41601.83,3619.016,1778.482,276.729,285.741,7102.932,962.398,1.15,14.778,13.182,6.27
2023-01-01,35358.762,806.029,763.811,166.42,167.921,2575.865,932.711,1.361,14.512,13.436,6.485
2023-02-01,26728.715,1051.458,1109.751,187.745,154.383,3120.869,837.027,1.117,12.41,12.172,5.67
2023-03-01,28551.223,695.647,772.79,139.417,122.702,2221.364,906.127,1.302,12.447,12.819,6.124
2023-04-01,22771.228,702.332,725.102,126.559,117.036,2139.173,835.273,1.155,10.003,11.866,5.58
2023-05-01,25356.234,811.775,730.197,96.4,135.739,2317.067,962.742,1.559,12.283,13.254,6.105
2023-06-01,33418.716,745.114,750.868,129.328,154.694,2398.78,1148.221,1.512,12.962,12.859,6.1
2023-07-01,44276.629,699.983,888.115,135.616,255.573,3001.579,1440.597,1.524,14.343,13.337,6.612
2023-08-01,43759.549,798.208,810.443,125.811,256.096,3014.942,1437.922,1.679,14.637,13.335,6.508
2023-09-01,34097.139,611.913,872.224,131.04,230.076,2765.557,1168.419,1.379,12.142,12.42,5.936
2023-10-01,29456.442,679.974,947.344,147.117,117.004,2359.455,986.224,1.271,9.477,12.713,6.105
2023-11-01,29425.582,721.962,773.498,122.417,72.45,1980.127,931.501,1.289,11.238,12.413,5.874
2023-12-01,31897.391,762.354,760.845,119.31,138.401,2334.514,1000.854,1.521,12.798,13.643,6.492
2024-01-01,42288.009,1675.598,1036.163,244.669,130.838,3610.62,1103.958,1.277,13.409,12.722,6.148
2024-02-01,25798.247,592.361,699.648,110.815,108.298,1944.314,886.539,0.823,10.584,11.367,5.533
2024-03-01,22135.292,648.852,684.971,120.867,56.683,1738.105,891.613,0.803,10.753,12.06,5.751
2024-04-01,21146.691,920.722,686.622,343.875,96.797,2435.204,856.05,1.141,9.558,11.122,5.163
2024-05-01,26106.827,820.937,761.994,89.441,111.926,2232.002,1016.82,0.792,11.819,12.368,5.922
2024-06-01,34323.58,780.423,781.202,102.998,160.228,2465.763,1212.987,1.323,11.723,12.017,5.724
2024-07-01,40362.543,851.643,864.112,114.579,176.433,2712.499,1499.964,1.172,11.564,12.676,6.096
2024-08-01,39290.711,931.152,836.733,107.878,173.404,2742.783,1458.56,0.988,12.313,12.745,6.14
2024-09-01,31443.547,671.758,796.758,85.445,101.746,2062.691,1196.094,1.153,10.675,12.158,5.717
