Month,Natural Gas Gross Withdrawals,Natural Gas Marketed Production (Wet),NGPL Production,Natural Gas Production (Dry),Supplemental Gaseous Fuels,Natural Gas Imports,Natural Gas Exports,Natural Gas Net Imports,Natural Gas Net Storage Withdrawals,Natural Gas Balancing Item,Natural Gas Consumption
1995-09-01,1914.391,1580.857,73.57,1507.287,7.429,227.708,11.37,216.338,-321.055,51.607,1461.606
1995-10-01,1988.496,1610.256,74.938,1535.318,8.599,236.003,12.25,223.752,-210.39,-26.967,1530.314
1995-11-01,2045.375,1656.989,77.113,1579.876,10.43,236.344,12.679,223.666,278.073,-175.042,1917.002
1995-12-01,2127.881,1719.118,80.005,1639.114,11.962,264.329,8.146,256.183,595.154,-159.477,2342.935
1996-01-01,2049.071,1669.604,80.747,1588.858,12.332,263.615,14.186,249.429,722.755,29.113,2602.488
1996-02-01,1937.873,1577.744,76.304,1501.44,10.594,233.756,12.828,220.929,461.636,159.87,2354.467
1996-03-01,2051.44,1670.916,80.81,1590.106,10.671,241.526,15.118,226.408,333.231,73.907,2234.322
1996-04-01,2000.695,1646.842,79.646,1567.196,9.103,236.857,10.008,226.849,-118.526,173.78,1858.4
1996-05-01,2022.453,1676.585,81.085,1595.501,6.416,252.158,8.458,243.699,-339.162,137.459,1643.912
1996-06-01,1958.999,1631.55,78.907,1552.644,7.853,226.587,12.138,214.448,-388.174,147.917,1534.687
1996-07-01,2007.071,1670.599,80.795,1589.804,8.099,236.864,14.385,222.478,-382.35,99.994,1538.025
1996-08-01,2025.37,1675.645,81.039,1594.606,7.848,237.858,17.036,220.822,-357.918,104.43,1569.787
1996-09-01,1966.702,1617.688,78.236,1539.452,7.552,237.5,10.566,226.934,-378.767,79.895,1475.066
1996-10-01,2030.246,1657.074,80.141,1576.934,8.611,247.52,11.889,235.63,-209.721,-26.095,1585.36
1996-11-01,2008.918,1639.885,79.31,1560.576,9.937,251.807,13.979,237.828,272.233,-151.281,1929.292
1996-12-01,2054.698,1678.109,81.158,1596.951,10.44,271.366,12.801,258.565,386.728,30.59,2283.273
1997-01-01,2086.781,1707.002,82.811,1624.195,10.672,278.288,12.028,266.259,709.028,-69.813,2540.341
1997-02-01,1903.271,1546.616,75.031,1471.59,9.354,240.545,12.443,228.102,371.446,193.108,2273.601
1997-03-01,2101.041,1717.215,83.307,1633.912,9.204,256.985,16.276,240.709,160.32,112.126,2156.271
1997-04-01,1990.883,1636.678,79.4,1557.283,8.452,238.178,13.872,224.306,-60.856,112.852,1842.037
1997-05-01,2038.795,1699.199,82.433,1616.771,9.06,241.732,10.097,231.636,-332.86,125.09,1649.697
1997-06-01,1949.778,1609.306,78.072,1531.239,6.259,232.118,9.527,222.591,-378.585,154.873,1536.377
1997-07-01,2017.602,1671.767,81.102,1590.669,7.475,235.593,10.136,225.458,-292.795,139.855,1670.662
1997-08-01,2019.711,1668.595,80.948,1587.651,8.106,244.684,17.633,227.05,-334.069,148.778,1637.517
1997-09-01,1985.511,1630.269,79.089,1551.184,6.608,239.486,13.055,226.431,-348.735,103.182,1538.67
1997-10-01,2063.389,1685.049,81.746,1603.307,7.864,251.758,12.289,239.469,-217.864,-34.647,1598.128
1997-11-01,2005.58,1632.247,79.185,1553.067,9.73,272.091,13.051,259.04,195.783,-86.878,1930.741
1997-12-01,2050.335,1662.151,80.636,1581.52,10.37,262.716,16.6,246.116,552.791,-27.496,2363.301
1998-01-01,2103.35,1740.662,81.777,1658.885,9.773,286.278,16.632,269.646,485.659,18.675,2442.638
1998-02-01,1890.587,1549.369,72.79,1476.58,8.173,251.052,11.346,239.706,301.403,114.158,2140.021
1998-03-01,2097.816,1729.596,81.258,1648.339,9.143,263.032,19.488,243.544,254.729,18.879,2174.634
1998-04-01,2009.141,1670.166,78.466,1591.701,8.095,253.161,12.886,240.276,-206.048,123.721,1757.746
1998-05-01,2053.427,1731.903,81.366,1650.538,7.457,252.31,10.093,242.217,-401.879,94.198,1592.53
1998-06-01,1988.362,1660.137,77.994,1582.144,6.215,243.442,13.25,230.192,-336.111,105.296,1587.735
1998-07-01,2017.746,1690.82,79.436,1611.386,8.109,266.319,11.166,255.154,-326.254,175.167,1723.562
1998-08-01,2037.306,1702.581,79.988,1622.594,7.976,274.809,10.563,264.246,-285.741,127.548,1736.622
1998-09-01,1883.936,1545.614,72.614,1473.001,7.83,262.142,11.957,250.185,-230.509,94.932,1595.438
1998-10-01,2029.621,1667.795,78.354,1589.442,8.836,266.063,12.975,253.088,-269.396,-28.249,1553.721
1998-11-01,1972.556,1615.892,75.916,1539.977,10.114,258.033,12.494,245.538,32.34,-64.69,1763.28
1998-12-01,2024.28,1656.813,77.838,1578.976,10.467,275.417,16.157,259.26,452.044,-122.719,2178.028
1999-01-01,2065.702,1709.279,83.943,1625.336,10.054,310.79,12.4,298.39,636.093,-16.777,2553.096
1999-02-01,1873.657,1540.789,75.668,1465.12,8.254,286.412,12.934,273.478,327.777,68.18,2142.809
1999-03-01,2064.381,1705.658,83.765,1621.893,8.408,301.61,16.035,285.575,303.159,-10.402,2208.633
1999-04-01,1959.557,1629.521,80.026,1549.496,8.238,271.387,13.001,258.386,-92.245,132.048,1855.922
1999-05-01,1975.317,1660.154,81.53,1578.623,8.052,291.454,13.988,277.466,-344.412,65.027,1584.757
1999-06-01,1937.399,1620.577,79.587,1540.99,6.322,279.096,11.003,268.093,-314.566,29.455,1530.294
1999-07-01,1982.772,1667.637,81.898,1585.739,7.746,296.422,13.294,283.128,-222.562,32.315,1686.365
1999-08-01,1986.161,1664.085,81.723,1582.361,7.951,312.081,13.079,299.002,-226.56,61.566,1724.321
1999-09-01,1936.842,1610.663,79.1,1531.563,7.308,302.414,12.852,289.562,-322.356,24.595,1530.672
1999-10-01,2017.247,1669.079,81.968,1587.111,7.949,304.637,10.161,294.476,-158.756,-101.4,1629.38
1999-11-01,1982.844,1640.813,80.58,1560.232,8.441,305.152,18.628,286.524,32.814,-154.898,1733.113
1999-12-01,2040.832,1686.596,82.829,1603.767,9.525,324.05,16.04,308.01,553.486,-249,2225.788
2000-01-01,2055.436,1708.636,85.911,1622.726,9.019,325.897,17.776,308.122,798.889,-206.313,2532.443
2000-02-01,1908.564,1573.807,79.132,1494.676,8.183,300.107,21.015,279.092,460.053,98.65,2340.654
2000-03-01,2075.453,1722.304,86.598,1635.707,7.728,306.596,20.505,286.092,155.383,0.55,2085.459
2000-04-01,1957.991,1628.474,81.881,1546.594,6.779,294.016,17.015,277.001,-46.764,43.725,1827.336
2000-05-01,2001.347,1691.817,85.065,1606.752,6.456,287.793,19.81,267.982,-236.568,91.522,1736.144
2000-06-01,1964.009,1651.376,83.032,1568.345,5.835,296.046,16.249,279.797,-291.07,52.996,1615.904
2000-07-01,2017.945,1705.843,85.771,1620.073,7.55,322.285,19.546,302.739,-296.001,36.796,1671.158
2000-08-01,2038.022,1718.738,86.419,1632.32,7.531,318.308,20.775,297.532,-200.57,76.449,1813.262
2000-09-01,1987.026,1663.224,83.628,1579.598,6.43,304.843,20.568,284.275,-297.431,-9.72,1563.151
2000-10-01,2097.748,1749.979,87.99,1661.99,7.281,324.527,23.07,301.457,-246.958,-113.716,1610.054
2000-11-01,1999.721,1664.842,83.709,1581.133,8.091,329.759,24.767,304.993,294.502,-259.839,1928.879
2000-12-01,2070.613,1718.47,86.406,1632.066,9.352,371.425,22.621,348.804,735.239,-116.786,2608.675
2001-01-01,2096.948,1753.237,81.309,1671.928,8.754,373.077,25.547,347.531,508.329,140.457,2676.998
2001-02-01,1910.051,1582.557,73.394,1509.163,7.331,328.289,26.882,301.408,348.142,143.42,2309.464
2001-03-01,2116.381,1766.754,81.936,1684.817,7.995,358.103,32.121,325.982,187.331,40.508,2246.633
2001-04-01,2028.145,1703.31,78.994,1624.316,6.456,318.573,23.637,294.936,-284.127,165.589,1807.17
2001-05-01,2070.749,1763.141,81.769,1681.372,6.193,321.878,28.981,292.897,-487.75,29.67,1522.382
2001-06-01,1993.266,1685.568,78.171,1607.397,5.633,317.414,24.554,292.86,-448.825,-12.687,1444.378
2001-07-01,2041.97,1737.185,80.565,1656.62,7.494,364.571,31.219,333.352,-391.874,-7.522,1598.071
2001-08-01,2056.737,1737.283,80.57,1656.714,6.483,353.338,28.965,324.373,-312.751,-5.639,1669.178
2001-09-01,2009.185,1688.682,78.316,1610.366,6.734,314.864,33.517,281.347,-378.674,-25.646,1494.128
2001-10-01,2097.034,1757.397,81.502,1675.894,7.138,326.114,34.452,291.662,-192.991,-132.631,1649.073
2001-11-01,2006.035,1671.377,77.513,1593.864,7.747,291.044,41.84,249.204,-73.996,-75.869,1700.95
2001-12-01,2074.278,1723.803,79.944,1643.859,8.355,309.673,41.564,268.109,360.894,-161.019,2120.198
2002-01-01,2057.728,1700.744,81.851,1618.892,6.108,343.481,34.491,308.989,557.693,-4.043,2487.638
2002-02-01,1858.737,1522.916,73.293,1449.623,5.567,305.917,30.383,275.534,473.624,38.079,2242.427
2002-03-01,2061.811,1701.456,81.886,1619.57,6.497,332.596,38.141,294.456,326.647,11.261,2258.431
2002-04-01,1978.245,1644.193,79.13,1565.063,4.74,315.116,39.194,275.922,-129.161,164.421,1880.985
2002-05-01,2027.979,1711.242,82.357,1628.885,4.784,319.404,39.459,279.945,-330.209,28.047,1611.453
2002-06-01,1969.276,1648.568,79.34,1569.228,4.557,318.002,44.939,273.063,-350.173,94.698,1591.373
2002-07-01,2036.905,1719.187,82.739,1636.448,6.104,344.641,45.032,299.608,-247.988,54.263,1748.435
2002-08-01,2018.574,1684.34,81.062,1603.278,5.74,356.013,46.511,309.501,-242.157,49.349,1725.712
2002-09-01,1922.715,1592.968,76.665,1516.304,5.001,335.594,46.563,289.031,-275.953,7.788,1542.17
2002-10-01,1976.488,1630.246,78.459,1551.787,6.067,343.427,42.109,301.318,-89.275,-124.023,1645.873
2002-11-01,1979.436,1634.246,78.651,1555.595,6.278,330.544,54.589,275.955,202.134,-126.334,1913.629
2002-12-01,2053.385,1694.674,81.559,1613.115,6.537,370.729,54.821,315.908,571.935,-128.599,2378.895
2003-01-01,2056.766,1690.682,74.131,1616.551,6.122,359.168,58.449,300.719,863.065,-85.911,2700.545
2003-02-01,1880.691,1537.109,67.398,1469.711,5.796,308.804,56.393,252.411,695.985,76.412,2500.315
2003-03-01,2104.114,1739.241,76.26,1662.98,5.475,324.364,51.851,272.514,139.134,117.834,2197.936
2003-04-01,2007.565,1665.329,73.02,1592.31,4.594,314.655,48.831,265.823,-162.037,42.839,1743.53
2003-05-01,2016.922,1700.46,74.56,1625.9,5.768,325.157,48.519,276.638,-423.28,29.671,1514.697
2003-06-01,1970.13,1646.69,72.202,1574.488,4.803,306.878,51.924,254.955,-482.202,16.325,1368.369
2003-07-01,1991.705,1667.181,73.101,1594.08,5.793,340.532,48.707,291.825,-371.327,80.113,1600.484
2003-08-01,2033.633,1701.056,74.586,1626.469,6.152,331.628,50.962,280.666,-319.008,57.301,1651.58
2003-09-01,1976.511,1638.825,71.858,1566.968,4.936,320.676,53.337,267.339,-422.36,11.671,1428.554
2003-10-01,2057.161,1694.596,74.303,1620.293,5.268,331.005,62.314,268.691,-291.948,-49.115,1553.189
2003-11-01,1977.961,1620.085,71.036,1549.049,6.338,316.721,71.867,244.854,89.023,-135.623,1753.642
2003-12-01,2045.819,1673.106,73.361,1599.746,6.661,364.161,76.769,287.392,487.759,-117.899,2263.659
2004-01-01,2062.805,1674.398,79.493,1594.905,6.433,373.195,67.024,306.172,834.666,-66.341,2675.834
2004-02-01,1920.843,1551.457,73.656,1477.801,6.074,345.93,69.805,276.125,616.816,134.281,2511.097
2004-03-01,2076.537,1685.174,80.004,1605.17,5.826,348.992,90.982,258.01,106.231,125.684,2100.921
2004-04-01,1995.315,1629.22,77.348,1551.873,5.249,325.105,61.916,263.189,-207.706,132.567,1745.171
2004-05-01,2001.333,1654.209,78.534,1575.675,5.973,326.541,60.968,265.573,-390.565,116.388,1573.043
2004-06-01,1965.797,1619.097,76.867,1542.23,1.435,341.934,64.227,277.707,-408.909,71.221,1483.684
2004-07-01,2019.157,1668.49,79.212,1589.277,2.502,374.651,67.031,307.62,-372.703,58.237,1584.933
2004-08-01,2016.57,1654.093,78.529,1575.564,4.94,360.244,67.491,292.753,-355.727,60.432,1577.962
2004-09-01,1909.243,1550.376,73.605,1476.771,5.237,344.621,74.439,270.181,-332.837,62.797,1482.15
2004-10-01,2009.174,1620.423,76.93,1543.492,5.755,335.533,61.174,274.359,-252.917,-13.466,1557.224
2004-11-01,1969.226,1583.72,75.188,1508.532,5.775,368.685,86.431,282.254,65.201,-78.965,1782.796
2004-12-01,2023.68,1626.834,77.235,1549.599,5.167,413.128,82.649,330.479,584.179,-141.694,2327.73
2005-01-01,2035.036,1632.685,75.608,1557.077,4.016,405.016,91.395,313.621,728.368,-41.225,2561.858
2005-02-01,1870.546,1498.281,69.384,1428.897,5.14,356.495,89.576,266.919,438.293,103.738,2242.986
2005-03-01,2080.504,1687.347,78.14,1609.208,6.098,379.65,96.22,283.43,292.61,14.442,2205.787
2005-04-01,1979.474,1614.614,74.771,1539.843,5.04,326.147,55.538,270.61,-222.066,131.451,1724.877
2005-05-01,2010.625,1652.081,76.506,1575.574,4.143,333.997,58.944,275.053,-392.241,60.083,1522.613
2005-06-01,1972.975,1611.743,74.638,1537.105,5.32,321.71,54.807,266.903,-332.72,57.514,1534.122
2005-07-01,1984.143,1627.427,75.365,1552.062,5.325,386.093,55.048,331.045,-263.803,61.979,1686.609
2005-08-01,1988.105,1619.414,74.994,1544.42,5.546,351.805,51.987,299.818,-220.955,66.272,1695.102
2005-09-01,1766.603,1400.941,64.876,1336.065,5.473,345.907,43.824,302.083,-280.275,59.149,1422.495
2005-10-01,1871.19,1475.622,68.335,1407.287,5.989,366.305,41.025,325.28,-273.309,-37.02,1428.227
2005-11-01,1901.758,1514.407,70.131,1444.276,5.665,359.387,44.964,314.423,12.63,-113.596,1663.4
2005-12-01,1995.862,1592.533,73.749,1518.785,5.935,408.522,45.272,363.249,565.079,-126.688,2326.36
2006-01-01,1975.168,1611.0,75.204,1535.797,5.573,360.316,55.6,304.716,270.544,48.638,2165.268
2006-02-01,1794.241,1450.983,67.734,1383.249,5.705,321.045,58.766,262.279,494.751,-1.606,2144.378
2006-03-01,1994.464,1631.383,76.155,1555.228,6.013,348.293,69.434,278.859,205.878,80.391,2126.369
2006-04-01,1908.987,1570.546,73.315,1497.231,4.905,332.248,45.181,287.067,-260.451,152.253,1681.005
2006-05-01,1956.52,1632.139,76.19,1555.948,3.987,350.535,62.557,287.977,-374.269,52.653,1526.297
2006-06-01,1938.796,1614.061,75.346,1538.715,5.719,348.095,65.708,282.387,-317.138,41.197,1550.879
2006-07-01,1975.235,1650.313,77.039,1573.274,5.414,370.925,58.874,312.05,-165.554,33.549,1758.733
2006-08-01,1989.43,1656.034,77.306,1578.728,5.526,364.972,54.739,310.233,-193.67,50.867,1751.683
2006-09-01,1946.109,1617.442,75.504,1541.937,5.454,333.514,52.583,280.931,-364.04,-2.213,1462.07
2006-10-01,2025.782,1675.387,78.209,1597.178,5.813,334.016,58.904,275.111,-135.053,-98.818,1644.231
2006-11-01,1974.331,1615.322,75.405,1539.917,5.623,339.118,69.688,269.43,51.263,-100.857,1765.375
2006-12-01,2055.955,1685.065,78.661,1606.404,6.328,383.205,71.923,311.281,351.395,-152.624,2122.784
2007-01-01,2042.882,1652.47,76.119,1576.351,6.19,393.14,69.221,323.919,697.073,-128.808,2474.725
2007-02-01,1878.003,1513.461,69.716,1443.745,5.477,372.874,56.539,316.335,746.464,53.932,2565.953
2007-03-01,2094.555,1703.085,78.451,1624.634,5.933,401.779,77.036,324.744,55.449,117.57,2128.33
2007-04-01,1994.942,1626.673,74.931,1551.743,5.029,386.837,50.736,336.101,-124.992,41.903,1809.783
2007-05-01,2066.642,1722.549,79.347,1643.202,3.921,380.213,62.477,317.735,-469.139,64.65,1560.369
2007-06-01,2019.862,1666.465,76.764,1589.702,5.215,381.47,57.309,324.161,-397.888,34.567,1555.757
2007-07-01,2053.286,1703.237,78.458,1624.779,5.107,418.576,70.66,347.916,-321.265,4.277,1660.814
2007-08-01,2076.235,1712.771,78.897,1633.875,5.422,426.534,61.87,364.664,-132.308,25.021,1896.674
2007-09-01,2040.241,1674.745,77.145,1597.6,5.423,361.383,65.077,296.306,-305.352,-3.321,1590.656
2007-10-01,2122.193,1733.373,79.846,1653.527,5.245,347.224,63.576,283.649,-262.94,-51.879,1627.602
2007-11-01,2098.602,1712.314,78.876,1633.438,5.879,340.607,86.458,254.149,126.209,-185.41,1834.266
2007-12-01,2176.213,1775.203,81.773,1693.431,4.29,396.945,101.495,295.449,580.767,-175.075,2398.862
2008-01-01,2155.041,1765.447,79.73,1685.717,5.092,389.651,109.302,280.349,838.25,-75.818,2733.59
2008-02-01,2043.801,1666.095,75.243,1590.851,4.805,349.66,99.374,250.286,603.211,53.57,2502.724
2008-03-01,2204.088,1804.065,81.474,1722.591,5.203,366.81,100.351,266.459,225.22,58.226,2277.698
2008-04-01,2112.605,1740.229,78.591,1661.637,5.019,322.122,74.343,247.779,-195.178,104.627,1823.885
2008-05-01,2153.316,1797.917,81.197,1716.72,5.185,297.154,68.981,228.172,-412.111,39.428,1577.395
2008-06-01,2118.791,1760.998,79.529,1681.469,5.079,286.919,61.702,225.217,-349.242,42.387,1604.908
2008-07-01,2205.26,1852.724,83.672,1769.052,5.343,322.81,63.345,259.465,-348.598,24.878,1710.14
2008-08-01,2193.566,1826.392,82.483,1743.909,5.267,328.663,67.157,261.506,-357.171,30.228,1683.74
2008-09-01,1919.52,1559.028,70.408,1488.62,4.496,313.868,55.33,258.538,-306.827,15.208,1460.035
2008-10-01,2153.389,1754.251,79.225,1675.027,5.059,321.328,66.843,254.485,-247.853,-51.673,1635.044
2008-11-01,2149.851,1757.942,79.391,1678.551,5.07,320.254,90.432,229.821,61.372,-106.38,1868.435
2008-12-01,2227.028,1826.966,82.508,1744.458,5.269,364.862,106.101,258.761,523.202,-132.277,2399.413
2009-01-01,2251.938,1870.465,88.485,1781.981,5.639,356.749,112.989,243.76,719.202,-20.885,2729.697
2009-02-01,2074.167,1704.919,80.653,1624.266,5.14,321.522,103.196,218.326,380.078,103.958,2331.768
2009-03-01,2262.488,1875.053,88.702,1786.352,5.652,325.165,103.699,221.466,98.032,59.013,2170.514
2009-04-01,2147.856,1783.234,84.358,1698.876,5.376,321.848,80.016,241.832,-256.613,51.773,1741.243
2009-05-01,2190.437,1843.327,87.201,1756.127,5.557,265.793,77.072,188.72,-475.321,29.91,1504.992
2009-06-01,2140.519,1791.993,84.772,1707.221,5.402,281.97,66.259,215.711,-392.933,-6.991,1528.41
2009-07-01,2170.032,1827.798,86.466,1741.332,5.51,316.715,76.273,240.443,-345.053,16.818,1659.05
2009-08-01,2192.597,1842.284,87.151,1755.132,5.554,336.848,78.755,258.093,-280.268,-1.175,1737.335
2009-09-01,2089.22,1733.98,82.028,1651.952,5.227,307.026,83.786,223.24,-300.893,-4.624,1574.901
2009-10-01,2197.157,1814.913,85.857,1729.056,5.471,273.124,78.092,195.032,-171.722,-91.76,1666.078
2009-11-01,2144.157,1757.52,83.142,1674.378,5.298,294.918,96.892,198.026,-36.283,-66.254,1775.166
2009-12-01,2196.325,1802.449,85.267,1717.182,5.434,349.682,115.328,234.354,707.169,-173.213,2490.925
2010-01-01,2210.163,1824.143,86.91,1737.233,5.263,384.586,93.57,291.015,822.494,-46.217,2809.788
2010-02-01,2047.815,1682.869,80.179,1602.69,4.855,324.124,87.82,236.304,628.235,8.865,2480.95
2010-03-01,2276.546,1864.519,88.833,1775.686,5.379,318.769,99.574,219.195,34.024,108.642,2142.925
2010-04-01,2190.27,1813.312,86.394,1726.918,5.232,298.464,75.938,222.526,-364.496,101.633,1691.813
2010-05-01,2236.507,1886.476,89.88,1796.596,5.443,297.801,85.725,212.076,-415.697,18.856,1617.274
2010-06-01,2138.77,1802.492,85.878,1716.613,5.2,282.26,90.04,192.22,-325.735,61.216,1649.515
2010-07-01,2208.753,1896.082,90.337,1805.745,5.471,328.655,85.851,242.803,-230.628,2.437,1825.828
2010-08-01,2235.038,1917.995,91.381,1826.614,5.534,304.901,84.164,220.737,-189.558,15.6,1878.926
2010-09-01,2238.147,1861.038,88.668,1772.37,5.369,281.518,79.475,202.043,-363.404,21.112,1637.491
2010-10-01,2356.947,1956.114,93.197,1862.916,5.644,294.744,95.974,198.769,-360.077,-42.314,1664.938
2010-11-01,2276.71,1892.658,90.174,1802.484,5.461,273.165,123.537,149.628,77.18,-61.459,1973.294
2010-12-01,2400.418,1984.174,94.534,1889.64,5.725,351.773,135.121,216.652,674.935,-72.897,2714.054
2011-01-01,2299.298,1952.732,92.165,1860.566,4.882,371.919,135.721,236.198,811.364,-24.37,2888.64
2011-02-01,2104.33,1728.929,81.602,1647.326,4.322,311.154,125.014,186.139,594.134,20.482,2452.403
2011-03-01,2410.884,2002.359,94.508,1907.851,5.006,315.408,144.36,171.048,150.896,-4.308,2230.493
2011-04-01,2349.72,1960.847,92.549,1868.299,4.902,277.936,126.374,151.563,-216.314,16.574,1825.023
2011-05-01,2410.866,2030.695,95.845,1934.85,5.077,271.252,131.797,139.455,-405.45,-6.536,1667.396
2011-06-01,2312.943,1954.453,92.247,1862.207,4.886,266.617,119.47,147.147,-345.722,-11.184,1657.334
2011-07-01,2340.293,2032.795,95.944,1936.85,5.082,293.477,113.28,180.197,-248.358,16.744,1890.515
2011-08-01,2370.44,2056.617,97.069,1959.548,5.141,280.284,111.404,168.88,-249.075,7.289,1891.783
2011-09-01,2358.169,1987.134,93.789,1893.345,4.968,251.846,126.744,125.102,-404.114,36.333,1655.634
2011-10-01,2502.387,2118.735,100.0,2018.734,5.297,282.159,109.513,172.646,-390.984,-61.24,1744.454
2011-11-01,2475.947,2076.152,97.991,1978.161,5.19,248.908,127.599,121.309,-40.511,-32.278,2031.872
2011-12-01,2543.747,2134.904,100.764,2034.141,5.337,297.733,134.374,163.359,390.147,-51.106,2541.878
2012-01-01,2571.35,2152.698,106.43,2046.268,5.225,281.131,130.464,150.667,553.237,0.783,2756.18
2012-02-01,2360.061,1974.431,97.616,1876.815,4.792,269.906,130.175,139.731,466.869,12.447,2500.654
2012-03-01,2524.26,2118.693,104.749,2013.944,5.142,265.152,141.164,123.987,-37.796,22.483,2127.761
2012-04-01,2417.498,2044.519,101.082,1943.437,4.962,243.018,123.15,119.868,-140.577,25.381,1953.071
2012-05-01,2490.707,2121.367,104.881,2016.486,5.149,259.023,132.979,126.044,-288.414,14.57,1873.835
2012-06-01,2376.776,2039.909,100.854,1939.055,4.951,259.732,125.14,134.592,-236.001,25.76,1868.356
2012-07-01,2465.064,2162.384,106.909,2055.476,5.248,281.166,118.367,162.799,-137.428,-16.321,2069.773
2012-08-01,2373.954,2151.742,106.383,2045.359,5.223,281.35,139.248,142.102,-169.382,-14.486,2008.815
2012-09-01,2410.375,2094.289,103.542,1990.747,5.083,257.99,137.374,120.616,-294.63,-14.607,1807.208
2012-10-01,2557.14,2168.774,107.225,2061.55,5.264,253.402,139.93,113.472,-245.68,-33.521,1901.084
2012-11-01,2471.365,2101.833,103.915,1997.917,5.101,233.853,142.299,91.555,129.353,-56.085,2167.841
2012-12-01,2523.763,2152.64,106.427,2046.213,5.225,252.066,158.538,93.528,391.681,-32.739,2503.907
2013-01-01,2512.031,2136.4,113.389,2023.011,4.567,278.078,154.442,123.636,732.132,-4.562,2878.785
2013-02-01,2269.907,1935.275,102.714,1832.561,4.137,236.875,133.003,103.872,612.753,13.831,2567.155
2013-03-01,2504,2136.856,113.413,2023.443,4.568,248.29,148.544,99.747,386.607,6.743,2521.108
2013-04-01,2446.307,2094.623,111.172,1983.451,4.478,220.608,125.771,94.838,-141.082,25.773,1967.458
2013-05-01,2488.677,2157.048,114.485,2042.563,4.612,234.183,142.071,92.112,-426.168,39.351,1752.469
2013-06-01,2385.386,2084.393,110.629,1973.764,4.456,236.69,133.808,102.883,-378.744,40.558,1742.917
2013-07-01,2512.441,2196.404,116.574,2079.83,4.696,236.199,128.612,107.587,-280.545,14.762,1926.33
2013-08-01,2495.089,2191.677,116.323,2075.354,4.686,236.248,130.324,105.924,-277.858,19.274,1927.379
2013-09-01,2414.405,2115.463,112.278,2003.186,4.523,243.881,122.421,121.459,-361.096,-1.099,1766.973
2013-10-01,2513.172,2192.6,116.372,2076.228,4.688,220.43,122.406,98.024,-260.928,-51.249,1866.762
2013-11-01,2455.169,2143.606,113.771,2029.834,4.583,218.693,113.682,105.011,215.825,-38.344,2316.909
2013-12-01,2525.967,2177.887,115.591,2062.296,4.656,273.181,117.329,155.851,725.261,-27.239,2920.826
2014-01-01,2580.019,2198.795,128.592,2070.203,4.769,295.356,134.807,160.549,991.698,-23.09,3204.129
2014-02-01,2356.978,2033.039,118.898,1914.141,4.41,245.422,138.55,106.873,745.094,-29.277,2741.24
2014-03-01,2623.914,2267.138,132.589,2134.549,4.917,234.189,149.508,84.681,363.369,-29.626,2557.89
2014-04-01,2583.873,2247.677,131.451,2116.226,4.875,200.669,121.928,78.741,-223.984,-14.18,1961.678
2014-05-01,2633.253,2310.058,135.099,2174.959,5.01,206.657,114.105,92.552,-488.355,26.056,1810.222
2014-06-01,2560.033,2247.082,131.416,2115.666,4.874,201.655,119.864,81.791,-472.898,15.917,1745.351
2014-07-01,2629.156,2371.359,138.684,2232.675,5.143,201.176,127.301,73.875,-408.885,-21.791,1881.017
2014-08-01,2644.937,2384.273,139.439,2244.834,5.171,206.554,115.376,91.178,-382.555,-25.567,1933.061
2014-09-01,2625.503,2306.544,134.893,2171.651,5.003,201.622,119.891,81.731,-431.027,-18.067,1809.291
2014-10-01,2735.719,2407.07,140.772,2266.298,5.221,220.858,115.069,105.789,-409.465,-55.033,1912.81
2014-11-01,2661.917,2314.517,135.36,2179.157,5.02,227.485,120.861,106.623,168.361,-101.64,2357.521
2014-12-01,2770.08,2410.202,140.956,2269.247,5.228,253.736,136.982,116.754,295.13,-7.194,2679.165
2015-01-01,2790.052,2420.352,143.561,2276.791,4.932,279.397,144.522,134.875,740.664,-42.28,3114.982
2015-02-01,2520.509,2196.987,130.312,2066.675,4.476,254.23,144.955,109.275,757.21,-12.465,2925.172
2015-03-01,2827.524,2443.119,144.911,2298.208,4.978,257.274,163.967,93.307,200.796,-5.961,2591.329
2015-04-01,2758.73,2398.44,142.261,2256.179,4.887,205.12,130.328,74.792,-329.264,1.328,2007.922
2015-05-01,2790.849,2442.713,144.887,2297.826,4.977,204.348,134.274,70.074,-507.084,-7.645,1858.149
2015-06-01,2660.158,2358.416,139.887,2218.529,4.805,206.273,138.179,68.093,-370.037,-21.485,1899.906
2015-07-01,2756.222,2444.753,145.008,2299.745,4.981,216.973,143.82,73.153,-291.603,-18.562,2067.714
2015-08-01,2744.748,2447.534,145.173,2302.361,4.987,213.875,144.885,68.991,-316.928,-6.684,2052.728
2015-09-01,2721.449,2383.531,141.377,2242.155,4.857,208.818,162.573,46.245,-380.599,-11.321,1901.337
2015-10-01,2806.078,2445.042,145.025,2300.017,4.982,226.286,158.517,67.768,-338.73,-46.727,1987.31
2015-11-01,2726.22,2356.237,139.758,2216.479,4.801,218.242,155.739,62.503,16.475,-51.118,2249.14
2015-12-01,2812.11,2434.92,144.425,2290.495,4.961,227.257,161.754,65.503,272.196,-44.988,2588.168
2016-01-01,2823.104,2435.375,155.035,2280.34,4.904,273.6,168.521,105.079,741.143,-39.772,3091.695
2016-02-01,2653.842,2310.521,147.087,2163.435,4.653,251.775,162.757,89.019,411.17,-16.015,2652.26
2016-03-01,2824.983,2441.976,155.455,2286.521,4.917,240.764,194.915,45.849,52.727,-33.717,2356.298
