Month,"Electricity Sales to Ultimate Customers, Residential","Electricity Sales to Ultimate Customers, Commercial","Electricity Sales to Ultimate Customers, Industrial","Electricity Sales to Ultimate Customers, Transportation","Electricity Sales to Ultimate Customers, Total",Electricity Direct Use,"Electricity End Use, Total",Electric Vehicle Use
2008-07-01,143179.152,128072.035,88526.809,648.572,360426.568,12380.101,372806.668,Not Available
2008-08-01,138459.916,124195.65,88551.91,648.952,351856.428,12190.794,364047.223,Not Available
2008-09-01,117078.135,118288.847,85910.355,628.873,321906.211,10057.615,331963.826,Not Available
2008-10-01,96110.59,110849.713,84164.272,637.499,291762.074,10735.363,302497.438,Not Available
2008-11-01,95766.492,102414.688,79538.655,610.574,278330.41,9865.941,288196.351,Not Available
2008-12-01,125195.491,107185.883,75868.68,666.076,308916.129,10079.89,318996.019,Not Available
2009-01-01,136228.783,109643.164,74983.036,768.983,321623.967,10369.213,331993.181,Not Available
2009-02-01,115212.233,99010.675,71358.009,670.545,286251.463,9637.409,295888.872,Not Available
2009-03-01,106501.361,102458.094,74171.161,677.21,283807.826,10251.097,294058.924,Not Available
2009-04-01,91631.162,99804.16,73415.093,613.23,265463.646,9526.002,274989.648,Not Available
2009-05-01,94312.177,105211.811,75150.837,601.152,275275.977,9767.121,285043.098,Not Available
2009-06-01,114395.185,114832.079,75680.592,612.614,305520.47,10523.864,316044.334,Not Available
2009-07-01,137497.959,121323.03,78390.883,666.2,337878.072,11475.146,349353.218,Not Available
2009-08-01,138222.678,123776.733,82199.25,646.534,344845.195,11820.402,356665.597,Not Available
2009-09-01,115163.382,114900.229,79863.391,636.305,310563.306,11057.062,321620.368,Not Available
2009-10-01,98552.023,108513.647,79450.794,599.844,287116.308,10795.006,297911.315,Not Available
2009-11-01,93027.978,98901.26,75638.717,589.898,268157.854,10501.358,278659.212,Not Available
2009-12-01,124013.231,108477.641,77114.704,685.473,310291.05,11214.277,321505.326,Not Available
2010-01-01,147499.876,108120.506,75548.903,709.479,331878.763,11084.296,342963.059,Not Available
2010-02-01,122840.199,100746.978,74190.727,681.824,298459.728,10144.36,308604.088,Not Available
2010-03-01,111789.985,101751.356,78319.089,650.92,292511.351,10883.692,303395.043,Not Available
2010-04-01,88046.435,99790.361,78620.388,594.945,267052.129,10090.618,277142.747,Not Available
2010-05-01,94843.006,106172.103,82113.972,600.187,283729.267,10610.624,294339.892,Not Available
2010-06-01,127495.969,119385.0,83359.707,652.525,330893.201,11037.177,341930.378,Not Available
2010-07-01,154688.714,127923.965,85743.81,661.231,369017.719,11689.951,380707.67,Not Available
2010-08-01,154053.431,129166.327,87927.068,622.488,371769.314,12297.671,384066.985,Not Available
2010-09-01,124582.732,119136.723,83389.715,633.167,327742.336,11221.403,338963.739,Not Available
2010-10-01,96688.033,108460.803,82080.653,610.306,287839.796,10605.297,298445.093,Not Available
2010-11-01,93166.139,101518.936,79613.881,601.113,274900.069,10520.291,285420.36,Not Available
2010-12-01,130013.884,108026.307,80313.277,694.227,319047.695,11724.868,330772.563,Not Available
2011-01-01,145061.688,108250.633,80092.875,710.457,334115.653,11244.845,345360.498,Not Available
2011-02-01,120109.969,99795.538,76361.232,636.759,296903.498,10042.279,306945.777,Not Available
2011-03-01,104922.123,104257.058,82209.085,663.593,292051.859,10398.003,302449.862,Not Available
2011-04-01,93701.639,100506.216,80367.262,628.761,275203.878,10380.114,285583.992,Not Available
2011-05-01,97689.098,107624.535,82060.548,618.567,287992.748,10680.916,298673.664,Not Available
2011-06-01,125982.785,118170.174,83911.564,642.809,328707.332,11181.143,339888.474,Not Available
2011-07-01,154728.92,128065.433,87247.104,650.457,370691.913,12135.78,382827.694,Not Available
2011-08-01,153738.733,129368.478,88987.352,625.265,372719.828,12292.246,385012.074,Not Available
2011-09-01,122719.499,117951.312,84942.796,633.616,326247.222,11198.974,337446.196,Not Available
2011-10-01,94585.12,108649.564,84281.727,616.477,288132.888,10503.791,298636.679,Not Available
2011-11-01,93220.496,100552.42,80872.436,589.812,275235.164,10888.015,286123.179,Not Available
2011-12-01,116341.023,104866.079,79981.584,655.512,301844.197,11807.93,313652.128,Not Available
2012-01-01,125881.483,105239.31,79204.656,649.935,310975.384,11667.479,322642.863,Not Available
2012-02-01,107975.357,100080.124,78298.274,629.17,286982.924,11018.208,298001.133,Not Available
2012-03-01,99361.686,102474.423,81298.243,596.855,283731.207,11012.588,294743.795,Not Available
2012-04-01,88103.21,101036.708,81029.675,590.01,270759.602,10534.785,281294.388,Not Available
2012-05-01,100895.117,110800.447,84677.649,594.955,296968.169,11297.431,308265.6,Not Available
2012-06-01,122934.131,118009.391,83619.009,597.337,325159.869,11426.712,336586.582,Not Available
2012-07-01,154579.071,128535.308,87219.18,629.142,370962.701,12527.636,383490.337,Not Available
2012-08-01,147941.043,128106.418,88104.633,632.624,364784.717,12423.427,377208.144,Not Available
2012-09-01,118831.342,116584.971,82059.9,613.495,318089.708,11367.995,329457.703,Not Available
2012-10-01,96669.433,110471.01,82995.69,599.325,290735.458,11146.367,301881.825,Not Available
2012-11-01,97155.232,101640.738,78847.34,568.612,278211.923,11306.461,289518.384,Not Available
2012-12-01,114187.602,104122.349,78359.604,618.569,297288.124,11927.419,309215.543,Not Available
2013-01-01,131784.837,107728.747,80505.472,663.873,320682.929,12295.508,332978.436,Not Available
2013-02-01,113113.885,101015.634,76692.049,658.795,291480.364,11078.796,302559.16,Not Available
2013-03-01,112096.725,104011.358,80474.389,643.558,297226.031,11999.514,309225.545,Not Available
2013-04-01,95540.851,101394.942,80216.471,629.644,277781.907,11075.838,288857.746,Not Available
2013-05-01,95191.598,108682.606,84896.927,627.302,289398.433,11607.887,301006.32,Not Available
2013-06-01,117982.106,117410.413,84169.857,638.285,320200.661,11969.042,332169.703,Not Available
2013-07-01,143854.749,127310.576,86886.908,648.695,358700.928,13030.944,371731.872,Not Available
2013-08-01,138065.07,127063.274,87806.368,644.882,353579.594,12681.979,366261.573,Not Available
2013-09-01,121419.216,118407.722,83024.991,625.928,323477.856,11762.474,335240.33,Not Available
2013-10-01,98893.015,111906.622,82979.766,590.856,294370.259,11621.367,305991.626,Not Available
2013-11-01,97904.016,103384.479,79631.574,574.255,281494.324,11717.828,293212.153,Not Available
2013-12-01,128966.061,108762.405,78067.1,678.969,316474.535,12620.76,329095.295,Not Available
2014-01-01,146511.442,113865.925,80148.847,712.058,341238.272,12042.541,353280.813,Not Available
2014-02-01,128475.358,104352.642,75413.264,699.868,308941.133,10682.759,319623.892,Not Available
2014-03-01,114232.804,106967.887,80539.069,648.428,302388.188,11422.832,313811.02,Not Available
2014-04-01,92289.715,102458.95,80505.327,639.676,275893.667,10775.561,286669.228,Not Available
2014-05-01,95726.768,109665.549,85382.987,645.565,291420.869,11196.077,302616.946,Not Available
2014-06-01,118049.037,118422.53,85711.096,609.317,322791.98,11375.699,334167.679,Not Available
2014-07-01,137027.969,125434.147,88417.1,644.768,351523.985,12354.807,363878.791,Not Available
2014-08-01,135829.797,125603.004,89808.408,641.784,351882.992,12420.944,364303.936,Not Available
2014-09-01,120741.347,120048.813,85489.158,627.803,326907.121,11618.86,338525.981,Not Available
2014-10-01,98037.682,113023.103,84994.167,624.833,296679.784,11215.949,307895.734,Not Available
2014-11-01,99485.771,104245.469,81044.196,637.146,285412.583,11288.361,296700.944,Not Available
2014-12-01,120800.62,108070.244,80122.518,626.31,309619.693,12179.494,321799.187,Not Available
2015-01-01,137764.859,111619.657,79609.0,672.804,329666.32,12214.371,341880.691,Not Available
2015-02-01,123837.721,105482.476,76748.765,699.478,306768.44,10703.322,317471.762,Not Available
2015-03-01,117167.111,107796.084,79709.106,679.469,305351.769,11103.245,316455.015,Not Available
2015-04-01,90199.187,104167.798,80488.633,619.503,275475.121,10643.77,286118.891,Not Available
2015-05-01,95160.533,109405.654,82915.739,608.774,288090.699,11177.657,299268.357,Not Available
2015-06-01,120299.754,119270.121,86217.704,609.319,326396.898,11897.36,338294.258,Not Available
2015-07-01,146038.291,128504.253,87747.347,648.176,362938.067,12956.314,375894.381,Not Available
2015-08-01,144515.145,128518.922,88373.074,624.627,362031.768,12715.968,374747.736,Not Available
2015-09-01,125416.666,122195.406,84730.484,615.318,332957.875,12041.97,344999.845,Not Available
2015-10-01,99349.047,112821.488,83248.831,635.98,296055.346,11542.161,307597.508,Not Available
2015-11-01,92677.749,104140.24,78494.668,603.872,275916.529,11683.711,287600.24,Not Available
2015-12-01,111670.437,106829.427,78224.381,619.311,297343.556,12487.67,309831.226,Not Available
2016-01-01,130971.848,110410.476,78847.863,659.977,320890.165,11919.892,332810.057,Not Available
2016-02-01,115959.425,103451.69,76748.459,646.19,296805.763,11077.664,307883.427,Not Available
2016-03-01,100226.575,105739.178,79237.361,609.244,285812.359,11575.036,297387.395,Not Available
2016-04-01,88244.34,102045.129,78646.727,595.041,269531.237,10885.668,280416.905,Not Available
2016-05-01,94198.03,108436.892,81491.456,581.264,284707.642,11378.677,296086.318,Not Available
2016-06-01,125211.239,120363.273,83672.034,631.359,329877.905,11758.717,341636.622,Not Available
2016-07-01,154409.327,130038.318,87076.399,648.224,372172.268,12566.384,384738.652,Not Available
2016-08-01,156441.524,135018.841,89100.538,631.425,381192.328,12672.259,393864.587,Not Available
2016-09-01,129362.932,123492.824,83259.307,637.023,336752.086,11660.294,348412.38,Not Available
2016-10-01,101507.966,112962.817,81597.272,612.616,296680.671,11349.231,308029.901,Not Available
2016-11-01,93244.091,105059.868,78421.432,591.59,277316.98,11267.696,288584.677,Not Available
2016-12-01,121280.856,110172.081,78616.332,652.957,310722.226,11725.182,322447.408,Not Available
2017-01-01,129212.499,109488.387,78809.113,667.18,318177.179,12110.852,330288.031,Not Available
2017-02-01,100968.236,99639.936,74533.794,635.17,275777.135,10917.146,286694.281,Not Available
2017-03-01,103095.52,107172.864,80530.225,645.028,291443.637,11643.948,303087.585,Not Available
2017-04-01,90724.504,102589.05,78898.558,589.047,272801.158,11201.728,284002.886,Not Available
2017-05-01,98281.159,109872.1,83134.47,582.809,291870.538,11454.801,303325.339,Not Available
2017-06-01,122543.169,120013.155,85398.538,627.752,328582.615,11938.35,340520.965,Not Available
2017-07-01,149900.482,129276.623,87806.132,629.785,367613.022,12708.695,380321.716,Not Available
2017-08-01,142007.167,128481.008,89134.443,640.002,360262.619,12534.033,372796.652,Not Available
2017-09-01,118778.782,118788.759,83540.14,618.129,321725.81,11184.433,332910.243,Not Available
2017-10-01,102811.043,113287.192,82815.131,626.114,299539.479,11312.068,310851.547,Not Available
2017-11-01,98320.565,104973.1,79455.592,597.743,283347.001,11449.564,294796.564,Not Available
2017-12-01,122004.617,109305.521,80241.809,663.835,312215.782,12503.772,324719.554,Not Available
2018-01-01,148917.384,114925.259,79889.791,745.253,344477.687,12386.487,356864.175,119.558
2018-02-01,113751.28,102685.449,75661.189,634.368,292732.286,11019.756,303752.042,109.391
2018-03-01,107218.431,108108.343,81052.927,619.604,296999.304,11504.611,308503.915,124.247
2018-04-01,95453.616,103331.48,79083.419,599.473,278467.988,11007.268,289475.256,124.308
2018-05-01,103847.999,113175.483,85637.647,586.879,303248.008,11722.722,314970.73,118.142
2018-06-01,129912.899,122011.175,85536.241,622.67,338082.985,12009.891,350092.876,125.007
2018-07-01,153566.05,131521.572,89301.357,634.448,375023.427,12975.004,387998.432,133.443
2018-08-01,153496.494,134848.07,92105.751,680.314,381130.629,13059.674,394190.304,132.919
2018-09-01,128909.793,122033.478,85678.994,640.284,337262.549,11990.922,349253.47,121.31
2018-10-01,107048.753,116133.341,85300.743,630.749,309113.587,11847.855,320961.442,143.338
2018-11-01,103789.957,104983.112,81118.357,615.674,290507.1,11959.293,302466.393,154.614
2018-12-01,123180.404,107998.083,80306.136,655.088,312139.711,12420.248,324559.959,175.428
2019-01-01,133317.55,112012.388,82609.757,669.556,328609.251,12527.972,341137.223,151.771
2019-02-01,116608.002,102070.879,76447.263,671.549,295797.693,10943.751,306741.444,144.092
2019-03-01,112605.415,107468.2,81092.831,686.247,301852.693,11721.253,313573.946,164.079
2019-04-01,90383.822,102445.94,80459.758,610.318,273899.838,10910.48,284810.318,158.733
2019-05-01,100331.071,111200.953,84661.293,608.419,296801.736,11415.149,308216.885,152.813
2019-06-01,120116.17,115745.027,84991.995,608.413,321461.605,11727.767,333189.372,166.79
2019-07-01,153748.889,130951.453,90752.187,642.292,376094.821,12797.592,388892.413,176.455
2019-08-01,150083.056,130776.174,91061.842,653.016,372574.087,12828.158,385402.245,176.86
2019-09-01,131566.727,122059.151,86160.377,676.547,340462.801,12032.025,352494.826,163.38
2019-10-01,107997.208,115304.903,84396.137,542.957,308241.206,11792.936,320034.141,188.56
2019-11-01,102452.922,102840.014,79624.664,614.442,285532.041,12007.712,297539.753,197.199
2019-12-01,121078.077,108001.476,80094.745,648.393,309822.691,12565.543,322388.234,219.143
2020-01-01,124442.211,109812.196,80608.513,669.87,315532.79,12713.346,328246.135,252.855
2020-02-01,112122.882,103014.769,78902.732,619.023,294659.405,11765.838,306425.243,245.222
2020-03-01,104254.943,104109.843,80930.616,598.378,289893.78,11858.92,301752.7,210.888
2020-04-01,97759.203,91405.772,72791.102,444.484,262400.562,10731.862,273132.424,157.019
2020-05-01,105680.943,94299.163,74273.01,453.965,274707.081,10919.994,285627.076,191.419
2020-06-01,131538.051,109592.72,78444.679,480.275,320055.724,11299.577,331355.301,231.301
2020-07-01,167108.142,127107.481,84758.38,556.039,379530.041,12047.913,391577.954,251.759
2020-08-01,158939.147,123056.884,86366.13,522.342,368884.504,12095.464,380979.969,251.025
2020-09-01,127823.893,113219.743,80976.89,533.988,322554.513,11128.239,333682.753,238.401
2020-10-01,105513.936,108468.189,82371.38,523.072,296876.578,10992.795,307869.372,281.376
2020-11-01,99660.937,97896.62,79166.796,524.848,277249.201,10978.953,288228.154,275.688
2020-12-01,129760.758,105456.204,79491.801,621.539,315330.302,12169.639,327499.941,313.346
2021-01-01,136682.351,104497.647,79749.53,566.947,321496.476,12480.054,333976.53,243.231
2021-02-01,126549.557,98355.677,74245.262,547.538,299698.034,10118.249,309816.283,239.321
2021-03-01,114373.98,102877.234,77551.522,542.265,295345.002,10927.655,306272.657,270.672
2021-04-01,93890.88,98721.379,79660.859,505.578,272778.696,10550.093,283328.79,253.849
2021-05-01,101160.294,104711.209,83702.511,486.588,290060.602,11061.69,301122.292,280.064
2021-06-01,132153.486,119052.691,86701.609,507.594,338415.38,11783.889,350199.269,295.99
2021-07-01,154494.572,127855.734,91052.252,545.741,373948.299,12677.624,386625.923,327.221
2021-08-01,157791.772,131111.121,91576.367,560.044,381039.304,12588.638,393627.941,316.267
2021-09-01,131111.304,118988.684,85817.14,526.884,336444.01,11388.282,347832.293,306.532
2021-10-01,103992.214,112246.475,85355.969,532.812,302127.471,11485.871,313613.342,325.234
2021-11-01,100590.966,103506.078,82545.235,491.52,287133.8,11705.066,298838.866,318.892
2021-12-01,117695.505,106515.567,82655.235,520.872,307387.179,12147.957,319535.135,341.526
2022-01-01,140504.069,113605.091,83982.006,564.881,338656.046,12397.126,351053.172,376.872
2022-02-01,125342.303,103062.621,76892.529,565.618,305863.071,10831.033,316694.103,366.34
2022-03-01,111438.59,108603.138,83679.09,579.21,304300.027,11586.596,315886.623,409.024
2022-04-01,97431.844,104565.871,82422.107,513.045,284932.867,10854.681,295787.548,381.412
2022-05-01,110070.734,113007.209,86089.694,529.317,309696.954,11466.94,321163.894,411.846
2022-06-01,136310.288,121567.172,88715.713,513.16,347106.332,11689.508,358795.841,417.261
2022-07-01,164276.578,133951.711,90419.843,566.043,389214.175,12567.46,401781.635,444.346
2022-08-01,160271.467,135675.953,93143.141,535.722,389626.282,12559.585,402185.868,452.664
2022-09-01,129241.318,124195.275,86549.523,557.725,340543.841,11308.711,351852.551,452.515
2022-10-01,99792.191,111851.358,85017.015,535.38,297195.944,11166.98,308362.924,482.914
2022-11-01,103152.078,106857.963,81701.399,546.306,292257.746,11554.597,303812.343,497.948
2022-12-01,131401.702,113929.452,81851.927,592.703,327775.784,11742.484,339518.268,558.639
2023-01-01,131637.743,112789.717,80407.96,579.225,325414.645,11415.647,336830.292,527.111
2023-02-01,112105.181,103830.284,76449.237,560.96,292945.662,10624.923,303570.585,512.368
2023-03-01,110416.923,112642.964,82817.079,576.976,306453.942,11387.757,317841.699,591.969
2023-04-01,96195.86,104090.764,80011.063,513.461,280811.148,10070.378,290881.526,546.207
2023-05-01,100230.513,113242.717,84703.576,528.763,298705.57,11050.965,309756.534,602.246
2023-06-01,121319.611,120706.584,86193.146,578.743,328798.084,11531.374,340329.458,620.664
2023-07-01,159714.834,136394.203,90526.454,620.618,387256.107,12184.198,399440.306,662.132
2023-08-01,161460.192,138389.572,92008.705,577.565,392436.034,12269.862,404705.896,677.516
2023-09-01,132807.006,126545.787,86472.08,651.567,346476.441,11607.72,358084.161,661.227
2023-10-01,103313.774,118207.853,85978.381,565.401,308065.409,11210.262,319275.671,704.059
2023-11-01,101906.587,109756.483,82036.278,549.137,294248.486,11430.744,305679.23,713.537
2023-12-01,118916.96,111511.827,81651.676,561.372,312641.835,12134.325,324776.16,776.478
2024-01-01,143267.385,116193.909,83099.039,610.829,343171.162,12464.138,355635.3,831.147
2024-02-01,116351.27,106678.468,78345.286,540.721,301915.745,11026.66,312942.405,756.393
2024-03-01,102725.767,108216.9,82979.712,599.196,294521.575,11033.812,305555.387,853.072
2024-04-01,95126.146,105887.7,81880.939,537.704,283432.489,10845.785,294278.274,808.329
2024-05-01,107998.644,115903.019,87532.809,596.867,312031.339,11150.503,323181.842,876.205
2024-06-01,139067.362,125818.429,87650.807,567.516,353104.114,10924.72,364028.834,888.307
2024-07-01,165564.284,136758.578,91159.912,640.924,394123.699,11753.827,405877.526,941.918
2024-08-01,159644.361,136965.822,92969.028,639.659,390218.871,12199.801,402418.672,950.969
2024-09-01,128429.064,124259.241,87127.332,564.382,340380.019,11052.215,351432.234,921.453
