Month,"Coal, Including Coal Coke Net Imports, CO2 Emissions","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions",Aviation Gasoline CO2 Emissions,"Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions",Hydrocarbon Gas Liquids CO2 Emissions,Jet Fuel CO2 Emissions,Kerosene CO2 Emissions,Lubricants CO2 Emissions,"Motor Gasoline, Excluding Ethanol, CO2 Emissions",Petroleum Coke CO2 Emissions,Residual Fuel Oil CO2 Emissions,Other Petroleum Products CO2 Emissions,"Petroleum, Excluding Biofuels, CO2 Emissions",Total Energy CO2 Emissions
2022-07-01,96.436,139.828,0.098,48.596,6.589,20.347,0.036,0.323,90.534,7.04,4.562,10.108,188.233,425.131
2022-08-01,94.477,138.504,0.198,51.467,6.14,20.996,0.003,0.934,93.483,5.427,5.495,10.107,194.25,427.864
2022-09-01,74.36,123.618,0.119,51.66,6.568,18.851,0.038,0.664,88.054,5.033,6.572,9.322,186.882,385.473
2022-10-01,64.22,127.331,0.126,54.436,7.509,19.785,0.007,0.904,90.152,3.664,4.052,9.449,190.084,382.268
2022-11-01,65.855,149.546,0.137,51.356,8.903,19.468,0.062,0.723,87.513,5.579,5.081,8.95,187.772,403.786
2022-12-01,82.518,182.917,0.119,49.57,10.039,20.222,0.073,0.728,88.253,4.327,3.994,9.062,186.387,452.456
2023-01-01,71.22,179.032,0.062,51.871,10.527,19.396,0.366,0.803,84.988,2.413,4.036,8.862,183.324,434.209
2023-02-01,55.587,159.708,0.103,47.164,9.1,17.383,0.224,0.714,80.858,4.1,5.063,7.751,172.459,388.326
2023-03-01,59.268,163.539,0.133,53.701,8.654,20.479,0.048,0.417,93.225,5.407,3.313,9.119,194.497,417.937
2023-04-01,47.93,130.413,0.099,49.011,7.403,19.73,0.124,0.545,89.059,5.833,2.511,9.254,183.568,362.523
2023-05-01,52.535,124.503,0.151,51.108,6.625,21.199,0.189,0.675,93.236,4.23,3.121,9.772,190.305,367.977
2023-06-01,66.991,127.676,0.15,50.158,6.254,21.569,0.066,0.639,93.049,3.738,3.859,9.465,188.948,384.228
2023-07-01,86.36,144.051,0.154,46.804,6.762,22.257,0.163,0.656,92.268,2.235,3.673,10.157,185.127,416.171
2023-08-01,85.53,144.873,0.162,52.844,6.478,21.679,0.008,0.566,94.802,5.852,4.69,9.745,196.827,427.864
2023-09-01,67.918,128.639,0.075,48.717,6.52,20.782,0.141,0.496,87.941,7.17,3.113,9.133,184.087,381.257
2023-10-01,59.877,131.752,0.179,53.085,8.05,21.547,0.014,0.678,93.252,4.807,3.937,8.614,194.163,386.425
2023-11-01,60.045,152.732,0.103,50.009,9.642,19.947,0.014,0.348,88.407,7.644,5.062,8.848,190.024,403.413
2023-12-01,64.058,172.816,0.093,47.67,10.688,21.18,0.245,0.27,90.359,3.124,4.767,9.148,187.543,425.05
2024-01-01,83.157,200.28,0.076,50.652,11.634,19.504,0.201,0.593,84.737,3.912,3.943,8.667,183.919,467.989
2024-02-01,53.409,160.484,0.147,47.989,9.385,18.576,0.108,0.479,82.516,2.425,3.613,8.018,173.257,387.741
2024-03-01,46.745,150.943,0.099,48.028,8.814,20.96,0.097,0.528,91.343,2.441,4.583,8.804,185.698,384.017
2024-04-01,44.492,128.94,0.143,47.933,7.095,20.992,0.156,0.748,88.126,6.599,4.421,8.474,184.687,358.731
2024-05-01,53.461,125.569,0.124,49.332,6.826,22.449,0.157,0.521,96.313,5.439,4.319,9.492,194.97,374.632
2024-06-01,67.905,130.93,0.179,45.349,6.169,21.013,0.111,0.582,90.783,3.971,4.057,9.414,181.626,381.073
2024-07-01,78.975,147.969,0.178,48.184,5.919,23.256,0.022,0.617,95.473,6.19,4.292,9.475,193.605,421.181
2024-08-01,76.968,146.575,0.147,50.593,6.387,22.712,0.09,0.527,95.065,2.059,4.217,9.552,191.349,415.524
2024-09-01,62.881,130.638,0.15,46.918,6.915,20.527,0.001,0.48,89.369,4.079,3.063,8.867,180.368,374.499
