Month,Coal Net Imports,Coal Coke Net Imports,Natural Gas Net Imports,Crude Oil Net Imports,"Petroleum Products, Excluding Biofuels, Net Imports","Total Petroleum, Excluding Biofuels, Net Imports",Biomass Net Imports,Electricity Net Imports,Total Energy Net Imports
2016-10-01,-0.107603,-0.003073,0.059181,1.331414,-0.359942,0.971472,-0.004145,0.018147,0.933978
2016-11-01,-0.152357,-0.004821,0.00685,1.352896,-0.378857,0.974038,-0.001746,0.020485,0.842449
2016-12-01,-0.188855,-0.00228,0.034717,1.383753,-0.492222,0.891531,0.00048,0.016628,0.752223
2017-01-01,-0.166356,-0.003222,0.026558,1.463507,-0.394653,1.068855,-0.01388,0.022297,0.934251
2017-02-01,-0.160753,-0.001201,0.005456,1.15023,-0.42656,0.72367,-0.013967,0.017,0.570205
2017-03-01,-0.186843,-0.001534,0.011776,1.36591,-0.469445,0.896465,-0.012194,0.017145,0.724814
2017-04-01,-0.165051,-0.001348,-0.00037,1.294954,-0.444578,0.850376,-0.00828,0.015203,0.690529
2017-05-01,-0.154696,-0.001206,-0.000645,1.396421,-0.43479,0.961631,-0.008795,0.014509,0.810799
2017-06-01,-0.170822,-0.002574,-0.009801,1.31928,-0.467744,0.851536,-0.003159,0.01768,0.682859
2017-07-01,-0.155648,-0.00121,0.005731,1.314398,-0.504791,0.809607,-0.005722,0.017759,0.670517
2017-08-01,-0.193024,-0.003469,0.004557,1.340558,-0.402982,0.937576,-0.005118,0.019573,0.760095
2017-09-01,-0.206318,-0.002103,-0.015976,1.077338,-0.342454,0.734884,-0.010654,0.015478,0.51531
2017-10-01,-0.212367,-0.004251,-0.034922,1.134569,-0.500961,0.633608,-0.011668,0.011063,0.381463
2017-11-01,-0.214971,-0.003031,-0.043995,1.127088,-0.498387,0.628701,-0.011429,0.010601,0.365876
2017-12-01,-0.233043,-0.00345,-0.0215,1.188792,-0.519696,0.669096,-0.019407,0.013836,0.405532
2018-01-01,-0.200167,-0.003816,0.004453,1.265424,-0.414038,0.851387,-0.01072,0.013939,0.655075
2018-02-01,-0.211094,-0.001326,-0.03478,0.994901,-0.401012,0.593889,-0.022611,0.012011,0.33609
2018-03-01,-0.229601,-0.002302,-0.01656,1.08291,-0.455085,0.627825,-0.022465,0.015024,0.371921
2018-04-01,-0.257929,-0.002412,-0.033131,1.171824,-0.537836,0.633988,-0.017167,0.009919,0.333269
2018-05-01,-0.217257,-0.001611,-0.041717,1.105842,-0.477485,0.628357,-0.014328,0.013982,0.367426
2018-06-01,-0.235144,-0.00139,-0.030172,1.152659,-0.467426,0.685232,-0.018972,0.014598,0.414152
2018-07-01,-0.226963,-0.002242,-0.055564,1.082482,-0.500339,0.582143,-0.014251,0.015133,0.298256
2018-08-01,-0.232941,-0.001423,-0.071301,1.171898,-0.414336,0.757561,-0.01451,0.017066,0.454452
2018-09-01,-0.229877,-0.001217,-0.085031,1.035271,-0.440234,0.595037,-0.014348,0.010883,0.275447
2018-10-01,-0.255384,-0.001813,-0.088907,0.982024,-0.538518,0.443506,-0.018725,0.009672,0.088348
2018-11-01,-0.208535,-0.003331,-0.12303,0.959776,-0.604916,0.35486,-0.016326,0.008627,0.012264
2018-12-01,-0.197587,-0.002771,-0.103503,0.909895,-0.597636,0.312259,-0.016312,0.010831,0.002918
2019-01-01,-0.216503,-0.002792,-0.069911,0.95247,-0.449836,0.502634,-0.013143,0.0114,0.211685
2019-02-01,-0.158615,-0.000811,-0.093746,0.666066,-0.434152,0.231914,-0.013905,0.010693,-0.024471
2019-03-01,-0.209999,-0.000964,-0.117588,0.801496,-0.452944,0.348552,-0.015611,0.008191,0.012582
2019-04-01,-0.201418,-0.001066,-0.129534,0.774124,-0.401555,0.372569,-0.016809,0.008142,0.031884
2019-05-01,-0.212366,-0.001603,-0.159043,0.820591,-0.352399,0.468193,-0.013487,0.010377,0.092071
2019-06-01,-0.190685,-0.001855,-0.157276,0.769653,-0.468728,0.300925,-0.014144,0.012387,-0.050648
2019-07-01,-0.148521,-0.001738,-0.160774,0.824812,-0.380909,0.443903,-0.013723,0.012574,0.131721
2019-08-01,-0.179826,-0.001085,-0.16287,0.81727,-0.46462,0.352651,-0.016819,0.013921,0.005971
2019-09-01,-0.176941,-0.002431,-0.184568,0.649186,-0.472896,0.17629,-0.012014,0.012,-0.187664
2019-10-01,-0.146747,-0.002089,-0.213806,0.569023,-0.474469,0.094554,-0.011038,0.007494,-0.271633
2019-11-01,-0.176823,-0.001807,-0.216563,0.53037,-0.475866,0.054504,-0.011766,0.012267,-0.340187
2019-12-01,-0.148986,-0.002881,-0.223638,0.658075,-0.502376,0.155699,-0.015621,0.013774,-0.221653
2020-01-01,-0.144659,-0.001473,-0.246405,0.605968,-0.514391,0.091577,-0.013618,0.010858,-0.30372
2020-02-01,-0.158082,-0.001716,-0.214047,0.561221,-0.541205,0.020016,-0.017434,0.009661,-0.361601
2020-03-01,-0.167163,-0.001326,-0.283352,0.542361,-0.537621,0.004741,-0.019707,0.012889,-0.453918
2020-04-01,-0.131181,-0.001354,-0.229753,0.510739,-0.519969,-0.00923,-0.011857,0.011069,-0.372307
2020-05-01,-0.106818,-0.00044,-0.20785,0.582315,-0.311068,0.271247,-0.01125,0.012642,-0.04247
2020-06-01,-0.109808,-0.000451,-0.149368,0.692848,-0.388488,0.30436,-0.012513,0.013318,0.045539
2020-07-01,-0.122652,-0.000126,-0.13663,0.518975,-0.449817,0.069158,-0.010706,0.018517,-0.182439
2020-08-01,-0.107098,-0.000613,-0.146836,0.415407,-0.433297,-0.01789,-0.012699,0.020072,-0.265065
2020-09-01,-0.123904,-0.000593,-0.220402,0.423117,-0.385815,0.037302,-0.012974,0.012762,-0.307809
2020-10-01,-0.117503,-0.001354,-0.281666,0.475241,-0.472271,0.00297,-0.012507,0.013254,-0.396807
2020-11-01,-0.162624,-0.002195,-0.316105,0.536488,-0.417265,0.119223,-0.010642,0.011646,-0.360697
2020-12-01,-0.1685,-0.001298,-0.284871,0.48023,-0.501617,-0.021387,-0.013259,0.014748,-0.474567
2021-01-01,-0.13516,-0.003101,-0.27742,0.525299,-0.417705,0.107594,-0.017455,0.014143,-0.311399
2021-02-01,-0.163015,-0.002621,-0.149146,0.538215,-0.322776,0.215438,-0.011804,0.009986,-0.101161
2021-03-01,-0.182267,-0.000157,-0.356077,0.596106,-0.332054,0.264052,-0.017607,0.013055,-0.279001
2021-04-01,-0.155382,-0.004138,-0.355834,0.513853,-0.39919,0.114663,-0.012353,0.011343,-0.401702
2021-05-01,-0.170785,-0.00368,-0.373247,0.593013,-0.378347,0.214666,-0.011621,0.012607,-0.33206
2021-06-01,-0.17595,-0.00598,-0.330961,0.616252,-0.420534,0.195718,-0.011993,0.015155,-0.314011
2021-07-01,-0.144648,-0.002916,-0.337668,0.723416,-0.452395,0.271021,-0.008503,0.01506,-0.207653
2021-08-01,-0.170595,-0.005051,-0.342162,0.641874,-0.458338,0.183536,-0.014721,0.011504,-0.33749
2021-09-01,-0.160467,-0.005787,-0.314692,0.752509,-0.363486,0.389023,-0.013422,0.009351,-0.095993
2021-10-01,-0.17135,-0.003544,-0.316052,0.629844,-0.449257,0.180588,-0.010427,0.009728,-0.311057
2021-11-01,-0.156655,-0.004907,-0.313531,0.614091,-0.524707,0.089383,-0.015551,0.003964,-0.397296
2021-12-01,-0.165524,-0.006874,-0.367533,0.603384,-0.581131,0.022252,-0.017792,0.008233,-0.527237
2022-01-01,-0.12357,-0.004867,-0.312906,0.61195,-0.496871,0.115079,-0.013473,0.010228,-0.329509
2022-02-01,-0.17165,-0.002354,-0.287122,0.529804,-0.383208,0.146596,-0.02169,0.006212,-0.330008
2022-03-01,-0.173122,-0.004752,-0.379077,0.643647,-0.534621,0.109026,-0.016433,0.00681,-0.457547
2022-04-01,-0.17529,-0.005225,-0.341767,0.504663,-0.523544,-0.018881,-0.022823,0.008517,-0.555469
2022-05-01,-0.176556,-0.009549,-0.385773,0.576427,-0.533193,0.043234,-0.021055,0.00944,-0.540257
2022-06-01,-0.183554,-0.003527,-0.324345,0.588929,-0.563308,0.025621,-0.020897,0.01496,-0.491743
2022-07-01,-0.138953,-0.004508,-0.301462,0.591755,-0.52932,0.062435,-0.017276,0.018645,-0.38112
2022-08-01,-0.16699,-0.00436,-0.32148,0.562487,-0.579422,-0.016936,-0.015585,0.020175,-0.505176
2022-09-01,-0.165851,-0.004683,-0.291624,0.50669,-0.597623,-0.090934,-0.021208,0.013093,-0.561206
2022-10-01,-0.156445,-0.003876,-0.314029,0.467201,-0.51166,-0.044458,-0.014207,0.009854,-0.523162
2022-11-01,-0.162595,-0.002781,-0.306608,0.436816,-0.514011,-0.077195,-0.007482,0.008962,-0.547699
2022-12-01,-0.162697,-0.005345,-0.30265,0.462825,-0.598288,-0.135463,-0.012987,0.01372,-0.605422
2023-01-01,-0.161248,-0.003213,-0.331972,0.578897,-0.506625,0.072272,-0.00992,0.011263,-0.422818
2023-02-01,-0.186616,-0.002158,-0.329917,0.466063,-0.40843,0.057633,-0.009861,0.00669,-0.464229
2023-03-01,-0.221993,-0.002026,-0.400481,0.40123,-0.633203,-0.231973,-0.016828,0.008795,-0.864506
2023-04-01,-0.168858,-0.001511,-0.400386,0.420585,-0.455415,-0.03483,-0.016323,0.006526,-0.615382
2023-05-01,-0.202391,-0.002813,-0.422579,0.532184,-0.549461,-0.017277,-0.013536,0.008955,-0.649641
2023-06-01,-0.186324,-0.002354,-0.375429,0.513099,-0.500435,0.012663,-0.016333,0.005765,-0.562012
2023-07-01,-0.164641,-0.003245,-0.3777,0.488653,-0.611646,-0.122993,-0.014555,0.004278,-0.678857
2023-08-01,-0.208693,-0.002561,-0.387614,0.53131,-0.573249,-0.041939,-0.013338,0.004758,-0.649386
2023-09-01,-0.203524,-0.003901,-0.395497,0.504763,-0.540965,-0.036202,-0.015131,0.000362,-0.653892
2023-10-01,-0.21833,-0.001679,-0.420928,0.419211,-0.598767,-0.179556,-0.016124,0.000699,-0.835919
2023-11-01,-0.191156,-0.002194,-0.4028,0.584795,-0.624659,-0.039864,-0.00998,0.002184,-0.64381
2023-12-01,-0.198766,-0.004643,-0.431402,0.386379,-0.684555,-0.298176,-0.019064,0.004568,-0.947483
2024-01-01,-0.200278,-0.000735,-0.348992,0.526716,-0.630777,-0.104061,-0.010159,0.005926,-0.658299
2024-02-01,-0.216057,-0.001558,-0.384576,0.375306,-0.598531,-0.223225,-0.010448,0.000547,-0.835317
2024-03-01,-0.221261,-0.004083,-0.424502,0.39906,-0.63357,-0.23451,-0.018675,-0.001189,-0.90422
2024-04-01,-0.159047,-0.004442,-0.344868,0.49195,-0.581327,-0.089376,-0.017825,-0.00158,-0.617138
2024-05-01,-0.213255,-0.002455,-0.407789,0.59529,-0.557662,0.037628,-0.019085,0.000154,-0.604801
2024-06-01,-0.236376,-0.004806,-0.379498,0.485155,-0.643274,-0.158119,-0.014285,0.00485,-0.788234
2024-07-01,-0.206676,-0.001569,-0.33537,0.594339,-0.616678,-0.022339,-0.014198,0.010887,-0.569265
2024-08-01,-0.212434,-0.004065,-0.388717,0.495132,-0.723646,-0.228514,-0.017322,0.010162,-0.84089
2024-09-01,-0.221949,-0.003274,-0.391283,0.534838,-0.699502,-0.164665,-0.017915,0.007173,-0.791913
