Month,Total Primary Energy Consumed by the Transportation Sector,Electricity Sales to Ultimate Customers in the Transportation Sector,End-Use Energy Consumed by the Transportation Sector,Electrical System Energy Losses Proportioned to the Transportation Sector,Total Energy Consumed by the Transportation Sector,Total Primary Energy Consumed by the End-Use Sectors,Electricity Sales to Ultimate Customers in the End-Use Sectors,End-Use Energy Consumed by the End-Use Sectors,Total Electrical Energy System Losses Proportioned to the End-Use Sectors,Total Energy Consumed by the End-Use-Sectors,Primary Energy Consumed by the Electric Power Sector,Primary Energy Consumption Total
1995-04-01,1916.308,1.308,1917.616,2.576,1920.192,4684.876,756.982,5441.857,1491.303,6933.16,2248.285,6930.125
1995-05-01,2010.123,1.325,2011.448,2.78,2014.228,4524.676,783.356,5308.033,1644.02,6952.053,2427.376,6950.687
1995-06-01,2030.284,1.423,2031.707,2.929,2034.636,4350.751,870.094,5220.845,1790.896,7011.742,2660.99,7013.88
1995-07-01,1976.005,1.479,1977.484,3.315,1980.799,4305.687,960.636,5266.323,2153.259,7419.581,3113.895,7425.729
1995-08-01,2054.544,1.525,2056.069,3.392,2059.461,4438.384,1020.187,5458.571,2268.908,7727.479,3289.095,7734.677
1995-09-01,1971.693,1.544,1973.237,2.94,1976.178,4349.577,907.544,5257.122,1728.138,6985.259,2635.682,6985.925
1995-10-01,2026.29,1.436,2027.726,2.878,2030.603,4579.945,822.471,5402.417,1648.28,7050.697,2470.752,7050.424
1995-11-01,1979.882,1.392,1981.274,2.805,1984.079,4963.926,803.453,5767.379,1618.724,7386.103,2422.177,7384.256
1995-12-01,2039.164,1.401,2040.565,2.891,2043.456,5555.877,862.833,6418.711,1780.065,8198.776,2642.898,8197.855
1996-01-01,1982.443,1.407,1983.85,2.774,1986.624,5797.737,928.684,6726.421,1830.393,8556.814,2759.077,8555.949
1996-02-01,1900.777,1.37,1902.147,2.528,1904.675,5391.557,873.827,6265.384,1612.665,7878.049,2486.492,7875.975
1996-03-01,2043.953,1.339,2045.292,2.592,2047.884,5457.04,849.701,6306.742,1644.947,7951.689,2494.649,7948.865
1996-04-01,1997.424,1.307,1998.731,2.471,2001.202,4862.917,785.911,5648.828,1485.991,7134.819,2271.902,7131.721
1996-05-01,2087.36,1.353,2088.713,2.922,2091.634,4640.635,817.745,5458.379,1766.45,7224.829,2584.194,7224.402
1996-06-01,2005.198,1.411,2006.61,2.952,2009.562,4406.793,907.254,5314.047,1898.142,7212.189,2805.396,7214.236
1996-07-01,2086.432,1.441,2087.872,3.123,2090.995,4447.7,975.732,5423.432,2115.059,7538.491,3090.791,7543.006
1996-08-01,2141.291,1.48,2142.771,3.165,2145.937,4564.352,989.046,5553.399,2114.854,7668.253,3103.901,7673.458
1996-09-01,1944.307,1.542,1945.849,2.979,1948.829,4298.794,914.471,5213.266,1766.837,6980.103,2681.309,6981.891
1996-10-01,2139.455,1.402,2140.857,2.853,2143.71,4908.204,836.731,5744.935,1703.213,7448.148,2539.944,7448.78
1996-11-01,1995.653,1.357,1997.01,2.815,1999.825,5095.401,821.582,5916.984,1704.449,7621.432,2526.031,7621.439
1996-12-01,2040.257,1.388,2041.645,2.793,2044.438,5533.393,880.361,6413.754,1772.078,8185.832,2652.439,8185.244
1997-01-01,1985.96,1.397,1987.357,2.726,1990.084,5819.342,939.208,6758.55,1832.412,8590.961,2771.619,8591.026
1997-02-01,1867.111,1.34,1868.451,2.357,1870.809,5208.079,855.655,6063.735,1505.05,7568.784,2360.705,7566.024
1997-03-01,2057.402,1.289,2058.692,2.532,2061.224,5278.094,831.001,6109.095,1632.027,7741.122,2463.028,7737.779
1997-04-01,2062.716,1.289,2064.006,2.446,2066.452,4976.075,800.986,5777.06,1519.97,7297.031,2320.956,7293.386
1997-05-01,2111.261,1.309,2112.571,2.704,2115.274,4756.972,807.869,5564.841,1668.249,7233.09,2476.118,7232.543
1997-06-01,2047.055,1.39,2048.445,2.916,2051.361,4454.65,891.974,5346.624,1871.12,7217.744,2763.094,7220.479
1997-07-01,2163.65,1.494,2165.144,3.313,2168.457,4604.055,1010.833,5614.888,2241.799,7856.687,3252.632,7862.275
1997-08-01,2112.195,1.483,2113.678,3.183,2116.861,4548.197,1004.373,5552.57,2156.158,7708.728,3160.53,7713.541
1997-09-01,2004.736,1.522,2006.259,3.018,2009.277,4404.018,950.981,5354.999,1885.167,7240.166,2836.147,7242.812
1997-10-01,2115.32,1.485,2116.805,2.914,2119.719,4839.867,896.889,5736.755,1759.854,7496.61,2656.743,7498.098
1997-11-01,2021.492,1.372,2022.864,2.768,2025.633,5041.857,841.262,5883.119,1697.359,7580.478,2538.621,7579.213
1997-12-01,2119.22,1.372,2120.592,2.85,2123.442,5644.961,901.793,6546.754,1873.249,8420.003,2775.041,8420.365
1998-01-01,2046.645,1.398,2048.042,2.761,2050.803,5652.226,924.991,6577.218,1827.111,8404.329,2752.102,8402.179
1998-02-01,1864.505,1.271,1865.776,2.307,1868.083,5043.639,850.475,5894.114,1543.845,7437.959,2394.319,7433.762
1998-03-01,2086.824,1.333,2088.157,2.692,2090.849,5334.052,865.541,6199.593,1747.916,7947.509,2613.457,7943.783
1998-04-01,2134.283,1.287,2135.57,2.491,2138.061,4914.506,817.328,5731.834,1582.11,7313.944,2399.438,7308.779
1998-05-01,2090.489,1.36,2091.849,2.99,2094.839,4575.628,865.558,5441.186,1902.565,7343.751,2768.123,7342.393
1998-06-01,2088.969,1.437,2090.406,3.143,2093.549,4393.173,968.983,5362.156,2119.538,7481.695,3088.522,7485.279
1998-07-01,2207.445,1.455,2208.9,3.229,2212.128,4618.689,1069.738,5688.426,2373.884,8062.31,3443.621,8068.976
1998-08-01,2170.575,1.533,2172.108,3.297,2175.406,4610.003,1087.25,5697.253,2338.829,8036.082,3426.079,8042.543
1998-09-01,2070.637,1.593,2072.23,3.187,2075.417,4416.142,1013.696,5429.838,2027.653,7457.491,3041.349,7460.953
1998-10-01,2168.91,1.434,2170.345,2.839,2173.183,4763.016,908.626,5671.641,1798.265,7469.906,2706.891,7468.256
1998-11-01,2054.834,1.444,2056.278,2.818,2059.096,4845.027,853.049,5698.076,1664.558,7362.635,2517.608,7359.601
1998-12-01,2185.314,1.384,2186.698,2.851,2189.549,5496.118,912.321,6408.439,1880.041,8288.48,2792.361,8286.219
1999-01-01,2055.432,1.421,2056.853,2.893,2059.746,5762.394,967.416,6729.81,1969.776,8699.586,2937.192,8699.299
1999-02-01,1906.517,1.354,1907.871,2.645,1910.515,5074.551,856.923,5931.474,1674.457,7605.931,2531.38,7603.491
1999-03-01,2160.734,1.397,2162.131,2.88,2165.012,5416.918,889.758,6306.676,1834.229,8140.906,2723.988,8139.002
1999-04-01,2108.38,1.347,2109.727,2.801,2112.528,4868.746,842.04,5710.786,1751.358,7462.144,2593.399,7459.182
1999-05-01,2182.79,1.415,2184.205,3.134,2187.338,4623.468,867.864,5491.332,1922.535,7413.867,2790.399,7413.399
1999-06-01,2162.429,1.485,2163.914,3.224,2167.138,4500.492,971.511,5472.003,2109.162,7581.165,3080.673,7585.314
1999-07-01,2227.937,1.632,2229.569,3.657,2233.226,4560.611,1106.562,5667.173,2479.857,8147.03,3586.419,8154.02
1999-08-01,2248.246,1.565,2249.811,3.396,2253.206,4690.228,1102.009,5792.236,2391.516,8183.753,3493.525,8190.041
1999-09-01,2098.953,1.568,2100.521,2.976,2103.497,4540.137,1005.851,5545.988,1908.932,7454.92,2914.783,7457.279
1999-10-01,2245.882,1.501,2247.384,2.963,2250.346,4873.604,905.542,5779.146,1787.125,7566.271,2692.667,7565.749
1999-11-01,2116.863,1.425,2118.287,2.823,2121.111,4911.146,861.628,5772.775,1707.7,7480.475,2569.328,7478.087
1999-12-01,2344.602,1.382,2345.985,2.781,2348.766,5708.546,923.736,6632.282,1858.355,8490.637,2782.091,8488.111
2000-01-01,2072.446,1.487,2073.933,3.212,2077.145,5658.582,981.849,6640.431,2120.305,8760.736,3102.154,8760.328
2000-02-01,2066.911,1.444,2068.355,2.883,2071.239,5456.903,928.388,6385.291,1853.132,8238.423,2781.52,8236.611
2000-03-01,2197.699,1.419,2199.119,3.034,2202.152,5294.416,895.37,6189.786,1914.04,8103.826,2809.41,8101.332
2000-04-01,2149.542,1.364,2150.906,2.846,2153.752,4844.513,850.185,5694.698,1774.531,7469.229,2624.715,7465.288
2000-05-01,2241.142,1.505,2242.647,3.464,2246.111,4795.166,918.724,5713.891,2115.038,7828.929,3033.763,7828.313
2000-06-01,2214.991,1.567,2216.558,3.377,2219.936,4590.504,1022.797,5613.301,2204.338,7817.639,3227.135,7820.433
2000-07-01,2295.274,1.633,2296.907,3.536,2300.443,4622.176,1083.534,5705.71,2345.992,8051.703,3429.527,8055.214
2000-08-01,2325.053,1.713,2326.766,3.7,2330.465,4810.959,1128.459,5939.418,2437.579,8376.997,3566.038,8382.084
2000-09-01,2163.158,1.693,2164.851,3.196,2168.047,4568.093,1036.202,5604.295,1956.24,7560.535,2992.442,7561.886
2000-10-01,2277.501,1.553,2279.054,3.047,2282.1,4875.177,930.914,5806.09,1826.531,7632.621,2757.445,7633.342
2000-11-01,2160.591,1.492,2162.083,3.016,2165.1,5074.752,901.181,5975.933,1821.499,7797.432,2722.68,7796.342
2000-12-01,2291.292,1.493,2292.785,3.055,2295.84,6019.295,996.263,7015.557,2038.978,9054.535,3035.24,9053.727
2001-01-01,2138.872,1.63,2140.502,3.224,2143.727,5929.656,1060.608,6990.264,2097.327,9087.59,3157.935,9087.232
2001-02-01,1979.406,1.509,1980.915,2.859,1983.773,5255.032,929.169,6184.201,1760.561,7944.763,2689.73,7940.996
2001-03-01,2224.636,1.537,2226.174,3.202,2229.376,5491.241,918.903,6410.144,1913.735,8323.879,2832.638,8319.293
2001-04-01,2162.022,1.488,2163.511,3.011,2166.521,4882.223,867.761,5749.984,1755.49,7505.474,2623.251,7500.746
2001-05-01,2258.031,1.586,2259.618,3.442,2263.06,4625.503,902.277,5527.781,1957.777,7485.558,2860.055,7483.86
2001-06-01,2179.701,1.669,2181.371,3.601,2184.971,4372.136,989.41,5361.546,2133.851,7495.397,3123.26,7496.223
2001-07-01,2319.866,1.684,2321.551,3.696,2325.247,4559.28,1077.681,5636.96,2365.003,8001.963,3442.684,8005.96
2001-08-01,2284.809,1.824,2286.633,3.915,2290.548,4587.83,1133.657,5721.487,2433.588,8155.075,3567.245,8159.589
2001-09-01,2111.366,1.837,2113.203,3.529,2116.733,4332.122,1010.094,5342.216,1940.31,7282.526,2950.404,7283.152
2001-10-01,2243.258,1.66,2244.917,3.425,2248.343,4803.625,913.039,5716.663,1884.451,7601.115,2797.49,7599.526
2001-11-01,2125.154,1.568,2126.722,3.246,2129.968,4777.128,863.041,5640.169,1786.221,7426.39,2649.262,7425.735
2001-12-01,2152.224,1.538,2153.762,3.322,2157.083,5216.603,916.252,6132.855,1979.21,8112.065,2895.462,8113.401
2002-01-01,2158.851,1.499,2160.35,3.008,2163.358,5646.651,992.781,6639.432,1991.75,8631.182,2984.531,8631.006
2002-02-01,1989.146,1.449,1990.595,2.768,1993.363,5091.232,899.841,5991.073,1718.731,7709.804,2618.571,7707.393
2002-03-01,2242.766,1.451,2244.217,3.009,2247.226,5399.569,912.573,6312.142,1892.56,8204.702,2805.133,8202.66
2002-04-01,2210.917,1.457,2212.374,2.967,2215.341,4909.317,880.113,5789.43,1792.389,7581.819,2672.502,7579.701
2002-05-01,2292.504,1.529,2294.033,3.189,2297.222,4768.487,918.931,5687.418,1917.332,7604.75,2836.263,7604.154
2002-06-01,2250.855,1.607,2252.462,3.424,2255.886,4513.071,1011.555,5524.626,2155.677,7680.303,3167.232,7683.15
2002-07-01,2320.96,1.691,2322.651,3.599,2326.25,4632.4,1150.815,5783.216,2449.387,8232.603,3600.203,8238.323
2002-08-01,2338.274,1.73,2340.003,3.593,2343.597,4631.633,1153.647,5785.279,2396.735,8182.015,3550.382,8186.891
2002-09-01,2160.68,1.696,2162.376,3.329,2165.705,4390.015,1059.419,5449.434,2079.537,7528.971,3138.955,7531.276
2002-10-01,2258.843,1.667,2260.511,3.313,2263.824,4777.013,969.615,5746.629,1926.615,7673.244,2896.231,7671.844
2002-11-01,2221.414,1.5,2222.914,3.136,2226.051,5094.556,897.471,5992.026,1876.621,7868.648,2774.092,7866.948
2002-12-01,2302.047,1.549,2303.597,3.267,2306.863,5633.858,977.41,6611.267,2061.008,8672.276,3038.418,8672.089
2003-01-01,2151.592,2.062,2153.653,4.27,2157.923,5892.734,1038.144,6930.878,2150.069,9080.947,3188.213,9082.184
2003-02-01,2014.849,1.865,2016.714,3.535,2020.249,5500.261,963.001,6463.263,1824.786,8288.049,2787.787,8285.728
2003-03-01,2234.106,1.959,2236.065,3.894,2239.958,5409.889,936.503,6346.392,1861.523,8207.916,2798.026,8204.893
2003-04-01,2190.567,1.772,2192.339,3.512,2195.852,4878.328,875.894,5754.223,1735.782,7490.005,2611.676,7486.347
2003-05-01,2262.822,1.862,2264.684,3.846,2268.53,4640.846,917.105,5557.951,1894.45,7452.401,2811.555,7451.393
2003-06-01,2219.53,1.866,2221.396,3.85,2225.247,4398.5,991.015,5389.515,2044.471,7433.986,3035.486,7434.642
2003-07-01,2313.656,1.944,2315.6,4.013,2319.613,4591.88,1140.32,5732.2,2354.579,8086.779,3494.899,8090.458
2003-08-01,2383.868,2.016,2385.884,4.157,2390.04,4646.827,1166.287,5813.115,2404.939,8218.054,3571.227,8222.899
2003-09-01,2193.42,2.0,2195.42,3.779,2199.198,4443.708,1046.085,5489.792,1976.185,7465.977,3022.27,7467.133
2003-10-01,2312.872,1.984,2314.855,3.986,2318.841,4795.915,946.421,5742.336,1901.581,7643.917,2848.002,7643.11
2003-11-01,2220.651,1.875,2222.526,3.926,2226.451,4914.144,897.277,5811.42,1878.883,7690.303,2776.16,7688.889
2003-12-01,2308.955,2.03,2310.985,4.215,2315.2,5665.709,1002.569,6668.278,2081.058,8749.336,3083.627,8748.823
2004-01-01,2228.967,2.153,2231.119,4.423,2235.542,5974.1,1050.406,7024.507,2158.081,9182.588,3208.488,9183.197
2004-02-01,2168.443,2.13,2170.573,4.187,2174.76,5683.343,977.311,6660.654,1921.016,8581.67,2898.327,8580.763
2004-03-01,2327.27,1.965,2329.235,3.867,2333.102,5449.305,949.155,6398.461,1867.674,8266.134,2816.829,8262.434
2004-04-01,2279.709,1.955,2281.664,3.827,2285.491,4990.7,896.848,5887.547,1755.507,7643.054,2652.355,7638.983
2004-05-01,2338.742,1.945,2340.687,4.199,2344.886,4781.298,952.07,5733.368,2055.484,7788.852,3007.555,7787.769
2004-06-01,2311.658,1.988,2313.646,4.03,2317.676,4618.06,1050.119,5668.179,2128.418,7796.596,3178.537,7797.455
2004-07-01,2397.767,2.139,2399.905,4.455,2404.361,4720.023,1139.291,5859.314,2373.204,8232.518,3512.495,8235.5
2004-08-01,2395.5,2.083,2397.582,4.273,2401.855,4748.089,1129.121,5877.21,2316.477,8193.687,3445.598,8195.797
2004-09-01,2267.238,2.095,2269.333,4.139,2273.472,4545.564,1052.827,5598.39,2080.396,7678.786,3133.222,7679.238
2004-10-01,2381.929,2.044,2383.972,4.144,2388.116,4898.609,961.286,5859.895,1949.257,7809.151,2910.543,7807.38
2004-11-01,2290.589,1.945,2292.534,4.001,2296.535,5081.206,921.796,6003.001,1896.218,7899.22,2818.014,7897.764
2004-12-01,2359.835,2.207,2362.041,4.633,2366.675,5792.982,1023.77,6816.753,2149.677,8966.43,3173.448,8966.889
2005-01-01,2288.146,2.345,2290.491,4.783,2295.274,5904.316,1054.577,6958.893,2151.531,9110.424,3206.108,9111.653
2005-02-01,2127.858,2.236,2130.094,4.255,2134.348,5360.088,953.701,6313.789,1814.97,8128.759,2768.671,8127.787
2005-03-01,2372.529,2.107,2374.636,4.181,2378.817,5637.57,978.531,6616.101,1941.481,8557.583,2920.013,8556.536
2005-04-01,2308.419,2.013,2310.432,3.885,2314.317,4906.936,901.341,5808.277,1739.329,7547.606,2640.67,7543.242
2005-05-01,2417.702,1.919,2419.621,4.011,2423.631,4856.185,933.183,5789.368,1950.515,7739.883,2883.698,7738.733
2005-06-01,2342.549,2.115,2344.664,4.362,2349.026,4635.382,1089.728,5725.11,2247.978,7973.087,3337.706,7974.767
2005-07-01,2445.787,2.099,2447.885,4.367,2452.252,4650.87,1213.014,5863.884,2524.173,8388.057,3737.187,8391.292
2005-08-01,2471.767,2.275,2474.042,4.673,2478.715,4748.997,1236.999,5985.996,2540.529,8526.525,3777.528,8529.253
2005-09-01,2281.693,2.166,2283.859,4.144,2288.003,4367.057,1129.111,5496.168,2160.125,7656.293,3289.236,7656.542
2005-10-01,2379.436,2.081,2381.517,4.014,2385.532,4672.652,1015.501,5688.153,1958.714,7646.867,2974.215,7645.903
2005-11-01,2318.641,2.004,2320.645,4.098,2324.743,4941.789,936.886,5878.675,1915.51,7794.185,2852.396,7793.174
2005-12-01,2424.922,2.252,2427.174,4.749,2431.923,5771.868,1048.653,6820.521,2211.31,9031.831,3259.963,9032.041
2006-01-01,2344.42,2.215,2346.635,4.222,2350.857,5589.433,1040.203,6629.636,1982.992,8612.628,3023.195,8612.87
2006-02-01,2136.963,2.098,2139.061,4.04,2143.102,5204.777,958.93,6163.707,1846.424,8010.131,2805.354,8009.229
2006-03-01,2410.848,2.169,2413.017,4.191,2417.208,5500.237,989.379,6489.616,1912.01,8401.626,2901.389,8399.992
2006-04-01,2342.231,2.002,2344.233,3.842,2348.075,4830.219,915.127,5745.346,1756.462,7501.808,2671.589,7499.266
2006-05-01,2430.608,1.97,2432.578,4.008,2436.586,4758.815,979.92,5738.735,1994.215,7732.95,2974.135,7731.733
2006-06-01,2398.299,2.079,2400.378,4.182,2404.56,4622.719,1098.118,5720.837,2209.029,7929.866,3307.147,7930.465
2006-07-01,2501.604,2.14,2503.745,4.418,2508.163,4653.287,1236.464,5889.751,2552.171,8441.922,3788.635,8444.892
2006-08-01,2516.648,2.149,2518.797,4.318,2523.115,4781.191,1257.778,6038.969,2527.483,8566.452,3785.261,8569.819
2006-09-01,2331.216,2.099,2333.315,3.886,2337.202,4566.551,1082.567,5649.118,2004.062,7653.18,3086.629,7652.979
2006-10-01,2441.623,2.055,2443.678,4.077,2447.756,4921.517,993.527,5915.044,1970.833,7885.877,2964.36,7883.994
2006-11-01,2317.62,1.987,2319.607,4.005,2323.612,5020.488,945.745,5966.232,1906.304,7872.537,2852.049,7871.672
2006-12-01,2445.68,2.141,2447.821,4.386,2452.207,5503.979,1024.007,6527.985,2098.367,8626.352,3122.373,8628.033
2007-01-01,2348.909,2.612,2351.521,5.325,2356.846,5756.564,1075.134,6831.698,2191.785,9023.484,3266.919,9024.612
2007-02-01,2169.227,2.453,2171.68,4.697,2176.377,5609.914,1028.142,6638.057,1968.891,8606.947,2997.033,8606.674
2007-03-01,2394.965,2.535,2397.5,4.9,2402.4,5454.363,995.145,6449.508,1923.652,8373.159,2918.797,8370.524
2007-04-01,2357.524,2.204,2359.728,4.272,2364.0,4974.318,939.462,5913.78,1821.397,7735.177,2760.859,7732.532
2007-05-01,2471.257,2.086,2473.343,4.204,2477.547,4806.997,999.034,5806.032,2013.123,7819.155,3012.157,7817.389
2007-06-01,2419.713,2.269,2421.982,4.62,2426.602,4570.111,1102.098,5672.209,2243.889,7916.099,3345.988,7916.692
2007-07-01,2513.223,2.303,2515.526,4.695,2520.221,4655.609,1203.216,5858.825,2453.172,8311.997,3656.388,8314.668
2007-08-01,2530.258,2.298,2532.556,4.79,2537.346,4723.483,1273.921,5997.404,2655.899,8653.302,3929.819,8656.825
2007-09-01,2345.481,2.342,2347.824,4.394,2352.218,4498.401,1151.634,5650.035,2160.217,7810.252,3311.851,7810.938
2007-10-01,2432.557,2.223,2434.781,4.317,2439.097,4750.372,1050.154,5800.526,2038.861,7839.388,3089.016,7837.996
2007-11-01,2346.882,2.297,2349.179,4.574,2353.753,5022.96,976.853,5999.813,1945.455,7945.269,2922.309,7944.312
2007-12-01,2397.426,2.263,2399.689,4.733,2404.422,5685.908,1049.887,6735.795,2195.773,8931.568,3245.66,8931.951
2008-01-01,2278.301,2.368,2280.669,4.711,2285.38,5912.226,1113.044,7025.27,2213.866,9239.136,3326.91,9240.569
2008-02-01,2120.55,2.252,2122.802,4.238,2127.041,5496.535,1040.984,6537.519,1958.878,8496.397,2999.862,8496.201
2008-03-01,2329.504,2.15,2331.655,4.179,2335.834,5447.731,1005.262,6452.992,1953.609,8406.601,2958.87,8404.75
2008-04-01,2302.139,2.097,2304.236,4.022,2308.258,4880.917,948.411,5829.328,1819.475,7648.803,2767.886,7646.043
2008-05-01,2387.622,2.026,2389.648,4.057,2393.705,4719.617,983.598,5703.215,1969.263,7672.479,2952.861,7670.573
2008-06-01,2282.776,2.115,2284.891,4.289,2289.181,4410.157,1121.158,5531.315,2273.701,7805.016,3394.858,7805.844
2008-07-01,2368.043,2.213,2370.256,4.465,2374.721,4498.045,1229.775,5727.821,2481.158,8208.979,3710.934,8211.701
2008-08-01,2357.202,2.214,2359.416,4.432,2363.848,4439.355,1200.534,5639.889,2403.12,8043.009,3603.654,8044.358
2008-09-01,2132.227,2.146,2134.373,4.025,2138.398,4056.681,1098.344,5155.025,2060.135,7215.16,3158.479,7215.284
2008-10-01,2326.724,2.175,2328.899,4.242,2333.141,4707.346,995.492,5702.838,1941.281,7644.119,2936.773,7640.267
2008-11-01,2186.429,2.083,2188.513,4.221,2192.733,4789.404,949.663,5739.067,1924.004,7663.071,2873.668,7663.334
2008-12-01,2267.972,2.273,2270.245,4.616,2274.861,5408.472,1054.022,6462.494,2140.93,8603.424,3194.952,8607.804
2009-01-01,2199.143,2.624,2201.767,5.151,2206.918,5677.875,1097.381,6775.256,2154.251,8929.506,3251.632,8930.67
2009-02-01,1983.336,2.288,1985.624,4.139,1989.764,4967.125,976.69,5943.815,1767.108,7710.922,2743.798,7708.156
2009-03-01,2248.743,2.311,2251.053,4.362,2255.416,5059.534,968.352,6027.886,1828.179,7856.065,2796.531,7852.312
2009-04-01,2209.353,2.092,2211.446,3.86,2215.305,4538.44,905.762,5444.202,1670.82,7115.023,2576.582,7114.178
2009-05-01,2232.074,2.051,2234.125,4.034,2238.159,4256.673,939.242,5195.915,1847.217,7043.131,2786.458,7043.296
2009-06-01,2234.133,2.09,2236.224,4.185,2240.409,4168.563,1042.436,5210.999,2087.262,7298.261,3129.697,7300.127
2009-07-01,2285.53,2.273,2287.803,4.411,2292.214,4224.69,1152.84,5377.53,2236.902,7614.432,3389.742,7617.914
2009-08-01,2312.343,2.206,2314.549,4.329,2318.878,4297.707,1176.612,5474.319,2309.189,7783.507,3485.8,7786.464
2009-09-01,2143.978,2.171,2146.149,3.938,2150.087,4133.37,1059.642,5193.012,1922.133,7115.145,2981.775,7114.686
2009-10-01,2252.9,2.047,2254.946,3.753,2258.7,4511.591,979.641,5491.232,1796.604,7287.836,2776.245,7286.042
2009-11-01,2146.38,2.013,2148.392,3.873,2152.265,4577.753,914.955,5492.708,1760.488,7253.196,2675.442,7251.903
2009-12-01,2262.021,2.339,2264.359,4.687,2269.046,5439.232,1058.713,6497.946,2121.438,8619.384,3180.151,8620.68
2010-01-01,2153.654,2.421,2156.075,4.614,2160.689,5632.49,1132.37,6764.86,2158.323,8923.183,3290.693,8927.283
2010-02-01,1969.399,2.326,1971.725,4.301,1976.027,5125.167,1018.345,6143.511,1882.907,8026.418,2901.252,8027.232
2010-03-01,2251.597,2.221,2253.818,4.039,2257.857,5180.855,998.049,6178.904,1815.034,7993.938,2813.082,7992.433
2010-04-01,2239.028,2.03,2241.058,3.682,2244.74,4607.54,911.182,5518.722,1652.686,7171.407,2563.867,7168.542
2010-05-01,2303.789,2.048,2305.837,4.172,2310.009,4501.065,968.084,5469.149,1972.3,7441.449,2940.384,7440.747
2010-06-01,2275.677,2.226,2277.904,4.403,2282.307,4382.842,1129.008,5511.85,2232.651,7744.501,3361.659,7746.885
2010-07-01,2354.739,2.256,2356.996,4.421,2361.417,4426.661,1259.088,5685.749,2467.349,8153.098,3726.437,8157.265
2010-08-01,2354.451,2.124,2356.575,4.134,2360.709,4508.203,1268.477,5776.68,2469.242,8245.921,3737.719,8249.754
2010-09-01,2251.666,2.16,2253.826,3.911,2257.737,4375.148,1118.257,5493.404,2024.501,7517.906,3142.758,7517.308
2010-10-01,2284.577,2.082,2286.659,3.793,2290.452,4548.457,982.109,5530.566,1788.91,7319.476,2771.019,7317.529
2010-11-01,2185.119,2.051,2187.17,3.962,2191.132,4842.74,937.959,5780.699,1811.838,7592.538,2749.797,7590.589
2010-12-01,2270.208,2.369,2272.577,4.757,2277.334,5730.482,1088.591,6819.073,2186.028,9005.101,3274.619,9006.239
2011-01-01,2172.429,2.424,2174.853,4.494,2179.346,5805.421,1140.003,6945.424,2113.265,9058.689,3253.268,9061.729
2011-02-01,1998.366,2.173,2000.539,3.789,2004.328,5089.628,1013.035,6102.663,1766.771,7869.434,2779.806,7869.078
2011-03-01,2256.536,2.264,2258.801,4.092,2262.893,5255.56,996.481,6252.041,1800.873,8052.914,2797.354,8050.975
2011-04-01,2189.56,2.145,2191.705,3.822,2195.527,4589.413,938.996,5528.409,1672.784,7201.193,2611.779,7200.09
2011-05-01,2264.697,2.111,2266.807,3.951,2270.758,4455.868,982.631,5438.499,1839.695,7278.194,2822.327,7277.429
2011-06-01,2270.664,2.193,2272.858,4.148,2277.006,4351.229,1121.549,5472.778,2121.252,7594.03,3242.801,7596.307
2011-07-01,2286.239,2.219,2288.458,4.369,2292.827,4353.729,1264.801,5618.53,2489.808,8108.338,3754.609,8114.646
2011-08-01,2316.6,2.133,2318.733,4.012,2322.746,4505.148,1271.72,5776.868,2391.802,8168.67,3663.522,8173.202
2011-09-01,2185.424,2.162,2187.586,3.756,2191.343,4315.112,1113.156,5428.267,1934.088,7362.355,3047.243,7362.557
2011-10-01,2223.17,2.103,2225.274,3.81,2229.084,4600.955,983.109,5584.064,1780.582,7364.646,2763.691,7363.252
2011-11-01,2141.689,2.012,2143.701,3.772,2147.474,4858.751,939.102,5797.853,1760.343,7558.196,2699.445,7556.191
2011-12-01,2217.776,2.237,2220.012,4.255,2224.268,5352.924,1029.892,6382.816,1959.458,8342.274,2989.35,8341.003
2012-01-01,2099.812,2.218,2102.03,4.006,2106.036,5454.038,1061.048,6515.086,1916.776,8431.862,2977.824,8431.521
2012-02-01,2035.046,2.147,2037.192,3.788,2040.98,5048.387,979.186,6027.573,1727.629,7755.202,2706.815,7752.671
2012-03-01,2176.359,2.036,2178.396,3.51,2181.905,4776.199,968.091,5744.29,1668.513,7412.804,2636.604,7407.112
2012-04-01,2148.779,2.013,2150.792,3.44,2154.232,4457.201,923.832,5381.033,1578.519,6959.552,2502.351,6954.023
2012-05-01,2254.086,2.03,2256.116,3.77,2259.886,4441.133,1013.255,5454.388,1881.585,7335.973,2894.84,7333.853
2012-06-01,2220.673,2.038,2222.711,3.77,2226.482,4308.432,1109.445,5417.878,2052.401,7470.278,3161.846,7473.131
2012-07-01,2267.4,2.147,2269.547,4.117,2273.664,4353.704,1265.725,5619.428,2427.433,8046.861,3693.158,8054.638
2012-08-01,2318.75,2.159,2320.909,3.961,2324.87,4479.75,1244.645,5724.395,2283.807,8008.202,3528.452,8013.288
2012-09-01,2118.09,2.093,2120.183,3.67,2123.853,4192.185,1085.322,5277.507,1903.082,7180.589,2988.404,7183.285
2012-10-01,2207.797,2.045,2209.842,3.631,2213.473,4618.616,991.989,5610.606,1761.629,7372.235,2753.619,7372.272
2012-11-01,2100.702,1.94,2102.642,3.58,2106.222,4858.443,949.259,5807.702,1751.653,7559.355,2700.912,7559.226
2012-12-01,2109.314,2.111,2111.425,3.995,2115.42,5207.953,1014.347,6222.3,1919.941,8142.241,2934.288,8142.304
