Month,Coal Consumption,"Natural Gas, Excluding Supplemental Gaseous Fuels, Consumption","Petroleum, Excluding Ethanol, Consumption",Total Fossil Fuels Consumption,Nuclear Electric Power Consumption,"Conventional Hydro Energy Consumption, Fossil Fuel Equivalent","Geothermal Energy Consumption, Fossil Fuel Equivalent","Solar Energy Consumption, Fossil Fuel Equivalent","Wind Energy Consumption, Fossil Fuel Equivalent",Biomass Energy Consumption,"Renewable Energy Consumption, Fossil Fuel Equivalent","Total Energy Consumption, Fossil Fuel Equivalent"
2021-08-01,1157.998,2520.569,3110.842,6784.358,724.517,179.782,17.217,155.982,239.417,405.843,998.241,8518.62
2021-09-01,927.12,2211.635,2949.657,6082.624,672.879,150.545,17.099,143.678,256.457,383.861,951.64,7716.495
2021-10-01,762.323,2336.948,3062.936,6158.663,609.065,151.524,17.057,120.877,284.91,412.314,986.682,7764.139
2021-11-01,707.968,2778.471,2990.782,6472.315,654.413,171.337,17.296,102.128,316.183,402.381,1009.325,8140.017
2021-12-01,741.686,3113.428,3075.539,6923.779,737.537,208.381,18.521,84.115,352.425,417.151,1080.593,8750.143
2022-01-01,1007.579,3707.799,2915.206,7625.717,737.387,213.254,18.35,102.262,329.75,402.908,1066.523,9439.855
2022-02-01,838.049,3155.84,2726.249,6717.784,646.232,187.898,15.825,116.242,331.762,369.264,1020.991,8391.219
2022-03-01,733.033,2874.587,3062.565,6665.434,659.83,215.358,16.73,153.613,379.228,411.46,1176.389,8508.463
2022-04-01,662.737,2435.919,2857.86,5951.291,577.665,176.84,16.518,174.088,406.871,392.421,1166.738,7704.211
2022-05-01,745.014,2314.753,2982.359,6032.577,662.211,205.861,17.088,194.809,371.236,411.244,1200.238,7904.467
2022-06-01,869.615,2394.632,2966.717,6227.437,686.595,229.03,16.468,202.958,297.593,413.32,1159.37,8088.362
2022-07-01,1017.677,2676.868,2985.721,6675.758,719.417,216.513,17.216,202.489,259.763,413.999,1109.979,8523.799
2022-08-01,996.647,2652.382,3063.955,6708.625,719.835,186.245,17.326,188.954,217.843,420.009,1030.377,8479.012
2022-09-01,783.35,2369.549,2943.102,6091.319,665.884,150.051,16.935,171.82,240.869,385.939,965.614,7735.911
2022-10-01,673.39,2440.953,2999.428,6109.894,615.861,126.62,16.837,154.817,288.578,411.911,998.762,7734.372
2022-11-01,690.228,2861.835,2931.067,6480.348,648.207,157.736,17.528,113.884,363.085,405.887,1058.121,8195.639
2022-12-01,870.62,3493.509,2884.344,7243.128,721.896,180.046,18.454,96.233,340.883,408.49,1044.105,9022.849
2023-01-01,749.879,3420.542,2868.308,7035.515,740.734,196.369,17.648,105.316,331.029,414.572,1064.934,8852.446
2023-02-01,582.13,3052.577,2677.937,6310.486,635.553,172.265,16.104,123.17,357.491,373.034,1042.063,7994.792
2023-03-01,620.085,3127.575,3005.884,6751.519,656.599,184.09,17.836,162.524,376.128,420.611,1161.189,8578.102
2023-04-01,499.871,2499.967,2877.75,5876.076,592.236,171.043,16.917,194.146,368.894,391.8,1142.801,7617.64
2023-05-01,550.377,2387.227,3013.819,5948.61,639.194,238.631,17.003,220.916,278.121,430.48,1185.15,7781.909
2023-06-01,704.609,2446.236,2991.353,6139.844,677.49,186.168,16.381,224.38,237.73,417.962,1082.623,7905.722
2023-07-01,912.596,2757.143,2975.004,6641.499,730.465,189.668,16.578,236.53,241.679,419.629,1104.085,8480.327
2023-08-01,902.828,2773.769,3107.767,6781.804,728.965,183.759,16.327,224.566,245.042,432.548,1102.242,8617.769
2023-09-01,716.455,2465.086,2910.715,6088.354,685.23,145.983,16.564,197.327,244.689,409.95,1014.513,7788.46
2023-10-01,627.867,2525.532,3066.815,6218.535,642.125,135.254,17.647,179.681,310.851,423.76,1067.193,7928.552
2023-11-01,629.312,2922.912,2978.286,6528.316,650.717,146.932,17.643,137.149,314.524,412.628,1028.875,8210.092
2023-12-01,675.922,3304.563,2974.597,6950.439,719.666,164.209,18.102,121.392,328.271,436.878,1068.851,8743.524
2024-01-01,875.835,3823.354,2885.415,7583.869,722.021,189.206,17.639,129.053,300.566,406.116,1042.58,9354.396
2024-02-01,558.592,3067.549,2727.844,6352.428,675.03,173.468,16.405,158.482,357.677,397.281,1103.314,8131.319
2024-03-01,489.789,2889.242,2924.133,6299.08,662.09,201.209,16.493,203.391,392.679,421.845,1235.617,8195.598
2024-04-01,466.562,2471.053,2874.622,5807.796,602.26,167.228,16.727,238.707,407.649,401.406,1231.717,7640.192
2024-05-01,560.214,2407.64,3079.024,6044.424,679.097,195.151,16.125,271.986,333.023,428.205,1244.491,7968.167
2024-06-01,717.796,2508.172,2900.868,6122.03,712.744,182.701,16.165,289.924,328.468,412.026,1229.285,8068.91
2024-07-01,832.522,2832.255,3050.89,6714.098,730.441,182.839,16.825,291.099,240.863,436.942,1168.568,8623.993
2024-08-01,813.632,2806.49,3067.247,6683.304,729.135,184.324,16.707,286.461,247.639,434.409,1169.54,8592.141
2024-09-01,662.56,2503.384,2892.538,6055.21,654.927,143.776,16.184,244.538,249.493,414.111,1068.101,7785.411
