Month,"Crude Oil Imports, SPR","Crude Oil Imports, Total",Distillate Fuel Oil Imports,Propane Imports,Propylene Imports,Propane/Propylene Imports,Total Hydrocarbon Gas Liquids Imports,Jet Fuel Imports,Finished Motor Gasoline Imports,Residual Fuel Oil Imports,Other Petroleum Products Imports,Total Petroleum Imports
2015-06-01,No Data Reported,7320.6,132.333,77.433,18.967,96.4,131.867,203.867,100.167,174.367,1541.433,9604.633
2015-07-01,No Data Reported,7360.0,142.677,84.452,23.032,107.484,129.065,159.548,32.613,144.226,1603.226,9571.355
2015-08-01,No Data Reported,7716.516,139.871,88.839,22.548,111.387,140.935,132.484,32.645,177.29,1518.613,9858.355
2015-09-01,No Data Reported,7227.933,102.933,77.4,14.433,91.833,114.433,65.633,62.933,242.7,1541.3,9357.867
2015-10-01,No Data Reported,7102.29,100.903,108.548,11.097,119.645,158.548,82.742,103.226,136.032,1157.774,8841.516
2015-11-01,No Data Reported,7371.0,150.3,115.867,12.767,128.633,174.3,101.633,69.8,198.033,1086,9151.067
2015-12-01,No Data Reported,7902.097,154.871,125.581,19.613,145.194,181.29,108.226,83.774,222.323,1089.806,9742.387
2016-01-01,No Data Reported,7615.0,171.516,145.742,18.548,164.29,219.097,154.323,60.323,271.677,1215,9706.935
2016-02-01,No Data Reported,7913.517,230.69,188.966,23.138,212.103,243.931,116.69,65.172,173.448,1322.586,10066.034
2016-03-01,No Data Reported,8012.355,150.29,115.161,24.129,139.29,163.097,154.581,66.097,266.419,1188.387,10001.226
2016-04-01,No Data Reported,7611.467,176.533,94.2,22.067,116.267,141.967,121.567,77.933,176.1,1516.4,9821.967
2016-05-01,No Data Reported,7927.387,123.129,93.355,19.419,112.774,149.419,181.581,43.871,145.0,1610.258,10180.645
2016-06-01,No Data Reported,7560.067,88.367,80.633,23.867,104.5,176.7,132.467,75.533,241.967,1779.067,10054.167
2016-07-01,No Data Reported,8096.323,122.677,88.129,27.677,115.806,161.774,173.806,81.581,225.065,1670.839,10532.065
2016-08-01,No Data Reported,8015.548,163.613,97.935,24.29,122.226,174,146.613,34.484,230.226,1557.774,10322.258
2016-09-01,No Data Reported,8040.433,150.133,101.033,24.467,125.5,151.267,138.633,71.1,153.033,1494.767,10199.367
2016-10-01,No Data Reported,7569.871,74.806,124.613,17.806,142.419,168.29,154.452,43.968,149.613,1538.065,9699.065
2016-11-01,No Data Reported,8023.033,144.533,147.567,21.233,168.8,198.467,152.9,62.7,240.833,1470.067,10292.533
2016-12-01,No Data Reported,7817.258,167.032,166.097,20.065,186.161,219.129,129.032,28.903,178.484,1252.516,9792.355
2017-01-01,No Data Reported,8477.774,204.129,217.226,28.194,245.419,286.839,131.903,35.29,175.903,1433.258,10745.097
2017-02-01,No Data Reported,7877.071,201.964,193.893,24.214,218.107,256.857,147.464,35.964,225.25,1288.679,10033.25
2017-03-01,No Data Reported,8164.968,111.258,139.516,29.097,168.613,197.806,123.194,50.774,221.484,1314.065,10183.548
2017-04-01,No Data Reported,8204.4,117.667,89.333,23.867,113.2,154.367,182.9,42.067,146.0,1474.933,10322.333
2017-05-01,No Data Reported,8487.29,124.677,101.871,20.677,122.548,168.71,125.871,36.516,241.419,1544.935,10729.419
2017-06-01,No Data Reported,8089.233,105.067,95.1,23.467,118.567,155.1,119.2,23.067,177.1,1656.533,10325.3
2017-07-01,No Data Reported,7915.129,114.258,87.29,25.645,112.935,152.161,139.581,23.194,173.935,1436.032,9954.29
2017-08-01,No Data Reported,7922.935,115.194,96.968,25.065,122.032,160.968,172.71,23.548,159.097,1557.968,10112.419
2017-09-01,No Data Reported,7323.6,119.867,117.133,18.733,135.867,169.967,199.0,41.4,204.3,1694.333,9752.467
2017-10-01,No Data Reported,7680.935,133.516,124.613,14.71,139.323,185.742,230.484,32.903,150.774,1326.581,9740.935
2017-11-01,No Data Reported,7674.333,180.0,162.867,20.1,182.967,223.3,193.567,10.4,209.233,1385.367,9876.2
2017-12-01,No Data Reported,7782.097,282.194,175.871,22.613,198.484,239.806,150.581,32.258,187.355,1260.645,9934.935
2018-01-01,No Data Reported,8017.806,290.387,224.323,15.258,239.581,272.839,121.0,18.581,234.161,1325.29,10280.065
2018-02-01,No Data Reported,7497.929,284.071,174.607,22.25,196.857,230.321,92.679,32.536,166.75,1281.357,9585.643
2018-03-01,No Data Reported,7619.871,157.0,149.097,23.065,172.161,216.484,85.387,38.065,234.065,1471.355,9822.226
2018-04-01,No Data Reported,8253.6,91.067,131.033,10.067,141.1,167.5,88.333,32.633,190.067,1551.767,10374.967
2018-05-01,No Data Reported,7834.097,121.677,113.871,21.226,135.097,157.968,139.968,62.194,258.871,1651.871,10226.645
2018-06-01,No Data Reported,8487.433,90.033,84.733,20.567,105.3,135.933,154.1,41.567,224.333,1592.633,10726.033
2018-07-01,No Data Reported,7935.935,143.935,104.29,20.806,125.097,160.71,150.613,35.226,213.226,1553.484,10193.129
2018-08-01,No Data Reported,7988.903,176.032,99.677,21.452,121.129,159.839,151.613,82.065,237.323,1638.097,10433.871
2018-09-01,No Data Reported,7593.167,171.567,109.967,13.567,123.533,171.633,181.167,93.8,226.5,1451.067,9888.9
2018-10-01,No Data Reported,7354.032,161.323,132.774,14.548,147.323,197.484,115.839,42.258,223.419,1373.581,9467.935
2018-11-01,No Data Reported,7541.7,226.633,156.1,13.133,169.233,227.5,103.2,28.933,141.8,1002.533,9272.3
2018-12-01,No Data Reported,7096.839,189.516,190.355,15.355,205.71,267.806,105.032,28.839,180.097,1152.452,9020.581
2019-01-01,No Data Reported,7558.29,306.548,214.032,15.484,229.516,297.032,100.194,45.258,197.323,1263.419,9768.065
2019-02-01,No Data Reported,6669.893,360.607,172.679,13.107,185.786,246.214,139.679,52.286,164.714,1038,8671.393
2019-03-01,No Data Reported,6783.097,179.581,175.774,10.419,186.194,254.194,144.387,103.452,132.032,1308.129,8904.871
2019-04-01,No Data Reported,6998.6,121.467,124.433,18.467,142.9,207.467,197.0,76.2,136.4,1787.667,9524.8
2019-05-01,No Data Reported,7153.839,160.194,107.484,21.161,128.645,183.355,187.581,151.323,168.613,1888.032,9892.935
2019-06-01,No Data Reported,7152.1,125.833,104.9,19.633,124.533,169.367,174.233,53.2,96.967,1525.033,9296.733
2019-07-01,No Data Reported,6938.161,173.871,106.097,15.903,122.0,180.452,213.677,91.065,102.032,1901.516,9600.774
2019-08-01,No Data Reported,6944.29,153.774,104.806,17.226,122.032,178.29,175.452,148.097,144.387,1642.323,9386.613
2019-09-01,No Data Reported,6482.833,117.867,102.167,16.867,119.033,176.333,185.767,111.067,165.533,1472.367,8711.767
2019-10-01,No Data Reported,6241.71,185.677,115.613,15.452,131.065,198.258,148.194,124.065,115.903,1585.387,8599.194
2019-11-01,No Data Reported,5817.7,258.433,131.9,12.733,144.633,190.733,131.167,99.867,198.267,1407.033,8103.2
2019-12-01,No Data Reported,6833.452,294.581,134.419,14.806,149.226,199.613,170.645,61.71,164.613,1434.839,9159.452
2020-01-01,No Data Reported,6410.71,219.516,166.065,12.935,179.0,221.387,147.516,91.226,191.742,1297.516,8579.613
2020-02-01,No Data Reported,6519.276,157.241,127.586,12.897,140.483,168.897,164.586,91.103,169.483,1211.034,8481.621
2020-03-01,No Data Reported,6296.161,171.323,113.968,15.355,129.323,162.419,150.323,120.968,129.323,1330.226,8360.742
2020-04-01,No Data Reported,5519.533,230.8,94,13.5,107.5,130.1,142.667,89.567,211.533,916.467,7240.667
2020-05-01,No Data Reported,6086.871,189.806,82.742,13.774,96.516,119.935,125.032,113.806,148.0,978.613,7762.065
2020-06-01,No Data Reported,6392.967,154.033,59.467,12.2,71.667,109.3,137.2,120.1,154.7,1299.333,8367.633
2020-07-01,No Data Reported,5906.032,115.581,95.097,14,109.097,140.29,166.097,124.161,130.226,1263.258,7845.645
2020-08-01,No Data Reported,5417.0,145.387,82.677,12.806,95.484,130.258,165.839,115.0,186.774,1289.419,7449.677
2020-09-01,No Data Reported,5397.533,179.8,123.733,13.167,136.9,171.933,168.667,155.7,219.1,1265.6,7558.333
2020-10-01,No Data Reported,5293.161,280.0,124.548,14.226,138.774,165.935,144.677,98.161,186.548,1207.129,7375.613
2020-11-01,No Data Reported,5570.233,304.967,137.2,11.767,148.967,185.3,147.9,61.767,179.0,1166.367,7615.533
2020-12-01,No Data Reported,5712.645,463.581,144.097,13.097,157.194,207.613,136.677,88.355,94.387,1034.935,7738.194
2021-01-01,No Data Reported,5786.71,370.516,167,16.129,183.129,235.419,124.29,39.806,204.903,1156.839,7918.484
2021-02-01,No Data Reported,5589.393,352.571,166.107,16,182.107,241.714,112.714,61.571,155.357,1134.857,7648.179
2021-03-01,No Data Reported,5819.226,470.419,163.516,16,179.516,223.097,93.226,119.258,146.968,1454.516,8326.71
2021-04-01,No Data Reported,5818.767,197.833,120.433,14,134.433,169.967,141.267,174.633,155.933,1610.067,8268.467
2021-05-01,No Data Reported,5827.548,272.194,71.968,14.323,86.29,125.742,187.742,183.258,147.742,1814.065,8558.29
2021-06-01,No Data Reported,6606.9,240.233,69.367,14.133,83.5,133.3,178.567,107.367,227.0,1814.833,9308.2
2021-07-01,No Data Reported,6398.129,164.613,74.065,14.161,88.226,131.065,139.323,192.194,162.065,1614.065,8801.452
2021-08-01,No Data Reported,6236.484,256.581,75.903,12.419,88.323,133.323,224.258,110.677,201.323,1551.419,8714.065
2021-09-01,No Data Reported,6525.167,224.4,77.8,12.933,90.733,136.667,221.6,147.2,189.833,1488.967,8933.833
2021-10-01,No Data Reported,5971.355,290.581,101.419,10.968,112.387,159.645,218.29,69.0,212.452,1215.032,8136.355
2021-11-01,No Data Reported,6333.667,330.2,125.5,17.267,142.767,182.433,112.567,32.3,221.6,1261.933,8474.7
2021-12-01,No Data Reported,6428.677,291.548,156.71,14.226,170.935,211.194,143.129,54.129,209.097,1215.677,8553.452
2022-01-01,No Data Reported,6397.258,241.806,168.355,13.355,181.71,224.194,127.516,69.839,165.516,950.645,8176.774
2022-02-01,No Data Reported,6159.714,399.179,188.464,13.964,202.429,243.036,109.214,46.714,258.107,1240.536,8456.5
2022-03-01,No Data Reported,6416.903,188.871,129.613,16.742,146.355,195.129,124.29,60.226,193.194,1269.968,8448.581
2022-04-01,No Data Reported,6059.567,128.6,92.133,14.933,107.067,154.533,122.867,113.433,187.767,1480.567,8247.333
2022-05-01,No Data Reported,6163.613,179.613,74.355,14.097,88.452,137.903,123.71,144.194,205.0,1394.097,8348.129
2022-06-01,No Data Reported,6473.7,116.667,75.933,11.933,87.867,124.633,126.733,142.333,232.1,1408.933,8625.1
2022-07-01,No Data Reported,6597.129,169.677,86.032,13.806,99.839,139.419,138.645,130.065,160.677,1408.355,8743.968
2022-08-01,No Data Reported,6333.065,176.032,87.355,13.903,101.258,163.484,85.355,93.968,191.71,1323.774,8367.387
2022-09-01,No Data Reported,6269.0,126.833,90.533,8.4,98.933,147.567,81.3,121.267,196.433,1086.733,8029.133
2022-10-01,No Data Reported,6239.419,105.548,119.097,6.097,125.194,175.097,131.032,79.355,203.968,1210.806,8145.226
2022-11-01,No Data Reported,6252.733,227.633,132.533,10.767,143.3,195.467,143.7,99.133,250.067,1173,8341.733
2022-12-01,No Data Reported,5999.419,211.323,138.032,13.581,151.613,194.806,121.419,98.29,183.968,1216.806,8026.032
2023-01-01,No Data Reported,6300.387,290.194,166.452,14.903,181.355,230.645,115.387,108.097,165.065,1219.258,8429.032
2023-02-01,No Data Reported,6630.75,300.036,172.179,14.536,186.714,232.929,188.036,75.893,202.357,1299,8929.0
2023-03-01,No Data Reported,6303.129,155.258,139.097,14.452,153.548,202.29,144.71,93.613,109.613,1234,8242.613
2023-04-01,No Data Reported,6220.267,155.667,82.067,13.767,95.833,141.667,138.233,150.8,100.1,1594,8500.733
2023-05-01,No Data Reported,6464.742,168.194,65.839,15.581,81.419,128.452,152.677,200.129,86.548,1346.935,8547.677
2023-06-01,No Data Reported,6517.633,138.033,70.433,15.067,85.5,130.467,144.133,140.033,103.467,1686.667,8860.433
2023-07-01,No Data Reported,6305.323,117.935,70.161,14.516,84.677,132.323,128.452,96.871,78.484,1430.29,8289.677
2023-08-01,No Data Reported,6988.839,133.484,82.323,16.323,98.645,145.452,93.903,84.258,72.484,1419.29,8937.71
2023-09-01,No Data Reported,6683.067,118.867,83.233,15.233,98.467,146.7,109.4,158.6,124.667,1282.8,8624.1
2023-10-01,Not Available,6130.387,105.774,92.871,12.452,105.323,148.613,102.032,78.484,105.484,1216.323,7887.097
2023-11-01,No Data Reported,6926.467,129.1,123.1,12.433,135.533,183.4,88.367,126.9,91.367,1112.567,8658.167
2023-12-01,No Data Reported,6421.774,227.419,145.968,17.194,163.161,207.71,125.903,100.903,89.742,1289.548,8463.0
2024-01-01,No Data Reported,6627.323,184.935,130.258,11.419,141.677,192.161,122.581,58.548,114.323,1149.097,8448.968
2024-02-01,No Data Reported,6537.103,175.966,155.586,15.207,170.793,213.862,90.483,40.966,123.069,1145.759,8327.207
2024-03-01,No Data Reported,6196.194,180.516,119.742,10.774,130.516,174.968,148.935,65.871,107.516,1164.484,8038.484
2024-04-01,No Data Reported,6578.033,127.833,72.667,11.1,83.767,126.9,126.833,138.033,115.0,1415.533,8628.167
2024-05-01,No Data Reported,7055.484,123.387,87.484,12.71,100.194,147.742,115.129,146.0,123.161,1445.871,9156.774
2024-06-01,No Data Reported,6664.133,107.8,70.633,16.2,86.833,140.8,117.133,109.8,86.567,1482.5,8708.733
2024-07-01,No Data Reported,7122.839,108.161,80.129,14.871,95.0,150.032,86.774,120.032,90.548,1386.516,9064.903
2024-08-01,No Data Reported,6325.419,139.355,84.742,13.903,98.645,152.032,120.742,127.968,92.0,1186.71,8144.226
2024-09-01,No Data Reported,6455.933,141.533,112.433,14.933,127.367,185.9,72.933,53.5,97.067,1169.1,8175.967
2024-10-01,No Data Reported,6062.645,135.839,Not Available,Not Available,109.714,Not Available,97.129,50.935,124.548,Not Available,7519.774
2024-11-01,No Data Reported,6831.0,124.833,Not Available,Not Available,127.167,Not Available,121.033,72.833,109.8,Not Available,8443.9
