Month,"Crude Oil Imports, SPR","Crude Oil Imports, Total",Distillate Fuel Oil Imports,Propane Imports,Propylene Imports,Propane/Propylene Imports,Total Hydrocarbon Gas Liquids Imports,Jet Fuel Imports,Finished Motor Gasoline Imports,Residual Fuel Oil Imports,Other Petroleum Products Imports,Total Petroleum Imports
1973-01-01,Not Applicable,2732.032,364.161,Not Available,Not Available,130.129,312.323,230.871,59.387,2019.065,139.258,5857.097
1973-02-01,Not Applicable,2872.607,731.214,Not Available,Not Available,121.107,311.714,221.393,95.25,2146.821,128.286,6507.286
1973-03-01,Not Applicable,3161.968,602.323,Not Available,Not Available,89.0,260.161,152.387,70.742,2195.548,167.032,6610.161
1973-04-01,Not Applicable,3048.633,240.233,Not Available,Not Available,49.1,201.233,145.1,63.4,1705.333,189.433,5593.367
1973-05-01,Not Applicable,3214.645,267.774,Not Available,Not Available,51.484,216.645,210.548,101.484,1667.968,161.871,5840.935
1973-06-01,Not Applicable,3220.433,222.0,Not Available,Not Available,38.533,163.167,163.567,173.8,1760.8,186.5,5890.267
1973-07-01,Not Applicable,3500.968,318.387,Not Available,Not Available,34.839,198.548,231.516,132.581,1597.355,199.581,6178.935
1973-08-01,Not Applicable,3592.516,287.581,Not Available,Not Available,55.129,239.774,179.774,164.226,1913.323,213.935,6591.129
1973-09-01,Not Applicable,3470.567,313.3,Not Available,Not Available,42.267,205.5,234.933,127.2,1849.033,210.933,6411.467
1973-10-01,Not Applicable,3738.871,450.903,Not Available,Not Available,80.871,248.581,246.323,194.194,1597.065,156.677,6632.613
1973-11-01,Not Applicable,3452.333,492.3,Not Available,Not Available,93.767,286.133,274.7,216.4,1978.833,221.633,6922.333
1973-12-01,Not Applicable,2891.387,439.194,Not Available,Not Available,64.677,231.613,258.548,202.161,1825.613,207.258,6055.774
1974-01-01,Not Applicable,2381.903,463.774,Not Available,Not Available,123.516,304.355,135.806,162.806,1733.129,188.935,5370.71
1974-02-01,Not Applicable,2247.857,306.321,Not Available,Not Available,96.0,293.679,74.964,184.393,1904.036,204.786,5216.036
1974-03-01,Not Applicable,2462.226,286.871,Not Available,Not Available,64.871,224.323,138.742,224.516,1713.484,223.645,5273.806
1974-04-01,Not Applicable,3267.033,220.4,Not Available,Not Available,55.8,214.633,132.167,259.667,1592.833,292.9,5979.633
1974-05-01,Not Applicable,3907.71,267.903,Not Available,Not Available,72.194,181.71,205.258,250.129,1362.323,318.323,6493.355
1974-06-01,Not Applicable,3924.9,219.633,Not Available,Not Available,35.0,199.367,140.967,210.8,1499.633,164.667,6359.967
1974-07-01,Not Applicable,4091.452,220.581,Not Available,Not Available,20.129,163.355,214.226,211.677,1473.903,161.323,6536.516
1974-08-01,Not Applicable,3923.677,124.806,Not Available,Not Available,30.0,163.065,206.194,253.194,1519.903,170.355,6361.194
1974-09-01,Not Applicable,3796.9,152.367,Not Available,Not Available,26.533,166.3,216.733,201.867,1421.467,96.167,6051.8
1974-10-01,Not Applicable,3809.548,237.452,Not Available,Not Available,56.548,200.194,160.71,171.065,1465.355,130.839,6175.161
1974-11-01,Not Applicable,3957.967,454.3,Not Available,Not Available,51.267,207.867,139.767,174.133,1752.667,111.7,6798.4
1974-12-01,Not Applicable,3869.0,514.774,Not Available,Not Available,75.258,229.677,178.032,140.968,1630.161,104.194,6666.806
1975-01-01,Not Applicable,4029.065,334.032,Not Available,Not Available,112.452,257.032,229.387,261.774,1657.226,92.129,6860.645
1975-02-01,Not Applicable,3828.357,301.893,Not Available,Not Available,69.857,181.179,199.571,170.857,1402.464,91.786,6176.107
1975-03-01,Not Applicable,3656.29,255.194,Not Available,Not Available,45.806,177.613,129.677,149.839,1292.71,68.677,5730.0
1975-04-01,Not Applicable,3377.933,109.9,Not Available,Not Available,38.967,176.133,137.4,132.967,1053.933,52.033,5040.3
1975-05-01,Not Applicable,3486.194,136.29,Not Available,Not Available,20.774,97,133.452,141.871,1160.161,59.065,5214.032
1975-06-01,Not Applicable,3904.733,69.067,Not Available,Not Available,43.467,166.267,105.767,176.8,902.367,81.3,5406.3
1975-07-01,Not Applicable,4192.452,103.839,Not Available,Not Available,58.968,172.677,87.742,208.871,1124.613,68.774,5958.968
1975-08-01,Not Applicable,4581.161,92.065,Not Available,Not Available,42.419,162.806,132.29,231.742,1020.677,77.516,6298.258
1975-09-01,Not Applicable,4689.167,129.5,Not Available,Not Available,68.0,208.933,140.067,269.233,1310.733,56.633,6804.267
1975-10-01,Not Applicable,4389.29,104.258,Not Available,Not Available,80.677,198.387,106.161,207.0,1251.355,72.71,6329.161
1975-11-01,Not Applicable,4623.433,96.467,Not Available,Not Available,62.833,195.7,88.9,139.333,1225.4,49.767,6419.0
1975-12-01,Not Applicable,4476.161,138.097,Not Available,Not Available,80.968,231.742,109.387,118.742,1283.129,68.065,6425.323
1976-01-01,Not Applicable,4594.419,163.258,Not Available,Not Available,91.968,240,68.968,91.935,1455.129,99.903,6713.613
1976-02-01,Not Applicable,4207.931,217.517,Not Available,Not Available,63.931,269.862,70.966,83.69,1773.724,88.103,6711.793
1976-03-01,Not Applicable,4738.032,153.484,Not Available,Not Available,59.968,194.065,85.806,122.774,1342.258,50.258,6686.677
1976-04-01,Not Applicable,4789.567,95.833,Not Available,Not Available,46.067,171,108.367,99.333,1257.6,73.633,6595.333
1976-05-01,Not Applicable,4669.29,96.548,Not Available,Not Available,31.258,144.387,105.645,111.645,1133.935,61.613,6323.065
1976-06-01,Not Applicable,5627.767,150.567,Not Available,Not Available,53.633,162.967,68.167,187.7,1228.633,48.633,7474.433
1976-07-01,Not Applicable,5791.613,126.355,Not Available,Not Available,50.935,147.226,130.323,189.774,1455.097,43.258,7883.645
1976-08-01,Not Applicable,5555.516,130.935,Not Available,Not Available,42.774,160.161,37.774,141.419,1307.065,49.323,7382.194
1976-09-01,Not Applicable,5874.567,148.833,Not Available,Not Available,54.567,152.067,62.833,170.633,1451.733,63.433,7924.1
1976-10-01,Not Applicable,5688.935,143.806,Not Available,Not Available,101.29,203.065,50.129,137.548,1269.548,42.871,7535.903
1976-11-01,Not Applicable,5945.567,134.633,Not Available,Not Available,97.167,244.333,55.667,145.967,1474.467,59.633,8060.267
1976-12-01,Not Applicable,5925.355,195.806,Not Available,Not Available,117.645,269.387,72.129,83.548,1827.742,73.355,8447.323
1977-01-01,Not Applicable,6281.355,347.194,Not Available,Not Available,129.032,244.355,77.194,230.968,1614.516,107.419,8903.0
1977-02-01,Not Applicable,6659.071,664.321,Not Available,Not Available,151.7,269.964,74.321,188.214,1996.143,145.286,9997.321
1977-03-01,Not Applicable,6699.161,547.097,Not Available,Not Available,123.548,240.71,98.742,257.323,1447.871,91.806,9382.71
1977-04-01,Not Applicable,6820.6,153.033,Not Available,Not Available,75.22,198.6,85.8,268.533,1139.867,56.2,8722.633
1977-05-01,Not Applicable,6817.871,98.613,Not Available,Not Available,55.381,165.032,57.194,201.871,1144.516,86,8571.097
1977-06-01,Not Applicable,7065.3,134.733,Not Available,Not Available,78.607,203.233,30.133,245.933,1180.567,77.233,8937.133
1977-07-01,Not Applicable,7067.871,190.548,Not Available,Not Available,67.813,157.323,85.387,248.0,1270.935,75.161,9095.226
1977-08-01,Not Applicable,6395.0,161.387,Not Available,Not Available,88.981,203.968,70.581,189.645,1440.839,113.032,8574.452
1977-09-01,Not Applicable,6429.333,168.7,Not Available,Not Available,62.853,148.1,53.133,221.633,1457.933,87.933,8566.767
1977-10-01,93.226,6501.903,149.839,Not Available,Not Available,70.735,167.903,67.226,179.194,1217.71,80.355,8364.129
1977-11-01,73.233,6321.067,188.267,Not Available,Not Available,84.053,187.067,106.933,178.933,1093.7,58.767,8134.733
1977-12-01,79.129,6326.645,227.097,Not Available,Not Available,135.484,254.226,89.516,197.355,1347.839,82.29,8524.968
1978-01-01,113.581,6239.935,195.806,Not Available,Not Available,109.116,200.452,60.097,214.258,1380.161,41.677,8332.387
1978-02-01,108.679,5764.143,212.214,Not Available,Not Available,97.107,207.107,76.5,200.464,1581.786,76.929,8119.143
1978-03-01,131.871,6163.355,192.677,Not Available,Not Available,68.71,131.839,98.484,140.903,1709.839,63.871,8500.968
1978-04-01,107.667,5626.967,99.733,Not Available,Not Available,50.733,100.867,121.8,177.433,1574.567,41.333,7742.7
1978-05-01,132.645,5727.032,125.29,Not Available,Not Available,43.806,109.258,107.581,168.677,1231.065,62.065,7530.968
1978-06-01,145.9,6468.367,146.4,Not Available,Not Available,59.527,108.7,58.933,233.967,1031.367,60.267,8108.0
1978-07-01,153.613,6329.097,149.387,Not Available,Not Available,56.355,121.677,104.935,211.548,1295.0,65.581,8277.226
1978-08-01,183.516,6434.581,143.258,Not Available,Not Available,37.226,92.774,86.323,179.0,1275.0,81.226,8292.161
1978-09-01,224.5,7053.333,162.967,Not Available,Not Available,35.093,106.033,74.867,250.867,1318.133,69.867,9036.067
1978-10-01,194.645,6595.129,178.065,Not Available,Not Available,59.852,116.484,65.419,180.29,1120.548,57.484,8313.419
1978-11-01,187.533,6831.0,222.967,Not Available,Not Available,64.88,122.067,88.6,147.2,1352.5,87.767,8852.1
1978-12-01,244.548,6996.032,253.71,Not Available,Not Available,100.077,257.71,86.129,182.161,1409.452,56.161,9241.355
1979-01-01,204.323,6925.194,225.871,Not Available,Not Available,129.89,255.452,96.71,178.871,1370.774,95.161,9148.032
1979-02-01,178.643,6522.464,195.607,Not Available,Not Available,116.357,252.464,93.536,159.714,1300.0,67.464,8591.25
1979-03-01,122.129,6374.226,175.903,Not Available,Not Available,85.465,256.71,60.839,167.806,1641.677,83.29,8760.452
1979-04-01,65.867,6211.3,150.4,Not Available,Not Available,87.38,160.3,48.833,155.7,1133.933,32.933,7893.4
1979-05-01,97.484,6260.613,185.484,Not Available,Not Available,59.019,254.581,77.935,144.935,1050.677,116.613,8090.839
1979-06-01,64.867,6647.267,179.567,Not Available,Not Available,73.127,175.233,57.0,260.5,879.933,127.5,8327.0
1979-07-01,41.129,6602.419,224.516,Not Available,Not Available,79.6,240.258,90.419,222.452,1064.516,113.935,8558.516
1979-08-01,35.258,6808.774,217.581,Not Available,Not Available,96.735,236.806,48.613,147.516,1022.839,107.806,8589.935
1979-09-01,No Data Reported,6425.533,125.5,Not Available,Not Available,97.007,194.833,84.3,134.867,979.267,78.7,8023.0
1979-10-01,No Data Reported,6889.774,211.355,Not Available,Not Available,89.542,193.161,89.774,150.226,1041.677,112.258,8688.226
1979-11-01,No Data Reported,6227.9,192.567,Not Available,Not Available,135.133,267.433,83.333,182.233,1046.1,141.5,8141.067
1979-12-01,No Data Reported,6318.097,229.323,Not Available,Not Available,128.606,273,108.065,263.29,1277.742,158.935,8628.452
1980-01-01,No Data Reported,6405.839,178.839,Not Available,Not Available,129.439,282.355,96.323,141.387,1338.839,154.452,8598.032
1980-02-01,No Data Reported,6013.414,236.759,Not Available,Not Available,104.979,265.379,42.69,153.69,1121.966,110.793,7944.69
1980-03-01,No Data Reported,5695.419,193.29,Not Available,Not Available,69.071,224.355,99.71,154.581,976.323,108.71,7452.387
1980-04-01,No Data Reported,5597.667,153.967,Not Available,Not Available,60.153,196.4,109.767,154.533,775.233,118.333,7105.9
1980-05-01,No Data Reported,5106.419,125.613,Not Available,Not Available,51.2,188.677,72.548,132.032,811.903,141.516,6578.71
1980-06-01,No Data Reported,5480.033,107.867,Not Available,Not Available,66.783,192.733,86.2,147.5,749.3,130.733,6894.367
1980-07-01,No Data Reported,4843.161,117.419,Not Available,Not Available,44.071,177.516,93.065,149.065,787.419,89.548,6257.194
1980-08-01,No Data Reported,4802.774,76.839,Not Available,Not Available,62.677,165.968,66.548,140.806,874.516,64.452,6191.903
1980-09-01,53.933,4707.267,100.933,Not Available,Not Available,81.967,223.033,76.633,105.867,905.767,119.6,6239.1
1980-10-01,130.645,4768.032,114.645,Not Available,Not Available,116.477,261.774,85.645,151.613,875.323,121.839,6378.871
1980-11-01,142.1,4680.167,133.133,Not Available,Not Available,106.587,239.733,63.433,126.433,1024.333,140.667,6407.9
1980-12-01,197.935,5082.194,166.419,Not Available,Not Available,109.645,299.258,60.355,121.387,1025.387,139.161,6894.161
1981-01-01,106.009,4932.468,273.39,Not Available,Not Available,111.465,318.514,14.65,137.522,1015.363,135.561,6827.467
1981-02-01,79.972,4873.226,324.651,Not Available,Not Available,142.536,337.591,37.613,111.298,953.996,133.884,6772.259
1981-03-01,139.61,4521.292,147.318,Not Available,Not Available,82.426,267.421,75.629,170.624,699.17,146.752,6028.206
1981-04-01,272.352,4338.227,116.116,Not Available,Not Available,60.573,222.168,55.026,186.306,583.781,166.309,5667.934
1981-05-01,385.567,4286.625,178.789,Not Available,Not Available,72.613,197.306,46.718,149.782,741.226,174.824,5775.27
1981-06-01,317.957,4060.587,224.877,Not Available,Not Available,78.213,209.336,68.443,185.907,540.381,145.833,5435.364
1981-07-01,175.013,4295.534,178.67,Not Available,Not Available,87.848,218.361,34.879,150.836,829.859,108.189,5816.329
1981-08-01,257.064,4179.247,174.185,Not Available,Not Available,67.216,200.857,47.443,123.611,819.056,222.786,5767.186
1981-09-01,435.33,4740.428,129.072,Not Available,Not Available,68.477,205.022,45.529,169.134,841.209,234.246,6364.639
1981-10-01,453.347,4380.34,118.653,Not Available,Not Available,117.152,313.121,14.043,146.999,785.581,200.604,5959.34
1981-11-01,271.481,4045.94,124.468,Not Available,Not Available,109.76,301.531,9.081,148.263,880.195,231.809,5741.288
1981-12-01,165.485,4136.695,94.955,Not Available,Not Available,110.948,261.125,7.403,197.307,915.907,229.606,5842.998
1982-01-01,170.023,3692.866,97.266,Not Available,Not Available,123.606,328.163,10.265,128.073,831.065,244.556,5332.253
1982-02-01,159.406,2989.58,132.124,Not Available,Not Available,101.561,295.889,62.449,133.179,956.286,237.212,4806.719
1982-03-01,185.102,2874.331,48.422,Not Available,Not Available,80.535,229.023,38.713,183.235,912.29,198.141,4484.156
1982-04-01,189.812,2848.911,59.338,Not Available,Not Available,56.977,193.431,47.463,185.021,788.233,255.628,4378.026
1982-05-01,203.877,3308.946,73.963,Not Available,Not Available,60.881,198.191,30.621,182.349,741.742,275.652,4811.463
1982-06-01,104.56,3836.434,101.796,Not Available,Not Available,64.947,219.954,2.808,230.155,651.533,284.428,5327.108
1982-07-01,97.218,4247.645,124.898,Not Available,Not Available,70.116,276.936,30.844,225.394,656.548,327.44,5889.707
1982-08-01,208.366,3851.401,79.557,Not Available,Not Available,45.884,129.422,26.287,291.371,550.387,315.351,5243.776
1982-09-01,139.21,3635.97,60.92,Not Available,Not Available,99.197,282.529,30.117,223.326,872.2,309.24,5414.304
1982-10-01,216.205,3669.866,90.595,Not Available,Not Available,80.584,241.07,20.146,185.142,782.806,316.289,5305.913
1982-11-01,179.554,3862.154,145.076,Not Available,Not Available,124.037,305.985,39.735,211.341,836.3,343.729,5744.32
1982-12-01,123.577,3000.155,108.722,Not Available,Not Available,78.116,263.223,7.262,178.155,747.0,301.046,4605.562
1983-01-01,218.549,2964.242,68.216,Not Available,Not Available,78.084,255.636,26.788,153.166,690.627,279.072,4437.746
1983-02-01,197.063,2267.096,58.515,Not Available,Not Available,112.571,313.104,8.124,128.01,646.922,304.233,3726.004
1983-03-01,200.699,2289.899,42.391,Not Available,Not Available,53.09,170.651,35.392,185.55,686.23,279.401,3689.513
1983-04-01,205.105,3118.381,73.234,Not Available,Not Available,53.813,128.695,15.367,254.868,753.391,383.143,4727.079
1983-05-01,288.704,3359.771,146.681,Not Available,Not Available,60.539,186.09,29.244,304.525,737.81,324.942,5089.063
1983-06-01,189.881,3577.005,178.718,Not Available,Not Available,59.55,175.383,25.57,276.589,677.217,415.733,5326.215
1983-07-01,273.884,3870.923,266.615,Not Available,Not Available,37.171,218.089,30.1,302.412,684.282,368.421,5740.842
1983-08-01,350.431,4226.538,301.49,Not Available,Not Available,37.684,194.515,40.141,249.892,739.419,407.362,6159.356
1983-09-01,308.852,4210.291,258.854,Not Available,Not Available,61.41,190.891,43.897,279.129,706.071,440.3,6129.433
1983-10-01,201.992,3445.817,260.18,Not Available,Not Available,52.958,177.217,49.464,329.617,638.47,357.516,5258.282
1983-11-01,170.51,3336.762,203.003,Not Available,Not Available,51.27,194.355,22.691,268.783,780.046,404.259,5209.899
1983-12-01,192.746,3212.903,220.521,Not Available,Not Available,84.968,264.027,24.044,223.842,648.886,438.618,5032.841
1984-01-01,199.915,3054.871,298.625,Not Available,Not Available,99.419,287.225,65.023,231.025,1059.022,434.263,5430.054
1984-02-01,84.537,2950.248,454.035,Not Available,Not Available,80.069,300.21,114.018,298.601,1151.448,424.198,5692.759
1984-03-01,147.578,3469.568,115.094,Not Available,Not Available,65.258,282.378,48.826,355.204,635.565,394.558,5301.192
1984-04-01,169.881,3417.476,220.273,Not Available,Not Available,49.3,173.715,102.916,318.872,650.614,488.444,5372.311
1984-05-01,245.791,3942.247,252.786,Not Available,Not Available,55.774,283.46,56.363,345.704,564.898,533.163,5978.621
1984-06-01,308.914,3546.393,256.355,Not Available,Not Available,47.0,198.404,52.032,296.301,684.588,448.143,5482.215
1984-07-01,328.946,3646.394,198.57,Not Available,Not Available,32.935,163.249,40.213,246.852,597.185,514.767,5407.231
1984-08-01,180.025,3248.156,259.165,Not Available,Not Available,59.065,212.206,98.028,241.931,572.424,412.365,5044.277
1984-09-01,53.286,3342.261,290.662,Not Available,Not Available,57.4,191.549,33.425,348.945,605.942,438.797,5251.582
1984-10-01,186.521,3751.16,420.547,Not Available,Not Available,83.161,249.004,56.034,308.068,460.702,533.313,5778.828
1984-11-01,219.106,3583.287,315.5,Not Available,Not Available,91.633,284.668,36.468,285.605,584.991,496.339,5586.858
1984-12-01,228.995,3136.286,190.332,Not Available,Not Available,84.645,270.719,39.344,307.884,627.443,360.58,4932.587
1985-01-01,222.735,2716.69,271.551,Not Available,Not Available,102.452,284.274,67.52,203.607,567.748,303.654,4415.044
1985-02-01,97.755,2107.663,142.998,Not Available,Not Available,111.571,253.146,37.642,347.606,579.645,444.43,3913.13
1985-03-01,48.027,2785.925,155.936,Not Available,Not Available,71.355,269.019,46.656,480.889,477.434,457.061,4672.921
1985-04-01,108.238,3401.486,253.348,Not Available,Not Available,43.4,171.668,17.215,494.279,382.948,595.163,5316.108
1985-05-01,222.472,3730.226,197.108,Not Available,Not Available,40.161,221.497,29.609,480.186,393.85,723.822,5776.299
1985-06-01,154.546,3188.164,151.933,Not Available,Not Available,55.5,250.417,34.689,396.263,400.309,507.504,4929.28
1985-07-01,225.692,3202.774,95.277,Not Available,Not Available,47.806,190.415,50.854,426.08,437.16,547.024,4949.585
1985-08-01,115.638,3114.426,81.481,Not Available,Not Available,49.355,181.888,12.946,304.562,423.863,598.526,4717.692
1985-09-01,70.762,3154.883,222.493,Not Available,Not Available,51.367,187.855,34.313,314.247,617.492,439.158,4970.441
1985-10-01,20.181,3237.979,261.528,Not Available,Not Available,79.516,271.095,54.963,323.849,541.462,430.216,5121.091
1985-11-01,52.75,3998.583,280.439,Not Available,Not Available,76.733,219.941,41.806,410.33,627.493,537.514,6116.105
1985-12-01,74.219,3695.51,286.753,Not Available,Not Available,77.645,322.208,37.35,386.226,681.288,421.324,5830.659
1986-01-01,51.484,3471.839,324.871,Not Available,Not Available,137.484,303.166,27.445,332.419,622.032,490.935,5572.707
1986-02-01,23.786,2967.857,168.821,Not Available,Not Available,62.321,224.293,34.92,334.357,604.25,341.964,4676.463
1986-03-01,59.194,2988.419,217.29,Not Available,Not Available,49.613,219.844,29.27,224.452,626.355,406.419,4712.049
1986-04-01,62.967,3684.0,147.233,Not Available,Not Available,44.733,156.452,43.4,291.267,545.367,571.7,5439.418
1986-05-01,35.613,4250.226,148.871,Not Available,Not Available,90.129,221.334,53.71,470.871,674.581,580.323,6399.914
1986-06-01,63.767,4635.1,168.567,Not Available,Not Available,113.0,302.349,85.167,391.8,712.1,552.8,6847.882
1986-07-01,52.194,4726.097,312.645,Not Available,Not Available,133.806,314.781,121.288,337.452,673.387,456,6941.649
1986-08-01,50.742,4859.258,370.129,Not Available,Not Available,128.0,281.092,85.0,302.774,793.419,476.387,7168.06
1986-09-01,46.9,5030.767,261.667,Not Available,Not Available,177.7,314.078,60.1,302.8,641.4,478.867,7089.678
1986-10-01,36.548,4418.806,243.032,Not Available,Not Available,128.871,276.354,37.742,322.097,634.516,494.581,6427.128
1986-11-01,45.133,4614.8,254.067,Not Available,Not Available,136.6,322.164,58.705,279.733,574.167,488.133,6591.769
1986-12-01,47.581,4412.387,338.742,Not Available,Not Available,115.742,237.668,48.097,319.613,912.581,431.29,6700.377
1987-01-01,92.323,4385.258,222.194,Not Available,Not Available,78.839,203.11,42.619,392.677,700.903,406.387,6353.149
1987-02-01,44.321,3866.429,253.0,Not Available,Not Available,82.643,215.158,66.795,308.857,668.071,606.143,5984.453
1987-03-01,94.871,3779.355,296.871,Not Available,Not Available,58.935,144.528,82.709,364.097,558.935,567.452,5793.946
1987-04-01,56.6,4132.133,191.5,Not Available,Not Available,60.733,170.065,64.932,373.767,475.767,503,5911.164
1987-05-01,92.161,4340.29,202.839,Not Available,Not Available,66.935,146.663,66.897,353.871,504.581,457.484,6072.624
1987-06-01,63.733,4806.567,265.433,Not Available,Not Available,45.1,131.421,65.654,384.633,480.9,634.1,6768.708
1987-07-01,76.355,5294.548,380.645,Not Available,Not Available,85.129,201.151,72.778,451.968,720.677,465.935,7587.703
1987-08-01,63.194,5509.742,222.0,Not Available,Not Available,81.516,199.29,54.262,395.774,512.29,560.387,7453.745
1987-09-01,63.9,5110.4,221.533,Not Available,Not Available,144.367,288.816,83.338,421.2,526.4,526.267,7177.955
1987-10-01,56.806,5141.613,237.032,Not Available,Not Available,136.194,241.078,82.615,356.032,414.226,594.935,7067.532
1987-11-01,96.5,5012.967,187.467,Not Available,Not Available,122.0,243.296,54.952,483.867,567.5,517.667,7067.714
1987-12-01,67.968,4639.516,377.581,Not Available,Not Available,91.419,227.317,67.826,319.516,650.161,551.581,6833.498
1988-01-01,66.806,4661.774,424.323,Not Available,Not Available,125.968,236.761,84.765,357.387,805.129,610.871,7181.01
1988-02-01,49.31,4650.448,383.0,Not Available,Not Available,137.966,270.329,70.347,396.828,900.552,584.31,7255.814
1988-03-01,22.645,4868.129,246.71,Not Available,Not Available,88.71,176.423,96.976,348.839,650.323,556.935,6944.334
1988-04-01,77.5,5167.067,210.433,Not Available,Not Available,87.967,216.403,83.701,399.267,495.367,698.133,7270.371
1988-05-01,21.935,5339.032,252.839,Not Available,Not Available,78.613,173.85,111.843,437.29,431.935,722.032,7468.822
1988-06-01,70.233,5322.233,221.633,Not Available,Not Available,77.267,152.105,77.94,427.967,336.2,700.833,7238.911
1988-07-01,41.613,5100.0,221.677,Not Available,Not Available,125.903,234.194,87.855,482.129,479.29,691.742,7296.887
1988-08-01,25.677,5089.226,278.968,Not Available,Not Available,120.0,260.628,102.955,493.839,581.032,579.065,7385.712
1988-09-01,83.533,5211.833,306.8,Not Available,Not Available,107.333,199.73,61.202,443.233,697.9,584.933,7505.632
1988-10-01,43.323,5550.968,336.226,Not Available,Not Available,103.613,226.924,145.71,352.097,603.355,614.645,7829.924
1988-11-01,88.933,5069.767,327.233,Not Available,Not Available,112.0,279.301,78.767,451.333,784.767,723,7714.168
1988-12-01,27.097,5230.065,409.065,Not Available,Not Available,106.387,225.095,74.434,277.129,975.29,536.065,7727.142
1989-01-01,64.839,5661.194,346.258,Not Available,Not Available,153.903,249.645,100.613,352.742,909.258,635.258,8254.968
1989-02-01,84.464,5304.964,330.607,Not Available,Not Available,140.214,275.143,119.571,422.5,876.643,702.071,8031.5
1989-03-01,75.258,5035.484,438.903,Not Available,Not Available,100.581,153.774,100.806,380.742,705.935,640.484,7456.129
1989-04-01,59.467,5749.867,301.3,Not Available,Not Available,92.5,130.567,127.333,370.2,681.233,717.333,8077.833
1989-05-01,77.226,5729.161,289.516,Not Available,Not Available,80.194,118.516,119.581,355.484,538.355,627.258,7777.871
1989-06-01,55.267,5975.633,232.7,Not Available,Not Available,104.5,157.267,123.933,385.933,533.267,568.533,7977.267
1989-07-01,75.065,6213.806,334.387,Not Available,Not Available,105.645,201.774,113.484,382.903,556.29,566.355,8369.0
1989-08-01,31.871,6565.065,254.452,Not Available,Not Available,106.194,213.226,89.968,359.968,501.484,575.839,8560.0
1989-09-01,58.533,6027.8,249.167,Not Available,Not Available,106.567,185.5,94.767,319.9,454.0,671.2,8002.333
1989-10-01,37.194,6186.548,260.903,Not Available,Not Available,108.903,179.258,73.871,389.065,583.194,628.581,8301.419
1989-11-01,40.533,6171.1,306.9,Not Available,Not Available,107.5,186.433,90.633,406.167,542.6,637.2,8341.033
1989-12-01,11.742,5463.258,324.452,Not Available,Not Available,122.129,215.097,114.839,306.419,680.194,475.161,7579.419
1990-01-01,23.935,6212.0,505.097,Not Available,Not Available,186.323,279.806,162.839,416.548,825.065,795.968,9197.323
1990-02-01,11.75,5894.5,357.143,Not Available,Not Available,152.286,245.964,158.464,411.357,662.786,669,8399.214
1990-03-01,43.677,6116.935,280.581,Not Available,Not Available,118.032,158.839,120.032,270.323,334.839,683.065,7964.613
1990-04-01,37.967,5813.1,308.4,Not Available,Not Available,116.1,154.6,102.833,328.467,558.567,591.7,7857.667
1990-05-01,89.129,6453.774,209.194,Not Available,Not Available,146.871,216.903,118.806,584.968,506.968,743.355,8833.968
1990-06-01,16.633,6423.467,257.0,Not Available,Not Available,100.3,205.233,125.0,375.933,484.967,875.267,8746.867
1990-07-01,No Data Reported,6855.29,236.258,Not Available,Not Available,90.903,160.226,99.452,431.903,536.226,728.903,9048.258
1990-08-01,95.032,6451.613,293.355,Not Available,Not Available,112.839,267.387,83.0,313.097,573.903,661.484,8643.839
1990-09-01,No Data Reported,5663.567,226.433,Not Available,Not Available,77.467,153.333,81.433,253.6,312.9,670.067,7361.333
1990-10-01,No Data Reported,5131.613,189.903,Not Available,Not Available,91.226,169.161,71.065,191.968,383.129,579.903,6716.742
1990-11-01,No Data Reported,5084.967,238.033,Not Available,Not Available,71.867,156.9,93.367,259.233,386.933,783.333,7002.767
1990-12-01,No Data Reported,4610.645,239.129,Not Available,Not Available,112.581,193.839,82.258,263.581,484.452,565.161,6439.065
1991-01-01,No Data Reported,5295.71,192.032,Not Available,Not Available,104.548,166.677,67.258,228.0,424.516,729.194,7103.387
1991-02-01,No Data Reported,5485.286,139.357,Not Available,Not Available,90.25,153.714,43.75,114.571,384.071,544.607,6865.357
1991-03-01,No Data Reported,5166.097,205.581,Not Available,Not Available,55.968,131.742,64.742,235.032,332.065,510.903,6646.161
1991-04-01,No Data Reported,5529.233,257.733,Not Available,Not Available,101.3,179.167,73.333,381.233,415.7,581.167,7417.567
1991-05-01,No Data Reported,6363.129,186.194,Not Available,Not Available,90.032,149.387,87.452,528.065,424.581,779.452,8518.258
1991-06-01,No Data Reported,6333.967,208.567,Not Available,Not Available,80.6,192.2,63.967,363.6,511.7,570.633,8244.633
1991-07-01,No Data Reported,5954.742,154.677,Not Available,Not Available,90.968,170.645,67.226,232.097,420.258,755.774,7755.419
1991-08-01,No Data Reported,6644.774,168.032,Not Available,Not Available,72.548,147.419,87.935,385.419,599.161,636.903,8669.645
1991-09-01,No Data Reported,5811.567,237.167,Not Available,Not Available,92.467,150.267,92.1,312.1,481.2,742.033,7826.433
1991-10-01,No Data Reported,5683.29,206.581,Not Available,Not Available,146.258,247.065,58.774,236.194,438.065,597.484,7467.452
1991-11-01,No Data Reported,5528.433,248.633,Not Available,Not Available,82.367,180.633,56.0,322.2,454.8,824.433,7615.133
1991-12-01,No Data Reported,5564.774,251.839,Not Available,Not Available,86.29,166.645,42.0,215.839,547.419,548.581,7337.097
1992-01-01,No Data Reported,5956.129,231.548,Not Available,Not Available,90.226,170.226,38.968,246.129,363.774,705.29,7712.065
