Month,Asphalt and Road Oil Consumed by the Industrial Sector,Distillate Fuel Oil Consumed by the Industrial Sector,Propane Consumed by the Industrial Sector,Propylene Consumed by the Industrial Sector,Propane/Propylene Consumed by the Industrial Sector,Total Hydrocarbon Gas Liquids Consumed by the Industrial Sector,Kerosene Consumed by the Industrial Sector,Lubricants Consumed by the Industrial Sector,Motor Gasoline Consumed by the Industrial Sector,Petroleum Coke Consumed by the Industrial Sector,Residual Fuel Oil Consumed by the Industrial Sector,Other Petroleum Products Consumed by the Industrial Sector,Total Petroleum Consumed by the Industrial Sector
1975-01-01,188.129,924.76,276.639,51.645,328.284,914.116,79.571,71.844,108.265,244.846,913.686,1000.452,4445.67
1975-02-01,189.893,822.894,109.446,56.5,165.946,716.032,91.51,55.923,106.35,247.061,741.218,907.714,3878.595
1975-03-01,199.935,796.145,96.216,52.484,148.7,699.061,60.513,51.51,110.356,221.903,818.268,914.903,3872.596
1975-04-01,311.033,765.666,140.434,44.2,184.634,691.14,52.901,70.571,117.201,239.625,576.192,875.9,3700.229
1975-05-01,424.0,547.706,173.726,53.161,226.887,696.158,35.231,66.725,119.874,216.412,574.404,925.29,3605.801
1975-06-01,594.033,490.519,206.747,65.467,272.214,750.96,47.797,73.257,123.448,231.091,553.349,954.667,3819.121
1975-07-01,642.387,485.713,344.738,63.29,408.029,967.28,35.29,67.248,122.827,270.115,540.739,1031.032,4162.632
1975-08-01,637.419,463.663,390.944,68.903,459.847,998.376,38.735,73.049,122.264,251.191,400.809,1005.645,3991.151
1975-09-01,644.667,362.288,369.226,67.667,436.892,978.172,45.251,72.765,117.386,250.154,676.735,1015.833,4163.251
1975-10-01,582.129,636.45,324.063,62.806,386.869,1037.379,52.876,76.995,118.24,273.978,627.855,1024.226,4430.129
1975-11-01,398.5,473.917,191.079,63.5,254.579,884.119,53.13,60.662,111.472,250.1,683.795,1040.133,3955.828
1975-12-01,199.323,792.409,262.851,69.29,332.141,1004.348,99.657,68.944,118.77,252.214,788.313,1077.548,4401.526
1976-01-01,165.613,952.101,283.886,69.226,353.112,984.848,104.243,60.211,100.673,265.072,725.561,1120.71,4479.033
1976-02-01,174.138,758.21,165.017,65.69,230.707,836.92,76.19,68.938,98.552,241.719,913.701,1185.207,4353.575
1976-03-01,257.129,756.416,73.272,77.129,150.401,694.433,55.512,84.175,108.418,251.023,806.733,1152.355,4166.194
1976-04-01,326.633,687.926,128.055,72.533,200.588,743.615,48.607,77.597,112.649,243.657,720.292,1113.3,4074.276
1976-05-01,461.226,588.991,142.521,73.774,216.295,777.256,27.294,71.686,107.827,243.976,767.521,1102.323,4148.099
1976-06-01,578.7,514.811,276.372,69.767,346.139,859.679,42.183,81.871,117.724,236.98,695.282,1161.967,4289.197
1976-07-01,597.774,532.548,309.721,75.065,384.786,867.521,34.808,81.449,115.101,209.616,702.591,1173.258,4314.666
1976-08-01,669.645,503.819,343.29,73.387,416.677,968.471,32.969,71.385,112.787,289.097,736.41,1133.452,4518.035
1976-09-01,603.6,679.33,316.694,76.733,393.428,948.434,52.303,80.053,111.376,254.349,753.755,1112.133,4595.333
1976-10-01,502.516,819.357,366.649,51.71,418.359,1004.669,54.44,72.764,109.024,228.327,749.788,1102.065,4642.95
1976-11-01,380.5,764.22,342.015,63.967,405.981,1035.988,75.481,74.19,110.742,210.425,923.553,1123.467,4698.566
1976-12-01,206.645,1047.59,337.774,71.677,409.451,1045.271,106.579,73.556,112.309,234.775,1011.837,1235.516,5074.078
1977-01-01,162.871,1041.855,249.405,74.419,323.824,883.444,141.027,73.674,92.348,262.944,742.581,1232.0,4632.743
1977-02-01,189.0,1071.112,404.634,67.786,472.42,1107.277,104.528,64.119,98.448,245.224,1064.608,1347.429,5291.745
1977-03-01,263.935,845.133,100.404,65.29,165.694,756.462,56.93,98.209,98.565,266.633,967.756,1289.516,4643.14
1977-04-01,334.067,768.831,109.109,71.0,180.109,796.536,46.746,81.238,104.803,236.07,862.664,1295.1,4526.055
1977-05-01,488.903,676.056,190.317,76.903,267.22,851.453,41.838,88.123,100.297,247.886,748.256,1221.613,4464.426
1977-06-01,676.233,679.027,304.76,73.933,378.693,977.793,38.797,90.289,108.338,236.922,851.722,1261.867,4920.988
1977-07-01,605.484,611.374,276.696,73.258,349.954,900.374,53.593,82.035,106.15,342.768,617.909,1293.903,4613.591
1977-08-01,692.161,639.902,330.718,72.613,403.331,941.041,46.245,91.574,105.872,268.074,829.918,1317.419,4932.205
1977-09-01,623.4,664.644,334.064,77.833,411.897,928.351,51.011,81.426,104.39,293.77,893.318,1256.033,4896.342
1977-10-01,568.774,790.578,298.294,74.935,373.23,964.784,74.837,81.769,101.741,271.837,863.933,1301.871,5020.124
1977-11-01,385.633,908.074,250.83,82.167,332.996,990.463,67.053,81.255,102.61,278.103,833.47,1361.933,5008.596
1977-12-01,228.032,1026.506,240.172,72.516,312.688,939.894,108.702,70.605,105.226,244.186,874.47,1358.032,4955.655
1978-01-01,147.194,1113.6,243.278,64.806,308.084,984.575,133.111,70.555,83.562,267.668,766.465,1352.323,4919.051
1978-02-01,165.107,1199.308,232.605,74.964,307.569,912.648,136.694,80.227,86.004,236.617,938.072,1376.0,5130.676
1978-03-01,250.226,1019.935,109.685,72.387,182.072,768.762,85.852,80.525,90.738,247.742,853.155,1311.871,4708.807
1978-04-01,352.7,857.18,37.888,79.833,117.722,700.115,46.292,90.478,90.08,187.987,928.773,1391.1,4644.704
1978-05-01,514.71,814.26,175.158,74.452,249.609,835.822,53.518,92.652,96.609,266.706,766.443,1419.548,4860.268
1978-06-01,706.533,663.268,262.724,75.367,338.09,873.67,38.981,99.546,98.969,243.299,659.878,1436.567,4820.711
1978-07-01,699.968,602.4,253.697,65.774,319.471,888.942,40.404,85.535,94.751,235.509,698.489,1384.452,4730.451
1978-08-01,805.903,600.054,285.997,65.387,351.384,853.422,48.239,95.588,98.459,271.311,669.088,1392.71,4834.775
1978-09-01,681.667,500.337,351.638,93.733,445.372,1066.338,74.949,87.906,92.535,254.569,698.566,1433.233,4890.101
1978-10-01,698.935,672.557,355.555,86.613,442.168,1065.865,74.121,92.171,93.151,255.5,662.435,1373.419,4988.155
1978-11-01,448.433,872.761,208.315,88.0,296.315,1018.442,75.935,96.615,93.842,281.28,704.741,1404.367,4996.415
1978-12-01,252.226,984.402,152.664,85.258,237.922,1077.231,97.695,86.862,93.196,252.09,645.063,1418.548,4907.313
1979-01-01,193.774,1159.096,586.6,72.516,659.116,1516.838,150.752,88.953,81.824,228.555,675.761,1429.71,5525.263
1979-02-01,196.5,1213.055,577.393,82.714,660.107,1471.904,154.254,85.957,86.903,232.278,778.42,1429.357,5648.628
1979-03-01,265.097,931.655,452.08,90.581,542.66,1303.502,72.446,103.369,86.599,238.907,1032.949,1479.355,5513.879
1979-04-01,350.7,761.269,388.252,86.6,474.852,1180.272,71.468,99.1,84.515,205.387,683.874,1435.233,4871.819
1979-05-01,529.097,802.398,359.966,89.71,449.676,1230.182,63.228,106.255,86.412,209.948,689.872,1525.742,5243.134
1979-06-01,677.133,668.415,451.745,83.933,535.679,1187.292,63.738,96.015,86.141,286.316,651.037,1540.067,5256.155
1979-07-01,673.29,655.506,462.149,90.903,553.053,1231.611,59.459,87.642,82.68,232.171,556.422,1480.581,5059.361
1979-08-01,755.774,713.989,545.096,77.645,622.741,1318.696,72.196,97.911,87.812,325.314,593.142,1466.742,5431.576
1979-09-01,658.167,603.364,547.248,67.567,614.815,1327.425,72.913,82.284,82.428,234.48,705.203,1400.3,5166.563
1979-10-01,632.065,777.36,639.14,65.968,705.107,1403.424,82.532,96.716,84.101,253.357,729.238,1474.484,5533.276
1979-11-01,461.6,780.843,570.14,66.333,636.474,1459.054,69.9,91.215,81.352,222.373,760.516,1482.333,5409.186
1979-12-01,300.065,911.514,517.453,76.71,594.163,1429.953,100.688,71.799,80.626,239.557,802.037,1530.387,5466.627
1980-01-01,181.839,732.606,657.087,72.258,729.345,1667.484,131.76,90.827,79.05,236.181,668.339,1614.258,5402.344
1980-02-01,200.483,803.106,481.162,78.621,559.783,1407.434,127.903,89.093,82.472,212.115,670.498,1570.862,5163.967
1980-03-01,220.839,794.134,378.256,76.677,454.933,1246.946,96.43,83.876,80.094,210.836,659.112,1554.226,4946.493
1980-04-01,284.567,616.599,216.422,81.2,297.622,1060.096,77.599,87.683,85.018,253.227,683.519,1576.033,4724.341
1980-05-01,427.355,501.68,414.079,73.194,487.273,1256.237,61.954,76.527,84.138,239.545,592.482,1446.581,4686.498
1980-06-01,553.467,488.586,386.128,71.267,457.395,1196.135,65.123,79.352,83.234,186.324,586.978,1430.833,4670.032
1980-07-01,595.548,484.61,364.396,66.645,431.041,1059.496,63.271,70.97,84.302,249.058,486.127,1285.968,4379.35
1980-08-01,589.387,451.333,431.506,61.29,492.796,1104.858,75.612,71.301,83.121,205.617,447.74,1284.71,4313.679
1980-09-01,588.133,638.755,494.096,70.4,564.496,1346.019,72.299,83.569,81.392,255.781,610.225,1405.867,5082.041
1980-10-01,520.419,658.848,577.406,64.742,642.148,1396.203,80.011,91.258,83.298,221.225,569.659,1386.645,5007.566
1980-11-01,346.433,515.848,377.222,70.767,447.989,1253.975,68.453,81.066,77.937,288.021,533.876,1466.467,4632.078
1980-12-01,239.0,769.142,552.407,71.935,624.342,1519.949,129.303,78.883,82.917,251.508,535.148,1505.097,5110.947
1981-01-01,182.482,894.85,607.628,69.258,676.886,1492.55,92.738,76.263,81.39,282.078,559.097,1029.332,4690.781
1981-02-01,159.455,720.926,529.407,68.75,598.157,1457.421,65.326,86.84,79.737,206.846,619.669,1078.042,4474.262
1981-03-01,221.475,804.644,366.611,66.968,433.579,1327.127,46.404,81.262,79.763,270.607,502.073,996.945,4330.301
1981-04-01,301.235,641.071,384.436,68.733,453.17,1152.596,38.793,93.647,83.555,252.735,444.929,1105.165,4113.726
1981-05-01,353.421,570.465,341.371,72.29,413.661,1204.558,35.076,77.824,83.715,203.73,448.248,1347.771,4324.808
1981-06-01,460.33,598.66,446.649,68.3,514.949,1251.736,34.327,73.539,88.941,279.382,438.467,1108.162,4333.543
1981-07-01,490.602,552.032,409.174,65.613,474.786,1186.086,37.354,84.496,86.349,211.518,399.865,1110.45,4158.753
1981-08-01,517.868,564.156,431.719,87.226,518.945,1117.829,38.673,71.337,83.992,241.522,426.842,1065.926,4128.146
1981-09-01,464.32,643.242,607.208,66.567,673.774,1300.584,38.385,79.561,84.311,288.475,436.054,1065.278,4400.21
1981-10-01,438.696,581.789,618.901,60.839,679.739,1378.391,55.0,87.722,83.244,225.492,393.521,963.885,4207.74
1981-11-01,323.081,562.228,419.856,59.2,479.056,1271.636,62.759,63.277,80.651,285.685,447.148,908.749,4005.215
1981-12-01,176.364,704.292,482.073,59.968,542.041,1265.976,80.817,70.944,84.553,248.717,548.591,939.009,4119.263
1982-01-01,96.241,941.348,612.455,53.839,666.294,1365.084,108.585,66.212,65.702,294.316,446.424,798.116,4182.028
1982-02-01,138.572,730.365,450.68,43.107,493.787,1219.944,93.896,77.591,68.294,283.726,637.786,864.894,4115.068
1982-03-01,177.248,645.426,460.582,55.484,516.065,1303.914,62.126,69.114,71.277,293.427,499.523,837.541,3959.595
1982-04-01,238.526,689.814,452.25,58.1,510.35,1291.213,57.559,78.026,76.028,253.742,558.776,869.763,4113.449
1982-05-01,341.839,580.492,525.094,63.226,588.32,1268.897,54.873,68.835,73.356,253.09,454.396,868.255,3964.032
1982-06-01,493.222,579.132,509.333,52.367,561.7,1182.077,43.718,77.874,75.343,221.077,420.994,892.826,3986.262
1982-07-01,533.613,477.771,613.078,54.742,667.82,1371.436,50.943,70.948,74.848,271.962,390.098,841.599,4083.219
1982-08-01,591.876,542.297,576.868,52.548,629.416,1209.69,41.416,71.224,72.904,271.91,414.846,1024.285,4240.448
1982-09-01,513.451,471.249,637.511,56.833,694.344,1421.724,57.031,76.593,71.989,221.622,378.564,867.885,4080.11
1982-10-01,490.585,590.259,567.007,42.871,609.878,1335.384,74.741,67.558,70.441,194.329,408.884,875.805,4107.986
1982-11-01,298.292,594.241,613.657,43.933,657.59,1347.523,73.969,82.419,72.468,168.545,484.163,838.987,3960.606
1982-12-01,181.537,573.599,486.29,56.032,542.322,1409.954,99.161,57.815,72.185,222.709,396.53,890.174,3903.664
1983-01-01,120.283,512.114,542.533,47.871,590.404,1377.362,43.854,58.404,53.507,161.695,407.455,770.498,3505.172
1983-02-01,136.435,519.383,450.395,53.143,503.538,1210.22,38.101,66.424,53.061,224.829,357.805,976.393,3582.65
1983-03-01,199.292,583.653,286.938,54.677,341.615,965.215,31.195,79.701,60.449,175.373,400.144,1097.701,3592.724
1983-04-01,258.077,513.691,285.499,64.067,349.566,918.986,33.715,72.736,57.058,185.256,357.633,1103.838,3500.989
1983-05-01,413.009,505.103,295.254,69.968,365.222,1037.948,25.676,79.369,58.514,206.162,400.704,989.303,3715.788
1983-06-01,567.028,485.713,380.71,72.9,453.61,1040.577,16.765,78.775,61.845,205.957,321.198,1124.83,3902.686
1983-07-01,575.719,406.38,414.848,68.355,483.203,1233.055,21.465,75.235,59.827,301.468,236.975,1068.225,3978.349
1983-08-01,655.207,490.659,431.678,61.871,493.549,1187.688,22.386,77.823,61.331,258.484,277.022,1036.424,4067.024
1983-09-01,593.148,551.883,594.568,59.133,653.702,1421.292,26.073,86.263,59.487,246.384,335.552,1019.133,4339.214
1983-10-01,457.898,560.53,530.006,56.484,586.49,1218.045,27.186,86.289,58.26,241.794,320.559,1013.82,3984.382
1983-11-01,349.474,651.508,449.916,64.267,514.183,1264.62,39.936,74.661,58.391,270.546,382.27,1029.809,4121.215
1983-12-01,139.514,666.466,590.918,59.613,650.531,1450.353,57.293,67.137,60.541,223.228,343.116,936.971,3944.62
1984-01-01,134.766,736.534,640.11,64.774,704.885,1586.014,37.452,69.672,77.837,270.085,520.499,953.222,4386.08
1984-02-01,159.826,565.988,447.265,68.345,515.61,1437.196,20.201,91.228,77.426,240.351,504.418,1041.524,4138.158
1984-03-01,201.734,698.347,383.266,66.226,449.491,1282.782,22.749,88.828,81.113,273.742,477.075,1053.444,4179.813
1984-04-01,287.086,649.445,338.006,61.267,399.273,1224.473,20.03,93.221,82.952,238.961,458.307,1055.992,4110.467
1984-05-01,433.915,618.617,372.152,65.806,437.959,1338.797,11.302,75.72,85.614,273.517,372.498,1027.354,4237.334
1984-06-01,598.697,500.49,435.119,62.967,498.086,1343.019,15.352,81.882,88.302,194.488,358.584,994.228,4175.042
1984-07-01,629.735,455.578,464.043,76.935,540.978,1419.494,15.991,73.813,84.865,223.365,306.185,1107.428,4316.455
1984-08-01,716.557,402.434,542.554,68.548,611.102,1519.038,14.488,80.23,88.133,257.516,268.842,1046.075,4393.314
1984-09-01,636.083,521.869,519.346,66.533,585.879,1426.712,20.736,83.456,81.863,237.365,348.197,848.344,4204.625
1984-10-01,542.113,594.291,626.479,55.677,682.157,1568.899,14.966,84.122,83.614,282.384,297.852,940.26,4408.501
1984-11-01,356.242,535.653,496.064,70.333,566.397,1368.63,31.03,75.97,84.49,219.336,392.066,828.952,3892.37
1984-12-01,196.785,490.574,465.158,69.323,534.48,1427.996,24.652,63.668,81.446,213.236,337.584,994.289,3830.232
1985-01-01,141.354,801.154,536.53,69.419,605.95,1464.401,44.931,70.178,105.63,215.1,363.222,768.707,3974.677
1985-02-01,166.089,686.681,474.871,74.357,549.228,1407.121,32.896,83.737,109.608,237.587,341.406,965.153,4030.278
1985-03-01,239.889,628.051,372.041,70.677,442.718,1316.428,13.108,77.497,110.884,257.44,347.405,816.368,3807.069
1985-04-01,365.162,553.284,312.695,82.533,395.228,1194.395,13.996,83.523,115.734,230.077,352.423,1017.147,3925.74
1985-05-01,484.646,475.178,388.458,80.29,468.749,1321.717,12.06,81.571,117.471,293.61,354.636,991.947,4132.836
1985-06-01,596.765,451.522,495.218,73.3,568.518,1397.818,15.331,77.782,116.418,249.224,280.27,1031.943,4217.072
1985-07-01,696.001,339.556,526.272,76.226,602.497,1390.497,9.735,71.205,116.609,286.004,273.699,967.542,4150.848
1985-08-01,680.038,407.218,495.135,69.774,564.909,1359.393,16.6,82.258,120.491,315.502,284.849,1011.681,4278.03
1985-09-01,635.756,421.542,577.327,70.967,648.294,1485.194,14.369,71.03,110.307,220.89,268.215,887.377,4114.678
1985-10-01,538.517,553.279,753.15,67.645,820.795,1671.214,18.213,79.242,114.753,276.58,271.493,826.131,4349.422
1985-11-01,340.568,435.138,522.373,65.033,587.407,1338.807,19.26,64.28,112.648,290.989,397.523,827.869,3827.082
1985-12-01,198.207,571.764,502.672,67.839,570.51,1541.704,46.945,56.196,113.019,258.773,375.222,805.453,3967.283
1986-01-01,195.246,667.371,463.77,80.888,544.658,1423.238,26.89,38.145,99.412,280.166,304.795,868.75,3904.013
1986-02-01,147.802,684.474,366.4,75.773,442.173,1329.137,22.119,72.666,98.908,304.075,344.349,956.319,3959.85
1986-03-01,215.966,631.142,284.694,67.394,352.088,1251.701,19.665,84.76,106.337,291.0,349.802,1053.241,4003.614
1986-04-01,411.247,579.655,296.926,70.401,367.327,1101.36,8.47,81.56,108.627,193.224,366.913,1039.532,3890.589
1986-05-01,515.764,510.067,320.384,79.884,400.268,1119.526,10.671,86.85,108.655,266.97,325.71,1153.308,4097.521
1986-06-01,648.129,391.604,297.386,77.481,374.867,1116.134,4.813,85.16,110.225,332.638,311.259,1110.562,4110.524
1986-07-01,685.091,407.931,354.21,81.415,435.625,1237.238,9.759,73.186,113.687,204.108,267.28,930.701,3928.98
1986-08-01,695.587,394.271,431.406,87.263,518.669,1253.024,15.589,72.767,113.676,264.692,271.272,1079.516,4160.395
1986-09-01,700.822,406.028,590.918,86.558,677.476,1403.076,8.924,82.561,104.955,317.159,287.326,1003.97,4314.819
1986-10-01,598.722,564.36,726.609,81.248,807.856,1603.695,15.797,79.283,110.844,219.45,290.446,941.438,4424.035
1986-11-01,323.481,572.49,603.777,85.356,689.133,1555.4,18.572,66.922,105.176,237.768,328.914,898.888,4107.611
1986-12-01,221.486,744.245,593.092,86.92,680.011,1477.173,24.784,54.635,109.208,262.16,405.417,829.029,4128.137
1987-01-01,184.689,716.313,564.294,87.304,651.598,1495.953,22.653,80.064,97.278,358.355,291.98,997.494,4244.777
1987-02-01,174.767,728.017,458.853,80.654,539.506,1368.828,21.453,86.55,101.165,264.144,308.923,1134.641,4188.488
1987-03-01,247.504,562.473,364.266,77.96,442.226,1266.968,15.137,89.16,103.67,266.081,232.515,963.398,3746.906
1987-04-01,389.359,585.296,452.41,83.774,536.184,1307.584,6.261,92.769,108.877,274.076,261.369,1154.561,4180.154
1987-05-01,535.443,439.849,396.119,81.289,477.409,1201.699,6.962,79.147,111.056,246.911,210.194,1118.145,3949.408
1987-06-01,670.134,478.646,455.775,81.821,537.595,1376.762,8.7,94.788,112.233,288.703,224.287,1159.38,4413.633
1987-07-01,746.814,403.198,603.368,88.944,692.312,1508.699,7.398,84.784,112.855,311.59,247.064,1120.147,4542.548
1987-08-01,709.377,337.072,521.244,82.578,603.822,1356.757,9.38,78.433,109.238,333.256,208.001,1053.713,4195.227
1987-09-01,705.607,495.992,707.23,84.708,791.938,1571.438,10.46,80.664,107.257,253.487,312.37,997.981,4535.256
1987-10-01,567.095,601.519,613.077,85.28,698.357,1542.841,18.053,77.236,108.748,309.439,238.299,900.628,4363.858
1987-11-01,419.926,473.766,478.227,89.143,567.37,1486.036,15.866,67.016,106.455,312.174,227.332,811.0,3919.572
1987-12-01,229.744,633.703,472.518,87.304,559.823,1517.21,22.133,82.279,107.942,305.251,284.744,1062.391,4245.396
1988-01-01,96.596,695.692,609.669,89.588,699.258,1638.032,26.512,67.788,91.566,319.666,262.775,934.174,4132.801
1988-02-01,207.521,716.015,538.674,88.416,627.09,1524.194,21.142,87.573,96.303,309.406,339.513,1044.811,4346.477
1988-03-01,262.232,703.233,445.844,86.016,531.86,1373.699,15.139,87.67,100.184,329.438,318.037,1193.055,4382.687
1988-04-01,360.98,438.968,233.101,89.644,322.745,1116.879,10.186,79.072,101.651,305.302,308.485,1206.564,3928.085
1988-05-01,549.9,418.491,354.907,92.7,447.607,1226.059,10.224,89.78,99.912,328.413,182.266,1192.313,4097.358
1988-06-01,725.046,439.545,422.368,88.615,510.983,1272.85,6.989,78.755,106.948,226.375,188.165,1257.034,4301.705
1988-07-01,682.607,275.874,501.184,94.741,595.925,1372.958,8.465,75.973,102.361,257.675,158.738,1244.086,4178.736
1988-08-01,805.537,369.324,547.741,98.255,645.996,1453.771,8.543,84.826,103.38,345.864,165.843,1280.055,4617.141
1988-09-01,709.232,412.357,670.043,96.473,766.516,1639.449,12.189,83.469,101.293,301.856,228.236,1082.371,4570.452
1988-10-01,580.425,605.764,571.5,96.975,668.475,1595.12,13.104,78.496,99.476,277.979,210.535,1220.424,4681.324
1988-11-01,403.131,572.062,532.793,94.053,626.845,1554.345,17.524,82.372,100.946,325.561,228.489,1136.867,4421.297
1988-12-01,224.849,715.164,569.835,95.143,664.978,1621.978,23.106,59.294,100.474,343.438,261.511,1150.493,4500.308
1989-01-01,141.558,580.237,558.711,88.387,647.098,1595.485,23.553,73.36,95.424,378.59,214.215,1100.082,4202.503
1989-02-01,199.316,681.324,556.386,92.893,649.279,1516.743,21.647,85.436,100.717,281.181,204.865,1171.884,4263.112
1989-03-01,226.159,616.807,480.502,125.935,606.438,1465.244,14.216,96.53,104.991,260.422,191.545,1376.649,4352.564
1989-04-01,359.54,499.606,349.143,106.5,455.643,1288.31,11.049,82.496,101.256,261.848,196.77,1220.552,4021.426
1989-05-01,502.787,505.025,341.802,104.613,446.415,1215.093,8.704,100.601,104.418,343.074,153.083,1173.762,4106.547
1989-06-01,620.29,479.501,446.585,106.667,553.252,1352.252,11.08,88.736,110.075,290.694,153.38,1276.836,4382.842
1989-07-01,687.625,288.508,440.579,106.968,547.546,1295.643,8.252,69.268,103.224,295.448,175.41,1185.576,4108.954
1989-08-01,804.006,425.869,522.332,105.0,627.332,1356.171,7.017,83.028,109.178,354.645,142.748,1134.507,4417.171
1989-09-01,649.114,420.882,659.389,102.367,761.756,1559.623,7.508,80.431,102.435,289.305,123.015,1200.731,4433.045
1989-10-01,636.89,554.824,679.159,91.387,770.546,1592.868,14.997,85.519,103.301,276.091,201.794,1022.43,4488.714
1989-11-01,400.56,619.903,571.18,95.0,666.18,1419.68,17.256,75.549,104.028,311.389,159.34,1024.24,4131.945
1989-12-01,184.783,766.559,645.929,92.484,738.413,1414.22,26.282,60.977,104.838,255.93,225.361,1062.733,4101.684
1990-01-01,223.109,671.479,322.398,99.323,421.72,1194.139,12.054,82.426,88.697,342.581,242.344,1372.026,4228.855
1990-02-01,206.231,680.825,385.386,110.464,495.851,1203.779,13.215,95.501,95.848,318.749,223.306,1149.924,3987.378
1990-03-01,274.379,720.545,426.848,100.0,526.848,1280.719,6.675,92.25,97.97,324.141,169.545,1235.915,4202.139
1990-04-01,362.427,581.372,559.794,102.4,662.194,1377.161,6.39,75.542,95.076,278.277,161.31,1348.691,4286.246
1990-05-01,541.913,504.466,484.609,98.194,582.803,1314.286,2.177,89.991,98.243,280.721,184.684,1306.229,4322.71
1990-06-01,681.902,449.569,353.189,98.3,451.489,1168.889,1.633,72.056,100.384,303.513,175.15,1411.647,4364.743
1990-07-01,717.14,329.127,495.331,112.032,607.364,1336.847,2.3,87.223,100.077,314.609,176.23,1418.771,4482.324
1990-08-01,802.963,595.131,574.623,104.387,679.01,1448.268,5.517,99.798,104.083,338.963,177.21,1219.125,4791.056
1990-09-01,721.111,444.11,548.052,102.1,650.152,1556.719,4.293,90.522,92.317,342.391,144.269,1138.021,4533.752
1990-10-01,610.828,508.993,630.22,102.71,732.93,1669.672,2.545,89.817,96.48,318.096,153.381,1017.118,4466.929
1990-11-01,418.698,583.292,441.155,113.167,554.321,1458.055,3.243,73.374,96.682,364.02,142.644,962.04,4102.048
1990-12-01,218.102,434.6,420.927,119.484,540.411,1342.895,11.571,61.896,93.171,370.907,202.737,1112.446,3848.327
1991-01-01,173.101,741.691,628.184,119.419,747.603,1621.12,10.934,77.433,93.213,270.829,135.442,1184.484,4308.246
1991-02-01,200.793,534.032,467.097,125.071,592.169,1490.311,6.608,62.841,95.925,259.146,150.546,1057.735,3857.938
