Month,Asphalt and Road Oil Consumed by the Industrial Sector,Distillate Fuel Oil Consumed by the Industrial Sector,Propane Consumed by the Industrial Sector,Propylene Consumed by the Industrial Sector,Propane/Propylene Consumed by the Industrial Sector,Total Hydrocarbon Gas Liquids Consumed by the Industrial Sector,Kerosene Consumed by the Industrial Sector,Lubricants Consumed by the Industrial Sector,Motor Gasoline Consumed by the Industrial Sector,Petroleum Coke Consumed by the Industrial Sector,Residual Fuel Oil Consumed by the Industrial Sector,Other Petroleum Products Consumed by the Industrial Sector,Total Petroleum Consumed by the Industrial Sector
1991-03-01,235.794,551.016,331.468,120.645,452.113,1314.081,5.077,72.948,98.436,304.242,160.069,997.854,3739.517
1991-04-01,370.478,484.658,344.117,120.0,464.117,1309.484,4.601,75.004,100.116,359.666,144.53,1118.322,3966.859
1991-05-01,487.198,431.036,414.699,129.548,544.248,1333.602,3.167,81.652,104.324,284.39,117.29,1096.969,3939.629
1991-06-01,633.31,407.466,438.829,122.733,561.562,1457.395,1.912,77.113,104.592,293.251,163.687,1109.895,4248.622
1991-07-01,661.28,329.742,601.253,130.355,731.608,1626.156,1.618,84.996,106.069,319.18,133.42,1141.728,4404.19
1991-08-01,681.997,390.672,624.932,119.742,744.674,1563.19,2.025,70.732,105.6,308.041,152.676,1186.797,4461.73
1991-09-01,695.025,509.149,675.341,127.667,803.007,1697.007,0.605,82.391,99.359,339.417,135.445,1183.111,4741.508
1991-10-01,607.726,572.829,573.375,122.452,695.826,1520.02,3.165,77.232,102.142,371.621,135.143,1141.27,4531.148
1991-11-01,342.254,560.58,402.104,125.3,527.404,1534.104,13.599,70.031,98.312,328.719,148.351,1204.742,4300.692
1991-12-01,229.43,571.529,424.308,133.581,557.889,1538.147,12.749,70.181,101.334,338.272,170.273,1075.592,4107.508
1992-01-01,186.003,654.796,525.983,127.935,653.918,1554.402,12.905,77.343,95.484,368.399,191.801,1149.396,4290.529
1992-02-01,202.352,676.362,574.897,126.966,701.863,1742.208,8.394,76.285,96.795,314.098,206.859,944.119,4267.472
1992-03-01,233.259,665.333,396.442,130.161,526.603,1397.087,9.364,75.831,99.213,371.538,174.651,1219.378,4245.654
1992-04-01,381.233,552.093,408.543,142.967,551.509,1373.276,3.842,81.168,100.622,367.24,163.621,1329.432,4352.526
1992-05-01,511.017,434.433,392.378,140.516,532.894,1391.636,2.215,94.612,101.875,396.658,164.274,1260.931,4357.652
1992-06-01,692.323,340.171,488.52,139.967,628.487,1574.12,1.161,81.966,103.701,438.5,153.46,1290.989,4676.392
1992-07-01,656.568,385.62,518.252,137.935,656.188,1567.123,6.3,74.586,106.188,396.65,148.015,1348.207,4689.258
1992-08-01,702.185,368.714,581.511,137.419,718.93,1521.382,-1.815,73.284,102.591,377.113,143.895,1364.012,4651.361
1992-09-01,693.202,426.993,593.018,134.6,727.618,1536.952,2.288,79.008,102.098,274.868,129.197,1368.013,4612.62
1992-10-01,584.463,574.987,642.291,136.903,779.194,1791.259,3.825,73.646,102.013,380.163,174.317,1175.335,4860.008
1992-11-01,368.92,505.306,670.176,140.367,810.542,1858.409,3.829,72.245,98.725,341.06,159.347,1246.355,4654.196
1992-12-01,228.392,648.48,729.073,135.29,864.363,1816.169,4.287,59.061,102.813,311.495,208.676,1211.388,4590.761
1993-01-01,140.662,605.772,497.286,125.29,622.576,1572.963,7.894,70.824,83.131,302.725,185.074,1059.269,4028.314
1993-02-01,220.255,745.12,492.047,138.643,630.69,1551.94,12.66,73.096,89.059,336.05,206.135,1119.195,4353.509
1993-03-01,273.958,682.099,487.585,136.097,623.682,1555.747,6.849,85.63,92.53,358.444,187.1,1268.572,4510.929
1993-04-01,408.466,444.848,318.49,126.133,444.624,1367.09,3.715,80.038,93.098,310.917,211.788,1236.783,4156.744
1993-05-01,477.059,327.867,385.378,129.516,514.895,1385.572,1.607,73.039,94.984,333.648,205.804,1160.895,4060.475
1993-06-01,702.771,368.962,431.862,137.067,568.928,1460.662,-2.07,87.572,96.42,382.763,145.057,1189.082,4431.219
1993-07-01,708.273,258.568,491.196,139.258,630.454,1621.261,2.826,76.539,97.481,330.486,177.741,1280.964,4554.138
1993-08-01,755.541,310.176,564.178,137.581,701.758,1510.984,4.173,87.984,98.471,349.456,140.522,1120.996,4378.304
1993-09-01,706.347,493.416,642.437,135.733,778.171,1622.571,5.217,85.362,95.26,332.714,207.967,1245.709,4794.563
1993-10-01,622.866,596.995,605.972,130.065,736.037,1762.456,1.594,73.723,92.441,279.842,200.151,1225.165,4855.233
1993-11-01,431.105,754.864,602.441,131.3,733.741,1742.975,15.942,81.458,94.326,339.367,214.285,1118.928,4793.249
1993-12-01,232.017,734.865,502.819,134.516,637.335,1567.561,15.815,63.076,95.937,304.071,251.379,1084.598,4349.319
1994-01-01,173.79,745.939,749.682,113.968,863.65,1923.746,13.34,77.032,92.569,333.9,206.239,1176.943,4743.499
1994-02-01,207.183,685.801,534.318,130.643,664.96,1664.496,12.073,81.579,96.479,315.904,266.605,1353.729,4683.849
1994-03-01,302.431,606.898,370.747,127.0,497.747,1524.102,8.633,89.084,98.071,274.669,185.041,1183.031,4271.96
1994-04-01,401.737,546.251,370.22,144.767,514.986,1482.686,8.542,85.539,100.308,344.733,197.247,1340.568,4507.61
1994-05-01,529.143,401.861,329.795,142.419,472.214,1437.311,2.523,83.337,101.38,382.945,194.254,1300.178,4432.932
1994-06-01,713.24,438.923,503.328,140.867,644.195,1553.061,-0.526,90.951,105.063,390.497,157.198,1228.354,4676.761
1994-07-01,696.534,252.152,566.626,144.871,711.497,1774.658,3.592,78.817,104.563,318.998,161.362,1292.534,4683.211
1994-08-01,750.017,458.759,650.094,149.774,799.869,1771.094,7.216,80.152,105.758,313.533,180.491,1255.537,4922.557
1994-09-01,715.665,531.727,689.77,145.533,835.303,1834.37,2.594,77.263,100.995,307.094,137.133,1183.147,4889.988
1994-10-01,598.518,502.719,805.561,145.0,950.561,1927.852,8.696,86.111,100.099,349.416,160.945,1236.844,4971.201
1994-11-01,443.161,585.31,554.441,158.733,713.174,1727.041,13.659,69.567,98.989,314.61,165.222,1083.031,4500.59
1994-12-01,263.613,527.655,645.22,164.194,809.414,1836.091,17.824,80.978,105.081,300.498,184.691,1404.949,4721.38
1995-01-01,170.548,683.022,632.144,156.839,788.983,1777.176,12.708,76.892,96.688,326.688,142.551,1084.799,4371.073
1995-02-01,283.607,729.876,581.325,151.214,732.539,1752.254,14.114,78.537,100.974,335.713,178.523,1267.284,4740.883
1995-03-01,263.387,629.672,429.9,159.419,589.319,1493.513,8.276,88.438,105.115,319.598,133.972,1251.01,4292.982
1995-04-01,391.5,473.266,415.504,165.533,581.037,1618.837,5.846,69.975,103.277,296.906,137.555,1257.688,4354.85
1995-05-01,557.71,398.386,461.047,156.903,617.951,1672.047,6.931,84.872,106.549,359.199,132.005,1122.978,4440.677
1995-06-01,701.467,562.372,601.613,157.633,759.247,1660.913,3.977,81.649,110.957,333.193,156.098,1189.559,4800.185
1995-07-01,700.677,265.947,497.085,160.419,657.504,1597.31,2.802,70.953,106.465,363.807,134.265,1221.679,4463.907
1995-08-01,794.29,411.251,581.254,157.355,738.608,1742.318,4.668,86.978,110.509,284.012,146.329,1220.458,4800.814
1995-09-01,698.133,629.683,728.772,160.8,889.572,1922.839,3.553,79.489,105.094,333.807,148.293,1136.93,5057.822
1995-10-01,633.806,515.015,639.334,158.226,797.56,1879.011,6.009,85.651,105.025,296.331,142.238,1052.129,4715.216
1995-11-01,401.5,546.963,591.671,150.367,742.038,1793.738,10.495,84.924,106.172,329.068,133.854,1173.26,4579.973
1995-12-01,228.742,559.87,637.578,150.742,788.32,1825.062,10.624,74.968,104.495,358.348,177.896,1197.435,4537.439
1996-01-01,211.226,715.138,537.43,137.677,675.108,1743.011,13.681,69.742,96.496,291.534,182.067,1294.882,4617.777
1996-02-01,109.172,716.752,564.809,157.138,721.947,1780.395,20.068,74.534,100.853,320.489,178.404,1361.631,4662.298
1996-03-01,340.516,622.516,339.277,157.419,496.696,1594.922,13.239,98.674,103.41,404.586,142.81,1348.67,4669.342
1996-04-01,404.967,585.262,399.623,163.8,563.423,1676.19,5.733,69.084,104.488,343.494,125.045,1306.873,4621.135
1996-05-01,560.935,474.219,481.851,159.452,641.303,1733.303,3.954,87.144,107.114,297.514,142.39,1318.738,4725.311
1996-06-01,639.3,465.569,487.997,167.033,655.031,1802.097,3.985,72.427,107.34,351.661,128.106,1330.096,4900.583
1996-07-01,718.742,386.144,618.049,151.161,769.21,1809.791,2.677,80.11,108.366,339.172,159.672,1277.942,4882.616
1996-08-01,765.548,461.287,740.008,158.194,898.202,1889.17,3.345,79.961,110.729,300.02,153.15,1301.916,5065.127
1996-09-01,681.267,483.448,666.68,149.533,816.213,1869.546,5.628,82.249,101.689,324.295,123.524,1137.103,4808.75
1996-10-01,686.774,662.415,707.704,156.452,864.156,1967.317,0.516,77.887,107.412,424.254,140.87,1388.339,5455.785
1996-11-01,410.367,576.156,568.956,153.9,722.856,1879.69,17.642,75.684,105.039,333.096,124.284,1298.089,4820.046
1996-12-01,263.452,538.184,441.1,175.129,616.229,1731.712,16.004,64.649,103.445,386.94,147.402,1333.579,4585.366
1997-01-01,219.742,730.313,546.465,200.742,747.207,1820.271,21.929,65.114,101.4,296.783,151.168,1469.286,4876.007
1997-02-01,275.357,554.77,578.374,186.0,764.374,1847.803,14.724,84.267,106.487,343.327,160.37,1329.686,4716.792
1997-03-01,304.419,631.416,324.731,194.677,519.408,1511.827,8.768,77.871,108.268,333.312,119.76,1371.096,4466.738
1997-04-01,451.267,620.039,379.504,215.167,594.671,1669.637,11.356,92.706,111.99,324.051,131.175,1420.272,4832.493
1997-05-01,548.032,480.823,411.839,211.839,623.678,1661.936,2.639,96.103,113.034,308.549,121.083,1522.77,4854.969
1997-06-01,671.567,415.309,505.347,207.1,712.447,1753.847,3.215,70.987,115.102,386.224,121.031,1492.191,5029.472
1997-07-01,764.548,409.101,525.274,204.871,730.145,1796.984,2.141,87.327,117.986,330.399,121.106,1527.545,5157.137
1997-08-01,738.581,351.657,619.726,196.548,816.274,1880.113,5.506,87.294,114.342,278.396,112.117,1436.907,5004.91
1997-09-01,727.3,502.433,716.458,212.8,929.258,2022.558,4.213,82.866,111.417,281.973,125.156,1319.817,5177.733
1997-10-01,671.032,718.198,619.218,211.968,831.186,1873.831,7.575,96.318,113.062,350.289,110.203,1405.094,5345.603
1997-11-01,404.0,635.532,617.463,207.7,825.163,1846.196,11.981,75.341,110.613,350.849,129.002,1291.455,4854.97
1997-12-01,271.355,736.547,686.721,211.29,898.012,2064.044,15.404,71.766,112.007,387.593,120.925,1324.151,5103.792
1998-01-01,214.839,728.152,635.639,182.387,818.026,1831.349,18.423,82.649,96.764,292.798,104.723,1329.847,4699.542
1998-02-01,267.821,690.979,502.1,167.536,669.635,1680.457,13.858,87.004,97.951,382.563,92.153,1285.52,4598.305
1998-03-01,241.258,683.131,544.52,185.516,730.036,1824.069,14.324,85.237,101.667,333.202,90.016,1386.916,4759.819
1998-04-01,436.567,589.248,414.347,200.033,614.38,1653.38,5.192,98.552,105.585,396.204,119.176,1379.29,4783.193
1998-05-01,602.097,401.653,318.316,193.935,512.252,1536.381,7.519,85.27,105.166,377.445,84.319,1425.886,4625.735
1998-06-01,686.333,555.807,489.79,180.433,670.223,1649.023,8.043,87.786,108.232,416.643,93.413,1348.86,4954.142
1998-07-01,769.484,392.646,513.177,190.806,703.983,1699.854,3.222,83.196,110.264,382.585,123.046,1436.963,5001.261
1998-08-01,782.0,490.655,643.032,175.71,818.741,1793.032,10.745,87.078,108.843,470.583,102.779,1243.56,5089.275
1998-09-01,734.0,532.64,596.464,185.467,781.93,1707.397,4.832,89.758,105.562,408.218,111.255,1319.857,5013.518
1998-10-01,712.419,622.276,635.966,199.548,835.515,1876.257,9.33,95.572,106.426,387.127,84.953,1188.858,5083.218
1998-11-01,479.367,562.411,529.558,201.767,731.324,1742.924,14.46,74.227,103.739,355.928,97.426,1292.448,4722.93
1998-12-01,312.452,598.443,532.538,218.419,750.957,1721.828,18.009,78.186,107.346,481.751,98.545,1364.45,4781.009
1999-01-01,236.774,711.853,577.887,194.419,772.306,1743.564,10.866,73.541,72.847,399.27,95.436,1336.879,4681.03
1999-02-01,329.0,500.671,296.363,196.821,493.184,1534.541,7.871,82.963,75.966,473.077,103.874,1452.749,4560.712
1999-03-01,313.742,678.218,482.26,186.774,669.034,1708.099,5.669,86.481,76.88,456.531,102.229,1447.145,4874.992
1999-04-01,509.133,489.399,393.834,183.567,577.401,1723.367,4.109,87.615,80.454,409.687,75.853,1474.226,4853.843
1999-05-01,588.226,448.591,447.91,210.419,658.33,1714.846,3.625,81.852,79.641,416.806,99.08,1155.745,4588.411
1999-06-01,789.2,441.59,586.479,205.8,792.279,2028.545,4.65,91.129,84.053,475.148,78.049,1361.317,5353.681
1999-07-01,763.613,427.315,587.436,198.29,785.726,2103.694,3.617,86.166,84.579,402.361,81.005,1231.026,5183.375
1999-08-01,834.129,416.27,663.127,213.677,876.804,2096.546,4.429,85.037,81.154,421.436,109.758,1465.474,5514.233
1999-09-01,744.367,522.174,785.025,219.867,1004.892,2278.658,4.636,93.512,78.557,440.922,82.924,1328.366,5574.116
1999-10-01,660.871,671.46,643.347,220.935,864.283,2160.799,4.44,95.605,80.795,437.553,78.594,1154.367,5344.483
1999-11-01,513.8,613.719,511.835,232.767,744.602,1862.335,8.087,90.632,77.943,380.489,84.014,1203.005,4834.024
1999-12-01,269.516,768.15,626.901,232.355,859.256,2119.063,12.507,90.628,83.798,398.549,94.115,1188.987,5025.313
2000-01-01,238.774,683.902,585.312,230.742,816.054,2075.957,16.582,90.694,71.166,376.361,94.664,1108.255,4756.357
2000-02-01,328.759,660.395,536.094,224.034,760.128,1962.818,10.546,93.917,77.101,302.276,99.275,1320.723,4855.809
2000-03-01,375.742,607.708,389.244,220.355,609.599,1821.599,6.54,86.63,77.234,369.736,79.258,1392.291,4816.738
2000-04-01,441.8,470.416,388.139,224.2,612.339,1760.039,6.005,85.009,77.881,311.887,92.562,1235.644,4481.244
2000-05-01,634.677,566.991,329.31,241.903,571.214,1827.149,3.232,90.91,80.539,442.155,81.598,1396.08,5123.331
2000-06-01,735.633,475.777,531.588,233.4,764.988,2077.621,4.145,87.872,82.062,380.11,108.441,1311.122,5262.782
2000-07-01,695.871,354.723,506.972,222.323,729.294,1978.423,3.149,85.601,80.366,380.004,128.274,1292.821,4999.233
2000-08-01,809.226,465.166,588.403,215.129,803.532,2073.242,3.149,93.067,82.956,408.893,105.832,1258.508,5300.038
2000-09-01,708.9,625.885,606.303,217.933,824.236,2013.469,7.675,88.832,79.208,366.605,101.163,1287.238,5278.975
2000-10-01,620.065,560.969,523.897,215.419,739.316,2062.123,6.313,87.542,78.27,327.837,130.701,1082.452,4956.272
2000-11-01,448.533,638.707,404.757,224.767,629.524,1660.057,6.497,74.072,77.965,319.755,102.135,1104.046,4431.768
2000-12-01,259.742,650.632,608.917,219.097,828.014,1759.885,16.611,62.808,80.624,341.169,130.235,1269.353,4571.058
2001-01-01,268.419,770.841,443.254,208.323,651.576,1490.383,18.114,76.56,145.937,305.544,99.955,1520.728,4696.481
2001-02-01,270.321,795.0,347.098,205.536,552.634,1440.991,12.947,82.963,148.355,263.059,101.891,1470.202,4585.73
2001-03-01,314.677,786.745,291.084,210.71,501.794,1487.342,18.664,88.521,153.736,415.52,90.089,1362.041,4717.336
2001-04-01,441.467,594.324,296.827,212.0,508.827,1750.427,9.514,76.952,154.51,385.718,99.973,1407.926,4920.812
2001-05-01,574.548,605.046,278.802,215.226,494.028,1577.802,6.685,84.639,156.867,398.155,88.807,1374.675,4867.225
2001-06-01,737.933,499.289,397.15,189.8,586.95,1727.017,8.619,91.112,156.577,439.488,78.167,1162.043,4900.246
2001-07-01,740.548,413.279,554.746,200.258,755.004,1817.552,8.652,79.298,162.582,437.13,88.657,1197.578,4945.275
2001-08-01,796.484,567.105,576.807,207.258,784.065,1892.065,12.725,83.246,161.325,362.91,58.817,1266.063,5200.74
2001-09-01,660.2,550.48,677.695,216.167,893.861,1965.095,6.158,81.358,154.189,401.455,77.369,1132.656,5028.96
2001-10-01,678.774,661.702,577.646,226.71,804.355,1976.226,3.573,67.751,155.944,377.292,102.29,1309.4,5332.952
2001-11-01,483.533,623.823,459.013,219.533,678.546,1780.613,13.195,85.524,156.343,434.257,96.018,1306.658,4979.964
2001-12-01,243.903,480.922,424.716,208.065,632.78,1638.942,15.737,46.351,154.691,450.756,82.036,1392.495,4505.832
2002-01-01,281.806,715.226,590.153,221.129,811.282,1703.25,10.305,97.065,151.13,413.207,94.029,1423.828,4889.847
2002-02-01,308.571,568.18,588.305,215.929,804.233,1910.09,11.458,72.365,158.106,381.829,84.924,1225.843,4721.367
2002-03-01,348.161,583.316,389.419,214.29,603.71,1799.548,7.807,75.499,159.0,383.721,97.411,1344.67,4799.133
2002-04-01,466.867,638.929,378.701,223.567,602.267,1572.001,2.412,87.803,161.025,427.363,84.943,1384.613,4825.955
2002-05-01,588.774,535.766,445.095,245.935,691.031,1722.934,5.453,81.736,166.77,360.214,79.583,1439.903,4981.133
2002-06-01,677.267,445.917,488.9,249.867,738.766,1835.3,5.758,73.901,167.903,376.212,75.936,1424.364,5082.557
2002-07-01,731.355,458.022,604.218,238.387,842.605,1901.508,2.463,78.286,167.96,441.914,59.09,1402.609,5243.206
2002-08-01,751.968,470.59,652.165,241.097,893.262,1960.423,2.562,72.479,171.069,359.545,57.592,1406.265,5252.494
2002-09-01,658.9,553.387,624.899,230.867,855.766,1930.532,3.474,82.695,159.57,391.799,69.459,1315.185,5165.003
2002-10-01,593.419,557.166,647.667,232.677,880.345,1901.506,7.265,80.774,161.907,347.092,75.796,1210.266,4935.191
2002-11-01,465.567,685.98,432.8,238.033,670.834,1749.067,9.519,75.015,162.18,388.188,108.313,1271.133,4914.962
2002-12-01,257.903,586.835,405.961,242.903,648.864,1631.574,11.874,54.165,163.37,326.232,107.489,1240.646,4380.087
2003-01-01,274.29,700.957,550.195,214.452,764.646,1834.711,28.926,82.416,160.553,319.041,82.194,1275.916,4759.004
2003-02-01,315.714,740.286,418.002,220.964,638.966,1709.859,20.591,72.917,162.689,336.596,109.823,1429.028,4897.503
2003-03-01,305.065,581.117,269.892,230.258,500.15,1544.634,9.901,75.714,164.143,387.22,120.054,1451.678,4639.526
2003-04-01,439.033,601.648,302.757,266.9,569.657,1623.557,8.539,74.758,168.654,406.658,103.057,1497.022,4922.925
2003-05-01,526.935,424.304,244.873,269.387,514.26,1398.292,9.798,64.782,172.541,334.858,95.891,1641.687,4669.088
2003-06-01,660.2,430.074,320.276,252.933,573.209,1466.642,-0.142,67.507,174.992,405.561,71.65,1576.796,4853.279
2003-07-01,716.516,372.773,479.233,237.484,716.717,1688.265,2.539,71.5,175.402,402.253,79.506,1552.558,5061.313
2003-08-01,708.29,427.988,609.659,232.484,842.142,1856.884,5.291,73.06,179.596,332.757,96.988,1471.344,5152.198
2003-09-01,691.033,528.011,694.262,227.167,921.428,1939.428,8.674,72.495,170.329,374.865,78.721,1325.006,5188.563
2003-10-01,638.161,574.473,541.814,223.645,765.459,1744.459,9.007,80.608,173.798,395.305,97.883,1332.465,5046.159
2003-11-01,453.733,602.65,515.909,235.7,751.609,1660.543,12.201,55.199,170.705,386.941,111.513,1382.47,4835.955
2003-12-01,302.226,640.108,607.419,240.387,847.806,1828.999,24.798,70.256,171.953,417.438,106.174,1434.611,4996.564
2004-01-01,265.129,735.3,593.634,241.29,834.924,1742.569,30.192,65.578,186.473,396.417,117.771,1204.516,4743.945
2004-02-01,291.621,731.1,553.196,234.552,787.747,1830.92,20.406,57.545,189.312,284.901,132.45,1570.586,5108.84
2004-03-01,396.129,680.852,409.307,248.419,657.727,1601.372,15.025,79.347,193.307,380.369,111.854,1533.71,4991.965
2004-04-01,527.733,645.652,430.417,233.233,663.651,1704.284,13.7,83.535,195.489,361.41,103.925,1484.133,5119.862
2004-05-01,557.645,474.578,422.804,251.548,674.352,1695.126,6.186,70.372,196.636,540.802,88.296,1555.903,5185.545
2004-06-01,693.767,441.92,515.519,258.333,773.852,1829.519,10.775,88.369,199.686,443.42,90.765,1539.233,5337.454
2004-07-01,737.355,394.348,633.874,255.355,889.228,1815.97,7.018,77.738,200.449,383.723,94.93,1686.839,5398.37
2004-08-01,788.226,402.537,610.988,264.419,875.407,1891.794,8.886,66.258,199.789,446.061,81.296,1662.194,5547.041
2004-09-01,721.2,602.46,556.224,245.3,801.524,1862.924,7.71,70.472,193.123,465.608,97.25,1469.333,5490.081
2004-10-01,609.194,610.896,582.992,258.0,840.992,1934.218,9.112,75.183,194.867,396.009,115.618,1508.548,5453.644
2004-11-01,485.567,619.225,534.592,287.9,822.492,1735.092,11.339,66.187,193.973,502.273,143.538,1515.633,5272.828
2004-12-01,361.677,508.089,571.166,278.387,849.553,1692.456,22.915,69.609,197.195,473.749,120.994,1573.871,5020.556
2005-01-01,330.181,713.972,668.851,248.839,917.69,1844.114,36.087,68.237,179.921,380.935,138.897,1308.558,5000.902
2005-02-01,302.944,669.226,633.881,268.929,902.81,1841.8,19.081,69.654,180.919,382.648,142.7,1472.821,5081.793
2005-03-01,385.69,787.123,447.604,249.355,696.959,1684.411,26.769,74.544,183.617,392.616,111.434,1653.156,5299.361
2005-04-01,450.785,626.709,272.899,261.033,533.932,1469.369,12.25,70.437,186.353,450.353,123.929,1374.657,4764.842
2005-05-01,571.367,581.073,382.313,261.871,644.184,1557.91,20.466,80.069,189.43,472.046,110.705,1574.443,5157.508
2005-06-01,829.025,474.724,417.807,245.4,663.207,1709.507,14.561,80.004,191.355,402.199,96.182,1749.592,5547.149
2005-07-01,680.066,350.001,500.753,244.548,745.301,1792.63,12.596,74.336,194.646,452.999,96.212,1461.82,5115.307
2005-08-01,774.058,401.988,614.342,238.839,853.18,2032.247,7.624,77.775,194.714,385.985,111.759,1587.179,5573.329
2005-09-01,671.181,604.696,564.847,200.733,765.58,1510.844,15.049,67.531,182.016,378.147,119.87,1297.356,4846.689
2005-10-01,630.202,576.805,547.854,205.323,753.177,1406.553,18.668,83.103,184.486,320.79,142.729,1396.782,4760.119
2005-11-01,599.26,642.0,411.258,230.667,641.925,1457.634,20.461,60.395,186.097,418.904,153.745,1499.142,5037.639
2005-12-01,319.177,709.613,605.292,267.161,872.454,1682.828,22.557,61.689,189.781,413.633,125.348,1485.433,5010.059
2006-01-01,295.051,692.703,561.316,249.903,811.22,1532.075,20.186,60.954,188.8,379.684,148.606,1725.549,5043.609
2006-02-01,329.522,639.446,564.206,247.5,811.706,1711.733,31.494,102.118,190.337,298.004,130.688,1450.097,4883.439
2006-03-01,412.505,729.105,471.153,231.161,702.315,1659.572,26.239,71.366,193.395,427.08,130.573,1364.603,5014.437
2006-04-01,513.285,547.835,387.744,275.4,663.144,1583.601,22.167,77.563,195.52,344.925,109.249,1463.072,4857.214
2006-05-01,633.452,531.24,406.357,293.0,699.357,1654.905,12.696,64.004,198.8,401.128,92.622,1592.188,5181.034
2006-06-01,714.779,451.019,495.876,294.333,790.209,1821.453,7.525,76.367,202.448,446.307,85.44,1666.576,5471.913
2006-07-01,661.695,400.429,477.659,290.742,768.401,1841.997,10.132,68.981,205.2,383.169,85.849,1427.298,5084.751
2006-08-01,742.756,506.246,663.681,248.419,912.101,1890.725,7.786,70.276,204.272,432.479,90.969,1674.454,5619.964
2006-09-01,666.73,585.671,568.374,267.133,835.507,1693.015,7.165,61.167,197.266,528.913,82.437,1628.692,5451.056
2006-10-01,591.717,694.273,548.677,262.161,810.838,1745.197,8.014,84.24,197.925,420.515,90.181,1501.215,5333.278
2006-11-01,478.22,668.175,572.316,265.833,838.15,1740.116,6.618,62.649,197.45,478.395,82.907,1641.642,5356.172
2006-12-01,199.34,681.917,541.537,285.355,826.892,1642.149,12.694,49.291,199.451,548.076,122.384,1540.243,4995.544
2007-01-01,352.923,776.695,632.459,272.71,905.168,1769.719,10.453,77.847,153.776,344.836,97.662,1483.253,5067.164
2007-02-01,289.034,789.587,720.341,224.143,944.484,1856.514,9.587,65.604,155.869,351.07,116.003,1522.761,5156.028
2007-03-01,369.956,662.795,506.81,251.677,758.488,1648.897,7.044,77.959,158.832,488.503,95.129,1424.373,4933.489
2007-04-01,455.468,675.208,362.716,242.733,605.449,1655.489,5.411,74.188,159.486,363.546,86.877,1574.114,5049.788
2007-05-01,506.659,606.895,446.476,258.581,705.057,1650.115,2.781,80.979,163.274,474.671,82.112,1640.188,5207.674
2007-06-01,637.208,537.896,498.62,250.4,749.02,1824.773,2.973,69.01,164.261,389.265,81.433,1399.245,5106.065
2007-07-01,651.068,469.46,528.8,246.774,775.574,1817.496,1.317,75.788,166.827,341.838,70.606,1494.727,5089.127
2007-08-01,646.691,495.513,573.231,249.677,822.909,1778.01,5.689,71.572,165.83,457.314,76.459,1486.542,5183.62
2007-09-01,605.72,597.401,683.863,253.0,936.863,1885.516,6.361,65.503,160.158,467.355,72.11,1354.691,5214.816
2007-10-01,595.421,601.844,596.529,241.065,837.594,1754.029,5.577,77.361,159.844,368.89,67.13,1459.984,5090.08
2007-11-01,457.928,508.872,405.116,262.933,668.05,1622.918,9.193,70.97,159.724,396.974,90.337,1545.396,4862.312
2007-12-01,348.345,433.847,483.089,261.968,745.057,1669.981,11.675,65.847,160.1,492.669,77.532,1460.825,4720.82
2008-01-01,354.298,771.35,431.896,264.323,696.219,1581.202,1.766,70.578,128.301,422.077,96.797,1447.519,4873.887
2008-02-01,300.682,796.855,413.866,250.034,663.9,1615.525,3.795,67.416,129.122,347.711,75.616,1424.086,4760.808
2008-03-01,295.1,785.613,349.78,234.29,584.071,1544.564,3.289,73.824,132.034,412.844,84.792,1249.036,4581.097
2008-04-01,359.957,750.272,268.504,232.733,501.238,1384.162,0.108,74.793,132.705,413.301,99.536,1378.715,4593.548
2008-05-01,460.519,689.459,303.663,232.613,536.276,1580.391,0.85,73.48,134.727,394.229,94.544,1303.7,4731.899
2008-06-01,570.238,487.081,503.377,236.4,739.777,1740.47,0.654,70.813,132.667,372.076,86.08,1320.35,4780.43
2008-07-01,556.241,440.215,538.872,238.935,777.808,1764.008,-0.116,71.466,133.251,469.962,88.738,1208.711,4732.476
2008-08-01,516.945,437.039,515.318,238.516,753.834,1795.725,0.346,80.753,133.025,399.078,66.086,1121.88,4550.877
2008-09-01,531.298,564.242,402.799,174.667,577.466,1173.366,1.557,49.857,123.748,282.384,63.79,1143.163,3933.405
2008-10-01,465.057,833.954,407.022,241.129,648.151,1521.173,1.272,74.956,131.423,394.456,82.336,1399.958,4904.585
2008-11-01,314.107,652.146,281.674,214.567,496.241,1328.22,2.603,46.749,129.669,370.557,69.616,1438.826,4352.493
2008-12-01,271.497,446.059,250.335,205.194,455.529,1079.803,6.07,53.349,130.012,436.932,104.418,1378.307,3906.448
2009-01-01,195.238,798.207,266.898,219.032,485.93,1131.569,5.294,61.832,122.584,359.622,79.16,1377.394,4130.899
2009-02-01,276.802,647.678,290.69,236.036,526.725,1392.621,4.873,49.249,125.62,358.379,51.422,1262.075,4168.717
2009-03-01,300.386,572.169,255.467,260.71,516.176,1444.653,1.964,57.712,126.561,345.069,67.653,1103.518,4019.685
2009-04-01,298.656,398.2,239.233,259.7,498.933,1486.187,1.722,64.17,128.358,429.215,76.566,1159.469,4042.543
2009-05-01,371.166,434.934,214.583,285.29,499.873,1498.765,1.717,52.015,129.138,434.042,55.228,1110.536,4087.541
2009-06-01,511.957,435.288,326.917,275.267,602.183,1564.224,1.358,63.967,130.501,465.911,63.465,1132.863,4369.534
2009-07-01,495.456,324.503,454.11,277.516,731.626,1655.223,0.164,62.678,131.646,299.176,32.387,1261.314,4262.548
