Month,Coal Electric Power Sector CO2 Emissions,Natural Gas Electric Power Sector CO2 Emissions,"Distillate Fuel, Including Kerosene-Type Jet Fuel, Oil Electric Power Sector CO2 Emissions",Petroleum Coke Electric Power Sector CO2 Emissions,Residual Fuel Oil Electric Power Sector CO2 Emissions,Petroleum Electric Power Sector CO2 Emissions,Geothermal Energy Electric Power Sector CO2 Emissions,Non-Biomass Waste Electric Power Sector CO2 Emissions,Total Energy Electric Power Sector CO2 Emissions
2001-11-01,142.313,18.975,0.456,0.806,3.359,4.621,0.029,0.896,166.833
2001-12-01,156.654,19.88,0.548,1.044,3.466,5.058,0.03,0.925,182.547
2002-01-01,159.27,20.588,0.799,1.356,3.244,5.399,0.032,1.083,186.372
2002-02-01,139.407,18.58,0.494,1.412,2.733,4.639,0.029,0.978,163.632
2002-03-01,146.515,21.932,0.794,1.496,4.377,6.667,0.032,1.083,176.227
2002-04-01,138.278,21.825,0.756,1.426,4.101,6.283,0.031,1.048,167.464
2002-05-01,147.876,22.122,0.876,1.61,4.094,6.58,0.032,1.083,177.692
2002-06-01,161.474,29.722,0.738,1.734,4.129,6.601,0.031,1.048,198.876
2002-07-01,179.255,39.565,1.135,1.536,5.4,8.071,0.032,1.083,228.005
2002-08-01,177.296,38.694,1.056,1.727,5.338,8.121,0.032,1.083,225.224
2002-09-01,162.594,30.667,0.712,1.572,4.264,6.548,0.031,1.048,200.888
2002-10-01,155.966,23.843,0.835,1.323,4.292,6.449,0.032,1.083,187.373
2002-11-01,153.236,18.961,0.583,1.268,3.157,5.009,0.031,1.048,178.284
2002-12-01,167.695,19.432,0.726,1.427,4.337,6.489,0.032,1.083,194.73
2003-01-01,175.448,20.734,1.952,1.179,6.639,9.77,0.031,0.972,206.955
2003-02-01,152.569,18.144,1.666,1.087,5.692,8.445,0.028,0.878,180.064
2003-03-01,150.858,19.579,1.244,0.909,5.811,7.964,0.031,0.972,179.405
2003-04-01,138.267,19.084,0.669,1.352,4.992,7.013,0.03,0.941,165.335
2003-05-01,147.432,21.324,1.075,1.28,4.024,6.379,0.031,0.972,176.137
2003-06-01,159.992,23.581,1.23,1.535,5.943,8.708,0.03,0.941,193.252
2003-07-01,178.584,34.117,1.026,1.768,6.942,9.736,0.031,0.972,223.44
2003-08-01,181.6,36.995,0.886,1.755,7.4,10.04,0.031,0.972,229.638
2003-09-01,161.877,25.365,0.522,1.704,4.808,7.034,0.03,0.941,195.247
2003-10-01,155.275,22.135,0.531,1.741,4.559,6.831,0.031,0.972,185.244
2003-11-01,155.939,18.845,0.483,1.754,3.126,5.363,0.03,0.941,181.118
2003-12-01,172.359,18.192,0.727,1.773,5.347,7.847,0.031,0.972,199.401
2004-01-01,175.227,19.642,1.809,1.999,7.912,11.72,0.032,0.946,207.567
2004-02-01,157.437,20.297,0.614,1.718,5.037,7.369,0.03,0.885,186.018
2004-03-01,149.315,20.383,0.55,1.733,5.346,7.629,0.032,0.946,178.305
2004-04-01,138.058,21.145,0.474,1.723,4.982,7.179,0.031,0.915,167.328
2004-05-01,153.716,26.324,0.714,1.82,5.721,8.255,0.032,0.946,189.273
2004-06-01,163.907,27.659,0.67,1.714,6.248,8.632,0.031,0.915,201.144
2004-07-01,178.415,34.073,0.609,1.806,7.198,9.613,0.032,0.946,223.079
2004-08-01,175.789,33.264,0.574,1.987,6.431,8.992,0.032,0.946,219.024
2004-09-01,163.068,28.737,0.672,1.691,4.615,6.978,0.031,0.915,199.73
2004-10-01,155.487,23.87,0.452,1.846,3.901,6.198,0.032,0.946,186.533
2004-11-01,156.487,20.425,0.398,1.649,3.431,5.477,0.031,0.915,183.336
2004-12-01,174.797,21.02,0.775,1.844,5.186,7.805,0.032,0.946,204.6
2005-01-01,175.444,20.933,1.268,2.006,6.167,9.441,0.032,0.955,206.806
2005-02-01,153.494,17.972,0.376,1.855,3.616,5.847,0.029,0.863,178.204
2005-03-01,159.793,20.993,0.44,1.947,4.241,6.627,0.032,0.955,188.401
2005-04-01,140.492,21.209,0.447,1.779,3.374,5.6,0.031,0.924,168.256
2005-05-01,151.584,22.985,0.48,2.009,3.05,5.538,0.032,0.955,181.095
2005-06-01,171.065,32.26,0.615,2.13,6.059,8.804,0.031,0.924,213.084
2005-07-01,184.013,42.204,0.939,2.092,7.425,10.456,0.032,0.955,237.66
2005-08-01,185.947,42.975,1.062,2.21,8.415,11.686,0.032,0.955,241.596
2005-09-01,169.154,31.346,0.812,1.92,7.146,9.878,0.031,0.924,211.334
2005-10-01,160.618,23.584,0.612,1.921,5.645,8.178,0.032,0.955,193.367
2005-11-01,155.837,20.274,0.445,1.735,3.392,5.573,0.031,0.924,182.639
2005-12-01,175.594,22.081,1.054,2.0,7.287,10.34,0.032,0.955,209.002
2006-01-01,166.102,17.304,0.452,2.0,2.564,5.016,0.032,0.979,189.433
2006-02-01,154.167,18.812,0.404,1.774,1.975,4.152,0.029,0.884,178.045
2006-03-01,156.937,22.114,0.321,1.681,1.332,3.333,0.032,0.979,183.395
2006-04-01,138.029,23.147,0.426,1.709,1.663,3.798,0.031,0.948,165.951
2006-05-01,153.162,27.414,0.428,1.591,1.618,3.637,0.032,0.979,185.224
2006-06-01,166.106,34.18,0.489,1.78,2.522,4.792,0.031,0.948,206.056
2006-07-01,184.736,46.908,0.619,1.966,3.287,5.872,0.032,0.979,238.528
2006-08-01,186.773,45.637,0.704,1.852,4.326,6.883,0.032,0.979,240.303
2006-09-01,160.413,29.763,0.347,1.67,1.882,3.899,0.031,0.948,195.054
2006-10-01,159.267,28.641,0.411,1.693,2.11,4.215,0.032,0.979,193.135
2006-11-01,156.544,21.541,0.411,1.485,2.027,3.923,0.031,0.948,182.987
2006-12-01,170.714,22.512,0.458,1.534,1.766,3.758,0.032,0.979,197.995
2007-01-01,174.221,24.337,0.604,1.633,2.659,4.897,0.032,0.959,204.445
2007-02-01,159.665,23.115,1.073,1.291,4.482,6.847,0.029,0.866,190.523
2007-03-01,155.441,22.584,0.53,1.307,2.438,4.275,0.032,0.959,183.291
2007-04-01,143.942,24.6,0.413,1.276,2.331,4.02,0.031,0.928,173.52
2007-05-01,154.181,27.535,0.429,1.385,2.089,3.904,0.032,0.959,186.611
2007-06-01,170.445,34.095,0.52,1.598,2.611,4.729,0.031,0.928,210.228
2007-07-01,183.459,41.272,0.505,1.42,2.613,4.538,0.032,0.959,230.26
2007-08-01,188.281,52.623,0.723,1.475,3.574,5.772,0.032,0.959,247.667
2007-09-01,167.068,37.069,0.41,1.374,2.277,4.061,0.031,0.928,209.157
2007-10-01,159.253,32.777,0.475,1.229,2.15,3.853,0.032,0.959,196.875
2007-11-01,156.561,24.319,0.398,1.162,1.021,2.581,0.031,0.928,184.421
2007-12-01,173.441,27.038,0.5,1.45,1.539,3.489,0.032,0.959,204.958
2008-01-01,177.791,28.881,0.685,1.418,1.54,3.644,0.032,0.984,211.332
2008-02-01,163.047,23.848,0.507,1.311,1.241,3.06,0.03,0.92,190.905
2008-03-01,156.628,25.027,0.397,1.093,1.097,2.586,0.032,0.984,185.257
2008-04-01,144.465,25.494,0.397,1.193,1.244,2.834,0.031,0.952,173.776
2008-05-01,152.563,25.796,0.398,1.125,1.33,2.853,0.032,0.984,182.228
2008-06-01,168.169,36.108,0.575,1.378,2.231,4.184,0.031,0.952,209.444
2008-07-01,184.516,42.437,0.423,1.238,1.836,3.498,0.032,0.984,231.466
2008-08-01,179.919,41.401,0.375,1.299,1.545,3.218,0.032,0.984,225.554
2008-09-01,160.694,32.699,0.372,1.228,1.856,3.456,0.031,0.952,197.832
2008-10-01,150.543,29.588,0.328,1.296,1.118,2.742,0.032,0.984,183.889
2008-11-01,152.239,24.843,0.359,1.182,1.249,2.789,0.031,0.952,180.854
2008-12-01,168.004,25.879,0.569,1.188,1.767,3.524,0.032,0.984,198.423
2009-01-01,168.941,26.449,0.8,1.196,2.821,4.816,0.033,0.955,201.193
2009-02-01,138.4,24.603,0.474,1.091,1.126,2.691,0.03,0.863,166.585
2009-03-01,134.101,27.097,0.526,1.356,0.955,2.837,0.033,0.955,165.023
2009-04-01,125.109,24.465,0.333,1.208,0.807,2.348,0.032,0.924,152.877
2009-05-01,131.263,27.918,0.423,1.219,1.053,2.696,0.033,0.955,162.864
2009-06-01,147.159,34.82,0.401,1.22,1.107,2.728,0.032,0.924,185.663
2009-07-01,157.018,42.156,0.372,1.266,1.208,2.846,0.033,0.955,203.007
2009-08-01,161.476,45.538,0.399,1.225,1.426,3.05,0.033,0.955,211.051
2009-09-01,137.118,37.387,0.304,1.216,0.89,2.41,0.032,0.924,177.871
2009-10-01,138.895,29.099,0.349,0.748,1.002,2.099,0.033,0.955,171.08
2009-11-01,136.18,24.776,0.342,0.737,0.595,1.673,0.032,0.924,163.586
2009-12-01,164.496,28.204,0.439,0.982,0.6,2.02,0.033,0.955,195.708
2010-01-01,169.536,29.557,1.054,1.207,1.363,3.625,0.033,0.935,203.686
2010-02-01,149.728,25.97,0.365,1.136,0.501,2.001,0.03,0.845,178.574
2010-03-01,142.654,24.722,0.326,1.246,0.593,2.165,0.033,0.935,170.51
2010-04-01,125.284,25.496,0.3,1.078,0.573,1.951,0.032,0.905,153.669
2010-05-01,141.692,30.255,0.439,1.167,0.97,2.576,0.033,0.935,175.492
2010-06-01,163.123,38.157,0.524,1.375,1.486,3.384,0.032,0.905,205.602
2010-07-01,177.16,48.522,0.561,1.47,1.761,3.793,0.033,0.935,230.443
2010-08-01,176.65,51.004,0.458,1.15,1.44,3.048,0.033,0.935,231.669
2010-09-01,148.402,37.668,0.379,1.087,0.871,2.337,0.032,0.905,189.344
2010-10-01,132.125,30.833,0.331,1.009,0.548,1.888,0.033,0.935,165.814
2010-11-01,135.915,26.861,0.381,0.88,0.489,1.75,0.032,0.905,165.464
2010-12-01,165.295,30.549,0.795,1.143,0.973,2.911,0.033,0.935,199.723
2011-01-01,166.304,29.208,0.566,1.546,0.824,2.936,0.034,0.962,199.444
2011-02-01,135.734,26.17,0.39,1.219,0.483,2.092,0.03,0.869,164.896
2011-03-01,133.859,26.061,0.379,1.477,0.545,2.401,0.034,0.962,163.316
2011-04-01,123.646,28.184,0.424,0.939,0.653,2.016,0.032,0.931,154.81
2011-05-01,135.484,30.903,0.41,1.004,0.607,2.021,0.034,0.962,169.403
2011-06-01,155.011,37.791,0.408,1.223,0.615,2.246,0.032,0.931,196.012
2011-07-01,173.723,50.729,0.479,1.464,0.759,2.703,0.034,0.962,228.151
2011-08-01,169.982,49.801,0.35,1.316,0.649,2.315,0.034,0.962,223.094
2011-09-01,141.452,36.966,0.307,1.281,0.473,2.061,0.032,0.931,181.443
2011-10-01,128.316,31.061,0.313,0.933,0.467,1.713,0.034,0.962,162.086
2011-11-01,123.625,29.328,0.32,0.703,0.457,1.48,0.032,0.931,155.396
2011-12-01,135.523,33.203,0.373,1.021,0.455,1.849,0.034,0.962,171.571
2012-01-01,129.588,35.11,0.357,1.169,0.499,2.025,0.034,0.969,167.725
2012-02-01,115.288,34.877,0.286,0.927,0.376,1.589,0.032,0.906,152.691
2012-03-01,105.121,36.456,0.261,0.521,0.424,1.206,0.034,0.969,143.786
2012-04-01,94.708,38.626,0.294,0.484,0.397,1.175,0.033,0.937,135.48
2012-05-01,115.001,43.922,0.374,0.617,0.417,1.408,0.034,0.969,161.333
2012-06-01,131.214,47.572,0.367,0.666,0.644,1.676,0.033,0.937,181.432
2012-07-01,158.387,58.49,0.399,0.74,0.767,1.905,0.034,0.969,219.786
2012-08-01,151.414,54.282,0.312,0.779,0.556,1.648,0.034,0.969,208.346
2012-09-01,127.229,43.384,0.273,0.731,0.417,1.421,0.033,0.937,173.004
2012-10-01,121.784,36.176,0.293,0.667,0.449,1.409,0.034,0.969,160.371
2012-11-01,128.019,31.355,0.313,0.695,0.401,1.41,0.033,0.937,161.754
2012-12-01,134.021,32.434,0.359,0.689,0.414,1.462,0.034,0.969,168.919
2013-01-01,137.051,34.27,0.465,0.961,0.727,2.153,0.034,0.941,174.449
2013-02-01,122.559,30.835,0.309,0.844,0.483,1.636,0.031,0.85,155.911
2013-03-01,128.602,32.755,0.295,0.912,0.417,1.624,0.034,0.941,163.956
2013-04-01,110.956,30.619,0.304,0.841,0.422,1.568,0.033,0.91,144.086
2013-05-01,118.025,33.314,0.358,1.194,0.417,1.968,0.034,0.941,154.283
2013-06-01,137.022,39.947,0.299,1.214,0.445,1.957,0.033,0.91,179.869
2013-07-01,151.947,49.382,0.452,1.219,0.645,2.317,0.034,0.941,204.621
2013-08-01,149.697,48.808,0.284,1.266,0.48,2.031,0.034,0.941,201.51
2013-09-01,132.781,40.723,0.276,1.146,0.414,1.835,0.033,0.91,176.283
2013-10-01,121.072,34.523,0.279,1.058,0.412,1.749,0.034,0.941,158.319
2013-11-01,120.441,32.592,0.33,0.833,0.378,1.541,0.033,0.91,155.517
2013-12-01,141.15,36.283,0.458,1.023,0.56,2.042,0.034,0.941,180.45
2014-01-01,153.787,36.083,2.114,1.204,2.023,5.341,0.035,0.945,196.191
2014-02-01,140.044,29.994,0.573,0.989,0.733,2.295,0.032,0.854,173.22
2014-03-01,132.609,30.511,0.619,1.16,0.836,2.615,0.035,0.945,166.717
2014-04-01,106.706,29.844,0.28,0.805,0.399,1.484,0.034,0.915,138.984
2014-05-01,117.623,35.162,0.352,1.083,0.351,1.786,0.035,0.945,155.552
2014-06-01,136.521,39.173,0.291,1.125,0.378,1.794,0.034,0.915,178.438
2014-07-01,149.714,45.838,0.281,1.042,0.458,1.781,0.035,0.945,198.313
2014-08-01,148.933,48.803,0.301,1.045,0.476,1.822,0.035,0.945,200.54
2014-09-01,126.931,41.903,0.3,1.027,0.391,1.718,0.034,0.915,171.502
2014-10-01,112.254,38.233,0.279,0.615,0.379,1.273,0.035,0.945,152.741
2014-11-01,118.788,32.657,0.351,0.79,0.365,1.506,0.034,0.915,153.901
2014-12-01,124.577,34.752,0.353,1.181,0.355,1.889,0.035,0.945,162.199
2015-01-01,130.533,38.887,0.544,1.107,0.828,2.48,0.036,0.94,172.876
2015-02-01,122.733,35.446,1.577,1.16,1.974,4.711,0.032,0.849,163.771
2015-03-01,106.647,38.731,0.356,0.772,0.404,1.532,0.036,0.94,147.886
2015-04-01,88.67,36.28,0.265,0.822,0.387,1.473,0.034,0.91,127.366
2015-05-01,104.429,40.102,0.352,0.964,0.367,1.682,0.036,0.94,147.188
2015-06-01,126.038,48.409,0.328,0.871,0.417,1.616,0.034,0.91,177.008
2015-07-01,139.919,57.104,0.311,1.173,0.551,2.035,0.036,0.94,200.034
2015-08-01,134.843,56.068,0.293,1.105,0.488,1.886,0.036,0.94,193.772
2015-09-01,118.378,48.876,0.268,1.061,0.43,1.759,0.034,0.91,169.957
2015-10-01,98.018,43.226,0.265,0.854,0.399,1.517,0.036,0.94,143.738
2015-11-01,89.457,40.015,0.338,0.737,0.43,1.505,0.034,0.91,131.921
2015-12-01,91.81,42.003,0.322,0.784,0.374,1.48,0.036,0.94,136.268
2016-01-01,113.715,42.27,0.531,0.961,0.5,1.991,0.035,0.951,158.962
2016-02-01,92.717,37.667,0.389,0.937,0.54,1.865,0.033,0.89,133.172
2016-03-01,73.11,40.653,0.296,1.041,0.321,1.658,0.035,0.951,116.408
2016-04-01,71.666,39.231,0.27,1.096,0.325,1.691,0.034,0.921,113.544
2016-05-01,82.506,43.89,0.341,1.035,0.358,1.733,0.035,0.951,129.116
2016-06-01,115.757,52.949,0.298,1.075,0.409,1.783,0.034,0.921,171.443
2016-07-01,135.863,62.215,0.341,1.137,0.635,2.113,0.035,0.951,201.178
2016-08-01,135.228,62.833,0.322,1.192,0.603,2.118,0.035,0.951,201.166
2016-09-01,114.173,49.944,0.268,1.081,0.406,1.755,0.034,0.921,166.826
2016-10-01,99.965,40.581,0.267,0.711,0.44,1.418,0.035,0.951,142.95
2016-11-01,88.174,36.135,0.348,0.862,0.347,1.557,0.034,0.921,126.821
2016-12-01,118.97,36.633,0.398,0.953,0.425,1.776,0.035,0.951,158.366
2017-01-01,115.431,36.054,0.381,1.056,0.404,1.842,0.036,0.907,154.269
2017-02-01,87.212,31.075,0.298,0.793,0.345,1.436,0.032,0.819,120.574
2017-03-01,88.804,36.718,0.342,0.748,0.346,1.436,0.036,0.907,127.9
2017-04-01,80.514,34.215,0.282,0.472,0.338,1.092,0.034,0.878,116.733
2017-05-01,92.482,38.166,0.334,0.945,0.383,1.663,0.036,0.907,133.253
2017-06-01,106.945,46.386,0.286,0.994,0.43,1.71,0.034,0.878,155.953
2017-07-01,126.842,59.004,0.287,0.971,0.385,1.643,0.036,0.907,188.431
2017-08-01,119.583,55.747,0.267,0.845,0.44,1.552,0.036,0.907,177.824
2017-09-01,99.431,46.821,0.291,0.789,0.388,1.468,0.034,0.878,148.632
2017-10-01,90.934,42.115,0.316,0.645,0.4,1.361,0.036,0.907,135.352
2017-11-01,92.592,36.355,0.322,0.832,0.334,1.488,0.034,0.878,131.347
2017-12-01,106.252,42.855,0.649,0.836,0.748,2.233,0.036,0.907,152.283
2018-01-01,117.544,42.911,2.248,1.09,1.734,5.071,0.036,0.936,166.498
2018-02-01,83.05,37.666,0.282,0.883,0.308,1.474,0.032,0.845,123.067
2018-03-01,80.634,41.318,0.307,0.732,0.306,1.345,0.036,0.936,124.269
2018-04-01,73.47,38.431,0.332,0.78,0.334,1.446,0.034,0.906,114.288
2018-05-01,85.689,46.269,0.401,0.596,0.373,1.37,0.036,0.936,134.298
2018-06-01,101.608,51.968,0.383,0.94,0.413,1.737,0.034,0.906,156.253
2018-07-01,115.614,66.77,0.308,1.052,0.414,1.774,0.036,0.936,185.129
2018-08-01,115.462,64.693,0.33,1.016,0.44,1.786,0.036,0.936,182.913
2018-09-01,97.689,56.177,0.309,0.928,0.464,1.701,0.034,0.906,156.506
2018-10-01,87.712,48.388,0.332,0.648,0.413,1.393,0.036,0.936,138.464
2018-11-01,93.742,41.613,0.382,0.779,0.355,1.516,0.034,0.906,137.811
2018-12-01,100.813,41.588,0.361,0.919,0.322,1.603,0.036,0.936,144.974
2019-01-01,101.168,46.389,0.505,0.939,0.477,1.921,0.034,0.897,150.409
2019-02-01,81.568,42.618,0.312,0.79,0.276,1.378,0.03,0.81,126.404
2019-03-01,79.713,44.463,0.305,0.675,0.292,1.272,0.034,0.897,126.378
2019-04-01,60.427,40.429,0.268,0.44,0.297,1.006,0.033,0.868,102.762
2019-05-01,72.386,45.683,0.347,0.844,0.351,1.542,0.034,0.897,120.541
2019-06-01,80.072,54.103,0.338,0.614,0.377,1.329,0.033,0.868,136.404
2019-07-01,101.104,68.548,0.319,0.862,0.426,1.607,0.034,0.897,172.189
2019-08-01,94.777,69.814,0.312,0.788,0.456,1.556,0.034,0.897,167.077
2019-09-01,85.408,59.023,0.296,0.659,0.377,1.333,0.033,0.868,146.665
2019-10-01,67.828,51.163,0.305,0.206,0.38,0.891,0.034,0.897,120.812
2019-11-01,75.879,44.733,0.323,0.368,0.342,1.033,0.033,0.868,122.546
2019-12-01,73.27,49.823,0.363,0.567,0.363,1.293,0.034,0.897,125.316
2020-01-01,66.64,51.82,0.334,0.741,0.358,1.432,0.04,0.89,120.822
2020-02-01,58.05,48.767,0.28,0.636,0.289,1.205,0.037,0.832,108.891
2020-03-01,52.487,48.624,0.231,0.831,0.28,1.342,0.04,0.89,103.382
2020-04-01,42.783,42.443,0.201,0.727,0.263,1.191,0.039,0.861,87.316
2020-05-01,48.501,45.671,0.246,0.746,0.28,1.272,0.04,0.89,96.374
2020-06-01,66.23,56.808,0.294,0.931,0.334,1.559,0.039,0.861,125.497
2020-07-01,90.095,73.453,0.316,0.961,0.38,1.657,0.04,0.89,166.135
2020-08-01,91.279,69.642,0.298,0.894,0.379,1.571,0.04,0.89,163.421
2020-09-01,70.008,55.433,0.226,0.509,0.339,1.074,0.039,0.861,127.415
2020-10-01,61.279,51.751,0.269,0.441,0.374,1.084,0.04,0.89,115.043
2020-11-01,62.059,42.139,0.266,0.651,0.318,1.235,0.039,0.861,106.332
2020-12-01,78.735,48.32,0.323,0.86,0.362,1.546,0.04,0.89,129.53
2021-01-01,82.018,47.185,0.303,0.836,0.397,1.536,0.038,0.983,131.76
2021-02-01,86.995,42.852,0.819,0.805,0.403,2.027,0.035,0.888,132.798
2021-03-01,62.635,40.498,0.291,0.756,0.309,1.356,0.038,0.983,105.511
2021-04-01,54.544,41.538,0.321,0.504,0.283,1.108,0.037,0.952,98.178
2021-05-01,64.696,44.391,0.324,0.632,0.305,1.262,0.038,0.983,111.37
2021-06-01,87.111,59.314,0.351,0.569,0.336,1.257,0.037,0.952,148.67
2021-07-01,102.306,67.578,0.302,0.814,0.349,1.465,0.038,0.983,172.37
2021-08-01,102.09,68.883,0.369,0.894,0.508,1.771,0.038,0.983,173.765
2021-09-01,80.557,53.936,0.296,0.746,0.409,1.451,0.037,0.952,136.932
2021-10-01,64.633,51.228,0.318,0.752,0.346,1.416,0.038,0.983,118.298
2021-11-01,59.611,47.395,0.343,0.943,0.322,1.607,0.037,0.952,109.603
2021-12-01,62.777,47.983,0.394,0.729,0.337,1.46,0.038,0.983,113.241
2022-01-01,87.871,51.785,1.096,0.698,1.145,2.939,0.039,0.595,143.23
2022-02-01,72.132,43.858,0.446,0.741,0.406,1.593,0.035,0.537,118.156
2022-03-01,62.113,42.356,0.359,0.629,0.348,1.337,0.039,0.595,106.44
2022-04-01,55.835,40.499,0.288,0.651,0.282,1.221,0.037,0.576,98.169
2022-05-01,63.491,50.274,0.347,0.712,0.324,1.382,0.039,0.595,115.781
2022-06-01,75.29,62.374,0.385,0.812,0.298,1.495,0.037,0.576,139.771
2022-07-01,89.224,76.583,0.394,0.615,0.418,1.427,0.039,0.595,167.868
2022-08-01,87.267,75.227,0.37,0.697,0.387,1.454,0.039,0.595,164.582
2022-09-01,67.354,61.309,0.297,0.814,0.411,1.522,0.037,0.576,130.798
2022-10-01,56.812,51.571,0.313,0.761,0.431,1.504,0.039,0.595,110.521
2022-11-01,58.521,49.184,0.326,0.666,0.373,1.366,0.037,0.576,109.684
2022-12-01,75.409,54.131,1.565,0.862,0.857,3.283,0.039,0.595,133.456
2023-01-01,63.785,52.384,0.349,0.519,0.374,1.242,0.039,0.595,118.045
2023-02-01,48.244,47.117,0.455,0.484,0.535,1.474,0.035,0.537,97.408
2023-03-01,51.571,50.925,0.301,0.395,0.375,1.071,0.039,0.595,104.2
2023-04-01,41.066,46.892,0.304,0.373,0.353,1.03,0.037,0.576,89.601
2023-05-01,45.744,53.774,0.35,0.426,0.356,1.133,0.039,0.595,101.284
2023-06-01,60.216,64.067,0.321,0.48,0.365,1.166,0.037,0.576,126.063
2023-07-01,79.764,80.114,0.301,0.777,0.43,1.508,0.039,0.595,162.02
2023-08-01,78.822,80.039,0.343,0.779,0.393,1.515,0.039,0.595,161.01
2023-09-01,61.468,65.274,0.263,0.705,0.423,1.391,0.037,0.576,128.747
2023-10-01,53.113,55.308,0.293,0.366,0.462,1.121,0.039,0.595,110.176
2023-11-01,53.052,52.388,0.311,0.235,0.376,0.922,0.037,0.576,106.975
2023-12-01,57.521,56.177,0.328,0.435,0.372,1.135,0.039,0.595,115.468
2024-01-01,76.196,61.943,0.724,0.425,0.501,1.649,0.039,0.593,140.42
2024-02-01,46.559,49.944,0.255,0.338,0.339,0.932,0.036,0.555,98.026
2024-03-01,40.031,50.199,0.279,0.188,0.333,0.8,0.039,0.593,91.663
2024-04-01,38.176,47.983,0.396,0.298,0.333,1.027,0.037,0.574,87.798
2024-05-01,47.079,56.878,0.353,0.351,0.371,1.075,0.039,0.593,105.664
2024-06-01,61.804,67.705,0.336,0.492,0.38,1.208,0.037,0.574,131.33
2024-07-01,72.661,83.509,0.366,0.54,0.418,1.325,0.039,0.593,158.127
2024-08-01,70.783,81.3,0.4,0.533,0.404,1.338,0.039,0.593,154.053
2024-09-01,56.638,66.858,0.289,0.318,0.385,0.991,0.037,0.574,125.099
