Month,Asphalt and Road Oil Consumed by the Industrial Sector,Distillate Fuel Oil Consumed by the Industrial Sector,Propane Consumed by the Industrial Sector,Propylene Consumed by the Industrial Sector,Propane/Propylene Consumed by the Industrial Sector,Total Hydrocarbon Gas Liquids Consumed by the Industrial Sector,Kerosene Consumed by the Industrial Sector,Lubricants Consumed by the Industrial Sector,Motor Gasoline Consumed by the Industrial Sector,Petroleum Coke Consumed by the Industrial Sector,Residual Fuel Oil Consumed by the Industrial Sector,Other Petroleum Products Consumed by the Industrial Sector,Total Petroleum Consumed by the Industrial Sector
1973-01-01,37.779,131.343,41.019,8.533,49.552,117.16,24.828,15.25,19.871,49.178,162.674,178.529,736.611
1973-02-01,40.254,142.552,31.292,6.964,38.257,92.272,21.275,15.072,18.884,40.467,174.629,156.734,702.139
1973-03-01,52.59,129.721,13.922,8.299,22.221,81.887,12.275,16.248,21.155,44.51,202.32,175.711,736.417
1973-04-01,75.199,92.636,15.755,7.643,23.398,78.712,9.655,14.404,20.563,42.164,150.232,170.764,654.33
1973-05-01,111.83,122.544,27.787,8.395,36.182,96.246,8.092,17.008,22.436,46.624,162.062,177.303,764.146
1973-06-01,141.393,102.095,33.831,8.364,42.195,94.463,6.962,14.797,21.89,48.955,140.674,179.29,750.518
1973-07-01,163.956,107.601,30.505,8.713,39.218,95.577,9.079,17.939,22.813,48.452,106.006,183.991,755.413
1973-08-01,183.572,114.408,44.658,8.31,52.969,115.706,8.968,17.46,23.571,50.442,138.7,188.135,840.962
1973-09-01,146.224,123.453,42.619,8.602,51.221,108.268,10.917,15.293,20.686,43.995,135.146,171.333,775.316
1973-10-01,144.605,120.055,42.513,8.211,50.724,122.2,10.975,18.828,21.688,52.483,125.358,178.308,794.5
1973-11-01,103.442,146.365,39.913,7.57,47.484,111.53,18.087,16.69,21.448,44.963,189.959,169.579,822.063
1973-12-01,62.876,135.896,4.554,7.532,12.086,78.349,14.571,16.495,20.259,45.724,169.815,174.414,718.4
1974-01-01,46.372,142.836,28.809,7.44,36.249,104.17,18.981,17.278,17.728,45.13,174.426,169.836,736.758
1974-02-01,51.588,125.564,7.022,7.202,14.224,76.923,15.461,14.404,16.828,40.529,160.803,155.288,657.388
1974-03-01,62.737,115.466,11.994,8.985,20.979,83.255,10.846,16.238,18.82,47.648,154.424,160.286,669.719
1974-04-01,82.393,106.426,22.326,7.743,30.069,92.07,7.664,15.518,19.085,41.292,151.143,163.157,678.747
1974-05-01,115.4,101.642,26.616,7.52,34.136,91.268,4.344,17.216,20.602,38.807,127.341,175.107,691.727
1974-06-01,126.476,99.606,35.337,8.801,44.138,107.209,6.765,13.522,20.452,42.101,136.602,181.409,734.141
1974-07-01,141.061,97.513,40.88,8.36,49.24,107.165,7.595,16.509,21.255,41.474,126.032,205.56,764.163
1974-08-01,142.588,102.617,45.891,8.61,54.5,109.767,8.57,14.916,21.568,42.362,133.77,201.306,777.463
1974-09-01,133.822,83.584,50.561,8.663,59.225,114.87,8.129,16.086,18.88,45.836,124.754,178.093,724.054
1974-10-01,134.91,113.174,43.546,8.936,52.481,115.599,11.722,16.562,20.501,36.886,143.422,189.479,782.256
1974-11-01,82.758,120.066,31.927,7.961,39.889,105.401,11.53,14.388,19.35,39.912,158.875,180.554,732.834
1974-12-01,45.271,137.588,26.709,6.247,32.956,98.964,14.879,14.586,20.03,43.622,136.697,178.803,690.44
1975-01-01,38.701,166.989,32.94,6.14,39.079,101.461,13.986,13.508,17.63,45.723,178.075,179.336,755.408
1975-02-01,35.284,134.214,11.771,6.067,17.838,70.405,14.528,9.497,15.642,41.672,130.481,147.083,598.807
1975-03-01,41.13,143.764,11.457,6.24,17.696,76.303,10.636,9.685,17.971,41.439,159.478,164.256,664.661
1975-04-01,61.921,133.8,16.182,5.085,21.267,72.219,8.998,12.84,18.47,43.305,108.676,152.047,612.276
1975-05-01,87.224,98.902,20.686,6.32,27.006,74.876,6.193,12.545,19.521,40.414,111.95,166.019,617.643
1975-06-01,118.26,85.718,23.823,7.532,31.355,79.713,8.13,13.329,19.454,41.763,104.367,165.738,636.473
1975-07-01,132.149,87.708,41.048,7.524,48.573,108.202,6.203,12.644,20.002,50.442,105.388,184.825,707.562
1975-08-01,131.127,83.726,46.55,8.192,54.742,111.651,6.808,13.734,19.91,46.908,78.116,180.508,672.49
1975-09-01,128.34,63.31,42.546,7.785,50.331,105.383,7.697,13.24,18.499,45.208,127.639,175.853,685.168
1975-10-01,119.753,114.927,38.586,7.467,46.053,116.355,9.294,14.476,19.255,51.164,122.367,183.101,750.692
1975-11-01,79.333,82.817,22.018,7.306,29.324,95.684,9.037,11.038,17.567,45.198,128.971,179.849,649.493
1975-12-01,41.004,143.089,31.298,8.238,39.535,113.897,17.517,12.963,19.341,47.099,153.64,192.858,741.407
1976-01-01,34.069,171.926,33.803,8.23,42.033,111.276,18.323,11.321,16.394,49.501,141.41,200.308,754.527
1976-02-01,33.512,128.081,18.381,7.306,25.687,86.444,12.528,12.125,15.013,42.227,166.589,197.971,694.489
1976-03-01,52.896,136.59,8.725,9.169,17.894,72.973,9.757,15.826,17.655,46.877,157.23,205.214,715.018
1976-04-01,65.026,120.215,14.756,8.345,23.101,77.219,8.268,14.119,17.752,44.034,135.854,191.83,674.318
1976-05-01,94.882,106.357,16.97,8.771,25.741,83.781,4.797,13.478,17.559,45.561,149.588,196.316,712.318
1976-06-01,115.208,89.963,31.846,8.027,39.873,90.352,7.175,14.896,18.552,42.827,131.137,200.397,710.508
1976-07-01,122.972,96.165,36.879,8.924,45.803,94.217,6.118,15.314,18.743,39.144,136.933,209.258,738.864
1976-08-01,137.757,90.977,40.876,8.725,49.601,106.631,5.795,13.421,18.367,53.987,143.524,202.514,772.974
1976-09-01,120.165,118.713,36.493,8.828,45.321,99.94,8.897,14.566,17.552,45.966,142.166,191.743,759.707
1976-10-01,103.376,147.955,43.657,6.148,49.805,110.449,9.569,13.681,17.754,42.639,146.132,195.896,787.45
1976-11-01,75.75,133.547,39.41,7.359,46.77,111.259,12.839,13.499,17.452,38.028,174.191,195.205,771.771
1976-12-01,42.51,189.169,40.219,8.521,48.74,116.146,18.733,13.83,18.289,43.843,197.204,221.537,861.26
1977-01-01,33.505,188.133,29.697,8.847,38.544,95.341,24.788,13.852,15.038,49.103,144.727,219.623,784.11
1977-02-01,35.118,174.698,43.518,7.279,50.796,110.247,16.595,10.889,14.48,41.362,187.409,217.355,808.154
1977-03-01,54.296,152.61,11.955,7.762,19.717,78.295,10.007,18.465,16.051,49.792,188.613,230.054,798.181
1977-04-01,66.506,134.353,12.573,8.169,20.741,80.021,7.952,14.781,16.516,42.662,162.707,223.624,749.122
1977-05-01,100.575,122.079,22.661,9.143,31.804,91.226,7.354,16.568,16.333,46.291,145.833,218.391,764.65
1977-06-01,134.625,118.66,35.117,8.506,43.623,103.05,6.599,16.428,17.073,42.817,160.643,218.572,818.467
1977-07-01,124.558,110.399,32.947,8.709,41.656,95.85,9.42,15.424,17.286,64.01,120.429,231.603,788.978
1977-08-01,142.389,115.55,39.379,8.633,48.012,101.052,8.128,17.217,17.24,50.061,161.748,235.764,849.151
1977-09-01,124.106,116.147,38.494,8.955,47.449,96.314,8.677,14.816,16.451,53.09,168.489,217.8,815.889
1977-10-01,117.006,142.759,35.518,8.909,44.427,103.763,13.154,15.374,16.568,50.764,168.378,232.826,860.591
1977-11-01,76.772,158.686,28.903,9.453,38.356,104.508,11.406,14.784,16.17,50.259,157.201,235.53,825.316
1977-12-01,46.91,185.361,28.597,8.621,37.219,101.367,19.107,13.275,17.135,45.6,170.432,242.994,842.181
1978-01-01,30.28,201.088,28.967,7.705,36.672,107.421,23.397,13.265,13.608,49.985,149.382,242.1,830.526
1978-02-01,30.678,195.607,25.016,8.05,33.066,88.05,21.702,13.624,12.65,39.911,165.134,221.509,788.865
1978-03-01,51.475,184.175,13.06,8.606,21.666,79.12,15.09,15.14,14.776,46.264,166.277,234.559,806.878
1978-04-01,70.216,149.792,4.366,9.185,13.551,69.337,7.874,16.462,14.196,33.973,175.176,240.057,777.082
1978-05-01,105.884,147.035,20.856,8.851,29.707,87.997,9.407,17.42,15.732,49.806,149.377,253.559,836.216
1978-06-01,140.657,115.906,30.274,8.671,38.945,91.605,6.631,18.112,15.596,43.969,124.46,248.436,805.371
1978-07-01,143.995,108.778,30.208,7.82,38.028,94.943,7.102,16.082,15.43,43.98,136.133,247.932,814.374
1978-08-01,165.787,108.355,34.054,7.774,41.827,90.204,8.479,17.972,16.033,50.666,130.403,249.067,836.967
1978-09-01,135.706,87.434,40.519,10.784,51.303,111.735,12.749,15.995,14.583,46.006,131.757,248.149,804.112
1978-10-01,143.782,121.447,42.336,10.297,52.633,117.391,13.028,17.33,15.169,47.713,129.107,245.571,850.537
1978-11-01,89.274,152.515,24.004,10.124,34.129,107.107,12.916,17.579,14.789,50.833,132.921,242.97,820.904
1978-12-01,51.887,177.758,18.178,10.136,28.314,113.278,17.172,16.331,15.176,47.076,125.721,253.951,818.351
1979-01-01,39.862,209.304,69.847,8.621,78.468,171.762,26.498,16.724,13.324,42.681,131.704,255.638,907.497
1979-02-01,36.511,197.849,62.097,8.882,70.979,150.961,24.489,14.597,12.782,39.179,137.03,231.159,844.558
1979-03-01,54.535,168.234,53.83,10.769,64.598,141.864,12.734,19.435,14.102,44.614,201.319,264.252,921.088
1979-04-01,69.817,133.032,44.738,9.963,54.702,126.923,12.157,18.031,13.319,37.118,128.985,248.017,787.399
1979-05-01,108.844,144.893,42.862,10.665,53.527,133.45,11.114,19.978,14.072,39.206,134.454,271.514,877.523
1979-06-01,134.804,116.805,52.055,9.657,61.711,126.467,10.842,17.47,13.575,51.743,122.792,265.496,859.994
1979-07-01,138.507,118.368,55.029,10.807,65.836,134.949,10.451,16.478,13.464,43.356,108.445,264.418,848.436
1979-08-01,155.475,128.929,64.905,9.231,74.136,146.728,12.69,18.409,14.3,60.75,115.602,261.768,914.651
1979-09-01,131.028,105.438,63.059,7.774,70.833,145.309,12.403,14.972,12.99,42.375,133.008,241.432,838.954
1979-10-01,130.026,140.372,76.103,7.843,83.946,156.714,14.507,18.184,13.695,47.313,142.126,263.029,925.966
1979-11-01,91.895,136.452,65.697,7.632,73.329,160.034,11.89,16.597,12.82,40.187,143.441,255.909,869.225
1979-12-01,61.728,164.597,61.614,9.12,70.733,160.975,17.698,13.499,13.129,44.736,156.315,272.893,905.57
1980-01-01,37.407,132.29,78.24,8.59,86.83,189.981,23.16,17.077,12.873,44.105,130.257,287.624,874.774
1980-02-01,38.582,135.665,53.596,8.744,62.34,147.607,21.031,15.67,12.564,37.056,122.247,261.906,792.327
1980-03-01,45.43,143.401,45.039,9.116,54.155,142.048,16.949,15.77,13.043,39.372,128.459,277.004,821.477
1980-04-01,56.652,107.751,24.938,9.342,34.28,111.919,13.2,15.954,13.398,45.763,128.918,271.633,765.188
1980-05-01,87.914,90.591,49.305,8.702,58.006,140.551,10.89,14.388,13.701,44.734,115.473,257.81,776.051
1980-06-01,110.184,85.38,44.494,8.199,52.693,130.936,11.077,14.438,13.117,33.672,110.71,247.895,757.41
1980-07-01,122.514,87.508,43.389,7.923,51.312,117.903,11.121,13.343,13.728,46.51,94.745,230.165,737.538
1980-08-01,121.246,81.499,51.38,7.287,58.666,125.207,13.29,13.406,13.536,38.398,87.263,230.155,724.0
1980-09-01,117.086,111.622,56.935,8.1,65.034,146.535,12.298,15.205,12.827,46.225,115.095,242.923,819.815
1980-10-01,107.059,118.971,68.752,7.697,76.449,155.726,14.063,17.158,13.564,41.312,111.025,246.449,825.328
1980-11-01,68.968,90.144,43.467,8.142,51.609,135.823,11.644,14.75,12.282,52.051,100.694,252.29,738.647
1980-12-01,49.166,138.888,65.776,8.552,74.328,173.455,22.728,14.831,13.502,46.968,104.299,267.555,831.391
1981-01-01,37.539,161.587,72.351,8.234,80.585,167.824,16.301,14.339,13.254,52.676,108.966,185.01,757.497
1981-02-01,29.628,117.583,56.937,7.382,64.319,147.077,10.371,14.747,11.728,34.889,109.084,175.313,650.421
1981-03-01,45.561,145.299,43.653,7.961,51.614,148.958,8.156,15.278,12.989,50.534,97.853,179.154,703.782
1981-04-01,59.97,112.027,44.299,7.908,52.206,121.36,6.599,17.039,13.167,45.674,83.918,191.808,651.563
1981-05-01,72.704,103.012,40.647,8.594,49.242,133.54,6.165,14.632,13.632,38.045,87.362,241.233,710.326
1981-06-01,91.642,104.616,51.467,7.858,59.325,134.363,5.839,13.38,14.016,50.49,82.699,193.54,690.585
1981-07-01,100.925,99.683,48.721,7.8,56.521,131.263,6.566,15.886,14.061,39.5,77.932,199.55,685.367
1981-08-01,106.534,101.873,51.405,10.37,61.775,123.181,6.797,13.412,13.678,45.103,83.19,193.11,686.878
1981-09-01,92.437,112.407,69.969,7.658,77.627,137.25,6.529,14.476,13.287,52.133,82.244,186.415,697.178
1981-10-01,90.247,105.056,73.693,7.233,80.926,155.841,9.667,16.493,13.556,42.109,76.696,174.356,684.022
1981-11-01,64.319,98.249,48.38,6.811,55.191,136.291,10.675,11.513,12.71,51.629,84.337,158.846,628.569
1981-12-01,36.281,127.178,57.401,7.129,64.53,140.9,14.205,13.339,13.769,46.446,106.919,170.967,670.003
1982-01-01,19.798,169.984,72.926,6.401,79.326,149.037,19.086,12.449,10.699,54.962,87.007,145.85,668.872
1982-02-01,25.748,119.123,48.47,4.629,53.099,118.767,14.907,13.177,10.045,47.857,112.273,142.132,604.027
1982-03-01,36.463,116.548,54.842,6.596,61.438,143.359,10.92,12.994,11.607,54.796,97.356,151.676,635.719
1982-04-01,47.486,120.545,52.113,6.684,58.797,137.947,9.791,14.197,11.981,45.856,105.391,152.131,645.325
1982-05-01,70.322,104.822,62.523,7.517,70.04,136.636,9.645,12.942,11.946,47.263,88.56,157.144,639.279
1982-06-01,98.191,101.203,58.69,6.025,64.715,122.948,7.436,14.169,11.873,39.953,79.404,156.679,631.857
1982-07-01,109.773,86.273,73.0,6.508,79.508,149.932,8.954,13.339,12.188,50.787,76.029,152.466,659.743
1982-08-01,121.758,97.925,68.688,6.247,74.935,131.393,7.28,13.391,11.872,50.778,80.852,185.045,700.294
1982-09-01,102.218,82.351,73.46,6.539,79.999,152.251,9.701,13.936,11.345,40.052,71.401,151.556,634.809
1982-10-01,100.921,106.586,67.514,5.097,72.611,149.08,13.137,12.702,11.471,36.29,79.69,158.071,667.948
1982-11-01,59.384,103.844,70.712,5.055,75.766,143.93,12.582,14.996,11.42,30.459,91.318,145.936,613.87
1982-12-01,37.345,103.578,57.903,6.661,64.564,155.308,17.43,10.87,11.755,41.59,77.283,161.747,616.904
1983-01-01,24.744,92.475,64.6,5.691,70.291,148.564,7.708,10.981,8.713,30.196,79.412,140.431,543.224
1983-02-01,25.351,84.711,48.439,5.706,54.146,116.478,6.049,11.28,7.804,37.922,62.987,158.886,511.469
1983-03-01,40.998,105.393,34.166,6.5,40.666,100.499,5.483,14.985,9.844,32.75,77.987,196.852,584.791
1983-04-01,51.378,89.767,32.898,7.371,40.269,92.139,5.735,13.234,8.992,33.479,67.453,192.1,554.278
1983-05-01,84.963,91.209,35.156,8.318,43.474,108.286,4.513,14.922,9.529,38.5,78.096,179.715,609.733
1983-06-01,112.884,84.878,43.869,8.387,52.256,104.152,2.852,14.333,9.746,37.22,60.581,196.246,622.893
1983-07-01,118.435,73.382,49.396,8.126,57.523,129.85,3.773,14.145,9.742,56.297,46.186,193.115,644.926
1983-08-01,134.787,88.601,51.4,7.356,58.756,128.085,3.935,14.632,9.987,48.27,53.991,186.721,669.009
1983-09-01,118.084,96.441,68.512,6.803,75.315,150.89,4.435,15.696,9.374,44.527,63.288,177.774,680.51
1983-10-01,94.197,101.218,63.108,6.715,69.823,132.381,4.779,16.224,9.487,45.154,62.476,183.66,649.575
1983-11-01,69.573,113.851,51.844,7.394,59.238,132.37,6.793,13.585,9.202,48.893,72.1,179.869,646.236
1983-12-01,28.7,120.347,70.361,7.087,77.448,158.505,10.07,12.623,9.859,41.687,66.872,169.112,617.775
1984-01-01,27.723,133.0,76.219,7.701,83.919,173.346,6.583,13.099,12.675,50.437,101.444,173.334,691.641
1984-02-01,30.758,95.61,49.82,7.601,57.421,146.26,3.322,16.046,11.795,41.988,91.967,174.936,612.68
1984-03-01,41.5,126.104,45.636,7.873,53.509,137.252,3.999,16.701,13.209,51.12,92.981,189.155,672.019
1984-04-01,57.153,113.49,38.948,7.049,45.997,126.806,3.407,16.962,13.072,43.185,86.441,183.766,644.282
1984-05-01,89.263,111.707,44.313,7.823,52.136,145.111,1.987,14.236,13.942,51.078,72.599,182.623,682.545
1984-06-01,119.189,87.461,50.139,7.244,57.383,142.187,2.611,14.898,13.916,35.148,67.633,172.198,655.24
1984-07-01,129.547,82.266,55.254,9.146,64.401,154.597,2.811,13.878,13.82,41.712,59.675,196.465,694.769
1984-08-01,147.407,72.669,64.602,8.149,72.752,168.931,2.547,15.085,14.352,48.09,52.397,187.24,708.717
1984-09-01,126.631,91.197,59.844,7.655,67.499,151.785,3.527,15.185,12.901,42.897,65.673,147.865,657.661
1984-10-01,111.521,107.314,74.596,6.619,81.215,174.683,2.631,15.816,13.616,52.733,58.05,168.035,704.4
1984-11-01,70.921,93.605,57.161,8.092,65.253,148.024,5.278,13.823,13.315,39.638,73.948,144.892,603.443
1984-12-01,40.482,88.585,55.387,8.241,63.628,154.359,4.333,11.971,13.263,39.821,65.794,180.008,598.616
1985-01-01,29.079,144.668,63.885,8.253,72.138,159.617,7.898,13.195,17.201,40.169,70.791,138.634,621.251
1985-02-01,30.861,111.998,51.071,7.984,59.056,137.752,5.223,14.22,16.122,40.074,60.1,158.09,574.439
1985-03-01,49.349,113.41,44.299,8.402,52.702,141.931,2.304,14.571,18.057,48.075,67.708,148.919,604.323
1985-04-01,72.696,96.686,36.032,9.495,45.527,122.987,2.381,15.197,18.239,41.579,66.47,178.458,614.694
1985-05-01,99.699,85.805,46.254,9.545,55.799,145.324,2.12,15.337,19.129,54.83,69.117,179.411,670.773
1985-06-01,118.804,78.903,57.064,8.433,65.497,147.783,2.608,14.152,18.346,45.04,52.862,181.814,660.312
1985-07-01,143.178,61.315,62.664,9.062,71.726,154.157,1.711,13.388,18.989,53.41,53.343,175.833,675.324
1985-08-01,139.895,73.533,58.956,8.295,67.251,147.337,2.918,15.466,19.621,58.918,55.516,184.253,697.457
1985-09-01,126.566,73.664,66.525,8.165,74.69,158.86,2.444,12.924,17.383,39.919,50.588,156.57,638.919
1985-10-01,110.782,99.908,89.678,8.042,97.72,184.872,3.201,14.899,18.687,51.65,52.913,150.494,687.405
1985-11-01,67.8,76.04,60.193,7.482,67.675,141.016,3.276,11.696,17.752,52.588,74.977,145.939,591.084
1985-12-01,40.774,103.246,59.854,8.065,67.919,170.878,8.252,10.566,18.404,48.324,73.13,146.564,620.138
1986-01-01,40.165,120.511,55.222,9.616,64.838,158.961,4.726,7.172,16.189,52.319,59.404,159.973,619.42
1986-02-01,27.463,111.638,39.406,8.136,47.542,132.833,3.512,12.34,14.548,51.289,60.618,157.657,571.897
1986-03-01,44.428,113.968,33.899,8.012,41.911,138.603,3.456,15.936,17.316,54.343,68.175,192.608,648.834
1986-04-01,81.871,101.295,34.215,8.1,42.314,115.523,1.441,14.84,17.119,34.92,69.203,182.453,618.664
1986-05-01,106.101,92.105,38.148,9.497,47.645,122.382,1.876,16.329,17.694,49.855,63.48,208.631,678.453
1986-06-01,129.029,68.433,34.268,8.914,43.182,118.0,0.819,15.495,17.37,60.114,58.707,195.288,663.255
1986-07-01,140.934,73.662,42.176,9.679,51.855,137.032,1.715,13.76,18.513,38.116,52.092,170.1,645.925
1986-08-01,143.093,71.196,51.368,10.374,61.742,138.987,2.74,13.681,18.511,49.43,52.87,196.039,686.547
1986-09-01,139.52,70.953,68.091,9.958,78.05,151.179,1.518,15.022,16.54,57.317,54.192,176.31,682.551
1986-10-01,123.167,101.909,86.518,9.659,96.177,180.244,2.777,14.906,18.05,40.981,56.607,170.746,709.388
1986-11-01,64.399,100.043,69.573,9.82,79.393,170.55,3.159,12.177,16.575,42.969,62.036,158.378,630.285
1986-12-01,45.563,134.392,70.62,10.333,80.953,165.22,4.356,10.272,17.784,48.957,79.015,151.334,656.893
1987-01-01,37.993,129.348,67.191,10.379,77.57,167.099,3.982,15.053,15.841,66.921,56.906,181.389,674.531
1987-02-01,32.473,118.74,49.349,8.661,58.009,139.067,3.406,14.698,14.88,44.554,54.382,185.211,607.41
1987-03-01,50.916,101.569,43.374,9.268,52.642,142.481,2.661,16.763,16.882,49.689,45.316,174.226,600.503
1987-04-01,77.514,102.281,52.131,9.638,61.769,140.153,1.065,16.879,17.158,49.531,49.297,201.488,655.366
1987-05-01,110.149,79.426,47.166,9.664,56.83,133.926,1.224,14.881,18.085,46.109,40.966,201.525,646.291
1987-06-01,133.41,83.643,52.519,9.413,61.932,148.831,1.48,17.247,17.687,52.174,42.303,202.845,699.62
1987-07-01,153.632,72.807,71.844,10.574,82.418,170.062,1.3,15.941,18.378,58.188,48.152,201.485,739.943
1987-08-01,145.93,60.867,62.065,9.817,71.882,152.218,1.649,14.747,17.789,62.233,40.539,189.4,685.371
1987-09-01,140.472,86.675,81.494,9.746,91.24,172.135,1.779,14.677,16.903,45.81,58.916,174.039,711.406
1987-10-01,116.661,108.619,73.0,10.138,83.138,175.175,3.173,14.521,17.709,57.786,46.444,161.551,701.638
1987-11-01,83.599,82.791,55.106,10.256,65.362,160.996,2.699,12.194,16.776,56.416,42.877,141.727,600.074
1987-12-01,47.262,114.431,56.263,10.379,66.642,170.86,3.89,15.47,17.578,57.004,55.496,191.813,673.802
1988-01-01,19.871,125.625,72.594,10.651,83.245,185.27,4.66,12.745,14.911,59.696,51.214,169.927,643.919
1988-02-01,39.936,120.953,60.002,9.833,69.836,160.437,3.476,15.403,14.671,54.052,61.901,176.037,646.865
1988-03-01,53.945,126.986,53.087,10.226,63.313,151.899,2.661,16.483,16.314,61.521,61.984,214.855,706.65
1988-04-01,71.864,76.71,26.86,10.314,37.174,117.489,1.733,14.387,16.019,55.174,58.183,210.287,621.845
1988-05-01,113.123,75.569,42.259,11.021,53.28,136.011,1.797,16.88,16.27,61.329,35.523,213.959,670.461
1988-06-01,144.342,76.81,48.669,10.195,58.865,135.545,1.189,14.329,16.854,40.91,35.49,218.197,683.667
1988-07-01,140.423,49.816,59.676,11.263,70.94,152.04,1.488,14.284,16.669,48.119,30.938,224.772,678.548
1988-08-01,165.712,66.691,65.22,11.681,76.901,161.42,1.502,15.948,16.835,64.588,32.322,231.046,756.064
1988-09-01,141.194,72.059,77.209,11.099,88.308,178.917,2.073,15.187,15.963,54.551,43.048,189.709,712.702
1988-10-01,119.403,109.386,68.049,11.529,79.578,178.774,2.303,14.758,16.199,51.911,41.033,219.683,753.45
1988-11-01,80.255,99.968,61.394,10.821,72.214,169.846,2.981,14.988,15.908,58.835,43.095,197.57,683.447
1988-12-01,46.255,129.141,67.851,11.311,79.162,180.969,4.061,11.148,16.362,64.135,50.968,207.056,710.095
1989-01-01,29.121,104.776,66.526,10.508,77.034,177.953,4.14,13.793,15.539,70.699,41.75,197.403,655.173
1989-02-01,37.034,111.124,59.838,9.975,69.813,152.857,3.437,14.509,14.814,47.427,36.064,189.012,606.278
1989-03-01,46.525,111.38,57.214,14.972,72.186,162.441,2.499,18.149,17.097,48.632,37.332,245.418,689.472
1989-04-01,71.577,87.306,40.232,12.253,52.485,139.397,1.879,15.01,15.957,47.321,37.113,209.665,625.225
1989-05-01,103.431,91.195,40.699,12.437,53.136,135.383,1.53,18.914,17.004,64.067,29.835,209.895,671.255
1989-06-01,123.487,83.793,51.46,12.272,63.732,147.943,1.885,16.145,17.347,52.534,28.929,222.25,694.313
1989-07-01,141.455,52.097,52.46,12.717,65.177,146.094,1.45,13.024,16.809,55.173,34.187,213.72,674.01
1989-08-01,165.397,76.901,62.195,12.483,74.678,153.772,1.233,15.611,17.779,66.228,27.821,204.172,728.914
1989-09-01,129.226,73.549,75.981,11.777,87.759,172.322,1.277,14.634,16.143,52.283,23.202,208.543,691.179
1989-10-01,131.018,100.187,80.868,10.865,91.733,182.148,2.636,16.079,16.822,51.558,39.329,182.603,722.381
1989-11-01,79.744,108.328,65.817,10.93,76.747,156.631,2.935,13.746,16.394,56.274,30.053,177.411,641.516
1989-12-01,38.013,138.421,76.911,10.995,87.906,160.789,4.62,11.465,17.072,47.793,43.922,190.951,653.046
1990-01-01,45.897,121.252,38.388,11.808,50.196,133.317,2.119,15.497,14.444,63.975,47.232,246.199,689.933
1990-02-01,38.319,111.043,41.448,11.862,53.309,121.248,2.098,16.218,14.098,53.764,39.31,186.536,582.633
1990-03-01,56.444,130.112,50.825,11.889,62.714,141.191,1.173,17.344,15.954,60.531,33.044,220.785,676.579
1990-04-01,72.152,101.595,64.505,11.781,76.286,149.458,1.087,13.745,14.983,50.29,30.425,233.532,667.267
1990-05-01,111.48,91.094,57.703,11.674,69.377,145.22,0.383,16.92,15.998,52.423,35.994,232.504,702.016
1990-06-01,135.753,78.562,40.698,11.309,52.007,125.238,0.278,13.111,15.82,54.851,33.035,243.655,700.302
1990-07-01,147.527,59.432,58.98,13.319,72.299,146.787,0.404,16.399,16.297,58.751,34.347,253.9,733.845
1990-08-01,165.182,107.466,68.421,12.41,80.831,160.76,0.97,18.764,16.949,63.299,34.538,218.768,786.695
1990-09-01,143.559,77.608,63.152,11.747,74.899,168.187,0.73,16.47,14.548,61.877,27.211,198.553,708.743
1990-10-01,125.657,91.911,75.041,12.211,87.252,184.185,0.447,16.887,15.711,59.402,29.894,184.543,708.638
1990-11-01,83.354,101.93,50.834,13.02,63.854,156.712,0.552,13.35,15.236,65.786,26.904,169.279,633.103
1990-12-01,44.867,78.478,50.12,14.205,64.325,148.306,2.034,11.637,15.172,69.265,39.513,200.771,610.044
1991-01-01,35.61,133.931,74.799,14.197,88.996,179.604,1.922,14.559,15.179,50.576,26.397,214.041,671.818
1991-02-01,37.309,87.101,50.235,13.43,63.666,147.655,1.049,10.672,14.109,43.711,26.502,172.345,540.452
1991-03-01,48.507,99.5,39.468,14.343,53.811,143.222,0.892,13.715,16.03,56.815,31.197,181.017,590.895
1991-04-01,73.755,84.694,39.653,13.806,53.459,140.58,0.783,13.647,15.777,64.999,27.26,194.266,615.76
1991-05-01,100.224,77.834,49.379,15.401,64.78,146.598,0.557,15.352,16.988,53.108,22.859,198.074,631.595
1991-06-01,126.079,71.205,50.566,14.12,64.687,156.915,0.325,14.031,16.483,52.996,30.873,193.978,662.885
1991-07-01,136.036,59.543,71.592,15.497,87.089,184.547,0.284,15.98,17.273,59.605,26.003,205.975,705.246
1991-08-01,140.298,70.546,74.411,14.236,88.647,170.852,0.356,13.299,17.196,57.525,29.756,214.789,714.615
1991-09-01,138.365,88.974,77.819,14.688,92.508,183.793,0.103,14.991,15.658,61.339,25.546,206.931,735.701
1991-10-01,125.019,103.439,68.272,14.558,82.83,170.287,0.556,14.521,16.633,69.398,26.339,205.769,731.96
1991-11-01,68.136,97.961,46.334,14.416,60.75,164.8,2.313,12.742,15.493,59.406,27.981,209.484,658.317
1991-12-01,47.197,103.204,50.523,15.881,66.403,168.853,2.241,13.195,16.502,63.17,33.186,194.603,642.151
1992-01-01,38.264,118.24,62.629,15.21,77.839,170.928,2.268,14.542,15.549,68.796,37.381,207.423,673.391
1992-02-01,38.942,114.255,64.037,14.12,78.158,181.775,1.38,13.417,14.745,54.872,37.715,158.534,615.636
1992-03-01,47.985,120.143,47.205,15.474,62.679,153.089,1.646,14.257,16.156,69.383,34.039,217.704,674.401
1992-04-01,75.896,96.478,47.076,16.448,63.525,147.02,0.654,14.768,15.857,66.368,30.861,230.05,677.951
