Month,Asphalt and Road Oil Consumed by the Industrial Sector,Distillate Fuel Oil Consumed by the Industrial Sector,Propane Consumed by the Industrial Sector,Propylene Consumed by the Industrial Sector,Propane/Propylene Consumed by the Industrial Sector,Total Hydrocarbon Gas Liquids Consumed by the Industrial Sector,Kerosene Consumed by the Industrial Sector,Lubricants Consumed by the Industrial Sector,Motor Gasoline Consumed by the Industrial Sector,Petroleum Coke Consumed by the Industrial Sector,Residual Fuel Oil Consumed by the Industrial Sector,Other Petroleum Products Consumed by the Industrial Sector,Total Petroleum Consumed by the Industrial Sector
2023-04-01,64.666,95.006,21.122,31.09,52.212,269.016,0.171,6.905,23.062,55.091,2.838,185.941,702.696
2023-05-01,84.128,100.181,17.684,32.831,50.516,286.69,0.258,8.555,24.192,38.368,2.329,195.208,739.908
2023-06-01,93.658,95.81,35.912,30.745,66.657,285.974,0.091,8.106,24.149,32.866,2.807,183.572,727.032
2023-07-01,94.674,59.642,46.616,31.658,78.274,318.574,0.224,8.324,23.923,14.694,2.698,199.492,722.245
2023-08-01,105.564,113.039,50.146,32.364,82.509,295.694,0.01,7.18,24.631,51.17,3.614,188.561,789.464
2023-09-01,94.584,94.021,45.013,29.909,74.922,288.445,0.193,6.285,22.801,65.223,2.484,181.106,755.143
2023-10-01,92.512,113.047,57.661,28.782,86.443,306.256,0.019,8.594,24.245,44.804,2.909,168.1,760.487
2023-11-01,65.605,106.698,37.806,32.153,69.959,305.03,0.019,4.413,22.973,74.751,4.001,176.432,759.923
2023-12-01,51.369,67.651,37.243,37.192,74.435,332.241,0.336,3.417,23.435,27.08,3.978,182.336,691.845
2024-01-01,47.099,114.435,42.714,31.363,74.077,291.558,0.275,7.52,21.948,35.138,4.008,173.153,695.134
2024-02-01,43.554,98.459,30.585,26.554,57.139,279.131,0.149,6.075,21.438,21.031,2.974,162.667,635.478
2024-03-01,53.931,83.336,16.293,31.796,48.089,284.734,0.133,6.7,23.679,22.726,3.752,178.451,657.443
2024-04-01,59.541,94.577,17.147,32.475,49.622,264.838,0.214,9.488,22.771,63.57,3.691,164.7,683.39
2024-05-01,83.424,93.536,25.969,34.135,60.105,305.309,0.215,6.61,25.034,51.294,3.654,185.437,754.512
2024-06-01,95.018,62.749,30.379,32.149,62.528,295.851,0.152,7.375,23.515,35.047,3.482,184.335,707.524
2024-07-01,95.298,80.885,30.989,31.946,62.935,281.586,0.03,7.818,24.77,56.993,3.231,188.227,738.838
2024-08-01,105.052,101.79,35.064,32.571,67.635,311.746,0.123,6.687,24.666,15.376,3.336,189.648,758.425
2024-09-01,89.868,86.716,43.829,31.175,75.004,324.259,0.002,6.085,23.19,37.944,2.511,173.474,744.049
