Month,Petroleum Imports From Algeria,Petroleum Imports From Iraq,Petroleum Imports From Kuwait,Petroleum Imports From Libya,Petroleum Imports From Nigeria,Petroleum Imports From Saudi Arabia,Petroleum Imports from United Arab Emirates,Petroleum Imports From Venezuela,Petroleum Imports From Other OPEC,Petroleum Imports From Total OPEC
1997-06-01,348.9,115.367,360.567,No Data Reported,919.267,1299.367,5.7,1892.533,57.433,4999.133
1997-07-01,291.452,88,330.935,No Data Reported,579.839,1312.516,14.355,1738.323,73.323,4428.742
1997-08-01,260.968,0.323,229.065,No Data Reported,882.161,1636.226,No Data Reported,1794.323,23.935,4827.0
1997-09-01,259.267,No Data Reported,321.633,No Data Reported,768.733,1598.967,No Data Reported,1821.567,89.6,4859.767
1997-10-01,272.065,177,349.194,No Data Reported,687.71,1377.484,No Data Reported,1991.484,58,4912.935
1997-11-01,266.9,220.467,220.2,No Data Reported,648.567,1307.533,No Data Reported,1689.067,78.733,4431.467
1997-12-01,207.839,240.452,187.935,No Data Reported,422.903,1311.355,No Data Reported,1698.677,98.645,4167.806
1998-01-01,315.774,35.806,252.323,No Data Reported,629.871,1515.387,No Data Reported,1596.581,36.032,4381.774
1998-02-01,295.357,No Data Reported,338.071,No Data Reported,560.071,1469.536,No Data Reported,1763.893,41.893,4468.821
1998-03-01,254.677,127.323,374.194,No Data Reported,845.452,1552.129,12.774,1698.226,49.968,4914.742
1998-04-01,335.5,253.533,310.8,No Data Reported,822.3,1526.567,19.967,1743.367,44.3,5056.333
1998-05-01,329.516,136.871,398.871,No Data Reported,898.581,1362.355,No Data Reported,1910.774,21.226,5058.194
1998-06-01,362.2,270.067,275.233,No Data Reported,770.867,1646.833,No Data Reported,1615.767,14.933,4955.9
1998-07-01,308.065,285.613,435.258,No Data Reported,872.613,1615.129,No Data Reported,1778.516,111.71,5406.903
1998-08-01,264.097,712.677,272.935,No Data Reported,735.71,1499.935,No Data Reported,1702.968,58.968,5247.29
1998-09-01,306.167,517.133,259.067,No Data Reported,501.667,1606.433,No Data Reported,1489.567,72.667,4752.7
1998-10-01,288.903,636.387,241.226,No Data Reported,633.484,1316.355,No Data Reported,1962.742,102.387,5181.484
1998-11-01,218.667,542.233,224.133,No Data Reported,574.367,1386.233,No Data Reported,1707.767,183.467,4836.867
1998-12-01,199.71,485.613,228.452,No Data Reported,490.387,1402.323,No Data Reported,1651.258,101.968,4559.71
1999-01-01,246.419,485.484,131.774,No Data Reported,702.387,1511.323,No Data Reported,1641.258,100.387,4819.032
1999-02-01,208.893,680.786,205.357,No Data Reported,700.964,1497.214,No Data Reported,1750.607,66.393,5110.214
1999-03-01,285.387,791.032,323.645,No Data Reported,649.935,1651.806,No Data Reported,1330.516,76.839,5109.161
1999-04-01,320.6,829.3,285.933,No Data Reported,890.333,1482.1,5.433,1736.9,128.467,5679.067
1999-05-01,303.323,750.258,227.29,No Data Reported,616.774,1501.903,No Data Reported,1574.387,104.613,5078.548
1999-06-01,255.467,773.167,258.7,No Data Reported,703.367,1538.5,19.433,1426.3,65.533,5040.467
1999-07-01,301.71,679.806,311.065,No Data Reported,666.226,1436.484,No Data Reported,1601.516,19.226,5016.032
1999-08-01,248.806,671.774,347.613,No Data Reported,799.548,1474.0,3.097,1479.742,112.323,5136.903
1999-09-01,254.967,741.4,261,No Data Reported,534.5,1441.133,No Data Reported,1483.533,108.667,4825.2
1999-10-01,183.032,921.935,205.065,No Data Reported,543.226,1353.355,No Data Reported,1339.903,98.097,4644.613
1999-11-01,210.633,712.767,216.1,No Data Reported,588.167,1396.233,No Data Reported,1222.067,85.367,4431.333
1999-12-01,278.871,667.548,200.387,No Data Reported,490.452,1455.032,No Data Reported,1346.129,125.677,4564.097
2000-01-01,239.968,254.161,239.129,No Data Reported,490.065,1543.0,No Data Reported,1360.419,42.355,4169.097
2000-02-01,256,750.241,267.414,No Data Reported,656.69,1317.379,25.345,1600,33.966,4907.034
2000-03-01,199.29,467.935,162.258,No Data Reported,1038.355,1548.161,17.032,1567.484,53.903,5054.419
2000-04-01,194.633,656.833,264.433,No Data Reported,948.4,1466.067,No Data Reported,1537.267,103.267,5170.9
2000-05-01,270.419,438.484,170.323,No Data Reported,912.839,1566.258,33.516,1467.839,44.226,4903.903
2000-06-01,221.733,830.4,209.767,No Data Reported,1188.867,1512.167,23.833,1515.933,55.467,5558.167
2000-07-01,204.742,762.452,263.742,No Data Reported,894.581,1553.774,24.097,1446.226,28.161,5177.774
2000-08-01,235.613,765.258,404.581,No Data Reported,1121.677,1649.097,No Data Reported,1661.258,66.742,5904.226
2000-09-01,216.3,764.5,351.667,No Data Reported,1019.7,1668.867,31.433,1378.367,38.767,5469.6
2000-10-01,209.677,652.774,336.516,No Data Reported,946.387,1498.548,9.161,1610.161,43.935,5307.161
2000-11-01,211.5,584.7,248.267,No Data Reported,851.367,1624.2,9.167,1631.8,75.133,5236.133
2000-12-01,240.161,528.419,343.935,No Data Reported,685.935,1897.0,8.871,1775.774,94.935,5575.032
2001-01-01,285.516,309.548,246.613,No Data Reported,881.065,1803.548,137.935,1795.742,67.097,5527.065
2001-02-01,222.571,253.143,280,No Data Reported,894.464,1799.893,44.179,1500.321,76.107,5070.679
2001-03-01,278.742,578.774,307.71,No Data Reported,1076.097,1787.968,4.032,1701.968,96.226,5831.516
2001-04-01,326.267,880.033,263.1,No Data Reported,1191.667,1658.1,84,1623.4,77.267,6103.833
2001-05-01,379.419,1011.484,256.226,No Data Reported,987.613,1770.484,52.226,1514.452,107.71,6079.613
2001-06-01,264.933,810.133,270.033,No Data Reported,792.667,1763.933,27.733,1622.967,88.2,5640.6
2001-07-01,189.516,709.774,292.194,No Data Reported,868.935,1713.097,9.903,1685.194,39.935,5508.548
2001-08-01,243.419,563.065,261.097,No Data Reported,726.968,1835.29,25.645,1585.548,48.032,5289.065
2001-09-01,200.1,1192.367,259.367,No Data Reported,1057.067,1478.133,84.033,1281.9,39.533,5592.5
2001-10-01,292.645,1177.452,226,No Data Reported,841.677,1432.032,15.677,1511.129,45.355,5541.968
2001-11-01,320.267,888.7,195.6,No Data Reported,696.133,1542.667,No Data Reported,1422.9,31.167,5097.433
2001-12-01,326.258,1126.452,145.323,No Data Reported,613.516,1369.548,No Data Reported,1381.839,61.484,5024.419
2002-01-01,264.839,988.258,212.548,No Data Reported,564.613,1455.613,4.839,1449.935,88.774,5029.419
2002-02-01,248.036,709,290.429,No Data Reported,453.286,1473.536,No Data Reported,1444.107,114.321,4732.714
2002-03-01,347.129,813.194,184.129,No Data Reported,621.097,1558.258,No Data Reported,1403.968,63,4990.774
2002-04-01,366.433,619.467,208.167,No Data Reported,645.467,1556.267,15.833,1133.667,60.2,4605.5
2002-05-01,343.29,482.161,182.355,No Data Reported,590.935,1563.548,No Data Reported,1312.065,86.581,4560.935
2002-06-01,292.9,167.167,264.9,No Data Reported,727.6,1597.633,50.867,1188.367,66.8,4356.233
2002-07-01,159.968,300.871,243.677,No Data Reported,607.387,1392.355,18.194,1585.29,58.226,4365.968
2002-08-01,182.645,245.806,177.935,No Data Reported,819.581,1444.484,25.419,1698.839,43.419,4638.129
2002-09-01,248.967,147.6,297.267,No Data Reported,547.067,1531.033,31.367,1556.133,92.9,4452.333
2002-10-01,238.839,248.226,199.226,No Data Reported,597.065,1689.968,No Data Reported,1605.226,107.452,4686.0
2002-11-01,226.433,403.333,291.367,No Data Reported,595.567,1511.167,16.567,1624.5,12.7,4681.633
2002-12-01,245.323,394.355,193.484,No Data Reported,669.903,1843.194,18.258,778.452,21.355,4164.323
2003-01-01,290.774,633.613,166.194,No Data Reported,831.032,1840.839,89.839,425.742,25.258,4303.29
2003-02-01,212.679,962.964,241.321,No Data Reported,547.214,1446.857,13.071,613.25,14.607,4051.964
2003-03-01,304,680.968,251.29,No Data Reported,1002.419,1886.0,No Data Reported,1297.484,10.419,5432.581
2003-04-01,395.333,738.567,300.733,No Data Reported,733.467,2069.5,39.467,1625.8,46.2,5949.067
2003-05-01,376.806,128.387,217.452,No Data Reported,958.032,2305.194,9,1737.355,18.903,5751.129
2003-06-01,700.033,0,292.067,No Data Reported,866.133,2001.8,33.4,1621.667,10.867,5525.967
2003-07-01,444.323,67.452,169.323,No Data Reported,842.613,1899.871,19.355,1279.129,13.645,4735.71
2003-08-01,459.129,125,188.903,No Data Reported,994.677,1534.871,No Data Reported,1564.484,66.452,4933.516
2003-09-01,478.833,362.3,250.1,No Data Reported,936.033,1748.767,33.133,1547.3,37.733,5394.2
2003-10-01,243.839,734.548,167.871,No Data Reported,1048.71,1450.516,No Data Reported,1563.613,132.871,5341.968
2003-11-01,371.367,706.467,181.8,No Data Reported,646.467,1680.533,17.367,1561.967,71.467,5237.433
2003-12-01,300.839,677.774,216.71,No Data Reported,959.194,1409.677,No Data Reported,1630.742,30.387,5225.323
2004-01-01,344.613,578.29,244.258,No Data Reported,1010.742,1477.161,9.226,1562.645,16.774,5243.71
2004-02-01,400.345,645.69,92.448,No Data Reported,1166.207,1369.379,No Data Reported,1564.897,47.276,5286.241
2004-03-01,496.484,654.871,219.677,No Data Reported,1283.645,1531.355,1.29,1609.452,35.742,5832.516
2004-04-01,487.567,768.967,327.833,No Data Reported,1100.633,1176.7,54.333,1598.5,78.833,5593.367
2004-05-01,494.71,673.903,278.129,No Data Reported,1269.871,1519.129,7.419,1602.645,38.645,5884.452
2004-06-01,463.733,635.633,224.067,34.133,1260.267,1498.0,23.867,1723.1,72.033,5934.833
2004-07-01,581.419,592.677,277.323,32.226,1101.548,1654.677,5.839,1494.871,104.29,5844.871
2004-08-01,536.452,800.161,197.387,34.323,1251.742,1864.548,53,1474.097,44.774,6256.484
2004-09-01,384.833,622.667,364.533,32.933,1076.267,1732.133,27.3,1313.6,58.567,5612.833
2004-10-01,298.613,647.419,229.355,65.968,1078.613,1645.871,27.032,1560.71,26.516,5580.097
2004-11-01,464.6,629.067,324.467,30.533,1050.267,1706.6,13.433,1532.2,32.3,5783.467
2004-12-01,464.29,626.097,219.419,12.065,1026.71,1501.516,15.419,1616.226,51.161,5532.903
2005-01-01,367.581,492.645,203.484,No Data Reported,1103.226,1653.452,11.484,1622.097,21.742,5475.71
2005-02-01,503.643,551.25,183.179,96.107,1220.536,1573.714,10.179,1709.893,11.679,5860.179
2005-03-01,380.323,547.548,207.032,9.419,974.065,1650.613,5.581,1545.774,39.097,5359.452
2005-04-01,467.167,568.967,186.967,21.433,1243.167,1514.167,9.467,1581.267,24.9,5617.5
2005-05-01,448.903,604.065,291.258,34.871,1233.71,1580.387,21.968,1647.806,9.71,5872.677
2005-06-01,580.767,608.033,183.633,106.2,1088.633,1596.367,14.833,1599.9,6.933,5785.3
2005-07-01,540.452,642.419,277.742,40.194,1254.742,1692.032,10.097,1632.065,10.677,6100.419
2005-08-01,610.065,369.097,228.613,136.29,1111.903,1589.484,6.645,1600.645,20.323,5673.065
2005-09-01,447.467,459.167,237.267,36.867,1064.733,1389.633,35.967,1373.567,40.233,5084.9
2005-10-01,495.645,577.097,330.484,82.806,1202.581,1351.097,41.742,1254.677,76.065,5412.194
2005-11-01,499.567,571.6,288.533,61.033,1248.233,1369.967,45.2,1258.467,40.667,5383.267
2005-12-01,405.452,390.323,290.677,53.29,1246.29,1471.806,8.065,1531.903,33.645,5431.452
2006-01-01,712.516,532.161,78.484,70.129,1227.161,1368.774,6.774,1565.742,33.871,5595.613
2006-02-01,451.643,446.464,159.857,70.071,1348.0,1451.071,10.143,1552.5,11.929,5501.679
2006-03-01,429,476.323,117.871,42.194,1115.935,1363.613,No Data Reported,1532.484,10.29,5087.71
2006-04-01,542.667,531.133,224.733,69.1,1098.267,1594.533,10.467,1400.2,17.167,5488.267
2006-05-01,675,666.129,231.226,65.903,1189.677,1491.645,No Data Reported,1469.903,29.903,5819.387
2006-06-01,773.667,616.633,200.8,143.533,1095.067,1528.867,8.333,1306.267,17.367,5690.533
2006-07-01,742.645,592.065,155,118.516,1072.839,1313.29,4,1468.581,42.355,5509.29
2006-08-01,802.774,619.935,155,110.903,1035.194,1513.968,24.806,1439.258,27.387,5729.226
2006-09-01,796,654.567,227.467,73.2,1077.6,1563.933,34.667,1386.133,28.733,5842.3
2006-10-01,817.452,505.065,239.129,107.452,1087.903,1382.452,5.065,1355.968,37.161,5537.645
2006-11-01,462.233,572.633,258.767,110.267,969.967,1507.267,No Data Reported,1280.7,19.533,5181.367
2006-12-01,661.774,418.516,169.29,67.194,1067.774,1491.258,No Data Reported,1273.806,70.935,5220.548
2007-01-01,778.258,530.613,172.258,58.548,1136.161,1541.935,12.258,1195.323,648.871,6074.226
2007-02-01,555.071,313.964,149.679,104.786,1108.857,1163.321,15.929,1360.25,506.214,5278.071
2007-03-01,727.161,522.774,305.226,149.968,1347.323,1243.774,0.71,1287.194,717.516,6301.645
2007-04-01,781.8,562.133,135.2,81.767,947.933,1487.6,7.367,1411.833,534.333,5949.967
2007-05-01,743.935,341.452,167.645,69.097,964.419,1613.548,25.613,1522.065,732.774,6180.548
2007-06-01,708.967,572.733,263,172.267,967.633,1533.633,No Data Reported,1364.067,538.5,6120.8
2007-07-01,746.677,460.161,202.161,186.613,905.516,1436.419,No Data Reported,1399.097,422.129,5758.774
2007-08-01,827.419,520.29,139.484,129.161,1224.323,1498.806,2.161,1320.129,452.903,6114.677
2007-09-01,701.9,603.167,169.633,74.4,1181.3,1559.933,0.733,1314.567,625.1,6230.733
2007-10-01,410.29,490.226,156.774,134.161,1240.903,1411.097,29.839,1387.581,357.968,5618.839
2007-11-01,447.433,507.6,153.6,103.467,1306.133,1619.833,No Data Reported,1380.967,441.967,5961.0
2007-12-01,600.452,378,158.097,140.516,1271.484,1686.161,30.677,1387.129,458.323,6110.839
2008-01-01,651.226,542.71,238.613,104.839,1190.613,1502.613,22.581,1276.419,885.323,6414.935
2008-02-01,380.483,780.483,271.966,86.586,1024.517,1608.0,2.552,1131.379,548.379,5834.345
2008-03-01,441.097,773.129,203.161,124,1173.581,1542.129,No Data Reported,1032.548,644.129,5933.774
2008-04-01,631.5,679.433,180.967,132.967,1221.2,1462.233,No Data Reported,1189.067,764.967,6262.333
2008-05-01,619.677,582.774,263.419,116.29,917.613,1603.839,No Data Reported,1171.097,656.387,5931.097
2008-06-01,491.767,692.867,182.533,116.833,1016.433,1464.133,23.333,1214.533,851.633,6054.067
2008-07-01,456,695.613,121.806,127.806,821.613,1689.968,No Data Reported,1329.226,883.323,6125.355
2008-08-01,529.548,662.677,202.581,112.645,1165.71,1572.871,No Data Reported,1305.129,839.774,6390.935
2008-09-01,656.733,542.667,109.833,62.933,590.733,1431.4,No Data Reported,1051.433,681.467,5127.2
2008-10-01,558.161,577.097,240,132.484,962.806,1487.226,No Data Reported,1161.871,754.903,5874.548
2008-11-01,676.533,476.267,292.2,78.7,826.533,1514.267,No Data Reported,1235.7,698.467,5798.667
2008-12-01,483.71,518.548,218.581,42.581,939.065,1470.935,No Data Reported,1159.097,846.548,5679.065
2009-01-01,719.903,568.032,242.387,63.613,523.839,1362.0,37.516,1353.226,818.419,5688.935
2009-02-01,375.071,554.393,250.643,59.857,496.321,1117.5,34.143,1139.464,930.786,4958.179
2009-03-01,462.677,587.419,180.839,61.065,890.645,967.129,41.484,1105.613,914.774,5211.645
2009-04-01,625.9,483.633,104.7,118.267,733.267,1056.6,66.867,890.833,723.267,4803.333
2009-05-01,271.968,295.484,106.355,99.032,625.935,1101.613,32.677,1140.774,698.032,4371.871
2009-06-01,432.767,390.1,178.867,102.733,829.733,958.633,74.567,1256.2,601.033,4824.633
2009-07-01,382.71,321.29,186.613,68.581,879.032,1046.129,161.194,975.871,532.613,4554.032
2009-08-01,551.032,500.097,148.032,67.71,917.484,728.548,35.323,1070.258,511.065,4529.548
2009-09-01,654.633,427.933,245.633,54.367,911.767,1044.667,No Data Reported,1146.4,567.033,5052.433
2009-10-01,490.903,498.645,103.677,91.355,868.613,943.0,No Data Reported,955.452,629.548,4581.194
2009-11-01,400,460.633,287.133,140.3,979.8,857.9,No Data Reported,873.5,585.933,4585.2
2009-12-01,543.935,324.677,160.129,23.387,1029.161,876.774,No Data Reported,848.581,364.065,4170.71
2010-01-01,498.29,522.548,76.871,39.903,1047.677,963.097,No Data Reported,910.71,494.484,4553.581
2010-02-01,498.286,539.536,228.179,40.357,932.393,898.143,No Data Reported,1010.179,511.929,4659.0
2010-03-01,455.452,475.452,218.129,79,962.032,1148.871,No Data Reported,1060.581,684.323,5083.839
2010-04-01,463.933,490.3,278.433,141.9,1060.467,1256.867,No Data Reported,950.767,733.567,5376.233
2010-05-01,518.129,393.645,224.71,38.968,1025.903,1096.581,9.516,1117.258,629.806,5054.516
2010-06-01,549.867,630.467,216.833,98.367,1107.5,1124.767,No Data Reported,899.2,670.433,5297.433
2010-07-01,518.387,430.484,188.677,109.71,1174.484,1052.935,6.774,1083.548,612.548,5177.548
2010-08-01,565.129,280.548,250.613,122.935,984.645,1131.548,No Data Reported,1021.581,760.194,5117.194
2010-09-01,542.633,421.5,172.167,43.1,1174.033,1093.467,10.467,1007.833,645.733,5110.933
2010-10-01,451.032,143.355,215.129,35.516,871.71,1131.387,No Data Reported,929.935,526.871,4304.935
2010-11-01,572.067,340.333,169.533,23.233,856.167,1152.433,No Data Reported,941.5,469.867,4525.133
2010-12-01,484.29,335.71,125.355,66.452,1070.484,1093.419,No Data Reported,917.097,520.968,4613.774
2011-01-01,565.194,432.839,147.032,57,1022.419,1100.839,No Data Reported,1029.806,554.032,4909.161
2011-02-01,405.643,262.643,118.286,36.25,977.643,1114.179,No Data Reported,989.321,625.786,4529.75
2011-03-01,499.581,397.613,160.968,31.516,913.129,1108.258,No Data Reported,1065.29,461.968,4638.323
2011-04-01,466.433,519.433,77.933,0.6,922.3,1106.8,No Data Reported,1008.667,445.9,4548.067
2011-05-01,391.032,421.581,199.968,0.065,854.387,1202.903,19.161,1015.548,514.032,4618.677
2011-06-01,296.667,558.533,237.933,34.5,853.233,1168.633,50.033,1083.967,610.367,4893.867
2011-07-01,353.968,596.129,227.548,No Data Reported,884.452,1326.129,No Data Reported,954.065,596.581,4938.871
2011-08-01,298.452,637.484,165.484,0.645,891.677,1075.194,21.194,913.806,651.774,4655.71
2011-09-01,290.967,403.933,144.533,1.967,579.533,1479.0,11.3,806.033,609.1,4326.367
2011-10-01,173.355,489.968,277.935,1.903,693.452,1119.806,No Data Reported,905.548,634.129,4296.097
2011-11-01,260.267,394.733,302.067,10.1,703.367,1221.933,18.467,766.933,528.6,4206.467
2011-12-01,296.968,380.419,230.871,9.258,534.194,1309.839,No Data Reported,868.194,463.226,4092.968
2012-01-01,268.71,374.065,318.774,4.71,493.903,1422.677,35.29,751.387,489.903,4159.419
2012-02-01,255.759,270.655,251.69,28.966,353.207,1420.034,No Data Reported,934.069,474.483,3988.862
2012-03-01,325.065,385.548,454.419,60.258,373.613,1369.0,No Data Reported,983.742,349.613,4301.258
2012-04-01,258.867,394.967,235.333,68.033,482.967,1596.7,No Data Reported,904.467,460.767,4402.1
2012-05-01,299.839,675,407,65.258,428.129,1539.677,No Data Reported,860.742,454.774,4730.419
2012-06-01,236.233,668.433,250.067,93.167,515.067,1456.1,No Data Reported,794.3,641.8,4655.167
2012-07-01,212.581,374.645,304.258,110.484,371.645,1466.065,No Data Reported,1079.645,467.581,4386.903
2012-08-01,303.161,550.226,301.161,125.581,504.129,1219.871,No Data Reported,1047.677,333.065,4384.871
2012-09-01,175.467,461.3,309.867,67.2,467.733,1291.467,No Data Reported,1038.033,460.667,4271.733
2012-10-01,185.871,592.548,287.419,58.516,543.323,1258.419,3.968,951.419,305.387,4186.871
2012-11-01,198.533,488.8,276.2,30.3,516.3,1316.233,No Data Reported,1075.833,326.033,4228.233
2012-12-01,178.871,461.71,254.161,16.484,248.258,1033.935,No Data Reported,1091.613,271,3556.032
2013-01-01,194.548,418.871,389.355,19.548,478.548,978.935,No Data Reported,913.226,473.097,3866.129
2013-02-01,17.393,529.179,255.357,19.607,254.929,1031.679,11.143,614.464,381.071,3114.821
2013-03-01,73.516,426.097,367.129,74.097,402.677,1283.742,No Data Reported,780.71,333.355,3741.323
2013-04-01,160.167,455.467,238.333,76.433,405.367,1108.967,No Data Reported,865.533,488.433,3798.7
2013-05-01,167.742,320.548,360.677,125.129,395.161,1439.742,No Data Reported,738.581,516.258,4063.839
2013-06-01,87.5,228.333,217.267,119.367,366.167,1430.933,0.1,898.6,488.833,3837.1
2013-07-01,112.194,299.194,309.194,150.226,240.226,1318.387,No Data Reported,933.419,426.355,3789.194
2013-08-01,105,397.032,419.548,66.677,167.419,1331.935,No Data Reported,678.097,735.419,3901.129
2013-09-01,136.4,287.267,299.333,35.267,286.367,1556.7,No Data Reported,837.4,481.8,3920.533
2013-10-01,65.677,225.806,334.903,13.226,182.71,1361.645,0.065,758.645,468.452,3411.129
2013-11-01,143.8,181.767,396.933,No Data Reported,93.367,1563.1,No Data Reported,795.633,360.367,3534.967
2013-12-01,110.065,331.839,332.161,0.323,98.903,1519.677,28.968,846.968,344.032,3612.935
2014-01-01,68.355,249.29,473.806,No Data Reported,88.935,1461.645,No Data Reported,686.774,321.387,3350.194
2014-02-01,78.857,289.5,347.75,No Data Reported,58.893,1463.786,0.571,806.857,351.571,3397.786
2014-03-01,92.194,305.645,359.806,No Data Reported,112.323,1444.032,0.323,771.806,308.581,3394.71
2014-04-01,68.8,320.7,342.233,No Data Reported,186.833,1607.267,No Data Reported,853.333,328.4,3707.567
2014-05-01,101.613,351.258,333.677,No Data Reported,117.806,1241.161,No Data Reported,771.677,395.903,3313.097
2014-06-01,146.733,528.9,355,No Data Reported,115.033,1016.8,35.833,748.267,305.367,3251.933
2014-07-01,118.129,496,375.129,No Data Reported,61.355,1232.194,30.355,901.484,383.71,3598.355
2014-08-01,137.065,543.323,263.355,9.935,47.935,896.839,62.355,866.903,447,3274.71
2014-09-01,185.1,350.3,245.1,No Data Reported,57.233,1005.233,31.233,824.033,518.9,3217.133
2014-10-01,100.613,285.871,304.097,No Data Reported,59.0,830.355,No Data Reported,701.71,395.323,2676.968
2014-11-01,97.8,420.867,136.6,57.267,55.033,1014.033,No Data Reported,799.8,339.3,2920.7
2014-12-01,125,281.935,197.065,10.516,144.161,812.581,No Data Reported,743.903,444.548,2759.71
2015-01-01,82.258,227.387,266.161,19.677,51.0,819.935,No Data Reported,670.355,400.935,2537.71
2015-02-01,112.321,222.25,240.643,4.286,37.571,944.929,21.5,782.893,427.821,2794.214
2015-03-01,75.871,121.516,276.935,No Data Reported,78.226,1047.484,No Data Reported,849.226,351.548,2800.806
2015-04-01,106.4,138.667,185.8,3.333,53.567,1204.9,No Data Reported,824.467,216.433,2733.567
2015-05-01,149.548,282.516,221.677,11.516,57.581,1210.258,No Data Reported,897.871,301.806,3132.774
2015-06-01,126.133,213.833,313.7,No Data Reported,20.9,1077.467,No Data Reported,756.567,360.167,2868.767
2015-07-01,108.839,132.677,143.742,No Data Reported,130.065,1187.29,2.161,808.194,397.871,2910.839
2015-08-01,121,117.161,113.387,3.774,86.065,1005.355,1.387,934.161,367.677,2749.968
2015-09-01,145.467,202.633,211.233,5.3,114.267,862.533,No Data Reported,855.267,457.5,2854.2
2015-10-01,75.516,374.903,150.452,17.032,65.355,983.226,No Data Reported,802.484,430.452,2899.419
2015-11-01,123.567,268.8,139.767,6.3,113.5,1235.767,9.467,842.7,429.467,3169.333
2015-12-01,73.613,446.581,192.645,12.419,155.484,1121.516,9.968,898.935,362.387,3273.548
2016-01-01,125.677,251.935,205.452,10,131.516,1054.0,No Data Reported,701.548,573.839,3053.968
2016-02-01,173.862,244.552,289.276,4.931,274.034,1028.517,3.828,773.483,437.345,3229.828
2016-03-01,147.032,365.355,122.968,No Data Reported,290.323,1309.065,4.871,846.065,490.355,3576.032
2016-04-01,137.1,349.333,199.033,9.733,243.267,1153.933,No Data Reported,788.467,472.767,3353.633
2016-05-01,101.968,571.387,176.71,74.935,296.71,1171.387,14.968,787.097,469.677,3664.839
2016-06-01,182.9,433.7,135.067,No Data Reported,252.2,1103.5,33.233,747.967,414.6,3303.167
2016-07-01,191.161,390.129,323.387,5.419,264.839,1052.677,17.129,933.419,591.258,3769.419
2016-08-01,169.032,487.742,156.226,21.613,181.29,1147.065,16.161,772.968,474.839,3426.935
2016-09-01,155.3,447.933,275.033,4.133,168.167,1210.5,32.567,825.333,456.133,3575.1
2016-10-01,296.419,507.516,153.774,No Data Reported,232.29,1025.194,No Data Reported,741.161,373.258,3329.613
2016-11-01,299.867,434.2,228.233,26.967,246.5,1002.533,26.533,848.7,446.567,3560.1
2016-12-01,202.484,589.645,254.29,31.903,245.677,1014.29,13.806,789.226,349.194,3490.516
2017-01-01,232.452,622.129,105.323,31.484,332.032,1345.032,No Data Reported,749.258,375.129,3792.839
2017-02-01,234.107,412.75,250.607,22,222.786,1338.429,No Data Reported,750.786,213.857,3445.321
2017-03-01,193.258,543.581,218.968,29.742,341.742,1172.613,21.097,764,308.29,3593.29
2017-04-01,152.9,810.5,101,44.9,331.533,1160.4,21.3,856.6,264.167,3743.3
2017-05-01,195.871,619.452,173.871,86.645,293.806,1131.806,39.484,766.548,361.387,3668.871
2017-06-01,254.467,586.733,161.7,38.367,320.033,1044.9,33.9,663.367,463.067,3566.533
2017-07-01,215.355,756.387,205.806,107.645,241.032,794.742,32.516,685.774,359.645,3398.903
2017-08-01,228.677,456.452,86.774,35.258,396.613,739.419,52.581,606,561.129,3162.903
2017-09-01,145.367,501.8,127.467,58.833,291.967,675.733,65.4,620.033,393.733,2880.333
2017-10-01,143.613,708.258,118.903,175.71,440.839,591.0,63.968,561.903,349.968,3154.161
2017-11-01,120.433,610.733,116.633,71.667,469.767,779.967,28.267,557.567,289.267,3044.3
2017-12-01,149.387,605,78,72.613,322.677,719.419,44.742,512.677,434.935,2939.452
2018-01-01,233.968,699.097,100,75.742,349.387,744.097,20,528.355,258.484,3009.129
2018-02-01,119.214,617.143,177.429,37.821,385.5,667.107,63.25,471.786,200.643,2739.893
2018-03-01,107.065,721.258,130.677,78.839,152.839,760.161,106.548,560.548,226.871,2844.806
2018-04-01,207.667,833.533,106.7,87.433,274.867,903.833,43.133,631.5,434.533,3523.2
2018-05-01,133.677,582.806,48.903,40.323,102.355,872.226,44.742,558.548,347.452,2731.032
2018-06-01,147.4,421.067,92.033,75.033,267.1,847.3,108.9,643.433,438.467,3040.733
2018-07-01,243.032,484.935,62.516,43.645,43.355,875.581,29.516,625.355,563.355,2971.29
2018-08-01,198,420.516,82.742,19.323,66.258,1039.355,42.548,591.774,396.387,2856.903
2018-09-01,199.567,485.433,36.2,60.9,112.5,1043.2,66.5,707.6,283.8,2995.7
2018-10-01,178.097,377.419,No Data Reported,32.323,182.0,1107.806,63.226,570.065,218.258,2729.194
2018-11-01,161.6,392.233,100.9,0.067,179.733,1000.933,59.033,562.967,245.667,2703.133
2018-12-01,183.484,225.581,16.194,121.226,176.903,929.774,55.161,575.677,231.839,2515.839
2019-01-01,97.935,428.774,21.419,59.677,181.226,776.774,26.742,633.806,326.839,2553.194
2019-02-01,51.107,422.429,105.679,35.714,33.25,663.179,31.607,289.143,171.107,1803.214
2019-03-01,136.355,275.419,129.419,25.323,141.548,665.968,2.839,69.129,197.129,1643.129
2019-04-01,125.433,264.9,60.533,87.9,137.033,583.2,22.133,114.3,170.9,1566.333
2019-05-01,141.516,365.806,56.548,111.161,242.516,462.387,21.839,11.065,279.677,1692.516
2019-06-01,122.4,355.3,25.667,54.967,251.467,578.6,16.4,0.233,293.533,1698.567
2019-07-01,74.516,359.839,19.806,38.935,193.194,453.548,36.484,No Data Reported,243.323,1419.645
2019-08-01,63.129,248.774,45.935,66.226,379.968,461.258,19,No Data Reported,375.968,1660.258
