Month,"Coal Stocks, Producers and Distributors","Coal Stocks, Residential and Commercial Sectors","Coal Stocks, Industrial Sector, Coke Plants","Coal Stocks, Industrial Sector, Other","Coal Stocks, Industrial Sector, Total","Coal Stocks, End-Use Sectors Total","Coal Stocks, Electric Power Sector","Coal Stocks, Total"
2006-04-01,37489.0,Not Available,2782.593,5296.818,8079.411,8079.411,125096.612,170665.023
2006-05-01,34587.0,Not Available,2810.936,5475.916,8286.852,8286.852,133840.76,176714.612
2006-06-01,35307.0,Not Available,2839.28,5655.014,8494.294,8494.294,135733.732,179535.026
2006-07-01,38147.0,Not Available,2816.962,5815.995,8632.957,8632.957,127893.696,174673.653
2006-08-01,35357.0,Not Available,2794.643,5976.975,8771.618,8771.618,123883.988,168012.606
2006-09-01,33170.0,Not Available,2772.325,6137.956,8910.281,8910.281,126871.541,168951.822
2006-10-01,34251.0,Not Available,2824.101,6260.645,9084.746,9084.746,134941.311,178277.057
2006-11-01,35752.0,Not Available,2875.878,6383.334,9259.212,9259.212,140441.542,185452.754
2006-12-01,36548.0,Not Available,2927.654,6506.023,9433.677,9433.677,140964.439,186946.116
2007-01-01,35986.0,Not Available,2744.564,6256.079,9000.643,9000.643,136376.784,181363.427
2007-02-01,34450.0,Not Available,2561.475,6006.134,8567.609,8567.609,133468.41,176486.019
2007-03-01,34007.0,Not Available,2443.617,5756.19,8199.807,8199.807,141388.69,183595.497
2007-04-01,33695.0,Not Available,2417.193,5728.27,8145.463,8145.463,149657.373,191497.836
2007-05-01,33107.0,Not Available,2390.769,5700.349,8091.118,8091.118,154735.171,195933.289
2007-06-01,32484.0,Not Available,2364.345,5672.429,8036.774,8036.774,154812.135,195332.909
2007-07-01,31967.0,Not Available,2210.757,5718.539,7929.296,7929.296,145450.041,185346.337
2007-08-01,30885.0,Not Available,2091.304,5764.65,7855.954,7855.954,140667.746,179408.7
2007-09-01,30090.0,Not Available,1971.852,5810.76,7782.612,7782.612,142665.524,180538.136
2007-10-01,31112.0,Not Available,1959.747,5748.497,7708.244,7708.244,150075.071,188895.315
2007-11-01,32069.0,Not Available,1947.641,5686.233,7633.874,7633.874,154291.963,193994.837
2007-12-01,33977.0,Not Available,1935.536,5623.97,7559.506,7559.506,151221.161,192757.667
2008-01-01,34252.0,467.176,1777.755,5355.314,7133.069,7600.245,146972.684,188824.929
2008-02-01,35114.0,452.809,1619.973,5086.659,6706.632,7159.441,142782.006,185055.447
2008-03-01,34876.0,447.614,1462.192,4818.003,6280.195,6727.809,146497.086,188100.895
2008-04-01,36494.0,457.85,1560.161,4873.143,6433.304,6891.154,154029.273,197414.427
2008-05-01,34223.0,468.086,1658.131,4928.283,6586.414,7054.5,159408.415,200685.915
2008-06-01,32086.0,478.322,1756.1,4983.423,6739.523,7217.845,152542.197,191846.042
2008-07-01,31693.0,490.144,1827.718,5058.423,6886.141,7376.285,142572.23,181641.515
2008-08-01,30017.0,501.966,1899.337,5133.423,7032.76,7534.726,139351.847,176903.573
2008-09-01,31354.0,513.787,1970.955,5208.423,7179.378,7693.165,143903.317,182950.482
2008-10-01,32444.0,508.464,2090.915,5474.571,7565.486,8073.95,155658.954,196176.904
2008-11-01,33556.0,503.141,2210.876,5740.718,7951.594,8454.735,163390.189,205400.924
2008-12-01,34688.0,497.819,2330.836,6006.866,8337.702,8835.521,161588.607,205112.128
2009-01-01,38394.0,490.195,2260.382,5788.486,8048.868,8539.063,156075.239,203008.302
2009-02-01,42066.0,482.571,2189.927,5570.107,7760.034,8242.605,160600.799,210909.404
2009-03-01,41257.0,474.947,2119.473,5351.727,7471.2,7946.147,174222.814,223425.961
2009-04-01,43195.0,477.459,1999.652,5266.433,7266.085,7743.544,185790.344,236728.888
2009-05-01,41622.0,479.971,1879.832,5181.138,7060.97,7540.941,195103.402,244266.343
2009-06-01,44018.0,482.484,1760.011,5095.844,6855.855,7338.339,195655.837,247012.176
2009-07-01,45372.0,496.414,1701.836,5098.63,6800.466,7296.88,193562.749,246231.629
2009-08-01,42457.0,510.344,1643.662,5101.415,6745.077,7255.421,191531.706,241244.127
2009-09-01,41690.0,524.275,1585.487,5104.201,6689.688,7213.963,197208.096,246112.059
2009-10-01,43882.0,525.789,1682.664,5105.964,6788.628,7314.417,199476.596,250673.013
2009-11-01,42217.0,527.303,1779.841,5107.726,6887.567,7414.87,203765.023,253396.893
2009-12-01,47718.0,528.818,1956.757,5109.489,7066.246,7595.064,189466.761,244779.825
2010-01-01,48854.0,509.508,1832.32,4797.851,6630.171,7139.679,178091.097,234084.776
2010-02-01,49069.0,490.198,1707.882,4486.214,6194.096,6684.294,171025.848,226779.142
2010-03-01,50936.0,470.887,1583.445,4174.576,5758.021,6228.908,177741.587,234906.495
2010-04-01,50761.0,482.224,1714.887,4206.997,5921.884,6404.108,189260.269,246425.377
2010-05-01,50900.0,493.561,1846.329,4239.417,6085.746,6579.307,191668.986,249148.293
2010-06-01,51497.0,504.897,1977.771,4271.838,6249.609,6754.506,181489.676,239741.182
2010-07-01,47935.0,509.034,1948.122,4345.388,6293.51,6802.544,169504.36,224241.904
2010-08-01,48638.0,513.171,1918.474,4418.939,6337.413,6850.584,159987.344,215475.928
2010-09-01,49913.0,517.308,1888.825,4492.489,6381.314,6898.622,163775.651,220587.273
2010-10-01,49430.0,528.959,1901.024,4503.467,6404.491,6933.45,175686.467,232049.917
2010-11-01,50571.0,540.61,1913.223,4514.446,6427.669,6968.279,183388.507,240927.786
2010-12-01,49820.0,552.261,1925.422,4525.424,6450.846,7003.107,174917.26,231740.367
2011-01-01,48709.0,535.886,1936.688,4304.811,6241.499,6777.385,164574.53,220060.915
2011-02-01,49140.0,519.511,1947.954,4084.197,6032.151,6551.662,161063.554,216755.216
2011-03-01,48165.0,503.135,1959.22,3863.584,5822.804,6325.939,166255.223,220746.162
2011-04-01,49852.0,505.386,1957.986,3969.321,5927.307,6432.693,173427.454,229712.147
2011-05-01,51473.0,507.637,1956.752,4075.057,6031.809,6539.446,174092.958,232105.404
2011-06-01,50507.0,509.887,1955.518,4180.794,6136.312,6646.199,165149.05,222302.249
2011-07-01,52420.0,512.623,2082.368,4202.833,6285.201,6797.824,147296.233,206514.057
2011-08-01,50287.0,515.359,2221.039,4224.871,6445.91,6961.269,138526.977,195775.246
2011-09-01,49909.0,518.094,2404.998,4246.91,6651.908,7170.002,143710.892,200789.894
2011-10-01,50810.0,546.322,2473.209,4316.377,6789.586,7335.908,156195.866,214341.774
2011-11-01,50997.0,574.55,2541.42,4385.844,6927.264,7501.814,167754.198,226253.012
2011-12-01,51897.0,602.777,2609.631,4455.311,7064.942,7667.719,172386.68,231951.399
2012-01-01,48318.0,587.407,2506.551,4279.823,6786.374,7373.781,180091.309,235783.09
2012-02-01,49743.0,572.037,2403.47,4104.335,6507.805,7079.842,186865.52,243688.362
2012-03-01,51141.0,556.668,2300.39,3928.847,6229.237,6785.905,195379.811,253306.716
2012-04-01,51283.0,566.078,2298.737,4025.404,6324.141,6890.219,202265.393,260438.612
2012-05-01,50726.0,575.488,2297.085,4121.962,6419.047,6994.535,203137.445,260857.98
2012-06-01,50374.0,584.899,2295.432,4218.519,6513.951,7098.85,197923.99,255396.84
2012-07-01,49120.0,588.658,2328.968,4318.274,6647.242,7235.9,183958.454,240314.354
2012-08-01,47499.0,592.417,2362.505,4418.03,6780.535,7372.952,178536.947,233408.899
2012-09-01,46231.0,596.175,2396.041,4517.785,6913.826,7510.001,182019.651,235760.652
2012-10-01,45830.0,591.817,2438.191,4503.523,6941.714,7533.531,186396.134,239759.665
2012-11-01,45550.0,587.459,2480.342,4489.26,6969.602,7557.061,188291.324,241398.385
2012-12-01,46157.0,583.101,2522.492,4474.998,6997.49,7580.591,185115.833,238853.424
2013-01-01,46907.0,565.524,2417.182,4298.635,6715.817,7281.341,178858.963,233047.304
2013-02-01,47665.0,547.946,2311.871,4122.271,6434.142,6982.088,175565.053,230212.141
2013-03-01,48422.0,530.369,2206.561,3945.908,6152.469,6682.838,171736.37,226841.208
2013-04-01,48991.0,529.808,2304.505,3949.751,6254.256,6784.064,173014.216,228789.28
2013-05-01,49560.0,529.248,2402.448,3953.594,6356.042,6885.29,177174.077,233619.367
2013-06-01,50129.0,528.687,2500.392,3957.437,6457.829,6986.516,171123.564,228239.08
2013-07-01,49131.0,529.276,2515.628,4074.299,6589.927,7119.203,160019.272,216269.475
2013-08-01,48133.0,529.864,2530.863,4191.161,6722.024,7251.888,154567.047,209951.935
2013-09-01,47135.0,530.453,2546.099,4308.023,6854.122,7384.575,152693.941,207213.516
2013-10-01,47061.0,518.52,2430.72,4237.723,6668.443,7186.963,154194.206,208442.169
2013-11-01,46987.0,506.587,2315.341,4167.422,6482.763,6989.35,156248.81,210225.16
2013-12-01,45652.0,494.654,2199.962,4097.122,6297.084,6791.738,147884.247,200327.985
2014-01-01,44951.0,464.607,2063.712,3909.271,5972.983,6437.59,133704.727,185093.317
2014-02-01,44804.0,434.559,1927.462,3721.421,5648.883,6083.442,119904.283,170791.725
2014-03-01,44728.0,404.512,1791.212,3533.57,5324.782,5729.294,118260.238,168717.532
2014-04-01,44813.0,412.649,1839.815,3564.31,5404.125,5816.774,128925.018,179554.792
2014-05-01,43871.0,420.786,1888.418,3595.049,5483.467,5904.253,136936.637,186711.89
2014-06-01,42682.0,428.923,1937.021,3625.789,5562.81,5991.733,133494.087,182167.82
2014-07-01,41939.0,440.02,2060.388,3773.918,5834.306,6274.326,125897.055,174110.381
2014-08-01,39892.0,451.116,2183.754,3922.048,6105.802,6556.918,121369.292,167818.21
2014-09-01,38828.0,462.213,2307.121,4070.177,6377.298,6839.511,124546.188,170213.699
2014-10-01,38266.0,457.898,2417.936,4112.109,6530.045,6987.943,136964.404,182218.347
2014-11-01,38159.0,453.582,2528.75,4154.042,6682.792,7136.374,142599.673,187895.047
2014-12-01,38894.0,449.267,2639.565,4195.974,6835.539,7284.806,151792.33,197971.136
2015-01-01,38817.0,428.688,2471.443,4010.43,6481.873,6910.561,154479.484,200207.045
2015-02-01,39581.0,408.109,2303.32,3824.886,6128.206,6536.315,149162.701,195280.016
2015-03-01,39610.0,387.53,2135.198,3639.342,5774.54,6162.07,154437.73,200209.8
2015-04-01,40226.0,386.985,2299.256,3714.113,6013.369,6400.354,167177.865,213804.219
2015-05-01,39817.0,386.441,2463.313,3788.884,6252.197,6638.638,172928.368,219384.006
2015-06-01,39399.0,385.896,2627.371,3863.655,6491.026,6876.922,166570.298,212846.22
2015-07-01,38993.0,388.022,2755.82,3999.391,6755.211,7143.233,158072.749,204208.982
2015-08-01,37353.0,390.149,2884.268,4135.128,7019.396,7409.545,156074.689,200837.234
2015-09-01,36213.0,392.275,3012.717,4270.864,7283.581,7675.856,162228.55,206117.406
2015-10-01,36233.0,392.904,2753.903,4307.751,7061.654,7454.558,175702.23,219389.788
2015-11-01,36509.0,393.533,2495.089,4344.639,6839.728,7233.261,188702.719,232444.98
2015-12-01,35871.0,394.162,2236.275,4381.526,6617.801,7011.963,195912.247,238795.21
2016-01-01,35236.0,373.436,2128.931,4239.549,6368.48,6741.916,187293.703,229271.619
2016-02-01,35258.0,352.711,2021.588,4097.573,6119.161,6471.872,187153.4,228883.272
2016-03-01,35207.0,331.985,1914.244,3955.596,5869.84,6201.825,191634.65,233043.475
2016-04-01,35011.0,333.761,1876.723,3915.215,5791.938,6125.699,193272.104,234408.803
2016-05-01,34053.0,335.536,1839.202,3874.834,5714.036,6049.572,192509.113,232611.685
2016-06-01,32932.0,337.312,1801.681,3834.453,5636.134,5973.446,182175.633,221081.079
2016-07-01,31393.0,348.374,1754.546,3796.265,5550.811,5899.185,168189.741,205481.926
2016-08-01,29126.0,359.436,1707.411,3758.077,5465.488,5824.924,158973.352,193924.276
2016-09-01,27282.0,370.498,1660.276,3719.889,5380.165,5750.663,156635.129,189667.792
2016-10-01,26425.0,367.06,1665.088,3692.218,5357.306,5724.366,160993.979,193143.345
2016-11-01,25645.0,363.623,1669.901,3664.546,5334.447,5698.07,170334.169,201677.239
2016-12-01,25309.0,360.185,1674.713,3636.875,5311.588,5671.773,162476.415,193457.188
2017-01-01,24974.0,351.779,1579.061,3503.212,5082.273,5434.052,156246.568,186654.62
2017-02-01,25170.0,343.374,1483.409,3369.55,4852.959,5196.333,160534.098,190900.431
2017-03-01,25190.0,334.968,1387.757,3235.887,4623.644,4958.612,161856.191,192004.803
2017-04-01,25169.0,333.134,1467.138,3255.56,4722.698,5055.832,163983.218,194208.05
2017-05-01,24350.0,331.3,1546.519,3275.232,4821.751,5153.051,162594.563,192097.614
2017-06-01,23430.0,329.466,1625.9,3294.905,4920.805,5250.271,158079.082,186759.353
2017-07-01,25465.0,332.086,1640.547,3357.164,4997.711,5329.797,145870.185,176664.982
2017-08-01,24226.0,334.705,1655.194,3419.423,5074.617,5409.322,141254.652,170889.974
2017-09-01,23430.0,337.325,1669.841,3481.682,5151.523,5488.848,139619.013,168537.861
2017-10-01,23459.0,328.273,1685.878,3401.833,5087.711,5415.984,141500.63,170375.614
2017-11-01,23705.0,319.221,1701.916,3321.983,5023.899,5343.12,143459.982,172508.102
2017-12-01,23999.0,310.169,1717.953,3242.134,4960.087,5270.256,137721.309,166990.565
2018-01-01,24769.0,298.391,1647.947,3125.193,4773.14,5071.531,123234.514,153075.045
2018-02-01,24938.0,286.612,1577.94,3008.253,4586.193,4872.805,120525.86,150336.665
2018-03-01,24736.0,274.834,1507.934,2891.312,4399.246,4674.08,126007.914,155417.994
2018-04-01,23417.0,268.445,1543.862,2892.955,4436.817,4705.262,128570.788,156693.05
2018-05-01,22841.0,262.055,1579.791,2894.597,4474.388,4736.443,127982.0,155559.443
2018-06-01,22997.0,255.666,1615.719,2896.24,4511.959,4767.625,121041.362,148805.987
2018-07-01,21025.0,257.092,1680.688,2938.601,4619.289,4876.381,110348.409,136249.79
2018-08-01,21806.0,258.518,1745.657,2980.961,4726.618,4985.136,103744.169,130535.305
2018-09-01,22537.0,259.944,1810.626,3023.322,4833.948,5093.892,100383.973,128014.865
2018-10-01,21878.0,255.591,1809.38,3101.5,4910.88,5166.471,104855.065,131899.536
2018-11-01,22419.0,251.237,1808.135,3179.679,4987.814,5239.051,104075.187,131733.238
2018-12-01,21692.0,246.884,1806.889,3257.857,5064.746,5311.63,102792.854,129796.484
2019-01-01,21391.0,238.121,1873.088,3115.808,4988.896,5227.017,99144.744,125762.761
2019-02-01,23551.0,229.359,1939.287,2973.758,4913.045,5142.404,98637.321,127330.725
2019-03-01,24160.0,220.596,2005.486,2831.709,4837.195,5057.791,96932.056,126149.847
2019-04-01,22767.0,214.222,2102.329,2882.829,4985.158,5199.38,108072.302,136038.682
2019-05-01,24273.0,207.849,2199.173,2933.949,5133.122,5340.971,115700.254,145314.225
2019-06-01,24529.0,201.475,2296.016,2985.069,5281.085,5482.56,116874.941,146886.501
2019-07-01,25240.0,211.678,2351.62,3046.166,5397.786,5609.464,110661.384,141510.848
2019-08-01,26441.0,221.882,2407.225,3107.262,5514.487,5736.369,110268.097,142445.466
2019-09-01,27714.0,232.085,2462.829,3168.359,5631.188,5863.273,110614.957,144192.23
2019-10-01,29683.0,236.873,2419.536,3198.352,5617.888,5854.761,118566.432,154104.193
2019-11-01,30717.0,241.66,2376.244,3228.344,5604.588,5846.248,122357.287,158920.535
2019-12-01,31320.0,246.448,2332.951,3258.337,5591.288,5837.736,128102.1,165259.836
2020-01-01,31382.0,234.908,2271.283,3178.963,5450.246,5685.154,134134.027,171201.181
2020-02-01,31803.0,223.368,2209.616,3099.59,5309.206,5532.574,139111.548,176447.122
2020-03-01,30829.0,211.828,2147.948,3020.216,5168.164,5379.992,145033.507,181242.499
2020-04-01,31168.0,212.052,2106.065,3019.669,5125.734,5337.786,151533.797,188039.583
2020-05-01,31522.0,212.276,2064.183,3019.122,5083.305,5295.581,153715.913,190533.494
2020-06-01,29510.0,212.5,2022.3,3018.575,5040.875,5253.375,149935.22,184698.595
2020-07-01,27716.0,219.68,2006.513,2981.38,4987.893,5207.573,137148.564,170072.137
2020-08-01,27138.0,226.86,1990.726,2944.185,4934.911,5161.771,128329.733,160629.504
2020-09-01,25537.0,234.04,1974.939,2906.99,4881.929,5115.969,127901.62,158554.589
2020-10-01,25025.0,239.396,1867.914,2887.165,4755.079,4994.475,132057.87,162077.345
2020-11-01,24152.0,244.753,1760.89,2867.34,4628.23,4872.983,134522.154,163547.137
2020-12-01,23640.0,250.109,1653.865,2847.515,4501.38,4751.489,131430.673,159822.162
2021-01-01,21805.0,243.079,1617.622,2744.449,4362.071,4605.15,123704.94,150115.09
2021-02-01,22682.0,236.048,1581.378,2641.384,4222.762,4458.81,107697.982,134838.792
2021-03-01,22629.0,229.018,1545.135,2538.318,4083.453,4312.471,109613.539,136555.01
2021-04-01,22532.0,222.794,1647.809,2567.128,4214.937,4437.731,115504.93,142474.661
2021-05-01,22444.0,216.569,1750.484,2595.938,4346.422,4562.991,117931.739,144938.73
2021-06-01,22361.0,210.345,1853.158,2624.748,4477.906,4688.251,108678.173,135727.424
2021-07-01,21420.0,207.189,1833.449,2628.532,4461.981,4669.17,94974.288,121063.458
2021-08-01,19986.0,204.032,1813.74,2632.316,4446.056,4650.088,81761.792,106397.88
2021-09-01,19042.0,200.876,1794.031,2636.1,4430.131,4631.007,77475.973,101148.98
2021-10-01,19026.0,192.572,1748.853,2632.168,4381.021,4573.593,81879.539,105479.132
2021-11-01,19022.0,184.268,1703.676,2628.236,4331.912,4516.18,89191.877,112730.057
2021-12-01,19013.0,175.964,1658.498,2624.304,4282.802,4458.766,91884.252,115356.018
2022-01-01,19114.0,169.671,1635.589,2550.915,4186.504,4356.175,84541.109,108011.284
2022-02-01,19360.0,163.377,1612.679,2477.526,4090.205,4253.582,81034.187,104647.769
2022-03-01,19674.0,157.084,1589.77,2404.137,3993.907,4150.991,86143.27,109968.261
2022-04-01,19801.0,157.539,1599.945,2394.13,3994.075,4151.614,90746.36,114698.974
2022-05-01,20200.0,157.994,1610.12,2384.123,3994.243,4152.237,92692.076,117044.313
2022-06-01,20597.0,158.449,1620.295,2374.116,3994.411,4152.86,86868.606,111618.466
2022-07-01,20439.0,167.954,1628.972,2425.892,4054.864,4222.818,79171.989,103833.807
2022-08-01,20315.0,177.46,1637.65,2477.669,4115.319,4292.779,75569.914,100177.693
2022-09-01,20445.0,186.965,1646.327,2529.445,4175.772,4362.737,79354.139,104161.876
2022-10-01,20846.0,180.176,1639.755,2519.412,4159.167,4339.343,87342.115,112527.458
2022-11-01,21029.0,173.387,1633.184,2509.38,4142.564,4315.951,93202.696,118547.647
2022-12-01,20820.0,166.598,1626.612,2499.347,4125.959,4292.557,88860.583,113973.14
2023-01-01,21446.0,165.044,1634.561,2483.252,4117.813,4282.857,92713.75,118442.607
2023-02-01,22453.0,163.49,1642.511,2467.156,4109.667,4273.157,99759.538,126485.695
2023-03-01,22390.0,161.936,1650.46,2451.061,4101.521,4263.457,109041.137,135694.594
2023-04-01,22292.0,161.392,1661.609,2555.777,4217.386,4378.778,119670.888,146341.666
2023-05-01,22196.0,160.848,1672.757,2660.493,4333.25,4494.098,128000.729,154690.827
2023-06-01,22092.0,160.304,1683.906,2765.209,4449.115,4609.419,129404.454,156105.873
2023-07-01,21051.0,162.836,1674.114,2760.128,4434.242,4597.078,123131.169,148779.247
2023-08-01,19536.0,165.368,1664.322,2755.046,4419.368,4584.736,118112.89,142233.626
2023-09-01,18506.0,167.9,1654.53,2749.965,4404.495,4572.395,118270.918,141349.313
2023-10-01,18488.0,161.643,1620.154,2789.445,4409.599,4571.242,123265.111,146324.353
2023-11-01,18465.0,155.387,1585.777,2828.924,4414.701,4570.088,131208.062,154243.15
2023-12-01,18427.0,149.13,1551.401,2868.404,4419.805,4568.935,133253.379,156249.314
2024-01-01,19049.0,143.224,1516.738,2841.947,4358.685,4501.909,124175.269,147726.178
2024-02-01,20043.0,137.319,1482.074,2815.49,4297.564,4434.883,129330.088,153807.971
2024-03-01,19989.0,131.413,1447.411,2789.033,4236.444,4367.857,135676.748,160033.605
2024-04-01,19901.0,171.609,1501.082,2529.748,4030.83,4202.439,139007.979,163111.418
2024-05-01,19820.0,172.54,1531.25,2568.942,4100.192,4272.732,139984.576,164077.308
2024-06-01,19733.0,174.7,1560.6,2604.3,4164.9,4339.6,135366.204,159438.804
2024-07-01,18717.0,181.316,1563.611,2740.334,4303.945,4485.261,127492.639,150694.9
2024-08-01,17223.0,186.461,1555.117,2803.029,4358.146,4544.607,121856.76,143624.367
2024-09-01,16211.0,191.311,1544.898,2867.735,4412.633,4603.944,122752.286,143567.23
