Month,Primary Energy Consumed by the Residential Sector,Electricity Sales to Ultimate Customers in the Residential Sector,End-Use Energy Consumed by the Residential Sector,Residential Sector Electrical System Energy Losses,Total Energy Consumed by the Residential Sector,Primary Energy Consumed by the Commercial Sector,Electricity Sales to Ultimate Customers in the Commercial Sector,End-Use Energy Consumed by the Commercial Sector,Commercial Sector Electrical System Energy Losses,Total Energy Consumed by the Commercial Sector,Primary Energy Consumed by the Industrial Sector,Electricity Sales to Ultimate Customers in the Industrial Sector,End-Use Energy Consumed by the Industrial Sector,Industrial Sector Electrical System Energy Losses,Total Energy Consumed by the Industrial Sector
1999-09-01,257.171,355.034,612.205,673.793,1285.999,199.995,339.611,539.606,644.523,1184.129,1984.018,309.638,2293.656,587.639,2881.295
1999-10-01,389.076,281.849,670.925,556.241,1227.165,256.894,315.663,572.557,622.974,1195.531,1981.751,306.529,2288.28,604.948,2893.228
1999-11-01,549.721,267.12,816.84,529.416,1346.256,331.304,291.281,622.585,577.302,1199.887,1913.258,301.804,2215.062,598.158,2813.22
1999-12-01,893.314,324.698,1218.011,653.22,1871.232,478.197,303.008,781.205,609.586,1390.791,1992.433,294.648,2287.081,592.767,2879.848
2000-01-01,1126.863,373.587,1500.45,806.762,2307.212,576.45,313.382,889.832,676.75,1566.582,1882.823,293.392,2176.215,633.582,2809.797
2000-02-01,1001.827,335.897,1337.724,670.476,2008.2,532.045,302.355,834.399,603.522,1437.921,1856.12,288.692,2144.812,576.251,2721.063
2000-03-01,749.486,288.809,1038.295,617.389,1655.684,446.447,303.867,750.314,649.579,1399.892,1900.784,301.275,2202.059,644.039,2846.097
2000-04-01,565.076,260.091,825.167,542.871,1368.038,338.886,293.801,632.687,613.231,1245.918,1791.009,294.928,2085.938,615.583,2701.521
2000-05-01,368.078,284.446,652.524,654.836,1307.36,255.712,323.776,579.488,745.379,1324.867,1930.234,308.999,2239.232,711.36,2950.592
2000-06-01,275.658,354.768,630.426,764.597,1395.023,213.766,351.925,565.692,758.472,1324.163,1886.088,314.537,2200.625,677.891,2878.516
2000-07-01,248.326,407.65,655.975,882.615,1538.59,204.082,367.531,571.614,795.753,1367.367,1874.494,306.72,2181.214,664.089,2845.303
2000-08-01,259.837,422.301,682.138,912.21,1594.348,229.226,382.602,611.828,826.456,1438.284,1996.843,321.844,2318.687,695.213,3013.899
2000-09-01,277.421,370.36,647.782,699.202,1346.983,222.355,355.024,577.379,670.248,1247.627,1905.159,309.124,2214.283,583.595,2797.878
2000-10-01,398.512,296.27,694.781,581.306,1276.087,263.547,327.999,591.546,643.561,1235.107,1935.617,305.093,2240.709,598.618,2839.327
2000-11-01,685.889,288.369,974.258,582.863,1557.121,388.596,312.133,700.728,630.894,1331.622,1839.677,299.186,2138.863,604.726,2743.589
2000-12-01,1199.776,386.079,1585.855,790.16,2376.015,606.304,321.296,927.601,657.574,1585.175,1921.922,287.394,2209.317,588.189,2797.506
2001-01-01,1259.628,433.597,1693.225,857.428,2550.652,635.224,340.253,975.478,672.843,1648.321,1895.932,285.127,2181.059,563.832,2744.89
2001-02-01,1011.601,340.776,1352.377,645.691,1998.068,533.752,306.046,839.799,579.888,1419.687,1730.273,280.838,2011.111,532.124,2543.235
2001-03-01,910.109,316.689,1226.797,659.545,1886.343,483.606,315.459,799.066,656.985,1456.05,1872.889,285.218,2158.107,594.003,2752.111
2001-04-01,568.733,281.279,850.013,569.031,1419.044,341.867,304.337,646.204,615.676,1261.88,1809.6,280.657,2090.257,567.772,2658.029
2001-05-01,342.423,278.95,621.373,605.271,1226.644,233.343,328.045,561.388,711.798,1273.185,1791.706,293.696,2085.402,637.267,2722.669
2001-06-01,269.225,339.187,608.411,731.521,1339.932,202.323,357.539,559.861,771.1,1330.962,1720.888,291.015,2011.903,627.629,2639.532
2001-07-01,250.316,411.812,662.127,903.733,1565.86,201.727,380.44,582.167,834.888,1417.055,1787.371,283.744,2071.115,622.686,2693.801
2001-08-01,243.012,440.796,683.807,946.243,1630.05,204.279,394.923,599.201,847.769,1446.97,1855.731,296.115,2151.845,635.661,2787.507
2001-09-01,249.237,361.523,610.76,694.457,1305.218,208.385,364.794,573.179,700.741,1273.92,1763.134,281.939,2045.074,541.583,2586.656
2001-10-01,390.64,291.469,682.109,601.572,1283.681,263.89,336.245,600.135,693.987,1294.123,1905.836,283.665,2189.501,585.467,2774.968
2001-11-01,535.326,275.684,811.01,570.58,1381.59,317.441,313.344,630.785,648.523,1279.308,1799.207,272.444,2071.651,563.873,2635.524
2001-12-01,834.938,328.121,1163.059,708.779,1871.839,458.221,320.621,778.843,692.58,1471.422,1771.22,265.972,2037.192,574.53,2611.721
2002-01-01,1058.738,398.835,1457.573,800.156,2257.729,548.697,325.491,874.188,653.011,1527.199,1880.366,266.956,2147.321,535.576,2682.897
2002-02-01,922.882,329.575,1252.457,629.501,1881.958,497.365,302.478,799.843,577.745,1377.587,1681.839,266.339,1948.177,508.717,2456.895
2002-03-01,866.603,325.227,1191.83,674.48,1866.31,468.075,311.361,779.437,645.723,1425.16,1822.125,274.534,2096.659,569.348,2666.007
2002-04-01,564.172,291.411,855.583,593.471,1449.053,340.809,311.725,652.533,634.841,1287.375,1793.42,275.521,2068.94,561.11,2630.05
2002-05-01,393.32,297.931,691.251,621.627,1312.878,260.361,331.295,591.655,691.24,1282.895,1822.302,288.177,2110.479,601.276,2711.755
2002-06-01,276.323,365.664,641.987,779.249,1421.236,207.178,356.356,563.534,759.414,1322.949,1778.715,287.928,2066.643,613.589,2680.232
2002-07-01,242.445,456.167,698.612,970.902,1669.514,201.793,392.282,594.075,834.931,1429.006,1867.203,300.676,2167.878,639.956,2807.834
2002-08-01,234.947,458.342,693.289,952.22,1645.509,201.129,392.416,593.545,815.256,1408.801,1857.283,301.159,2158.441,625.666,2784.108
2002-09-01,245.049,395.222,640.271,775.783,1416.054,205.285,374.711,579.996,735.521,1315.518,1779.002,287.789,2066.791,564.903,2631.694
2002-10-01,411.328,322.541,733.869,640.885,1374.754,277.811,358.852,636.664,713.036,1349.7,1829.031,286.554,2115.586,569.381,2684.966
2002-11-01,672.783,303.062,975.845,633.705,1609.551,387.543,320.954,708.497,671.118,1379.614,1812.815,271.955,2084.77,568.662,2653.432
2002-12-01,1019.27,372.817,1392.087,786.138,2178.225,535.717,331.94,867.657,699.943,1567.601,1776.823,271.104,2047.926,571.661,2619.587
2003-01-01,1236.883,424.019,1660.901,878.172,2539.074,658.089,336.278,994.367,696.455,1690.822,1846.171,275.786,2121.957,571.171,2693.128
2003-02-01,1129.394,378.518,1507.913,717.252,2225.165,602.576,311.307,913.883,589.894,1503.777,1753.442,271.311,2024.753,514.105,2538.858
2003-03-01,892.648,339.703,1232.351,675.241,1907.592,497.649,315.882,813.531,627.89,1441.421,1785.487,278.959,2064.446,554.498,2618.944
2003-04-01,583.443,284.725,868.169,564.247,1432.416,348.806,306.004,654.81,606.416,1261.226,1755.512,283.393,2038.905,561.606,2600.511
2003-05-01,392.451,299.589,692.04,618.856,1310.895,255.537,326.934,582.471,675.342,1257.814,1730.036,288.721,2018.756,596.406,2615.162
2003-06-01,282.957,345.587,628.544,712.949,1341.492,205.084,349.414,554.497,720.843,1275.34,1690.93,294.148,1985.078,606.829,2591.907
2003-07-01,252.261,445.859,698.12,920.628,1618.748,205.261,393.175,598.436,811.843,1410.279,1820.702,299.343,2120.045,618.095,2738.139
2003-08-01,239.262,458.804,698.066,946.076,1644.141,202.393,396.558,598.951,817.721,1416.672,1821.305,308.91,2130.215,636.986,2767.201
2003-09-01,266.227,388.453,654.68,733.836,1388.515,212.298,363.285,575.583,686.291,1261.873,1771.763,292.347,2064.11,552.28,2616.39
2003-10-01,392.176,306.332,698.508,615.493,1314.001,260.95,341.324,602.273,685.799,1288.072,1829.918,296.782,2126.699,596.303,2723.003
2003-11-01,588.235,295.679,883.914,619.148,1503.062,343.494,315.967,659.461,661.631,1321.092,1761.765,283.755,2045.519,594.179,2639.698
2003-12-01,978.059,385.842,1363.902,800.902,2164.804,505.717,333.931,839.648,693.15,1532.798,1872.978,280.765,2153.743,582.791,2736.534
2004-01-01,1239.815,433.738,1673.553,891.124,2564.677,641.356,338.747,980.103,695.963,1676.066,1863.963,275.768,2139.731,566.571,2706.303
2004-02-01,1094.967,383.727,1478.695,754.26,2232.955,595.314,319.628,914.941,628.265,1543.206,1824.619,271.826,2096.445,534.304,2630.749
2004-03-01,790.713,337.608,1128.321,664.318,1792.639,456.435,325.269,781.704,640.039,1421.743,1874.888,284.314,2159.202,559.45,2718.652
2004-04-01,544.806,291.306,836.112,570.208,1406.319,339.739,319.131,658.87,624.672,1283.542,1826.446,284.456,2110.902,556.8,2667.702
2004-05-01,347.118,309.121,656.239,667.381,1323.62,244.806,344.2,589.006,743.115,1332.122,1850.631,296.804,2147.435,640.789,2788.225
2004-06-01,271.103,383.287,654.39,776.86,1431.25,208.201,368.913,577.114,747.726,1324.84,1827.098,295.93,2123.029,599.802,2722.83
2004-07-01,249.123,441.19,690.312,919.022,1609.334,200.066,394.07,594.136,820.87,1415.006,1873.068,301.892,2174.96,628.857,2803.817
2004-08-01,249.331,431.356,680.688,884.96,1565.648,201.557,390.512,592.069,801.164,1393.233,1901.701,305.17,2206.871,626.08,2832.951
2004-09-01,250.193,383.296,633.49,757.397,1390.887,200.793,373.939,574.732,738.907,1313.639,1827.339,293.497,2120.836,579.952,2700.788
2004-10-01,370.599,318.907,689.506,646.666,1336.172,254.911,349.136,604.046,707.964,1312.01,1891.171,291.2,2182.37,590.483,2772.854
2004-11-01,589.676,305.885,895.561,629.233,1524.794,349.576,326.708,676.284,672.068,1348.352,1851.365,287.258,2138.623,590.916,2729.539
2004-12-01,989.607,388.819,1378.426,816.429,2194.855,538.216,347.956,886.173,730.627,1616.8,1905.325,284.788,2190.112,597.988,2788.1
2005-01-01,1150.235,427.482,1577.718,872.142,2449.86,589.766,344.142,933.907,702.112,1636.02,1876.169,280.609,2156.778,572.493,2729.271
2005-02-01,977.15,363.948,1341.097,692.621,2033.718,518.484,318.192,836.676,605.544,1442.22,1736.596,269.326,2005.923,512.55,2518.472
2005-03-01,893.365,355.07,1248.436,704.487,1952.923,479.385,337.528,816.912,669.681,1486.593,1892.291,283.826,2176.117,563.133,2739.25
2005-04-01,541.57,295.988,837.558,571.172,1408.73,322.265,322.228,644.493,621.807,1266.299,1734.682,281.112,2015.794,542.466,2558.26
2005-05-01,392.293,298.155,690.447,623.195,1313.642,247.031,340.182,587.213,711.04,1298.253,1799.159,292.927,2092.087,612.27,2704.356
2005-06-01,283.387,397.933,681.32,820.888,1502.207,208.646,389.312,597.958,803.103,1401.062,1800.8,300.368,2101.168,619.624,2720.792
2005-07-01,250.133,492.953,743.086,1025.791,1768.877,197.477,416.39,613.868,866.471,1480.338,1757.473,301.572,2059.045,627.544,2686.589
2005-08-01,244.934,501.239,746.173,1029.437,1775.609,199.991,424.576,624.567,871.988,1496.555,1832.306,308.909,2141.214,634.431,2775.646
2005-09-01,243.346,431.671,675.017,825.839,1500.857,194.203,397.556,591.759,760.572,1352.331,1647.815,297.718,1945.533,569.57,2515.103
2005-10-01,354.151,350.364,704.515,675.788,1380.304,238.551,370.115,608.665,713.883,1322.548,1700.514,292.941,1993.455,565.029,2558.484
2005-11-01,560.217,312.835,873.052,639.606,1512.658,324.693,337.103,661.796,689.224,1351.02,1738.238,284.944,2023.182,582.582,2605.763
2005-12-01,1011.223,410.045,1421.268,864.667,2285.935,530.65,353.248,883.898,744.899,1628.797,1805.073,283.108,2088.181,596.995,2685.176
2006-01-01,920.624,410.869,1331.493,783.261,2114.754,499.837,347.797,847.634,663.023,1510.656,1824.551,279.322,2103.874,532.486,2636.36
2006-02-01,913.803,356.592,1270.395,686.619,1957.013,494.033,326.573,820.606,628.818,1449.425,1659.978,273.667,1933.645,526.947,2460.591
2006-03-01,823.304,358.107,1181.411,692.055,1873.466,449.6,345.006,794.606,666.736,1461.342,1816.485,284.097,2100.582,549.027,2649.609
2006-04-01,497.144,304.944,802.088,585.3,1387.388,296.264,329.433,625.696,632.301,1257.998,1694.58,278.748,1973.328,535.019,2508.347
2006-05-01,328.641,320.728,649.369,652.707,1302.075,226.379,363.18,589.559,739.1,1328.66,1773.187,294.043,2067.23,598.4,2665.629
2006-06-01,248.178,405.398,653.575,815.519,1469.094,193.683,395.06,588.743,794.723,1383.465,1782.56,295.581,2078.141,594.606,2672.746
2006-07-01,221.588,502.718,724.306,1037.656,1761.962,180.417,428.347,608.763,884.145,1492.909,1749.679,303.258,2052.937,625.952,2678.89
2006-08-01,215.276,512.02,727.296,1028.895,1756.191,185.882,435.558,621.44,875.246,1496.686,1863.384,308.052,2171.436,619.024,2790.46
2006-09-01,236.392,396.038,632.431,733.151,1365.582,193.042,389.755,582.797,721.519,1304.316,1805.901,294.674,2100.575,545.505,2646.08
2006-10-01,373.635,328.392,702.027,651.423,1353.45,255.695,371.908,627.603,737.744,1365.347,1850.563,291.172,2141.735,577.589,2719.324
2006-11-01,563.057,323.604,886.661,652.277,1538.938,331.122,344.966,676.088,695.335,1371.423,1808.688,275.188,2083.877,554.687,2638.564
2006-12-01,812.832,391.976,1204.808,803.227,2008.034,439.445,357.144,796.59,731.85,1528.44,1806.022,272.746,2078.768,558.903,2637.671
2007-01-01,1022.264,427.477,1449.74,871.461,2321.201,529.586,363.949,893.535,741.953,1635.488,1855.806,281.096,2136.902,573.046,2709.948
2007-02-01,1122.724,414.436,1537.16,793.644,2330.804,578.457,343.781,922.238,658.34,1580.577,1739.506,267.473,2006.979,512.21,2519.189
2007-03-01,810.11,360.631,1170.741,697.112,1867.852,448.279,350.208,798.487,676.965,1475.452,1801.009,281.771,2082.781,544.674,2627.455
2007-04-01,549.207,308.042,857.249,597.222,1454.471,325.182,344.787,669.969,668.461,1338.43,1742.405,284.429,2026.834,551.442,2578.276
2007-05-01,323.451,328.879,652.33,662.713,1315.043,221.983,370.403,592.386,746.387,1338.773,1790.306,297.667,2087.973,599.818,2687.791
2007-06-01,239.001,400.629,639.629,815.686,1455.316,188.404,400.405,588.809,815.23,1404.039,1722.993,298.796,2021.789,608.353,2630.142
2007-07-01,218.899,474.36,693.26,967.148,1660.407,176.486,422.826,599.312,862.077,1461.388,1747.001,303.727,2050.728,619.253,2669.981
2007-08-01,220.655,512.146,732.801,1067.734,1800.535,185.083,445.18,630.263,928.12,1558.383,1787.487,314.297,2101.784,655.254,2757.038
2007-09-01,227.603,441.895,669.499,828.9,1498.398,185.295,409.093,594.388,767.371,1361.759,1740.022,298.303,2038.325,559.552,2597.877
2007-10-01,305.87,354.008,659.878,687.303,1347.181,225.396,390.61,616.006,758.364,1374.37,1786.549,303.313,2089.862,588.878,2678.739
2007-11-01,584.243,327.227,911.471,651.691,1563.161,343.0,356.906,699.907,710.798,1410.705,1748.835,290.423,2039.258,578.393,2617.65
2007-12-01,964.85,400.596,1365.446,837.821,2203.267,512.832,361.36,874.192,755.762,1629.953,1810.8,285.668,2096.468,597.457,2693.925
2008-01-01,1145.079,455.053,1600.132,905.109,2505.242,597.017,372.117,969.134,740.148,1709.282,1891.829,283.506,2175.334,563.898,2739.232
2008-02-01,1059.553,404.505,1464.058,761.18,2225.238,571.667,356.202,927.869,670.286,1598.155,1744.765,278.024,2022.789,523.174,2545.964
2008-03-01,864.056,365.638,1229.694,710.576,1940.269,475.921,352.578,828.499,685.194,1513.693,1778.249,284.895,2063.145,553.66,2616.805
2008-04-01,543.351,314.47,857.821,603.294,1461.115,328.209,346.275,674.484,664.31,1338.794,1707.218,285.569,1992.788,547.849,2540.637
2008-05-01,357.756,314.742,672.498,630.146,1302.644,240.281,366.7,606.98,734.17,1341.15,1733.959,300.13,2034.089,600.891,2634.98
2008-06-01,257.847,414.134,671.982,839.862,1511.844,193.176,407.301,600.476,826.003,1426.479,1676.358,297.608,1973.966,603.546,2577.512
2008-07-01,229.884,488.527,718.411,985.638,1704.049,185.638,436.982,622.619,881.641,1504.261,1714.48,302.053,2016.534,609.414,2625.948
2008-08-01,219.176,472.425,691.602,945.658,1637.259,182.028,423.756,605.783,848.235,1454.019,1680.949,302.139,1983.088,604.795,2587.883
2008-09-01,229.731,399.471,629.201,749.276,1378.478,184.954,403.602,588.556,757.025,1345.581,1509.769,293.126,1802.895,549.809,2352.704
2008-10-01,358.003,327.929,685.932,639.486,1325.418,251.543,378.219,629.762,737.555,1367.317,1771.076,287.168,2058.245,559.999,2618.244
2008-11-01,607.086,326.755,933.841,662.002,1595.843,353.75,349.439,703.189,707.958,1411.147,1642.138,271.386,1913.524,549.824,2463.348
2008-12-01,1016.65,427.167,1443.817,867.662,2311.479,532.027,365.718,897.746,742.847,1640.593,1591.823,258.864,1850.687,525.805,2376.491
2009-01-01,1193.484,464.813,1658.297,912.466,2570.763,636.723,374.102,1010.826,734.394,1745.22,1648.524,255.842,1904.366,502.239,2406.605
2009-02-01,957.807,393.104,1350.911,711.236,2062.147,526.133,337.824,863.957,611.22,1475.177,1499.849,243.474,1743.323,440.512,2183.835
2009-03-01,790.688,363.383,1154.071,686.04,1840.111,453.989,349.587,803.576,659.995,1463.57,1566.114,253.072,1819.186,477.782,2296.968
2009-04-01,539.938,312.646,852.583,576.724,1429.307,324.1,340.532,664.632,628.164,1292.796,1465.049,250.492,1715.542,462.072,2177.614
2009-05-01,319.22,321.793,641.014,632.874,1273.888,225.367,358.983,584.35,706.015,1290.365,1480.012,256.415,1736.426,504.293,2240.72
2009-06-01,245.41,390.316,635.727,781.528,1417.254,188.759,391.807,580.566,784.512,1365.078,1500.261,258.222,1758.483,517.036,2275.519
2009-07-01,226.127,469.143,695.27,910.297,1605.567,186.594,413.954,600.548,803.212,1403.76,1526.44,267.47,1793.91,518.982,2312.892
2009-08-01,220.879,471.616,692.495,925.581,1618.076,189.04,422.326,611.366,828.847,1440.213,1575.445,280.464,1855.909,550.431,2406.34
2009-09-01,235.574,392.937,628.512,712.767,1341.279,195.527,392.04,587.566,711.138,1298.705,1558.291,272.494,1830.785,494.289,2325.074
2009-10-01,391.217,336.26,727.477,616.68,1344.157,266.299,370.249,636.547,679.014,1315.561,1601.175,271.086,1872.261,497.156,2369.418
2009-11-01,525.067,317.411,842.478,610.74,1453.218,321.741,337.451,659.192,649.298,1308.49,1584.566,258.079,1842.646,496.577,2339.223
2009-12-01,989.961,423.133,1413.094,847.87,2260.964,536.374,370.126,906.499,741.654,1648.154,1650.877,263.115,1913.993,527.228,2441.22
2010-01-01,1173.557,503.27,1676.826,959.243,2636.069,617.994,368.907,986.901,703.145,1690.046,1687.285,257.773,1945.058,491.321,2436.378
2010-02-01,1013.599,419.131,1432.73,774.968,2207.698,548.999,343.749,892.747,635.587,1528.334,1593.17,253.139,1846.309,468.051,2314.359
2010-03-01,751.452,381.427,1132.879,693.657,1826.536,418.752,347.176,765.928,631.367,1397.295,1759.054,267.225,2026.279,485.97,2512.249
2010-04-01,441.925,300.414,742.339,544.886,1287.226,276.137,340.485,616.622,617.565,1234.187,1650.45,268.253,1918.703,486.552,2405.255
2010-05-01,320.192,323.604,643.796,659.286,1303.082,222.66,362.259,584.919,738.039,1322.958,1654.425,280.173,1934.598,570.802,2505.4
2010-06-01,250.548,435.016,685.565,860.259,1545.824,192.905,407.342,600.247,805.532,1405.779,1663.711,284.423,1948.134,562.457,2510.591
2010-07-01,220.15,527.798,747.948,1034.289,1782.237,176.675,436.477,613.151,855.333,1468.484,1675.097,292.558,1967.655,573.306,2540.96
2010-08-01,211.297,525.63,736.927,1023.202,1760.129,180.773,440.716,621.489,857.905,1479.394,1761.682,300.007,2061.689,584.0,2645.689
2010-09-01,219.24,425.076,644.316,769.562,1413.878,183.669,406.494,590.163,735.921,1326.084,1720.573,284.526,2005.099,515.108,2520.206
2010-10-01,336.036,329.9,665.935,600.911,1266.847,252.244,370.068,622.313,674.078,1296.391,1675.6,280.059,1955.659,510.127,2465.786
2010-11-01,614.15,317.883,932.032,614.048,1546.081,363.933,346.383,710.315,669.101,1379.416,1679.539,271.643,1951.182,524.727,2475.909
2010-12-01,1084.194,443.607,1527.801,890.82,2418.621,580.283,368.586,948.869,740.167,1689.036,1795.797,274.029,2069.826,550.285,2620.11
2011-01-01,1191.392,494.95,1686.343,917.508,2603.851,636.455,369.351,1005.806,684.68,1690.486,1805.145,273.277,2078.422,506.584,2585.006
2011-02-01,963.989,409.815,1373.804,714.733,2088.537,530.329,340.502,870.832,593.849,1464.681,1596.944,260.545,1857.489,454.4,2311.888
2011-03-01,765.635,357.994,1123.629,646.979,1770.608,444.529,355.725,800.254,642.878,1443.132,1788.86,280.497,2069.357,506.924,2576.281
2011-04-01,467.467,319.71,787.177,569.551,1356.728,292.823,342.927,635.751,610.911,1246.662,1639.563,274.213,1913.776,488.5,2402.276
2011-05-01,309.998,333.315,643.313,624.037,1267.351,216.024,367.215,583.239,687.505,1270.743,1665.149,279.991,1945.14,524.202,2469.342
2011-06-01,235.974,429.853,665.827,813.007,1478.833,189.99,403.197,593.187,762.589,1355.776,1654.601,286.306,1940.907,541.508,2482.414
2011-07-01,215.379,527.935,743.314,1039.26,1782.574,183.871,436.959,620.831,860.171,1481.001,1668.24,297.687,1965.928,586.008,2551.936
2011-08-01,223.531,524.557,748.087,986.566,1734.653,200.27,441.405,641.675,830.178,1471.853,1764.747,303.625,2068.372,571.046,2639.418
2011-09-01,237.702,418.719,656.421,727.517,1383.938,205.453,402.45,607.903,699.249,1307.152,1686.533,289.825,1976.357,503.565,2479.923
2011-10-01,362.902,322.724,685.627,584.51,1270.136,279.063,370.712,649.775,671.424,1321.199,1735.82,287.569,2023.389,520.838,2544.227
2011-11-01,594.709,318.068,912.777,596.218,1508.995,368.433,343.085,711.518,643.111,1354.629,1753.92,275.937,2029.856,517.242,2547.099
2011-12-01,897.069,396.956,1294.024,755.242,2049.266,504.396,357.803,862.199,680.751,1542.949,1733.684,272.897,2006.581,519.21,2525.791
2012-01-01,988.976,429.508,1418.484,775.903,2194.386,549.055,359.077,908.132,648.669,1556.801,1816.194,270.246,2086.441,488.198,2574.639
2012-02-01,829.366,368.412,1197.778,650.009,1847.786,473.741,341.473,815.214,602.479,1417.694,1710.235,267.154,1977.389,471.353,2448.742
2012-03-01,542.885,339.022,881.907,584.308,1466.215,336.312,349.643,685.955,602.612,1288.568,1720.643,277.39,1998.032,478.084,2476.116
2012-04-01,394.753,300.608,695.361,513.639,1209.0,268.008,344.737,612.746,589.041,1201.786,1645.661,276.473,1922.134,472.4,2394.534
2012-05-01,266.714,344.254,610.968,639.27,1250.238,205.527,378.051,583.578,702.03,1285.607,1714.806,288.92,2003.727,536.516,2540.243
2012-06-01,219.223,419.451,638.674,775.957,1414.631,185.279,402.648,587.927,744.872,1332.799,1683.257,285.308,1968.565,527.801,2496.367
2012-07-01,201.847,527.424,729.271,1011.504,1740.775,177.769,438.562,616.331,841.084,1457.415,1706.688,297.592,2004.28,570.728,2575.007
2012-08-01,208.411,504.775,713.186,926.214,1639.4,193.917,437.099,631.016,802.036,1433.051,1758.672,300.613,2059.285,551.596,2610.881
2012-09-01,214.397,405.453,619.85,710.95,1330.8,194.568,397.788,592.356,697.51,1289.866,1665.13,279.988,1945.118,490.952,2436.07
2012-10-01,350.608,329.836,680.444,585.741,1266.185,269.633,376.927,646.561,669.368,1315.928,1790.578,283.181,2073.76,502.889,2576.649
2012-11-01,622.524,331.494,954.017,611.7,1565.717,377.9,346.798,724.699,639.941,1364.64,1757.317,269.027,2026.344,496.431,2522.776
2012-12-01,832.751,389.608,1222.359,737.444,1959.804,470.755,355.265,826.02,672.441,1498.461,1795.133,267.363,2062.496,506.061,2568.556
2013-01-01,1099.543,449.65,1549.193,802.148,2351.341,590.106,367.57,957.677,655.724,1613.4,1851.871,274.685,2126.556,490.021,2616.577
2013-02-01,954.788,385.945,1340.732,660.769,2001.501,530.517,344.665,875.182,590.095,1465.277,1664.269,261.673,1925.943,448.006,2373.949
2013-03-01,859.819,382.474,1242.293,683.004,1925.297,488.545,354.887,843.432,633.74,1477.172,1745.491,274.579,2020.069,490.33,2510.399
2013-04-01,516.531,325.985,842.516,550.817,1393.334,321.448,345.96,667.408,584.568,1251.976,1684.112,273.699,1957.81,462.469,2420.279
2013-05-01,310.639,324.794,635.432,581.585,1217.018,224.639,370.825,595.464,664.01,1259.474,1754.089,289.668,2043.757,518.689,2562.446
2013-06-01,225.01,402.555,627.565,742.517,1370.082,182.039,400.604,582.643,738.919,1321.562,1703.041,287.188,1990.228,529.721,2519.949
2013-07-01,209.682,490.832,700.515,906.321,1606.835,181.301,434.384,615.685,802.088,1417.773,1787.529,296.458,2083.987,547.409,2631.396
2013-08-01,212.528,471.078,683.606,869.329,1552.935,188.251,433.54,621.791,800.056,1421.847,1766.979,299.595,2066.574,552.874,2619.449
2013-09-01,226.322,414.282,640.604,721.813,1362.417,194.86,404.007,598.867,703.911,1302.778,1786.277,283.281,2069.559,493.567,2563.126
2013-10-01,340.369,337.423,677.792,591.377,1269.17,259.281,381.825,641.107,669.198,1310.305,1849.308,283.127,2132.435,496.217,2628.652
2013-11-01,672.745,334.049,1006.794,622.089,1628.882,414.929,352.748,767.677,656.912,1424.589,1857.983,271.703,2129.686,505.984,2635.67
2013-12-01,1042.278,440.032,1482.31,829.213,2311.523,558.858,371.097,929.955,699.31,1629.265,1905.1,266.365,2171.465,501.948,2673.413
2014-01-01,1270.458,499.897,1770.355,927.837,2698.192,676.56,388.511,1065.07,721.097,1786.168,1913.603,273.468,2187.071,507.572,2694.643
2014-02-01,1066.789,438.358,1505.147,760.003,2265.15,591.032,356.051,947.084,617.304,1564.387,1691.784,257.31,1949.094,446.111,2395.205
2014-03-01,901.668,389.762,1291.43,690.141,1981.571,515.113,364.974,880.088,646.249,1526.337,1758.009,274.799,2032.808,486.579,2519.387
2014-04-01,490.125,314.893,805.018,521.355,1326.373,310.878,349.59,660.468,578.803,1239.27,1746.162,274.684,2020.847,454.784,2475.631
2014-05-01,331.819,326.62,658.439,587.973,1246.412,238.762,374.179,612.941,673.588,1286.529,1732.047,291.327,2023.374,524.44,2547.813
2014-06-01,237.225,402.783,640.008,736.247,1376.255,196.841,404.058,600.899,738.576,1339.475,1701.285,292.446,1993.732,534.562,2528.293
2014-07-01,221.202,467.539,688.741,860.168,1548.91,190.078,427.981,618.059,787.39,1405.449,1791.279,301.679,2092.958,555.022,2647.981
2014-08-01,213.496,463.451,676.947,858.444,1535.392,189.878,428.557,618.435,793.811,1412.246,1798.443,306.426,2104.869,567.589,2672.458
2014-09-01,244.465,411.969,656.434,700.324,1356.758,209.28,409.607,618.887,696.307,1315.193,1784.798,291.689,2076.487,495.854,2572.341
2014-10-01,353.6,334.505,688.105,570.973,1259.078,270.077,385.635,655.712,658.249,1313.96,1846.166,290.0,2136.166,495.008,2631.173
2014-11-01,725.94,339.445,1065.386,621.06,1686.446,445.429,355.686,801.114,650.774,1451.888,1810.888,276.523,2087.411,505.935,2593.346
2014-12-01,920.833,412.172,1333.005,736.125,2069.13,519.49,368.736,888.225,658.549,1546.775,1873.88,273.378,2147.258,488.244,2635.501
2015-01-01,1175.967,470.054,1646.021,830.083,2476.103,670.799,380.846,1051.645,672.549,1724.194,1905.956,271.626,2177.581,479.673,2657.254
2015-02-01,1122.475,422.534,1545.009,735.272,2280.281,643.757,359.906,1003.663,626.29,1629.953,1725.205,261.867,1987.071,455.687,2442.758
2015-03-01,817.716,399.774,1217.49,655.109,1872.599,499.196,367.8,866.996,602.714,1469.71,1813.678,271.967,2085.646,445.673,2531.318
2015-04-01,449.093,307.76,756.853,499.233,1256.086,319.104,355.421,674.524,576.546,1251.071,1739.339,274.627,2013.966,445.487,2459.453
