Month,Distillate Fuel Oil Consumed by the Residential Sector,Propane Consumed by the Residential Sector,Kerosene Consumed by the Residential Sector,Total Petroleum Consumed by the Residential Sector,Distillate Fuel Oil Consumed by the Commercial Sector,Propane Consumed by the Commercial Sector,Kerosene Consumed by the Commercial Sector,Motor Gasoline Consumed by the Commercial Sector,Petroleum Coke Consumed by the Commercial Sector,Residual Fuel Oil Consumed by the Commercial Sector,Total Petroleum Consumed by the Commercial Sector
1994-09-01,399.084,129.585,9.957,538.625,208.293,54.865,2.984,13.235,0.053,66.227,345.659
1994-10-01,396.589,224.799,33.383,654.772,207.003,69.199,10.006,13.118,0.051,65.838,365.216
1994-11-01,432.423,331.882,52.437,816.741,225.699,85.319,15.717,12.973,0.05,71.776,411.533
1994-12-01,531.272,432.03,68.425,1031.726,277.269,100.395,20.509,13.771,0.047,88.176,500.166
1995-01-01,530.397,497.521,61.137,1089.055,280.745,109.622,18.187,8.753,0.056,76.836,494.2
1995-02-01,604.983,487.699,67.901,1160.582,320.199,108.165,20.199,9.141,0.06,87.636,545.401
1995-03-01,471.898,363.035,39.815,874.748,249.801,89.678,11.844,9.516,0.046,68.387,429.273
1995-04-01,429.707,286.309,28.122,744.138,227.437,78.3,8.366,9.35,0.033,62.264,385.75
1995-05-01,344.118,187.514,33.343,564.976,182.135,63.649,9.919,9.646,0.052,49.869,315.271
1995-06-01,355.179,116.076,19.132,490.386,187.998,53.055,5.691,10.045,0.062,51.466,308.318
1995-07-01,309.263,101.616,13.479,424.358,163.69,50.911,4.01,9.638,0.05,44.818,273.118
1995-08-01,316.869,102.79,22.458,442.116,167.721,51.085,6.681,10.005,0.071,45.898,281.461
1995-09-01,339.05,139.096,17.095,495.241,179.457,56.469,5.085,9.514,0.06,49.135,299.721
1995-10-01,356.552,212.427,28.908,597.887,188.72,67.344,8.6,9.508,0.065,51.648,325.885
1995-11-01,459.505,394.178,50.487,904.169,243.199,94.296,15.019,9.612,0.076,66.564,428.766
1995-12-01,602.521,509.176,51.108,1162.806,318.912,111.35,15.204,9.46,0.055,87.286,542.268
1996-01-01,608.925,647.465,66.37,1322.76,317.572,133.969,15.723,12.809,0.055,83.58,563.707
1996-02-01,600.508,560.599,97.352,1258.459,313.164,121.007,23.063,13.387,0.045,82.427,553.094
1996-03-01,482.867,512.976,64.224,1060.067,251.819,113.902,15.215,13.726,0.035,66.293,460.989
1996-04-01,411.094,320.985,27.812,759.891,214.387,85.255,6.589,13.869,0.04,56.441,376.581
1996-05-01,332.106,202.416,19.18,553.702,173.203,67.564,4.544,14.218,0.044,45.581,305.153
1996-06-01,342.778,118.231,19.334,480.343,178.774,55.002,4.58,14.248,0.045,47.034,299.684
1996-07-01,301.941,106.218,12.988,421.146,157.461,53.21,3.077,14.384,0.064,41.457,269.652
1996-08-01,317.81,106.646,16.229,440.686,165.741,53.274,3.845,14.698,0.076,43.614,281.248
1996-09-01,352.371,147.252,27.304,526.926,183.745,59.332,6.468,13.498,0.066,48.378,311.488
1996-10-01,429.155,265.365,2.504,697.023,223.803,76.956,0.593,14.258,0.052,58.903,374.564
1996-11-01,496.175,480.951,85.584,1062.709,258.759,109.123,20.275,13.943,0.047,68.11,470.256
1996-12-01,542.812,543.221,77.637,1163.67,283.076,118.414,18.392,13.731,0.049,74.509,508.17
1997-01-01,619.059,615.957,108.276,1343.292,314.194,127.323,28.73,20.453,0.028,72.975,563.703
1997-02-01,542.139,516.641,72.7,1131.48,275.148,113.184,19.29,21.479,0.031,63.893,493.025
1997-03-01,460.4,413.088,43.293,916.781,233.673,98.443,11.487,21.838,0.018,54.265,419.724
1997-04-01,394.291,344.961,56.068,795.319,200.109,88.744,14.877,22.589,0.054,46.472,372.845
1997-05-01,341.39,224.673,13.032,579.095,173.259,71.62,3.458,22.799,0.069,40.232,311.437
1997-06-01,359.409,134.19,15.873,509.472,182.414,58.739,4.212,23.216,0.076,42.357,311.014
1997-07-01,340.167,118.936,10.571,469.674,172.65,56.567,2.805,23.798,0.073,40.106,295.999
1997-08-01,336.563,123.765,27.184,487.512,170.822,57.255,7.213,23.063,0.081,39.664,298.098
1997-09-01,359.409,151.688,20.801,531.898,182.414,61.23,5.519,22.473,0.085,42.357,314.079
1997-10-01,351.012,266.53,37.403,654.945,178.165,77.579,9.925,22.805,0.071,41.37,329.915
1997-11-01,370.226,449.196,59.156,878.579,187.915,103.583,15.696,22.311,0.071,43.631,373.207
1997-12-01,468.8,549.74,76.059,1094.599,237.938,117.896,20.181,22.592,0.067,55.276,453.952
1998-01-01,452.427,527.464,90.414,1070.305,251.336,120.328,26.002,18.906,0.059,46.266,462.896
1998-02-01,458.378,489.936,68.011,1016.325,254.668,114.256,19.559,19.138,0.052,46.89,454.562
1998-03-01,414.306,439.632,70.298,924.236,230.186,106.117,20.217,19.864,0.048,42.382,418.814
1998-04-01,355.979,308.945,25.48,690.405,197.771,84.973,7.328,20.629,0.056,36.397,347.153
1998-05-01,373.827,188.833,36.901,599.562,207.695,65.54,10.612,20.548,0.056,38.226,342.676
1998-06-01,328.599,146.917,39.472,514.988,182.547,58.758,11.352,21.147,0.066,33.607,307.475
1998-07-01,303.603,123.926,15.812,443.341,168.67,55.038,4.547,21.544,0.067,31.066,280.932
1998-08-01,292.871,125.189,52.734,470.794,162.712,55.242,15.166,21.266,0.063,29.974,284.422
1998-09-01,285.751,141.776,23.715,451.241,158.731,57.926,6.82,20.625,0.061,29.218,273.38
1998-10-01,345.26,255.467,45.791,646.518,191.817,76.32,13.169,20.794,0.055,35.314,337.468
1998-11-01,330.968,391.194,70.965,793.127,183.866,98.28,20.408,20.269,0.056,33.857,356.737
1998-12-01,419.083,504.617,88.381,1012.08,232.838,116.631,25.417,20.973,0.05,42.837,438.747
1999-01-01,537.679,714.09,94.075,1345.844,284.803,162.54,22.801,13.648,0.052,44.118,527.962
1999-02-01,577.503,618.654,68.147,1264.304,305.884,144.933,16.517,14.232,0.048,47.388,529.002
1999-03-01,486.459,571.996,49.08,1107.535,257.68,136.325,11.896,14.403,0.055,39.9,460.26
1999-04-01,357.022,365.086,35.57,757.678,189.1,98.154,8.621,15.073,0.051,29.291,340.291
1999-05-01,308.67,236.17,31.382,576.223,163.481,74.371,7.606,14.921,0.056,25.337,285.772
1999-06-01,304.401,156.124,40.259,500.784,161.214,59.604,9.758,15.747,0.058,24.96,271.34
1999-07-01,285.891,136.323,31.311,453.525,151.431,55.951,7.589,15.846,0.068,23.456,254.341
1999-08-01,304.391,142.003,38.343,484.737,161.241,56.999,9.293,15.204,0.075,24.961,267.773
1999-09-01,302.972,177.67,40.136,520.778,160.477,63.579,9.728,14.718,0.048,24.849,273.398
1999-10-01,362.721,321.452,38.438,722.611,192.131,90.104,9.316,15.137,0.047,29.77,336.506
1999-11-01,402.534,428.629,70.011,901.174,213.198,109.877,16.969,14.603,0.045,33.039,387.73
1999-12-01,453.739,651.195,108.281,1213.215,240.334,150.936,26.244,15.7,0.055,37.24,470.509
2000-01-01,548.598,734.378,100.271,1383.247,297.673,163.684,31.437,21.097,0.128,51.449,565.468
2000-02-01,555.087,600.175,63.771,1219.033,301.214,141.301,19.994,22.857,0.112,52.076,537.552
2000-03-01,454.438,474.362,39.546,968.346,246.6,120.317,12.398,22.896,0.069,42.613,444.894
2000-04-01,368.421,379.587,36.311,784.318,199.905,104.51,11.384,23.088,0.073,34.547,373.507
2000-05-01,344.086,223.16,19.544,586.79,186.699,78.42,6.127,23.876,0.065,32.265,327.452
2000-06-01,308.382,160.825,25.064,494.271,167.342,68.023,7.858,24.328,0.081,28.926,296.558
2000-07-01,295.407,147.726,19.042,462.175,160.28,65.838,5.97,23.825,0.046,27.701,283.661
2000-08-01,392.765,147.881,19.042,559.688,213.118,65.864,5.97,24.593,0.09,36.829,346.464
2000-09-01,358.684,190.58,46.408,595.673,194.642,72.986,14.55,23.481,0.071,33.642,339.372
2000-10-01,402.528,308.474,38.171,749.173,218.415,92.649,11.968,23.203,0.054,37.757,384.047
2000-11-01,460.939,569.237,39.286,1069.462,250.118,136.141,12.317,23.113,0.061,43.238,464.988
2000-12-01,605.407,810.525,100.445,1516.377,328.506,176.384,31.492,23.901,0.063,56.756,617.102
2001-01-01,655.103,758.433,74.166,1487.702,366.648,165.869,24.494,18.518,0.095,46.679,622.303
2001-02-01,597.47,669.575,53.01,1320.055,334.395,151.028,17.507,18.825,0.098,42.572,564.426
2001-03-01,504.973,578.992,76.42,1160.385,282.615,135.899,25.239,19.507,0.087,35.969,499.315
2001-04-01,424.604,348.505,38.954,812.064,237.635,97.402,12.865,19.606,0.077,30.267,397.852
2001-05-01,329.068,214.811,27.372,571.251,184.163,75.072,9.04,19.905,0.084,23.452,311.715
2001-06-01,330.603,153.888,35.292,519.783,185.035,64.896,11.656,19.868,0.082,23.567,305.103
2001-07-01,344.229,138.404,35.423,518.056,192.646,62.31,11.699,20.63,0.095,24.517,311.897
2001-08-01,327.552,136.029,52.101,515.681,183.324,61.913,17.207,20.47,0.071,23.355,306.341
2001-09-01,323.003,183.155,25.214,531.373,180.768,69.784,8.327,19.565,0.067,23.001,301.512
2001-10-01,386.681,314.399,14.628,715.708,216.421,91.705,4.831,19.788,0.102,27.549,360.395
2001-11-01,415.504,418.211,54.028,887.742,232.535,109.044,17.844,19.838,0.085,29.601,408.947
2001-12-01,497.392,606.618,64.434,1168.444,278.389,140.513,21.28,19.629,0.097,35.452,495.36
2002-01-01,560.42,663.523,44.729,1268.672,289.446,151.35,11.902,22.066,0.111,48.194,523.069
2002-02-01,513.358,635.938,49.736,1199.031,265.138,146.344,13.235,23.085,0.13,44.143,492.074
2002-03-01,448.033,558.18,33.886,1040.099,231.415,132.233,9.017,23.216,0.11,38.516,434.507
2002-04-01,349.334,340.501,10.469,700.304,180.397,92.732,2.786,23.511,0.121,30.033,329.579
2002-05-01,320.452,265.953,23.668,610.073,165.513,79.203,6.298,24.35,0.107,27.548,303.02
2002-06-01,303.767,152.657,24.992,481.416,156.897,58.644,6.65,24.516,0.118,26.133,272.958
2002-07-01,315.904,136.732,10.692,463.327,163.158,55.754,2.845,24.524,0.097,27.161,273.539
2002-08-01,325.033,140.981,11.123,477.136,167.868,56.525,2.96,24.978,0.105,27.936,280.371
2002-09-01,340.2,164.027,15.08,519.307,175.697,60.707,4.013,23.299,0.101,29.267,293.083
2002-10-01,391.839,342.874,31.536,766.25,202.383,93.162,8.392,23.64,0.098,33.71,361.385
2002-11-01,425.267,529.391,41.319,995.977,219.629,127.009,10.995,23.68,0.115,36.567,417.995
2002-12-01,563.484,686.102,51.54,1301.127,291.027,155.447,13.715,23.854,0.122,48.452,532.616
2003-01-01,673.313,757.443,84.333,1515.089,358.333,185.534,22.354,29.684,0.161,74.375,670.44
2003-02-01,606.169,720.884,60.032,1387.086,322.599,178.243,15.913,30.079,0.149,66.958,613.94
2003-03-01,519.274,516.4,28.867,1064.541,276.354,137.461,7.652,30.348,0.151,57.359,509.324
2003-04-01,404.445,379.796,24.895,809.136,215.243,110.216,6.599,31.182,0.137,44.675,408.052
2003-05-01,348.127,251.696,28.566,628.389,185.271,84.668,7.572,31.9,0.131,38.454,347.996
2003-06-01,359.676,166.376,-0.415,525.637,191.417,67.652,-0.11,32.353,0.152,39.73,331.194
2003-07-01,350.552,139.488,7.402,497.442,186.561,62.289,1.962,32.429,0.16,38.722,322.124
2003-08-01,331.719,140.343,15.426,487.489,176.539,62.46,4.089,33.205,0.166,36.642,313.1
2003-09-01,399.877,181.589,25.289,606.755,212.812,70.686,6.703,31.491,0.15,44.171,366.013
2003-10-01,404.809,310.428,26.259,741.496,215.437,96.382,6.96,32.133,0.153,44.715,395.78
2003-11-01,375.983,467.46,35.571,879.013,200.095,127.7,9.429,31.561,0.134,41.531,410.45
2003-12-01,495.894,655.112,72.297,1223.303,263.911,165.125,19.164,31.792,0.145,54.777,534.914
2004-01-01,603.846,751.073,90.686,1445.605,307.429,187.718,21.928,22.393,0.202,74.185,613.855
2004-02-01,573.056,655.306,61.291,1289.653,291.754,168.03,14.82,22.733,0.184,70.402,567.923
2004-03-01,463.951,447.999,45.128,957.078,236.206,125.409,10.912,23.213,0.183,56.998,452.922
2004-04-01,405.543,334.887,41.15,781.58,206.469,102.155,9.95,23.475,0.186,49.822,392.057
2004-05-01,332.056,202.626,18.58,553.262,169.056,74.963,4.493,23.613,0,40.794,312.919
2004-06-01,337.105,154.974,32.365,524.444,171.626,65.167,7.826,23.979,0,41.415,310.012
2004-07-01,330.385,133.267,21.079,484.731,168.205,60.704,5.097,24.071,0,40.589,298.665
2004-08-01,351.689,141.387,26.692,519.768,179.051,62.373,6.454,23.992,0.002,43.206,315.078
2004-09-01,342.155,162.656,23.157,527.969,174.197,66.746,5.599,23.191,0.13,42.035,311.898
2004-10-01,380.704,294.674,27.368,702.746,193.823,93.887,6.617,23.401,0.145,46.771,364.644
2004-11-01,431.951,458.223,34.059,924.233,219.914,127.511,8.235,23.293,0.232,53.067,432.253
2004-12-01,649.274,644.46,68.829,1362.563,330.557,165.8,16.643,23.68,0.25,79.766,616.696
2005-01-01,545.437,679.578,77.394,1302.409,285.745,143.228,19.941,23.115,0.198,68.527,540.753
2005-02-01,545.203,609.078,40.922,1195.203,285.622,132.114,10.544,23.243,0.174,68.498,520.193
2005-03-01,448.113,545.337,57.411,1050.862,234.759,122.065,14.792,23.589,0.22,56.3,451.724
2005-04-01,360.092,337.759,26.272,724.123,188.646,89.34,6.769,23.941,0.075,45.241,354.011
2005-05-01,319.549,252.273,43.892,615.714,167.406,75.863,11.309,24.336,0,40.147,319.061
2005-06-01,362.087,148.655,31.229,541.971,189.691,59.527,8.046,24.583,0,45.492,327.34
2005-07-01,337.597,130.947,27.014,495.558,176.861,56.735,6.96,25.006,0,42.415,307.978
2005-08-01,373.187,133.246,16.351,522.783,195.506,57.098,4.213,25.015,0,46.886,328.718
2005-09-01,326.659,156.852,32.274,515.785,171.131,60.819,8.316,23.384,0.146,41.041,304.836
2005-10-01,353.661,284.603,40.037,678.301,185.277,80.959,10.316,23.701,0.245,44.433,344.931
2005-11-01,369.129,443.338,43.883,856.349,193.38,105.984,11.307,23.908,0.255,46.376,381.21
2005-12-01,488.145,685.044,48.377,1221.567,255.731,144.09,12.465,24.381,0.208,61.329,498.204
2006-01-01,461.191,510.299,45.285,1016.775,259.866,123.376,10.355,24.424,0.016,45.163,463.2
2006-02-01,534.578,573.427,70.655,1178.66,301.217,135.011,16.157,24.623,0.179,52.349,529.536
2006-03-01,432.5,462.626,58.865,953.991,243.7,114.589,13.461,25.018,0.208,42.353,439.329
2006-04-01,308.988,285.571,49.729,644.288,174.105,81.957,11.371,25.293,0,30.258,322.984
2006-05-01,284.136,206.864,28.482,519.482,160.102,67.45,6.513,25.718,0,27.824,287.607
2006-06-01,265.074,142.144,16.882,424.099,149.36,55.522,3.86,26.19,0,25.958,260.89
2006-07-01,245.772,128.937,22.73,397.439,138.485,53.088,5.198,26.545,0.038,24.067,247.421
2006-08-01,253.778,133.652,17.468,404.897,142.995,53.957,3.994,26.425,0.265,24.851,252.489
2006-09-01,272.376,177.244,16.073,465.693,153.475,61.991,3.675,25.519,0.224,26.673,271.557
2006-10-01,276.376,300.479,17.979,594.834,155.729,84.704,4.111,25.604,0.245,27.064,297.458
2006-11-01,309.436,400.785,14.847,725.067,174.357,103.192,3.395,25.543,0.237,30.302,337.025
2006-12-01,388.252,512.453,28.478,929.183,218.767,123.773,6.512,25.802,0.193,38.02,413.067
2007-01-01,424.459,641.234,34.202,1099.895,224.435,132.413,7.145,30.728,0.206,40.832,435.759
2007-02-01,514.399,697.147,31.371,1242.917,271.992,141.051,6.553,31.146,0.229,49.484,500.455
2007-03-01,451.375,430.773,23.05,905.198,238.667,99.9,4.815,31.738,0.16,43.422,418.702
2007-04-01,263.016,360.223,17.706,640.945,139.071,89.001,3.699,31.869,0.196,25.302,289.137
2007-05-01,192.595,193.942,9.099,395.636,101.836,63.313,1.901,32.626,0,18.527,218.203
2007-06-01,224.328,138.505,9.728,372.561,118.615,54.749,2.032,32.823,0,21.58,229.799
2007-07-01,219.158,124.869,4.31,348.336,115.881,52.643,0.9,33.336,0,21.083,223.842
2007-08-01,245.848,126.388,18.613,390.849,129.994,52.877,3.888,33.136,0.178,23.65,243.724
2007-09-01,262.091,152.978,20.813,435.881,138.582,56.985,4.348,32.003,0.293,25.213,257.423
2007-10-01,299.497,233.902,18.249,551.649,158.361,69.487,3.812,31.94,0.288,28.811,292.7
2007-11-01,408.263,455.196,30.079,893.539,215.872,103.673,6.284,31.916,0.286,39.274,397.305
2007-12-01,603.036,615.175,38.203,1256.414,318.859,128.388,7.981,31.991,0.188,58.011,545.417
2008-01-01,587.502,733.393,9.806,1330.701,300.806,172.269,2.046,23.469,0.205,51.157,549.952
2008-02-01,603.119,662.23,21.067,1286.416,308.802,159.753,4.395,23.619,0.179,52.517,549.264
2008-03-01,428.001,548.42,18.26,994.681,219.14,139.735,3.809,24.152,0.223,37.268,424.328
2008-04-01,333.827,364.26,0.598,698.685,170.922,107.344,0.125,24.275,0.221,29.068,331.955
2008-05-01,236.192,264.607,4.718,505.517,120.932,89.817,0.984,24.645,0,20.566,256.945
2008-06-01,259.952,158.431,3.629,422.013,133.098,71.142,0.757,24.268,0,22.635,251.9
2008-07-01,245.588,142.449,-0.645,387.392,125.743,68.331,-0.135,24.375,0,21.385,239.699
2008-08-01,220.621,148.088,1.92,370.629,112.96,69.323,0.401,24.333,0,19.211,226.227
2008-09-01,237.292,176.337,8.646,422.275,121.496,74.292,1.804,22.636,0.019,20.662,240.908
2008-10-01,265.885,328.608,7.062,601.554,136.135,101.074,1.473,24.04,0.276,23.152,286.15
2008-11-01,331.978,509.529,14.451,855.959,169.976,132.895,3.015,23.719,0.267,28.907,358.778
2008-12-01,511.111,693.378,33.695,1238.184,261.693,165.231,7.029,23.782,0.256,44.505,502.496
2009-01-01,434.112,771.872,33.329,1239.313,294.626,166.144,5.084,26.742,0.202,48.873,541.671
2009-02-01,402.577,649.879,30.681,1083.136,273.223,144.708,4.68,27.404,0.204,45.323,495.542
2009-03-01,349.376,522.224,12.367,883.967,237.116,122.277,1.886,27.61,0.14,39.333,428.363
2009-04-01,276.191,367.331,10.84,654.363,187.447,95.06,1.654,28.002,0,31.094,343.256
2009-05-01,186.663,227.784,10.807,425.255,126.686,70.539,1.648,28.172,0,21.015,248.06
2009-06-01,178.455,166.907,8.552,353.914,121.115,59.842,1.305,28.469,0,20.091,230.822
2009-07-01,200.154,146.906,1.035,348.095,135.842,56.328,0.158,28.719,0,22.534,243.58
2009-08-01,208.768,146.375,4.518,359.662,141.688,56.234,0.689,28.826,0.231,23.504,251.172
2009-09-01,252.664,179.731,-3.4,428.994,171.48,62.095,-0.519,27.634,0.171,28.445,289.307
2009-10-01,217.118,358.412,16.261,591.791,147.355,93.493,2.48,27.869,0,24.444,295.641
2009-11-01,220.754,445.084,16.409,682.247,149.823,108.722,2.503,27.619,0.204,24.853,313.723
2009-12-01,390.65,718.23,20.169,1129.05,265.129,156.718,3.077,27.698,0.283,43.98,496.884
2010-01-01,446.876,733.329,10.384,1190.59,311.328,164.887,1.72,26.545,0.225,45.121,549.828
2010-02-01,457.836,712.151,24.279,1194.266,318.964,161.013,4.022,26.732,0.21,46.228,557.17
2010-03-01,262.778,489.093,8.058,759.929,183.072,120.206,1.335,27.397,0.234,26.533,358.776
2010-04-01,189.975,314.402,4.689,509.065,132.351,88.247,0.777,28.378,0.148,19.182,269.083
2010-05-01,201.442,223.942,7.571,432.955,140.34,71.698,1.254,28.549,0,20.34,262.18
2010-06-01,237.259,153.047,10.94,401.246,165.293,58.728,1.812,29.011,0,23.956,278.8
2010-07-01,183.782,136.322,13.396,333.499,128.037,55.668,2.219,28.98,0,18.557,233.46
2010-08-01,164.179,138.19,6.618,308.988,114.38,56.01,1.096,28.838,0.194,16.577,217.095
2010-09-01,152.601,167.421,5.64,325.662,106.314,61.357,0.934,28.392,0.187,15.408,212.593
2010-10-01,226.792,286.21,10.38,523.383,158.001,83.089,1.72,28.091,0.207,22.899,294.008
2010-11-01,262.849,484.117,32.486,779.452,183.121,119.295,5.382,27.469,0.279,26.54,362.086
2010-12-01,419.939,716.525,35.226,1171.69,292.562,161.813,5.836,27.765,0.307,42.402,530.684
2011-01-01,351.633,717.646,13.666,1082.946,263.339,175.007,2.355,22.789,0.24,33.218,496.947
2011-02-01,368.883,634.858,36.273,1040.014,276.258,158.426,6.251,23.425,0.213,34.847,499.42
2011-03-01,251.491,485.211,19.329,756.031,188.342,128.455,3.331,23.955,0.234,23.758,368.075
2011-04-01,173.393,325.321,6.188,504.902,129.855,96.432,1.066,23.949,0,16.38,267.682
2011-05-01,114.235,221.067,0.16,335.462,85.551,75.552,0.028,24.006,0,10.791,195.928
2011-06-01,177.386,147.992,3.184,328.561,132.845,60.917,0.549,24.686,0,16.757,235.753
2011-07-01,158.442,127.317,6.547,292.306,118.658,56.776,1.128,24.588,0,14.967,216.117
2011-08-01,216.788,128.773,3.96,349.52,162.353,57.067,0.682,24.3,0,20.479,264.882
2011-09-01,237.263,159.944,5.606,402.814,177.687,63.31,0.966,23.806,0,22.414,288.183
2011-10-01,257.445,282.627,1.485,541.557,192.802,87.881,0.256,23.547,0,24.32,328.806
2011-11-01,295.359,427.724,4.25,727.333,221.195,116.941,0.732,23.243,0.116,27.902,390.129
2011-12-01,381.034,574.314,8.882,964.23,285.358,146.3,1.531,23.641,0.251,35.995,493.076
2012-01-01,379.657,535.142,3.909,918.708,279.557,156.597,0.608,19.655,0.264,22.696,479.377
2012-02-01,319.135,483.564,19.095,821.793,234.992,144.363,2.968,20.632,0.236,19.078,422.27
2012-03-01,259.205,316.689,4.836,580.731,190.864,104.781,0.752,20.595,0.21,15.496,332.696
2012-04-01,189.561,271.227,1.393,462.182,139.582,93.997,0.217,20.975,0.015,11.332,266.117
2012-05-01,188.065,154.989,5.654,348.708,138.48,66.426,0.879,21.548,0,11.243,238.575
2012-06-01,194.818,117.11,1.345,313.272,143.452,57.441,0.209,21.587,0,11.646,234.336
2012-07-01,181.764,101.319,0.095,283.177,133.84,53.695,0.015,21.142,0.19,10.866,219.748
2012-08-01,228.256,103.444,0.228,331.928,168.074,54.199,0.035,21.967,0.226,13.645,258.148
2012-09-01,183.706,134.433,3.101,321.239,135.27,61.55,0.482,20.544,0.229,10.982,229.057
2012-10-01,163.041,248.491,2.08,413.612,120.054,88.604,0.323,20.879,0.241,9.747,239.849
2012-11-01,214.827,418.445,2.247,635.519,158.186,128.917,0.349,20.356,0.23,12.843,320.881
2012-12-01,238.486,498.721,1.53,738.738,175.607,147.958,0.238,20.131,0.232,14.257,358.424
2013-01-01,432.844,584.732,8.348,1025.924,302.577,165.704,1.029,20.342,0.287,19.739,509.677
2013-02-01,444.066,575.565,1.749,1021.38,310.421,163.628,0.216,20.499,0.289,20.251,515.303
2013-03-01,348.345,489.548,11.552,849.445,243.509,144.147,1.424,21.097,0.25,15.886,426.312
2013-04-01,270.065,319.321,3.663,593.049,188.788,105.594,0.451,21.622,0.033,12.316,328.804
2013-05-01,170.665,192.721,0.91,364.296,119.303,76.923,0.112,22.057,0,7.783,226.177
2013-06-01,124.813,131.082,0.598,256.493,87.25,62.963,0.074,22.164,0,5.692,178.143
2013-07-01,121.531,118.632,0.748,240.912,84.956,60.143,0.092,22.332,0.014,5.542,173.079
2013-08-01,157.205,122.267,0.616,280.088,109.894,60.966,0.076,22.278,0.243,7.169,200.626
2013-09-01,177.639,150.383,3.023,331.045,124.177,67.334,0.373,21.844,0.232,8.101,222.061
2013-10-01,127.104,261.46,1.085,389.65,88.851,92.49,0.134,21.838,0.215,5.796,209.324
2013-11-01,200.018,450.701,0.229,650.947,139.821,135.349,0.028,21.786,0.186,9.121,306.292
2013-12-01,239.195,585.613,14.884,839.692,167.207,165.904,1.835,21.168,0.268,10.908,367.29
2014-01-01,330.352,691.751,13.61,1035.714,220.977,192.211,2.02,27.033,0.296,4.518,447.056
2014-02-01,405.891,641.533,3.669,1051.093,271.506,180.815,0.545,28.253,0.283,5.551,486.951
2014-03-01,328.024,523.267,1.737,853.028,219.42,153.974,0.258,28.416,0.296,4.486,406.85
2014-04-01,164.414,319.271,1.431,485.117,109.979,107.678,0.212,29.26,0.291,2.249,249.669
2014-05-01,214.976,196.592,1.441,413.008,143.8,79.836,0.214,29.482,0.132,2.94,256.403
2014-06-01,191.278,138.956,1.174,331.408,127.948,66.755,0.174,29.536,0,2.616,227.03
2014-07-01,154.731,127.988,8.686,291.405,103.501,64.266,1.289,30.22,0.04,2.116,201.432
2014-08-01,161.939,129.779,1.056,292.773,108.323,64.672,0.157,30.423,0.37,2.215,206.161
2014-09-01,233.675,157.008,13.581,404.265,156.309,70.852,2.016,28.824,0.345,3.196,261.541
2014-10-01,244.477,251.705,11.869,508.051,163.534,92.344,1.762,29.89,0.265,3.344,291.138
2014-11-01,297.298,494.787,4.644,796.728,198.867,147.511,0.689,29.149,0.35,4.066,380.632
2014-12-01,319.048,536.433,16.344,871.825,213.416,156.962,2.426,29.214,0.354,4.364,406.734
2015-01-01,424.263,641.338,1.926,1067.526,277.05,179.949,0.261,191.717,0.405,2.807,652.189
2015-02-01,405.406,683.058,6.811,1095.275,264.736,189.542,0.923,195.922,0.436,2.682,654.24
2015-03-01,290.434,459.137,8.599,758.169,189.657,138.056,1.165,200.981,0.342,1.922,532.123
2015-04-01,180.688,295.726,0.51,476.924,117.992,100.483,0.069,203.931,0.255,1.195,423.925
2015-05-01,174.969,181.783,15.584,372.336,114.257,74.285,2.111,205.551,0.026,1.158,397.387
2015-06-01,106.009,126.183,0.314,232.506,69.225,61.501,0.042,208.982,0,0.701,340.452
2015-07-01,118.316,115.023,0.658,233.997,77.262,58.935,0.089,210.163,0,0.783,347.232
2015-08-01,146.591,117.747,1.162,265.499,95.726,59.561,0.157,209.936,0.288,0.97,366.638
2015-09-01,144.17,130.805,0.472,275.448,94.145,62.564,0.064,206.131,0.386,0.954,364.244
2015-10-01,352.682,246.668,2.225,601.575,230.306,89.204,0.301,205.156,0.335,2.333,527.636
2015-11-01,391.278,385.084,0.976,777.338,255.51,121.029,0.132,202.204,0.294,2.589,581.758
2015-12-01,411.617,457.027,19.054,887.698,268.792,137.571,2.581,203.001,0.243,2.723,614.911
2016-01-01,305.595,633.738,1.479,940.812,229.271,185.935,0.225,188.09,0.414,2.865,606.8
2016-02-01,319.078,513.371,1.706,834.155,239.386,156.857,0.26,200.436,0.372,2.991,600.301
2016-03-01,211.129,379.249,7.873,598.251,158.398,124.455,1.198,203.737,0.312,1.979,490.079
2016-04-01,191.81,300.59,2.57,494.969,143.904,105.452,0.391,199.442,0.046,1.798,451.033
2016-05-01,168.102,197.953,5.981,372.036,126.117,80.656,0.91,204.688,0,1.576,413.947
2016-06-01,119.07,119.959,7.747,246.777,89.331,61.814,1.179,208.84,0.018,1.116,362.299
2016-07-01,122.193,110.44,8.089,240.722,91.675,59.514,1.231,208.181,0.204,1.146,361.95
2016-08-01,95.268,110.879,0.544,206.691,71.474,59.62,0.083,210.561,0,0.893,342.632
2016-09-01,149.621,131.22,10.46,291.302,112.252,64.534,1.592,206.141,0,1.403,385.922
2016-10-01,204.451,226.643,14.411,445.505,153.388,87.587,2.193,197.655,0,1.917,442.739
2016-11-01,228.052,368.455,1.51,598.018,171.095,121.847,0.23,200.696,0.038,2.138,496.044
2016-12-01,357.669,580.658,16.116,954.443,268.339,173.112,2.453,201.782,0.3,3.353,649.338
2017-01-01,331.63,577.886,18.701,928.217,247.51,178.769,2.64,178.414,0.382,2.698,610.414
2017-02-01,273.167,479.548,6.773,759.488,203.876,154.162,0.956,188.923,0.242,2.222,550.382
