Month,Coal Consumption,Natural Gas Consumption (Excluding Supplemental Gaseous Fuels),Petroleum Consumption (Excluding Biofuels),Total Fossil Fuels Consumption,Nuclear Electric Power Consumption,Hydroelectric Power Consumption,Geothermal Energy Consumption,Solar Energy Consumption,Wind Energy Consumption,Biomass Energy Consumption,Total Renewable Energy Consumption,Total Primary Energy Consumption
2003-07-01,2.046458,1.639346,3.324272,7.014799,0.725921,0.084765,0.006517,0.005579,0.003253,0.241766,0.341879,8.090458
2003-08-01,2.076858,1.691505,3.39274,7.162053,0.719367,0.078381,0.006488,0.005522,0.002782,0.240779,0.333952,8.222899
2003-09-01,1.865606,1.463482,3.166315,6.499037,0.662669,0.063055,0.006358,0.005034,0.003054,0.229274,0.306776,7.467133
2003-10-01,1.802107,1.591264,3.3109,6.708386,0.625489,0.062878,0.006406,0.004535,0.003061,0.237129,0.314009,7.64311
2003-11-01,1.813367,1.796227,3.140625,6.753287,0.621151,0.067268,0.00618,0.003669,0.00328,0.236682,0.31708,7.688889
2003-12-01,1.994007,2.320191,3.363816,7.684241,0.715071,0.082039,0.006653,0.003452,0.00377,0.252855,0.348768,8.748823
2004-01-01,2.025102,2.738805,3.328361,8.096323,0.738367,0.078419,0.006942,0.002809,0.00341,0.256495,0.348075,9.183197
2004-02-01,1.830837,2.570153,3.179591,7.589798,0.668455,0.071357,0.006504,0.003019,0.003486,0.238543,0.322908,8.580763
2004-03-01,1.746479,2.149567,3.357784,7.263378,0.659937,0.078184,0.006758,0.004289,0.004406,0.24863,0.342267,8.262434
2004-04-01,1.616,1.785159,3.267693,6.692449,0.611292,0.07127,0.006405,0.004722,0.004418,0.248412,0.335227,7.638983
2004-05-01,1.779319,1.607812,3.341184,6.765564,0.676959,0.081955,0.006644,0.005278,0.005806,0.244964,0.344647,7.787769
2004-06-01,1.886474,1.520787,3.311893,6.739287,0.706331,0.086161,0.006621,0.005343,0.004767,0.246754,0.349647,7.797455
2004-07-01,2.042463,1.623573,3.446458,7.121877,0.750556,0.079562,0.006883,0.005575,0.003973,0.257191,0.353184,8.2355
2004-08-01,2.015186,1.613918,3.463136,7.099052,0.741102,0.073672,0.006813,0.005488,0.003585,0.254388,0.343947,8.195797
2004-09-01,1.8778,1.51531,3.268051,6.65937,0.687539,0.070032,0.006497,0.004986,0.003718,0.243852,0.329085,7.679238
2004-10-01,1.80633,1.591805,3.413226,6.817708,0.652067,0.06436,0.006879,0.00447,0.003511,0.254761,0.333981,7.80738
2004-11-01,1.819334,1.823223,3.296767,6.945019,0.614635,0.071437,0.006578,0.003625,0.003181,0.248184,0.333005,7.897764
2004-12-01,2.020872,2.382949,3.465109,7.876444,0.715534,0.089431,0.00681,0.003418,0.003999,0.265897,0.369554,8.966889
2005-01-01,2.012518,2.629461,3.363017,8.015701,0.728728,0.082817,0.007143,0.002742,0.003861,0.265619,0.362181,9.111653
2005-02-01,1.77599,2.300506,3.0628,7.152356,0.636042,0.073722,0.00622,0.002968,0.003298,0.247041,0.333249,8.127787
2005-03-01,1.845437,2.261281,3.436279,7.55195,0.642216,0.078258,0.00698,0.004158,0.005325,0.259499,0.354219,8.556536
2005-04-01,1.637086,1.767992,3.20424,6.615682,0.579031,0.078675,0.006829,0.004638,0.005792,0.246323,0.342257,7.543242
2005-05-01,1.748602,1.560987,3.39389,6.708309,0.65716,0.093074,0.007185,0.005178,0.005959,0.256686,0.368082,7.738733
2005-06-01,1.953828,1.571608,3.387677,6.914146,0.690282,0.091384,0.007036,0.005247,0.006131,0.255114,0.364912,7.974767
2005-07-01,2.094019,1.72836,3.439332,7.266962,0.741687,0.088565,0.007213,0.005438,0.004848,0.267028,0.373092,8.391292
2005-08-01,2.116709,1.736863,3.563507,7.413572,0.744938,0.073582,0.007149,0.005396,0.003883,0.26873,0.35874,8.529253
2005-09-01,1.93733,1.456699,3.230581,6.621822,0.696488,0.059245,0.00695,0.004894,0.00501,0.255836,0.331935,7.656542
2005-10-01,1.851885,1.462061,3.347469,6.660177,0.639055,0.061438,0.007126,0.004399,0.004934,0.262388,0.340286,7.645903
2005-11-01,1.802265,1.704151,3.281463,6.78902,0.656557,0.066031,0.006939,0.003547,0.005492,0.258577,0.340586,7.793174
2005-12-01,2.020875,2.385397,3.506313,7.91297,0.748627,0.075546,0.007159,0.003335,0.006237,0.271089,0.363365,9.032041
2006-01-01,1.909554,2.220166,3.338662,7.470393,0.750397,0.093614,0.007312,0.002881,0.00813,0.27522,0.387157,8.61287
2006-02-01,1.780597,2.198556,3.021778,7.004642,0.653394,0.084487,0.006605,0.003124,0.006558,0.245044,0.345819,8.009229
2006-03-01,1.81381,2.179727,3.361845,7.361981,0.664927,0.084019,0.007421,0.004327,0.008048,0.263614,0.367428,8.399992
2006-04-01,1.602757,1.723031,3.19465,6.523944,0.600714,0.097432,0.006869,0.004821,0.008434,0.252265,0.36982,7.499266
2006-05-01,1.765643,1.564935,3.343931,6.678094,0.655064,0.105153,0.006855,0.005368,0.008389,0.267851,0.393615,7.731733
2006-06-01,1.903022,1.588425,3.322214,6.819267,0.713665,0.101532,0.007108,0.00541,0.007001,0.27164,0.392691,7.930465
2006-07-01,2.101758,1.802412,3.386528,7.294424,0.753266,0.086799,0.007421,0.00564,0.006671,0.280203,0.386734,8.444892
2006-08-01,2.123005,1.79505,3.511486,7.432139,0.751488,0.074137,0.007515,0.005657,0.005647,0.282741,0.375697,8.569819
2006-09-01,1.843209,1.497401,3.252845,6.606302,0.695413,0.058691,0.007177,0.005085,0.006412,0.273896,0.351261,7.652979
2006-10-01,1.84049,1.684294,3.384152,6.921649,0.60011,0.058192,0.007468,0.004577,0.008333,0.282458,0.361028,7.883994
2006-11-01,1.807172,1.809025,3.2453,6.862516,0.640629,0.069167,0.007136,0.003718,0.008668,0.277249,0.365938,7.871672
2006-12-01,1.956143,2.175717,3.367123,7.501847,0.73556,0.073685,0.007519,0.003487,0.008433,0.289959,0.383083,8.628033
2007-01-01,1.991341,2.535185,3.308294,7.838025,0.776251,0.088865,0.007911,0.003016,0.008367,0.295687,0.403846,9.024612
2007-02-01,1.834678,2.629609,3.100993,7.566001,0.684143,0.063349,0.006983,0.003269,0.008598,0.26465,0.346849,8.606674
2007-03-01,1.795345,2.179702,3.323562,7.29742,0.674497,0.082446,0.007599,0.004579,0.010397,0.287435,0.392456,8.370524
2007-04-01,1.664669,1.853482,3.219895,6.739492,0.601035,0.081515,0.007329,0.005051,0.010822,0.277639,0.382355,7.732532
2007-05-01,1.774994,1.598472,3.349831,6.726061,0.682043,0.088872,0.007431,0.005658,0.010073,0.285363,0.397397,7.817389
2007-06-01,1.947326,1.592406,3.253306,6.798607,0.722934,0.07785,0.007603,0.005707,0.008941,0.284184,0.384285,7.916692
2007-07-01,2.082997,1.700412,3.364006,7.145962,0.762954,0.076694,0.007757,0.005981,0.007364,0.295092,0.392889,8.314668
2007-08-01,2.133506,1.942316,3.416924,7.49518,0.763084,0.068037,0.007771,0.005886,0.00921,0.295746,0.386651,8.656825
2007-09-01,1.907819,1.628035,3.198503,6.737768,0.708832,0.050302,0.007533,0.005367,0.009781,0.28664,0.359623,7.810938
2007-10-01,1.831655,1.66616,3.30936,6.807023,0.647062,0.050485,0.007805,0.004848,0.011521,0.302388,0.377047,7.837996
2007-11-01,1.801219,1.877753,3.199561,6.883434,0.680729,0.053507,0.00751,0.003922,0.01056,0.296006,0.371505,7.944312
2007-12-01,1.983916,2.459226,3.323381,7.770058,0.755027,0.062582,0.00781,0.003662,0.011909,0.313995,0.399957,8.931951
2008-01-01,2.025644,2.802167,3.234632,8.066247,0.739318,0.070898,0.008038,0.003206,0.01458,0.327188,0.423909,9.240569
2008-02-01,1.866872,2.565362,2.982842,7.416912,0.680743,0.064108,0.007368,0.003518,0.013142,0.299991,0.388128,8.496201
2008-03-01,1.801188,2.333853,3.161089,7.303725,0.676417,0.073934,0.008181,0.004933,0.016316,0.313922,0.417287,8.40475
2008-04-01,1.667478,1.867975,3.074086,6.617114,0.599242,0.075862,0.007943,0.005478,0.017829,0.31325,0.420361,7.646043
2008-05-01,1.754297,1.614659,3.167792,6.539491,0.67756,0.092879,0.008209,0.006029,0.018221,0.320296,0.445634,7.670573
2008-06-01,1.918698,1.643025,3.047686,6.618345,0.734978,0.099553,0.008087,0.006181,0.017539,0.311788,0.443148,7.805844
2008-07-01,2.092275,1.750827,3.125737,6.974474,0.776775,0.087194,0.008276,0.006408,0.013677,0.33018,0.445735,8.211701
2008-08-01,2.045647,1.723791,3.070336,6.840556,0.758994,0.072434,0.008256,0.006326,0.011138,0.33184,0.429994,8.044358
2008-09-01,1.836245,1.494838,2.771451,6.104693,0.700847,0.0552,0.007996,0.005758,0.010616,0.319736,0.399306,7.215284
2008-10-01,1.736712,1.673995,3.152204,6.563795,0.656598,0.052783,0.00827,0.005166,0.016229,0.331946,0.414393,7.640267
2008-11-01,1.741143,1.913676,2.932666,6.588885,0.662742,0.053459,0.007995,0.004167,0.017038,0.324878,0.407538,7.663334
2008-12-01,1.901237,2.458786,3.048861,7.40631,0.762278,0.071179,0.008216,0.003926,0.022573,0.326377,0.432271,8.607804
2009-01-01,1.903992,2.79216,3.027863,7.722378,0.775038,0.080149,0.008958,0.003247,0.020304,0.313715,0.426373,8.93067
2009-02-01,1.581659,2.384794,2.684451,6.649806,0.671752,0.060775,0.008104,0.003578,0.019968,0.286141,0.378565,7.708156
2009-03-01,1.536126,2.218983,2.961044,6.714718,0.703269,0.074475,0.008998,0.005053,0.024222,0.317339,0.430087,7.852312
2009-04-01,1.421731,1.779264,2.853152,6.051653,0.621353,0.087927,0.008584,0.005614,0.025446,0.307442,0.435012,7.114178
2009-05-01,1.485788,1.536921,2.86846,5.889515,0.683971,0.100858,0.008775,0.0062,0.021366,0.323274,0.460473,7.043296
2009-06-01,1.654827,1.561083,2.888495,6.102856,0.729356,0.099744,0.008538,0.006229,0.019105,0.323707,0.457323,7.300127
2009-07-01,1.759589,1.694878,2.93252,6.385124,0.762973,0.079789,0.008844,0.006582,0.016906,0.343778,0.455899,7.617914
2009-08-01,1.810859,1.775076,2.983297,6.565902,0.755606,0.066808,0.00883,0.006501,0.018645,0.348901,0.449686,7.786464
2009-09-01,1.554736,1.608916,2.834324,5.996211,0.687698,0.059228,0.008565,0.005892,0.015868,0.330682,0.420236,7.114686
2009-10-01,1.579969,1.702122,2.937771,6.216283,0.606841,0.067186,0.008727,0.005307,0.023248,0.347009,0.451477,7.286042
2009-11-01,1.549706,1.814114,2.8111,6.173966,0.617805,0.071678,0.008758,0.0043,0.023458,0.343246,0.451441,7.251903
2009-12-01,1.852224,2.547629,2.996666,7.394065,0.739558,0.084378,0.009228,0.004023,0.023563,0.354782,0.475975,8.62068
2010-01-01,1.917331,2.86903,2.892448,7.674596,0.758495,0.076371,0.009529,0.003485,0.023387,0.367294,0.480067,8.927283
2010-02-01,1.708841,2.533045,2.644636,6.890472,0.681945,0.070252,0.008519,0.003833,0.018533,0.342116,0.443254,8.027232
2010-03-01,1.638165,2.186711,2.988986,6.81611,0.675562,0.071262,0.009512,0.005386,0.029306,0.374892,0.490357,7.992433
2010-04-01,1.446342,1.725374,2.906005,6.078281,0.602151,0.065158,0.009122,0.006033,0.033316,0.365582,0.479212,7.168542
2010-05-01,1.620805,1.648905,2.961855,6.233575,0.696713,0.08557,0.009525,0.00676,0.029676,0.374413,0.505945,7.440747
2010-06-01,1.847581,1.682136,2.973783,6.504583,0.713885,0.101861,0.009202,0.006895,0.027463,0.37448,0.519901,7.746885
2010-07-01,1.998568,1.862228,3.026082,6.887004,0.75164,0.083651,0.009399,0.007158,0.022942,0.385875,0.509025,8.157265
2010-08-01,1.99481,1.916484,3.087218,6.999945,0.748093,0.068647,0.009478,0.007072,0.022812,0.387501,0.495511,8.249754
2010-09-01,1.696615,1.669663,2.951903,6.317627,0.725068,0.058909,0.009164,0.006433,0.024244,0.374086,0.472836,7.517308
2010-10-01,1.52186,1.69746,2.956527,6.173845,0.655872,0.060334,0.009223,0.005693,0.027104,0.383983,0.486337,7.317529
2010-11-01,1.563713,2.013095,2.867965,6.439027,0.654872,0.066744,0.009163,0.004721,0.033259,0.380095,0.493982,7.590589
2010-12-01,1.879339,2.770623,3.063096,7.70799,0.770138,0.079053,0.009591,0.004384,0.03091,0.395319,0.519257,9.006239
2011-01-01,1.88754,2.947202,2.941462,7.776325,0.761181,0.087112,0.009989,0.003924,0.029174,0.384854,0.515053,9.061729
2011-02-01,1.559705,2.50194,2.637718,6.699789,0.677953,0.082336,0.009017,0.004374,0.035661,0.352374,0.483761,7.869078
2011-03-01,1.543832,2.27445,2.992478,6.812883,0.687083,0.106231,0.009957,0.006043,0.035978,0.384329,0.542539,8.050975
2011-04-01,1.420945,1.860165,2.811115,6.092503,0.570783,0.106435,0.009447,0.00676,0.042383,0.364286,0.529311,7.20009
2011-05-01,1.550327,1.698892,2.869596,6.120641,0.596583,0.111187,0.009889,0.007496,0.040167,0.37911,0.547848,7.277429
2011-06-01,1.757176,1.688805,2.901812,6.349218,0.682987,0.1097,0.009363,0.007667,0.037481,0.389087,0.553298,7.596307
2011-07-01,1.952516,1.926916,2.92215,6.801611,0.757017,0.106743,0.009723,0.007903,0.025551,0.389828,0.539749,8.114646
2011-08-01,1.916144,1.92815,3.029145,6.877569,0.746487,0.087905,0.009742,0.007958,0.0255,0.402432,0.533537,8.173202
2011-09-01,1.613884,1.686983,2.85795,6.159359,0.699506,0.07294,0.009401,0.007178,0.023437,0.380432,0.493388,7.362557
2011-10-01,1.475112,1.777421,2.930054,6.182237,0.662758,0.067515,0.009763,0.006507,0.035913,0.389052,0.508749,7.363252
2011-11-01,1.425056,2.07127,2.861143,6.355753,0.674655,0.070562,0.009557,0.005259,0.04244,0.389976,0.517794,7.556191
2011-12-01,1.555548,2.592346,2.884551,7.034714,0.751706,0.080973,0.009912,0.005056,0.036358,0.410732,0.543031,8.341003
2012-01-01,1.491043,2.816977,2.834042,7.144212,0.758482,0.078842,0.009689,0.004607,0.046508,0.378211,0.517856,8.431521
2012-02-01,1.338104,2.555762,2.697773,6.591734,0.669053,0.069209,0.009103,0.005077,0.037708,0.361337,0.482434,7.752671
2012-03-01,1.232736,2.173561,2.806975,6.215814,0.646854,0.088393,0.009763,0.007148,0.047861,0.381016,0.534183,7.407112
2012-04-01,1.112027,1.994864,2.727073,5.839891,0.585471,0.08972,0.009464,0.008096,0.043363,0.365259,0.515902,6.954023
2012-05-01,1.329279,1.913537,2.880805,6.124276,0.650551,0.097724,0.009828,0.009316,0.042788,0.384623,0.544278,7.333853
2012-06-01,1.497893,1.90813,2.841532,6.247402,0.682603,0.090956,0.009564,0.009605,0.040849,0.377961,0.528935,7.473131
2012-07-01,1.789989,2.114077,2.885951,6.789834,0.724406,0.090387,0.009884,0.009934,0.030104,0.380753,0.521063,8.054638
2012-08-01,1.718283,2.051682,2.976717,6.746537,0.729361,0.078591,0.009827,0.009685,0.028898,0.391634,0.518634,8.013288
2012-09-01,1.455586,1.845379,2.71936,6.019045,0.67601,0.060065,0.00964,0.00896,0.029991,0.365918,0.474575,7.183285
2012-10-01,1.402746,1.941321,2.895526,6.236452,0.626049,0.056304,0.009913,0.008214,0.043114,0.379734,0.497279,7.372272
2012-11-01,1.472029,2.214645,2.778067,6.462099,0.594293,0.063918,0.009801,0.006715,0.039745,0.369366,0.489545,7.559226
2012-12-01,1.53852,2.55865,2.789278,6.886605,0.718688,0.078423,0.010122,0.006439,0.049554,0.381122,0.525661,8.142304
2013-01-01,1.572497,2.95182,2.890235,7.413982,0.746119,0.084715,0.010108,0.005869,0.050288,0.390743,0.541722,8.716572
2013-02-01,1.41441,2.632217,2.588981,6.636237,0.64244,0.069668,0.009089,0.006663,0.048026,0.356257,0.489703,7.782869
2013-03-01,1.481315,2.584486,2.855265,6.918264,0.657737,0.070063,0.010096,0.00926,0.053758,0.399652,0.542829,8.134614
2013-04-01,1.28707,2.015981,2.774659,6.076252,0.593157,0.085631,0.009567,0.010151,0.059629,0.388467,0.553445,7.236421
2013-05-01,1.363673,1.795051,2.901584,6.060583,0.6567,0.097072,0.009855,0.011264,0.055406,0.405242,0.578839,7.313232
2013-06-01,1.564343,1.785401,2.816439,6.163129,0.694124,0.093434,0.009581,0.011745,0.046909,0.407273,0.568941,7.445006
2013-07-01,1.722982,1.973521,2.985012,6.679546,0.737064,0.092993,0.009955,0.012038,0.037851,0.419772,0.572609,8.009255
2013-08-01,1.700671,1.974609,2.964994,6.638514,0.745477,0.073813,0.009905,0.012336,0.032871,0.417015,0.54594,7.95089
2013-09-01,1.520094,1.810038,2.880053,6.209405,0.687533,0.057871,0.009652,0.011551,0.039832,0.403071,0.521977,7.435745
2013-10-01,1.401506,1.912351,2.962459,6.275289,0.660205,0.058682,0.010045,0.010946,0.046523,0.422721,0.548917,7.499247
2013-11-01,1.393993,2.374758,2.890335,6.656275,0.678929,0.060313,0.009418,0.009028,0.053921,0.414747,0.547426,7.898542
2013-12-01,1.616079,2.994905,2.887915,7.496801,0.744947,0.07209,0.010053,0.0088,0.047656,0.436071,0.574669,8.830809
2014-01-01,1.74661,3.301739,2.934395,7.981908,0.765208,0.073815,0.010016,0.008157,0.061113,0.413993,0.567094,9.328486
2014-02-01,1.599885,2.824408,2.622714,7.045436,0.655141,0.059356,0.008987,0.008799,0.047798,0.379026,0.503966,8.215271
2014-03-01,1.52349,2.634668,2.832767,6.99032,0.652611,0.082765,0.009957,0.012624,0.060515,0.418247,0.584109,8.239482
2014-04-01,1.239603,2.019421,2.819766,6.07762,0.589726,0.086801,0.009701,0.013934,0.063584,0.406676,0.580697,7.259826
2014-05-01,1.356781,1.862981,2.881629,6.099528,0.658367,0.090568,0.009939,0.015758,0.053232,0.418257,0.587754,7.361221
2014-06-01,1.558821,1.796176,2.824066,6.178278,0.712658,0.087838,0.009632,0.016428,0.053906,0.418624,0.586428,7.49254
2014-07-01,1.70228,1.935907,2.982771,6.61897,0.752422,0.083107,0.009896,0.016395,0.041583,0.433924,0.584906,7.974273
2014-08-01,1.69355,1.989587,2.982831,6.662978,0.743936,0.067582,0.009928,0.016624,0.034702,0.433738,0.562575,7.989329
2014-09-01,1.456971,1.86203,2.873933,6.190374,0.706343,0.054846,0.00968,0.015631,0.039305,0.409842,0.529305,7.443998
2014-10-01,1.304013,1.968636,3.040751,6.311486,0.652547,0.058547,0.009983,0.014507,0.049501,0.425622,0.55816,7.537277
2014-11-01,1.375805,2.427781,2.8778,6.679229,0.681301,0.063548,0.009868,0.011805,0.064374,0.416235,0.56583,7.942423
2014-12-01,1.439824,2.759504,2.984391,7.180598,0.767299,0.076186,0.010085,0.010387,0.050195,0.438466,0.585318,8.547856
2015-01-01,1.498062,3.225121,2.961414,7.682537,0.776715,0.08236,0.01004,0.009815,0.051733,0.411721,0.56567,9.042738
2015-02-01,1.408891,3.02876,2.722946,7.159352,0.66368,0.07604,0.009171,0.01148,0.050912,0.381098,0.528701,8.366128
2015-03-01,1.238275,2.682045,2.979363,6.899031,0.67503,0.082846,0.010149,0.015989,0.052231,0.413942,0.575157,8.168627
2015-04-01,1.036587,2.077147,2.872362,5.984159,0.625226,0.076671,0.009561,0.018058,0.060963,0.402209,0.567461,7.197124
2015-05-01,1.206388,1.92174,2.975375,6.101003,0.688414,0.068668,0.010136,0.01951,0.05852,0.423552,0.580386,7.3903
2015-06-01,1.438646,1.965222,2.959396,6.36044,0.716542,0.069653,0.00966,0.019804,0.045793,0.421258,0.566168,7.663885
2015-07-01,1.586788,2.139057,3.109682,6.834754,0.746829,0.071701,0.010022,0.02066,0.046661,0.436324,0.585368,8.188273
2015-08-01,1.530787,2.12351,3.076788,6.729872,0.75732,0.065245,0.009979,0.02072,0.044629,0.435895,0.576468,8.085876
2015-09-01,1.351456,1.966653,2.896806,6.214951,0.69521,0.054913,0.009323,0.018026,0.047671,0.416618,0.546552,7.476851
2015-10-01,1.137837,2.055676,2.992968,6.184823,0.633451,0.056743,0.009907,0.015938,0.055889,0.418836,0.557314,7.39116
2015-11-01,1.045014,2.32738,2.827707,6.197692,0.63024,0.065981,0.00977,0.013628,0.067154,0.415574,0.572107,7.417739
2015-12-01,1.070137,2.678785,2.993292,6.741673,0.728229,0.079041,0.010091,0.012547,0.068576,0.431495,0.60175,8.089055
2016-01-01,1.29718,3.200999,2.918022,7.415254,0.758537,0.087397,0.009923,0.011728,0.063007,0.408285,0.58034,8.775062
2016-02-01,1.074345,2.745566,2.844096,6.663741,0.686509,0.082362,0.009274,0.015428,0.068712,0.396711,0.572487,7.93939
2016-03-01,0.867377,2.438381,3.031618,6.3369,0.691851,0.093454,0.009866,0.019297,0.074857,0.419568,0.617043,7.663325
2016-04-01,0.844204,2.156019,2.886959,5.886045,0.656112,0.088296,0.00933,0.021401,0.070967,0.393169,0.583163,7.139828
2016-05-01,0.960164,2.033497,2.96594,5.958827,0.696324,0.08696,0.009957,0.024459,0.064309,0.42046,0.606144,7.279006
2016-06-01,1.314479,2.069855,2.963421,6.347812,0.702587,0.079284,0.009475,0.024955,0.055627,0.418487,0.587828,7.65917
2016-07-01,1.528865,2.262495,3.034521,6.824567,0.735784,0.073206,0.009852,0.027056,0.060114,0.434624,0.604852,8.189425
2016-08-01,1.521198,2.285098,3.12859,6.932325,0.748095,0.066771,0.009897,0.026741,0.046367,0.441102,0.590877,8.29437
2016-09-01,1.296259,2.015024,2.941776,6.251514,0.684522,0.055847,0.009732,0.024199,0.055969,0.41582,0.561566,7.513675
2016-10-01,1.147161,1.991499,3.02511,6.160696,0.63521,0.05916,0.009995,0.021438,0.069384,0.419212,0.57919,7.393244
2016-11-01,1.022244,2.234524,2.919385,6.171333,0.681705,0.064174,0.009858,0.017985,0.066212,0.425651,0.58388,7.457402
2016-12-01,1.352427,2.967399,3.052454,7.37,0.749517,0.076865,0.010339,0.016202,0.078973,0.459905,0.642283,8.778429
2017-01-01,1.312712,3.014317,2.955618,7.279425,0.764768,0.090854,0.010194,0.015555,0.070965,0.417067,0.604635,8.671126
2017-02-01,1.011109,2.420363,2.646576,6.076847,0.664778,0.081485,0.009098,0.017857,0.075375,0.380349,0.564164,7.322789
2017-03-01,1.029337,2.609482,3.076851,6.714135,0.68081,0.10104,0.010126,0.027472,0.087793,0.42459,0.651022,8.063111
2017-04-01,0.937459,1.996846,2.913214,5.846171,0.593479,0.100345,0.009795,0.030175,0.08659,0.40352,0.630425,7.085278
2017-05-01,1.065558,1.954749,3.079755,6.098856,0.64127,0.111255,0.009835,0.034567,0.078707,0.425495,0.659859,7.414495
2017-06-01,1.217991,1.973654,3.056385,6.245456,0.700866,0.104323,0.009599,0.036083,0.068724,0.423847,0.642576,7.606577
2017-07-01,1.432549,2.213217,3.089753,6.734308,0.745875,0.090753,0.010077,0.034635,0.055001,0.42996,0.620427,8.118369
2017-08-01,1.355633,2.163859,3.129964,6.645986,0.757067,0.07518,0.010044,0.033492,0.047355,0.441275,0.607344,8.02997
2017-09-01,1.139638,1.983682,2.92902,6.050237,0.712236,0.065346,0.009762,0.030881,0.061115,0.407311,0.574415,7.352366
2017-10-01,1.050775,2.09886,3.067165,6.21255,0.690239,0.060386,0.009536,0.028042,0.083146,0.423208,0.604318,7.51817
2017-11-01,1.068561,2.43674,3.007509,6.509779,0.696756,0.067859,0.009671,0.020501,0.077162,0.42232,0.597513,7.81465
2017-12-01,1.216143,3.189328,3.091345,7.493366,0.770824,0.07591,0.010105,0.019362,0.075749,0.435589,0.616715,8.89474
2018-01-01,1.333689,3.456029,3.125916,7.911819,0.780456,0.085519,0.00997,0.020417,0.087343,0.430203,0.633451,9.339664
2018-02-01,0.963381,2.803588,2.710937,6.47658,0.67738,0.084967,0.009218,0.023213,0.079123,0.387371,0.583891,7.749862
2018-03-01,0.941137,2.892652,3.159162,6.990649,0.700826,0.088236,0.010057,0.030918,0.090294,0.430583,0.650088,8.356587
2018-04-01,0.862632,2.430476,2.961549,6.252246,0.618237,0.095929,0.009272,0.036049,0.090182,0.406532,0.637965,7.518366
2018-05-01,0.993204,2.124184,3.104108,6.219886,0.703833,0.103876,0.010111,0.040277,0.081728,0.438373,0.674364,7.612065
2018-06-01,1.160101,2.132796,3.089277,6.380783,0.728583,0.094163,0.009654,0.042476,0.084286,0.42319,0.653769,7.777734
2018-07-01,1.311145,2.430807,3.164602,6.904313,0.757528,0.08564,0.010066,0.040715,0.056116,0.439388,0.631924,8.308898
2018-08-01,1.309089,2.392477,3.276917,6.97706,0.755713,0.075122,0.010058,0.039785,0.067716,0.445191,0.637871,8.38771
2018-09-01,1.120034,2.228765,2.975237,6.322819,0.676697,0.065393,0.00975,0.035355,0.063189,0.40754,0.581227,7.591627
2018-10-01,1.017038,2.361914,3.187121,6.564261,0.620995,0.066698,0.009737,0.030386,0.072314,0.430094,0.609229,7.804156
2018-11-01,1.081731,2.807712,3.057472,6.943583,0.668643,0.074766,0.00976,0.023468,0.075118,0.420804,0.603916,8.224769
2018-12-01,1.158351,3.10144,3.079522,7.336542,0.749177,0.077784,0.010327,0.020576,0.082933,0.435174,0.626794,8.723344
2019-01-01,1.161355,3.550046,3.129623,7.838231,0.769584,0.08461,0.010136,0.022249,0.082917,0.420692,0.620603,9.239818
2019-02-01,0.949162,3.130155,2.75722,6.835727,0.675753,0.078068,0.009282,0.023942,0.077189,0.391225,0.579706,8.101878
2019-03-01,0.932727,3.034601,3.064924,7.031288,0.679562,0.089852,0.010247,0.03549,0.087936,0.422439,0.645964,8.365006
2019-04-01,0.719249,2.292548,3.000967,6.011698,0.632586,0.094922,0.009498,0.040146,0.098659,0.406769,0.649995,7.302421
2019-05-01,0.850009,2.211003,3.116378,6.175787,0.700904,0.109123,0.009971,0.043146,0.087959,0.431316,0.681515,7.568584
2019-06-01,0.931168,2.195729,3.064677,6.189718,0.718461,0.095801,0.009751,0.046198,0.076586,0.4205,0.648836,7.569402
2019-07-01,1.1537,2.480888,3.178685,6.811535,0.753898,0.084875,0.010086,0.047572,0.075408,0.435847,0.653787,8.231794
2019-08-01,1.086347,2.522268,3.254631,6.86216,0.750891,0.077038,0.010147,0.045914,0.068165,0.433055,0.634319,8.261292
2019-09-01,0.986078,2.285708,2.995025,6.26438,0.689836,0.06321,0.009885,0.040157,0.08364,0.404742,0.601634,7.56785
2019-10-01,0.800958,2.389642,3.165289,6.3538,0.647745,0.062459,0.009286,0.035724,0.094255,0.423332,0.625057,7.634095
2019-11-01,0.884908,2.884605,3.046309,6.814014,0.669598,0.068982,0.008575,0.026634,0.085929,0.418571,0.608691,8.104571
2019-12-01,0.859937,3.286505,3.092644,7.236205,0.763034,0.073284,0.009429,0.022573,0.090909,0.437453,0.633647,8.64666
2020-01-01,0.785254,3.447246,3.00862,7.239648,0.774776,0.083587,0.009294,0.026741,0.09595,0.410572,0.626143,8.651425
2020-02-01,0.693585,3.17266,2.844146,6.708676,0.688502,0.088262,0.009229,0.032049,0.099325,0.385445,0.614309,8.021148
2020-03-01,0.632553,2.823136,2.791433,6.245796,0.668515,0.081284,0.010378,0.038731,0.100039,0.379815,0.610247,7.537447
2020-04-01,0.515285,2.344319,2.123036,4.981285,0.61809,0.079139,0.00991,0.046045,0.101515,0.316296,0.552905,6.163349
2020-05-01,0.57363,2.150547,2.405885,5.129622,0.672074,0.102279,0.010026,0.054208,0.096824,0.355691,0.619028,6.433366
2020-06-01,0.766508,2.210323,2.555514,5.531893,0.702024,0.095534,0.009552,0.054219,0.103085,0.373775,0.636165,6.8834
2020-07-01,1.017936,2.556596,2.77113,6.345536,0.7248,0.091243,0.009921,0.058159,0.078019,0.386274,0.623616,7.71247
2020-08-01,1.032535,2.490222,2.815347,6.337491,0.720588,0.079443,0.009893,0.052712,0.078576,0.386344,0.606968,7.685118
