Month,Coal Consumption,Natural Gas Consumption (Excluding Supplemental Gaseous Fuels),Petroleum Consumption (Excluding Biofuels),Total Fossil Fuels Consumption,Nuclear Electric Power Consumption,Hydroelectric Power Consumption,Geothermal Energy Consumption,Solar Energy Consumption,Wind Energy Consumption,Biomass Energy Consumption,Total Renewable Energy Consumption,Total Primary Energy Consumption
2020-09-01,0.805602,2.233831,2.697219,5.736059,0.686588,0.063732,0.0096,0.044933,0.079111,0.37559,0.572965,7.008373
2020-10-01,0.72018,2.403353,2.810304,5.932484,0.6201,0.064181,0.009772,0.040674,0.098343,0.378987,0.591957,7.157795
2020-11-01,0.72945,2.534074,2.709572,5.970901,0.645145,0.071286,0.009978,0.033068,0.113038,0.38427,0.611638,7.23933
2020-12-01,0.908591,3.303082,2.79897,7.009344,0.729872,0.073385,0.010165,0.029778,0.10922,0.401959,0.624507,8.378472
2021-01-01,0.947408,3.452923,2.812847,7.210077,0.748098,0.083799,0.009988,0.032034,0.102566,0.377807,0.606194,8.578512
2021-02-01,0.995947,3.205492,2.414697,6.613514,0.656549,0.068706,0.009263,0.035565,0.091153,0.341105,0.545792,7.825842
2021-03-01,0.740972,2.732031,2.885792,6.358639,0.664413,0.072404,0.00963,0.051477,0.133768,0.398394,0.665673,7.701781
2021-04-01,0.650175,2.350061,2.880069,5.876166,0.595413,0.066155,0.009613,0.059068,0.12337,0.382536,0.640743,7.123664
2021-05-01,0.759357,2.188936,3.009984,5.954598,0.661137,0.07953,0.009947,0.066559,0.11528,0.409641,0.680956,7.309298
2021-06-01,0.997281,2.319404,3.009374,6.320079,0.689048,0.080025,0.009577,0.065882,0.091003,0.397471,0.643958,7.668241
2021-07-01,1.16029,2.501219,3.0402,6.698793,0.717845,0.075397,0.010002,0.066269,0.074093,0.411994,0.637755,8.069453
2021-08-01,1.157998,2.520569,3.110842,6.784358,0.724517,0.06936,0.009955,0.064229,0.092367,0.405843,0.641753,8.162131
2021-09-01,0.92712,2.211635,2.949657,6.082624,0.672879,0.05808,0.009802,0.059026,0.098941,0.383861,0.60971,7.374565
2021-10-01,0.762323,2.336948,3.062936,6.158663,0.609065,0.058458,0.009893,0.049778,0.109918,0.412314,0.64036,7.417817
2021-11-01,0.707968,2.778471,2.990782,6.472315,0.654413,0.066102,0.009879,0.042082,0.121983,0.402381,0.642426,7.773118
2021-12-01,0.741686,3.113428,3.075539,6.923779,0.737537,0.080393,0.010458,0.034895,0.135965,0.417151,0.678862,8.348412
2022-01-01,1.007579,3.707799,2.915206,7.625717,0.737387,0.082562,0.010409,0.041781,0.127664,0.402908,0.665325,9.038656
2022-02-01,0.838049,3.15584,2.726249,6.717784,0.646232,0.072746,0.009112,0.047414,0.128443,0.369264,0.626979,7.997207
2022-03-01,0.733033,2.874587,3.062565,6.665434,0.65983,0.083377,0.009782,0.062793,0.14682,0.41146,0.714233,8.046307
2022-04-01,0.662737,2.435919,2.85786,5.951291,0.577665,0.068465,0.009594,0.071077,0.157522,0.392421,0.699078,7.236551
2022-05-01,0.745014,2.314753,2.982359,6.032577,0.662211,0.0797,0.009921,0.079465,0.143726,0.411244,0.724056,7.428285
2022-06-01,0.869615,2.394632,2.966717,6.227437,0.686595,0.08867,0.009574,0.082616,0.115215,0.41332,0.709396,7.638387
2022-07-01,1.017677,2.676868,2.985721,6.675758,0.719417,0.083824,0.00997,0.082569,0.100569,0.413999,0.690932,8.104751
2022-08-01,0.996647,2.652382,3.063955,6.708625,0.719835,0.072106,0.010013,0.077172,0.084339,0.420009,0.663638,8.112273
2022-09-01,0.78335,2.369549,2.943102,6.091319,0.665884,0.058093,0.009755,0.070117,0.093254,0.385939,0.617157,7.387454
2022-10-01,0.67339,2.440953,2.999428,6.109894,0.615861,0.049022,0.009824,0.063195,0.111725,0.411911,0.645676,7.381285
2022-11-01,0.690228,2.861835,2.931067,6.480348,0.648207,0.061068,0.009985,0.046708,0.14057,0.405887,0.664219,7.801736
2022-12-01,0.87062,3.493509,2.884344,7.243128,0.721896,0.069706,0.01045,0.039656,0.131975,0.40849,0.660276,8.639019
2023-01-01,0.749879,3.420542,2.868308,7.035515,0.740734,0.077637,0.010238,0.043772,0.130877,0.414572,0.677097,8.464608
2023-02-01,0.58213,3.052577,2.677937,6.310486,0.635553,0.068107,0.009312,0.051049,0.14134,0.373034,0.642842,7.595571
2023-03-01,0.620085,3.127575,3.005884,6.751519,0.656599,0.072783,0.010313,0.067465,0.148708,0.420611,0.719879,8.136792
2023-04-01,0.499871,2.499967,2.87775,5.876076,0.592236,0.067625,0.009844,0.080376,0.145848,0.3918,0.695492,7.170331
2023-05-01,0.550377,2.387227,3.013819,5.94861,0.639194,0.094346,0.009983,0.091383,0.109959,0.43048,0.736151,7.33291
2023-06-01,0.704609,2.446236,2.991353,6.139844,0.67749,0.073604,0.009632,0.092683,0.09399,0.417962,0.687872,7.510971
2023-07-01,0.912596,2.757143,2.975004,6.641499,0.730465,0.074988,0.009815,0.097656,0.095552,0.419629,0.69764,8.073882
2023-08-01,0.902828,2.773769,3.107767,6.781804,0.728965,0.072652,0.009716,0.092824,0.096881,0.432548,0.704621,8.220148
2023-09-01,0.716455,2.465086,2.910715,6.088354,0.68523,0.057716,0.009705,0.081556,0.096742,0.40995,0.655669,7.429615
2023-10-01,0.627867,2.525532,3.066815,6.218535,0.642125,0.053475,0.010238,0.074296,0.1229,0.42376,0.684669,7.546027
2023-11-01,0.629312,2.922912,2.978286,6.528316,0.650717,0.058092,0.010131,0.056874,0.124352,0.412628,0.662076,7.843293
2023-12-01,0.675922,3.304563,2.974597,6.950439,0.719666,0.064922,0.010418,0.050393,0.129787,0.436878,0.692398,8.367071
2024-01-01,0.875835,3.823354,2.885415,7.583869,0.722021,0.074805,0.010226,0.053206,0.118833,0.406116,0.663186,8.975002
2024-02-01,0.558592,3.067549,2.727844,6.352428,0.67503,0.068583,0.009528,0.065064,0.141413,0.397281,0.68187,7.709875
2024-03-01,0.489789,2.889242,2.924133,6.29908,0.66209,0.079551,0.009773,0.083696,0.155252,0.421845,0.750116,7.710097
2024-04-01,0.466562,2.471053,2.874622,5.807796,0.60226,0.066116,0.00976,0.098077,0.16117,0.401406,0.736529,7.145004
2024-05-01,0.560214,2.40764,3.079024,6.044424,0.679097,0.077156,0.009627,0.111667,0.131666,0.428205,0.758321,7.481997
2024-06-01,0.717796,2.508172,2.900868,6.12203,0.712744,0.072234,0.009538,0.118688,0.129865,0.412026,0.742351,7.581976
2024-07-01,0.832522,2.832255,3.05089,6.714098,0.730441,0.072288,0.009904,0.119326,0.095229,0.436942,0.733689,8.189114
2024-08-01,0.813632,2.80649,3.067247,6.683304,0.729135,0.072875,0.009857,0.117388,0.097908,0.434409,0.732437,8.155038
2024-09-01,0.66256,2.503384,2.892538,6.05521,0.654927,0.056844,0.009546,0.100303,0.098641,0.414111,0.679444,7.396753
