Month,Coal Imports,Coal Coke Imports,Natural Gas Imports,Crude Oil Imports,"Petroleum Products, Excluding Biofuels, Imports","Total Petroleum, Excluding Biofuels, Imports",Biomass Imports,Electricity Imports,Total Primary Energy Imports
2007-02-01,0.066412,0.00266,0.382196,1.509644,0.482296,1.991941,0.004321,0.014308,2.461838
2007-03-01,0.082133,0.002731,0.411824,1.925859,0.605387,2.531246,0.003126,0.013288,3.044348
2007-04-01,0.067168,0.004273,0.396508,1.824318,0.603017,2.427335,0.003537,0.013635,2.912455
2007-05-01,0.067287,0.006004,0.389718,1.916205,0.656598,2.572804,0.00291,0.015829,3.054552
2007-06-01,0.075673,0.006709,0.391007,1.798115,0.578823,2.376938,0.005215,0.015326,2.870868
2007-07-01,0.084329,0.003081,0.42904,1.844098,0.64307,2.487168,0.006809,0.018789,3.029216
2007-08-01,0.092897,0.004558,0.437197,1.914033,0.55847,2.472503,0.007764,0.018421,3.033339
2007-09-01,0.086741,0.005283,0.370418,1.850562,0.547171,2.397733,0.003775,0.013096,2.877046
2007-10-01,0.072399,0.005354,0.355905,1.815352,0.539789,2.355141,0.005832,0.012173,2.806804
2007-11-01,0.072234,0.006561,0.349122,1.796188,0.522417,2.318605,0.002721,0.014747,2.763991
2007-12-01,0.07029,0.007926,0.406868,1.824647,0.515105,2.339752,0.003723,0.013887,2.842446
2008-01-01,0.059515,0.00664,0.399393,1.872091,0.58824,2.460331,0.005084,0.01709,2.948052
2008-02-01,0.065479,0.005806,0.358402,1.67384,0.477025,2.150864,0.006395,0.01565,2.602595
2008-03-01,0.066009,0.008625,0.375981,1.789285,0.499947,2.289232,0.002793,0.016364,2.759004
2008-04-01,0.074637,0.011199,0.330175,1.793244,0.543846,2.33709,0.008981,0.01386,2.775943
2008-05-01,0.06755,0.006894,0.304583,1.794508,0.5446,2.339108,0.006181,0.018218,2.742533
2008-06-01,0.082364,0.012728,0.294092,1.800163,0.54817,2.348333,0.008284,0.020881,2.766681
2008-07-01,0.064234,0.010298,0.33088,1.881411,0.501328,2.382739,0.007977,0.020543,2.81667
2008-08-01,0.078592,0.008686,0.336879,1.917094,0.466025,2.383118,0.011721,0.019866,2.838863
2008-09-01,0.069288,0.005778,0.321715,1.517842,0.501662,2.019504,0.013586,0.016568,2.446439
2008-10-01,0.073024,0.007698,0.329361,1.872959,0.525172,2.398131,0.006097,0.012432,2.826743
2008-11-01,0.07469,0.004975,0.32826,1.786871,0.480039,2.26691,0.004353,0.011198,2.690385
2008-12-01,0.079811,2.8e-05,0.373984,1.74905,0.537864,2.286914,0.003843,0.011879,2.756459
2009-01-01,0.058219,0.001189,0.365668,1.815178,0.57023,2.385409,0.00279,0.014557,2.827832
2009-02-01,0.046369,2.7e-05,0.32956,1.521317,0.465846,1.987163,0.001066,0.013255,2.377441
2009-03-01,0.053526,0.000449,0.333294,1.740879,0.523677,2.264557,0.002398,0.010063,2.664286
2009-04-01,0.032574,0.000336,0.329894,1.683933,0.427051,2.110985,0.00086,0.01123,2.485878
2009-05-01,0.057078,0.00073,0.272437,1.633023,0.455801,2.088824,0.002401,0.01408,2.43555
2009-06-01,0.04601,0.000894,0.28902,1.641035,0.460383,2.101419,0.003206,0.016139,2.456688
2009-07-01,0.050457,0.000948,0.324633,1.688083,0.463827,2.15191,0.003642,0.018768,2.550358
2009-08-01,0.039205,1.5e-05,0.345269,1.636131,0.400959,2.037091,0.004101,0.019893,2.445573
2009-09-01,0.04636,0.000794,0.314702,1.662383,0.412281,2.074664,0.001753,0.015254,2.453528
2009-10-01,0.044039,1.6e-05,0.279952,1.59003,0.393819,1.983849,0.001812,0.01607,2.325738
2009-11-01,0.037652,0.001302,0.30229,1.57006,0.38985,1.95991,0.001569,0.013071,2.315794
2009-12-01,0.054475,0.001898,0.358424,1.516521,0.403698,1.920219,0.000958,0.015696,2.351669
2010-01-01,0.041614,0.001361,0.3942,1.576598,0.482437,2.059035,0.000537,0.018118,2.514866
2010-02-01,0.030982,0.005042,0.332227,1.469114,0.383298,1.852411,0.000301,0.015059,2.236021
2010-03-01,0.047483,0.002657,0.326738,1.734307,0.391729,2.126036,0.0005,0.014858,2.518272
2010-04-01,0.045309,0.001215,0.305926,1.747387,0.465434,2.21282,0.000407,0.013257,2.578934
2010-05-01,0.03687,0.004704,0.305246,1.792532,0.427126,2.219657,0.000604,0.010441,2.577522
2010-06-01,0.044274,0.005186,0.289316,1.783608,0.418467,2.202075,0.00046,0.013837,2.555147
2010-07-01,0.034738,0.002659,0.336871,1.843977,0.471194,2.315171,0.000265,0.014694,2.704398
2010-08-01,0.042555,0.003103,0.312523,1.771768,0.483414,2.255182,0.00033,0.012411,2.626105
2010-09-01,0.03971,0.002428,0.288556,1.658133,0.431359,2.089492,0.000398,0.009918,2.430501
2010-10-01,0.044368,0.001315,0.302112,1.585444,0.447299,2.032743,0.000114,0.00865,2.389302
2010-11-01,0.036827,0.000422,0.279994,1.562925,0.398713,1.961638,0.00019,0.0091,2.288173
2010-12-01,0.039087,1.5e-05,0.360567,1.614353,0.418812,2.033165,0.000209,0.013481,2.446525
2011-01-01,0.025346,0.001452,0.381217,1.710345,0.511877,2.222223,0.000286,0.014609,2.645132
2011-02-01,0.021069,0.002082,0.318933,1.376673,0.386056,1.762729,0.000207,0.012764,2.117784
2011-03-01,0.038104,0.003622,0.323293,1.710339,0.441452,2.151792,0.000294,0.013726,2.530831
2011-04-01,0.028409,0.001314,0.284885,1.593123,0.482877,2.076,0.000291,0.012963,2.403862
2011-05-01,0.032814,0.003512,0.278033,1.687287,0.471386,2.158673,0.000264,0.016711,2.490008
2011-06-01,0.024255,0.004387,0.273282,1.664516,0.426737,2.091253,0.000512,0.015296,2.408985
2011-07-01,0.030211,0.002899,0.300814,1.727679,0.411884,2.139562,0.001402,0.02055,2.495438
2011-08-01,0.038623,0.005112,0.287291,1.664252,0.37995,2.044202,0.002371,0.019051,2.39665
2011-09-01,0.020863,0.003175,0.258143,1.606599,0.381318,1.987917,0.003068,0.013772,2.286937
2011-10-01,0.02293,0.001736,0.289213,1.658959,0.358207,2.017166,0.002214,0.012626,2.345885
2011-11-01,0.020172,0.002371,0.25513,1.572468,0.401181,1.973649,0.002874,0.011844,2.266041
2011-12-01,0.024394,0.003501,0.305176,1.622382,0.385262,2.007645,0.005177,0.014535,2.360429
2012-01-01,0.018249,0.003116,0.28816,1.629705,0.405926,2.035631,0.000417,0.014157,2.359728
2012-02-01,0.012342,0.001811,0.276654,1.530745,0.307123,1.837868,0.00041,0.012415,2.141501
2012-03-01,0.01617,0.00412,0.271781,1.67619,0.311321,1.98751,0.001526,0.014349,2.295457
2012-04-01,0.014418,0.006958,0.249093,1.59721,0.324637,1.921847,0.001231,0.017046,2.210592
2012-05-01,0.022813,0.003696,0.265499,1.718309,0.360572,2.078881,0.002037,0.018669,2.391594
2012-06-01,0.016626,0.000815,0.266225,1.700245,0.364372,2.064617,0.003849,0.018324,2.370455
2012-07-01,0.020668,0.001223,0.288195,1.664926,0.350589,2.015515,0.004462,0.022775,2.352838
2012-08-01,0.015419,0.000694,0.288384,1.655919,0.370998,2.026917,0.006745,0.021656,2.359815
2012-09-01,0.019767,0.00169,0.26444,1.550072,0.338161,1.888233,0.007439,0.016746,2.198315
2012-10-01,0.020073,0.000789,0.259737,1.549499,0.323252,1.872751,0.007523,0.015031,2.175903
2012-11-01,0.018467,0.001394,0.239699,1.513427,0.322607,1.836034,0.007206,0.016018,2.118819
2012-12-01,0.016823,0.00184,0.258367,1.453208,0.342051,1.795259,0.005838,0.015001,2.093128
2013-01-01,0.014646,3.2e-05,0.28503,1.48224,0.360698,1.842938,0.002807,0.018351,2.163805
2013-02-01,0.00862,0.001337,0.242797,1.227188,0.304212,1.5314,0.002675,0.017371,1.8042
2013-03-01,0.00872,3.5e-05,0.254498,1.396712,0.339808,1.73652,0.007394,0.019032,2.026198
2013-04-01,0.015042,0.000177,0.226124,1.39917,0.392733,1.791903,0.004249,0.017825,2.05532
2013-05-01,0.01948,0.000659,0.240038,1.44222,0.409757,1.851977,0.004859,0.020376,2.137389
2013-06-01,0.027156,0.000197,0.242608,1.393899,0.344843,1.738743,0.009829,0.021469,2.040001
2013-07-01,0.019551,1.7e-05,0.242104,1.501226,0.373115,1.874341,0.00897,0.02339,2.168373
2013-08-01,0.015886,0.000554,0.242154,1.508985,0.353944,1.862929,0.01236,0.023852,2.157734
2013-09-01,0.01823,0.000202,0.249978,1.428571,0.337043,1.765614,0.011412,0.019305,2.06474
2013-10-01,0.015825,0.00018,0.22594,1.39325,0.35263,1.745881,0.010397,0.01815,2.016373
2013-11-01,0.019013,1.1e-05,0.22416,1.33571,0.312455,1.648166,0.013599,0.018968,1.923917
2013-12-01,0.01715,1e-05,0.28001,1.447923,0.287916,1.73584,0.013319,0.018188,2.064516
2014-01-01,0.023629,1e-05,0.30274,1.419848,0.290608,1.710456,0.002889,0.018653,2.058377
2014-02-01,0.012915,1.5e-05,0.251558,1.216487,0.300464,1.516951,0.001746,0.015141,1.798325
2014-03-01,0.017814,2.5e-05,0.240043,1.360814,0.336055,1.696869,0.00301,0.019053,1.976814
2014-04-01,0.020626,2e-05,0.205686,1.367766,0.334935,1.702702,0.003666,0.016345,1.949044
2014-05-01,0.028393,2.6e-05,0.211823,1.340838,0.374881,1.715719,0.004906,0.018389,1.979257
2014-06-01,0.030288,0.000893,0.206696,1.279571,0.291311,1.570882,0.001607,0.018742,1.829108
2014-07-01,0.020584,0.000143,0.206205,1.427483,0.312784,1.740267,0.006316,0.021491,1.995006
2014-08-01,0.023871,1.4e-05,0.211718,1.398002,0.31172,1.709722,0.004069,0.022784,1.972179
2014-09-01,0.025466,0.000146,0.206663,1.356976,0.275745,1.632721,0.003378,0.020589,1.888962
2014-10-01,0.012948,0.000568,0.226379,1.337356,0.299698,1.637054,0.004112,0.018329,1.899391
2014-11-01,0.022293,2.5e-05,0.233172,1.32073,0.278293,1.599023,0.005415,0.01905,1.878978
2014-12-01,0.012993,1.6e-05,0.26008,1.351707,0.367008,1.718716,0.005374,0.018367,2.015545
2015-01-01,0.029257,2.8e-05,0.286382,1.34834,0.387931,1.736271,0.002754,0.020604,2.075296
2015-02-01,0.019594,2e-05,0.260586,1.205764,0.3307,1.536465,0.004047,0.019017,1.839729
2015-03-01,0.019247,2.7e-05,0.263706,1.427458,0.341646,1.769104,0.004203,0.022628,2.078916
2015-04-01,0.019894,4.7e-05,0.210248,1.311429,0.353566,1.664995,0.004122,0.022272,1.921578
2015-05-01,0.020811,3.4e-05,0.209457,1.362223,0.380303,1.742526,0.00479,0.022575,2.000193
2015-06-01,0.019046,0.000157,0.211429,1.331983,0.371601,1.703584,0.005539,0.022839,1.962594
2015-07-01,0.024693,0.000234,0.222397,1.38379,0.368028,1.751818,0.009282,0.023529,2.031954
2015-08-01,0.02195,3.3e-05,0.219222,1.450821,0.355947,1.806767,0.009503,0.024456,2.081931
2015-09-01,0.020453,0.001561,0.214038,1.315122,0.342534,1.657657,0.00916,0.022557,1.925426
2015-10-01,0.01934,3.1e-05,0.231943,1.335337,0.288098,1.623435,0.008655,0.017947,1.901351
2015-11-01,0.019955,2.1e-05,0.223698,1.341153,0.285847,1.627,0.008078,0.019955,1.898708
2015-12-01,0.021921,0.001277,0.232939,1.485713,0.304776,1.790489,0.009221,0.020151,2.075998
2016-01-01,0.015476,2.9e-05,0.28044,1.428901,0.353334,1.782236,0.002757,0.022257,2.103195
2016-02-01,0.018282,3.9e-05,0.25807,1.389115,0.339321,1.728436,0.003444,0.018537,2.026808
2016-03-01,0.026469,3.7e-05,0.246783,1.503462,0.333244,1.836706,0.005304,0.019819,2.135119
2016-04-01,0.016529,5.1e-05,0.24735,1.382166,0.356625,1.738791,0.007511,0.016045,2.026277
2016-05-01,0.020325,0.000519,0.254525,1.487519,0.376052,1.86357,0.0075,0.018973,2.165413
2016-06-01,0.014315,0.001776,0.247932,1.372833,0.39803,1.770863,0.012823,0.023026,2.070735
2016-07-01,0.022105,2.1e-05,0.271647,1.519218,0.402213,1.921431,0.012402,0.026184,2.25379
2016-08-01,0.021055,1.2e-05,0.268532,1.504062,0.378677,1.882739,0.013973,0.025074,2.211385
2016-09-01,0.017862,0.00177,0.244454,1.460062,0.343442,1.803504,0.0122,0.018075,2.097864
2016-10-01,0.017156,0.001386,0.237235,1.420433,0.349626,1.770059,0.012808,0.019622,2.058266
2016-11-01,0.015773,2e-05,0.23682,1.456903,0.359343,1.816246,0.014511,0.021908,2.105279
2016-12-01,0.014493,9e-06,0.287811,1.466854,0.318845,1.785699,0.017358,0.018587,2.123956
2017-01-01,0.015968,9e-06,0.298948,1.590007,0.383014,1.973021,0.002791,0.023947,2.314684
2017-02-01,0.013158,1.5e-05,0.260962,1.334376,0.327088,1.661464,0.004299,0.019354,1.959252
2017-03-01,0.012027,1e-05,0.287582,1.53134,0.337491,1.868831,0.005989,0.020551,2.194988
2017-04-01,0.010591,4.8e-05,0.244236,1.489099,0.342333,1.831432,0.006427,0.018978,2.111712
2017-05-01,0.02263,1.3e-05,0.250462,1.591791,0.373704,1.965495,0.007814,0.017347,2.263762
2017-06-01,0.013991,0.000611,0.2458,1.468196,0.355496,1.823691,0.012718,0.020448,2.117259
2017-07-01,0.020549,4.6e-05,0.256771,1.484482,0.334921,1.819404,0.01206,0.020176,2.129007
2017-08-01,0.018574,4.8e-05,0.254085,1.485947,0.361154,1.847101,0.011406,0.022208,2.153423
2017-09-01,0.01102,2.6e-05,0.23518,1.329233,0.395705,1.724939,0.004256,0.017839,1.99326
2017-10-01,0.012498,0.000282,0.247371,1.440559,0.346093,1.786652,0.004435,0.013486,2.064724
2017-11-01,0.007899,0.000328,0.246321,1.392892,0.357769,1.750661,0.004812,0.013409,2.023431
2017-12-01,0.008766,1.1e-05,0.28134,1.459532,0.361981,1.821513,0.004344,0.016374,2.132348
2018-01-01,0.0102,5.1e-05,0.307389,1.506971,0.380986,1.887956,0.004098,0.017827,2.227522
2018-02-01,0.007129,2e-06,0.243352,1.272878,0.318348,1.591226,0.002634,0.016336,1.860679
2018-03-01,0.010578,5.1e-05,0.277531,1.432178,0.370927,1.803105,0.00396,0.019102,2.114327
2018-04-01,0.010085,0.000562,0.248321,1.501247,0.345352,1.846599,0.004101,0.015452,2.12512
2018-05-01,0.011101,0.000629,0.232847,1.472442,0.403652,1.876094,0.00361,0.017876,2.142157
2018-06-01,0.010383,0.000486,0.234181,1.543779,0.364964,1.908743,0.0038,0.018745,2.17634
2018-07-01,0.014127,7e-06,0.253187,1.491583,0.381853,1.873436,0.002369,0.018325,2.16145
2018-08-01,0.009878,2.8e-05,0.242951,1.501538,0.41129,1.912829,0.004894,0.020936,2.191516
2018-09-01,0.005366,0.00021,0.219426,1.381121,0.37479,1.755911,0.003386,0.014503,1.998803
2018-10-01,0.006209,0.000528,0.220506,1.382212,0.353835,1.736048,0.005995,0.012688,1.981975
2018-11-01,0.008164,1.1e-05,0.217799,1.37176,0.279834,1.651594,0.005247,0.013009,1.895825
2018-12-01,0.018334,0.000328,0.263577,1.333872,0.323119,1.656991,0.004343,0.013987,1.957559
2019-01-01,0.012843,6.9e-05,0.298159,1.420135,0.369667,1.789801,0.004634,0.016393,2.121899
2019-02-01,0.007369,1.7e-05,0.239178,1.131934,0.303295,1.435229,0.002919,0.01553,1.700241
2019-03-01,0.014506,6.5e-05,0.259313,1.274483,0.353089,1.627572,0.006305,0.016889,1.924651
2019-04-01,0.011032,0.000543,0.211723,1.272555,0.40857,1.681126,0.005524,0.014859,1.924807
2019-05-01,0.008379,0.00043,0.212842,1.344142,0.458904,1.803046,0.005055,0.016116,2.045868
2019-06-01,0.013559,1.9e-05,0.206192,1.300466,0.344591,1.645058,0.006957,0.017593,1.889378
2019-07-01,0.010512,1.5e-05,0.236168,1.303618,0.444325,1.747943,0.006679,0.019252,2.020569
2019-08-01,0.010668,0.000563,0.225578,1.30477,0.408138,1.712907,0.005553,0.020011,1.97528
2019-09-01,0.013385,0.000165,0.213494,1.178774,0.357892,1.536666,0.007474,0.018059,1.789243
2019-10-01,0.015262,0.000469,0.215801,1.172761,0.391996,1.564757,0.007324,0.012492,1.816105
2019-11-01,0.009579,0.000504,0.229359,1.057832,0.36831,1.426142,0.006329,0.016512,1.688425
2019-12-01,0.010585,9e-06,0.262454,1.283944,0.386967,1.670911,0.00702,0.017782,1.968761
2020-01-01,0.010888,7.1e-05,0.268632,1.205508,0.364935,1.570443,0.005737,0.015721,1.871493
2020-02-01,0.006981,4.8e-05,0.244287,1.146832,0.308997,1.455829,0.004737,0.015309,1.72719
2020-03-01,0.009376,2.2e-05,0.218562,1.183968,0.347688,1.531655,0.005155,0.017384,1.782154
2020-04-01,0.007419,0.000117,0.194801,1.004445,0.277736,1.282181,0.006922,0.016048,1.507487
2020-05-01,0.01089,0.000536,0.191181,1.144612,0.280976,1.425587,0.00532,0.017737,1.651252
2020-06-01,0.004619,2e-06,0.192164,1.163392,0.319953,1.483345,0.006638,0.017754,1.704521
2020-07-01,0.010793,0.000442,0.215679,1.110606,0.326967,1.437573,0.004518,0.022684,1.69169
2020-08-01,0.006385,0.000424,0.216636,1.018645,0.340807,1.359452,0.006584,0.023247,1.612727
2020-09-01,0.010192,0.000551,0.178581,0.982243,0.351083,1.333326,0.006292,0.016015,1.544957
2020-10-01,0.005372,0.00169,0.204289,0.995358,0.348523,1.343881,0.007374,0.01588,1.578486
2020-11-01,0.013011,1.2e-05,0.216859,1.013671,0.330796,1.344467,0.007476,0.014384,1.596209
2020-12-01,0.008603,9.6e-05,0.273284,1.07424,0.33849,1.41273,0.007683,0.017501,1.719896
2021-01-01,0.010646,1.4e-05,0.291167,1.088347,0.358538,1.446885,0.005458,0.017355,1.771525
2021-02-01,0.006265,5.5e-05,0.278674,0.949504,0.312034,1.261537,0.00548,0.013729,1.565742
2021-03-01,0.004881,0.000331,0.244692,1.094463,0.421307,1.51577,0.006841,0.015591,1.788106
2021-04-01,0.010336,1.6e-05,0.213578,1.059074,0.396544,1.455617,0.008245,0.014976,1.702768
2021-05-01,0.010395,0.0005,0.210012,1.096028,0.459796,1.555823,0.006473,0.015924,1.799127
2021-06-01,0.010328,0.00025,0.213056,1.202522,0.43693,1.639452,0.009433,0.017898,1.890417
2021-07-01,0.011448,0.000293,0.233473,1.203341,0.404036,1.607377,0.006326,0.018806,1.877723
2021-08-01,0.007471,1.9e-05,0.226483,1.172939,0.417228,1.590167,0.005814,0.015823,1.845777
2021-09-01,0.004094,0.000183,0.225711,1.187646,0.391404,1.579049,0.006604,0.013359,1.829001
2021-10-01,0.010665,0.000337,0.233908,1.123075,0.361893,1.484968,0.007776,0.01419,1.751844
2021-11-01,0.008843,0.000259,0.248465,1.152791,0.345358,1.498148,0.008427,0.010115,1.774257
2021-12-01,0.013985,0.000647,0.258942,1.209086,0.356363,1.565449,0.006438,0.013639,1.8591
2022-01-01,0.010781,0.000113,0.303653,1.206747,0.298012,1.504758,0.006444,0.015244,1.840994
2022-02-01,0.006204,5.4e-05,0.264425,1.049492,0.352306,1.401798,0.002621,0.011464,1.686565
2022-03-01,0.011361,4.4e-05,0.265985,1.210453,0.34114,1.551593,0.006457,0.01256,1.848
2022-04-01,0.014673,7.2e-05,0.251122,1.106174,0.356206,1.46238,0.006023,0.013206,1.747475
2022-05-01,0.00696,3.5e-05,0.23667,1.162673,0.367621,1.530295,0.006125,0.014926,1.795011
2022-06-01,0.013457,0.000481,0.234603,1.181774,0.351408,1.533182,0.004799,0.018816,1.805338
2022-07-01,0.014155,0.000245,0.263625,1.244449,0.362521,1.60697,0.00478,0.022991,1.912766
2022-08-01,0.016708,5.6e-05,0.24178,1.194638,0.342134,1.536771,0.005917,0.024665,1.825897
2022-09-01,0.011396,2.6e-05,0.239774,1.144406,0.287585,1.431991,0.003841,0.017702,1.704729
2022-10-01,0.008658,5e-05,0.245493,1.176973,0.319386,1.496359,0.006676,0.014124,1.77136
2022-11-01,0.014788,0.000476,0.252355,1.141436,0.335495,1.476932,0.01038,0.012058,1.766989
2022-12-01,0.006265,1.9e-05,0.300262,1.1317,0.338211,1.469911,0.00852,0.016626,1.801604
2023-01-01,0.010504,0.000115,0.28211,1.184372,0.352559,1.536931,0.008462,0.015263,1.853384
2023-02-01,0.005711,1.3e-05,0.250029,1.125848,0.343963,1.469811,0.008101,0.01198,1.745645
2023-03-01,0.006158,1.6e-05,0.255757,1.184887,0.319711,1.504599,0.009227,0.013233,1.78899
2023-04-01,0.009351,0.000846,0.225897,1.131591,0.366627,1.498217,0.007666,0.012237,1.754215
2023-05-01,0.006698,0.000288,0.221548,1.215268,0.342497,1.557765,0.010771,0.013319,1.81039
2023-06-01,0.006192,0.000911,0.237344,1.185688,0.375338,1.561025,0.009186,0.01046,1.825118
2023-07-01,0.007142,0.001154,0.262495,1.1853,0.328083,1.513383,0.008466,0.010976,1.803616
2023-08-01,0.007779,8.1e-05,0.252596,1.31379,0.318843,1.632633,0.011687,0.010239,1.915016
2023-09-01,0.006885,6.6e-05,0.235759,1.215783,0.308105,1.523888,0.010477,0.008038,1.785113
2023-10-01,0.009064,0.000817,0.236744,1.152415,0.290561,1.442976,0.007378,0.007543,1.704523
2023-11-01,0.007349,0.000752,0.257318,1.260063,0.273117,1.53318,0.011106,0.008425,1.818131
2023-12-01,0.005104,4.7e-05,0.283782,1.207191,0.334632,1.541823,0.011562,0.010925,1.853243
2024-01-01,0.002051,6e-06,0.331072,1.245831,0.297937,1.543768,0.011016,0.012328,1.900241
2024-02-01,0.003301,0.0001,0.264748,1.149589,0.270103,1.419692,0.013913,0.008663,1.710416
2024-03-01,0.001861,0.000377,0.249498,1.164785,0.30317,1.467956,0.009284,0.00753,1.736506
2024-04-01,0.00556,1.1e-05,0.22746,1.196676,0.323076,1.519752,0.013413,0.00614,1.772336
2024-05-01,0.001748,4.5e-05,0.244432,1.326318,0.348269,1.674588,0.008111,0.006113,1.935037
2024-06-01,0.004442,2e-06,0.252916,1.212339,0.323723,1.536062,0.011858,0.009808,1.815086
2024-07-01,0.004054,0.000711,0.27823,1.33898,0.317403,1.656383,0.011973,0.015855,1.967205
2024-08-01,0.006318,0.0005,0.267413,1.189078,0.29808,1.487157,0.010392,0.014634,1.786414
2024-09-01,0.005437,8e-06,0.252728,1.174463,0.273523,1.447987,0.008786,0.010556,1.725501
