Month,Coal Imports,Coal Coke Imports,Natural Gas Imports,Crude Oil Imports,"Petroleum Products, Excluding Biofuels, Imports","Total Petroleum, Excluding Biofuels, Imports",Biomass Imports,Electricity Imports,Total Primary Energy Imports
1973-01-01,5e-05,0.000769,0.095105,0.492659,0.579615,1.072274,Not Available,0.004882,1.17308
1973-02-01,5e-05,0.000719,0.086051,0.467879,0.608896,1.076775,Not Available,0.00441,1.168005
1973-03-01,7.5e-05,0.000818,0.093962,0.570188,0.639547,1.209735,Not Available,0.004882,1.309473
1973-04-01,0.0001,0.000868,0.090705,0.532017,0.456754,0.988771,Not Available,0.004725,1.085169
1973-05-01,0.00025,0.002802,0.088076,0.579687,0.487106,1.066793,Not Available,0.004882,1.162804
1973-06-01,7.5e-05,0.00243,0.081178,0.561998,0.479208,1.041206,Not Available,0.004725,1.129614
1973-07-01,5e-05,0.00181,0.081493,0.631319,0.496691,1.12801,Not Available,0.004882,1.216246
1973-08-01,0.0002,0.002182,0.086594,0.647828,0.556162,1.203989,Not Available,0.004882,1.297848
1973-09-01,0.0006,0.004042,0.083267,0.605649,0.527862,1.133511,Not Available,0.004725,1.226145
1973-10-01,0.000975,0.004439,0.094547,0.674219,0.536711,1.21093,Not Available,0.004882,1.315774
1973-11-01,0.000375,0.003398,0.088015,0.602467,0.62283,1.225297,Not Available,0.004725,1.321809
1973-12-01,0.000375,0.002852,0.090766,0.521395,0.586908,1.108304,Not Available,0.004882,1.207179
1974-01-01,0.00275,0.005506,0.088132,0.43026,0.552119,0.982379,Not Available,0.004468,1.083235
1974-02-01,0.004175,0.004365,0.08105,0.366751,0.495247,0.861998,Not Available,0.004036,0.955624
1974-03-01,0.001075,0.007366,0.08749,0.444769,0.51938,0.96415,Not Available,0.004468,1.064548
1974-04-01,0.00285,0.007638,0.085622,0.57111,0.484932,1.056042,Not Available,0.004324,1.156477
1974-05-01,0.0023,0.008506,0.081917,0.705877,0.477644,1.183521,Not Available,0.004468,1.280713
1974-06-01,0.00175,0.007812,0.07625,0.686112,0.435317,1.121429,Not Available,0.004324,1.211565
1974-07-01,0.003,0.006894,0.075225,0.739068,0.451674,1.190742,Not Available,0.004468,1.28033
1974-08-01,0.01225,0.006547,0.07809,0.708761,0.45028,1.159041,Not Available,0.004468,1.260397
1974-09-01,0.003225,0.007614,0.072415,0.663736,0.403108,1.066845,Not Available,0.004324,1.154422
1974-10-01,0.006625,0.011532,0.084856,0.688145,0.436997,1.125143,Not Available,0.004468,1.232624
1974-11-01,0.008225,0.007514,0.085351,0.691892,0.507784,1.199676,Not Available,0.004324,1.305091
1974-12-01,0.003775,0.006498,0.088788,0.698885,0.516836,1.215721,Not Available,0.004468,1.31925
1975-01-01,0.002275,0.011086,0.082925,0.727049,0.520968,1.248017,Not Available,0.003265,1.347568
1975-02-01,0.00375,0.011284,0.076433,0.623976,0.390149,1.014125,Not Available,0.002949,1.108542
1975-03-01,0.00495,0.005258,0.085547,0.659781,0.381531,1.041313,Not Available,0.003265,1.140333
1975-04-01,0.00165,0.0031,0.084268,0.589888,0.295984,0.885873,Not Available,0.00316,0.97805
1975-05-01,0.0024,0.005853,0.081893,0.629087,0.317896,0.946984,Not Available,0.003265,1.040395
1975-06-01,0.000925,0.001761,0.078291,0.681884,0.267354,0.949238,Not Available,0.00316,1.033375
1975-07-01,7.5e-05,0.001488,0.082118,0.756532,0.325012,1.081545,Not Available,0.003265,1.168491
1975-08-01,0.003225,0.000347,0.077269,0.826675,0.31592,1.142595,Not Available,0.003265,1.226702
1975-09-01,0.00105,0.000198,0.07552,0.818869,0.376594,1.195463,Not Available,0.00316,1.275391
1975-10-01,2.5e-05,0.000645,0.08256,0.792052,0.356907,1.148959,Not Available,0.003265,1.235454
1975-11-01,0.00095,0.00181,0.082861,0.80739,0.319701,1.127091,Not Available,0.00316,1.215872
1975-12-01,0.002225,0.002282,0.088099,0.807728,0.358616,1.166344,Not Available,0.003265,1.262216
1976-01-01,0.002575,0.000372,0.086505,0.827216,0.392856,1.220072,Not Available,0.003176,1.3127
1976-02-01,0.00285,0.00057,0.079975,0.70875,0.43422,1.14297,Not Available,0.002971,1.229336
1976-03-01,0.001,0.000273,0.087032,0.853073,0.36124,1.214313,Not Available,0.003176,1.305794
1976-04-01,0.0033,0.000546,0.088089,0.834534,0.323955,1.158489,Not Available,0.003073,1.253496
1976-05-01,0.00225,0.000595,0.083691,0.840696,0.306577,1.147273,Not Available,0.003176,1.236985
1976-06-01,0.0048,0.001736,0.077679,0.980582,0.331292,1.311874,Not Available,0.003073,1.399163
1976-07-01,0.000975,0.002306,0.074936,1.042768,0.387821,1.430589,Not Available,0.003176,1.511982
1976-08-01,0.00225,0.006696,0.078452,1.00026,0.338629,1.338889,Not Available,0.003176,1.429463
1976-09-01,0.001625,0.004836,0.075978,1.023584,0.367686,1.391271,Not Available,0.003073,1.476783
1976-10-01,0.00235,0.007886,0.087388,1.024281,0.342391,1.366672,Not Available,0.003176,1.467472
1976-11-01,0.003725,0.003522,0.082949,1.035956,0.379377,1.415333,Not Available,0.003073,1.508602
1976-12-01,0.002375,0.003174,0.085188,1.066848,0.467522,1.534371,Not Available,0.003176,1.628283
1977-01-01,0.003075,0.00062,0.089205,1.131335,0.480149,1.611484,Not Available,0.005842,1.710226
1977-02-01,0.001875,0.001314,0.094137,1.083298,0.552227,1.635524,Not Available,0.005277,1.738127
1977-03-01,0.000775,0.000868,0.103448,1.206586,0.491487,1.698072,Not Available,0.005842,1.809005
1977-04-01,0.00425,0.000694,0.08667,1.188831,0.337116,1.525947,Not Available,0.005653,1.623215
1977-05-01,0.00235,0.002678,0.087925,1.227967,0.3211,1.549067,Not Available,0.005842,1.647862
1977-06-01,0.0023,0.004018,0.07823,1.231482,0.331764,1.563246,Not Available,0.005653,1.653446
1977-07-01,0.0028,0.004712,0.074384,1.272994,0.371306,1.6443,Not Available,0.005842,1.732038
1977-08-01,0.0025,0.00429,0.078441,1.151803,0.399162,1.550966,Not Available,0.005842,1.642039
1977-09-01,0.004375,0.006994,0.077408,1.120633,0.378839,1.499471,Not Available,0.005653,1.593901
1977-10-01,0.00685,0.007911,0.087034,1.171058,0.341063,1.512121,Not Available,0.005842,1.619758
1977-11-01,0.00425,0.004315,0.088543,1.101762,0.321454,1.423216,Not Available,0.005653,1.525978
1977-12-01,0.005775,0.006944,0.091864,1.139492,0.402618,1.54211,Not Available,0.005842,1.652535
1978-01-01,0.003475,0.002678,0.08837,1.122327,0.386277,1.508604,Not Available,0.006146,1.609273
1978-02-01,0.003975,0.002728,0.079574,0.93642,0.392673,1.329092,Not Available,0.005551,1.42092
1978-03-01,0.005775,0.005952,0.08819,1.108553,0.431535,1.540088,Not Available,0.006146,1.646151
1978-04-01,0.010425,0.012102,0.080663,0.97943,0.377976,1.357406,Not Available,0.005947,1.466543
1978-05-01,0.008075,0.026015,0.076044,1.030075,0.333016,1.363091,Not Available,0.006146,1.479371
1978-06-01,0.007275,0.010168,0.070377,1.125884,0.29292,1.418804,Not Available,0.005947,1.512571
1978-07-01,0.007825,0.014979,0.073704,1.138364,0.359634,1.497998,Not Available,0.006146,1.600652
1978-08-01,0.005675,0.01364,0.075812,1.157337,0.342919,1.500255,Not Available,0.006146,1.601528
1978-09-01,0.0049,0.013987,0.075433,1.227703,0.354215,1.581919,Not Available,0.005947,1.682186
1978-10-01,0.009275,0.015153,0.082603,1.186213,0.317205,1.503418,Not Available,0.006146,1.616595
1978-11-01,0.00245,0.014037,0.093507,1.189004,0.36107,1.550073,Not Available,0.005947,1.666014
1978-12-01,0.0047,0.010466,0.110237,1.25832,0.414498,1.672818,Not Available,0.006146,1.804366
1979-01-01,0.00465,0.004363,0.10602,1.247297,0.400424,1.647721,Not Available,0.006525,1.769279
1979-02-01,0.006311,0.005027,0.100187,1.061074,0.336608,1.397682,Not Available,0.005893,1.515101
1979-03-01,0.003074,0.003907,0.117142,1.148062,0.429857,1.577919,Not Available,0.006525,1.708567
1979-04-01,0.004028,0.007247,0.109781,1.08263,0.29324,1.37587,Not Available,0.006314,1.50324
1979-05-01,0.002791,0.013075,0.108177,1.127599,0.329699,1.457298,Not Available,0.006525,1.587866
1979-06-01,0.005224,0.01404,0.104356,1.158619,0.292828,1.451446,Not Available,0.006314,1.581381
1979-07-01,0.002204,0.011549,0.107593,1.189162,0.352373,1.541535,Not Available,0.006525,1.669406
1979-08-01,0.008001,0.012496,0.100573,1.226328,0.32086,1.547188,Not Available,0.006525,1.674783
1979-09-01,0.00449,0.011929,0.10156,1.11997,0.278486,1.398457,Not Available,0.006314,1.52275
1979-10-01,0.003792,0.007439,0.111393,1.240917,0.323975,1.564892,Not Available,0.006525,1.694041
1979-11-01,0.003255,0.00421,0.118803,1.085523,0.333522,1.419045,Not Available,0.006314,1.551628
1979-12-01,0.003654,0.003282,0.114173,1.137952,0.41619,1.554142,Not Available,0.006525,1.681775
1980-01-01,0.003017,0.004336,0.120602,1.154153,0.390623,1.544775,Not Available,0.007231,1.679961
1980-02-01,0.004834,0.001324,0.110572,1.013549,0.321928,1.335477,Not Available,0.006765,1.458972
1980-03-01,0.002326,0.001243,0.111038,1.026155,0.313071,1.339226,Not Available,0.007231,1.461064
1980-04-01,0.001581,0.001396,0.078957,0.976009,0.26008,1.236089,Not Available,0.006998,1.32502
1980-05-01,0.005177,0.000221,0.071752,0.920034,0.262344,1.182378,Not Available,0.007231,1.266758
1980-06-01,0.002601,0.001501,0.062604,0.955499,0.243888,1.199386,Not Available,0.006998,1.27309
1980-07-01,0.000798,0.000577,0.061933,0.872602,0.251964,1.124566,Not Available,0.007231,1.195105
1980-08-01,0.004142,0.00284,0.061285,0.865325,0.247526,1.112852,Not Available,0.007231,1.18835
1980-09-01,5.7e-05,0.00089,0.061514,0.820759,0.264149,1.084908,Not Available,0.006998,1.154368
1980-10-01,0.003487,0.000287,0.075991,0.859066,0.287032,1.146098,Not Available,0.007231,1.233094
1980-11-01,6.7e-05,0.001398,0.090221,0.816034,0.29793,1.113964,Not Available,0.006998,1.212647
1980-12-01,0.001753,0.000318,0.099958,0.915669,0.322871,1.23854,Not Available,0.007231,1.3478
1981-01-01,0.000884,0.001961,0.092425,0.88961,0.332438,1.222048,Not Available,0.010519,1.327837
1981-02-01,0.002602,0.000284,0.085892,0.793868,0.300906,1.094774,Not Available,0.009501,1.193052
1981-03-01,0.001914,0.000583,0.080937,0.815451,0.264356,1.079808,Not Available,0.010519,1.173761
1981-04-01,0.001564,0.001503,0.070308,0.757194,0.225744,0.982938,Not Available,0.010179,1.066492
1981-05-01,0.002413,0.002097,0.06325,0.773127,0.261152,1.034279,Not Available,0.010519,1.112558
1981-06-01,0.003462,0.000746,0.065832,0.708735,0.233396,0.942131,Not Available,0.010179,1.022351
1981-07-01,0.000321,0.001967,0.067111,0.774734,0.266792,1.041526,Not Available,0.010519,1.121443
1981-08-01,0.003762,0.001609,0.065352,0.753761,0.278571,1.032331,Not Available,0.010519,1.113573
1981-09-01,0.001728,0.000421,0.068258,0.827394,0.275742,1.103137,Not Available,0.010179,1.183724
1981-10-01,0.002349,0.000202,0.080313,0.790029,0.277002,1.067032,Not Available,0.010519,1.160414
1981-11-01,0.001899,0.001506,0.083087,0.706178,0.287819,0.993998,Not Available,0.010179,1.090669
1981-12-01,0.003184,0.000192,0.09384,0.746086,0.299335,1.045421,Not Available,0.010519,1.153155
1982-01-01,0.001784,0.000643,0.099842,0.666954,0.28785,0.954804,Not Available,0.009357,1.06643
1982-02-01,0.000758,0.001097,0.086873,0.487684,0.288184,0.775868,Not Available,0.008341,0.872937
1982-03-01,0.000298,8.8e-05,0.083118,0.519121,0.282659,0.801781,Not Available,0.007473,0.892758
1982-04-01,0.00026,9.1e-05,0.07288,0.497933,0.259827,0.75776,Not Available,0.00767,0.83866
1982-05-01,0.002732,0.000791,0.0665,0.597615,0.263818,0.861433,Not Available,0.008812,0.940268
1982-06-01,0.000214,8.1e-05,0.062315,0.670532,0.253295,0.923827,Not Available,0.005877,0.992314
1982-07-01,0.001728,3.6e-05,0.068042,0.76715,0.28832,1.05547,Not Available,0.007988,1.133264
1982-08-01,0.003269,3.4e-05,0.061904,0.695586,0.244479,0.940065,Not Available,0.011519,1.01679
1982-09-01,0.001766,2.4e-05,0.066694,0.635495,0.302174,0.937669,Not Available,0.011444,1.017597
1982-10-01,0.001656,2.8e-05,0.077899,0.6628,0.287264,0.950064,Not Available,0.011879,1.041527
1982-11-01,0.002184,3.2e-05,0.092162,0.675027,0.319818,0.994845,Not Available,0.011545,1.100767
1982-12-01,0.001912,3.1e-05,0.111907,0.541846,0.281884,0.82373,Not Available,0.010188,0.947767
1983-01-01,0.001961,2.3e-05,0.114799,0.535268,0.259318,0.794586,Not Available,0.009906,0.921274
1983-02-01,0.001773,2.1e-05,0.096945,0.369763,0.231902,0.601665,Not Available,0.010153,0.710558
1983-03-01,0.002992,5.5e-05,0.087974,0.413498,0.246314,0.659812,Not Available,0.010537,0.76137
1983-04-01,0.003604,3.3e-05,0.075411,0.544937,0.273977,0.818914,Not Available,0.010793,0.908755
1983-05-01,0.002552,2.4e-05,0.062602,0.606691,0.304333,0.911024,Not Available,0.009548,0.98575
1983-06-01,0.003321,3.2e-05,0.060279,0.625082,0.297908,0.92299,Not Available,0.010318,0.996939
1983-07-01,0.002185,5e-05,0.059488,0.698992,0.329081,1.028073,Not Available,0.011225,1.101022
1983-08-01,0.002872,5.4e-05,0.056843,0.763207,0.340151,1.103358,Not Available,0.011665,1.174792
1983-09-01,0.002429,4.9e-05,0.068471,0.735748,0.326849,1.062597,Not Available,0.012675,1.146221
1983-10-01,0.00474,0.00035,0.065778,0.622228,0.31897,0.941199,Not Available,0.01267,1.024738
1983-11-01,0.000794,9.4e-05,0.08243,0.583099,0.319014,0.902113,Not Available,0.011145,0.996576
1983-12-01,0.002542,8.2e-05,0.10943,0.58017,0.320285,0.900455,Not Available,0.0113,1.023809
1984-01-01,0.002023,0.001793,0.097826,0.551444,0.413289,0.964733,Not Available,0.011744,1.078119
1984-02-01,0.003502,0.002514,0.069245,0.4982,0.446418,0.944617,Not Available,0.010764,1.030642
1984-03-01,0.001366,7.8e-05,0.069507,0.626302,0.318708,0.94501,Not Available,0.01041,1.026372
1984-04-01,0.003694,0.00109,0.071571,0.596999,0.329175,0.926174,Not Available,0.010704,1.013233
1984-05-01,0.001794,0.001095,0.066297,0.711627,0.354335,1.065962,Not Available,0.011455,1.146603
1984-06-01,0.001232,0.000198,0.059588,0.619519,0.325973,0.945492,Not Available,0.011143,1.017653
1984-07-01,0.004825,0.001344,0.055736,0.658222,0.306391,0.964612,Not Available,0.012979,1.039496
1984-08-01,0.003666,0.000784,0.054375,0.586334,0.31253,0.898865,Not Available,0.015435,0.973125
1984-09-01,0.002381,0.00153,0.057115,0.58386,0.321511,0.90537,Not Available,0.012774,0.979169
1984-10-01,0.002593,0.001161,0.066151,0.677133,0.35282,1.029953,Not Available,0.014062,1.113921
1984-11-01,0.001711,0.000582,0.084925,0.625964,0.337381,0.963346,Not Available,0.011489,1.062052
