Month,Coal Consumed by the Residential Sector,"Coal Consumed by the Commercial Sector, CHP","Coal Consumed by the Commercial Sector, Other","Coal Consumed by the Commercial Sector, Total","Coal Consumed by the Industrial Sector, Coke Plants","Coal Consumed by the Other Industrial Sector, CHP","Coal Consumed by the Other Industrial Sector, Non-CHP","Coal Consumed by the Other Industrial Sector, Total","Coal Consumed by the Industrial Sector, Total",Coal Consumed by the Transportation Sector,Coal Consumed by the Electric Power Sector,"Coal Consumption, Total"
2000-02-01,43.677,125.014,228.372,353.386,2342.971,2267.356,3358.653,5626.009,7968.98,0,79663.436,88029.479
2000-03-01,33.897,122.283,151.978,274.262,2506.246,2309.791,3332.004,5641.795,8148.041,0,77923.13,86379.33
2000-04-01,38.66,110.201,202.596,312.797,2499.43,2335.159,2802.169,5137.328,7636.758,0,70223.934,78212.149
2000-05-01,25.911,121.388,88.252,209.64,2547.544,2297.202,2842.431,5139.633,7687.177,0,77352.57,85275.298
2000-06-01,26.219,133.058,79.078,212.136,2398.518,2389.532,2761.435,5150.967,7549.485,0,84789.343,92577.183
2000-07-01,31.644,138.713,117.313,256.026,2483.722,2348.532,2906.981,5255.513,7739.235,0,88392.646,96419.551
2000-08-01,32.387,144.058,117.983,262.041,2428.429,2440.622,2828.829,5269.451,7697.88,0,91798.783,99791.091
2000-09-01,26.759,127.324,89.182,216.506,2382.752,2365.449,2922.982,5288.431,7671.183,0,81134.971,89049.419
2000-10-01,21.224,125.722,45.996,171.717,2250.875,2406.643,3344.474,5751.117,8001.992,0,80114.158,88309.091
2000-11-01,44.004,124.424,231.605,356.029,2270.13,2306.545,3414.614,5721.159,7991.289,0,79287.487,87678.809
2000-12-01,70.958,136.062,438.049,574.111,2356.094,2259.029,3366.478,5625.507,7981.601,0,86703.567,95330.237
2001-01-01,57.212,131.36,331.539,462.899,2176.229,2424.16,3381.095,5805.255,7981.484,0,88394.988,96896.583
2001-02-01,45.41,132.01,235.394,367.404,2144.736,2011.93,3801.529,5813.459,7958.195,0,75401.218,83772.227
2001-03-01,41.558,129.36,206.883,336.243,2465.504,2219.66,3517.182,5736.842,8202.346,0,77919.041,86499.188
2001-04-01,41.194,98.84,234.459,333.299,2319.909,2047.24,3245.661,5292.901,7612.81,0,70384.29,78371.593
2001-05-01,25.861,104.66,104.577,209.237,2336.829,1964.62,3327.416,5292.036,7628.865,0,76740.905,84604.868
2001-06-01,29.065,116.81,118.351,235.161,2267.679,2123.49,3123.498,5246.988,7514.667,0,82245.716,90024.609
2001-07-01,35.616,143.89,144.279,288.169,2206.263,2267.44,3117.242,5384.682,7590.945,0,91241.806,99156.536
2001-08-01,36.169,162.27,130.374,292.644,2248.894,2318.18,3020.837,5339.017,7587.911,0,93188.647,101105.371
2001-09-01,24.334,121.69,75.196,196.886,2144.78,2114.86,3204.424,5319.284,7464.064,0,79019.788,86705.072
2001-10-01,31.309,100.32,152.996,253.316,2203.144,2081.13,3307.343,5388.473,7591.617,0,75634.991,83511.233
2001-11-01,41.978,96.74,242.897,339.637,1845.894,2040.51,3314.476,5354.986,7200.88,0,73430.962,81013.457
2001-12-01,70.893,109.76,463.833,573.593,1715.268,2141.32,3153.138,5294.458,7009.726,0,80830.583,88484.795
2002-01-01,59.37,127.218,308.158,435.376,1860.551,2278.429,2945.976,5224.405,7084.956,0,82424.005,90003.707
2002-02-01,51.738,101.531,277.885,379.416,1763.172,1989.589,3240.358,5229.947,6993.119,0,72144.492,79568.765
2002-03-01,48.915,123.663,235.047,358.71,1917.255,2149.737,3097.006,5246.743,7163.998,0,75822.988,83394.611
2002-04-01,43.365,100.105,217.903,318.008,1931.513,2114.529,2720.514,4835.043,6766.556,0,71560.399,78688.328
2002-05-01,32.985,105.49,136.4,241.89,1995.267,2110.39,2749.994,4860.384,6855.651,0,76527.714,83658.24
2002-06-01,30.332,112.437,110.0,222.437,1909.747,2100.931,2785.047,4885.978,6795.725,0,83564.817,90613.311
2002-07-01,42.166,125.848,183.369,309.217,1972.806,2438.866,2447.948,4886.814,6859.62,0,92766.288,99977.291
2002-08-01,37.558,127.404,148.018,275.422,2054.161,2153.381,2739.323,4892.704,6946.865,0,91752.488,99012.333
2002-09-01,26.958,116.355,81.341,197.696,2041.31,2149.579,2745.331,4894.91,6936.22,0,84144.013,91304.887
2002-10-01,35.633,114.489,146.82,261.309,2186.141,2230.818,3040.95,5271.768,7457.909,0,80714.422,88469.273
2002-11-01,53.589,116.399,276.588,392.987,2015.002,2236.63,3016.262,5252.892,7267.894,0,79301.203,87015.673
2002-12-01,70.801,134.298,384.909,519.207,2008.945,2279.492,2985.827,5265.319,7274.264,0,86783.883,94648.155
2003-01-01,67.317,171.289,279.218,450.507,1941.377,2286.222,2919.491,5205.713,7147.09,0,91361.186,99026.1
2003-02-01,56.425,152.323,225.293,377.616,1958.036,2010.117,3182.152,5192.269,7150.305,0,79447.436,87031.782
2003-03-01,41.449,154.718,122.673,277.391,2104.685,2071.976,3129.913,5201.889,7306.574,0,78556.762,86182.176
2003-04-01,47.108,136.881,178.381,315.262,2047.245,1895.22,3007.301,4902.521,6949.766,0,72000.086,79312.222
2003-05-01,33.577,136.978,87.73,224.708,1963.538,2029.237,2865.799,4895.036,6858.574,0,76772.357,83889.216
2003-06-01,29.443,143.853,53.185,197.038,2059.251,1997.916,2911.216,4909.132,6968.383,0,83312.784,90507.648
2003-07-01,41.858,159.461,120.669,280.13,2079.382,2183.171,2801.518,4984.689,7064.071,0,92994.456,100380.515
2003-08-01,41.609,164.036,114.427,278.463,2006.692,2199.865,2780.074,4979.939,6986.631,0,94564.966,101871.669
2003-09-01,26.66,146.241,32.175,178.416,2023.626,1957.219,3029.227,4986.446,7010.072,0,84294.444,91509.592
2003-10-01,32.748,141.47,77.691,219.161,2001.323,2007.982,3277.067,5285.049,7286.372,0,80856.645,88394.926
2003-11-01,51.92,143.268,204.199,347.467,1975.712,1980.63,3389.016,5369.646,7345.358,0,81202.477,88947.222
2003-12-01,80.523,165.163,373.722,538.885,2086.784,2226.677,3122.344,5349.021,7435.805,0,89752.56,97807.773
2004-01-01,65.724,201.941,389.578,591.52,1995.631,2465.329,2977.801,5443.13,7438.761,0,91711.87,99807.875
2004-02-01,52.88,183.965,291.956,475.921,1828.971,2212.895,3261.68,5474.575,7303.546,0,82401.132,90233.479
2004-03-01,35.048,180.774,134.661,315.436,2079.943,2176.592,3318.795,5495.387,7575.33,0,78150.028,86075.842
2004-04-01,42.64,141.132,242.627,383.759,2023.016,2079.505,2858.157,4937.662,6960.678,0,72258.059,79645.136
2004-05-01,30.457,151.546,122.568,274.114,1973.954,2146.738,2815.593,4962.331,6936.285,0,80453.517,87694.373
2004-06-01,29.338,151.806,112.238,264.045,1933.795,2228.88,2732.446,4961.326,6895.121,0,85787.044,92975.548
2004-07-01,40.083,154.498,206.252,360.751,1918.229,2370.099,2593.612,4963.711,6881.94,0,93380.738,100663.512
2004-08-01,34.357,154.492,154.723,309.215,1996.135,2252.934,2720.134,4973.068,6969.203,0,92006.38,99319.155
2004-09-01,27.995,142.032,109.92,251.952,1978.742,2083.503,2857.889,4941.392,6920.134,0,85347.978,92548.059
2004-10-01,29.678,131.264,135.834,267.098,2001.652,2153.444,3193.556,5347.0,7348.652,0,81380.181,89025.608
2004-11-01,47.963,158.238,273.427,431.664,1937.306,2121.635,3223.957,5345.592,7282.898,0,81904.001,89666.526
2004-12-01,76.013,165.061,519.053,684.114,2002.718,2321.378,3028.117,5349.495,7352.213,0,91487.085,99599.425
2005-01-01,44.865,191.986,323.962,515.949,1865.243,2251.815,2936.666,5188.481,7053.724,0,91788.687,99403.225
2005-02-01,34.849,168.469,232.291,400.76,1778.201,2114.38,3087.501,5201.881,6980.082,0,80304.842,87720.533
2005-03-01,33.545,172.523,213.239,385.762,1941.104,2222.009,2967.523,5189.531,7130.635,0,83600.739,91150.681
2005-04-01,28.67,135.398,194.304,329.702,2208.077,2022.703,2767.834,4790.537,6998.614,0,73502.72,80859.706
2005-05-01,22.729,135.769,125.617,261.386,1931.35,1990.271,2856.313,4846.584,6777.934,0,79305.738,86367.787
2005-06-01,24.107,157.782,119.446,277.227,1907.886,2118.166,2679.369,4797.535,6705.421,0,89497.662,96504.417
2005-07-01,28.683,165.825,164.027,329.852,1881.595,2260.211,2656.487,4916.698,6798.293,0,96271.947,103428.775
2005-08-01,27.287,161.464,152.342,313.806,2018.49,2254.043,2651.887,4905.93,6924.42,0,97283.964,104549.477
2005-09-01,19.535,147.871,76.786,224.657,2108.964,2135.047,2703.165,4838.212,6947.176,0,88498.157,95689.525
2005-10-01,21.596,137.989,110.364,248.353,2007.301,2114.65,3045.176,5159.826,7167.127,0,84032.092,91469.168
2005-11-01,33.525,156.574,228.964,385.538,1831.513,2116.125,3120.839,5236.964,7068.477,0,81530.777,89018.317
2005-12-01,58.138,189.863,478.718,668.581,1954.452,2275.304,2992.289,5267.593,7222.045,0,91867.236,99816.0
2006-01-01,30.89,186.066,126.261,312.327,1878.557,2216.503,2865.997,5082.5,6961.057,0,87317.096,94621.37
2006-02-01,28.072,169.096,114.745,283.841,1829.808,2023.53,3022.713,5046.243,6876.051,0,81043.385,88231.349
2006-03-01,28.155,169.595,115.084,284.679,2005.339,2114.585,2945.123,5059.708,7065.047,0,82499.221,89877.102
2006-04-01,18.519,133.678,53.572,187.25,1861.666,2049.722,2742.198,4791.92,6653.586,0,72559.761,79419.116
2006-05-01,19.247,138.928,55.675,194.604,1967.657,2059.266,2734.686,4793.952,6761.609,0,80514.919,87490.378
2006-06-01,20.312,146.62,58.758,205.378,1938.896,2104.449,2709.537,4813.986,6752.882,0,87319.138,94297.71
2006-07-01,20.382,162.546,43.536,206.081,1933.443,2201.889,2670.535,4872.424,6805.867,0,97113.07,104145.4
2006-08-01,20.399,162.685,43.572,206.257,1910.677,2202.203,2675.203,4877.406,6788.083,0,98183.47,105198.209
2006-09-01,17.297,137.946,36.947,174.893,1938.876,2060.525,2815.399,4875.924,6814.8,0,84326.897,91333.887
2006-10-01,24.802,136.275,114.503,250.778,2094.182,2073.557,3031.381,5104.938,7199.12,0,83724.439,91199.139
2006-11-01,29,159.338,133.881,293.219,1865.257,2019.528,3048.167,5067.695,6932.952,0,82293.012,89548.183
2006-12-01,33.315,183.047,153.802,336.849,1732.826,2135.813,2949.493,5085.306,6818.132,0,89741.623,96929.919
2007-01-01,36.936,191.138,141.289,332.427,1818.158,2002.644,2861.128,4863.772,6681.93,0,91686.368,98737.661
2007-02-01,35.856,185.547,137.156,322.703,1730.222,1876.229,2978.399,4854.628,6584.85,0,84026.366,90969.775
2007-03-01,32.99,170.716,126.193,296.909,2027.367,1955.622,2903.549,4859.171,6886.538,0,81803.026,89019.463
2007-04-01,24.151,145.995,71.367,217.362,1865.058,1849.732,2832.34,4682.072,6547.13,0,75751.468,82540.111
2007-05-01,23.646,142.942,69.875,212.817,1949.715,1857.309,2826.858,4684.167,6633.882,0,81140.09,88010.435
2007-06-01,22.724,137.365,67.148,204.513,1921.13,1845.374,2862.123,4707.497,6628.627,0,89699.353,96555.217
2007-07-01,23.266,151.135,58.257,209.392,1912.658,1868.083,2720.535,4588.618,6501.276,0,96548.36,103282.294
2007-08-01,24.872,161.571,62.281,223.852,1883.2,1912.207,2656.723,4568.93,6452.13,0,99085.845,105786.699
2007-09-01,22.383,145.401,56.047,201.448,1882.435,1765.222,2802.601,4567.823,6450.258,0,87922.262,94596.351
2007-10-01,30.415,142.319,131.414,273.733,1957.138,1829.687,2919.347,4749.034,6706.172,0,83809.565,90819.885
2007-11-01,36.188,169.334,156.359,325.693,1810.496,1830.295,2915.217,4745.512,6556.008,0,82392.846,89310.735
2007-12-01,39.179,183.33,169.283,352.613,1957.876,1944.816,2799.082,4743.898,6701.774,0,91275.938,98369.504
2008-01-01,Not Available,197.17,198.244,395.414,1834.091,1953.552,2746.242,4699.794,6533.885,0,94459.363,101388.662
2008-02-01,Not Available,181.221,182.208,363.429,1791.826,1849.919,2810.661,4660.58,6452.406,0,86625.885,93441.72
2008-03-01,Not Available,175.855,176.813,352.668,1909.944,1879.004,2797.039,4676.043,6585.987,0,83215.395,90154.05
2008-04-01,Not Available,143.833,86.284,230.117,1863.563,1803.17,2811.542,4614.712,6478.275,0,76753.165,83461.557
2008-05-01,Not Available,144.507,86.688,231.195,1911.277,1857.449,2751.274,4608.723,6520.0,0,81055.86,87807.055
2008-06-01,Not Available,176.867,106.101,282.968,1805.362,1771.825,2828.338,4600.163,6405.525,0,89347.251,96035.744
2008-07-01,Not Available,168.83,77.834,246.664,1915.21,1870.608,2658.927,4529.535,6444.745,0,98032.298,104723.707
2008-08-01,Not Available,167.879,77.396,245.275,2033.856,1841.052,2679.819,4520.871,6554.727,0,95589.857,102389.859
2008-09-01,Not Available,154.718,71.329,226.047,1818.203,1783.053,2705.725,4488.778,6306.981,0,85375.742,91908.77
2008-10-01,Not Available,149.737,123.837,273.574,2208.059,1786.902,2675.973,4462.875,6670.934,0,79982.376,86926.884
2008-11-01,Not Available,165.657,137.003,302.66,1625.546,1720.728,2616.275,4337.003,5962.549,0,80883.436,87148.645
2008-12-01,Not Available,194.747,161.061,355.808,1352.74,1784.431,2409.351,4193.782,5546.522,0,89259.461,95161.791
2009-01-01,Not Available,208.488,191.535,400.023,1390.246,1793.056,2225.373,4018.429,5408.675,0,90639.918,96448.616
2009-02-01,Not Available,178.468,163.956,342.424,1448.867,1605.017,2470.117,4075.134,5524.001,0,74254.1,80120.525
2009-03-01,Not Available,169.863,156.051,325.914,1558.951,1691.805,2289.304,3981.109,5540.06,0,71947.993,77813.967
2009-04-01,Not Available,127.742,95.446,223.188,1150.37,1486.703,2035.597,3522.3,4672.67,0,67123.335,72019.193
2009-05-01,Not Available,116.67,87.173,203.843,1118.206,1549.877,1967.1,3516.977,4635.183,0,70425.024,75264.05
2009-06-01,Not Available,135.403,101.17,236.573,1133.584,1600.358,1902.744,3503.102,4636.686,0,78953.662,83826.921
2009-07-01,Not Available,137.228,71.553,208.781,1031.8,1658.803,1991.212,3650.015,4681.815,0,84243.159,89133.755
2009-08-01,Not Available,142.923,74.523,217.446,1168.209,1693.628,2016.644,3710.272,4878.481,0,86634.915,91730.842
2009-09-01,Not Available,127.269,66.36,193.629,1249.859,1610.823,2135.937,3746.76,4996.619,0,73566.457,78756.705
2009-10-01,Not Available,128.609,114.61,243.219,1431.165,1670.624,2170.146,3840.77,5271.935,0,74519.745,80034.899
2009-11-01,Not Available,151.274,134.808,286.082,1274.264,1621.656,2256.708,3878.364,5152.628,0,73063.19,78501.9
2009-12-01,Not Available,173.865,154.94,328.805,1370.712,1783.167,2088.097,3871.264,5241.976,0,88255.453,93826.234
2010-01-01,Not Available,192.732,199.574,392.306,1471.75,2093.851,2084.224,4178.075,5649.825,0,90451.63,96493.761
2010-02-01,Not Available,167.23,173.166,340.396,1584.308,1977.824,2214.965,4192.789,5777.097,0,79883.567,86001.06
2010-03-01,Not Available,149.349,154.651,304.0,1800.678,2123.819,2105.812,4229.631,6030.309,0,76109.809,82444.118
2010-04-01,Not Available,117.06,75.261,192.321,1786.332,2219.888,1749.198,3969.086,5755.418,0,66842.476,72790.215
2010-05-01,Not Available,118.398,76.121,194.519,1793.932,2010.198,1975.211,3985.409,5779.341,0,75596.599,81570.459
2010-06-01,Not Available,134.823,86.681,221.504,1772.251,1898.044,2061.237,3959.281,5731.532,0,87030.384,92983.42
2010-07-01,Not Available,141.821,71.879,213.7,1783.045,2122.254,1943.847,4066.101,5849.146,0,94519.317,100582.163
2010-08-01,Not Available,151.74,76.907,228.647,1813.969,2194.125,1909.111,4103.236,5917.205,0,94247.185,100393.037
2010-09-01,Not Available,132.752,67.283,200.035,1894.403,1941.031,2174.067,4115.098,6009.501,0,79176.234,85385.77
2010-10-01,Not Available,121.421,111.149,232.57,1730.667,1957.572,2178.074,4135.646,5866.313,0,70491.949,76590.832
2010-11-01,Not Available,127.865,117.048,244.913,1787.274,1853.883,2296.949,4150.832,5938.106,0,72514.14,78697.159
2010-12-01,Not Available,164.776,150.837,315.613,1873.544,2245.943,1957.423,4203.366,6076.91,0,88189.2,94581.723
2011-01-01,Not Available,188.726,175.627,364.353,1745.742,2082.05,2089.693,4171.743,5917.485,0,90021.243,96303.081
2011-02-01,Not Available,173.308,161.279,334.587,1623.471,1800.012,2345.065,4145.077,5768.548,0,73473.628,79576.763
2011-03-01,Not Available,164.441,153.028,317.469,1818.698,1891.355,2281.171,4172.526,5991.224,0,72458.269,78766.962
2011-04-01,Not Available,123.729,86.485,210.214,1668.139,1786.838,1901.782,3688.62,5356.759,0,66930.215,72497.188
2011-05-01,Not Available,124.12,86.758,210.878,1877.631,1836.22,1835.699,3671.919,5549.55,0,73337.898,79098.326
2011-06-01,Not Available,130.403,91.15,221.553,1845.987,1842.539,1833.324,3675.863,5521.85,0,83908.422,89651.825
2011-07-01,Not Available,144.829,48.187,193.016,1669.897,1945.721,1772.259,3717.98,5387.877,0,94037.255,99618.148
2011-08-01,Not Available,129.328,43.03,172.358,1862.666,1962.007,1753.41,3715.417,5578.083,0,92012.0,97762.441
2011-09-01,Not Available,122.235,40.67,162.905,1874.328,1787.884,1947.061,3734.945,5609.273,0,76568.826,82341.004
2011-10-01,Not Available,110.077,71.708,181.785,1784.391,1748.307,2088.118,3836.425,5620.816,0,69458.238,75260.839
2011-11-01,Not Available,117.473,76.526,193.999,1772.347,1712.132,2109.786,3821.918,5594.265,0,66918.654,72706.918
2011-12-01,Not Available,138.995,90.546,229.541,1890.599,1923.448,1961.647,3885.095,5775.694,0,73359.437,79364.672
2012-01-01,Not Available,155.402,100.216,255.618,1700.801,2014.795,1726.219,3741.014,5441.815,0,70594.167,76291.6
2012-02-01,Not Available,135.019,87.071,222.09,1686.973,1832.118,1920.927,3753.045,5440.018,0,62804.099,68466.207
2012-03-01,Not Available,127.674,82.335,210.009,1895.181,1683.801,2020.215,3704.016,5599.197,0,57265.685,63074.891
2012-04-01,Not Available,102.082,30.201,132.283,1782.616,1481.104,1909.666,3390.77,5173.386,0,51592.948,56898.617
2012-05-01,Not Available,108.45,32.085,140.535,1856.554,1563.168,1806.606,3369.774,5226.328,0,62647.842,68014.705
2012-06-01,Not Available,108.712,32.163,140.875,1656.86,1553.362,1811.277,3364.639,5021.499,0,71479.723,76642.097
2012-07-01,Not Available,119.858,16.015,135.873,1676.042,1711.893,1780.961,3492.854,5168.896,0,86282.875,91587.644
2012-08-01,Not Available,120.104,16.048,136.152,1815.931,1702.828,1779.86,3482.688,5298.619,0,82483.922,87918.693
2012-09-01,Not Available,107.005,14.297,121.302,1552.352,1534.912,1959.967,3494.879,5047.231,0,69308.876,74477.409
2012-10-01,Not Available,101.199,51.03,152.229,1647.183,1586.514,2045.077,3631.591,5278.774,0,66342.727,71773.73
2012-11-01,Not Available,123.625,62.338,185.963,1714.533,1649.036,2029.662,3678.698,5393.231,0,69739.509,75318.703
2012-12-01,Not Available,140.766,70.981,211.747,1766.346,1751.448,1982.166,3733.614,5499.96,0,73009.118,78720.825
2013-01-01,Not Available,148.911,92.77,241.681,1825.338,1766.973,1920.861,3687.834,5513.172,0,74832.281,80587.134
2013-02-01,Not Available,137.038,85.373,222.411,1644.485,1599.91,2099.295,3699.205,5343.69,0,66919.432,72485.533
2013-03-01,Not Available,132.186,82.351,214.537,1810.227,1748.419,1922.011,3670.43,5480.657,0,70219.094,75914.288
2013-04-01,Not Available,99.685,29.414,129.099,1816.588,1565.148,1864.668,3429.816,5246.404,0,60584.11,65959.613
2013-05-01,Not Available,105.286,31.067,136.353,1867.855,1618.254,1818.809,3437.063,5304.918,0,64444.086,69885.357
2013-06-01,Not Available,101.876,30.061,131.937,1786.778,1563.115,1870.913,3434.028,5220.806,0,74816.509,80169.252
2013-07-01,Not Available,100.389,19.0,119.389,1756.381,1673.576,1783.701,3457.277,5213.658,0,82966.157,88299.204
2013-08-01,Not Available,101.761,19.259,121.02,1836.282,1626.289,1834.727,3461.016,5297.298,0,81737.471,87155.789
2013-09-01,Not Available,96.422,18.249,114.671,1836.282,1529.91,1919.693,3449.603,5285.885,0,72501.066,77901.622
2013-10-01,Not Available,90.521,51.022,141.543,1807.198,1620.358,2147.629,3767.987,5575.185,0,66107.47,71824.198
2013-11-01,Not Available,112.197,63.239,175.436,1736.528,1683.154,2080.853,3764.007,5500.535,0,65763.241,71439.212
2013-12-01,Not Available,129.861,73.196,203.057,1750.028,1765.426,2031.246,3796.672,5546.7,0,77070.857,82820.614
2014-01-01,Not Available,131.652,120.24,251.892,1621.404,1790.919,1900.851,3691.77,5313.174,0,83497.728,89062.794
2014-02-01,Not Available,131.171,119.8,250.971,1559.287,1633.451,2100.999,3734.45,5293.737,0,76036.273,81580.981
2014-03-01,Not Available,118.026,107.795,225.821,1704.821,1728.557,2026.715,3755.272,5460.093,0,71999.581,77685.495
2014-04-01,Not Available,81.929,49.619,131.548,1659.864,1471.76,2010.701,3482.461,5142.325,0,57935.692,63209.565
2014-05-01,Not Available,71.559,43.339,114.898,1743.129,1548.936,1915.038,3463.974,5207.103,0,63862.694,69184.695
2014-06-01,Not Available,78.333,47.442,125.775,1770.679,1539.845,1927.561,3467.406,5238.085,0,74123.222,79487.082
2014-07-01,Not Available,85.274,40.697,125.971,1924.787,1589.235,1875.766,3465.001,5389.788,0,81286.536,86802.295
2014-08-01,Not Available,71.562,34.153,105.715,1912.709,1591.434,1884.67,3476.104,5388.813,0,80862.6,86357.128
2014-09-01,Not Available,63.73,30.414,94.144,1798.625,1501.925,1982.425,3484.35,5282.975,0,68916.43,74293.549
2014-10-01,Not Available,57.606,57.932,115.538,1817.666,1482.461,2130.796,3613.257,5430.923,0,60947.48,66493.941
2014-11-01,Not Available,81.857,82.321,164.178,1850.206,1553.901,2091.235,3645.136,5495.342,0,64495.223,70154.743
2014-12-01,Not Available,89.959,90.469,180.428,1933.458,1644.052,2022.872,3666.924,5600.382,0,67638.4,73419.21
2015-01-01,Not Available,96.736,101.426,198.162,1908.486,1612.679,1852.153,3464.832,5373.318,0,71323.21,76894.69
2015-02-01,Not Available,96.733,101.423,198.156,1598.476,1482.712,1977.25,3459.962,5058.438,0,67061.005,72317.599
2015-03-01,Not Available,83.309,87.347,170.656,1649.45,1506.146,1961.747,3467.893,5117.343,0,58271.967,63559.966
2015-04-01,Not Available,54.293,44.668,98.961,1543.421,1336.438,1779.597,3116.035,4659.456,0,48449.002,53207.419
2015-05-01,Not Available,50.344,41.419,91.763,1677.22,1377.774,1716.855,3094.629,4771.849,0,57059.578,61923.19
2015-06-01,Not Available,60.892,50.097,110.989,1766.275,1381.105,1719.54,3100.645,4866.92,0,68866.971,73844.88
2015-07-01,Not Available,64.311,39.263,103.574,1800.732,1504.895,1588.052,3092.947,4893.679,0,76451.696,81448.949
2015-08-01,Not Available,57.556,35.139,92.695,1710.957,1419.98,1672.753,3092.733,4803.69,0,73678.056,78574.441
2015-09-01,Not Available,50.89,31.068,81.958,1518.791,1391.418,1695.764,3087.182,4605.973,0,64681.561,69369.492
2015-10-01,Not Available,51.541,48.982,100.523,1585.991,1295.526,1865.494,3161.02,4747.011,0,53557.018,58404.552
2015-11-01,Not Available,59.107,56.172,115.279,1479.331,1325.057,1840.902,3165.959,4645.29,0,48879.384,53639.953
2015-12-01,Not Available,72.142,68.559,140.701,1469.267,1350.383,1804.563,3154.946,4624.213,0,50164.635,54929.549
2016-01-01,Not Available,75.262,74.912,150.174,1328.483,1397.261,1651.675,3048.936,4377.419,0,62134.631,66662.224
2016-02-01,Not Available,75.387,75.036,150.423,1361.445,1282.036,1755.363,3037.399,4398.844,0,50661.45,55210.717
2016-03-01,Not Available,74.003,73.658,147.661,1433.657,1274.833,1770.31,3045.143,4478.8,0,39948.145,44574.606
2016-04-01,Not Available,45.553,28.657,74.21,1324.031,1075.583,1750.917,2826.5,4150.531,0,39158.963,43383.704
2016-05-01,Not Available,36.542,22.989,59.531,1366.87,1178.029,1656.568,2834.597,4201.467,0,45081.935,49342.933
2016-06-01,Not Available,46.166,29.043,75.209,1404.818,1242.702,1578.086,2820.788,4225.606,0,63250.414,67551.229
2016-07-01,Not Available,46.143,17.383,63.526,1432.54,1321.161,1514.584,2835.745,4268.285,0,74236.728,78568.539
2016-08-01,Not Available,49.413,18.615,68.028,1394.678,1292.162,1529.738,2821.9,4216.578,0,73889.93,78174.536
2016-09-01,Not Available,49.607,18.688,68.295,1335.799,1157.257,1668.331,2825.588,4161.387,0,62385.216,66614.898
2016-10-01,Not Available,49.856,37.991,87.847,1334.67,1126.246,1782.495,2908.741,4243.411,0,54621.445,58952.703
2016-11-01,Not Available,59.538,45.368,104.906,1325.968,1092.706,1830.459,2923.165,4249.133,0,48179.203,52533.242
2016-12-01,Not Available,75.425,57.474,132.899,1441.749,1280.244,1640.041,2920.285,4362.034,0,65006.425,69501.358
2017-01-01,Not Available,70.607,65.2,135.807,1430.645,1264.022,1579.671,2843.693,4274.338,0,63595.449,68005.594
2017-02-01,Not Available,57.521,53.116,110.637,1367.727,1076.977,1777.183,2854.16,4221.887,0,48048.4,52380.924
2017-03-01,Not Available,65.622,60.596,126.218,1437.669,1141.721,1694.486,2836.207,4273.876,0,48925.143,53325.237
2017-04-01,Not Available,42.05,28.509,70.559,1440.81,1007.293,1688.715,2696.008,4136.818,0,44358.07,48565.447
2017-05-01,Not Available,39.18,26.563,65.743,1482.486,1042.991,1658.561,2701.552,4184.038,0,50951.903,55201.684
2017-06-01,Not Available,40.002,27.121,67.123,1401.664,1044.356,1665.439,2709.795,4111.459,0,58919.965,63098.547
2017-07-01,Not Available,47.365,20.775,68.14,1494.46,1042.883,1726.5,2769.383,4263.843,0,69881.801,74213.784
2017-08-01,Not Available,42.897,18.815,61.712,1528.056,1050.45,1706.286,2756.736,4284.792,0,65882.626,70229.13
2017-09-01,Not Available,45.39,19.909,65.299,1468.767,989.438,1735.642,2725.08,4193.847,0,54780.291,59039.437
2017-10-01,Not Available,41.789,34.201,75.99,1469.57,1097.876,1693.554,2791.43,4261.0,0,50098.852,54435.842
2017-11-01,Not Available,52.13,42.664,94.794,1456.863,1078.184,1714.899,2793.083,4249.946,0,51012.535,55357.275
2017-12-01,Not Available,65.508,53.613,119.121,1558.946,1138.701,1647.997,2786.698,4345.644,0,58538.016,63002.781
2018-01-01,Not Available,76.161,64.123,140.284,1458.216,1242.113,1452.857,2694.97,4153.186,0,64960.304,69253.774
2018-02-01,Not Available,59.483,50.081,109.564,1288.363,1121.694,1607.992,2729.686,4018.049,0,45897.34,50024.953
2018-03-01,Not Available,56.765,47.792,104.557,1481.762,1108.727,1612.487,2721.214,4202.976,0,44562.376,48869.909
2018-04-01,Not Available,46.897,27.667,74.564,1549.209,959.941,1606.567,2566.508,4115.717,0,40603.161,44793.442
2018-05-01,Not Available,38.909,22.955,61.864,1595.547,979.413,1581.178,2560.591,4156.138,0,47355.588,51573.59
2018-06-01,Not Available,36.008,21.243,57.251,1465.022,969.394,1594.68,2564.074,4029.096,0,56153.629,60239.976
2018-07-01,Not Available,39.835,15.214,55.049,1600.399,961.864,1572.245,2534.109,4134.508,0,63893.594,68083.151
2018-08-01,Not Available,41.898,16.002,57.9,1576.811,949.021,1582.605,2531.626,4108.437,0,63810.033,67976.37
2018-09-01,Not Available,44.96,17.172,62.132,1584.717,942.513,1582.665,2525.178,4109.895,0,53987.387,58159.414
2018-10-01,Not Available,41.514,34.513,76.027,1548.564,890.984,1821.971,2712.955,4261.519,0,48473.661,52811.207
2018-11-01,Not Available,47.31,39.332,86.642,1558.268,1014.877,1704.649,2719.526,4277.794,0,51806.013,56170.449
2018-12-01,Not Available,46.818,38.923,85.741,1629.724,1092.641,1627.202,2719.843,4349.567,0,55713.783,60149.091
