Month,Petroleum Imports From Persian Gulf,Petroleum Imports From OPEC,Petroleum Imports,Petroleum Exports,Petroleum Net Imports,Petroleum Products Supplied,Petroleum Imports From Persian Gulf as Share of Products Supplied,Petroleum Imports From OPEC as Share of Products Supplied,Petroleum Imports as Share of Products Supplied,Petroleum Net Imports as Share of Products Supplied,Petroleum Imports From Persian Gulf as Share of Total Imports,Petroleum Imports From OPEC as Share of Total Imports
2014-07-01,2145.484,3598.355,9495.581,4463.934,5031.646,19247.071,11.1,18.7,49.3,26.1,22.6,37.9
2014-08-01,1781.387,3274.71,9318.645,4457.237,4861.409,19371.8,9.2,16.9,48.1,25.1,19.1,35.1
2014-09-01,1645.333,3217.133,9181.167,3947.0,5234.167,19203.66,8.6,16.8,47.8,27.3,17.9,35
2014-10-01,1428.452,2676.968,8924.452,4133.984,4790.467,19700.626,7.3,13.6,45.3,24.3,16,30
2014-11-01,1583.5,2920.7,9008.667,4352.816,4655.851,19393.712,8.2,15.1,46.5,24.0,17.6,32.4
2014-12-01,1303.645,2759.71,9402.032,4891.936,4510.096,19493.875,6.7,14.2,48.2,23.1,13.9,29.4
2015-01-01,1333.613,2537.71,9461.194,4575.389,4885.805,19272.857,6.9,13.2,49.1,25.4,14.1,26.8
2015-02-01,1432.714,2794.214,9272.357,4640.067,4632.29,19673.884,7.3,14.2,47.1,23.5,15.5,30.1
2015-03-01,1465.71,2800.806,9619.226,4091.874,5527.352,19348.878,7.6,14.5,49.7,28.6,15.2,29.1
2015-04-01,1531.633,2733.567,9373.867,4937.633,4436.234,19260.905,8,14.2,48.7,23.0,16.3,29.2
2015-05-01,1723.839,3132.774,9502.258,4852.77,4649.488,19322.278,8.9,16.2,49.2,24.1,18.1,33
2015-06-01,1616.767,2868.767,9604.633,4656.568,4948.065,19846.323,8.1,14.5,48.4,24.9,16.8,29.9
2015-07-01,1479.097,2910.839,9571.355,4960.472,4610.882,20118.767,7.4,14.5,47.6,22.9,15.5,30.4
2015-08-01,1247.226,2749.968,9858.355,4507.405,5350.95,19927.399,6.3,13.8,49.5,26.9,12.7,27.9
2015-09-01,1290.233,2854.2,9357.867,4851.326,4506.541,19435.837,6.6,14.7,48.1,23.2,13.8,30.5
2015-10-01,1518.742,2899.419,8841.516,4616.55,4224.966,19469.679,7.8,14.9,45.4,21.7,17.2,32.8
2015-11-01,1661.567,3169.333,9151.067,4903.295,4247.772,19105.439,8.7,16.6,47.9,22.2,18.2,34.6
2015-12-01,1773.194,3273.548,9742.387,5266.229,4476.158,19595.679,9,16.7,49.7,22.8,18.2,33.6
2016-01-01,1520.29,3053.968,9706.935,4976.94,4729.996,19062.961,8,16,50.9,24.8,15.7,31.5
2016-02-01,1591.966,3229.828,10066.034,4934.002,5132.033,19841.258,8,16.3,50.7,25.9,15.8,32.1
2016-03-01,1820.065,3576.032,10001.226,5091.576,4909.65,19753.14,9.2,18.1,50.6,24.9,18.2,35.8
2016-04-01,1709.2,3353.633,9821.967,5195.193,4626.774,19346.261,8.8,17.3,50.8,23.9,17.4,34.1
2016-05-01,1949.032,3664.839,10180.645,5739.408,4441.238,19326.446,10.1,19,52.7,23.0,19.1,36
2016-06-01,1715.533,3303.167,10054.167,5436.952,4617.215,19832.405,8.7,16.7,50.7,23.3,17.1,32.9
2016-07-01,1797.452,3769.419,10532.065,5226.259,5305.805,19753.69,9.1,19.1,53.3,26.9,17.1,35.8
2016-08-01,1819.645,3426.935,10322.258,5096.527,5225.731,20261.59,9,16.9,50.9,25.8,17.6,33.2
2016-09-01,1982.167,3575.1,10199.367,5439.327,4760.04,19774.759,10,18.1,51.6,24.1,19.4,35.1
2016-10-01,1698.387,3329.613,9699.065,4984.55,4714.514,19684.138,8.6,16.9,49.3,24.0,17.5,34.3
2016-11-01,1702.167,3560.1,10292.533,5425.952,4866.581,19685.966,8.6,18.1,52.3,24.7,16.5,34.6
2016-12-01,1882.097,3490.516,9792.355,5573.779,4218.576,19985.668,9.4,17.5,49.0,21.1,19.2,35.6
2017-01-01,2085.097,3792.839,10745.097,5644.59,5100.507,19289.554,10.8,19.7,55.7,26.4,19.4,35.3
2017-02-01,2012.679,3445.321,10033.25,6460.551,3572.699,19146.298,10.5,18,52.4,18.7,20.1,34.3
2017-03-01,1956.258,3593.29,10183.548,6053.766,4129.782,20057.481,9.8,17.9,50.8,20.6,19.2,35.3
2017-04-01,2100.467,3743.3,10322.333,6277.494,4044.839,19621.157,10.7,19.1,52.6,20.6,20.3,36.3
2017-05-01,1967.806,3668.871,10729.419,6231.86,4497.559,20046.726,9.8,18.3,53.5,22.4,18.3,34.2
2017-06-01,1836.067,3566.533,10325.3,6251.986,4073.314,20565.111,8.9,17.3,50.2,19.8,17.8,34.5
2017-07-01,1795.645,3398.903,9954.29,6291.494,3662.796,20125.278,8.9,16.9,49.5,18.2,18,34.1
2017-08-01,1345.226,3162.903,10112.419,5665.482,4446.937,20273.998,6.6,15.6,49.9,21.9,13.3,31.3
2017-09-01,1370.4,2880.333,9752.467,6288.833,3463.634,19629.412,7,14.7,49.7,17.6,14.1,29.5
2017-10-01,1491,3154.161,9740.935,7086.416,2654.519,19970.876,7.5,15.8,48.8,13.3,15.3,32.4
2017-11-01,1554.767,3044.3,9876.2,7144.011,2732.189,20310.271,7.7,15,48.6,13.5,15.7,30.8
2017-12-01,1459.742,2939.452,9934.935,7135.765,2799.17,20319.228,7.2,14.5,48.9,13.8,14.7,29.6
2018-01-01,1590.968,3009.129,10280.065,6461.002,3819.063,20564.365,7.7,14.6,50.0,18.6,15.5,29.3
2018-02-01,1554.25,2739.893,9585.643,6907.006,2678.637,19693.135,7.9,13.9,48.7,13.6,16.2,28.6
2018-03-01,1737.968,2844.806,9822.226,7336.93,2485.296,20731.229,8.4,13.7,47.4,12.0,17.7,29
2018-04-01,1899.433,3523.2,10374.967,7797.015,2577.951,20038.353,9.5,17.6,51.8,12.9,18.3,34
2018-05-01,1567.258,2731.032,10226.645,7716.983,2509.662,20251.206,7.7,13.5,50.5,12.4,15.3,26.7
2018-06-01,1487,3040.733,10726.033,7823.709,2902.324,20770.269,7.2,14.6,51.6,14.0,13.9,28.3
2018-07-01,1489.387,2971.29,10193.129,7962.52,2230.609,20671.374,7.2,14.4,49.3,10.8,14.6,29.1
2018-08-01,1599.355,2856.903,10433.871,7163.928,3269.943,21356.101,7.5,13.4,48.9,15.3,15.3,27.4
2018-09-01,1645.233,2995.7,9888.9,7414.915,2473.985,20084.108,8.2,14.9,49.2,12.3,16.6,30.3
2018-10-01,1563.258,2729.194,9467.935,8011.173,1456.762,20785.793,7.5,13.1,45.6,7.0,16.5,28.8
2018-11-01,1567.067,2703.133,9272.3,8280.887,991.413,20774.216,7.5,13,44.6,4.8,16.9,29.2
2018-12-01,1236.516,2515.839,9020.581,8300.992,719.589,20327.481,6.1,12.4,44.4,3.5,13.7,27.9
2019-01-01,1304.032,2553.194,9768.065,7982.272,1785.793,20614.981,6.3,12.4,47.4,8.7,13.3,26.1
2019-02-01,1272.107,1803.214,8671.393,8219.217,452.176,20283.869,6.3,8.9,42.8,2.2,14.7,20.8
2019-03-01,1095.516,1643.129,8904.871,7945.54,959.331,20176.242,5.4,8.1,44.1,4.8,12.3,18.5
2019-04-01,947.3,1566.333,9524.8,8382.226,1142.574,20332.6,4.7,7.7,46.8,5.6,9.9,16.4
2019-05-01,911.742,1692.516,9892.935,8237.987,1654.949,20387.087,4.5,8.3,48.5,8.1,9.2,17.1
2019-06-01,994.867,1698.567,9296.733,8576.239,720.495,20653.976,4.8,8.2,45.0,3.5,10.7,18.3
2019-07-01,890.387,1419.645,9600.774,8084.063,1516.711,20734.572,4.3,6.8,46.3,7.3,9.3,14.8
2019-08-01,794.129,1660.258,9386.613,8437.641,948.972,21157.914,3.8,7.8,44.4,4.5,8.5,17.7
2019-09-01,980.033,1600.733,8711.767,8671.817,39.95,20248.481,4.8,7.9,43.0,0.2,11.2,18.4
2019-10-01,740.806,1301.484,8599.194,9039.354,-440.161,20713.986,3.6,6.3,41.5,-2.1,8.6,15.1
2019-11-01,685.067,1321.633,8103.2,8741.263,-638.063,20736.154,3.3,6.4,39.1,-3.1,8.5,16.3
2019-12-01,959.516,1410.548,9159.452,9330.737,-171.286,20442.87,4.7,6.9,44.8,-0.8,10.5,15.4
2020-01-01,772.774,925.871,8579.613,9228.227,-648.614,19933.39,3.9,4.6,43.0,-3.3,9,10.8
2020-02-01,812.138,982.345,8481.621,9589.403,-1107.783,20132.252,4,4.9,42.1,-5.5,9.6,11.6
2020-03-01,771.903,830.806,8360.742,9522.374,-1161.632,18462.842,4.2,4.5,45.3,-6.3,9.2,9.9
2020-04-01,608.967,673.367,7240.667,8353.106,-1112.44,14548.505,4.2,4.6,49.8,-7.6,8.4,9.3
2020-05-01,1429,1532.129,7762.065,7111.696,650.369,16078.185,8.9,9.5,48.3,4.0,18.4,19.7
2020-06-01,1464.833,1616.567,8367.633,7608.047,759.586,17578.061,8.3,9.2,47.6,4.3,17.5,19.3
2020-07-01,968.194,1014.29,7845.645,8484.723,-639.078,18381.073,5.3,5.5,42.7,-3.5,12.3,12.9
2020-08-01,483.903,606.774,7449.677,8550.158,-1100.481,18557.877,2.6,3.3,40.1,-5.9,6.5,8.1
2020-09-01,511.433,667.233,7558.333,8314.571,-756.238,18414.83,2.8,3.6,41.0,-4.1,6.8,8.8
2020-10-01,573.226,686.162,7375.613,8388.828,-1013.215,18613.649,3.1,3.7,39.6,-5.4,7.8,9.3
2020-11-01,456.2,632.267,7615.533,7912.691,-297.157,18742.522,2.4,3.4,40.6,-1.6,6,8.3
2020-12-01,339.484,467.161,7738.194,8923.861,-1185.668,18801.691,1.8,2.5,41.2,-6.3,4.4,6
2021-01-01,380.484,602.903,7918.484,8419.14,-500.656,18814.347,2,3.2,42.1,-2.7,4.8,7.6
2021-02-01,464.893,723.821,7648.179,7291.472,356.706,17699.106,2.6,4.1,43.2,2.0,6.1,9.5
2021-03-01,597.903,828.226,8326.71,7895.586,431.123,19132.115,3.1,4.3,43.5,2.3,7.2,9.9
2021-04-01,636.367,941.967,8268.467,8709.086,-440.619,19743.697,3.2,4.8,41.9,-2.2,7.7,11.4
2021-05-01,634.806,915.677,8558.29,8460.13,98.16,20049.739,3.2,4.6,42.7,0.5,7.4,10.7
2021-06-01,843.633,1175.833,9308.2,9364.525,-56.325,20585.872,4.1,5.7,45.2,-0.3,9.1,12.6
2021-07-01,839.71,1160.387,8801.452,8433.647,367.805,20171.83,4.2,5.8,43.6,1.8,9.5,13.2
2021-08-01,750.903,1081.839,8714.065,8866.773,-152.708,20572.572,3.7,5.3,42.4,-0.7,8.6,12.4
2021-09-01,740.067,986.933,8933.833,7771.679,1162.154,20138.57,3.7,4.9,44.4,5.8,8.3,11
2021-10-01,720.419,974.742,8136.355,8226.393,-90.038,20377.15,3.5,4.8,39.9,-0.4,8.9,12
2021-11-01,807.733,1045.8,8474.7,9185.039,-710.339,20572.646,3.9,5.1,41.2,-3.5,9.5,12.3
2021-12-01,859.774,1062.194,8553.452,9714.204,-1160.753,20656.686,4.2,5.1,41.4,-5.6,10.1,12.4
2022-01-01,985.065,1095.581,8176.774,8689.818,-513.044,19613.11,5,5.6,41.7,-2.6,12,13.4
2022-02-01,810.179,1099.143,8456.5,8734.754,-278.254,20190.412,4,5.4,41.9,-1.4,9.6,13
2022-03-01,808.452,977.871,8448.581,9069.841,-621.26,20483.484,3.9,4.8,41.2,-3.0,9.6,11.6
2022-04-01,1007.4,1238.033,8247.333,9664.941,-1417.608,19727.34,5.1,6.3,41.8,-7.2,12.2,15
2022-05-01,1004.774,1334.097,8348.129,9378.762,-1030.633,19839.565,5.1,6.7,42.1,-5.2,12,16
2022-06-01,1209.233,1554.4,8625.1,9798.186,-1173.086,20433.234,5.9,7.6,42.2,-5.7,14,18
2022-07-01,1228.194,1502.903,8743.968,9675.131,-931.163,19925.561,6.2,7.5,43.9,-4.7,14,17.2
2022-08-01,881.645,1232.839,8367.387,9747.419,-1380.032,20265.029,4.4,6.1,41.3,-6.8,10.5,14.7
2022-09-01,863.367,1123.1,8029.133,9854.268,-1825.135,20129.058,4.3,5.6,39.9,-9.1,10.8,14
2022-10-01,891.581,1206.323,8145.226,9574.958,-1429.732,20006.615,4.5,6,40.7,-7.1,10.9,14.8
2022-11-01,1045.733,1383.833,8341.733,9978.506,-1636.772,20214.215,5.2,6.8,41.3,-8.1,12.5,16.6
2022-12-01,1025.871,1289.581,8026.032,10034.656,-2008.624,19327.207,5.3,6.7,41.5,-10.4,12.8,16.1
2023-01-01,956.484,1267.484,8429.032,9248.346,-819.314,19353.482,4.9,6.5,43.6,-4.2,11.3,15
2023-02-01,1047.393,1391.25,8929.0,9777.351,-848.351,19941.523,5.3,7,44.8,-4.3,11.7,15.6
2023-03-01,952.161,1404.484,8242.613,10885.034,-2642.421,20207.29,4.7,7,40.8,-13.1,11.6,17
2023-04-01,955.633,1568.833,8500.733,9950.837,-1450.104,19971.916,4.8,7.9,42.6,-7.3,11.2,18.5
2023-05-01,764.29,1310.742,8547.677,9924.095,-1376.418,20323.441,3.8,6.4,42.1,-6.8,8.9,15.3
2023-06-01,883.3,1391.3,8860.433,10084.072,-1223.638,20755.185,4.3,6.7,42.7,-5.9,10,15.7
2023-07-01,886.452,1382.935,8289.677,10318.844,-2029.166,20042.787,4.4,6.9,41.4,-10.1,10.7,16.7
2023-08-01,884.387,1450,8937.71,10470.703,-1532.994,20767.871,4.3,7,43.0,-7.4,9.9,16.2
2023-09-01,964.033,1493.4,8624.1,10112.378,-1488.278,20154.582,4.8,7.4,42.8,-7.4,11.2,17.3
2023-10-01,711.71,1173.742,7887.097,10179.962,-2292.866,20631.443,3.4,5.7,38.2,-11.1,9,14.9
2023-11-01,598.8,1053,8658.167,10236.744,-1578.577,20738.98,2.9,5.1,41.7,-7.6,6.9,12.2
2023-12-01,738.226,1185.806,8463.0,11564.664,-3101.664,20396.181,3.6,5.8,41.5,-15.2,8.7,14
2024-01-01,646.806,1101.968,8448.968,10372.01,-1923.042,19586.969,3.3,5.6,43.1,-9.8,7.7,13
2024-02-01,564.862,967.552,8327.207,10985.112,-2657.905,19948.526,2.8,4.9,41.7,-13.3,6.8,11.6
2024-03-01,710.677,1228.032,8038.484,10701.112,-2662.628,19877.114,3.6,6.2,40.4,-13.4,8.8,15.3
2024-04-01,842.067,1356.5,8628.167,10513.826,-1885.659,20008.415,4.2,6.8,43.1,-9.4,9.8,15.7
2024-05-01,890.226,1527.355,9156.774,10302.461,-1145.687,20800.181,4.3,7.3,44.0,-5.5,9.7,16.7
2024-06-01,805.133,1294.233,8708.733,11041.209,-2332.475,20249.019,4,6.4,43.0,-11.5,9.2,14.9
2024-07-01,720.742,1409.484,9064.903,10562.193,-1497.29,20482.396,3.5,6.9,44.3,-7.3,8,15.5
2024-08-01,707.935,1276.258,8144.226,10866.499,-2722.273,20710.633,3.4,6.2,39.3,-13.1,8.7,15.7
2024-09-01,830.6,1271.6,8175.967,10575.251,-2399.284,20308.129,4.1,6.3,40.3,-11.8,10.2,15.6
2024-10-01,Not Available,Not Available,7519.774,10533.419,-3013.645,20639.677,Not Available,Not Available,36.4,-14.6,Not Available,Not Available
2024-11-01,Not Available,Not Available,8443.9,11038.667,-2594.767,20428.9,Not Available,Not Available,41.3,-12.7,Not Available,Not Available
