Month,Coal Residential Sector CO2 Emissions,"Natural Gas, Excluding Supplemental Gaseous Fuels, Residential Sector CO2 Emissions",Distillate Fuel Oil Residential Sector CO2 Emissions,HGL Residential Sector CO2 Emissions,Kerosene Residential Sector CO2 Emissions,Petroleum Residential Sector CO2 Emissions,Residential Share of Electric Power Sector CO2 Emissions,Total Energy Residential Sector CO2 Emissions
2012-01-01,Not Available,43.112,5.038,4.007,0.05,9.095,67.894,120.102
2012-02-01,Not Available,35.93,3.962,3.387,0.23,7.579,57.449,100.958
2012-03-01,Not Available,21.867,3.44,2.371,0.062,5.873,50.353,78.093
2012-04-01,Not Available,15.142,2.434,1.965,0.017,4.417,44.084,63.643
2012-05-01,Not Available,8.842,2.496,1.16,0.073,3.729,54.813,67.384
2012-06-01,Not Available,6.688,2.502,0.849,0.017,3.367,68.594,78.65
2012-07-01,Not Available,5.831,2.412,0.759,0.001,3.172,91.584,100.587
2012-08-01,Not Available,5.727,3.029,0.775,0.003,3.807,84.496,94.03
2012-09-01,Not Available,6.43,2.359,0.974,0.039,3.372,64.631,74.433
2012-10-01,Not Available,13.018,2.164,1.861,0.027,4.051,53.323,70.392
2012-11-01,Not Available,26.153,2.759,3.032,0.028,5.819,56.487,88.458
2012-12-01,Not Available,36.373,3.165,3.734,0.02,6.919,64.881,108.173
2013-01-01,Not Available,47.462,5.747,4.378,0.107,10.233,71.69,129.385
2013-02-01,Not Available,40.812,5.325,3.893,0.02,9.238,60.504,110.553
2013-03-01,Not Available,36.025,4.625,3.666,0.149,8.439,61.835,106.299
2013-04-01,Not Available,19.921,3.47,2.314,0.046,5.829,49.557,75.308
2013-05-01,Not Available,10.501,2.266,1.443,0.012,3.721,50.748,64.969
2013-06-01,Not Available,6.938,1.604,0.95,0.007,2.561,66.275,75.774
2013-07-01,Not Available,6.061,1.614,0.888,0.01,2.511,82.062,90.635
2013-08-01,Not Available,5.856,2.087,0.915,0.008,3.011,78.685,87.552
2013-09-01,Not Available,6.403,2.282,1.09,0.038,3.41,66.169,75.981
2013-10-01,Not Available,12.103,1.688,1.958,0.014,3.659,53.187,68.949
2013-11-01,Not Available,28.147,2.57,3.266,0.003,5.839,54.089,88.074
2013-12-01,Not Available,46.151,3.176,4.385,0.191,7.752,73.535,127.438
2014-01-01,Not Available,56.677,4.385,5.18,0.175,9.74,84.235,150.652
2014-02-01,Not Available,46.602,4.867,4.339,0.043,9.248,72.035,127.884
2014-03-01,Not Available,38.228,4.354,3.918,0.022,8.295,62.98,109.503
2014-04-01,Not Available,19.439,2.112,2.313,0.018,4.443,46.492,70.374
2014-05-01,Not Available,11.101,2.854,1.472,0.019,4.344,51.096,66.542
2014-06-01,Not Available,6.853,2.457,1.007,0.015,3.479,65.257,75.588
2014-07-01,Not Available,6.154,2.054,0.958,0.112,3.124,77.305,86.583
2014-08-01,Not Available,5.74,2.15,0.972,0.014,3.135,77.41,86.285
2014-09-01,Not Available,6.642,3.002,1.138,0.169,4.309,63.343,74.294
2014-10-01,Not Available,11.572,3.245,1.885,0.153,5.283,50.473,67.328
2014-11-01,Not Available,29.68,3.819,3.585,0.058,7.462,53.645,90.787
2014-12-01,Not Available,39.155,4.235,4.017,0.21,8.462,63.283,110.9
2015-01-01,Not Available,51.425,5.629,4.802,0.025,10.456,72.243,134.125
2015-02-01,Not Available,49.477,4.858,4.62,0.079,9.557,66.112,125.146
2015-03-01,Not Available,34.697,3.854,3.438,0.111,7.402,56.745,98.844
2015-04-01,Not Available,17.488,2.32,2.143,0.006,4.469,41.704,63.661
2015-05-01,Not Available,9.723,2.322,1.361,0.2,3.883,48.618,62.225
2015-06-01,Not Available,6.795,1.361,0.914,0.004,2.279,65.24,74.314
2015-07-01,Not Available,5.924,1.57,0.861,0.008,2.44,80.489,88.853
2015-08-01,Not Available,5.634,1.945,0.882,0.015,2.842,77.35,85.825
2015-09-01,Not Available,5.942,1.851,0.948,0.006,2.805,64.018,72.765
2015-10-01,Not Available,11.038,4.68,1.847,0.029,6.555,48.235,65.828
2015-11-01,Not Available,22.279,5.024,2.79,0.012,7.827,44.311,74.417
2015-12-01,Not Available,32.386,5.461,3.422,0.245,9.129,51.177,92.691
2016-01-01,Not Available,48.236,4.053,4.745,0.019,8.817,64.881,121.934
2016-02-01,Not Available,37.864,3.959,3.596,0.021,7.575,52.029,97.468
2016-03-01,Not Available,24.956,2.8,2.84,0.101,5.741,40.821,71.518
2016-04-01,Not Available,17.989,2.462,2.178,0.032,4.672,37.174,59.835
2016-05-01,Not Available,10.632,2.229,1.482,0.077,3.788,42.719,57.139
2016-06-01,Not Available,6.725,1.528,0.869,0.096,2.494,65.074,74.293
2016-07-01,Not Available,5.836,1.62,0.827,0.104,2.551,83.466,91.854
2016-08-01,Not Available,5.509,1.263,0.83,0.007,2.101,82.559,90.168
2016-09-01,Not Available,6.019,1.92,0.951,0.13,3.001,64.086,73.107
2016-10-01,Not Available,10.273,2.711,1.697,0.185,4.594,48.91,63.777
2016-11-01,Not Available,20.827,2.927,2.67,0.019,5.615,42.642,69.084
2016-12-01,Not Available,43.58,4.743,4.348,0.207,9.298,61.813,114.692
2017-01-01,Not Available,45.491,4.397,4.327,0.241,8.965,62.649,117.105
2017-02-01,Not Available,31.716,3.272,3.243,0.079,6.593,44.145,82.455
2017-03-01,Not Available,31.738,3.074,3.303,0.023,6.401,45.243,83.382
2017-04-01,Not Available,15.258,2.459,1.919,0.024,4.402,38.822,58.481
2017-05-01,Not Available,10.909,1.759,1.512,0.029,3.3,44.87,59.079
2017-06-01,Not Available,6.785,2.112,0.892,0.015,3.019,58.162,67.966
2017-07-01,Not Available,5.877,1.342,0.829,0.005,2.176,76.836,84.889
2017-08-01,Not Available,5.679,1.746,0.875,0.009,2.629,70.094,78.403
2017-09-01,Not Available,6.262,1.699,0.983,0.137,2.819,54.874,63.954
2017-10-01,Not Available,11.215,2.222,1.691,0.014,3.927,46.457,61.599
2017-11-01,Not Available,25.588,3.322,3.035,0.032,6.389,45.577,77.554
2017-12-01,Not Available,44.989,4.636,4.475,0.009,9.12,59.508,113.617
2018-01-01,Not Available,53.797,6.173,5.283,0.331,11.786,71.977,137.56
2018-02-01,Not Available,37.812,3.973,3.88,0.025,7.878,47.822,93.512
2018-03-01,Not Available,36.134,3.302,3.894,0.056,7.252,44.862,88.248
2018-04-01,Not Available,24.15,3.049,2.904,0.027,5.98,39.176,69.305
2018-05-01,Not Available,9.254,1.866,1.36,0.072,3.298,45.991,58.543
2018-06-01,Not Available,6.529,1.445,1.043,0.016,2.505,60.042,69.076
2018-07-01,Not Available,5.801,1.357,0.964,0.021,2.342,75.807,83.95
2018-08-01,Not Available,5.464,1.147,0.98,0.02,2.148,73.666,81.279
2018-09-01,Not Available,6.15,1.583,1.098,0.004,2.685,59.82,68.655
2018-10-01,Not Available,13.98,3.387,2.174,0.01,5.57,47.951,67.501
2018-11-01,Not Available,32.816,4.367,3.788,0.012,8.167,49.236,90.219
2018-12-01,Not Available,41.951,5.982,4.485,0.009,10.476,57.212,109.638
2019-01-01,Not Available,52.401,5.075,5.647,0.257,10.979,61.021,124.401
2019-02-01,Not Available,44.451,4.229,4.798,0.152,9.18,49.831,103.462
2019-03-01,Not Available,37.816,3.741,4.434,0.004,8.179,47.145,93.139
2019-04-01,Not Available,18.036,2.404,2.559,0.016,4.978,33.91,56.925
2019-05-01,Not Available,11.657,1.881,1.899,0.014,3.794,40.748,56.198
2019-06-01,Not Available,7.092,1.584,1.201,0.007,2.793,50.968,60.853
2019-07-01,Not Available,6.135,1.531,1.081,0.009,2.621,70.391,79.148
2019-08-01,Not Available,5.593,2.345,1.107,0.001,3.453,67.303,76.349
2019-09-01,Not Available,6.029,1.313,1.239,0.054,2.605,56.676,65.31
2019-10-01,Not Available,12.717,2.04,2.411,0.021,4.472,42.328,59.517
2019-11-01,Not Available,32.348,4.006,4.172,0.116,8.294,43.971,84.613
2019-12-01,Not Available,41.337,4.742,4.879,0.137,9.758,48.973,100.068
2020-01-01,Not Available,45.264,3.905,4.753,0.221,8.878,47.651,101.793
2020-02-01,Not Available,40.448,3.209,4.24,0.242,7.691,41.435,89.574
2020-03-01,Not Available,28.897,2.998,3.43,0.046,6.474,37.179,72.55
2020-04-01,Not Available,20.73,2.695,2.752,0.022,5.469,32.53,58.729
2020-05-01,Not Available,12.97,3.042,1.734,0.001,4.777,37.076,54.823
2020-06-01,Not Available,7.464,1.916,1.024,0.008,2.948,51.577,61.989
2020-07-01,Not Available,6.479,1.289,0.947,0.001,2.236,73.15,81.865
2020-08-01,Not Available,5.968,1.135,0.96,0.084,2.178,70.412,78.559
2020-09-01,Not Available,6.938,1.896,1.194,0.065,3.155,50.493,60.586
2020-10-01,Not Available,13.259,2.199,2.205,0.023,4.428,40.888,58.575
2020-11-01,Not Available,24.124,2.66,3.078,0.009,5.747,38.223,68.093
2020-12-01,Not Available,43.878,3.33,4.806,0.072,8.208,53.302,105.388
2021-01-01,Not Available,49.127,4.57,4.952,0.072,9.594,56.017,114.738
2021-02-01,Not Available,48.07,4.794,4.811,0.309,9.914,56.075,114.059
2021-03-01,Not Available,31.49,3.979,3.462,0.023,7.463,40.86,79.813
2021-04-01,Not Available,18.757,2.715,2.426,0.048,5.19,33.793,57.74
2021-05-01,Not Available,11.945,2.349,1.665,0.007,4.021,38.841,54.807
2021-06-01,Not Available,7.103,1.999,0.938,0.001,2.938,58.056,68.097
2021-07-01,Not Available,6.189,1.387,0.928,0.01,2.325,71.214,79.728
2021-08-01,Not Available,5.836,1.191,0.935,0.022,2.147,71.958,79.942
2021-09-01,Not Available,6.497,2.02,1.077,0.02,3.117,53.362,62.976
2021-10-01,Not Available,10.56,2.734,1.81,0.122,4.666,40.718,55.944
2021-11-01,Not Available,26.439,3.111,3.438,0.044,6.593,38.397,71.429
2021-12-01,Not Available,36.711,4.289,4.002,0.011,8.301,43.359,88.372
2022-01-01,Not Available,52.525,4.953,5.382,0.322,10.657,59.424,122.606
2022-02-01,Not Available,43.359,5.601,4.309,0.021,9.931,48.42,101.71
2022-03-01,Not Available,32.232,4.02,3.491,0.007,7.517,38.98,78.729
2022-04-01,Not Available,21.054,2.609,2.571,0.029,5.209,33.569,59.832
2022-05-01,Not Available,11.021,2.257,1.537,0.063,3.857,41.15,56.029
2022-06-01,Not Available,6.785,1.92,1.038,0.007,2.966,54.889,64.64
2022-07-01,Not Available,6.034,1.333,0.96,0.028,2.322,70.852,79.208
2022-08-01,Not Available,5.635,1.144,0.971,0.002,2.117,67.7,75.452
2022-09-01,Not Available,6.245,1.941,1.128,0.03,3.099,49.64,58.984
2022-10-01,Not Available,13.244,2.627,2.194,0.005,4.826,37.111,55.18
2022-11-01,Not Available,28.123,2.989,3.395,0.048,6.433,38.713,73.268
2022-12-01,Not Available,45.756,4.121,4.736,0.057,8.914,53.501,108.17
2023-01-01,Not Available,44.095,4.835,4.508,0.285,9.628,47.752,101.476
2023-02-01,Not Available,37.735,5.467,3.947,0.175,9.589,37.276,84.6
2023-03-01,Not Available,34.911,3.924,3.853,0.037,7.814,37.544,80.269
2023-04-01,Not Available,18.625,2.547,2.362,0.097,5.005,30.694,54.324
2023-05-01,Not Available,10.847,2.203,1.619,0.147,3.969,33.986,48.802
2023-06-01,Not Available,7.101,1.875,1.07,0.052,2.996,46.515,56.612
2023-07-01,Not Available,6.136,1.301,0.906,0.127,2.335,66.821,75.292
2023-08-01,Not Available,5.75,1.117,0.932,0.006,2.055,66.245,74.049
2023-09-01,Not Available,6.264,1.895,1.086,0.11,3.091,49.35,58.704
2023-10-01,Not Available,12.531,2.564,1.929,0.011,4.504,36.949,53.984
2023-11-01,Not Available,27.224,2.918,3.413,0.011,6.341,37.048,70.614
2023-12-01,Not Available,36.206,4.023,4.044,0.191,8.258,43.919,88.383
2024-01-01,Not Available,50.28,4.703,5.142,0.156,10.002,58.623,118.904
2024-02-01,Not Available,35.352,5.319,3.739,0.085,9.142,37.777,82.271
2024-03-01,Not Available,27.854,3.818,3.359,0.076,7.253,31.971,67.077
2024-04-01,Not Available,17.382,2.477,2.272,0.122,4.871,29.467,51.719
2024-05-01,Not Available,9.394,2.143,1.453,0.122,3.719,36.572,49.684
2024-06-01,Not Available,6.713,1.824,0.951,0.086,2.861,51.723,61.297
2024-07-01,Not Available,5.853,1.266,0.9,0.017,2.183,66.426,74.463
2024-08-01,Not Available,5.762,1.087,0.926,0.07,2.082,63.026,70.87
2024-09-01,Not Available,6.211,1.843,1.038,0.001,2.883,47.201,56.295
