Month,Coal Exports,Coal Coke Exports,Natural Gas Exports,Crude Oil Exports,"Petroleum Products, Excluding Biofuels, Exports","Total Petroleum, Excluding Biofuels, Exports",Biomass Exports,Electricity Exports,Total Energy Exports
2013-01-01,0.235514,0.000602,0.155832,0.019629,0.464722,0.484352,0.005347,0.003604,0.885251
2013-02-01,0.212262,0.000709,0.1342,0.02149,0.478354,0.499845,0.003723,0.002882,0.853621
2013-03-01,0.335528,0.002837,0.149881,0.019196,0.503964,0.52316,0.005495,0.003248,1.020149
2013-04-01,0.240009,0.001634,0.126903,0.024075,0.502766,0.526842,0.005341,0.004259,0.904987
2013-05-01,0.257818,0.000383,0.14335,0.023396,0.560284,0.58368,0.006319,0.003267,0.994818
2013-06-01,0.226218,0.00325,0.135012,0.021594,0.563443,0.585037,0.005911,0.002657,0.958085
2013-07-01,0.224521,0.001986,0.12977,0.018657,0.630178,0.648834,0.005178,0.003355,1.013644
2013-08-01,0.247847,0.002314,0.131497,0.012716,0.611805,0.624521,0.007786,0.002894,1.016858
2013-09-01,0.231056,0.000982,0.123523,0.018337,0.5714,0.589736,0.007246,0.002476,0.955019
2013-10-01,0.242475,0.001207,0.123507,0.021336,0.664266,0.685602,0.006408,0.003313,1.062513
2013-11-01,0.209423,0.002822,0.114705,0.043955,0.599881,0.643837,0.009594,0.003056,0.983436
2013-12-01,0.232334,0.002107,0.118385,0.039634,0.735067,0.774702,0.007841,0.003795,1.139164
2014-01-01,0.204054,0.000846,0.13602,0.044648,0.601695,0.646343,0.007973,0.004376,0.999612
2014-02-01,0.224585,0.001586,0.139797,0.040061,0.506771,0.546832,0.006018,0.004411,0.923229
2014-03-01,0.261841,0.000631,0.150854,0.045204,0.615095,0.660299,0.007635,0.006611,1.08787
2014-04-01,0.199053,0.00119,0.123025,0.048998,0.587607,0.636605,0.007155,0.004563,0.971592
2014-05-01,0.20481,0.001889,0.115132,0.055489,0.627651,0.68314,0.005502,0.002818,1.013292
2014-06-01,0.213778,0.001678,0.120943,0.068634,0.599505,0.668139,0.006201,0.003565,1.014303
2014-07-01,0.178214,0.002132,0.128446,0.075659,0.665664,0.741323,0.007272,0.003515,1.060902
2014-08-01,0.191178,0.003004,0.116414,0.070388,0.670799,0.741187,0.005902,0.002944,1.060628
2014-09-01,0.199412,0.002705,0.12097,0.06078,0.574048,0.634828,0.005432,0.002614,0.965961
2014-10-01,0.193693,0.002482,0.116104,0.06759,0.618498,0.686088,0.00699,0.003245,1.008603
2014-11-01,0.189159,0.002182,0.121949,0.090592,0.60956,0.700152,0.007688,0.002987,1.024117
2014-12-01,0.174755,0.003137,0.138215,0.07571,0.737361,0.813071,0.006764,0.003727,1.139668
2015-01-01,0.19716,0.002088,0.145823,0.087176,0.661959,0.749135,0.005806,0.002788,1.102799
2015-02-01,0.162705,0.001266,0.146259,0.070342,0.614615,0.684957,0.00589,0.004623,1.0057
2015-03-01,0.190666,0.000679,0.165443,0.077079,0.589857,0.666935,0.008163,0.00322,1.035106
2015-04-01,0.180751,0.001984,0.131501,0.1021,0.679711,0.781811,0.007403,0.001995,1.105445
2015-05-01,0.169352,0.002535,0.135483,0.092831,0.701337,0.794168,0.006567,0.002078,1.110182
2015-06-01,0.144992,0.002981,0.139423,0.075882,0.660356,0.736238,0.006605,0.002104,1.032342
2015-07-01,0.12818,0.001008,0.145114,0.096217,0.715052,0.811269,0.007331,0.002207,1.095109
2015-08-01,0.160524,0.001246,0.146189,0.081172,0.656323,0.737496,0.005894,0.00224,1.053589
2015-09-01,0.134965,0.001526,0.164036,0.069971,0.69704,0.76701,0.006257,0.002418,1.076211
2015-10-01,0.143875,0.001689,0.159944,0.088089,0.666567,0.754656,0.007086,0.002375,1.069625
2015-11-01,0.117947,0.00243,0.157141,0.054504,0.720538,0.775043,0.005358,0.002255,1.060174
2015-12-01,0.12138,0.001819,0.16321,0.069106,0.789976,0.859082,0.007632,0.002747,1.15587
2016-01-01,0.113735,0.000977,0.170037,0.086865,0.712953,0.799818,0.013107,0.001326,1.099
2016-02-01,0.115739,0.000306,0.164222,0.075336,0.666238,0.741573,0.013914,0.001884,1.037638
2016-03-01,0.133622,0.000514,0.196669,0.10573,0.71216,0.817889,0.016195,0.002289,1.167178
2016-04-01,0.117584,0.001187,0.179454,0.107117,0.699493,0.80661,0.016359,0.001537,1.122731
2016-05-01,0.107972,0.001293,0.189968,0.139746,0.788338,0.928084,0.013947,0.001261,1.242526
2016-06-01,0.139346,0.001719,0.18466,0.091096,0.757376,0.848472,0.013885,0.002083,1.190165
2016-07-01,0.084043,0.001336,0.190381,0.095085,0.745634,0.840719,0.012251,0.001961,1.130691
2016-08-01,0.128356,0.002573,0.216154,0.127823,0.694437,0.82226,0.014869,0.002002,1.186213
2016-09-01,0.10962,0.003316,0.203804,0.133029,0.71649,0.849519,0.015954,0.002002,1.184215
2016-10-01,0.124759,0.004458,0.178054,0.089019,0.709568,0.798587,0.016953,0.001476,1.124287
2016-11-01,0.16813,0.004841,0.22997,0.104007,0.738201,0.842207,0.016258,0.001423,1.262829
2016-12-01,0.203348,0.002288,0.253093,0.0831,0.811067,0.894167,0.016878,0.001959,1.371734
2017-01-01,0.182325,0.003231,0.27239,0.126499,0.777667,0.904166,0.016671,0.001651,1.380433
2017-02-01,0.173911,0.001216,0.255506,0.184146,0.753648,0.937794,0.018266,0.002354,1.389046
2017-03-01,0.19887,0.001545,0.275805,0.16543,0.806936,0.972366,0.018183,0.003406,1.470174
2017-04-01,0.175642,0.001396,0.244606,0.194144,0.786911,0.981056,0.014707,0.003775,1.421182
2017-05-01,0.177326,0.001219,0.251107,0.195371,0.808494,1.003864,0.016609,0.002837,1.452963
2017-06-01,0.184813,0.003185,0.255602,0.148916,0.82324,0.972156,0.015876,0.002768,1.4344
2017-07-01,0.176197,0.001257,0.25104,0.170085,0.839712,1.009797,0.017782,0.002417,1.45849
2017-08-01,0.211598,0.003517,0.249527,0.145388,0.764136,0.909525,0.016524,0.002636,1.393328
2017-09-01,0.217338,0.002129,0.251156,0.251895,0.738159,0.990055,0.014911,0.002361,1.47795
2017-10-01,0.224865,0.004533,0.282293,0.30599,0.847054,1.153044,0.016103,0.002422,1.683261
2017-11-01,0.22287,0.003359,0.290316,0.265804,0.856156,1.12196,0.016242,0.002808,1.657555
2017-12-01,0.241809,0.003461,0.30284,0.270741,0.881677,1.152417,0.023751,0.002538,1.726816
2018-01-01,0.210367,0.003868,0.302936,0.241547,0.795023,1.03657,0.014818,0.003888,1.572446
2018-02-01,0.218222,0.001328,0.278133,0.277977,0.71936,0.997337,0.025244,0.004325,1.52459
2018-03-01,0.240179,0.002353,0.294091,0.349268,0.826012,1.17528,0.026425,0.004079,1.742406
2018-04-01,0.268014,0.002974,0.281452,0.329423,0.883188,1.212611,0.021268,0.005533,1.791851
2018-05-01,0.228358,0.002239,0.274565,0.3666,0.881137,1.247737,0.017938,0.003894,1.774731
2018-06-01,0.245527,0.001877,0.264353,0.391121,0.832391,1.223511,0.022773,0.004147,1.762188
2018-07-01,0.24109,0.002249,0.308751,0.409101,0.882192,1.291293,0.01662,0.003191,1.863194
2018-08-01,0.242819,0.001451,0.314252,0.329641,0.825627,1.155267,0.019404,0.00387,1.737064
2018-09-01,0.235244,0.001427,0.304457,0.34585,0.815023,1.160874,0.017734,0.00362,1.723356
2018-10-01,0.261594,0.002342,0.309413,0.400188,0.892354,1.292542,0.02472,0.003016,1.893627
2018-11-01,0.216699,0.003343,0.340829,0.411984,0.88475,1.296734,0.021573,0.004383,1.883561
2018-12-01,0.21592,0.003099,0.36708,0.423977,0.920755,1.344732,0.020654,0.003155,1.954641
2019-01-01,0.229346,0.002862,0.36807,0.467664,0.819503,1.287167,0.017777,0.004994,1.910215
2019-02-01,0.165984,0.000828,0.332924,0.465868,0.737447,1.203315,0.016824,0.004837,1.724712
2019-03-01,0.224505,0.001029,0.376901,0.472987,0.806033,1.27902,0.021916,0.008697,1.912069
2019-04-01,0.212451,0.001609,0.341257,0.498431,0.810126,1.308557,0.022333,0.006716,1.892923
2019-05-01,0.220745,0.002033,0.371885,0.523551,0.811303,1.334853,0.018542,0.005739,1.953797
2019-06-01,0.204245,0.001874,0.363468,0.530813,0.813319,1.344133,0.021101,0.005206,1.940025
2019-07-01,0.159033,0.001753,0.396941,0.478806,0.825234,1.30404,0.020402,0.006679,1.888848
2019-08-01,0.190494,0.001649,0.388448,0.487499,0.872757,1.360257,0.022372,0.00609,1.969309
2019-09-01,0.190326,0.002596,0.398062,0.529587,0.830788,1.360376,0.019488,0.006059,1.976907
2019-10-01,0.162009,0.002558,0.429607,0.603738,0.866465,1.470203,0.018362,0.004998,2.087737
2019-11-01,0.186402,0.002311,0.445922,0.527463,0.844175,1.371638,0.018095,0.004244,2.028612
2019-12-01,0.159571,0.00289,0.486093,0.625869,0.889343,1.515212,0.022641,0.004008,2.190414
2020-01-01,0.155547,0.001543,0.515038,0.59954,0.879326,1.478866,0.019355,0.004863,2.175213
2020-02-01,0.165063,0.001763,0.458333,0.58561,0.850202,1.435813,0.022171,0.005648,2.088791
2020-03-01,0.176539,0.001348,0.501914,0.641607,0.885308,1.526915,0.024862,0.004495,2.236072
2020-04-01,0.1386,0.001471,0.424554,0.493706,0.797705,1.291411,0.018779,0.004979,1.879794
2020-05-01,0.117709,0.000977,0.399031,0.562296,0.592044,1.15434,0.01657,0.005095,1.693721
2020-06-01,0.114427,0.000452,0.341533,0.470544,0.708441,1.178985,0.01915,0.004436,1.658983
2020-07-01,0.133445,0.000568,0.352309,0.591631,0.776784,1.368415,0.015224,0.004166,1.874128
2020-08-01,0.113484,0.001036,0.363472,0.603238,0.774104,1.377342,0.019283,0.003175,1.877792
2020-09-01,0.134096,0.001144,0.398983,0.559127,0.736897,1.296024,0.019266,0.003253,1.852767
2020-10-01,0.122875,0.003044,0.485955,0.520117,0.820795,1.340911,0.019881,0.002626,1.975293
2020-11-01,0.175635,0.002207,0.532964,0.477183,0.748062,1.225244,0.018118,0.002738,1.956907
2020-12-01,0.177103,0.001394,0.558155,0.59401,0.840106,1.434116,0.020941,0.002753,2.194463
2021-01-01,0.145806,0.003115,0.568587,0.563048,0.776244,1.339292,0.022913,0.003211,2.082925
2021-02-01,0.169279,0.002677,0.42782,0.411289,0.63481,1.046099,0.017284,0.003743,1.666903
2021-03-01,0.187148,0.000488,0.60077,0.498356,0.753361,1.251717,0.024448,0.002536,2.067107
2021-04-01,0.165718,0.004154,0.569412,0.545221,0.795734,1.340954,0.020598,0.003634,2.10447
2021-05-01,0.181179,0.004179,0.583259,0.503015,0.838143,1.341158,0.018095,0.003317,2.131187
2021-06-01,0.186278,0.00623,0.544017,0.58627,0.857464,1.443734,0.021426,0.002743,2.204428
2021-07-01,0.156095,0.003209,0.571141,0.479925,0.856431,1.336356,0.014829,0.003746,2.085376
2021-08-01,0.178066,0.00507,0.568645,0.531065,0.875566,1.406632,0.020535,0.004319,2.183267
2021-09-01,0.164561,0.00597,0.540403,0.435136,0.75489,1.190026,0.020026,0.004008,1.924995
2021-10-01,0.182015,0.003881,0.54996,0.49323,0.81115,1.30438,0.018203,0.004462,2.062901
2021-11-01,0.165498,0.005166,0.561995,0.5387,0.870065,1.408765,0.023977,0.006151,2.171553
2021-12-01,0.179509,0.007521,0.626474,0.605703,0.937494,1.543197,0.02423,0.005405,2.386337
2022-01-01,0.134351,0.004981,0.616559,0.594797,0.794882,1.389679,0.019917,0.005017,2.170503
2022-02-01,0.177854,0.002407,0.551548,0.519688,0.735514,1.255202,0.024311,0.005252,2.016573
2022-03-01,0.184483,0.004796,0.645062,0.566805,0.875761,1.442567,0.022891,0.00575,2.305548
2022-04-01,0.189964,0.005298,0.592889,0.601511,0.87975,1.48126,0.028846,0.004689,2.302945
2022-05-01,0.183515,0.009584,0.622443,0.586246,0.900814,1.48706,0.02718,0.005486,2.335268
2022-06-01,0.197012,0.004007,0.558948,0.592845,0.914717,1.507562,0.025696,0.003857,2.297081
2022-07-01,0.153108,0.004753,0.565087,0.652695,0.89184,1.544535,0.022056,0.004346,2.293886
2022-08-01,0.183698,0.004416,0.563259,0.632151,0.921556,1.553707,0.021502,0.00449,2.331072
2022-09-01,0.177247,0.004709,0.531398,0.637716,0.885208,1.522924,0.025048,0.004609,2.265934
2022-10-01,0.165103,0.003926,0.559522,0.709771,0.831046,1.540817,0.020883,0.00427,2.294522
2022-11-01,0.177383,0.003257,0.558962,0.70462,0.849506,1.554127,0.017863,0.003096,2.314688
2022-12-01,0.168962,0.005364,0.602912,0.668875,0.936499,1.605374,0.021508,0.002906,2.407026
2023-01-01,0.171752,0.003328,0.614082,0.605475,0.859183,1.464658,0.018381,0.004,2.276203
2023-02-01,0.192327,0.002171,0.579946,0.659786,0.752393,1.412178,0.017962,0.00529,2.209874
2023-03-01,0.228152,0.002042,0.656238,0.783657,0.952914,1.736571,0.026055,0.004439,2.653496
2023-04-01,0.178209,0.002357,0.626283,0.711006,0.822041,1.533047,0.023989,0.00571,2.369596
2023-05-01,0.209089,0.003101,0.644127,0.683084,0.891958,1.575042,0.024308,0.004365,2.460032
2023-06-01,0.192516,0.003265,0.612773,0.672589,0.875773,1.548362,0.025519,0.004695,2.38713
2023-07-01,0.171784,0.004399,0.640195,0.696647,0.939729,1.636375,0.02302,0.006699,2.482473
2023-08-01,0.216472,0.002641,0.64021,0.78248,0.892092,1.674572,0.025025,0.005481,2.564402
2023-09-01,0.210409,0.003967,0.631255,0.71102,0.849069,1.56009,0.025608,0.007676,2.439005
2023-10-01,0.227395,0.002496,0.657672,0.733204,0.889329,1.622532,0.023503,0.006844,2.540441
2023-11-01,0.198505,0.002946,0.660119,0.675268,0.897776,1.573044,0.021087,0.00624,2.461941
2023-12-01,0.20387,0.00469,0.715184,0.820812,1.019187,1.839999,0.030626,0.006358,2.800726
2024-01-01,0.202329,0.000741,0.680064,0.719115,0.928714,1.647829,0.021175,0.006402,2.55854
2024-02-01,0.219358,0.001657,0.649324,0.774282,0.868634,1.642917,0.024361,0.008116,2.545733
2024-03-01,0.223122,0.00446,0.674,0.765725,0.93674,1.702466,0.027959,0.00872,2.640726
2024-04-01,0.164607,0.004453,0.572328,0.704725,0.904403,1.609128,0.031237,0.00772,2.389473
2024-05-01,0.215003,0.0025,0.652221,0.731028,0.905931,1.63696,0.027196,0.005959,2.539838
2024-06-01,0.240819,0.004808,0.632413,0.727184,0.966996,1.694181,0.026142,0.004957,2.60332
2024-07-01,0.21073,0.00228,0.613599,0.744641,0.934081,1.678722,0.026171,0.004968,2.53647
2024-08-01,0.218752,0.004565,0.65613,0.693946,1.021725,1.715672,0.027713,0.004472,2.627304
2024-09-01,0.227387,0.003281,0.644011,0.639626,0.973026,1.612652,0.026701,0.003383,2.517414
