Month,Coal Consumed by the Industrial Sector,Natural Gas Consumed by the Industrial Sector (Excluding Supplemental Gaseous Fuels),Petroleum Consumed by the Industrial Sector (Excluding Biofuels),Total Fossil Fuels Consumed by the Industrial Sector,Conventional Hydroelectric Power Consumed by the Industrial Sector,Geothermal Energy Consumed by the Industrial Sector,Solar Energy Consumed by the Industrial Sector,Wind Energy Consumed by the Industrial Sector,Biomass Energy Consumed by the Industrial Sector,Total Renewable Energy Consumed by the Industrial Sector,Total Primary Energy Consumed by the Industrial Sector,Electricity Sales to Ultimate Customers in the Industrial Sector,End-Use Energy Consumed by the Industrial Sector,Electrical System Energy Losses Proportioned to the Industrial Sector,Total Energy Consumed by the Industrial Sector
2000-08-01,184.812,808.077,833.352,1834.154,1.125,0.373,0.004,No Data Reported,161.187,162.689,1996.843,321.844,2318.687,695.213,3013.899
2000-09-01,183.985,762.568,800.564,1754.085,0.911,0.361,0.004,No Data Reported,149.797,151.073,1905.159,309.124,2214.283,583.595,2797.878
2000-10-01,190.747,799.664,765.333,1761.406,0.88,0.373,0.003,No Data Reported,172.955,174.211,1935.617,305.093,2240.709,598.618,2839.327
2000-11-01,190.603,809.582,666.089,1669.965,0.981,0.361,0.003,No Data Reported,168.367,169.711,1839.677,299.186,2138.863,604.726,2743.589
2000-12-01,190.815,845.287,711.121,1747.499,1.008,0.373,0.003,No Data Reported,173.039,174.423,1921.922,287.394,2209.317,588.189,2797.506
2001-01-01,191.012,802.353,750.251,1746.504,0.8,0.404,0.003,No Data Reported,148.221,149.428,1895.932,285.127,2181.059,563.832,2744.89
2001-02-01,190.334,745.686,660.029,1597.968,0.803,0.365,0.003,No Data Reported,131.134,132.305,1730.273,280.838,2011.111,532.124,2543.235
2001-03-01,197.398,780.813,749.813,1730.725,1.153,0.404,0.004,No Data Reported,140.603,142.164,1872.889,285.218,2158.107,594.003,2752.111
2001-04-01,183.362,732.896,748.812,1670.078,0.965,0.391,0.004,No Data Reported,138.161,139.522,1809.6,280.657,2090.257,567.772,2658.029
2001-05-01,183.806,688.332,781.482,1657.073,1.001,0.404,0.005,No Data Reported,133.223,134.633,1791.706,293.696,2085.402,637.267,2722.669
2001-06-01,180.891,643.879,757.494,1584.706,0.993,0.391,0.005,No Data Reported,134.793,136.182,1720.888,291.015,2011.903,627.629,2639.532
2001-07-01,182.321,679.936,783.666,1645.81,0.825,0.404,0.005,No Data Reported,140.327,141.561,1787.371,283.744,2071.115,622.686,2693.801
2001-08-01,182.457,701.22,824.042,1710.097,1.08,0.404,0.005,No Data Reported,144.145,145.634,1855.731,296.115,2151.845,635.661,2787.507
2001-09-01,179.156,686.841,758.936,1625.355,0.829,0.391,0.005,No Data Reported,136.555,137.78,1763.134,281.939,2045.074,541.583,2586.656
2001-10-01,182.321,730.636,839.66,1756.715,0.704,0.404,0.004,No Data Reported,148.009,149.121,1905.836,283.665,2189.501,585.467,2774.968
2001-11-01,171.766,727.739,754.702,1655.949,0.674,0.391,0.003,No Data Reported,142.188,143.257,1799.207,272.444,2071.651,563.873,2635.524
2001-12-01,166.814,755.494,701.211,1625.84,0.904,0.404,0.003,No Data Reported,144.068,145.38,1771.22,265.972,2037.192,574.53,2611.721
2002-01-01,168.9,799.304,768.703,1736.576,1.01,0.407,0.003,No Data Reported,142.371,143.79,1880.366,266.956,2147.321,535.576,2682.897
2002-02-01,166.355,734.875,652.133,1556.203,0.951,0.367,0.003,No Data Reported,124.314,125.635,1681.839,266.339,1948.177,508.717,2456.895
2002-03-01,170.96,768.203,742.042,1689.079,0.942,0.407,0.005,No Data Reported,131.693,133.046,1822.125,274.534,2096.659,569.348,2666.007
2002-04-01,162.062,755.18,744.052,1660.13,1.08,0.393,0.005,No Data Reported,131.811,133.29,1793.42,275.521,2068.94,561.11,2630.05
2002-05-01,164.382,722.401,789.054,1680.086,0.978,0.407,0.006,No Data Reported,140.825,142.215,1822.302,288.177,2110.479,601.276,2711.755
2002-06-01,162.614,702.751,777.744,1645.518,0.868,0.393,0.006,No Data Reported,131.93,133.198,1778.715,287.928,2066.643,613.589,2680.232
2002-07-01,164.362,716.172,828.379,1718.146,0.933,0.407,0.006,No Data Reported,147.711,149.056,1867.203,300.676,2167.878,639.956,2807.834
2002-08-01,166.727,721.188,825.638,1720.779,0.945,0.407,0.006,No Data Reported,135.146,136.504,1857.283,301.159,2158.441,625.666,2784.108
2002-09-01,166.424,677.102,782.288,1634.346,0.842,0.393,0.005,No Data Reported,143.414,144.656,1779.002,287.789,2066.791,564.903,2631.694
2002-10-01,178.899,720.215,767.217,1672.645,1.169,0.407,0.005,No Data Reported,154.805,156.386,1829.031,286.554,2115.586,569.381,2684.966
2002-11-01,173.779,739.91,744.479,1668.424,1.526,0.393,0.004,No Data Reported,142.467,144.39,1812.815,271.955,2084.77,568.662,2653.432
2002-12-01,173.893,773.963,673.941,1625.117,1.806,0.407,0.004,No Data Reported,149.49,151.706,1776.823,271.104,2047.926,571.661,2619.587
2003-01-01,170.204,803.804,728.685,1703.991,1.213,0.289,0.004,No Data Reported,140.674,142.18,1846.171,275.786,2121.957,571.171,2693.128
2003-02-01,170.359,749.564,690.669,1624.064,1.025,0.261,0.004,No Data Reported,128.089,129.379,1753.442,271.311,2024.753,514.105,2538.858
2003-03-01,174.597,732.673,734.145,1644.935,1.248,0.289,0.005,No Data Reported,139.01,140.552,1785.487,278.959,2064.446,554.498,2618.944
2003-04-01,166.296,685.875,760.396,1616.535,0.82,0.279,0.006,No Data Reported,137.871,138.977,1755.512,283.393,2038.905,561.606,2600.511
2003-05-01,163.832,669.239,755.823,1590.706,1.317,0.289,0.007,No Data Reported,137.717,139.329,1730.036,288.721,2018.756,596.406,2615.162
2003-06-01,166.773,619.332,763.638,1553.472,1.237,0.279,0.007,No Data Reported,135.935,137.458,1690.93,294.148,1985.078,606.829,2591.907
2003-07-01,169.023,685.08,814.9,1673.725,1.243,0.289,0.007,No Data Reported,145.438,146.977,1820.702,299.343,2120.045,618.095,2738.139
2003-08-01,166.923,693.533,815.855,1677.26,1.259,0.289,0.007,No Data Reported,142.49,144.045,1821.305,308.91,2130.215,636.986,2767.201
2003-09-01,167.533,673.315,788.26,1632.744,1.132,0.279,0.006,No Data Reported,137.602,139.02,1771.763,292.347,2064.11,552.28,2616.39
2003-10-01,173.631,711.622,796.77,1686.136,1.126,0.289,0.006,No Data Reported,142.361,143.782,1829.918,296.782,2126.699,596.303,2723.003
2003-11-01,174.829,705.157,737.308,1620.361,1.182,0.279,0.005,No Data Reported,139.937,141.404,1761.765,283.755,2045.519,594.179,2639.698
2003-12-01,177.412,758.427,777.931,1719.997,1.604,0.289,0.004,No Data Reported,151.084,152.981,1872.978,280.765,2153.743,582.791,2736.534
2004-01-01,177.056,792.81,731.834,1705.754,1.118,0.322,0.005,No Data Reported,156.764,158.209,1863.963,275.768,2139.731,566.571,2706.303
2004-02-01,173.191,753.957,743.345,1679.711,0.951,0.301,0.005,No Data Reported,143.651,144.908,1824.619,271.826,2096.445,534.304,2630.749
2004-03-01,180.542,739.012,795.154,1724.257,0.932,0.322,0.007,No Data Reported,149.371,150.631,1874.888,284.314,2159.202,559.45,2718.652
2004-04-01,166.447,693.081,789.853,1672.979,0.701,0.311,0.007,No Data Reported,152.448,153.467,1826.446,284.456,2110.902,556.8,2667.702
2004-05-01,165.656,674.957,825.95,1703.812,0.668,0.322,0.008,No Data Reported,145.821,146.819,1850.631,296.804,2147.435,640.789,2788.225
2004-06-01,164.532,669.531,823.934,1678.131,0.648,0.311,0.008,No Data Reported,147.999,148.967,1827.098,295.93,2123.029,599.802,2722.83
2004-07-01,164.159,679.836,863.418,1716.796,0.685,0.322,0.009,No Data Reported,155.256,156.271,1873.068,301.892,2174.96,628.857,2803.817
2004-08-01,166.506,691.228,882.973,1747.519,0.764,0.322,0.009,No Data Reported,153.088,154.182,1901.701,305.17,2206.871,626.08,2832.951
2004-09-01,165.317,671.804,844.618,1679.947,1.071,0.311,0.008,No Data Reported,146.002,147.392,1827.339,293.497,2120.836,579.952,2700.788
2004-10-01,175.06,700.499,853.498,1735.404,0.993,0.322,0.007,No Data Reported,154.445,155.767,1891.171,291.2,2182.37,590.483,2772.854
2004-11-01,173.264,712.342,809.511,1700.812,1.186,0.311,0.006,No Data Reported,149.048,150.552,1851.365,287.258,2138.623,590.916,2729.539
2004-12-01,175.146,770.485,789.406,1742.55,1.368,0.322,0.006,No Data Reported,161.079,162.775,1905.325,284.788,2190.112,597.988,2788.1
2005-01-01,164.087,767.045,774.061,1715.898,1.156,0.365,0.007,No Data Reported,158.743,160.271,1876.169,280.609,2156.778,572.493,2729.271
2005-02-01,162.097,696.926,712.514,1584.597,0.903,0.33,0.007,No Data Reported,150.76,152.0,1736.596,269.326,2005.923,512.55,2518.472
2005-03-01,166.104,721.462,840.747,1737.266,1.008,0.365,0.01,No Data Reported,153.642,155.025,1892.291,283.826,2176.117,563.133,2739.25
2005-04-01,164.271,676.889,737.974,1585.498,0.938,0.353,0.011,No Data Reported,147.882,149.184,1734.682,281.112,2015.794,542.466,2558.26
2005-05-01,158.241,652.715,830.974,1646.761,0.895,0.365,0.012,No Data Reported,151.125,152.398,1799.159,292.927,2092.087,612.27,2704.356
2005-06-01,156.537,625.454,868.167,1651.191,1.01,0.353,0.012,No Data Reported,148.233,149.609,1800.8,300.368,2101.168,619.624,2720.792
2005-07-01,158.489,631.657,804.809,1600.205,0.994,0.365,0.013,No Data Reported,155.895,157.267,1757.473,301.572,2059.045,627.544,2686.589
2005-08-01,161.848,636.089,880.706,1675.135,0.756,0.365,0.013,No Data Reported,156.036,157.171,1832.306,308.909,2141.214,634.431,2775.646
2005-09-01,162.723,574.297,762.238,1496.47,0.744,0.353,0.012,No Data Reported,150.236,151.345,1647.815,297.718,1945.533,569.57,2515.103
2005-10-01,167.184,604.042,774.789,1544.778,0.753,0.365,0.011,No Data Reported,154.607,155.736,1700.514,292.941,1993.455,565.029,2558.484
2005-11-01,164.276,632.309,789.467,1587.192,0.759,0.353,0.009,No Data Reported,149.924,151.046,1738.238,284.944,2023.182,582.582,2605.763
2005-12-01,168.186,687.9,790.229,1646.699,0.986,0.365,0.008,No Data Reported,157.014,158.374,1805.073,283.108,2088.181,596.995,2685.176
2006-01-01,161.421,692.62,799.927,1655.979,1.217,0.374,0.01,No Data Reported,166.972,168.572,1824.551,279.322,2103.874,532.486,2636.36
2006-02-01,159.341,662.016,687.115,1512.183,0.96,0.338,0.011,No Data Reported,146.487,147.795,1659.978,273.667,1933.645,526.947,2460.591
2006-03-01,164.249,698.139,790.694,1659.682,0.718,0.374,0.015,No Data Reported,155.697,156.804,1816.485,284.097,2100.582,549.027,2649.609
2006-04-01,154.57,642.499,743.069,1543.643,0.633,0.362,0.016,No Data Reported,149.926,150.937,1694.58,278.748,1973.328,535.019,2508.347
2006-05-01,157.399,631.074,826.318,1618.376,0.62,0.374,0.018,No Data Reported,153.8,154.811,1773.187,294.043,2067.23,598.4,2665.629
2006-06-01,157.085,617.208,848.579,1628.477,0.603,0.362,0.018,No Data Reported,153.1,154.082,1782.56,295.581,2078.141,594.606,2672.746
2006-07-01,158.23,623.701,800.974,1586.631,0.749,0.374,0.019,No Data Reported,161.906,163.048,1749.679,303.258,2052.937,625.952,2678.89
2006-08-01,157.742,643.293,897.427,1701.061,0.623,0.374,0.019,No Data Reported,161.308,162.323,1863.384,308.052,2171.436,619.024,2790.46
2006-09-01,158.45,630.032,846.661,1647.991,0.69,0.362,0.017,No Data Reported,156.841,157.91,1805.901,294.674,2100.575,545.505,2646.08
2006-10-01,167.58,658.521,848.451,1687.265,0.95,0.374,0.016,No Data Reported,161.959,163.298,1850.563,291.172,2141.735,577.589,2719.324
2006-11-01,160.745,665.985,821.155,1648.904,1.222,0.362,0.013,No Data Reported,158.188,159.785,1808.688,275.188,2083.877,554.687,2638.564
2006-12-01,157.654,695.723,782.675,1638.915,0.907,0.374,0.012,No Data Reported,165.813,167.106,1806.022,272.746,2078.768,558.903,2637.671
2007-01-01,156.678,740.043,790.714,1690.64,0.615,0.399,0.014,No Data Reported,164.137,165.166,1855.806,281.096,2136.902,573.046,2709.948
2007-02-01,154.158,708.858,725.082,1588.819,0.471,0.361,0.015,No Data Reported,149.84,150.687,1739.506,267.473,2006.979,512.21,2519.189
2007-03-01,162.083,698.508,778.975,1638.377,0.625,0.399,0.021,No Data Reported,161.587,162.632,1801.009,281.771,2082.781,544.674,2627.455
2007-04-01,153.848,654.02,773.626,1582.94,0.631,0.386,0.023,No Data Reported,158.425,159.465,1742.405,284.429,2026.834,551.442,2578.276
2007-05-01,156.124,641.18,829.157,1629.224,0.572,0.399,0.025,No Data Reported,160.086,161.082,1790.306,297.667,2087.973,599.818,2687.791
2007-06-01,155.893,626.601,777.749,1565.812,0.413,0.386,0.026,No Data Reported,156.356,157.181,1722.993,298.796,2021.789,608.353,2630.142
2007-07-01,153.01,628.748,801.922,1582.228,0.304,0.399,0.027,No Data Reported,164.043,164.773,1747.001,303.727,2050.728,619.253,2669.981
2007-08-01,151.794,650.585,820.161,1624.974,0.26,0.399,0.027,No Data Reported,161.827,162.513,1787.487,314.297,2101.784,655.254,2757.038
2007-09-01,151.749,633.982,792.76,1581.901,0.259,0.386,0.024,No Data Reported,157.452,158.121,1740.022,298.303,2038.325,559.552,2597.877
2007-10-01,157.77,661.692,801.187,1620.496,0.33,0.399,0.022,No Data Reported,165.302,166.053,1786.549,303.313,2089.862,588.878,2678.739
2007-11-01,153.83,688.301,736.738,1583.77,0.419,0.386,0.018,No Data Reported,164.242,165.065,1748.835,290.423,2039.258,578.393,2617.65
2007-12-01,157.675,740.656,734.557,1636.423,0.526,0.399,0.017,No Data Reported,173.434,174.377,1810.8,285.668,2096.468,597.457,2693.925
2008-01-01,153.026,781.041,768.921,1706.793,0.556,0.423,0.023,No Data Reported,184.033,185.036,1891.829,283.506,2175.334,563.898,2739.232
2008-02-01,151.041,731.965,697.355,1582.195,0.537,0.396,0.024,No Data Reported,161.612,162.57,1744.765,278.024,2022.789,523.174,2545.964
2008-03-01,154.49,731.892,714.615,1608.592,0.595,0.423,0.033,No Data Reported,168.606,169.658,1778.249,284.895,2063.145,553.66,2616.805
2008-04-01,151.903,673.939,705.841,1539.256,0.593,0.41,0.037,No Data Reported,166.922,167.962,1707.218,285.569,1992.788,547.849,2540.637
2008-05-01,153.023,661.904,744.818,1562.488,0.579,0.423,0.041,No Data Reported,170.428,171.471,1733.959,300.13,2034.089,600.891,2634.98
2008-06-01,150.049,629.91,724.608,1513.502,0.438,0.41,0.041,No Data Reported,161.967,162.857,1676.358,297.608,1973.966,603.546,2577.512
2008-07-01,151.36,647.869,739.798,1544.662,0.415,0.423,0.043,No Data Reported,168.936,169.818,1714.48,302.053,2016.534,609.414,2625.948
2008-08-01,154.285,649.512,706.468,1511.047,0.4,0.423,0.043,No Data Reported,169.036,169.902,1680.949,302.139,1983.088,604.795,2587.883
2008-09-01,147.902,581.518,615.726,1347.305,0.327,0.41,0.039,No Data Reported,161.688,162.464,1509.769,293.126,1802.895,549.809,2352.704
2008-10-01,157.57,654.387,787.063,1599.904,0.325,0.423,0.035,No Data Reported,170.389,171.173,1771.076,287.168,2058.245,559.999,2618.244
2008-11-01,139.453,663.67,669.616,1474.139,0.405,0.41,0.029,No Data Reported,167.154,167.999,1642.138,271.386,1913.524,549.824,2463.348
2008-12-01,129.089,675.245,627.541,1429.301,0.547,0.423,0.028,No Data Reported,161.523,162.521,1591.823,258.864,1850.687,525.805,2376.491
2009-01-01,124.305,709.182,658.991,1490.842,0.563,0.357,0.03,No Data Reported,156.732,157.682,1648.524,255.842,1904.366,502.239,2406.605
2009-02-01,127.086,638.447,587.999,1352.434,0.49,0.322,0.033,No Data Reported,146.57,147.415,1499.849,243.474,1743.323,440.512,2183.835
2009-03-01,127.933,660.723,620.617,1407.839,0.659,0.357,0.045,No Data Reported,157.214,158.275,1566.114,253.072,1819.186,477.782,2296.968
2009-04-01,107.161,610.682,598.616,1313.965,0.651,0.345,0.05,No Data Reported,150.039,151.085,1465.049,250.492,1715.542,462.072,2177.614
2009-05-01,106.198,588.7,629.021,1322.265,0.638,0.357,0.055,No Data Reported,156.697,157.746,1480.012,256.415,1736.426,504.293,2240.72
2009-06-01,106.3,576.943,660.169,1341.863,0.578,0.345,0.055,No Data Reported,157.419,158.398,1500.261,258.222,1758.483,517.036,2275.519
2009-07-01,106.826,596.749,655.089,1356.801,0.477,0.357,0.058,No Data Reported,168.748,169.639,1526.44,267.47,1793.91,518.982,2312.892
2009-08-01,111.733,617.246,676.723,1402.372,0.465,0.357,0.057,No Data Reported,172.194,173.073,1575.445,280.464,1855.909,550.431,2406.34
2009-09-01,114.679,598.771,681.556,1393.241,0.324,0.345,0.052,No Data Reported,164.328,165.05,1558.291,272.494,1830.785,494.289,2325.074
2009-10-01,121.505,642.573,667.705,1428.204,0.462,0.357,0.048,No Data Reported,172.104,172.971,1601.175,271.086,1872.261,497.156,2369.418
2009-11-01,118.194,650.345,645.494,1413.079,0.468,0.345,0.039,No Data Reported,170.635,171.487,1584.566,258.079,1842.646,496.577,2339.223
2009-12-01,120.579,718.053,638.124,1474.302,0.599,0.357,0.037,No Data Reported,175.583,176.575,1650.877,263.115,1913.993,527.228,2441.22
2010-01-01,129.974,765.805,602.109,1493.673,0.578,0.357,0.046,No Data Reported,192.63,193.611,1687.285,257.773,1945.058,491.321,2436.378
2010-02-01,133.255,707.698,569.992,1414.894,0.554,0.322,0.05,No Data Reported,177.349,178.275,1593.17,253.139,1846.309,468.051,2314.359
2010-03-01,139.749,721.646,698.963,1562.607,0.641,0.357,0.069,No Data Reported,195.381,196.447,1759.054,267.225,2026.279,485.97,2512.249
2010-04-01,133.68,655.414,671.681,1461.334,0.639,0.345,0.076,No Data Reported,188.055,189.116,1650.45,268.253,1918.703,486.552,2405.255
2010-05-01,134.237,664.793,661.586,1462.625,0.561,0.357,0.084,No Data Reported,190.798,191.8,1654.425,280.173,1934.598,570.802,2505.4
2010-06-01,133.096,644.673,694.742,1473.594,0.452,0.345,0.085,No Data Reported,189.234,190.117,1663.711,284.423,1948.134,562.457,2510.591
2010-07-01,135.713,656.902,685.45,1478.192,0.366,0.357,0.089,No Data Reported,196.093,196.905,1675.097,292.558,1967.655,573.306,2540.96
2010-08-01,137.338,660.496,764.055,1563.323,0.338,0.357,0.088,No Data Reported,197.576,198.359,1761.682,300.007,2061.689,584.0,2645.689
2010-09-01,139.712,655.729,732.114,1527.0,0.26,0.345,0.081,No Data Reported,192.887,193.573,1720.573,284.526,2005.099,515.108,2520.206
2010-10-01,135.855,672.401,670.421,1476.674,0.401,0.357,0.073,No Data Reported,198.095,198.926,1675.6,280.059,1955.659,510.127,2465.786
2010-11-01,137.675,699.774,649.915,1481.619,0.443,0.345,0.06,No Data Reported,197.072,197.92,1679.539,271.643,1951.182,524.727,2475.909
2010-12-01,141.092,772.025,681.733,1589.783,0.458,0.357,0.057,No Data Reported,205.142,206.014,1795.797,274.029,2069.826,550.285,2620.11
2011-01-01,135.887,781.533,679.624,1597.165,0.487,0.357,0.076,0.001,207.06,207.98,1805.145,273.277,2078.422,506.584,2585.006
2011-02-01,132.097,710.895,568.354,1411.772,0.545,0.322,0.082,0.001,184.222,185.173,1596.944,260.545,1857.489,454.4,2311.888
2011-03-01,137.823,741.676,705.573,1587.196,0.639,0.357,0.114,0.001,200.554,201.664,1788.86,280.497,2069.357,506.924,2576.281
2011-04-01,123.427,690.762,634.38,1448.846,0.628,0.345,0.126,0.001,189.617,190.717,1639.563,274.213,1913.776,488.5,2402.276
2011-05-01,128.576,687.91,653.667,1471.977,0.676,0.357,0.139,0.001,191.999,193.172,1665.149,279.991,1945.14,524.202,2469.342
2011-06-01,127.829,655.255,673.022,1457.531,0.512,0.345,0.141,0.001,196.07,197.07,1654.601,286.306,1940.907,541.508,2482.414
2011-07-01,124.106,664.876,679.043,1468.055,0.373,0.357,0.147,0.001,199.307,200.186,1668.24,297.687,1965.928,586.008,2551.936
2011-08-01,129.12,677.585,752.555,1563.39,0.327,0.357,0.146,0.001,200.526,201.357,1764.747,303.625,2068.372,571.046,2639.418
2011-09-01,129.848,671.289,689.537,1491.217,0.415,0.345,0.133,0.002,194.421,195.316,1686.533,289.825,1976.357,503.565,2479.923
2011-10-01,129.672,700.121,707.011,1536.454,0.43,0.357,0.121,0.002,198.456,199.366,1735.82,287.569,2023.389,520.838,2544.227
2011-11-01,129.042,722.868,701.135,1551.328,0.499,0.345,0.099,0.003,201.645,202.591,1753.92,275.937,2029.856,517.242,2547.099
2011-12-01,133.515,775.231,610.734,1521.749,0.606,0.357,0.094,0.003,210.876,211.935,1733.684,272.897,2006.581,519.21,2525.791
2012-01-01,128.945,802.982,675.196,1609.274,0.937,0.356,0.127,0.007,205.492,206.921,1816.194,270.246,2086.441,488.198,2574.639
2012-02-01,128.807,749.239,638.48,1516.621,0.82,0.333,0.138,0.006,192.317,193.614,1710.235,267.154,1977.389,471.353,2448.742
2012-03-01,133.718,742.035,643.278,1521.574,0.799,0.356,0.189,0.007,197.718,199.069,1720.643,277.39,1998.032,478.084,2476.116
2012-04-01,123.776,708.08,618.054,1455.836,0.609,0.344,0.209,0.007,188.655,189.824,1645.661,276.473,1922.134,472.4,2394.534
2012-05-01,125.443,708.982,680.885,1515.965,0.724,0.356,0.231,0.004,197.528,198.841,1714.806,288.92,2003.727,536.516,2540.243
2012-06-01,119.614,693.739,676.533,1489.733,0.596,0.344,0.233,0.005,192.347,193.525,1683.257,285.308,1968.565,527.801,2496.367
2012-07-01,122.913,710.221,677.632,1510.584,0.469,0.356,0.246,0.003,195.031,196.104,1706.688,297.592,2004.28,570.728,2575.007
2012-08-01,126.701,721.983,710.765,1559.304,0.518,0.356,0.243,0.003,198.249,199.368,1758.672,300.613,2059.285,551.596,2610.881
2012-09-01,119.415,706.13,649.289,1473.553,0.542,0.344,0.222,0.004,190.465,191.577,1665.13,279.988,1945.118,490.952,2436.07
2012-10-01,125.063,738.735,733.611,1594.268,0.656,0.356,0.202,0.007,195.09,196.31,1790.578,283.181,2073.76,502.889,2576.649
2012-11-01,128.002,750.03,686.363,1561.753,0.725,0.344,0.165,0.005,194.324,195.564,1757.317,269.027,2026.344,496.431,2522.776
2012-12-01,130.663,786.199,675.465,1592.485,0.635,0.356,0.156,0.008,201.494,202.648,1795.133,267.363,2062.496,506.061,2568.556
2013-01-01,132.054,821.467,696.468,1649.419,1.104,0.357,0.171,0.01,200.81,202.452,1851.871,274.685,2126.556,490.021,2616.577
2013-02-01,127.108,753.924,599.804,1481.464,1.239,0.322,0.184,0.008,181.051,182.805,1664.269,261.673,1925.943,448.006,2373.949
2013-03-01,131.244,798.443,617.701,1544.585,1.031,0.357,0.254,0.009,199.254,200.905,1745.491,274.579,2020.069,490.33,2510.399
2013-04-01,126.229,740.785,622.877,1488.434,0.854,0.345,0.281,0.009,194.188,195.677,1684.112,273.699,1957.81,462.469,2420.279
2013-05-01,127.857,736.407,686.328,1550.868,1.119,0.357,0.309,0.014,201.422,203.221,1754.089,289.668,2043.757,518.689,2562.446
2013-06-01,125.464,702.348,676.631,1501.391,1.12,0.345,0.313,0.009,199.863,201.65,1703.041,287.188,1990.228,529.721,2519.949
2013-07-01,125.094,723.49,729.659,1576.274,1.093,0.357,0.327,0.007,209.47,211.255,1787.529,296.458,2083.987,547.409,2631.396
2013-08-01,127.468,737.246,698.19,1561.144,0.82,0.357,0.324,0.006,204.328,205.835,1766.979,299.595,2066.574,552.874,2619.449
2013-09-01,127.222,715.626,749.127,1591.194,0.816,0.345,0.296,0.008,193.617,195.083,1786.277,283.281,2069.559,493.567,2563.126
2013-10-01,133.264,758.034,753.292,1643.563,0.815,0.357,0.27,0.012,204.291,205.745,1849.308,283.127,2132.435,496.217,2628.652
2013-11-01,131.15,797.023,726.662,1652.023,0.704,0.345,0.221,0.018,204.671,205.96,1857.983,271.703,2129.686,505.984,2635.67
2013-12-01,132.243,855.155,703.715,1689.015,1.1,0.357,0.21,0.017,214.401,216.085,1905.1,266.365,2171.465,501.948,2673.413
2014-01-01,125.607,869.881,709.621,1704.273,0.408,0.357,0.213,0.024,208.328,209.33,1913.603,273.468,2187.071,507.572,2694.643
2014-02-01,124.758,795.257,583.866,1502.31,0.354,0.322,0.226,0.015,188.557,189.474,1691.784,257.31,1949.094,446.111,2395.205
2014-03-01,129.348,830.419,590.786,1549.948,0.391,0.357,0.321,0.018,206.975,208.061,1758.009,274.799,2032.808,486.579,2519.387
2014-04-01,122.196,774.412,648.024,1543.462,0.432,0.345,0.351,0.02,201.552,202.7,1746.162,274.684,2020.847,454.784,2475.631
2014-05-01,124.168,755.372,648.378,1526.055,0.442,0.357,0.386,0.015,204.793,205.992,1732.047,291.327,2023.374,524.44,2547.813
2014-06-01,125.026,730.916,639.924,1495.082,0.341,0.345,0.39,0.011,205.116,206.203,1701.285,292.446,1993.732,534.562,2528.293
2014-07-01,129.36,757.833,693.3,1578.505,0.304,0.357,0.406,0.009,211.698,212.774,1791.279,301.679,2092.958,555.022,2647.981
2014-08-01,129.255,762.197,698.455,1586.917,0.328,0.357,0.402,0.007,210.433,211.525,1798.443,306.426,2104.869,567.589,2672.458
2014-09-01,126.186,739.647,721.222,1584.495,0.293,0.345,0.367,0.007,199.29,200.302,1784.798,291.689,2076.487,495.854,2572.341
2014-10-01,129.502,764.876,745.68,1638.145,0.319,0.357,0.347,0.016,206.982,208.02,1846.166,290.0,2136.166,495.008,2631.173
2014-11-01,131.115,811.29,664.99,1605.238,0.338,0.345,0.279,0.021,204.666,205.649,1810.888,276.523,2087.411,505.935,2593.346
2014-12-01,133.953,848.292,676.423,1655.548,0.426,0.357,0.257,0.015,217.277,218.332,1873.88,273.378,2147.258,488.244,2635.501
2015-01-01,128.097,881.995,682.472,1690.503,0.413,0.357,0.275,0.018,214.39,215.453,1905.956,271.626,2177.581,479.673,2657.254
2015-02-01,119.15,808.51,605.781,1532.195,0.357,0.322,0.294,0.015,192.022,193.01,1725.205,261.867,1987.071,455.687,2442.758
2015-03-01,120.773,824.265,662.236,1606.621,0.444,0.357,0.414,0.016,205.826,207.058,1813.678,271.967,2085.646,445.673,2531.318
2015-04-01,110.268,765.744,662.99,1537.066,0.47,0.345,0.449,0.018,200.991,202.273,1739.339,274.627,2013.966,445.487,2459.453
2015-05-01,113.63,762.812,701.418,1575.359,0.435,0.357,0.499,0.016,208.068,209.375,1784.734,282.909,2067.642,511.332,2578.974
2015-06-01,116.298,728.979,731.074,1573.527,0.389,0.345,0.498,0.012,204.217,205.462,1778.989,294.175,2073.164,540.804,2613.968
2015-07-01,117.118,751.799,762.518,1630.661,0.393,0.357,0.519,0.009,211.552,212.83,1843.491,299.394,2142.885,550.062,2692.947
2015-08-01,114.552,760.19,743.716,1617.245,0.308,0.357,0.51,0.009,210.317,211.5,1828.745,301.529,2130.274,538.668,2668.942
2015-09-01,108.952,734.923,684.392,1528.302,0.262,0.345,0.467,0.009,201.339,202.423,1730.725,289.1,2019.826,488.1,2507.926
2015-10-01,112.439,773.579,651.684,1536.044,0.39,0.357,0.432,0.018,205.536,206.733,1742.777,284.045,2026.822,467.606,2494.429
2015-11-01,109.501,795.259,597.692,1500.044,0.454,0.345,0.346,0.02,205.95,207.115,1707.159,267.824,1974.983,456.043,2431.026
2015-12-01,108.98,837.185,649.073,1594.696,0.494,0.357,0.322,0.021,214.119,215.314,1810.01,266.902,2076.912,448.887,2525.799
2016-01-01,102.201,885.704,680.037,1666.994,0.442,0.356,0.391,0.028,211.112,212.329,1879.323,269.029,2148.352,466.86,2615.212
