Month,"Coal Stocks, Electric Power Sector","Distillate Fuel Oil Stocks, Electric Power Sector","Residual Fuel Oil Stocks, Electric Power Sector","Other Petroleum Liquids Stocks, Electric Power Sector","Petroleum Coke Stocks, Electric Power Sector","Total Petroleum Stocks, Electric Power Sector"
2007-03-01,141388.69,16875.672,23088.832,1336.327,635.77,44479.681
2007-04-01,149657.373,16789.269,23917.767,1337.898,668.78,45388.834
2007-05-01,154735.171,16781.889,26022.436,1378.721,659.53,47480.696
2007-06-01,154812.135,17108.566,26239.528,1384.081,542.505,47444.7
2007-07-01,145450.041,17264.462,25649.951,1432.535,631.499,47504.443
2007-08-01,140667.746,17275.616,24512.617,1487.842,562.147,46086.81
2007-09-01,142665.524,17589.674,25271.52,1484.153,542.667,47058.682
2007-10-01,150075.071,17920.006,23808.789,1520.747,544.78,45973.442
2007-11-01,154291.963,18261.167,24941.365,1515.377,611.774,47776.779
2007-12-01,151221.161,18395.034,24136.321,1901.901,553.875,47202.631
2008-01-01,146972.684,18632.746,23972.213,1956.562,656.422,47843.631
2008-02-01,142782.006,18306.975,23300.543,1787.822,573.489,46262.785
2008-03-01,146497.086,18090.685,22807.279,1966.436,662.317,46175.985
2008-04-01,154029.273,17887.918,24163.53,1955.408,721.632,47615.016
2008-05-01,159408.415,17824.121,23227.793,1939.444,757.57,46779.208
2008-06-01,152542.197,17879.875,23962.788,1929.637,722.666,47385.63
2008-07-01,142572.23,17910.979,23174.623,1911.099,775.588,46874.641
2008-08-01,139351.847,17908.645,23077.957,1902.793,711.758,46448.185
2008-09-01,143903.317,17830.018,22080.903,1885.28,688.64,45239.401
2008-10-01,155658.954,17911.359,22111.56,1928.327,682.751,45365.001
2008-11-01,163390.189,18240.597,21487.839,1904.279,776.818,45516.805
2008-12-01,161588.607,17761.027,21088.147,1634.143,738.85,44177.567
2009-01-01,156075.239,17881.692,20500.694,1709.164,746.243,43822.765
2009-02-01,160600.799,17737.459,21140.842,1729.388,737.567,44295.524
2009-03-01,174222.814,17691.428,21159.586,1722.71,714.992,44148.684
2009-04-01,185790.344,18054.865,20889.597,1712.376,704.974,44181.708
2009-05-01,195103.402,17957.948,21022.194,1750.084,779.376,44627.106
2009-06-01,195655.837,17866.13,21130.862,1764.423,763.488,44578.855
2009-07-01,193562.749,17971.197,20734.224,1762.323,729.397,44114.729
2009-08-01,191531.706,18040.198,20093.309,1754.005,875.694,44265.982
2009-09-01,197208.096,18162.321,19454.31,1754.327,963.475,44188.333
2009-10-01,199476.596,18009.119,18931.194,1752.962,1151.815,44452.35
2009-11-01,203765.023,17879.762,18805.832,1737.346,1258.499,44715.435
2009-12-01,189466.761,17885.574,19067.739,1651.097,1394.065,45574.735
2010-01-01,178091.097,17192.541,18035.037,1597.983,1405.716,43854.141
2010-02-01,171025.848,17409.067,18531.71,1591.075,1279.824,43930.972
2010-03-01,177741.587,17352.898,18679.138,1455.712,1240.13,43688.398
2010-04-01,189260.269,17294.657,18352.57,1552.763,1242.961,43414.795
2010-05-01,191668.986,17184.66,17935.49,1546.665,1187.672,42605.175
2010-06-01,181489.676,17039.571,17411.347,1455.759,1117.137,41492.362
2010-07-01,169504.36,16917.261,16441.22,1523.233,1045.745,40110.439
2010-08-01,159987.344,16737.168,16287.76,1520.812,1112.235,40106.915
2010-09-01,163775.651,16608.001,17269.372,1528.956,1157.682,41194.739
2010-10-01,175686.467,16698.316,17781.316,1541.721,1196.668,42004.693
2010-11-01,183388.507,17024.093,17492.429,1541.648,1097.575,41546.045
2010-12-01,174917.26,16758.475,16628.597,1454.296,1018.89,39935.818
2011-01-01,164574.53,16612.553,16011.877,1598.137,798.828,38216.707
2011-02-01,161063.554,16565.455,15551.85,1621.359,707.192,37274.624
2011-03-01,166255.223,16366.962,15404.879,1626.149,495.322,35874.6
2011-04-01,173427.454,16152.619,15181.456,1620.823,525.982,35584.808
2011-05-01,174092.958,15997.072,15208.766,1609.156,562.684,35628.414
2011-06-01,165149.05,16379.342,16358.865,1602.709,496.292,36822.376
2011-07-01,147296.233,16169.758,16111.185,1590.149,462.978,36185.982
2011-08-01,138526.977,16162.258,15843.096,1585.354,437.075,35776.083
2011-09-01,143710.892,16311.137,15726.118,1561.848,385.42,35526.203
2011-10-01,156195.866,16567.122,16044.258,1590.88,440.41,36404.31
2011-11-01,167754.198,16729.026,15963.686,1620.654,493.784,36782.286
2011-12-01,172386.68,16648.638,15490.698,1602.73,508.036,36282.246
2012-01-01,180091.309,16682.186,15242.139,1606.911,408.779,35575.131
2012-02-01,186865.52,16500.784,15150.454,1625.973,373.874,35146.581
2012-03-01,195379.811,16413.433,15324.013,1629.364,452.994,35631.78
2012-04-01,202265.393,16371.721,15153.881,1630.955,457.317,35443.142
2012-05-01,203137.445,16290.954,14813.898,1618.338,405.958,34752.98
2012-06-01,197923.99,16247.93,14600.139,1626.522,458.186,34765.521
2012-07-01,183958.454,16699.199,13871.91,1588.335,406.471,34191.799
2012-08-01,178536.947,16123.006,13668.342,1510.447,336.483,32984.21
2012-09-01,182019.651,16058.415,13523.578,1397.153,352.95,32743.896
2012-10-01,186396.134,16019.143,13405.615,1395.344,406.097,32850.587
2012-11-01,188291.324,16030.841,13220.634,1403.544,416.257,32736.304
2012-12-01,185115.833,16433.373,12998.638,1429.769,494.768,33335.62
2013-01-01,178858.963,16430.949,12219.095,1310.667,442.217,32171.796
2013-02-01,175565.053,16516.938,12024.288,1328.575,442.414,32081.871
2013-03-01,171736.37,16508.486,12983.297,1366.135,407.046,32893.148
2013-04-01,173014.216,16322.309,12531.0,1377.24,455.687,32508.984
2013-05-01,177174.077,16271.231,12475.519,1399.411,443.355,32362.936
2013-06-01,171123.564,16345.049,12197.537,1405.73,407.516,31985.896
2013-07-01,160019.272,16259.592,11760.0,1423.049,394.158,31413.431
2013-08-01,154567.047,16350.287,12274.962,1453.38,259.921,31378.234
2013-09-01,152693.941,16301.22,12348.831,1451.646,308.957,31646.482
2013-10-01,154194.206,16496.969,12514.302,1434.43,291.101,31901.206
2013-11-01,156248.81,16787.022,13045.83,1451.216,338.118,32974.658
2013-12-01,147884.247,16067.637,12926.384,1393.352,389.777,32336.258
2014-01-01,133704.727,15057.862,10056.524,1141.833,298.191,27747.174
2014-02-01,119904.283,16002.563,10676.516,1178.577,276.504,29240.176
2014-03-01,118260.238,16147.631,10606.097,1132.364,349.797,29635.077
2014-04-01,128925.018,16482.986,10607.76,1158.964,514.937,30824.395
2014-05-01,136936.637,16284.595,10580.58,1207.934,457.74,30361.809
2014-06-01,133494.087,16583.413,10659.186,1195.102,397.27,30424.051
2014-07-01,125897.055,16489.792,10250.047,1113.16,380.957,29757.784
2014-08-01,121369.292,16510.366,10460.415,1117.06,387.942,30027.551
2014-09-01,124546.188,16863.445,10531.572,1134.11,388.944,30473.847
2014-10-01,136964.404,17428.569,10890.506,1306.346,510.033,32175.586
2014-11-01,142599.673,18165.973,11977.948,1423.166,633.004,34732.107
2014-12-01,151792.33,18309.223,12763.876,1248.701,827.47,36459.15
2015-01-01,154479.484,18216.336,12206.533,1266.236,891.87,36148.455
2015-02-01,149162.701,16459.31,9798.214,956.294,850.223,31464.933
2015-03-01,154437.73,16995.867,10250.736,1045.128,817.935,32381.406
2015-04-01,167177.865,17167.448,10152.165,1045.893,911.819,32924.601
2015-05-01,172928.368,17356.688,10518.329,1051.141,999.119,33921.753
2015-06-01,166570.298,17512.679,10570.016,1091.749,1031.387,34331.379
2015-07-01,158072.749,17518.834,10263.409,1071.865,1064.453,34176.373
2015-08-01,156074.689,17711.565,10086.831,1084.434,1028.575,34025.705
2015-09-01,162228.55,18285.516,10766.04,1082.562,1101.5,35641.618
2015-10-01,175702.23,18595.805,11491.528,1119.822,1150.824,36961.275
2015-11-01,188702.719,18737.691,12310.199,1184.792,1289.814,38681.752
2015-12-01,195912.247,17955.215,12566.008,1172.837,1340.372,38395.92
2016-01-01,187293.703,17929.736,12020.158,1153.186,1320.09,37703.53
2016-02-01,187153.4,17661.663,11645.473,1135.921,1323.438,37060.247
2016-03-01,191634.65,17501.256,11732.89,1134.136,1239.858,36567.572
2016-04-01,193272.104,17637.352,11982.028,959.808,1181.023,36484.303
2016-05-01,192509.113,17855.595,12093.938,967.229,1071.278,36273.152
2016-06-01,182175.633,17859.297,11935.582,964.682,905.447,35286.796
2016-07-01,168189.741,17726.262,11696.489,942.869,858.197,34656.605
2016-08-01,158973.352,17819.546,11595.335,909.489,779.875,34223.745
2016-09-01,156635.129,17852.171,11639.842,907.659,767.778,34238.562
2016-10-01,160993.979,18016.973,11630.211,945.357,812.546,34655.271
2016-11-01,170334.169,18324.118,11952.718,967.489,832.957,35409.11
2016-12-01,162476.415,17854.973,11789.41,949.035,844.928,34818.058
2017-01-01,156246.568,17738.307,11857.519,940.261,767.985,34376.012
2017-02-01,160534.098,17609.5,11743.665,939.494,755.511,34070.214
2017-03-01,161856.191,17343.235,12680.52,915.193,785.092,34864.408
2017-04-01,163983.218,17349.148,12439.018,899.367,843.664,34905.853
2017-05-01,162594.563,17257.39,12169.98,898.754,772.246,34187.354
2017-06-01,158079.082,17091.805,11993.369,888.757,741.625,33682.056
2017-07-01,145870.185,17155.162,11739.885,902.923,724.263,33419.285
2017-08-01,141254.652,17100.694,11530.931,901.126,749.406,33279.781
2017-09-01,139619.013,16849.118,11382.107,892.187,797.527,33111.047
2017-10-01,141500.63,16789.831,11292.01,893.977,862.093,33286.283
2017-11-01,143459.982,16945.611,11380.966,900.276,859.027,33521.988
2017-12-01,137721.309,16342.396,10929.873,816.435,863.609,32406.749
2018-01-01,123234.514,15488.706,9763.174,601.172,720.147,29453.787
2018-02-01,120525.86,15843.723,10320.31,667.451,692.401,30293.489
2018-03-01,126007.914,15809.364,10285.992,668.007,736.441,30445.568
2018-04-01,128570.788,15742.279,10193.705,671.674,730.935,30262.333
2018-05-01,127982.0,15910.67,10127.477,755.726,708.592,30336.833
2018-06-01,121041.362,15663.663,10146.236,684.011,590.885,29448.335
2018-07-01,110348.409,15649.735,9582.928,678.898,667.531,29249.216
2018-08-01,103744.169,15209.607,8923.388,682.446,624.79,27939.391
2018-09-01,100383.973,15238.472,8670.765,685.795,607.824,27634.152
2018-10-01,104855.065,15296.76,8664.854,629.627,541.087,27296.676
2018-11-01,104075.187,15581.27,8499.429,639.57,556.745,27503.994
2018-12-01,102792.854,16436.448,8784.679,755.623,539.494,28674.22
2019-01-01,99144.744,16429.957,8671.706,689.377,527.512,28428.6
2019-02-01,98637.321,16462.37,9011.211,680.462,505.102,28679.553
2019-03-01,96932.056,16488.608,9034.455,678.995,502.655,28715.333
2019-04-01,108072.302,16634.797,9007.124,688.19,512.93,28894.761
2019-05-01,115700.254,16715.725,8994.479,696.889,443.68,28625.493
2019-06-01,116874.941,16631.892,8853.646,699.742,387.923,28124.895
2019-07-01,110661.384,16554.431,8569.825,703.205,354.405,27599.486
2019-08-01,110268.097,16412.741,8089.717,705.524,380.276,27109.362
2019-09-01,110614.957,16459.76,8281.063,707.597,292.305,26909.945
2019-10-01,118566.432,16557.123,8155.807,700.537,292.461,26875.772
2019-11-01,122357.287,16434.499,8562.751,722.322,463.711,28038.127
2019-12-01,128102.1,16732.62,8549.257,677.896,471.468,28317.113
2020-01-01,134134.027,16443.412,8073.343,637.374,561.852,27963.389
2020-02-01,139111.548,16346.366,8119.858,635.198,649.831,28350.577
2020-03-01,145033.507,16682.606,8279.945,646.771,566.075,28439.697
2020-04-01,151533.797,16600.508,8472.775,658.256,548.968,28476.379
2020-05-01,153715.913,16859.716,8420.683,656.795,528.567,28580.029
2020-06-01,149935.22,16881.763,8540.49,672.742,479.427,28492.13
2020-07-01,137148.564,17611.426,8577.988,680.769,455.314,29146.753
2020-08-01,128329.733,17384.457,7774.71,721.919,408.037,27921.271
2020-09-01,127901.62,17475.016,8218.508,710.542,416.385,28485.991
2020-10-01,132057.87,17508.565,8264.267,710.676,456.535,28766.183
2020-11-01,134522.154,17383.989,8148.474,691.142,472.121,28584.21
2020-12-01,131430.673,17116.184,8269.315,677.83,297.738,27552.019
2021-01-01,123704.94,17225.94,8013.987,673.262,252.832,27177.349
2021-02-01,107697.982,16792.3,7819.068,694.968,207.131,26341.991
2021-03-01,109613.539,16734.099,7815.292,700.105,230.166,26400.326
2021-04-01,115504.93,16538.263,7628.304,711.421,353.12,26643.588
2021-05-01,117931.739,16648.731,7464.688,726.862,397.432,26827.441
2021-06-01,108678.173,16584.071,7281.025,718.277,454.392,26855.333
2021-07-01,94974.288,16486.293,6849.892,713.081,453.261,26315.571
2021-08-01,81761.792,16506.285,6429.339,653.182,360.098,25389.296
2021-09-01,77475.973,16620.201,6818.786,660.536,375.458,25976.813
2021-10-01,81879.539,16879.719,6828.317,670.203,338.973,26073.104
2021-11-01,89191.877,17230.984,6951.208,698.023,339.989,26580.16
2021-12-01,91884.252,18220.188,7038.009,744.061,302.184,27513.178
2022-01-01,84541.109,17369.537,6107.948,688.175,336.456,25847.94
2022-02-01,81034.187,17448.03,6106.445,697.187,298.585,25744.587
2022-03-01,86143.27,17331.572,5771.545,651.681,349.586,25502.728
2022-04-01,90746.36,17184.718,5919.662,653.571,423.75,25876.701
2022-05-01,92692.076,17529.952,5815.936,679.507,454.02,26295.495
2022-06-01,86868.606,17297.056,6119.496,661.663,423.407,26195.25
2022-07-01,79171.989,19049.919,6070.178,586.73,473.73,28075.477
2022-08-01,75569.914,16459.589,5833.86,500.679,489.815,25243.203
2022-09-01,79354.139,16218.233,5775.467,490.031,404.944,24508.451
2022-10-01,87342.115,16263.347,6014.184,493.695,350.649,24524.471
2022-11-01,93202.696,16969.799,6191.685,516.796,407.971,25718.135
2022-12-01,88860.583,16520.99,5777.249,513.272,318.473,24403.876
2023-01-01,92713.75,17716.261,6115.723,577.717,385.116,26335.281
2023-02-01,99759.538,17878.635,6189.683,553.951,379.91,26521.819
2023-03-01,109041.137,17474.688,6056.03,528.03,534.357,26730.533
2023-04-01,119670.888,17418.696,6102.866,546.362,643.574,27285.794
2023-05-01,128000.729,17331.207,5995.359,555.801,599.767,26881.202
2023-06-01,129404.454,17535.737,5976.793,553.51,532.75,26729.79
2023-07-01,123131.169,17393.392,6144.072,527.485,440.306,26266.479
2023-08-01,118112.89,16776.799,6119.595,519.648,355.809,25195.087
2023-09-01,118270.918,16837.015,6115.003,517.051,278.736,24862.749
2023-10-01,123265.111,16796.183,5944.082,516.499,283.729,24675.409
2023-11-01,131208.062,16887.785,5907.116,539.977,368.986,25179.808
2023-12-01,133253.379,17627.693,6057.68,716.829,427.453,26539.467
2024-01-01,124175.269,17337.242,5845.913,623.498,311.718,25365.243
2024-02-01,129330.088,17233.708,5940.872,609.738,308.442,25326.528
2024-03-01,135676.748,17043.5,5965.583,597.25,333.061,25271.638
2024-04-01,139007.979,16677.295,5988.824,484.45,308.565,24693.394
2024-05-01,139984.576,16657.295,5926.133,480.736,311.593,24622.129
2024-06-01,135366.204,16912.037,5800.673,462.845,322.08,24785.955
2024-07-01,127492.639,16765.382,5567.763,464.998,384.36,24719.943
2024-08-01,121856.76,16309.425,5426.909,460.269,390.303,24148.118
2024-09-01,122752.286,17035.683,5331.123,447.263,443.648,25032.309
