Month,Asphalt and Road Oil Product Supplied,Aviation Gasoline Product Supplied,Distillate Fuel Oil Product Supplied,Propane Product Supplied,Propylene Product Supplied,Propane/Propylene Product Supplied,Total Hydrocarbon Gas Liquids Product Supplied,Jet Fuel Product Supplied,Kerosene Product Supplied,Lubricants Product Supplied,Motor Gasoline Product Supplied,Petroleum Coke Product Supplied,Residual Fuel Oil Product Supplied,Other Products Supplied,Total Petroleum Products Supplied
1976-08-01,669.645,47.452,2237.258,587.852,73.387,661.239,1213.032,965.355,94.258,145.29,7168.194,289.935,2678.161,1133.452,16642.032
1976-09-01,603.6,38.4,2619.8,610.76,76.733,687.493,1242.5,1047.8,149.533,162.933,7078.5,255.167,2526.433,1112.133,16836.8
1976-10-01,502.516,36.613,3031.355,859.303,51.71,911.013,1497.323,911.065,155.645,148.097,6929.0,229.548,2547.129,1102.065,17090.355
1976-11-01,380.5,34.167,3713.833,1052.727,63.967,1116.693,1746.7,978.4,215.8,151.0,7038.233,211.667,3253.167,1123.467,18846.933
1976-12-01,206.645,29.516,4667.323,1213.471,71.677,1285.148,1920.968,1027.323,304.71,149.71,7137.806,235.839,3644.581,1235.516,20559.935
1977-01-01,162.871,25.516,5103.194,1295.51,74.419,1369.929,1929.548,1053.677,357.194,143.258,6472.161,263.677,3761.226,1232.0,20504.323
1977-02-01,189.0,32.964,4708.036,1211.607,67.786,1279.393,1914.25,1036.107,264.75,124.679,6899.679,246.143,3718.786,1347.429,20481.821
1977-03-01,263.935,37.484,3442.452,698.361,65.29,763.652,1354.419,1039.548,144.194,190.968,6907.871,268.097,3185.258,1289.516,18123.742
1977-04-01,334.067,36.733,2935.567,540.34,71,611.34,1227.767,1017.333,118.4,157.967,7345.067,238.033,2873.633,1295.1,17579.667
1977-05-01,488.903,37.129,2781.903,506.284,76.903,583.187,1167.419,990.516,105.968,171.355,7029.258,249.129,2729.129,1221.613,16972.323
1977-06-01,676.233,49.7,2769.9,562.4,73.933,636.333,1235.433,987.5,98.267,175.567,7592.767,238.467,2957.633,1261.867,18043.333
1977-07-01,605.484,52.323,2550.129,509.484,73.258,582.742,1133.161,1041.194,135.742,159.516,7439.484,344.677,2812.29,1293.903,17567.903
1977-08-01,692.161,45.194,2631.903,570.71,72.613,643.323,1181.032,1110.581,117.129,178.065,7419.935,269.871,3048.581,1317.419,18011.871
1977-09-01,623.4,44.333,2714.167,609.113,77.833,686.947,1203.4,1047.867,129.2,158.333,7316.133,295.1,2926.433,1256.033,17714.4
1977-10-01,568.774,34.452,3036.548,741.123,74.935,816.058,1407.613,1015.968,189.548,159.0,7130.419,272.806,2707.097,1301.871,17824.097
1977-11-01,385.633,35.167,3420.633,842.233,82.167,924.4,1581.867,1035.167,169.833,158.0,7191.367,279.167,2818.567,1361.933,18437.333
1977-12-01,228.032,26.968,4205.323,1056.665,72.516,1129.181,1756.387,1090.774,275.323,137.29,7374.71,245.258,3353.613,1358.032,20051.71
1978-01-01,147.194,28.452,4458.161,1128.897,64.806,1193.703,1870.194,979.903,310.742,137.194,6681.226,269.258,3517.645,1352.323,19752.29
1978-02-01,165.107,31.714,4848.357,1119.207,74.964,1194.171,1799.25,1108.107,319.107,156.0,6876.429,246.429,3973.536,1376.0,20900.036
1978-03-01,250.226,40.387,4107.903,765.6,72.387,837.987,1424.677,1107.129,200.419,156.581,7255.0,258.129,3539.71,1311.871,19652.032
1978-04-01,352.7,36.733,3111.4,498.04,79.833,577.873,1160.267,1011.3,108.067,175.933,7202.333,194.5,3002.767,1391.1,17747.1
1978-05-01,514.71,41.806,3103.355,506.529,74.452,580.981,1167.194,996.645,124.935,180.161,7724.387,271.161,2686.452,1419.548,18230.355
1978-06-01,706.533,43.067,2836.667,510.52,75.367,585.887,1121.467,1044.2,91.0,193.567,7913.067,248.467,2625.133,1436.567,18259.733
1978-07-01,699.968,43.903,2522.258,484.916,65.774,550.69,1120.161,1013.806,94.323,166.323,7575.871,240.645,2771.613,1384.452,17633.323
1978-08-01,805.903,50.774,2800.258,519.445,65.387,584.832,1086.871,1126.419,112.613,185.871,7872.29,276.258,2928.677,1392.71,18638.645
1978-09-01,681.667,44.2,2663.633,620,93.733,713.733,1334.7,1076.5,174.967,170.933,7398.633,259.267,2715.767,1433.233,17953.5
1978-10-01,698.935,42.548,3076.871,767.658,86.613,854.271,1477.968,1067.323,173.032,179.226,7447.935,259.452,2620.774,1373.419,18417.484
1978-11-01,448.433,30.7,3582.767,774.34,88,862.34,1584.467,1106.7,177.267,187.867,7503.133,285.7,2844.8,1404.367,19156.2
1978-12-01,252.226,30.387,4155.968,904.11,85.258,989.368,1828.677,1046.387,228.065,168.903,7451.484,256.871,3106.742,1418.548,19944.258
1979-01-01,193.774,24.387,4580.516,1203.665,72.516,1276.181,2133.903,1096.226,330.258,172.968,6830.355,233.935,3559.548,1429.71,20585.581
1979-02-01,196.5,27.571,4812.179,1185.882,82.714,1268.596,2080.393,1149.357,337.929,167.143,7254.357,238.0,3595.179,1429.357,21287.964
1979-03-01,265.097,36.742,3664.452,853.642,90.581,944.223,1705.065,1100.613,158.71,201.0,7229.0,242.419,3239.194,1479.355,19321.645
1979-04-01,350.7,34.633,3016.267,705.413,86.6,792.013,1497.433,980.3,156.567,192.7,7055.033,207.867,2507.3,1435.233,17434.033
1979-05-01,529.097,39.258,2997.516,575.171,89.71,664.881,1445.387,988.677,138.516,206.613,7213.387,213.71,2502.71,1525.742,17800.613
1979-06-01,677.133,24.833,2707.867,615.12,83.933,699.053,1350.667,1094.8,139.633,186.7,7190.767,290.5,2582.667,1540.067,17785.633
1979-07-01,673.29,63.258,2562.806,610.539,90.903,701.442,1380.0,1094.452,130.258,170.419,6901.839,235.935,2451.097,1480.581,17143.935
1979-08-01,755.774,51.516,2760.839,697.787,77.645,775.432,1471.387,1085.129,158.161,190.387,7330.258,329.065,2549.516,1466.742,18148.774
1979-09-01,658.167,46.7,2646.667,722.157,67.567,789.723,1502.333,1098.967,159.733,160.0,6880.8,237.333,2608.8,1400.3,17399.8
1979-10-01,632.065,37.097,3118.581,909.716,65.968,975.684,1674.0,1054.774,180.806,188.065,7020.452,255.935,2539.548,1474.484,18175.806
1979-11-01,461.6,41.567,3247.233,959.62,66.333,1025.953,1848.533,1069.767,153.133,177.367,6790.933,225.4,2815.033,1482.333,18312.9
1979-12-01,300.065,29.194,3708.0,993.113,76.71,1069.823,1905.613,1102.774,220.581,139.613,6730.355,242.71,3012.516,1530.387,18921.806
1980-01-01,181.839,27.032,3713.581,1151.216,72.258,1223.474,2161.613,1102.935,238.677,176.613,6322.581,244.968,3067.387,1614.258,18851.484
1980-02-01,200.483,36.931,3711.897,977.141,78.621,1055.762,1903.414,1071.793,231.69,173.241,6596.276,215.793,3104.828,1570.862,18817.207
1980-03-01,220.839,32.29,3178.839,790.761,76.677,867.439,1659.452,1116.194,174.677,163.097,6406.097,212.935,2658.258,1554.226,17376.903
1980-04-01,284.567,31.267,2634.633,496.593,81.2,577.793,1340.267,1107.9,140.567,170.5,6799.933,254.433,2444.367,1576.033,16784.467
1980-05-01,427.355,37.097,2401.935,607.745,73.194,680.939,1449.903,1008.258,112.226,148.806,6729.484,241.323,2234.774,1446.581,16237.742
1980-06-01,553.467,39.367,2317.2,540.06,71.267,611.327,1350.067,1057.733,117.967,154.3,6657.233,188.167,2320.667,1430.833,16187.0
1980-07-01,595.548,38.097,2248.839,497.9,66.645,564.545,1193.0,1109.581,114.613,138.0,6742.645,250.806,2290.71,1285.968,16007.806
1980-08-01,589.387,40.452,2136.935,567.294,61.29,628.584,1240.645,1042.71,136.968,138.645,6648.194,208.065,2286.161,1284.71,15752.871
1980-09-01,588.133,40.433,2587.333,650.143,70.4,720.543,1502.067,1055.033,130.967,162.5,6509.867,257.667,2358.533,1405.867,16598.4
1980-10-01,520.419,39.839,2920.419,843.59,64.742,908.332,1662.387,1030.839,144.935,177.452,6662.323,222.516,2226.935,1386.645,16994.71
1980-11-01,346.433,31.167,2949.033,752.013,70.767,822.78,1628.767,1024.8,124.0,157.633,6233.533,289.167,2451.033,1466.467,16702.033
1980-12-01,239.0,24.194,3615.065,1025.458,71.935,1097.394,1993.0,1082.387,234.226,153.387,6631.839,252.935,2679.258,1505.097,18410.387
1981-01-01,182.482,24.945,4109.129,1150.561,69.258,1219.819,2035.471,1063.711,225.72,148.293,6431.165,283.766,2895.71,1029.332,18429.724
1981-02-01,159.455,23.845,3373.429,983.629,68.75,1052.379,1911.62,1017.781,159.001,168.86,6300.564,208.383,2587.929,1078.042,16988.908
1981-03-01,221.475,34.047,2904.097,762.839,66.968,829.806,1723.371,1055.052,112.945,158.013,6302.634,272.053,2126.161,996.945,15906.794
1981-04-01,301.235,35.246,2531.7,640.307,68.733,709.04,1408.5,967.574,94.421,182.096,6602.281,253.92,1867.533,1105.165,15349.671
1981-05-01,353.421,28.019,2410.742,553.619,72.29,625.91,1416.843,921.149,85.372,151.329,6614.855,206.015,1817.484,1347.771,15353.0
1981-06-01,460.33,38.655,2464.333,598.08,68.3,666.38,1403.178,1046.792,83.551,142.996,7027.805,281.625,2037.167,1108.162,16094.594
1981-07-01,490.602,38.647,2377.677,551.603,65.613,617.216,1328.522,1073.849,90.919,164.302,6823.008,213.278,1971.129,1110.45,15682.383
1981-08-01,517.868,38.117,2387.71,576.6,87.226,663.826,1262.724,1024.74,94.127,138.715,6636.812,243.663,1852.29,1065.926,15262.692
1981-09-01,464.32,23.541,2512.6,781.823,66.567,848.39,1475.221,1030.473,93.427,154.706,6661.955,290.659,1882.4,1065.278,15654.579
1981-10-01,438.696,32.828,2803.226,897.832,60.839,958.671,1657.334,931.609,133.868,170.575,6577.709,227.915,1884.0,963.885,15821.645
1981-11-01,323.081,23.538,2880.433,778.12,59.2,837.32,1629.955,982.032,152.752,123.042,6372.785,287.649,1908.667,908.749,15592.683
1981-12-01,176.364,24.355,3212.194,968.581,59.968,1028.548,1752.493,975.469,196.704,137.95,6681.12,250.652,2249.839,939.009,16596.148
1982-01-01,96.241,23.289,3484.258,1158.887,53.839,1212.726,1911.528,1035.18,205.255,128.748,5960.607,295.938,2184.806,798.116,16123.968
1982-02-01,138.572,19.01,3085.107,918.129,43.107,961.236,1687.419,1052.65,177.488,150.875,6195.819,285.389,2344.179,864.894,16001.401
1982-03-01,177.248,24.82,2944.806,837.639,55.484,893.123,1680.976,979.624,117.434,134.391,6466.433,294.108,1903.097,837.541,15560.477
1982-04-01,238.526,25.735,2977.933,754.903,58.1,813.003,1593.875,1004.15,108.802,151.722,6897.444,255.525,1922.833,869.763,16046.309
1982-05-01,341.839,25.532,2444.387,707.81,63.226,771.035,1451.621,1007.466,103.725,133.848,6655.02,255.049,1559.839,868.255,14846.582
1982-06-01,493.222,34.251,2451.567,669.857,52.367,722.223,1342.65,990.115,82.639,151.425,6835.256,223.275,1500.9,892.826,14998.126
1982-07-01,533.613,28.6,2057.613,750.642,54.742,805.384,1508.952,1001.748,96.296,137.958,6790.382,273.754,1550.032,841.599,14820.547
1982-08-01,591.876,35.443,2217.806,719.887,52.548,772.435,1352.719,982.002,78.287,138.495,6614.008,273.953,1530.419,1024.285,14839.294
1982-09-01,513.451,31.472,2506.567,804.553,56.833,861.387,1588.758,1032.466,107.805,148.936,6530.954,223.19,1470.433,867.885,15021.916
1982-10-01,490.585,23.799,2581.355,807.848,42.871,850.719,1576.189,960.48,141.281,131.365,6390.549,197.02,1490.129,875.805,14858.557
1982-11-01,298.292,13.868,2474.833,957.9,43.933,1001.833,1691.813,1054.238,139.821,160.263,6574.464,171.56,1590.933,838.987,15009.073
1982-12-01,181.537,19.624,2855.419,888.174,56.032,944.206,1811.85,1055.379,187.441,112.421,6548.734,226.218,1598.419,890.174,15487.215
1983-01-01,120.283,5.98,2796.503,1105.139,47.871,1153.01,1939.958,959.926,174.3,113.567,6050.744,164.377,1626.117,770.498,14722.252
1983-02-01,136.435,30.594,2779.55,971.175,53.143,1024.318,1730.989,1058.821,151.433,129.161,6000.249,228.144,1570.132,976.393,14791.9
1983-03-01,199.292,19.904,2947.377,720.755,54.677,775.432,1399.069,1005.632,123.985,154.979,6835.779,178.028,1578.76,1097.701,15540.504
1983-04-01,258.077,26.218,2697.366,651.18,64.067,715.247,1284.658,1030.884,134.0,141.434,6452.316,189.277,1374.057,1103.838,14692.125
1983-05-01,413.009,23.226,2354.198,547.79,69.968,617.758,1290.49,1007.869,102.05,154.332,6616.97,210.948,1342.311,989.303,14504.705
1983-06-01,567.028,34.545,2523.85,558.333,72.9,631.233,1218.206,1074.224,66.633,153.177,6993.572,209.746,1322.986,1124.83,15288.797
1983-07-01,575.719,30.985,2269.737,577.923,68.355,646.277,1396.109,1076.349,85.313,146.294,6765.432,305.499,1299.162,1068.225,15018.825
1983-08-01,655.207,32.023,2495.109,594.216,61.871,656.087,1350.224,1073.35,88.976,151.325,6935.504,262.324,1399.649,1036.424,15480.115
1983-09-01,593.148,33.085,2575.404,782.11,59.133,841.243,1608.818,1076.64,103.627,167.738,6726.91,250.516,1350.832,1019.133,15505.852
1983-10-01,457.898,30.011,2610.693,810.187,56.484,866.671,1498.197,999.697,108.054,167.789,6588.168,245.308,1242.611,1013.82,14962.248
1983-11-01,349.474,24.163,2873.621,857.463,64.267,921.73,1672.16,1008.702,158.728,145.178,6603.06,273.384,1361.558,1029.809,15499.838
1983-12-01,139.514,20.669,3364.84,1204.887,59.613,1264.5,2064.349,1181.133,227.715,130.548,6846.161,226.595,1587.445,936.971,16725.941
1984-01-01,134.766,13.889,3524.883,1165.677,64.774,1230.452,2111.592,1201.53,208.162,135.477,6264.503,273.895,1978.875,953.222,16800.794
1984-02-01,159.826,22.329,2833.953,853.828,68.345,922.172,1843.756,1119.514,112.276,177.392,6231.418,243.962,1651.234,1041.524,15437.185
1984-03-01,201.734,14.337,3259.463,796.968,66.226,863.194,1696.48,1101.519,126.438,172.726,6528.124,276.676,1619.09,1053.444,16050.032
1984-04-01,287.086,26.167,2926.344,630,61.267,691.267,1516.46,1160.771,111.327,181.268,6676.13,242.652,1383.999,1055.992,15568.196
1984-05-01,433.915,35.407,2813.643,582.194,65.806,648.0,1548.85,1145.974,62.819,147.236,6890.384,277.238,1237.09,1027.354,15619.911
1984-06-01,598.697,31.213,2593.436,586.367,62.967,649.333,1494.282,1103.627,85.326,159.219,7106.754,198.328,1343.55,994.228,15708.659
1984-07-01,629.735,24.375,2503.948,606.355,76.935,683.29,1561.826,1188.519,88.877,143.529,6830.123,226.942,1192.438,1107.428,15497.739
1984-08-01,716.557,33.96,2558.776,684.516,68.548,753.065,1660.995,1248.433,80.528,156.008,7093.099,260.723,1261.32,1046.075,16116.474
1984-09-01,636.083,22.919,2654.452,696.633,66.533,763.167,1603.981,1206.61,115.25,162.279,6588.468,240.943,1168.051,848.344,15247.381
1984-10-01,542.113,19.817,2765.142,854.968,55.677,910.645,1797.368,1223.823,83.184,163.575,6729.445,285.526,1066.204,940.26,15616.458
1984-11-01,356.242,24.1,2826.639,864.9,70.333,935.233,1737.491,1158.305,172.466,147.724,6799.96,222.239,1352.452,828.952,15626.57
1984-12-01,196.785,16.696,2864.696,877.129,69.323,946.452,1839.978,1241.173,137.019,123.803,6554.973,216.472,1189.237,994.289,15375.121
1985-01-01,141.354,21.613,3465.133,1127.387,69.419,1196.806,2055.271,1235.646,238.856,136.461,6348.354,218.005,1479.796,768.707,16109.194
1985-02-01,166.089,19.857,3330.301,998.286,74.357,1072.643,1930.537,1177.667,174.879,162.826,6587.459,240.576,1365.957,965.153,16121.302
1985-03-01,239.889,25.806,3093.237,755.194,70.677,825.871,1699.588,1163.094,69.681,150.692,6664.142,260.091,1190.065,816.368,15372.654
1985-04-01,365.162,31.306,2797.812,576.8,82.533,659.333,1458.48,1250.894,74.404,162.41,6955.641,232.734,1125.726,1017.147,15471.716
1985-05-01,484.646,28.452,2607.1,589.161,80.29,669.452,1522.407,1134.19,64.114,158.615,7060.016,295.763,1156.334,991.947,15503.584
1985-06-01,596.765,28.391,2593.853,661.433,73.3,734.733,1564.067,1142.17,81.499,151.247,6996.736,252.784,1043.459,1031.943,15482.913
1985-07-01,696.001,34.613,2436.075,672.839,76.226,749.065,1537.079,1216.738,51.751,138.457,7008.234,289.162,1058.019,967.542,15433.671
1985-08-01,680.038,35.065,2636.099,647.581,69.774,717.355,1511.835,1208.614,88.249,159.95,7241.516,318.564,1168.463,1011.681,16060.073
1985-09-01,635.756,29.333,2575.041,754.6,70.967,825.567,1662.458,1209.286,76.385,138.117,6629.48,224.901,1030.861,887.377,15098.995
1985-10-01,538.517,26.903,2900.886,1005.097,67.645,1072.742,1923.135,1258.092,96.822,154.086,6896.655,280.342,1041.943,826.131,15943.512
1985-11-01,340.568,19.8,2747.104,892.9,65.033,957.933,1709.335,1276.133,102.386,124.993,6770.153,294.886,1289.532,827.869,15502.759
1985-12-01,198.207,25.871,3253.872,1048.581,67.839,1116.419,2087.601,1344.045,249.562,109.273,6792.434,262.027,1482.99,805.453,16611.335
1986-01-01,195.246,20.194,3329.789,988.435,80.888,1069.323,1947.894,1289.927,170.356,74.173,6501.921,282.631,1407.108,868.75,16087.988
1986-02-01,147.802,21.0,3416.148,871.12,75.773,946.893,1833.843,1276.289,140.134,141.299,6468.923,306.72,1477.551,956.319,16186.028
1986-03-01,215.966,28.452,3168.243,671.154,67.394,738.548,1638.187,1198.668,124.584,164.815,6954.816,294.724,1434.602,1053.241,16276.299
1986-04-01,411.247,33.1,2903.976,578.999,70.401,649.4,1383.429,1257.093,53.66,158.593,7104.592,197.097,1402.315,1039.532,15944.634
1986-05-01,515.764,35.0,2762.496,520.503,79.884,600.387,1319.666,1248.292,67.606,168.88,7106.388,270.987,1344.808,1153.308,15993.195
1986-06-01,648.129,35.467,2543.783,452.319,77.481,529.8,1271.06,1321.862,30.493,165.592,7209.121,336.689,1376.637,1110.562,16049.396
1986-07-01,685.091,35.613,2592.398,498.746,81.415,580.161,1381.772,1325.199,61.825,142.31,7435.517,208.353,1508.14,930.701,16306.919
1986-08-01,695.587,38.323,2620.848,580.673,87.263,667.935,1402.289,1351.646,98.763,141.494,7434.82,269.767,1485.243,1079.516,16618.296
1986-09-01,700.822,62.2,2540.152,768.909,86.558,855.467,1581.075,1320.946,56.536,160.539,6864.447,322.371,1295.923,1003.97,15908.98
1986-10-01,598.722,27.968,2911.976,986.494,81.248,1067.742,1863.585,1272.327,100.081,154.165,7249.569,223.649,1258.894,941.438,16602.374
1986-11-01,323.481,22.967,2876.962,1006.477,85.356,1091.833,1958.065,1379.807,117.664,130.13,6878.886,243.46,1390.789,898.888,16221.099
1986-12-01,221.486,23.258,3328.516,1087.984,86.92,1174.903,1972.049,1444.666,157.016,106.238,7142.603,268.262,1637.835,829.029,17130.958
1987-01-01,184.689,19.484,3310.253,1165.663,87.304,1252.968,2097.334,1360.883,156.598,155.684,6534.834,362.872,1504.081,997.494,16684.207
1987-02-01,174.767,21.643,3345.396,997.668,80.654,1078.321,1907.65,1427.168,148.301,168.297,6795.918,269.241,1515.02,1134.641,16908.042
1987-03-01,247.504,25.71,3115.794,798.395,77.96,876.355,1701.108,1364.508,104.645,173.371,6964.211,270.532,1234.01,963.398,16164.79
1987-04-01,389.359,27.0,2991.198,763.526,83.774,847.3,1618.665,1344.931,43.284,180.389,7314.021,277.919,1182.211,1154.561,16523.539
1987-05-01,535.443,30.129,2683.813,602.743,81.289,684.032,1408.301,1306.899,48.131,153.901,7460.421,251.878,1028.944,1118.145,16026.006
1987-06-01,670.134,29.2,2789.683,615.546,81.821,697.367,1536.543,1360.403,60.141,184.315,7539.477,293.012,1207.452,1159.38,16829.738
1987-07-01,746.814,29.032,2713.323,755.991,88.944,844.935,1661.338,1389.881,51.14,164.862,7581.222,316.161,1339.054,1120.147,17112.972
1987-08-01,709.377,30.194,2553.347,677.584,82.578,760.161,1513.127,1416.457,64.846,152.512,7338.286,338.28,1176.345,1053.713,16346.484
1987-09-01,705.607,24.733,2837.652,889.659,84.708,974.367,1753.872,1360.571,72.311,156.851,7205.214,258.634,1296.459,997.981,16669.885
1987-10-01,567.095,25.065,3151.318,936.01,85.28,1021.29,1865.775,1466.956,124.801,150.184,7305.349,315.157,1068.737,900.628,16941.064
1987-11-01,419.926,18.367,2932.19,882.057,89.143,971.2,1889.887,1358.736,109.684,130.313,7151.329,316.749,1204.817,811.0,16342.997
1987-12-01,229.744,16.387,3317.956,1002.018,87.304,1089.323,2046.716,1462.814,153.004,159.991,7251.212,310.163,1434.477,1062.391,17444.853
1988-01-01,96.596,23.226,3558.126,1215.992,89.588,1305.581,2244.331,1559.652,176.825,131.814,6692.835,323.567,1661.456,934.174,17402.602
1988-02-01,207.521,21.931,3557.004,1066.998,88.416,1155.414,2052.49,1513.212,141.008,170.286,7039.108,314.033,1698.12,1044.811,17759.524
1988-03-01,262.232,25.871,3538.537,868.339,86.016,954.355,1796.187,1390.0,100.967,170.474,7322.808,335.181,1476.351,1193.055,17611.663
