Month,Coal Consumed by the Commercial Sector,Natural Gas Consumed by the Commercial Sector (Excluding Supplemental Gaseous Fuels),Petroleum Consumed by the Commercial Sector (Excluding Biofuels),Total Fossil Fuels Consumed by the Commercial Sector,Conventional Hydroelectric Power Consumed by the Commercial Sector,Geothermal Energy Consumed by the Commercial Sector,Solar Energy Consumed by the Commercial Sector,Wind Energy Consumed by the Commercial Sector,Biomass Energy Consumed by the Commercial Sector,Total Renewable Energy Consumed by the Commercial Sector,Total Primary Energy Consumed by the Commercial Sector,Electricity Sales to Ultimate Customers in the Commercial Sector,End-Use Energy Consumed by the Commercial Sector,Electrical System Energy Losses Proportioned to the Commercial Sector,Total Energy Consumed by the Commercial Sector
2010-10-01,5.259,188.888,47.119,241.266,0.014,1.571,0.33,0.005,9.058,10.978,252.244,370.068,622.313,674.078,1296.391
2010-11-01,5.538,292.403,55.353,353.294,0.021,1.521,0.271,0.006,8.82,10.639,363.933,346.383,710.315,669.101,1379.416
2010-12-01,7.136,477.034,85.085,569.255,0.037,1.571,0.261,0.006,9.153,11.028,580.283,368.586,948.869,740.167,1689.036
2011-01-01,8.052,538.638,78.269,624.959,0.007,1.673,0.349,0.01,9.456,11.496,636.455,369.351,1005.806,684.68,1690.486
2011-02-01,7.394,440.394,71.975,519.764,0.006,1.511,0.382,0.013,8.653,10.566,530.329,340.502,870.832,593.849,1464.681
2011-03-01,7.016,367.979,57.794,432.789,0.009,1.673,0.525,0.014,9.517,11.739,444.529,355.725,800.254,642.878,1443.132
2011-04-01,4.646,236.411,40.293,281.349,0.009,1.619,0.586,0.017,9.243,11.474,292.823,342.927,635.751,610.911,1246.662
2011-05-01,4.66,169.335,29.941,203.936,0.009,1.673,0.648,0.016,9.742,12.088,216.024,367.215,583.239,687.505,1270.743
2011-06-01,4.896,136.355,36.786,178.038,0.008,1.619,0.661,0.014,9.65,11.952,189.99,403.197,593.187,762.589,1355.776
2011-07-01,4.265,132.619,34.743,171.627,0.007,1.673,0.686,0.009,9.869,12.244,183.871,436.959,620.831,860.171,1481.001
2011-08-01,3.809,140.577,43.527,187.913,0.006,1.673,0.682,0.009,9.987,12.357,200.27,441.405,641.675,830.178,1471.853
2011-09-01,3.6,144.27,45.861,193.731,0.006,1.619,0.616,0.011,9.47,11.722,205.453,402.45,607.903,699.249,1307.152
2011-10-01,4.017,209.97,53.221,267.208,0.006,1.673,0.561,0.019,9.594,11.854,279.063,370.712,649.775,671.424,1321.199
2011-11-01,4.287,291.933,60.503,356.723,0.006,1.619,0.454,0.022,9.609,11.71,368.433,343.085,711.518,643.111,1354.629
2011-12-01,5.073,408.08,79.302,492.454,0.007,1.673,0.431,0.02,9.81,11.941,504.396,357.803,862.199,680.751,1542.949
2012-01-01,5.445,456.072,76.147,537.664,0.01,1.669,0.578,0.02,9.115,11.392,549.055,359.077,908.132,648.669,1556.801
2012-02-01,4.731,395.901,62.264,462.895,0.008,1.561,0.628,0.016,8.633,10.846,473.741,341.473,815.214,602.479,1417.694
2012-03-01,4.473,267.396,52.846,324.715,0.008,1.669,0.871,0.017,9.033,11.597,336.312,349.643,685.955,602.612,1288.568
2012-04-01,2.818,213.567,40.161,256.545,0.008,1.615,0.969,0.018,8.854,11.464,268.008,344.737,612.746,589.041,1201.786
2012-05-01,2.993,152.403,38.198,193.595,0.01,1.669,1.078,0.015,9.16,11.932,205.527,378.051,583.578,702.03,1285.607
2012-06-01,3.001,133.957,36.759,173.716,0.008,1.615,1.092,0.014,8.834,11.562,185.279,402.648,587.927,744.872,1332.799
2012-07-01,2.894,127.254,35.607,165.755,0.007,1.669,1.138,0.01,9.19,12.014,177.769,438.562,616.331,841.084,1457.415
2012-08-01,2.9,136.421,42.46,181.781,0.007,1.669,1.122,0.01,9.328,12.136,193.917,437.099,631.016,802.036,1433.051
2012-09-01,2.584,144.748,35.634,182.966,0.006,1.615,1.037,0.012,8.932,11.603,194.568,397.788,592.356,697.51,1289.866
2012-10-01,3.242,217.422,37.091,257.756,0.008,1.669,0.943,0.018,9.241,11.878,269.633,376.927,646.561,669.368,1315.928
2012-11-01,3.961,314.968,47.666,366.594,0.007,1.615,0.769,0.016,8.899,11.306,377.9,346.798,724.699,639.941,1364.64
2012-12-01,4.51,399.7,54.862,459.072,0.007,1.669,0.726,0.018,9.264,11.683,470.755,355.265,826.02,672.441,1498.461
2013-01-01,5.132,491.55,80.952,577.634,0.013,1.673,0.79,0.021,9.974,12.472,590.106,367.57,957.677,655.724,1613.4
2013-02-01,4.722,440.256,74.142,519.121,0.014,1.511,0.869,0.017,8.984,11.396,530.517,344.665,875.182,590.095,1465.277
2013-03-01,4.555,403.675,67.23,475.46,0.015,1.673,1.202,0.018,10.177,13.085,488.545,354.887,843.432,633.74,1477.172
2013-04-01,2.741,255.631,50.336,308.708,0.014,1.619,1.328,0.018,9.76,12.74,321.448,345.96,667.408,584.568,1251.976
2013-05-01,2.895,173.068,35.278,211.241,0.016,1.673,1.465,0.017,10.227,13.398,224.639,370.825,595.464,664.01,1259.474
2013-06-01,2.801,139.458,26.588,168.848,0.016,1.619,1.485,0.014,10.057,13.191,182.039,400.604,582.643,738.919,1321.562
2013-07-01,2.535,138.463,26.742,167.739,0.017,1.673,1.548,0.011,10.312,13.562,181.301,434.384,615.685,802.088,1417.773
2013-08-01,2.57,140.476,31.65,174.696,0.012,1.673,1.536,0.009,10.324,13.555,188.251,433.54,621.791,800.056,1421.847
2013-09-01,2.435,145.484,33.993,181.911,0.01,1.619,1.414,0.013,9.892,12.949,194.86,404.007,598.867,703.911,1302.778
2013-10-01,3.005,211.864,31.301,246.171,0.006,1.673,1.303,0.016,10.113,13.111,259.281,381.825,641.107,669.198,1310.305
2013-11-01,3.725,354.028,44.658,402.411,0.007,1.619,1.064,0.027,9.802,12.518,414.929,352.748,767.677,656.912,1424.589
2013-12-01,4.312,486.275,55.27,545.856,0.01,1.673,1.01,0.024,10.284,13.002,558.858,371.097,929.955,699.31,1629.265
2014-01-01,5.367,589.671,67.673,662.711,0.014,1.673,1.078,0.032,11.051,13.849,676.56,388.511,1065.07,721.097,1786.168
2014-02-01,5.347,505.404,68.172,578.923,0.012,1.511,1.166,0.026,9.394,12.109,591.032,356.051,947.084,617.304,1564.387
2014-03-01,4.812,433.92,62.739,501.47,0.013,1.673,1.573,0.029,10.354,13.643,515.113,364.974,880.088,646.249,1526.337
2014-04-01,2.803,258.614,36.109,297.525,0.013,1.619,1.704,0.028,9.988,13.352,310.878,349.59,660.468,578.803,1239.27
2014-05-01,2.448,182.026,40.187,224.661,0.013,1.673,1.877,0.022,10.515,14.101,238.762,374.179,612.941,673.588,1286.529
2014-06-01,2.68,145.666,34.552,182.898,0.011,1.619,1.872,0.032,10.409,13.944,196.841,404.058,600.899,738.576,1339.475
2014-07-01,2.684,141.719,31.243,175.646,0.011,1.673,1.933,0.028,10.786,14.432,190.078,427.981,618.059,787.39,1405.449
2014-08-01,2.252,141.228,32.066,175.547,0.009,1.673,1.908,0.022,10.719,14.331,189.878,428.557,618.435,793.811,1412.246
2014-09-01,2.006,153.356,40.32,195.682,0.009,1.619,1.719,0.026,10.224,13.598,209.28,409.607,618.887,696.307,1315.193
2014-10-01,2.462,208.405,45.639,256.506,0.008,1.673,1.552,0.037,10.301,13.571,270.077,385.635,655.712,658.249,1313.96
2014-11-01,3.498,372.595,56.503,432.596,0.007,1.619,1.249,0.045,9.913,12.832,445.429,355.686,801.114,650.774,1451.888
2014-12-01,3.844,439.902,62.492,506.238,0.008,1.673,1.191,0.035,10.344,13.251,519.49,368.736,888.225,658.549,1546.775
2015-01-01,4.102,551.931,99.709,655.742,0.011,1.673,1.185,0.036,12.151,15.057,670.799,380.846,1051.645,672.549,1724.194
2015-02-01,4.102,536.119,89.7,629.921,0.009,1.511,1.294,0.032,10.99,13.836,643.757,359.906,1003.663,626.29,1629.953
2015-03-01,3.532,399.597,80.4,483.53,0.009,1.673,1.746,0.035,12.203,15.666,499.196,367.8,866.996,602.714,1469.71
2015-04-01,2.048,240.379,61.196,303.624,0.009,1.619,1.924,0.039,11.889,15.48,319.104,355.421,674.524,576.546,1251.071
2015-05-01,1.899,166.116,59.892,227.907,0.009,1.673,2.114,0.035,12.266,16.097,244.004,373.292,617.296,674.692,1291.988
2015-06-01,2.297,140.2,48.743,191.241,0.012,1.619,2.097,0.028,12.052,15.807,207.047,406.95,613.997,748.127,1362.124
2015-07-01,2.144,138.441,51.722,192.308,0.01,1.673,2.188,0.025,12.784,16.681,208.989,438.457,647.445,805.555,1453.0
2015-08-01,1.919,140.044,55.152,197.115,0.008,1.673,2.12,0.025,12.491,16.317,213.431,438.507,651.938,783.373,1435.311
2015-09-01,1.696,142.97,52.882,197.548,0.007,1.619,1.886,0.027,12.22,15.759,213.307,416.931,630.238,703.921,1334.159
2015-10-01,2.081,201.809,82.388,286.278,0.01,1.673,1.664,0.038,12.102,15.487,301.765,384.947,686.712,633.715,1320.427
2015-11-01,2.386,293.309,87.308,383.003,0.01,1.619,1.344,0.043,12.0,15.016,398.019,355.326,753.345,605.04,1358.386
2015-12-01,2.912,365.141,95.195,463.248,0.014,1.673,1.272,0.041,12.367,15.367,478.616,364.502,843.118,613.036,1456.154
2016-01-01,3.015,521.823,91.326,616.164,0.072,1.669,1.272,0.038,12.287,15.338,631.502,376.721,1008.222,653.743,1661.966
2016-02-01,3.02,428.862,85.55,517.432,0.061,1.561,1.492,0.042,11.544,14.7,532.132,352.977,885.109,557.48,1442.589
2016-03-01,2.965,309.381,73.573,385.919,0.075,1.669,1.924,0.043,12.404,16.115,402.034,360.782,762.816,558.686,1321.501
2016-04-01,1.49,241.542,65.721,308.753,0.05,1.615,2.088,0.041,11.956,15.749,324.502,348.178,672.68,557.579,1230.259
2016-05-01,1.195,177.492,62.522,241.21,0.039,1.669,2.263,0.036,12.356,16.363,257.573,369.987,627.559,632.846,1260.405
2016-06-01,1.51,143.368,52.484,197.362,0.043,1.615,2.305,0.031,12.291,16.285,213.646,410.679,624.326,737.716,1362.042
2016-07-01,1.275,139.519,54.346,195.14,0.051,1.669,2.373,0.033,12.711,16.837,211.977,443.691,655.668,805.82,1461.488
2016-08-01,1.366,145.566,50.799,197.731,0.065,1.669,2.311,0.026,12.776,16.847,214.578,460.684,675.262,805.237,1480.499
2016-09-01,1.371,147.184,56.542,205.098,0.08,1.615,2.064,0.031,12.166,15.957,221.055,421.358,642.412,689.294,1331.706
2016-10-01,1.764,198.36,67.448,267.572,0.073,1.669,1.828,0.04,12.262,15.873,283.445,385.429,668.874,628.832,1297.706
2016-11-01,2.106,290.858,72.421,365.385,0.059,1.615,1.462,0.038,12.202,15.376,380.761,358.464,739.225,593.033,1332.259
2016-12-01,2.668,479.875,99.143,581.686,0.071,1.669,1.434,0.048,12.646,15.868,597.554,375.907,973.462,665.764,1639.225
2017-01-01,2.644,496.123,92.602,591.369,0.073,1.673,1.517,0.038,12.677,15.979,607.347,373.574,980.921,629.758,1610.68
2017-02-01,2.154,371.889,75.006,449.049,0.067,1.511,1.672,0.037,11.375,14.663,463.712,339.971,803.684,530.021,1333.705
2017-03-01,2.457,384.496,77.201,464.154,0.083,1.673,2.305,0.057,12.246,16.364,480.518,365.674,846.192,586.953,1433.145
2017-04-01,1.374,219.14,64.207,284.721,0.087,1.619,2.553,0.05,11.909,16.219,300.94,350.034,650.973,536.213,1187.187
2017-05-01,1.28,184.504,57.288,243.072,0.093,1.673,2.817,0.045,12.402,17.029,260.101,374.884,634.985,610.138,1245.123
2017-06-01,1.307,142.695,57.954,201.956,0.083,1.619,2.85,0.036,12.135,16.723,218.679,409.485,628.164,676.204,1304.368
2017-07-01,1.326,138.189,50.445,189.961,0.072,1.673,2.943,0.027,12.47,17.186,207.147,441.092,648.238,767.342,1415.58
2017-08-01,1.201,141.879,55.225,198.306,0.06,1.673,2.869,0.02,12.581,17.203,215.509,438.377,653.886,734.278,1388.164
2017-09-01,1.271,149.702,53.214,204.187,0.052,1.619,2.586,0.038,11.66,15.955,220.143,405.307,625.45,649.55,1275.0
2017-10-01,1.479,207.442,62.092,271.014,0.044,1.673,2.295,0.051,12.109,16.171,287.185,386.536,673.721,622.381,1296.102
2017-11-01,1.845,333.451,76.806,412.102,0.049,1.619,1.821,0.047,12.185,15.723,427.825,358.168,785.993,598.283,1384.276
2017-12-01,2.319,503.751,97.469,603.539,0.056,1.673,1.769,0.044,12.567,16.109,619.649,372.95,992.599,657.852,1650.451
2018-01-01,2.703,574.002,106.283,682.988,0.064,1.673,1.983,0.06,12.47,16.25,699.238,392.125,1091.363,652.863,1744.226
2018-02-01,2.111,439.431,78.228,519.77,0.066,1.511,2.169,0.053,11.308,15.106,534.876,350.363,885.239,529.724,1414.963
2018-03-01,2.015,432.868,77.737,512.62,0.073,1.673,2.944,0.063,12.464,17.217,529.837,368.866,898.703,577.122,1475.825
2018-04-01,1.437,312.509,69.797,383.743,0.08,1.619,3.265,0.055,11.881,16.9,400.643,352.567,753.21,533.481,1286.691
2018-05-01,1.192,169.444,55.582,226.219,0.083,1.673,3.577,0.047,12.514,17.894,244.113,386.155,630.267,642.929,1273.197
2018-06-01,1.103,147.37,50.468,198.941,0.072,1.619,3.634,0.047,12.182,17.554,216.495,416.302,632.797,686.877,1319.674
2018-07-01,1.061,142.409,50.008,193.478,0.065,1.673,3.734,0.033,12.487,17.992,211.47,448.752,660.222,770.145,1430.367
2018-08-01,1.116,147.985,48.647,197.748,0.059,1.673,3.579,0.037,12.677,18.026,215.773,460.102,675.875,755.302,1431.177
2018-09-01,1.197,151.712,49.971,202.88,0.053,1.619,3.202,0.041,11.62,16.536,219.416,416.378,635.794,661.983,1297.777
2018-10-01,1.465,245.653,71.126,318.245,0.048,1.673,2.818,0.052,12.245,16.836,335.081,396.247,731.328,609.602,1340.93
2018-11-01,1.67,399.953,84.754,486.376,0.054,1.619,2.226,0.055,11.991,15.945,502.321,358.202,860.524,605.775,1466.299
2018-12-01,1.652,475.43,102.141,579.224,0.057,1.787,2.094,0.052,12.566,16.556,595.78,368.489,964.269,612.25,1576.519
2019-01-01,2.111,575.593,101.005,678.709,0.056,1.817,2.249,0.06,12.147,16.328,695.037,382.186,1077.223,627.767,1704.99
2019-02-01,1.938,490.339,87.282,579.56,0.051,1.65,2.421,0.053,11.066,15.24,594.8,348.266,943.066,537.913,1480.979
2019-03-01,2.053,440.374,84.723,527.15,0.064,1.824,3.355,0.059,11.926,17.226,544.376,366.681,911.058,564.531,1475.588
2019-04-01,1.273,255.781,65.065,322.119,0.065,1.711,3.707,0.059,11.113,16.655,338.774,349.546,688.319,511.581,1199.901
2019-05-01,1.217,191.771,58.992,251.98,0.074,1.801,3.987,0.049,11.434,17.345,269.325,379.418,648.743,598.882,1247.625
2019-06-01,0.868,150.049,53.244,204.161,0.062,1.735,4.031,0.042,11.539,17.408,221.569,394.922,616.491,629.92,1246.411
2019-07-01,0.919,147.278,52.942,201.139,0.055,1.787,4.234,0.037,11.767,17.88,219.019,446.806,665.825,726.402,1392.228
2019-08-01,0.967,146.069,61.732,208.768,0.051,1.778,4.028,0.032,11.864,17.753,226.521,446.208,672.729,715.644,1388.373
2019-09-01,1.044,148.501,49.431,198.976,0.041,1.72,3.581,0.047,11.371,16.76,215.736,416.466,632.202,636.363,1268.565
2019-10-01,1.238,224.209,61.734,287.181,0.037,1.803,3.163,0.059,11.734,16.796,303.977,393.42,697.398,563.704,1261.102
2019-11-01,1.456,403.541,85.355,490.352,0.042,1.763,2.453,0.056,11.44,15.754,506.106,350.89,856.996,564.635,1421.631
2019-12-01,1.632,474.206,95.26,571.099,0.046,1.819,2.333,0.058,11.802,16.058,587.156,368.501,955.657,579.091,1534.749
2020-01-01,1.868,507.75,94.58,604.198,0.06,1.789,2.617,0.053,12.136,16.656,620.854,374.679,995.533,570.056,1565.589
2020-02-01,2.023,463.168,84.763,549.954,0.062,1.701,2.97,0.055,11.252,16.041,565.995,351.486,917.481,517.744,1435.226
2020-03-01,1.706,350.749,76.679,429.134,0.057,1.816,3.849,0.058,11.542,17.322,446.456,355.223,801.679,509.554,1311.233
2020-04-01,0.848,246.15,63.005,310.003,0.058,1.749,4.244,0.06,10.378,16.489,326.492,311.876,638.369,432.07,1070.438
2020-05-01,0.855,168.116,67.09,236.06,0.079,1.801,4.691,0.051,11.416,18.037,254.097,321.749,575.846,481.134,1056.98
2020-06-01,0.905,136.216,56.311,193.432,0.075,1.73,4.678,0.051,11.467,18.001,211.432,373.93,585.363,573.189,1158.551
2020-07-01,0.81,133.448,52.057,186.315,0.071,1.772,4.86,0.035,11.753,18.492,204.806,433.691,638.497,683.709,1322.206
2020-08-01,0.886,135.603,51.15,187.639,0.061,1.772,4.639,0.038,11.719,18.229,205.867,419.87,625.737,667.439,1293.176
2020-09-01,1.021,148.501,58.004,207.525,0.049,1.73,4.126,0.042,11.197,17.144,224.669,386.306,610.975,560.485,1171.46
2020-10-01,0.974,215.833,65.685,282.492,0.049,1.8,3.598,0.041,11.359,16.847,299.339,370.093,669.432,538.922,1208.354
2020-11-01,1.112,303.597,71.332,376.042,0.053,1.754,2.866,0.047,11.19,15.91,391.951,334.023,725.975,498.523,1224.498
2020-12-01,1.503,469.672,85.927,557.102,0.055,1.819,2.737,0.041,11.506,16.158,573.26,359.817,933.077,556.093,1489.169
2021-01-01,1.563,514.89,99.357,615.811,0.085,1.823,3.053,0.047,11.436,16.444,632.255,356.546,988.801,545.462,1534.263
2021-02-01,1.953,514.68,98.499,615.133,0.074,1.646,3.293,0.043,10.343,15.399,630.532,335.59,966.122,527.259,1493.381
2021-03-01,1.497,370.281,88.979,460.756,0.077,1.732,4.545,0.066,11.659,18.079,478.835,351.017,829.853,481.522,1311.374
2021-04-01,1.051,256.233,71.944,329.228,0.073,1.746,5.041,0.056,11.18,18.097,347.325,336.837,684.162,472.654,1156.817
2021-05-01,0.836,188.7,66.456,255.992,0.079,1.847,5.46,0.048,11.527,18.96,274.953,357.275,632.227,537.253,1169.481
2021-06-01,0.92,148.552,59.339,208.811,0.082,1.757,5.51,0.039,11.565,18.953,227.764,406.208,633.972,649.519,1283.491
2021-07-01,0.909,148.016,54.513,203.438,0.077,1.807,5.677,0.028,12.167,19.757,223.195,436.244,659.439,701.56,1360.999
2021-08-01,1.016,146.091,52.375,199.483,0.073,1.815,5.456,0.04,12.068,19.452,218.935,447.351,666.286,711.551,1377.837
2021-09-01,1.115,154.939,58.902,214.956,0.063,1.765,4.872,0.046,11.608,18.355,233.311,405.989,639.3,581.842,1221.142
2021-10-01,1.291,202.474,70.84,274.606,0.059,1.838,4.229,0.05,11.664,17.84,292.446,382.985,675.431,551.054,1226.485
2021-11-01,1.403,348.927,81.154,431.484,0.062,1.769,3.355,0.057,11.451,16.693,448.177,353.163,801.339,528.8,1330.139
2021-12-01,1.36,415.787,95.719,512.865,0.076,1.867,3.152,0.054,11.894,17.043,529.908,363.431,893.339,538.605,1431.945
2022-01-01,1.665,570.852,108.178,680.695,0.082,1.673,3.576,0.06,14.938,20.33,701.025,387.621,1088.645,603.791,1692.436
2022-02-01,1.644,480.688,107.535,589.866,0.073,1.511,3.952,0.059,13.751,19.345,609.212,351.65,960.861,497.57,1458.431
2022-03-01,1.101,399.147,94.129,494.377,0.083,1.673,5.379,0.064,14.949,22.148,516.524,370.554,887.078,499.201,1386.28
2022-04-01,0.697,285.552,74.738,360.987,0.07,1.619,5.896,0.066,14.526,22.177,383.165,356.779,739.944,469.627,1209.571
2022-05-01,0.738,189.598,69.462,259.798,0.089,1.673,6.437,0.054,15.241,23.494,283.292,385.581,668.873,566.3,1235.173
2022-06-01,1.141,151.542,62.377,215.06,0.093,1.619,6.459,0.044,15.288,23.502,238.563,414.787,653.35,627.834,1281.184
2022-07-01,1.033,149.535,56.898,207.466,0.089,1.673,6.707,0.031,15.471,23.972,231.438,457.043,688.481,716.281,1404.762
2022-08-01,1.083,146.517,56.198,203.799,0.076,1.673,6.383,0.025,15.628,23.785,227.584,462.926,690.51,697.581,1388.091
2022-09-01,1.092,155.187,62.227,218.505,0.062,1.619,5.692,0.033,14.67,22.075,240.581,423.754,664.335,593.432,1257.768
2022-10-01,1.26,231.111,74.301,306.672,0.052,1.673,4.896,0.043,15.154,21.819,328.491,381.637,710.128,538.528,1248.656
2022-11-01,1.425,365.563,81.94,448.928,0.061,1.619,3.841,0.06,15.001,20.583,469.511,364.599,834.111,541.273,1375.383
2022-12-01,1.583,510.014,99.015,610.612,0.068,1.673,3.538,0.051,14.928,20.258,630.87,388.727,1019.597,601.155,1620.752
2023-01-01,1.431,495.957,103.577,600.966,0.098,1.673,3.914,0.044,14.791,20.52,621.485,384.839,1006.324,548.784,1555.108
2023-02-01,1.356,442.343,104.736,548.436,0.087,1.511,4.34,0.052,13.257,19.247,567.683,354.269,921.952,470.838,1392.79
2023-03-01,1.235,425.702,94.706,521.643,0.103,1.673,5.907,0.054,14.624,22.361,544.004,384.338,928.342,525.85,1454.192
2023-04-01,0.915,264.004,73.523,338.442,0.101,1.619,6.56,0.055,14.029,22.364,360.806,355.158,715.963,467.77,1183.733
2023-05-01,0.803,190.671,68.884,260.358,0.089,1.673,7.147,0.043,14.838,23.79,284.148,386.384,670.532,542.839,1213.37
2023-06-01,0.639,155.595,62.941,219.175,0.066,1.619,7.087,0.025,14.845,23.642,242.817,411.851,654.668,615.086,1269.754
2023-07-01,0.667,148.907,56.836,206.411,0.081,1.673,7.357,0.014,15.118,24.244,230.654,465.377,696.031,720.795,1416.826
2023-08-01,0.705,151.499,55.928,208.132,0.082,1.673,7.07,0.022,15.349,24.195,232.327,472.185,704.513,709.444,1413.957
2023-09-01,0.753,153.079,61.365,215.197,0.062,1.619,6.309,0.024,14.441,22.455,237.653,431.774,669.427,596.327,1265.754
2023-10-01,0.946,233.654,73.373,307.973,0.079,1.673,5.473,0.032,14.903,22.16,330.133,403.325,733.458,560.242,1293.701
2023-11-01,1.0,361.758,81.218,443.976,0.073,1.619,4.305,0.036,14.658,20.692,464.668,374.489,839.157,542.254,1381.41
2023-12-01,1.152,431.385,95.735,528.271,0.078,1.673,4.021,0.042,15.329,21.143,549.415,380.478,929.893,568.35,1498.243
2024-01-01,1.671,553.77,104.777,660.218,0.094,1.669,4.404,0.037,14.864,21.067,681.285,396.454,1077.739,610.911,1688.65
2024-02-01,1.187,429.754,103.059,534.0,,1.561,5.054,0.037,13.733,20.469,554.469,363.987,918.456,483.303,1401.759
2024-03-01,1.112,357.833,90.897,449.842,0.093,1.669,6.623,0.048,14.329,22.762,472.605,369.236,841.841,496.313,1338.154
2024-04-01,0.731,255.631,72.176,328.537,0.077,1.615,7.3,0.058,13.749,22.799,351.336,361.289,712.625,474.896,1187.521
2024-05-01,0.776,181.883,68.758,251.417,,1.669,8.058,0.049,14.843,24.712,276.129,395.461,671.59,560.253,1231.843
2024-06-01,0.671,158.475,61.18,220.325,0.101,1.615,8.065,0.048,14.247,24.075,244.4,429.292,673.693,629.259,1302.952
2024-07-01,0.728,151.083,57.469,209.28,,1.669,8.334,0.038,15.049,25.185,234.465,466.62,701.085,704.254,1405.339
2024-08-01,0.708,154.193,55.846,210.746,0.089,1.669,8.001,0.033,14.867,24.659,235.405,467.327,702.733,696.052,1398.784
2024-09-01,0.705,162.872,60.989,224.566,0.063,1.615,7.158,0.031,13.855,22.722,247.287,423.973,671.26,591.659,1262.919
