Month,Coal Production,Waste Coal Supplied,Coal Imports,Coal Exports,Coal Net Imports,Coal Stock Change,Coal Losses and Unaccounted for,Coal Consumption
2007-12-01,93137.992,1279.212,2811.589,5861.124,-3049.535,-1237.17,-5764.665,98369.504
2008-01-01,98587.281,1300.907,2380.594,4915.14,-2534.546,-3932.738,-102.282,101388.662
2008-02-01,93525.129,1138.263,2619.146,4204.914,-1585.768,-3769.482,3405.386,93441.72
2008-03-01,96902.516,1014.143,2640.374,6681.524,-4041.15,3045.449,676.01,90154.05
2008-04-01,97287.056,1085.749,2985.475,7979.268,-4993.793,9313.532,603.923,83461.557
2008-05-01,96725.098,1174.671,2702.006,8394.008,-5692.002,3271.488,1129.224,87807.055
2008-06-01,90318.651,1159.727,3294.557,6695.23,-3400.673,-8839.873,881.834,96035.744
2008-07-01,99132.402,1294.598,2569.342,6404.199,-3834.857,-10204.527,2072.963,104723.707
2008-08-01,100427.638,1214.26,3143.678,5263.559,-2119.881,-4737.942,1870.1,102389.859
2008-09-01,99350.88,1162.651,2771.524,8652.771,-5881.247,6046.909,-3323.395,91908.77
2008-10-01,104389.502,1144.793,2920.942,8232.788,-5311.846,13226.422,69.143,86926.884
2008-11-01,95404.796,1153.065,2987.592,7459.639,-4472.047,9224.02,-4286.851,87148.645
2008-12-01,99757.72,1302.729,3192.449,6636.075,-3443.626,-288.796,2743.828,95161.791
2009-01-01,97022.079,1271.683,2328.751,4907.234,-2578.483,-2103.826,1370.489,96448.616
2009-02-01,89687.703,927.703,1854.753,3822.388,-1967.635,7901.102,626.144,80120.525
2009-03-01,96062.189,1121.297,2141.049,4605.2,-2464.151,12516.557,4388.811,77813.967
2009-04-01,89072.262,1036.33,1302.944,3512.754,-2209.81,13302.927,2576.662,72019.193
2009-05-01,85236.422,1065.28,2283.125,3552.235,-1269.11,7537.455,2231.087,75264.05
2009-06-01,88707.915,1117.942,1840.413,5885.737,-4045.324,2745.833,-792.221,83826.921
2009-07-01,90846.559,1247.789,2018.275,4477.41,-2459.135,-780.547,1282.005,89133.755
2009-08-01,90307.723,1206.064,1568.185,5056.217,-3488.032,-4987.502,1282.415,91730.842
2009-09-01,88184.531,1113.108,1854.413,5624.984,-3770.571,4867.932,1902.431,78756.705
2009-10-01,88002.246,1142.295,1761.558,6364.068,-4602.51,4560.954,-53.822,80034.899
2009-11-01,85564.321,1164.182,1506.069,5585.707,-4079.638,2723.88,1423.085,78501.9
2009-12-01,86229.442,1251.914,2178.98,5703.017,-3524.037,-8617.068,-1251.847,93826.234
2010-01-01,85710.75,1187.243,1664.575,5866.49,-4201.915,-10695.049,-3102.634,96493.761
2010-02-01,83087.141,908.411,1239.282,5385.749,-4146.467,-7305.634,1153.659,86001.06
2010-03-01,96904.372,1192.122,1899.304,6554.356,-4655.052,8127.353,2869.971,82444.118
2010-04-01,90959.675,1070.559,1812.364,7357.682,-5545.318,11518.882,2175.819,72790.215
2010-05-01,85400.774,1138.468,1474.801,7220.259,-5745.458,2722.916,-3499.591,81570.459
2010-06-01,88621.153,1218.68,1770.951,7387.028,-5616.077,-9407.111,647.447,92983.42
2010-07-01,90794.651,1272.917,1389.501,6928.046,-5538.545,-15499.278,1446.138,100582.163
2010-08-01,93349.629,1260.992,1702.218,7001.367,-5299.149,-8765.976,-2315.589,100393.037
2010-09-01,93360.277,1102.218,1588.412,7144.681,-5556.269,5111.345,-1590.889,85385.77
2010-10-01,91830.675,981.82,1774.701,6623.239,-4848.538,11462.644,-89.519,76590.832
2010-11-01,91558.198,1121.06,1473.089,7014.703,-5541.614,8877.869,-437.384,78697.159
2010-12-01,92790.853,1196.636,1563.489,7232.075,-5668.586,-9187.419,2924.599,94581.723
2011-01-01,91355.47,1181.61,1013.846,8509.489,-7495.643,-11679.452,417.808,96303.081
2011-02-01,85574.596,1045.829,842.77,8275.199,-7432.429,-3305.699,2916.932,79576.763
2011-03-01,96548.199,1126.152,1524.161,9832.469,-8308.308,3990.946,6608.135,78766.962
2011-04-01,88563.173,996.204,1136.378,8842.51,-7706.132,8965.985,390.072,72497.188
2011-05-01,86850.038,909.977,1312.571,9042.073,-7729.502,2393.257,-1461.07,79098.326
2011-06-01,88877.804,1162.36,970.196,9101.931,-8131.735,-9803.155,2059.759,89651.825
2011-07-01,85497.597,1201.69,1208.427,7865.4,-6656.973,-15788.192,-3787.642,99618.148
2011-08-01,95494.62,1180.796,1544.901,9387.447,-7842.546,-10738.811,1809.24,97762.441
2011-09-01,94013.446,1117.378,834.513,8722.765,-7888.252,5014.648,-113.08,82341.004
2011-10-01,94642.615,1077.791,917.203,9158.727,-8241.524,13551.88,-1333.837,75260.839
2011-11-01,94108.648,1133.46,806.87,8808.005,-8001.135,11911.238,2622.817,72706.918
2011-12-01,94101.33,1075.738,975.77,9712.546,-8736.776,5698.387,1377.233,79364.672
2012-01-01,95101.634,1104.024,789.036,9126.441,-8337.405,3831.691,7744.962,76291.6
2012-02-01,85913.982,926.481,533.645,8460.256,-7926.611,7905.272,2542.373,68466.207
2012-03-01,85849.259,862.576,699.159,11055.001,-10355.842,9618.354,3662.748,63074.891
2012-04-01,77514.076,681.468,623.393,12528.892,-11905.499,7131.896,2259.532,56898.617
2012-05-01,81716.713,892.451,986.385,12256.909,-11270.524,419.368,2904.567,68014.705
2012-06-01,81816.274,925.728,718.862,12748.637,-12029.775,-5461.14,-468.73,76642.097
2012-07-01,86320.752,1057.886,893.631,11622.584,-10728.953,-15082.486,144.527,91587.644
2012-08-01,90816.376,1038.892,666.701,10597.077,-9930.376,-6905.455,911.654,87918.693
2012-09-01,81818.464,885.033,854.67,9343.706,-8489.036,2351.753,-2614.701,74477.409
2012-10-01,85238.606,796.287,867.915,9421.489,-8553.574,3999.013,1708.576,71773.73
2012-11-01,84147.063,1090.295,798.465,8516.493,-7718.028,1638.72,561.907,75318.703
2012-12-01,80205.219,934.481,727.395,10068.177,-9340.782,-2544.961,-4376.946,78720.825
2013-01-01,82712.567,1047.342,654.46,9571.8,-8917.34,-5806.12,61.555,80587.134
2013-02-01,77586.062,950.498,385.175,8626.784,-8241.609,-2835.163,644.581,72485.533
2013-03-01,84567.981,1171.19,389.65,13636.597,-13246.947,-3370.933,-51.131,75914.288
2013-04-01,78909.122,716.279,672.149,9754.484,-9082.335,1948.072,2635.381,65959.613
2013-05-01,83270.747,992.032,870.449,10478.294,-9607.845,4830.087,-60.51,69885.357
2013-06-01,81031.303,979.105,1213.443,9193.984,-7980.541,-5380.287,-759.098,80169.252
2013-07-01,84517.933,1107.932,873.624,9124.996,-8251.372,-11969.605,1044.894,88299.204
2013-08-01,90199.069,925.145,709.847,10073.041,-9363.194,-6317.54,922.771,87155.789
2013-09-01,82877.616,749.409,814.588,9390.626,-8576.038,-2738.419,-112.216,77901.622
2013-10-01,80602.952,736.971,707.129,9854.723,-9147.594,1228.653,-860.522,71824.198
2013-11-01,80576.343,781.157,849.574,8511.391,-7661.817,1782.991,473.48,71439.212
2013-12-01,77990.084,1121.611,766.337,9442.548,-8676.211,-9897.175,-2487.955,82820.614
2014-01-01,82992.488,1199.191,1064.988,8151.718,-7086.73,-15234.668,3276.823,89062.794
2014-02-01,75320.0,1018.848,582.08,8971.913,-8389.833,-14301.592,669.626,81580.981
2014-03-01,86958.617,1058.804,802.907,10460.257,-9657.35,-2074.193,2748.769,77685.495
2014-04-01,82981.424,913.901,929.637,7951.941,-7022.304,10837.26,2826.196,63209.565
2014-05-01,83793.445,927.452,1279.714,8181.931,-6902.217,7157.098,1476.887,69184.695
2014-06-01,79068.896,1054.214,1365.136,8540.178,-7175.042,-4544.07,-1994.944,79487.082
2014-07-01,84448.36,1121.5,927.759,7119.457,-6191.698,-8057.439,633.306,86802.295
2014-08-01,87346.499,1105.238,1075.911,7637.343,-6561.432,-6292.171,1825.348,86357.128
2014-09-01,83581.92,1028.962,1147.802,7966.275,-6818.473,2395.489,1103.371,74293.549
2014-10-01,85461.709,715.007,583.591,7737.799,-7154.208,12004.648,523.919,66493.941
2014-11-01,81754.81,972.926,1004.79,7556.675,-6551.885,5676.7,344.408,70154.743
2014-12-01,86340.59,974.163,585.611,6981.259,-6395.648,10076.089,-2576.194,73419.21
2015-01-01,86596.905,1065.103,1292.689,7871.269,-6578.58,2235.909,1952.829,76894.69
2015-02-01,72250.698,1001.462,865.707,6495.743,-5630.036,-4927.029,231.554,72317.599
2015-03-01,81476.183,754.557,850.41,7612.039,-6761.629,4929.784,6979.361,63559.966
2015-04-01,75208.63,580.044,878.964,7216.169,-6337.205,13594.419,2649.631,53207.419
2015-05-01,70414.557,756.198,919.499,6761.08,-5841.581,5579.787,-2173.803,61923.19
2015-06-01,66933.365,872.419,841.506,5788.552,-4947.046,-6537.786,-4448.356,73844.88
2015-07-01,76476.217,883.439,1091.037,5117.384,-4026.347,-8637.238,521.598,81448.949
2015-08-01,82623.422,954.193,969.811,6408.672,-5438.861,-3371.748,2936.061,78574.441
2015-09-01,77723.74,884.643,903.666,5388.246,-4484.58,5280.172,-525.861,69369.492
2015-10-01,75662.374,543.592,854.498,5743.984,-4889.486,13272.382,-360.454,58404.552
2015-11-01,68573.907,840.071,881.681,4708.853,-3827.172,13055.192,-1108.339,53639.953
2015-12-01,63000.565,833.581,968.543,4845.897,-3877.354,6350.23,-1322.987,54929.549
2016-01-01,60568.715,1077.272,693.172,4433.252,-3740.08,-9523.591,767.274,66662.224
2016-02-01,57328.506,934.058,818.848,4511.363,-3692.515,-388.347,-252.321,55210.717
2016-03-01,55327.888,817.735,1185.524,5208.406,-4022.882,4160.203,3387.932,44574.606
2016-04-01,48216.355,641.96,740.322,4583.27,-3842.948,1365.328,266.335,43383.704
2016-05-01,53123.077,706.181,910.333,4208.61,-3298.277,-1797.118,2985.166,49342.933
2016-06-01,59513.341,825.673,641.153,5431.525,-4790.372,-11530.606,-471.981,67551.229
2016-07-01,61783.814,1049.962,990.059,3275.897,-2285.838,-15599.153,-2421.448,78568.539
2016-08-01,68246.998,1063.929,943.008,5003.156,-4060.148,-11557.65,-1366.107,78174.536
2016-09-01,65069.717,765.89,800.009,4272.857,-3472.848,-4256.484,4.345,66614.898
2016-10-01,68725.231,540.819,768.381,4862.944,-4094.563,3475.553,2743.231,58952.703
2016-11-01,67149.752,705.441,706.435,6553.501,-5847.066,8533.894,940.991,52533.242
2016-12-01,63311.104,1009.484,649.114,7926.236,-7277.122,-8220.051,-4237.841,69501.358
2017-01-01,68414.386,1026.588,743.092,7403.149,-6660.057,-6802.568,1577.891,68005.594
2017-02-01,64389.031,916.237,612.301,7061.509,-6449.208,4245.811,2229.325,52380.924
2017-03-01,64335.048,975.415,559.661,8074.942,-7515.281,1104.372,3365.573,53325.237
2017-04-01,58753.723,651.103,492.863,7131.821,-6638.958,2203.247,1997.174,48565.447
2017-05-01,62115.414,695.704,1053.12,7200.181,-6147.061,-2110.436,3572.809,55201.684
2017-06-01,66228.987,776.565,651.067,7504.172,-6853.105,-5338.261,2392.161,63098.547
2017-07-01,62966.364,907.042,956.274,7154.344,-6198.07,-10094.371,-6444.077,74213.784
2017-08-01,70582.33,900.879,864.366,8591.78,-7727.414,-5775.008,-698.327,70229.13
2017-09-01,62891.468,801.196,512.823,8824.844,-8312.021,-2352.113,-1306.681,59039.437
2017-10-01,66367.608,629.794,581.59,9130.467,-8548.877,1837.753,2174.93,54435.842
2017-11-01,64345.233,668.316,367.576,9049.456,-8681.88,2132.488,-1158.094,55357.275
2017-12-01,63219.765,1002.61,407.919,9818.454,-9410.535,-5517.537,-2673.404,63002.781
2018-01-01,61971.188,1090.352,499.626,8659.211,-8159.585,-13915.52,-436.299,69253.774
2018-02-01,60268.717,908.829,349.198,8982.565,-8633.367,-2738.38,5257.606,50024.953
2018-03-01,65503.579,996.831,518.138,9886.352,-9368.214,5081.329,3180.958,48869.909
2018-04-01,58046.234,704.399,494.015,11032.126,-10538.111,1275.056,2144.024,44793.442
2018-05-01,61210.859,600.296,543.771,9399.761,-8855.99,-1133.607,2515.182,51573.59
2018-06-01,61572.368,817.694,508.614,10106.507,-9597.893,-6753.456,-694.351,60239.976
2018-07-01,62967.242,928.422,691.991,9923.85,-9231.859,-12556.197,-863.149,68083.151
2018-08-01,69325.458,949.021,483.855,9995.015,-9511.16,-5714.485,-1498.566,67976.37
2018-09-01,62438.499,817.709,262.864,9683.198,-9420.334,-2520.44,-1803.1,58159.414
2018-10-01,66532.053,723.278,304.155,10767.827,-10463.672,3884.671,95.781,52811.207
2018-11-01,62857.303,923.145,399.886,8919.862,-8519.976,-166.298,-743.679,56170.449
2018-12-01,63473.595,971.182,898.042,8887.798,-7989.756,-1936.754,-1757.316,60149.091
2019-01-01,65835.69,975.514,624.726,9329.076,-8704.35,-4033.723,1941.813,60198.764
2019-02-01,58314.673,823.943,358.441,6751.718,-6393.277,1567.964,1977.611,49199.764
2019-03-01,55667.043,849.556,705.632,9132.178,-8426.546,-1180.878,923.086,48347.845
2019-04-01,61213.194,597.901,536.635,8641.821,-8105.186,9888.835,6534.85,37282.224
2019-05-01,61861.533,647.947,407.556,8979.194,-8571.638,9275.543,602.133,44060.166
2019-06-01,56705.833,699.726,659.561,8308.035,-7648.474,1572.276,-82.221,48267.03
2019-07-01,59068.791,573.533,511.354,6468.965,-5957.611,-5375.653,-741.602,59801.968
2019-08-01,63794.62,592.714,518.927,7748.703,-7229.776,934.618,-87.804,56310.744
2019-09-01,58597.42,410.037,651.083,7741.878,-7090.795,1746.764,-943.39,51113.288
2019-10-01,57674.057,498.272,742.378,6589.998,-5847.62,9911.963,895.098,41517.648
2019-11-01,54392.702,611.39,465.964,7582.245,-7116.281,4816.342,-2797.674,45869.143
2019-12-01,53183.707,722.887,514.88,6490.84,-5975.96,6339.301,-2983.452,44574.785
2020-01-01,55666.973,672.192,535.139,6229.61,-5694.471,5941.345,3932.088,40771.261
2020-02-01,47425.208,653.581,343.12,6610.726,-6267.606,5245.941,553.539,36011.703
2020-03-01,46106.032,536.134,460.802,7070.338,-6609.536,4795.377,2394.426,32842.827
2020-04-01,39346.704,530.83,364.603,5550.884,-5186.281,6797.084,1140.036,26754.133
2020-05-01,37262.845,430.826,535.237,4714.203,-4178.966,2493.911,1237.292,29783.502
2020-06-01,39608.335,430.238,227.002,4582.767,-4355.765,-5834.899,1719.803,39797.904
2020-07-01,43217.2,580.081,530.45,5344.437,-4813.987,-14626.458,757.396,52852.356
2020-08-01,47522.893,640.679,313.821,4544.978,-4231.157,-9442.633,-235.291,53610.339
2020-09-01,45141.308,604.401,500.924,5370.511,-4869.587,-2074.915,1123.316,41827.721
2020-10-01,44988.279,582.795,264.018,4921.101,-4657.083,3522.756,-1.301,37392.536
2020-11-01,44344.921,525.907,639.453,7034.11,-6394.657,1469.792,-867.438,37873.817
2020-12-01,44803.656,691.942,422.801,7092.905,-6670.104,-3724.975,-4624.534,47175.003
2021-01-01,48495.551,695.291,524.558,6021.062,-5496.504,-9707.072,4391.648,49009.762
2021-02-01,40817.065,692.16,308.687,6990.392,-6681.705,-15276.298,-1416.924,51520.742
2021-03-01,50817.703,689.159,240.521,7728.281,-7487.76,1716.218,3972.1,38330.784
2021-04-01,45294.547,384.253,509.268,6843.316,-6334.048,5919.651,-208.683,33633.784
2021-05-01,48607.136,574.215,512.178,7481.804,-6969.626,2464.069,465.807,39281.849
2021-06-01,48772.693,601.472,508.918,7692.357,-7183.439,-9211.306,-187.675,51589.707
2021-07-01,48472.89,726.652,564.067,6445.961,-5881.894,-14663.966,-2040.649,60022.263
2021-08-01,50039.026,693.589,368.13,7353.257,-6985.127,-14665.578,-1490.628,59903.694
2021-09-01,49759.6,603.906,201.726,6795.559,-6593.833,-5248.9,1058.323,47960.25
2021-10-01,48953.838,571.083,525.5,7516.323,-6990.823,4330.152,-1231.337,39435.283
2021-11-01,48825.01,643.674,435.716,6834.235,-6398.519,7250.925,-804.232,36623.472
2021-12-01,48576.219,787.498,689.079,7412.811,-6723.732,2625.961,1646.328,38367.696
2022-01-01,49887.256,838.455,502.702,5518.407,-5015.705,-7344.734,521.966,52532.774
2022-02-01,47875.066,711.388,289.254,7305.252,-7015.998,-3363.515,1240.09,43693.881
2022-03-01,51548.148,661.513,529.709,7577.541,-7047.832,5320.492,1622.721,38218.616
2022-04-01,46387.462,667.409,684.165,7802.658,-7118.493,4730.713,652.103,34553.562
2022-05-01,49552.53,860.509,324.509,7537.807,-7213.298,2345.339,2011.104,38843.298
2022-06-01,48670.072,717.931,627.47,8092.152,-7464.682,-5425.847,2009.513,45339.655
2022-07-01,49301.243,812.226,659.987,6288.833,-5628.846,-7784.659,-790.022,53059.304
2022-08-01,53601.351,812.866,779.029,7545.304,-6766.275,-3656.114,-658.795,51962.851
2022-09-01,51574.119,691.044,531.342,7280.319,-6748.977,3984.183,689.957,40842.046
2022-10-01,51331.896,689.705,403.681,6781.52,-6377.839,8365.582,2169.235,35108.945
2022-11-01,48753.585,752.087,689.491,7285.918,-6596.427,6020.189,902.218,35986.838
2022-12-01,45672.554,719.201,292.128,6940.025,-6647.897,-4574.507,-1073.686,45392.051
2023-01-01,51009.972,640.092,479.015,7139.986,-6660.971,4469.467,1432.918,39086.708
2023-02-01,45712.603,691.996,260.415,7995.289,-7734.874,8043.088,283.636,30343.001
2023-03-01,51983.675,698.197,280.836,9484.579,-9203.743,9208.899,1947.86,32321.37
2023-04-01,46968.511,625.108,426.414,7408.397,-6981.983,10647.072,3909.268,26055.296
2023-05-01,48223.477,617.785,305.446,8692.124,-8386.678,8349.161,3417.554,28687.869
2023-06-01,47145.742,611.574,282.364,8003.158,-7720.794,1415.046,1894.387,36727.089
2023-07-01,46519.918,851.349,325.707,7141.298,-6815.591,-7326.626,314.086,47568.216
2023-08-01,50543.283,808.349,354.741,8999.049,-8644.308,-6545.621,2193.884,47059.061
2023-09-01,48541.807,500.341,313.973,8747.012,-8433.039,-884.313,4148.898,37344.524
2023-10-01,47603.936,638.42,413.349,9453.11,-9039.761,4975.04,1500.604,32726.951
2023-11-01,47519.771,780.395,335.148,8252.141,-7916.993,7918.797,-337.926,32802.302
2023-12-01,45711.933,850.599,232.768,8475.17,-8242.402,2006.164,1082.163,35231.803
2024-01-01,44052.02,830.453,93.541,8411.113,-8317.572,-8523.136,-564.022,45652.059
2024-02-01,44010.722,721.092,150.527,9119.032,-8968.505,6081.793,565.43,29116.086
2024-03-01,41808.232,767.582,84.851,9275.482,-9190.631,6225.634,1629.776,25529.773
2024-04-01,35709.395,708.335,253.539,6842.93,-6589.391,3077.813,2431.427,24319.099
2024-05-01,39370.106,552.098,79.715,8937.965,-8858.25,965.891,897.419,29200.644
2024-06-01,43003.758,788.312,202.564,10011.162,-9808.598,-4638.504,1207.53,37414.447
2024-07-01,43342.918,399.427,184.878,8760.348,-8575.47,-8743.904,516.356,43394.423
2024-08-01,47110.135,399.427,288.092,9093.825,-8805.733,-7070.533,3364.559,42409.803
2024-09-01,45723.696,399.427,247.956,9452.78,-9204.824,-57.137,2440.097,34535.339
2024-10-01,43649.185,,118.162,8967.633,-8849.471,,,
2024-11-01,40770.469,,,,,,,
